
[00:00:00.000 --> 00:00:06.000]  各位好,我是何兆斌
[00:02:53.000 --> 00:02:57.000]  或者對一些他們人生追求的東西
[00:02:57.000 --> 00:03:01.000]  譬如金錢、名利、成功
[00:03:01.000 --> 00:03:07.000]  有一種奮心、有一種投身去渴求的現象
[00:03:07.000 --> 00:03:11.000]  田納克對於信仰的看法
[00:03:11.000 --> 00:03:17.000]  其實對我們,特別是傳福音
[00:03:17.000 --> 00:03:19.000]  其實有一個很大的啟發
[00:03:19.000 --> 00:03:22.000]  每個人對於田納克來說
[00:03:22.000 --> 00:03:24.000]  都是有他的終極的關懷
[00:03:24.000 --> 00:03:26.000]  就好像一個水樽
[00:03:26.000 --> 00:03:28.000]  其實每個人就好像一個水樽
[00:03:28.000 --> 00:03:30.000]  水樽裏面,每個人的關懷
[00:03:30.000 --> 00:03:33.000]  就好像裏面都是裝著一些液體
[00:03:33.000 --> 00:03:39.000]  但是不是每個液體都是有價值的
[00:03:39.000 --> 00:03:42.000]  我們傳福音的時候
[00:03:42.000 --> 00:03:45.000]  很多時候我們認為一個水樽是空的
[00:03:45.000 --> 00:03:47.000]  我們就倒一些水進去
[00:03:47.000 --> 00:03:52.000]  但是這些想法可能我們要調整一下
[00:03:52.000 --> 00:03:56.000]  就是其實每個人原本的水樽不是空的
[00:03:56.000 --> 00:03:58.000]  每個人都有他的終極關懷
[00:03:58.000 --> 00:04:00.000]  每個人裏面都有些液體
[00:04:00.000 --> 00:04:02.000]  不過當我們傳福音的時候
[00:04:02.000 --> 00:04:05.000]  可能我們要做的就是要倒掉
[00:04:05.000 --> 00:04:09.000]  或者是令到他自己倒掉他自己裏面的液體
[00:04:09.000 --> 00:04:14.000]  然後我們再灌入我們認為的信仰的價值
[00:04:14.000 --> 00:04:16.000]  就是我們認為的一些液體進去
[00:04:16.000 --> 00:04:20.000]  這個就是一個可能我們需要去考慮
[00:04:20.000 --> 00:04:22.000]  再調整傳福音的一個策略
[00:04:22.000 --> 00:04:27.000]  另一方面,其實這個信仰的理解
[00:04:27.000 --> 00:04:29.000]  讓我們重新思考一件事
[00:04:29.000 --> 00:04:32.000]  每個人其實一個水樽一樣
[00:04:32.000 --> 00:04:37.000]  裏面裝的是液體,並不是石頭,也不是氣體
[00:04:37.000 --> 00:04:39.000]  當我們傳福音的時候
[00:04:39.000 --> 00:04:43.000]  我們裝的應該是對於那個人有意義的一些東西
[00:04:43.000 --> 00:04:45.000]  是一些液體
[00:04:45.000 --> 00:04:50.000]  一些可能不是一些很條紋式的東西
[00:04:50.000 --> 00:04:54.000]  好像石頭,也不是一些很抽象的東西
[00:04:54.000 --> 00:04:55.000]  是一些氣體
[00:04:55.000 --> 00:04:58.000]  而是液體,一些對於那個人
[00:04:58.000 --> 00:05:02.000]  對於每個人生命上有價值有意義的東西
[00:05:02.000 --> 00:05:04.000]  當我們傳福音的時候
[00:05:04.000 --> 00:05:06.000]  可能我們就再去思考
[00:05:06.000 --> 00:05:09.000]  其實我們需要用一些什麼策略
[00:05:09.000 --> 00:05:13.000]  甚至我們要再去理解什麼叫做福音
[00:05:13.000 --> 00:05:18.000]  什麼叫做一個人希望他有的信仰
[00:05:18.000 --> 00:05:21.000]  另一方面,這本書亦提過信仰
[00:05:21.000 --> 00:05:25.000]  其實最好的表達形式就是一些象徵的符號
[00:05:25.000 --> 00:05:28.000]  因為象徵的符號對於田立克來說
[00:05:28.000 --> 00:05:33.000]  是指向一些象徵符號自己本身以外的東西
[00:05:33.000 --> 00:05:37.000]  這些東西就是告訴我們
[00:05:37.000 --> 00:05:40.000]  那些才是終極的一些東西
[00:05:40.000 --> 00:05:43.000]  而並不是那些符號本身
[00:05:43.000 --> 00:05:47.000]  這個符號的功能其實就是告訴我們
[00:05:47.000 --> 00:05:52.000]  我們需要有一個這樣的想法
[00:05:52.000 --> 00:05:56.000]  而不是象徵指向一些價值性的東西
[00:05:56.000 --> 00:06:00.000]  而並不是一些字面上的意義
[00:06:00.000 --> 00:06:02.000]  裡面有一句是很好的
[00:06:02.000 --> 00:06:06.000]  或者我都可以在這裡說一說
[00:06:06.000 --> 00:06:08.000]  它英文是這樣說的
[00:06:08.000 --> 00:06:31.000]  信仰本身是指向一個終極的關懷
[00:06:31.000 --> 00:06:33.000]  但是一個好的信仰
[00:06:33.000 --> 00:06:36.000]  亦都有一個所謂叫做自我否定的
[00:06:36.000 --> 00:06:39.000]  就是一個自我否定的力量
[00:06:39.000 --> 00:06:44.000]  是將你符號本身取消自己
[00:06:44.000 --> 00:06:49.000]  帶人去到符號本身以外
[00:06:49.000 --> 00:06:54.000]  象徵符號本身以外所重視的價值的東西
[00:06:54.000 --> 00:06:58.000]  這件事對我印象很深
[00:06:58.000 --> 00:07:01.000]  其實這件事也是讓我們再次思考一件事
[00:07:01.000 --> 00:07:04.000]  就是十字架的意義究竟是什麼
[00:07:04.000 --> 00:07:09.000]  十字架的意義既象徵著耶穌基督對我們的愛
[00:07:09.000 --> 00:07:13.000]  同時十字架亦是一個否定的符號
[00:07:13.000 --> 00:07:18.000]  就正如耶穌基督將自己的生命釘在十字架上
[00:07:18.000 --> 00:07:21.000]  是一個否定自己的生命
[00:07:21.000 --> 00:07:24.000]  犧牲自己的一個符號
[00:07:24.000 --> 00:07:29.000]  這件事可能都帶領我們再去思考
[00:07:29.000 --> 00:07:34.000]  今日世界上有很多的戰爭
[00:07:34.000 --> 00:07:38.000]  這些戰爭可能是宗教上的引發
[00:07:38.000 --> 00:07:43.000]  而不同的宗教信仰的人士
[00:07:43.000 --> 00:07:47.000]  可能他們的堅持就是因為他們太過堅持
[00:07:47.000 --> 00:07:50.000]  一些字面上的意思
[00:07:50.000 --> 00:07:55.000]  大家看不到自己在聖經或經典上
[00:07:55.000 --> 00:08:02.000]  所表達的一些象徵符號的意義
[00:08:02.000 --> 00:08:05.000]  是有更加指向以外的其他東西
[00:08:05.000 --> 00:08:07.000]  十字架這個符號
[00:08:07.000 --> 00:08:12.000]  今日會不會都成為了我們對這個世界
[00:08:12.000 --> 00:08:16.000]  對這個生命對我們自己的一個提醒呢
[00:08:16.000 --> 00:08:17.000]  拜拜!

