
[00:00:00.000 --> 00:00:03.000]  各位主內的弟兄姊妹 你們好
[00:05:20.000 --> 00:05:23.000]  不僅僅是暫時的同在
[00:05:23.000 --> 00:05:27.000]  而且是永永遠遠的同在
[00:05:27.000 --> 00:05:30.000]  主耶穌接着說
[00:05:30.000 --> 00:05:34.000]  不是我的人,我不必尊重他
[00:05:34.000 --> 00:05:37.000]  如果一個人得到父親的尊重
[00:05:37.000 --> 00:05:41.000]  他就是一個了不起的人
[00:05:41.000 --> 00:05:45.000]  你說需求的也不會比這個更大
[00:05:45.000 --> 00:05:47.000]  這是最大的恩典
[00:05:47.000 --> 00:05:49.000]  最高的地位
[00:05:49.000 --> 00:05:51.000]  最大的尊榮
[00:05:51.000 --> 00:05:52.000]  感謝神
[00:05:52.000 --> 00:05:53.000]  祂在哪裏
[00:05:53.000 --> 00:05:56.000]  我們也在哪裏侍奉祂
[00:05:56.000 --> 00:05:58.000]  我們走這條路
[00:05:58.000 --> 00:06:01.000]  也是像一粒麥子落在地了死了一樣
[00:06:01.000 --> 00:06:03.000]  如果我們不死
[00:06:03.000 --> 00:06:05.000]  永遠是一粒
[00:06:05.000 --> 00:06:06.000]  若是死了
[00:06:06.000 --> 00:06:09.000]  就結出許多支離來
[00:06:09.000 --> 00:06:10.000]  你我所渴慕的
[00:06:10.000 --> 00:06:13.000]  就是結出許多支離來
[00:06:13.000 --> 00:06:16.000]  好讓主從我們得六十倍
[00:06:16.000 --> 00:06:18.000]  一百倍的收成
[00:06:18.000 --> 00:06:22.000]  我們不願兩手空空回去見主
[00:06:22.000 --> 00:06:23.000]  有一天
[00:06:23.000 --> 00:06:27.000]  我們要豐豐富富地進入主耶穌基督
[00:06:27.000 --> 00:06:29.000]  永遠的國
[00:06:29.000 --> 00:06:31.000]  正如彼得所說的
[00:06:31.000 --> 00:06:34.000]  但如果我們想得到六十倍
[00:06:34.000 --> 00:06:36.000]  一百倍的收成
[00:06:36.000 --> 00:06:40.000]  就必須願意做一粒死了的麥子
[00:06:40.000 --> 00:06:42.000]  我們常常不要前一半
[00:06:42.000 --> 00:06:44.000]  只要後一半
[00:06:44.000 --> 00:06:46.000]  想得一百倍的收成
[00:06:46.000 --> 00:06:48.000]  卻不肯與主同死
[00:06:48.000 --> 00:06:53.000]  這樣主沒有辦法應允我們的祈求
[00:06:53.000 --> 00:06:55.000]  主清楚告訴我們
[00:06:55.000 --> 00:06:57.000]  如果我們要結果子
[00:06:57.000 --> 00:07:00.000]  就不能避免這個經歷
[00:07:00.000 --> 00:07:02.000]  這是絕對的條件
[00:07:02.000 --> 00:07:05.000]  不可以更改的條件
[00:07:05.000 --> 00:07:08.000]  有很多人想更改神的話
[00:07:08.000 --> 00:07:12.000]  更改神的心意和神的道路
[00:07:12.000 --> 00:07:16.000]  想要神來遷就他們的道路
[00:07:16.000 --> 00:07:19.000]  遷就他們的心意和看法
[00:07:19.000 --> 00:07:21.000]  主說:不
[00:07:21.000 --> 00:07:23.000]  我的話安定在天
[00:07:23.000 --> 00:07:25.000]  你如果接受尊行
[00:07:25.000 --> 00:07:27.000]  你就能結果子六十倍
[00:07:27.000 --> 00:07:28.000]  一百倍
[00:07:28.000 --> 00:07:29.000]  如果有一天
[00:07:29.000 --> 00:07:30.000]  我們陛下後來說
[00:07:30.000 --> 00:07:31.000]  主啊
[00:07:31.000 --> 00:07:32.000]  是的
[00:07:32.000 --> 00:07:33.000]  我看見了
[00:07:33.000 --> 00:07:34.000]  你幫助我吧
[00:07:34.000 --> 00:07:36.000]  破碎我這個自己
[00:07:36.000 --> 00:07:40.000]  我願像甘藍被砸碎
[00:07:40.000 --> 00:07:42.000]  甘藍油就流出來
[00:07:42.000 --> 00:07:43.000]  是人的益處
[00:07:43.000 --> 00:07:46.000]  我願像一隻蠟燭被燃燒
[00:07:46.000 --> 00:07:48.000]  讓人得光
[00:07:48.000 --> 00:07:51.000]  我願像一粒原子被分裂
[00:07:51.000 --> 00:07:54.000]  就由主大能發出來
[00:07:54.000 --> 00:07:56.000]  讓人得祥
[00:07:56.000 --> 00:07:58.000]  主的恩典
[00:07:58.000 --> 00:07:59.000]  主啊
[00:07:59.000 --> 00:08:00.000]  我願意
[00:08:00.000 --> 00:08:02.000]  你動手吧
[00:08:02.000 --> 00:08:04.000]  這是我們的禱告
[00:08:04.000 --> 00:08:05.000]  我們如果真的
[00:08:05.000 --> 00:08:07.000]  這樣伏在主的面前
[00:08:07.000 --> 00:08:09.000]  如果我們的腳舉起
[00:08:09.000 --> 00:08:11.000]  踏上這一步
[00:08:11.000 --> 00:08:12.000]  如同以色列人
[00:08:12.000 --> 00:08:14.000]  踏入約旦河的水中一樣
[00:08:14.000 --> 00:08:17.000]  我們就會看見神的恩典
[00:08:17.000 --> 00:08:19.000]  和一條新的道路
[00:08:19.000 --> 00:08:22.000]  那就是一條結果子的
[00:08:22.000 --> 00:08:23.000]  有能力的
[00:08:23.000 --> 00:08:27.000]  出現在我們身上的道路
[00:08:27.000 --> 00:08:29.000]  我們唱一首歌
[00:08:29.000 --> 00:08:31.000]  那個歌詞這樣說
[00:08:31.000 --> 00:08:33.000]  爲主而活
[00:08:33.000 --> 00:08:36.000]  尋世就是獲得
[00:08:36.000 --> 00:08:38.000]  得到主的喜悅
[00:08:38.000 --> 00:08:41.000]  卑微也是身高
[00:08:41.000 --> 00:08:44.000]  這是多麼寶貴的詩詞
[00:08:44.000 --> 00:08:46.000]  如果神的旨意
[00:08:46.000 --> 00:08:49.000]  要把我們從某一項
[00:08:49.000 --> 00:08:50.000]  工作中提出來
[00:08:50.000 --> 00:08:53.000]  放在一邊不用我們
[00:08:53.000 --> 00:08:55.000]  我們肯不肯
[00:08:55.000 --> 00:08:57.000]  我們能讚美主嗎
[00:08:57.000 --> 00:08:58.000]  如果我們是
[00:08:58.000 --> 00:09:00.000]  已經死了的麥子
[00:09:00.000 --> 00:09:02.000]  神不會把我們
[00:09:02.000 --> 00:09:04.000]  放在一邊很久
[00:09:04.000 --> 00:09:06.000]  他會把我們放在一邊
[00:09:06.000 --> 00:09:10.000]  目的是要更加重用我們
[00:09:10.000 --> 00:09:12.000]  一個破碎的器皿
[00:09:12.000 --> 00:09:14.000]  神不能用
[00:09:14.000 --> 00:09:16.000]  但是一個人破碎了自己以後
[00:09:16.000 --> 00:09:19.000]  神不能不用他
[00:09:19.000 --> 00:09:20.000]  感謝主
[00:09:20.000 --> 00:09:23.000]  神就是這樣的一位神
[00:09:23.000 --> 00:09:24.000]  一個破碎了的人
[00:09:24.000 --> 00:09:27.000]  是柔和、安靜、安息
[00:09:27.000 --> 00:09:29.000]  裏面沒有怨恨
[00:09:29.000 --> 00:09:32.000]  怒氣、血氣的愛好
[00:09:32.000 --> 00:09:35.000]  他享受安息在主的旨意中
[00:09:35.000 --> 00:09:36.000]  在神的愛中
[00:09:36.000 --> 00:09:39.000]  這樣的死是死透了
[00:09:39.000 --> 00:09:41.000]  這樣的破碎是破碎透了
[00:09:41.000 --> 00:09:44.000]  神把我們拿起來
[00:09:44.000 --> 00:09:46.000]  我們感謝他
[00:09:46.000 --> 00:09:48.000]  神把我們放在一邊的時候
[00:09:48.000 --> 00:09:50.000]  我們也感謝讚美他
[00:09:50.000 --> 00:09:53.000]  當我們到了這個地步
[00:09:53.000 --> 00:09:57.000]  神必然把我們拿起來使用
[00:09:57.000 --> 00:10:02.000]  成爲他合用的器皿
[00:10:02.000 --> 00:10:04.000]  好,我們開始看
[00:10:04.000 --> 00:10:07.000]  第二個比喻
[00:10:07.000 --> 00:10:13.000]  就是我們侍奉神的人
[00:10:13.000 --> 00:10:18.000]  要成爲貴重的器皿
[00:10:18.000 --> 00:10:22.000]  提摩太後書二章二十和二十一節這樣說
[00:10:22.000 --> 00:10:24.000]  在大戶人家
[00:10:24.000 --> 00:10:27.000]  不但有金器、銀器
[00:10:27.000 --> 00:10:29.000]  也有木器、瓦器
[00:10:29.000 --> 00:10:30.000]  有作爲貴重的
[00:10:30.000 --> 00:10:32.000]  有作爲卑賤的
[00:10:32.000 --> 00:10:35.000]  人若自覺脫離卑賤的事
[00:10:35.000 --> 00:10:38.000]  就必做貴重的器皿
[00:10:38.000 --> 00:10:41.000]  成爲聖覺合乎主用
[00:10:41.000 --> 00:10:44.000]  預備行各樣的善事
[00:10:44.000 --> 00:10:47.000]  主爲我們定的目標
[00:10:47.000 --> 00:10:50.000]  就是要我們做貴重的器皿
[00:10:50.000 --> 00:10:52.000]  在這一段經文裏面
[00:10:52.000 --> 00:10:56.000]  包羅提到大戶人家有不同的器皿
[00:10:56.000 --> 00:11:00.000]  做成各種器皿的材料也是不同的
[00:11:00.000 --> 00:11:04.000]  但是成爲貴重的器皿只有一個條件
[00:11:04.000 --> 00:11:08.000]  在這裏說成爲聖覺
[00:11:08.000 --> 00:11:11.000]  這個是基本的條件
[00:11:11.000 --> 00:11:13.000]  什麼叫成爲聖覺?
[00:11:13.000 --> 00:11:17.000]  成爲聖覺就是脫離卑賤的事
[00:11:17.000 --> 00:11:20.000]  那麼什麼是卑賤的事?
[00:11:20.000 --> 00:11:26.000]  就是有一個蒙恩者的身份不相稱的事
[00:11:26.000 --> 00:11:28.000]  就是卑賤的事
[00:11:28.000 --> 00:11:32.000]  我們要離開這樣的一切的事物
[00:11:32.000 --> 00:11:38.000]  我們所做的一切都應該與我們的身份相稱
[00:11:38.000 --> 00:11:39.000]  不然的話
[00:11:39.000 --> 00:11:42.000]  那些就是卑賤的事
[00:11:42.000 --> 00:11:45.000]  把我們帶到卑賤的地位上
[00:11:45.000 --> 00:11:48.000]  神要我們脫離一切
[00:11:48.000 --> 00:11:52.000]  配不過我們蒙恩身份的事
[00:11:52.000 --> 00:11:55.000]  我們既然蒙恩行事爲人
[00:11:55.000 --> 00:11:59.000]  就要和蒙詔的恩相稱
[00:11:59.000 --> 00:12:03.000]  聖覺在聖經裏面有三個基本的意思
[00:12:03.000 --> 00:12:04.000]  第一
[00:12:04.000 --> 00:12:08.000]  凡事與神有關的都是聖覺的
[00:12:08.000 --> 00:12:10.000]  神的殿叫聖殿
[00:12:10.000 --> 00:12:15.000]  抹在聖殿上的膏油是聖膏油
[00:12:15.000 --> 00:12:17.000]  第二
[00:12:17.000 --> 00:12:19.000]  道德上的聖覺
[00:12:19.000 --> 00:12:22.000]  一切的罪完全除去
[00:12:22.000 --> 00:12:24.000]  洗得乾乾淨淨
[00:12:24.000 --> 00:12:29.000]  脫離所有的罪惡不義和神所不喜歡的事
[00:12:29.000 --> 00:12:31.000]  這就是聖覺
[00:12:31.000 --> 00:12:33.000]  第三個意義
[00:12:33.000 --> 00:12:38.000]  主在約翰福音十五章二節裏面說
[00:12:38.000 --> 00:12:40.000]  凡屬我不結果子的枝子
[00:12:40.000 --> 00:12:42.000]  他就剪去
[00:12:42.000 --> 00:12:43.000]  凡結果子的
[00:12:43.000 --> 00:12:45.000]  他就修理乾淨
[00:12:45.000 --> 00:12:48.000]  使枝子結果子更多
[00:12:48.000 --> 00:12:50.000]  這裏提到乾淨
[00:12:50.000 --> 00:12:51.000]  是什麼意思呢
[00:12:51.000 --> 00:12:53.000]  就是結淨
[00:12:53.000 --> 00:12:55.000]  這裏說的結淨
[00:12:55.000 --> 00:12:58.000]  就是把一切雜枝除掉
[00:12:58.000 --> 00:13:01.000]  雜枝是一個大的攔阻
[00:13:01.000 --> 00:13:06.000]  消耗葡萄樹的生命的枝漿
[00:13:06.000 --> 00:13:07.000]  生命的枝漿
[00:13:07.000 --> 00:13:10.000]  如果消耗在沒有用的雜枝上
[00:13:10.000 --> 00:13:13.000]  就不能集中在結果子的枝子上
[00:13:13.000 --> 00:13:16.000]  那麼就結不成果子
[00:13:16.000 --> 00:13:18.000]  不能多結果子
[00:13:18.000 --> 00:13:23.000]  因此爲要更多結果子
[00:13:23.000 --> 00:13:26.000]  必須把雜枝剪掉
[00:13:26.000 --> 00:13:27.000]  葡萄樹的枝子
[00:13:27.000 --> 00:13:29.000]  除了結果子還有什麼用
[00:13:29.000 --> 00:13:31.000]  沒有別的用了
[00:13:31.000 --> 00:13:33.000]  結果子的奧祕
[00:13:33.000 --> 00:13:38.000]  就是枝子連在樹上的奧祕
[00:13:38.000 --> 00:13:42.000]  其次就是結淨的奧祕
[00:13:42.000 --> 00:13:44.000]  讓生命的枝漿
[00:13:44.000 --> 00:13:47.000]  集中在結果子的樹上
[00:13:47.000 --> 00:13:50.000]  這種結淨很重要
[00:13:50.000 --> 00:13:52.000]  很基本
[00:13:52.000 --> 00:13:53.000]  換句話說
[00:13:53.000 --> 00:13:55.000]  在我們的侍奉的生命中
[00:13:55.000 --> 00:13:57.000]  要有一個焦點
[00:13:57.000 --> 00:13:58.000]  如果一個平凡的人
[00:13:58.000 --> 00:14:02.000]  在他事業上專心致志
[00:14:02.000 --> 00:14:04.000]  他會有相當大的成功
[00:14:04.000 --> 00:14:08.000]  在俗靈的世上也是這樣
[00:14:08.000 --> 00:14:10.000]  如果一個基督徒
[00:14:10.000 --> 00:14:13.000]  他透過了奉獻自己給神
[00:14:13.000 --> 00:14:15.000]  而來侍奉神
[00:14:15.000 --> 00:14:18.000]  這樣的侍奉就會有一個焦點
[00:14:18.000 --> 00:14:20.000]  當神的愛和神的能力
[00:14:20.000 --> 00:14:23.000]  透過他這個奉獻的焦點
[00:14:23.000 --> 00:14:26.000]  就會發生一個高度的燃燒力
[00:14:26.000 --> 00:14:28.000]  穆迪先生
[00:14:28.000 --> 00:14:30.000]  他藏在他的衣袋裏
[00:14:30.000 --> 00:14:33.000]  藏着兩個鏡片
[00:14:33.000 --> 00:14:36.000]  一個是完整的鏡片
[00:14:36.000 --> 00:14:40.000]  另外一個是裂開兩半的鏡片
[00:14:40.000 --> 00:14:44.000]  他拿出完整的這一個凸鏡片
[00:14:44.000 --> 00:14:47.000]  說當陽光透過它
[00:14:47.000 --> 00:14:50.000]  會產生一個焦點
[00:14:50.000 --> 00:14:54.000]  這個焦點產生高度的熱
[00:14:54.000 --> 00:14:58.000]  能夠引起燃燒
[00:14:58.000 --> 00:15:02.000]  這是有作用的器皿
[00:15:02.000 --> 00:15:05.000]  另外他再拿出
[00:15:05.000 --> 00:15:07.000]  另外一個鏡片
[00:15:07.000 --> 00:15:09.000]  就是破開兩半的鏡片
[00:15:09.000 --> 00:15:12.000]  說無論陽光多麼強
[00:15:12.000 --> 00:15:15.000]  陽光透過這個鏡片
[00:15:15.000 --> 00:15:17.000]  不能夠有作用
[00:15:17.000 --> 00:15:19.000]  不能形成焦點
[00:15:19.000 --> 00:15:22.000]  它沒有能力
[00:15:22.000 --> 00:15:25.000]  因爲是裂開兩半
[00:15:25.000 --> 00:15:27.000]  所以這兩種的鏡片之間
[00:15:27.000 --> 00:15:30.000]  分別就是一個是完整的
[00:15:30.000 --> 00:15:32.000]  一個是破裂的
[00:15:32.000 --> 00:15:34.000]  如果我們的奉獻是完整的
[00:15:34.000 --> 00:15:36.000]  神的愛和神的大能
[00:15:36.000 --> 00:15:40.000]  就能透過這一個奉獻的放大鏡
[00:15:40.000 --> 00:15:44.000]  產生一個熱度極高的焦點
[00:15:44.000 --> 00:15:47.000]  能夠起大的作用
[00:15:47.000 --> 00:15:51.000]  讓我們的侍奉大有功效
[00:15:51.000 --> 00:15:53.000]  一個有奉獻的侍奉
[00:15:53.000 --> 00:15:55.000]  和一個沒有奉獻的侍奉
[00:15:55.000 --> 00:15:59.000]  分別太大了
[00:15:59.000 --> 00:16:02.000]  在我們的侍奉裏有焦點嗎?
[00:16:02.000 --> 00:16:05.000]  我們爲神擺上了一切了嗎?
[00:16:05.000 --> 00:16:10.000]  我們的愛、思想、計劃、智慧、時間等等
[00:16:10.000 --> 00:16:15.000]  都已經奉獻給神而有一個焦點了嗎?
[00:16:15.000 --> 00:16:16.000]  如果有
[00:16:16.000 --> 00:16:22.000]  我們的侍奉一定是有果孝的蒙月娜的
[00:16:22.000 --> 00:16:26.000]  侍奉的第三個焦點
[00:16:26.000 --> 00:16:32.000]  比喻就是如何眺望起來
[00:16:32.000 --> 00:16:36.000]  天文臺後書一章六節
[00:16:36.000 --> 00:16:40.000]  包羅說:爲此我提醒你
[00:16:40.000 --> 00:16:44.000]  使你將神借我按手所給你的恩賜
[00:16:44.000 --> 00:16:47.000]  再如何眺望起來
[00:16:47.000 --> 00:16:50.000]  我們的恩賜要眺望起來
[00:16:50.000 --> 00:16:54.000]  這是每一個有恩賜的人的需要
[00:16:54.000 --> 00:16:58.000]  我們要牢牢地記得這個要點
[00:16:58.000 --> 00:17:01.000]  不管我們的恩賜多大
[00:17:01.000 --> 00:17:03.000]  或是多麼少
[00:17:03.000 --> 00:17:05.000]  到了一個時候
[00:17:05.000 --> 00:17:08.000]  都需要眺望起來
[00:17:08.000 --> 00:17:10.000]  怎麼樣眺望呢?
[00:17:10.000 --> 00:17:13.000]  那是藉着聖靈的更新
[00:17:13.000 --> 00:17:17.000]  所以在格林多前書十二章十三節包羅說
[00:17:17.000 --> 00:17:21.000]  我們盈於聖靈
[00:17:21.000 --> 00:17:28.000]  那就是好像一個人來到泉源的水前面
[00:17:28.000 --> 00:17:33.000]  來盡情地飲取活水
[00:17:33.000 --> 00:17:35.000]  那麼他就精神一振
[00:17:35.000 --> 00:17:37.000]  統心得力
[00:17:37.000 --> 00:17:42.000]  可以更有力地侍奉和奔走前程
[00:17:42.000 --> 00:17:45.000]  聖靈不但按照他自己的旨意
[00:17:45.000 --> 00:17:47.000]  把恩賜分給我們
[00:17:47.000 --> 00:17:50.000]  並且我們要從聖靈的泉源
[00:17:50.000 --> 00:17:52.000]  喝了又喝
[00:17:52.000 --> 00:17:54.000]  零受了又零受
[00:17:54.000 --> 00:17:56.000]  保持聖靈的充滿
[00:17:56.000 --> 00:18:00.000]  聖靈的泉源會在我們侍奉的生活裏面
[00:18:00.000 --> 00:18:03.000]  將我們的精神振作起來
[00:18:03.000 --> 00:18:06.000]  當我們的精神振作起來的時候
[00:18:06.000 --> 00:18:11.000]  我們的侍奉的功效就會提高了
[00:18:11.000 --> 00:18:15.000]  盈於聖靈泉源的一個具體的方法
[00:18:15.000 --> 00:18:17.000]  就是近時禱告
[00:18:17.000 --> 00:18:22.000]  我不知道有多少弟兄姊妹有這一個經驗
[00:18:22.000 --> 00:18:26.000]  或經常有穩定近時禱告的時間
[00:18:26.000 --> 00:18:27.000]  如果有的話
[00:18:27.000 --> 00:18:31.000]  我相信一定有一個很好的見證
[00:18:31.000 --> 00:18:33.000]  如果沒有
[00:18:33.000 --> 00:18:38.000]  今天就讓主向我們每個人心中講話
[00:18:38.000 --> 00:18:42.000]  我們需要一個固定的時間
[00:18:42.000 --> 00:18:47.000]  讓聖靈能無豬無狼地在我們生命中工作
[00:18:47.000 --> 00:18:50.000]  眺望我們的恩賜的火
[00:18:50.000 --> 00:18:54.000]  當我們跪在寶座前向祂願望的時候
[00:18:54.000 --> 00:18:56.000]  聖靈要充滿我們
[00:18:56.000 --> 00:18:57.000]  抓住我們
[00:18:57.000 --> 00:18:58.000]  舉起我們
[00:18:58.000 --> 00:19:01.000]  好像當日先知於西節
[00:19:01.000 --> 00:19:05.000]  被聖靈舉起的經歷一樣
[00:19:05.000 --> 00:19:07.000]  關於末世
[00:19:07.000 --> 00:19:09.000]  主耶穌說過一句話
[00:19:09.000 --> 00:19:13.000]  盧伽福音十八章八節
[00:19:13.000 --> 00:19:15.000]  盧伽福音十八章八節
[00:19:15.000 --> 00:19:17.000]  主耶穌說
[00:19:17.000 --> 00:19:21.000]  人子來的時候遇得見世上有信德嗎?
[00:19:21.000 --> 00:19:25.000]  這個信德是禱告的信德
[00:19:25.000 --> 00:19:29.000]  在主即將再來的這個時代
[00:19:29.000 --> 00:19:32.000]  一般基督徒缺少禱告的信心
[00:19:32.000 --> 00:19:35.000]  尤其缺少近時的禱告
[00:19:35.000 --> 00:19:37.000]  在這樣一個時代裏
[00:19:37.000 --> 00:19:39.000]  我們能超越潮流嗎?
[00:19:39.000 --> 00:19:42.000]  我們能夠讓主的恩典充滿我們
[00:19:42.000 --> 00:19:48.000]  把我們舉起來到達一個超越這個世代的水準嗎?
[00:19:48.000 --> 00:19:53.000]  主有足夠的恩典可以將你我舉起來
[00:19:53.000 --> 00:19:58.000]  願我們能夠按照神的心意而行
[00:19:58.000 --> 00:20:02.000]  感謝主在老家的時代
[00:20:02.000 --> 00:20:06.000]  有些人能夠和主同坐寶座
[00:20:06.000 --> 00:20:09.000]  有人聽見主扣門聲音
[00:20:09.000 --> 00:20:13.000]  聽見主說:你要悔改發熱心
