
[00:00:00.000 --> 00:00:01.720]  當大家讀聖經的時候
[00:02:11.280 --> 00:02:15.640]  以至能夠活出悔改的果子
[00:02:15.640 --> 00:02:16.920]  很多人都會
[00:02:16.920 --> 00:02:18.840]  在最近我聽到講及一件事情
[00:02:18.840 --> 00:02:20.680]  就是很多的候鳥
[00:02:20.680 --> 00:02:22.720]  到某個時候就會從一個地方
[00:02:22.720 --> 00:02:23.840]  飛到另一個地方
[00:02:23.840 --> 00:02:26.640]  在這裡過冬或者做其他的事情
[00:02:26.640 --> 00:02:28.640]  大家都會發現候鳥
[00:02:28.640 --> 00:02:31.640]  可能半個地球飛的
[00:02:31.640 --> 00:02:34.520]  我比較深刻的就是那些三文魚
[00:02:34.520 --> 00:02:36.080]  不知道大家有沒有機會
[00:02:36.080 --> 00:02:38.640]  有些時候在北美旅遊
[00:02:38.640 --> 00:02:41.720]  去那些三文魚的飼養場
[00:02:41.720 --> 00:02:45.160]  你會發覺它會做一些
[00:02:45.160 --> 00:02:48.040]  好像河流一樣的水道
[00:02:48.040 --> 00:02:50.920]  從海面一直上到
[00:02:50.920 --> 00:02:55.320]  他們最早期生產的地方
[00:02:55.320 --> 00:02:59.520]  遊客會看到玻璃後面的三文魚
[00:02:59.520 --> 00:03:02.760]  怎樣一級一級地跳上去
[00:03:02.760 --> 00:03:03.800]  如果你有機會見過
[00:03:03.800 --> 00:03:05.720]  你會發覺很驚詫
[00:03:05.720 --> 00:03:07.640]  我記得當時一班遊客
[00:03:07.640 --> 00:03:09.040]  看著那些玻璃
[00:03:09.040 --> 00:03:10.840]  突然間一條三文魚
[00:03:10.840 --> 00:03:12.520]  跳上那些石灘上
[00:03:12.520 --> 00:03:14.600]  或者跳上石級上面
[00:03:14.600 --> 00:03:17.560]  他們說三級跳
[00:03:17.560 --> 00:03:19.600]  他們很艱難才跳得到
[00:03:19.600 --> 00:03:22.080]  因為會撞到自己的身體
[00:03:22.080 --> 00:03:23.040]  但他們不顧一切
[00:03:23.040 --> 00:03:24.720]  就不斷向上跳
[00:03:24.720 --> 00:03:27.680]  直到自己出生的源頭
[00:03:27.680 --> 00:03:29.720]  在那裡生產
[00:03:29.720 --> 00:03:31.080]  他們下一代
[00:03:31.080 --> 00:03:33.440]  然後死在那裡
[00:03:33.440 --> 00:03:34.800]  跳到上面的時候
[00:03:34.800 --> 00:03:37.560]  其實很多已經遍體鱗傷
[00:03:37.560 --> 00:03:40.560]  真的鱗傷
[00:03:40.560 --> 00:03:43.320]  有些人問為什麼會這樣做呢?
[00:03:43.320 --> 00:03:45.400]  有人說因為在裡面
[00:03:45.400 --> 00:03:47.800]  有一種很天然的
[00:03:47.800 --> 00:03:51.360]  內在的呼召
[00:03:51.360 --> 00:03:53.960]  好像上天在呼喚他們
[00:03:53.960 --> 00:03:55.480]  出到大海多遠都好
[00:03:55.480 --> 00:03:57.400]  都回到自己原生地
[00:03:57.400 --> 00:04:01.640]  在那裡繼續生下一代
[00:04:01.640 --> 00:04:04.160]  當我們想到這些自然界的事情的時候
[00:04:04.160 --> 00:04:07.200]  我們就想回我們作為神自己的子民
[00:04:07.200 --> 00:04:09.680]  被神所呼召的
[00:04:09.680 --> 00:04:12.200]  其實我們裡面也有一個內在的呼召
[00:04:12.200 --> 00:04:13.880]  當然我們的不同之處
[00:04:13.880 --> 00:04:16.400]  我們是按照神的形象去做的
[00:04:16.400 --> 00:04:18.720]  所以神沒有勉強我們
[00:04:18.720 --> 00:04:23.560]  到時候機械式地去那裡侍奉神
[00:04:23.560 --> 00:04:24.600]  不是
[00:04:24.600 --> 00:04:28.480]  但是神給我們一個自由的抉擇的能力
[00:04:28.480 --> 00:04:29.840]  祂呼喚我們
[00:04:29.840 --> 00:04:33.760]  又盼望我們自由地去聽從祂
[00:04:33.760 --> 00:04:36.480]  所以在聖經裡面不斷勉勵我們
[00:04:36.480 --> 00:04:39.240]  我們要回應神的召命
[00:04:39.240 --> 00:04:43.640]  按神對我們的心意來走出來
[00:04:43.640 --> 00:04:47.000]  因此你和我在很多時候人生的路上
[00:04:47.000 --> 00:04:51.040]  常常留心一個很基本的召命
[00:04:51.040 --> 00:04:54.320]  我今天稱為一個「本位」的召命
[00:04:54.320 --> 00:04:56.720]  就是神呼召我們出來
[00:04:56.720 --> 00:04:59.600]  是要我們在所身處的不同的崗位
[00:04:59.600 --> 00:05:01.320]  或者身份當中
[00:05:01.320 --> 00:05:05.000]  能夠活出一個新生的樣式
[00:05:05.000 --> 00:05:06.640]  不再是以前那樣的人
[00:05:06.640 --> 00:05:08.120]  不再是舊人
[00:05:08.120 --> 00:05:09.680]  而是新人
[00:05:09.680 --> 00:05:11.520]  當你活出這個樣式的時候
[00:05:11.520 --> 00:05:13.640]  你就是在回應神給你的
[00:05:13.640 --> 00:05:18.120]  一個最基本的本位的呼召
[00:05:18.120 --> 00:05:20.640]  你不要說我在教會有侍奉
[00:05:20.640 --> 00:05:21.920]  我做團契職員
[00:05:21.920 --> 00:05:23.080]  我做執事
[00:05:23.080 --> 00:05:24.760]  我做不同的職位
[00:05:24.760 --> 00:05:26.400]  但是你做這些職位
[00:05:26.400 --> 00:05:31.360]  不可以取代你在身份裡面的見證
[00:05:31.360 --> 00:05:33.760]  你仍然要做一個好的父親
[00:05:33.760 --> 00:05:37.800]  作聖經所鼓勵你的孩子、父母、妻子
[00:05:37.800 --> 00:05:39.760]  主人、僕人
[00:05:39.760 --> 00:05:43.880]  在當中活出你那種本位的召命
[00:05:43.880 --> 00:05:45.840]  因此我們今天就會明白
[00:05:45.840 --> 00:05:48.480]  為什麼在哥羅西書裡面所強調的
[00:05:48.480 --> 00:05:50.200]  是在日常生活上
[00:05:50.200 --> 00:05:52.880]  本份上的一種表現
[00:05:52.880 --> 00:05:57.040]  而這些表現正是神對我們最基本的呼召
[00:05:57.040 --> 00:05:59.640]  我們一起看看聖經
[00:05:59.640 --> 00:06:00.480]  在聖經裡面
[00:06:00.480 --> 00:06:04.080]  我們這次沒有讀十八到二十節
[00:06:04.080 --> 00:06:06.040]  如果你看回聖經哥羅西書四
[00:06:06.040 --> 00:06:09.080]  三章十八至二十一節
[00:06:09.080 --> 00:06:13.280]  就是在說妻子、丈夫、兒女、父母之間的關係
[00:06:13.280 --> 00:06:16.040]  你就會察覺這個本位的召命
[00:06:16.040 --> 00:06:19.120]  有兩個很基本的原則
[00:06:19.120 --> 00:06:20.200]  第一
[00:06:20.200 --> 00:06:23.200]  你看回第十八節
[00:06:23.200 --> 00:06:25.480]  「你們作妻子的要順服丈夫
[00:06:25.480 --> 00:06:29.080]  這在主裡是合宜的」
[00:06:29.080 --> 00:06:30.240]  你留心三個字
[00:06:30.240 --> 00:06:32.240]  「在主裡」
[00:06:32.240 --> 00:06:33.880]  然後第二十節
[00:06:33.880 --> 00:06:36.400]  「你們作兒女的要凡事聽從父母
[00:06:36.400 --> 00:06:40.680]  因為這在主裡是可喜悅的」
[00:06:40.680 --> 00:06:41.720]  又重複說
[00:06:41.720 --> 00:06:43.640]  是「在主裡」
[00:06:43.640 --> 00:06:45.160]  然後去到二十二節
[00:06:45.160 --> 00:06:47.040]  雖然沒有這個字眼
[00:06:47.040 --> 00:06:48.880]  但二十二節說到「獲人」的時候
[00:06:48.880 --> 00:06:50.600]  去到最後那句
[00:06:50.600 --> 00:06:54.040]  「卻要以真誠的心敬畏主
[00:06:54.040 --> 00:06:57.240]  亦提及敬畏主」
[00:06:57.240 --> 00:06:58.640]  所以簡單來說
[00:06:58.640 --> 00:07:01.000]  無論在哪一種關係裡面
[00:07:01.000 --> 00:07:05.880]  你必須以「在主裡」作為出發點
[00:07:05.880 --> 00:07:07.760]  當你想到要怎樣去回應
[00:07:07.760 --> 00:07:09.760]  怎樣去跟人相處的時候
[00:07:09.760 --> 00:07:11.720]  常常思想就是
[00:07:11.720 --> 00:07:15.040]  主的心意是怎樣呢?
[00:07:15.040 --> 00:07:17.160]  主祂喜悅我怎樣呢?
[00:07:17.160 --> 00:07:18.840]  祂歡喜我怎樣做呢?
[00:07:18.840 --> 00:07:22.040]  然後按照主的心意去做
[00:07:22.040 --> 00:07:23.880]  因此你跟主的關係
[00:07:23.880 --> 00:07:27.440]  永遠是跟別人關係的根基
[00:07:27.440 --> 00:07:29.640]  是出發點
[00:07:29.640 --> 00:07:30.880]  有些弟兄姊妹
[00:07:30.880 --> 00:07:33.360]  當他們真的很愛主的時候
[00:07:33.360 --> 00:07:35.760]  他們就很願意聽神的話
[00:07:35.760 --> 00:07:36.840]  為什麼呢?
[00:07:36.840 --> 00:07:38.000]  因為他們知道
[00:07:38.000 --> 00:07:41.680]  神是出於愛而對他們吩咐
[00:07:41.680 --> 00:07:42.560]  所以他們愛主
[00:07:42.560 --> 00:07:43.560]  知道主愛他們
[00:07:43.560 --> 00:07:46.160]  他們就很願意聽從主
[00:07:46.160 --> 00:07:50.120]  而能夠不違背上帝
[00:07:50.120 --> 00:07:51.080]  我過去有說過
[00:07:51.080 --> 00:07:52.440]  我也想再分享一下
[00:07:52.440 --> 00:07:55.040]  我記得我的女兒
[00:07:55.040 --> 00:07:57.160]  當她很小的時候
[00:07:57.160 --> 00:07:59.320]  當她有一次看牙醫
[00:07:59.320 --> 00:08:01.040]  幾歲的時候
[00:08:01.040 --> 00:08:04.360]  媽媽帶著她去看牙醫
[00:08:04.360 --> 00:08:06.640]  去到牙醫那裡的時候
[00:08:06.640 --> 00:08:08.760]  當然一個小女孩
[00:08:08.760 --> 00:08:11.720]  去到一間很陌生的房間
[00:08:11.720 --> 00:08:13.640]  一張很奇怪的椅子
[00:08:13.640 --> 00:08:15.640]  然後一個不認識的人
[00:08:15.640 --> 00:08:17.920]  拿著工具在她面前
[00:08:17.920 --> 00:08:20.480]  她的心情可以想像
[00:08:20.480 --> 00:08:21.760]  牙醫就說
[00:08:21.760 --> 00:08:23.040]  乖女兒
[00:08:23.040 --> 00:08:25.840]  張開你的嘴巴
[00:08:25.840 --> 00:08:27.040]  後來我太太告訴我
[00:08:27.040 --> 00:08:28.320]  當時的女兒
[00:08:28.320 --> 00:08:29.720]  她怎樣做呢?
[00:08:29.720 --> 00:08:32.320]  嗯
[00:08:32.320 --> 00:08:35.600]  就更加合得緊一點
[00:08:35.600 --> 00:08:36.680]  醫生怎麼說
[00:08:36.680 --> 00:08:38.880]  她都不會張開嘴巴
[00:08:38.880 --> 00:08:41.480]  直到太太在旁邊
[00:08:41.480 --> 00:08:43.760]  拍拍女兒
[00:08:43.760 --> 00:08:44.920]  放心
[00:08:44.920 --> 00:08:46.160]  張開嘴巴
[00:08:46.160 --> 00:08:48.440]  醫生幫助你
[00:08:48.440 --> 00:08:51.520]  她就張開嘴巴
[00:08:51.520 --> 00:08:55.320]  很快就張開了嘴巴
[00:08:55.320 --> 00:08:56.320]  這件事後來我知道
[00:08:56.320 --> 00:08:57.560]  之後我爸爸在心裡面
[00:08:57.560 --> 00:08:59.440]  就會想起一件事情
[00:08:59.440 --> 00:09:03.360]  為什麼會有這麼不同的反應呢?
[00:09:03.360 --> 00:09:06.880]  因為孩子知道媽媽的愛
[00:09:06.880 --> 00:09:07.960]  當知道媽媽的愛
[00:09:07.960 --> 00:09:09.760]  來到講出來的時候
[00:09:09.760 --> 00:09:12.520]  很明顯她是帶著愛她的心
[00:09:12.520 --> 00:09:14.840]  所以提醒她張開嘴巴
[00:09:14.840 --> 00:09:16.840]  讓醫生幫助她
[00:09:16.840 --> 00:09:18.960]  因為相信媽媽的愛
[00:09:18.960 --> 00:09:20.640]  也很愛惜媽媽
[00:09:20.640 --> 00:09:24.440]  所以聽從媽媽對她的吩咐
[00:09:24.440 --> 00:09:26.200]  你明白我的意思嗎?
[00:09:26.200 --> 00:09:27.320]  當你什麼時候和主耶穌
[00:09:27.320 --> 00:09:29.040]  有一種愛的關係的時候
[00:09:29.040 --> 00:09:30.720]  你就會發覺那些吩咐
[00:09:30.720 --> 00:09:32.800]  不再是什麼規條
[00:09:32.800 --> 00:09:36.120]  不再是什麼要逼我做的事
[00:09:36.120 --> 00:09:38.560]  而是對我有益處
[00:09:38.560 --> 00:09:42.080]  是因為愛我而吩咐我做的事情
[00:09:42.080 --> 00:09:43.560]  你就不會違背
[00:09:43.560 --> 00:09:44.600]  你會很開心
[00:09:44.600 --> 00:09:47.200]  很願意去聽從
[00:09:47.200 --> 00:09:50.280]  所以在一切人際的相處當中
[00:09:50.280 --> 00:09:51.360]  很多的期望
[00:09:51.360 --> 00:09:52.800]  很多的要求
[00:09:52.800 --> 00:09:54.400]  不是你不知道的
[00:09:54.400 --> 00:09:57.040]  而是你未必有力量去做
[00:09:57.040 --> 00:09:59.680]  但當你心中感受神的愛的時候
[00:09:59.680 --> 00:10:01.480]  你就願意去聽從
[00:10:01.480 --> 00:10:06.520]  你就得著動力來跟隨主
[00:10:06.520 --> 00:10:09.280]  我也曾經分享過
[00:10:09.280 --> 00:10:10.560]  我自己很歡喜
[00:10:10.560 --> 00:10:12.960]  有一位屬靈的偉人
[00:10:12.960 --> 00:10:14.280]  看他的傳記的時候
[00:10:14.280 --> 00:10:17.240]  其中有一些說話很感動我
[00:10:17.240 --> 00:10:21.440]  這位偉人在當中說
[00:10:21.440 --> 00:10:23.160]  很多時候我們和很多人相處
[00:10:23.160 --> 00:10:24.640]  大家都經歷的
[00:10:24.640 --> 00:10:27.000]  不一定每個人都會善待你
[00:10:27.000 --> 00:10:29.360]  甚至很多人可能會誤會你
[00:10:29.360 --> 00:10:30.440]  他就說
[00:10:30.440 --> 00:10:31.840]  如果你對一個朋友
[00:10:31.840 --> 00:10:33.160]  對他很仁慈
[00:10:33.160 --> 00:10:35.480]  盡量關心他、幫助他
[00:10:35.480 --> 00:10:37.040]  但他竟然告訴你
[00:10:37.040 --> 00:10:41.120]  你自己有另外一個動機
[00:10:41.120 --> 00:10:42.320]  你是為了自己的利益
[00:10:42.320 --> 00:10:44.880]  所以這樣愛護我
[00:10:44.880 --> 00:10:47.560]  在那時候你怎麼做呢?
[00:10:47.560 --> 00:10:49.640]  這位先賢就說
[00:10:49.640 --> 00:10:53.560]  你繼續以仁慈待他
[00:10:53.560 --> 00:10:56.320]  如果有人你很願意幫助他
[00:10:56.320 --> 00:10:58.520]  你全心對他很誠實
[00:10:58.520 --> 00:11:00.240]  盡量地幫助他
[00:11:00.240 --> 00:11:03.600]  但他就說你其實欺騙我
[00:11:03.600 --> 00:11:06.200]  你接下來怎麼做呢?
[00:11:06.200 --> 00:11:09.600]  你繼續以誠實待他
[00:11:09.600 --> 00:11:11.120]  如果你將最好的給他
[00:11:11.120 --> 00:11:12.640]  全心地幫助他
[00:11:12.640 --> 00:11:14.600]  但他說你都未曾幫我
[00:11:14.600 --> 00:11:16.920]  你虧欠我
[00:11:16.920 --> 00:11:18.560]  你已經將最好的給他了
[00:11:18.560 --> 00:11:20.160]  他還說你虧欠他
[00:11:20.160 --> 00:11:22.360]  仍然是嫌不夠
[00:11:22.360 --> 00:11:25.560]  在那時候你怎麼做呢?
[00:11:25.560 --> 00:11:28.960]  你仍然將最好的給他
[00:11:28.960 --> 00:11:30.200]  一路說的時候
[00:11:30.200 --> 00:11:32.240]  越看越覺得不公平
[00:11:32.240 --> 00:11:34.720]  越看越覺得好像不服氣
[00:11:34.720 --> 00:11:36.960]  但最後一句話他就說
[00:11:36.960 --> 00:11:39.440]  因為到了最後
[00:11:39.440 --> 00:11:45.360]  最終極不在乎你和他之間的關係
[00:11:45.360 --> 00:11:51.280]  最終極是在乎你和主之間的關係
[00:11:51.280 --> 00:11:52.800]  因為你不是因為他好
[00:11:52.800 --> 00:11:54.520]  所以你善待他
[00:11:54.520 --> 00:11:56.280]  就是因為主愛你
[00:11:56.280 --> 00:11:59.880]  而吩咐你善待你身邊的人
[00:11:59.880 --> 00:12:02.320]  而最終你關注的關係
[00:12:02.320 --> 00:12:05.960]  是你和主的關係
[00:12:05.960 --> 00:12:08.680]  因此當你看重你和主的關係的時候
[00:12:08.680 --> 00:12:11.240]  你就發覺在與人相處的事情上
[00:12:11.240 --> 00:12:16.120]  神給你力量可以做你自己應當做的事情
[00:12:16.120 --> 00:12:20.720]  而不會被人的反應影響你所應當做的
[00:12:20.720 --> 00:12:24.520]  而你可以堅持你的良善
[00:12:24.520 --> 00:12:28.000]  因此在看到聖經所講及的原則的時候
[00:12:28.000 --> 00:12:31.400]  一個重要的地方就是剛才說的三個字
[00:12:31.400 --> 00:12:33.400]  「在主裡」
[00:12:33.400 --> 00:12:36.320]  在主裡你領受方向
[00:12:36.320 --> 00:12:39.920]  領受力量與人相處
[00:12:39.920 --> 00:12:41.360]  第二個原則我很簡單地說
[00:12:41.360 --> 00:12:43.640]  大家再看聖經
[00:12:43.640 --> 00:12:46.720]  你會發覺十八節裡說到妻子、丈夫
[00:12:46.720 --> 00:12:49.080]  二十節提到兒女、父母
[00:12:49.080 --> 00:12:53.640]  然後二十二節提到僕人和主人的關係
[00:12:53.640 --> 00:12:56.480]  是不斷地說雙方的關係
[00:12:56.480 --> 00:13:00.000]  是一種相對的、對稱的責任
[00:13:00.000 --> 00:13:01.400]  不單是某一方有責任
[00:13:01.400 --> 00:13:03.480]  是兩方面都有責任的
[00:13:03.480 --> 00:13:06.960]  如果丈夫要求太太馴服他
[00:13:06.960 --> 00:13:11.320]  他必須首先要求自己愛太太
[00:13:11.320 --> 00:13:14.360]  如果主人要求僕人要聽從他
[00:13:14.360 --> 00:13:19.160]  他必須首先以公平公義待他的僕人
[00:13:19.160 --> 00:13:22.240]  是兩方面都要求的責任
[00:13:22.240 --> 00:13:23.360]  所以你知道
[00:13:23.360 --> 00:13:27.400]  你不能單方面要求別人做好表現
[00:13:27.400 --> 00:13:30.040]  自己卻沒有要求自己
[00:13:30.040 --> 00:13:32.760]  這不是聖經的原則
[00:13:32.760 --> 00:13:34.160]  而且你會發覺
[00:13:34.160 --> 00:13:36.200]  如果你更多要求自己
[00:13:36.200 --> 00:13:38.160]  做你當盡的本分
[00:13:38.160 --> 00:13:42.880]  你就可以期望對方也這樣做
[00:13:42.880 --> 00:13:46.040]  當然,如果對方也沒有這樣的反應
[00:13:46.040 --> 00:13:50.080]  你仍然要堅持做你要做的事情
[00:13:50.080 --> 00:13:53.080]  因為你有責任為自己負責
[00:13:53.080 --> 00:13:54.560]  你不能改變他
[00:13:54.560 --> 00:13:56.800]  但你可以改變自己
[00:13:56.800 --> 00:13:58.400]  所以聖經提到這些關係時
[00:13:58.400 --> 00:14:01.240]  永遠都提到雙方面都有責任
[00:14:01.240 --> 00:14:04.840]  是一個相對稱的關係
[00:14:04.840 --> 00:14:06.400]  在我們了解這個原則之後
[00:14:06.400 --> 00:14:08.760]  我們開始看聖經的內容
[00:14:08.760 --> 00:14:12.200]  再看看二十二節
[00:14:12.200 --> 00:14:15.760]  我們集中看看僕人和主人的關係
[00:14:15.760 --> 00:14:18.000]  「你們作僕人的
[00:14:18.000 --> 00:14:21.600]  要凡是聽從世上的主人
[00:14:21.600 --> 00:14:24.000]  作事不要只作給人看
[00:14:24.000 --> 00:14:26.440]  像那些土人歡心的一樣
[00:14:26.440 --> 00:14:30.120]  卻要以真誠的心去敬畏主」
[00:14:30.120 --> 00:14:33.360]  當時大家知道有很多奴僕
[00:14:33.360 --> 00:14:35.760]  他們只能夠聽從主人
[00:14:35.760 --> 00:14:39.560]  今天我們未必有一些奴隸的制度
[00:14:39.560 --> 00:14:43.280]  但我們有很多上司下屬的關係
[00:14:43.280 --> 00:14:45.680]  或者我們都可以用這個原則
[00:14:45.680 --> 00:14:49.200]  應用在我們今天在公司的關係
[00:14:49.200 --> 00:14:52.600]  或者家庭的關係
[00:14:52.600 --> 00:14:54.880]  這裡有一個重要的態度
[00:14:54.880 --> 00:14:59.920]  第一,就是要聽從主人
[00:14:59.920 --> 00:15:02.840]  在你的工作環境
[00:15:02.840 --> 00:15:07.320]  你聽從你的上司
[00:15:07.320 --> 00:15:10.960]  我聽到後,覺得這不應該
[00:15:10.960 --> 00:15:13.120]  要想一想
[00:15:13.120 --> 00:15:17.480]  沒錯,基本的原則是聽從職份的人
[00:15:17.480 --> 00:15:20.200]  因為你尊重他的職份
[00:15:20.200 --> 00:15:23.160]  在家庭裡,兒女聽從父母
[00:15:23.160 --> 00:15:26.360]  因為他們的身份而聽從他
[00:15:26.360 --> 00:15:30.280]  但當然你記得剛才我們說的三個字是什麼
[00:15:30.280 --> 00:15:32.680]  「在」、「主」、「裡」
[00:15:32.680 --> 00:15:35.360]  「在主裡聽從」
[00:15:35.360 --> 00:15:36.160]  因此你知道
[00:15:36.160 --> 00:15:39.960]  如果你的上司要你做一些騙詐的事
[00:15:39.960 --> 00:15:41.160]  你可以很清楚地說
[00:15:41.160 --> 00:15:45.760]  「在主裡,我拒絕去聽從他」
[00:15:45.760 --> 00:15:47.920]  但基本原則仍然是聽從
[00:15:47.920 --> 00:15:48.880]  你不可以說
[00:15:48.880 --> 00:15:51.160]  「我只是聽從上帝,對不起老闆」
[00:15:51.160 --> 00:15:54.440]  「我有一個大老闆,我不能聽你的」
[00:15:54.440 --> 00:15:56.240]  沒錯,有時候可能要這樣
[00:15:56.240 --> 00:15:57.760]  但不是一個藉口
[00:15:57.760 --> 00:16:02.200]  你不去尊重這個身份的人
[00:16:02.200 --> 00:16:05.880]  原則仍然是「在主裡聽從」
[00:16:05.880 --> 00:16:06.920]  當然,聖經就說
[00:16:06.920 --> 00:16:14.120]  你要誠實地代對方在二十二節中說
[00:16:14.120 --> 00:16:20.200]  「不要只作給人看,像聖那些土人歡心的一樣」
[00:16:20.200 --> 00:16:22.080]  表面上做得好
[00:16:22.080 --> 00:16:24.720]  他看不見,就不理那麼多了
[00:16:24.720 --> 00:16:29.320]  廣東人說做表面功夫
[00:16:29.320 --> 00:16:31.760]  聖經就說不是做表面功夫
[00:16:31.760 --> 00:16:35.760]  「卻要真誠的心敬畏主」
[00:16:35.760 --> 00:16:40.280]  真誠的含義就是單純
[00:16:40.280 --> 00:16:41.720]  單純是什麼呢?
[00:16:41.720 --> 00:16:44.320]  是單純向著主
[00:16:44.320 --> 00:16:49.240]  你知道你的心是主所喜歡你做的一件事
[00:16:49.240 --> 00:16:51.640]  你就要向他做,誠實地做
[00:16:51.640 --> 00:16:53.560]  無論對方看不看見
[00:16:53.560 --> 00:16:57.760]  你都會誠實地做你應該做的事情
[00:16:57.760 --> 00:17:00.520]  託付給你的責任,你去完成
[00:17:00.520 --> 00:17:04.840]  因為知道主喜悅你這樣做
[00:17:04.840 --> 00:17:06.760]  我們久不久有提及一位人物
[00:17:06.760 --> 00:17:08.840]  叫做Eric Liddell
[00:17:08.840 --> 00:17:12.320]  李愛銳,早幾天主學我又再提及
[00:17:12.320 --> 00:17:16.720]  他是一個大家會知道是奧運的金牌得主
[00:17:16.720 --> 00:17:21.440]  他本身曾經是很有美好的見證
[00:17:21.440 --> 00:17:24.040]  他有一句名句,你記得嗎?
[00:17:24.040 --> 00:17:27.480]  就是說「當我跑的時候
[00:17:27.480 --> 00:17:31.240]  我感覺主的喜悅在我身上
[00:17:31.240 --> 00:17:35.200]  When I run, I feel his pleasure」
[00:17:35.200 --> 00:17:36.880]  這位朋友,這位弟兄
[00:17:36.880 --> 00:17:38.560]  他本身有很特別的能力
[00:17:38.560 --> 00:17:40.280]  他跑得很快
[00:17:40.280 --> 00:17:43.040]  有些人研究李愛銳先生的跑姿
[00:17:43.040 --> 00:17:44.640]  覺得很奇怪
[00:17:44.640 --> 00:17:45.720]  因為他跑的時候
[00:17:45.720 --> 00:17:48.880]  一般會稍微低頭
[00:17:48.880 --> 00:17:51.120]  免得擋風
[00:17:51.120 --> 00:17:54.520]  但李愛銳先生跑步的時候
[00:17:54.520 --> 00:17:56.480]  是抬高頭跑
[00:17:56.480 --> 00:17:59.560]  所以很多人研究他應該跑得不快
[00:17:59.560 --> 00:18:02.560]  但不知為何他跑得很快
[00:18:02.560 --> 00:18:03.760]  在他跑的時候
[00:18:03.760 --> 00:18:08.200]  他就說「我跑不是為了得到獎牌
[00:18:08.200 --> 00:18:12.120]  而是我盡力將我能夠有的能力發揮出來
[00:18:12.120 --> 00:18:15.120]  因為主喜悅我這樣做
[00:18:15.120 --> 00:18:16.800]  而我這樣發揮的時候
