
[00:00:00.000 --> 00:00:07.040]  我希望今天我繼續和大家介紹和將聖靈的真理告訴你
[00:02:03.720 --> 00:02:06.320]  這句話絕對不是風涼話
[00:02:06.320 --> 00:02:08.400]  悶肚子說我三年跟你在一起
[00:02:08.400 --> 00:02:09.920]  還有什麼比這件事好呢
[00:02:09.920 --> 00:02:11.640]  我時常有你陪著我們
[00:02:11.640 --> 00:02:13.640]  耶穌說我就算在這裡
[00:02:13.640 --> 00:02:16.640]  我也未必能夠24小時跟你在一起
[00:02:16.640 --> 00:02:18.760]  但是我用聖靈的身份
[00:02:18.760 --> 00:02:20.440]  進入你們的生命裡面的時候
[00:02:20.440 --> 00:02:21.520]  你在我裡面
[00:02:21.520 --> 00:02:23.280]  我在你們裡面的時候
[00:02:23.280 --> 00:02:24.600]  我們永不分開
[00:02:24.600 --> 00:02:25.560]  是不是?記得嗎?
[00:02:25.560 --> 00:02:28.400]  這一種是我們24小時
[00:02:28.400 --> 00:02:31.240]  分分秒秒在宇宙的主宰
[00:02:31.240 --> 00:02:32.720]  在我們裡面
[00:02:32.720 --> 00:02:35.080]  我不知道怎麼再形容這種
[00:02:35.080 --> 00:02:39.480]  不可思議但是太厲害的那種經歷
[00:02:39.480 --> 00:02:41.000]  宇宙的主宰
[00:02:41.000 --> 00:02:41.480]  知不知道?
[00:02:41.480 --> 00:02:42.680]  創造者的宇宙主宰
[00:02:42.680 --> 00:02:44.680]  現在在你裡面
[00:02:44.680 --> 00:02:46.080]  有時候我真的想不明白
[00:02:46.080 --> 00:02:47.920]  我們這種是什麼動物來的
[00:02:47.920 --> 00:02:50.480]  它當然是竟然願意這樣做
[00:02:50.480 --> 00:02:52.080]  但是這就是一個事實
[00:02:52.080 --> 00:02:53.760]  如果你連這麼厲害
[00:02:53.760 --> 00:02:56.880]  這麼重要的、這麼轟天動地的事實
[00:02:56.880 --> 00:02:58.120]  你都覺得沒什麼所謂
[00:02:58.120 --> 00:02:58.960]  扔在一邊
[00:02:58.960 --> 00:03:01.440]  那你自己是笨的
[00:03:01.440 --> 00:03:02.960]  不好意思我這樣說
[00:03:02.960 --> 00:03:04.560]  你自己笨而已
[00:03:04.560 --> 00:03:06.480]  這麼重要的東西
[00:03:06.480 --> 00:03:07.640]  同樣的
[00:03:07.640 --> 00:03:09.040]  上一次我們說這樣
[00:03:09.040 --> 00:03:10.480]  有了聖靈跟我們一起
[00:03:10.480 --> 00:03:12.120]  走這裡人生的路的時候
[00:03:12.120 --> 00:03:13.520]  祂對我們的帶領
[00:03:13.520 --> 00:03:15.480]  祂教導我們怎麼進入真理
[00:03:15.480 --> 00:03:17.200]  祂事實上陪伴我們
[00:03:17.200 --> 00:03:18.880]  當我們好像門徒一樣
[00:03:18.880 --> 00:03:21.280]  感覺到我們是自己單身作戰
[00:03:21.280 --> 00:03:22.280]  我們孤單
[00:03:22.280 --> 00:03:23.880]  有時候我們找這個找那個
[00:03:23.880 --> 00:03:24.920]  找這個找那個
[00:03:24.920 --> 00:03:26.560]  都沒有人能夠幫助我們的時候
[00:03:26.560 --> 00:03:28.680]  那個最好的在裡面
[00:03:28.680 --> 00:03:29.720]  你都不會找
[00:03:29.720 --> 00:03:31.720]  這是不是我們很大的損失呢?
[00:03:31.720 --> 00:03:33.560]  今天我們轉向另外一個課題
[00:03:33.560 --> 00:03:34.800]  《羅馬書》第八章
[00:03:34.800 --> 00:03:35.800]  說到兩樣東西
[00:03:35.800 --> 00:03:37.280]  聖靈帶給我們一種
[00:03:37.280 --> 00:03:41.440]  我們從來不會經歷得到的力量
[00:03:41.440 --> 00:03:42.640]  Power
[00:03:42.640 --> 00:03:43.480]  還有
[00:03:43.480 --> 00:03:46.400]  差不多這個比較長的一章聖經裡面
[00:03:46.400 --> 00:03:48.920]  由第十八節開始說到第二個課題
[00:03:48.920 --> 00:03:50.880]  聖靈給我們一種盼望
[00:03:50.880 --> 00:03:55.480]  這個盼望是我們沒辦法曾經經歷得到的
[00:03:55.480 --> 00:03:57.880]  我想跟大家說這兩樣東西
[00:03:57.880 --> 00:03:59.920]  剛才三點鐘那一課
[00:03:59.920 --> 00:04:02.080]  說完第一樣東西就不夠時間了
[00:04:02.080 --> 00:04:03.080]  所以都很危險
[00:04:03.080 --> 00:04:06.400]  我現在拼命控制我的時間
[00:04:06.400 --> 00:04:09.000]  希望我兩樣東西都說完
[00:04:09.000 --> 00:04:11.040]  三點鐘那一課就不幸運了
[00:04:11.040 --> 00:04:13.160]  看了一半聖經
[00:04:13.160 --> 00:04:13.680]  好
[00:04:13.680 --> 00:04:14.840]  我們一起看了
[00:04:14.840 --> 00:04:16.200]  打開聖經一起追著
[00:04:16.200 --> 00:04:17.920]  我們希望可以快一點
[00:04:17.920 --> 00:04:19.920]  但是在很真實的看待這個問題
[00:04:20.920 --> 00:04:22.920]  首先我們說
[00:04:22.920 --> 00:04:26.120]  保羅在這段聖經裡面的教訓
[00:04:26.120 --> 00:04:28.120]  也是太重要了
[00:04:28.120 --> 00:04:30.120]  第一個重點
[00:04:30.120 --> 00:04:32.640]  我相信我不想再重複又重複了
[00:04:32.640 --> 00:04:34.120]  因為剛才我們很好的
[00:04:34.120 --> 00:04:36.120]  我們的師哥敬拜裡面
[00:04:36.120 --> 00:04:37.640]  有姐妹幫我們讀了出來
[00:04:37.640 --> 00:04:39.120]  剛才我們又再讀一次
[00:04:39.120 --> 00:04:40.120]  讀了兩次了
[00:04:40.120 --> 00:04:42.120]  第八章一至四節
[00:04:42.120 --> 00:04:44.120]  一至四節這一段聖經
[00:04:44.120 --> 00:04:46.120]  你留心看也是不得了的
[00:04:46.120 --> 00:04:48.120]  我上一次已經提過
[00:04:48.120 --> 00:04:50.120]  我想用這段聖經
[00:04:50.120 --> 00:04:52.120]  保羅也是這樣說的
[00:04:52.120 --> 00:04:55.120]  聖靈有什麼這麼重要
[00:04:55.120 --> 00:04:57.120]  因為神自己的靈
[00:04:57.120 --> 00:04:59.120]  令我們得到自由
[00:04:59.120 --> 00:05:02.120]  那個自由是什麼意思
[00:05:02.120 --> 00:05:04.120]  就是我們本來做不到的
[00:05:04.120 --> 00:05:05.120]  我們做到了
[00:05:05.120 --> 00:05:06.120]  你聽到了
[00:05:06.120 --> 00:05:08.120]  剛才我不再說第幾節
[00:05:08.120 --> 00:05:10.120]  剛才我們都讀了兩次
[00:05:10.120 --> 00:05:11.120]  你知道的了
[00:05:11.120 --> 00:05:13.120]  因為我們肉體有軟弱的
[00:05:13.120 --> 00:05:15.120]  有些東西我們做不到的
[00:05:15.120 --> 00:05:18.120]  但是神做到了
[00:05:18.120 --> 00:05:20.120]  神做到不是神自己做到
[00:05:20.120 --> 00:05:22.120]  而是神讓我們能夠做到
[00:05:22.120 --> 00:05:23.120]  我們做不到的東西
[00:05:23.120 --> 00:05:24.120]  神當然做到了
[00:05:24.120 --> 00:05:25.120]  用不著說了
[00:05:25.120 --> 00:05:26.120]  聖經不是這個意思
[00:05:26.120 --> 00:05:27.120]  聖經所說的
[00:05:27.120 --> 00:05:28.120]  我們做不到的
[00:05:28.120 --> 00:05:30.120]  因為我們軟弱做不到的
[00:05:30.120 --> 00:05:32.120]  神讓我們做到
[00:05:32.120 --> 00:05:33.120]  還有
[00:05:33.120 --> 00:05:36.120]  他這種釋放的力量
[00:05:36.120 --> 00:05:40.120]  做到的這件事
[00:05:40.120 --> 00:05:42.120]  令我們能夠做到這件事
[00:05:42.120 --> 00:05:43.120]  付很大的代價
[00:05:43.120 --> 00:05:44.120]  你知不知道
[00:05:44.120 --> 00:05:46.120]  第三節說什麼
[00:05:46.120 --> 00:05:48.120]  那個代價是用他自己的兒子
[00:05:48.120 --> 00:05:52.120]  用他自己的命來換回來的
[00:05:52.120 --> 00:05:53.120]  所以我們真的
[00:05:53.120 --> 00:05:56.120]  我不知道怎麼可以再強調這種
[00:05:56.120 --> 00:05:58.120]  這麼重要的信息
[00:05:58.120 --> 00:06:00.120]  就是神用他自己的命
[00:06:00.120 --> 00:06:03.120]  來換一個禮物來送給你
[00:06:03.120 --> 00:06:04.120]  這個禮物
[00:06:04.120 --> 00:06:06.120]  第一已經夠貴了
[00:06:06.120 --> 00:06:08.120]  你不可能忽略它
[00:06:08.120 --> 00:06:09.120]  是不是
[00:06:09.120 --> 00:06:11.120]  他拿自己的命來換的
[00:06:11.120 --> 00:06:12.120]  他付了很大的代價
[00:06:12.120 --> 00:06:13.120]  已經夠了
[00:06:13.120 --> 00:06:15.120]  還有這個禮物對於你來說
[00:06:15.120 --> 00:06:16.120]  是徹底的重要
[00:06:16.120 --> 00:06:18.120]  可以扭轉你的生命的
[00:06:18.120 --> 00:06:19.120]  他說
[00:06:19.120 --> 00:06:20.120]  就是因為你本來
[00:06:20.120 --> 00:06:22.120]  因為肉體的軟弱做不到的
[00:06:22.120 --> 00:06:23.120]  他因為有了聖靈
[00:06:23.120 --> 00:06:25.120]  給了你這個禮物
[00:06:25.120 --> 00:06:26.120]  有了聖靈作為一個禮物
[00:06:26.120 --> 00:06:27.120]  給了你的時候
[00:06:27.120 --> 00:06:29.120]  我們做到了
[00:06:29.120 --> 00:06:31.120]  那有些什麼我們做不到
[00:06:31.120 --> 00:06:32.120]  這裡當然是說到
[00:06:32.120 --> 00:06:33.120]  我們肉體
[00:06:33.120 --> 00:06:35.120]  我們的心靈的捆綁
[00:06:35.120 --> 00:06:36.120]  我很感謝容牧師
[00:06:36.120 --> 00:06:38.120]  剛才我們在聖餐的時候
[00:06:38.120 --> 00:06:40.120]  特別在這裡提醒
[00:06:40.120 --> 00:06:41.120]  在聖經裏面
[00:06:41.120 --> 00:06:42.120]  在禱告裏面提醒我們
[00:06:42.120 --> 00:06:45.120]  很多時候我們被罪捆綁
[00:06:45.120 --> 00:06:47.120]  有時候如果不是罪的話
[00:06:47.120 --> 00:06:48.120]  我們被什麼
[00:06:48.120 --> 00:06:50.120]  我們被我們的憂慮捆綁
[00:06:50.120 --> 00:06:53.120]  被我們的煩擾捆綁
[00:06:53.120 --> 00:06:54.120]  或者我們被一些
[00:06:54.120 --> 00:06:56.120]  某一些我們所追尋的東西
[00:06:56.120 --> 00:06:58.120]  可能那樣不是罪
[00:06:58.120 --> 00:06:59.120]  但那樣東西不是神自己
[00:06:59.120 --> 00:07:00.120]  總之那些東西
[00:07:00.120 --> 00:07:02.120]  心裏面總是放不下的
[00:07:02.120 --> 00:07:03.120]  總是要追
[00:07:03.120 --> 00:07:04.120]  總是要追
[00:07:04.120 --> 00:07:06.120]  佔據多過神自己的東西
[00:07:06.120 --> 00:07:07.120]  捆綁
[00:07:07.120 --> 00:07:09.120]  我們發覺我們生命人生
[00:07:09.120 --> 00:07:11.120]  其實很多被捆綁
[00:07:11.120 --> 00:07:12.120]  當我數出來的時候
[00:07:12.120 --> 00:07:13.120]  你都知道的
[00:07:13.120 --> 00:07:16.120]  我知道不是每一樣東西都捆綁你
[00:07:16.120 --> 00:07:18.120]  但我們很多時候
[00:07:18.120 --> 00:07:19.120]  甚至我們基督徒
[00:07:19.120 --> 00:07:21.120]  你問你自己
[00:07:21.120 --> 00:07:22.120]  你心裏面你知道的
[00:07:22.120 --> 00:07:23.120]  某一些東西
[00:07:23.120 --> 00:07:27.120]  事實上纏繞著你的
[00:07:27.120 --> 00:07:29.120]  如果我們直接一點
[00:07:29.120 --> 00:07:30.120]  絕一點
[00:07:30.120 --> 00:07:32.120]  用聖經羅馬書第六章所說的那個
[00:07:32.120 --> 00:07:33.120]  你不用揭過去那裡
[00:07:33.120 --> 00:07:36.120]  羅馬書第六章所用的字眼來說
[00:07:36.120 --> 00:07:37.120]  對不起羅馬書第六章
[00:07:37.120 --> 00:07:39.120]  神自己用了兩次話
[00:07:39.120 --> 00:07:42.120]  這種叫做罪的奴隸
[00:07:42.120 --> 00:07:44.120]  好不好聽啊這個字眼
[00:07:44.120 --> 00:07:45.120]  但聖經是這樣說
[00:07:45.120 --> 00:07:46.120]  我們就照這樣說
[00:07:46.120 --> 00:07:48.120]  你做罪的奴隸
[00:07:48.120 --> 00:07:50.120]  奴隸就是你不喜歡都要做
[00:07:50.120 --> 00:07:51.120]  你不想都要做
[00:07:51.120 --> 00:07:53.120]  你就是都想反抗
[00:07:53.120 --> 00:07:54.120]  都沒得反抗
[00:07:54.120 --> 00:07:55.120]  因為條鎖鏈鎖住你
[00:07:55.120 --> 00:07:57.120]  就是要做你不喜歡做的東西
[00:07:57.120 --> 00:07:58.120]  或者你不想做的東西
[00:07:58.120 --> 00:08:01.120]  罪有時就是這樣拉住你
[00:08:01.120 --> 00:08:02.120]  你知道不好的
[00:08:02.120 --> 00:08:04.120]  拉住你
[00:08:04.120 --> 00:08:05.120]  不同的罪
[00:08:05.120 --> 00:08:06.120]  對於不同的人
[00:08:06.120 --> 00:08:08.120]  都有他自己特別的力量
[00:08:08.120 --> 00:08:10.120]  有些人某一種罪不是他的問題
[00:08:10.120 --> 00:08:12.120]  但另外一些罪是問題
[00:08:12.120 --> 00:08:14.120]  我不知道有些人對於他來說
[00:08:14.120 --> 00:08:15.120]  情慾是他的問題
[00:08:15.120 --> 00:08:16.120]  拉住他
[00:08:16.120 --> 00:08:17.120]  一出現那些東西的時候
[00:08:17.120 --> 00:08:18.120]  你就滾下去了
[00:08:18.120 --> 00:08:20.120]  有些人說不是的那些
[00:08:20.120 --> 00:08:21.120]  但可能你是什麼呢
[00:08:21.120 --> 00:08:22.120]  懶惰是你的問題
[00:08:22.120 --> 00:08:25.120]  有些人是妒忌是你的問題
[00:08:25.120 --> 00:08:26.120]  是你的罪
[00:08:26.120 --> 00:08:29.120]  有些人脾氣很大的
[00:08:29.120 --> 00:08:30.120]  忍不住自己的怒火
[00:08:30.120 --> 00:08:33.120]  有些人是怨恨
[00:08:33.120 --> 00:08:34.120]  很多種的
[00:08:34.120 --> 00:08:36.120]  有些人是放縱
[00:08:36.120 --> 00:08:38.120]  有些人是貪婪
[00:08:38.120 --> 00:08:39.120]  總之我一直數下去
[00:08:39.120 --> 00:08:40.120]  我不需要數完
[00:08:40.120 --> 00:08:41.120]  不過如果我數的時候
[00:08:41.120 --> 00:08:43.120]  突然間中間有一樣東西
[00:08:43.120 --> 00:08:44.120]  咦 這樣刺中你
[00:08:44.120 --> 00:08:45.120]  我告訴你
[00:08:45.120 --> 00:08:46.120]  你知道的
[00:08:46.120 --> 00:08:49.120]  你知道的那樣東西
[00:08:49.120 --> 00:08:52.120]  每次在那樣東西一出現的時候
[00:08:52.120 --> 00:08:55.120]  你就好像坑一樣滾下去
[00:08:55.120 --> 00:08:58.120]  那樣東西就是令你中毒
[00:08:58.120 --> 00:09:02.120]  很坦白說
[00:09:02.120 --> 00:09:03.120]  很多時候我們就是這樣
[00:09:03.120 --> 00:09:05.120]  沒有這種的自由
[00:09:05.120 --> 00:09:07.120]  沒有自由的時候
[00:09:07.120 --> 00:09:08.120]  好消息了
[00:09:08.120 --> 00:09:09.120]  剛才我們禱告的時候說
[00:09:09.120 --> 00:09:11.120]  好消息來了
[00:09:11.120 --> 00:09:12.120]  好消息
[00:09:12.120 --> 00:09:16.120]  因為聖靈可以讓我們
[00:09:16.120 --> 00:09:17.120]  釋放了我們
[00:09:17.120 --> 00:09:19.120]  以致我們可以做到那些
[00:09:19.120 --> 00:09:21.120]  本來我們做不到的自由
[00:09:21.120 --> 00:09:22.120]  好
[00:09:22.120 --> 00:09:23.120]  那我知道呢
[00:09:23.120 --> 00:09:24.120]  突然之間心裡就說
[00:09:24.120 --> 00:09:25.120]  是啊 我也很想
[00:09:25.120 --> 00:09:26.120]  我很想有一種自由
[00:09:26.120 --> 00:09:27.120]  怎樣啊
[00:09:27.120 --> 00:09:28.120]  剛才我們說了
[00:09:28.120 --> 00:09:29.120]  聖經真的是好東西
[00:09:29.120 --> 00:09:30.120]  我覺得神的話語
[00:09:30.120 --> 00:09:34.120]  從來沒有在那裡說高調的
[00:09:34.120 --> 00:09:35.120]  然後就說
[00:09:35.120 --> 00:09:36.120]  好啊 我教你怎樣做
[00:09:36.120 --> 00:09:37.120]  然後就在聖經裡面
[00:09:37.120 --> 00:09:38.120]  所以我們要留心看看
[00:09:38.120 --> 00:09:41.120]  羅馬書第八章說怎樣做
[00:09:41.120 --> 00:09:42.120]  首先呢
[00:09:42.120 --> 00:09:43.120]  聖經說到說
[00:09:43.120 --> 00:09:45.120]  為什麼你和我明明知道
[00:09:45.120 --> 00:09:46.120]  聖經說了
[00:09:46.120 --> 00:09:47.120]  聖靈來了
[00:09:47.120 --> 00:09:48.120]  我們可以
[00:09:48.120 --> 00:09:49.120]  能夠被釋放
[00:09:49.120 --> 00:09:51.120]  我們的肉體不會再令我們做奴隸的
[00:09:51.120 --> 00:09:52.120]  為什麼我們還是好像
[00:09:52.120 --> 00:09:53.120]  精靈一樣
[00:09:53.120 --> 00:09:57.120]  做奴隸那樣的生命呢
[00:09:57.120 --> 00:09:58.120]  有個問題
[00:09:58.120 --> 00:10:01.120]  你做一個自我的測試
[00:10:01.120 --> 00:10:02.120]  自我測試呢
[00:10:02.120 --> 00:10:03.120]  就是
[00:10:03.120 --> 00:10:05.120]  跟著那段聖經呢
[00:10:05.120 --> 00:10:07.120]  有好幾個
[00:10:07.120 --> 00:10:08.120]  有好幾節聖經
[00:10:08.120 --> 00:10:11.120]  有一種我叫平衡對比的風格
[00:10:11.120 --> 00:10:13.120]  我現在不是和大家
[00:10:13.120 --> 00:10:14.120]  在那裡研究
[00:10:14.120 --> 00:10:17.120]  說一些文學的研究題材
[00:10:17.120 --> 00:10:18.120]  但是這裡呢
[00:10:18.120 --> 00:10:19.120]  我相信
[00:10:19.120 --> 00:10:22.120]  神的話語有特別的意義在這裡
[00:10:22.120 --> 00:10:23.120]  你看看第四節
[00:10:23.120 --> 00:10:24.120]  第五節
[00:10:24.120 --> 00:10:25.120]  第六節
[00:10:25.120 --> 00:10:26.120]  第九節
[00:10:26.120 --> 00:10:27.120]  第十三節
[00:10:27.120 --> 00:10:28.120]  這一堆聖經
[00:10:28.120 --> 00:10:29.120]  每一句的寫法
[00:10:29.120 --> 00:10:32.120]  都是一種很平衡的對比
[00:10:32.120 --> 00:10:33.120]  什麼對比呢
[00:10:33.120 --> 00:10:36.120]  一邊是屬肉體的
[00:10:36.120 --> 00:10:38.120]  屬肉體的人
[00:10:38.120 --> 00:10:40.120]  隨從肉體的
[00:10:40.120 --> 00:10:43.120]  另外一邊就是屬聖靈的
[00:10:43.120 --> 00:10:44.120]  隨從聖靈的
[00:10:44.120 --> 00:10:46.120]  是不是
[00:10:46.120 --> 00:10:48.120]  體貼聖靈的
[00:10:48.120 --> 00:10:49.120]  你發覺就是這樣了
[00:10:49.120 --> 00:10:51.120]  第四節那裡很簡單
[00:10:51.120 --> 00:10:53.120]  不隨從肉體的
[00:10:53.120 --> 00:10:54.120]  而隨從聖靈的
[00:10:54.120 --> 00:10:55.120]  是不是
[00:10:55.120 --> 00:10:56.120]  第五節
[00:10:56.120 --> 00:10:57.120]  隨從肉體的人
[00:10:57.120 --> 00:10:59.120]  隨從聖靈的人
[00:10:59.120 --> 00:11:00.120]  第六節
[00:11:00.120 --> 00:11:01.120]  以肉體為念的
[00:11:01.120 --> 00:11:02.120]  就是說
[00:11:02.120 --> 00:11:04.120]  我覺得和合本很好
[00:11:04.120 --> 00:11:05.120]  這一點就是說
[00:11:05.120 --> 00:11:07.120]  體貼肉體的
[00:11:07.120 --> 00:11:09.120]  第六節
[00:11:09.120 --> 00:11:10.120]  體貼聖靈的
[00:11:10.120 --> 00:11:12.120]  就是生命平安
[00:11:12.120 --> 00:11:13.120]  看到嗎
[00:11:13.120 --> 00:11:14.120]  第九節
[00:11:14.120 --> 00:11:15.120]  屬於肉體的
[00:11:15.120 --> 00:11:18.120]  就是屬於聖靈的人
[00:11:18.120 --> 00:11:19.120]  十三節
[00:11:19.120 --> 00:11:22.120]  隨從肉體而活的
[00:11:22.120 --> 00:11:23.120]  必定死
[00:11:23.120 --> 00:11:26.120]  隨靠著聖靈自死身是惡行的
[00:11:26.120 --> 00:11:27.120]  必定活
[00:11:27.120 --> 00:11:28.120]  你看到了嗎
[00:11:28.120 --> 00:11:29.120]  我很沉氣
[00:11:29.120 --> 00:11:30.120]  讀完書就看到了
[00:11:30.120 --> 00:11:31.120]  很平衡的對比在這裡
[00:11:31.120 --> 00:11:32.120]  剛剛是一樣的
[00:11:32.120 --> 00:11:33.120]  肉體的
[00:11:33.120 --> 00:11:34.120]  聖靈的
[00:11:34.120 --> 00:11:35.120]  肉體的聖靈
[00:11:35.120 --> 00:11:36.120]  好了
[00:11:36.120 --> 00:11:37.120]  究竟想說什麼
[00:11:37.120 --> 00:11:41.120]  說的就是一樣東西
[00:11:41.120 --> 00:11:44.120]  剛才我們說給自己一個測試
[00:11:44.120 --> 00:11:46.120]  就是
[00:11:46.120 --> 00:11:47.120]  肉體
[00:11:47.120 --> 00:11:48.120]  剛才我們說
[00:11:48.120 --> 00:11:51.120]  在我們的經驗裡
[00:11:51.120 --> 00:11:53.120]  很真實的
[00:11:53.120 --> 00:11:56.120]  這個都不用我再誇張
[00:11:56.120 --> 00:11:57.120]  和強調
[00:11:57.120 --> 00:11:58.120]  你自己知道的
[00:11:58.120 --> 00:12:00.120]  當肉體的罪引誘你的時候
[00:12:00.120 --> 00:12:01.120]  那種力量
[00:12:01.120 --> 00:12:03.120]  那種強度
[00:12:03.120 --> 00:12:05.120]  那種真實感
[00:12:05.120 --> 00:12:09.120]  那種敏銳和無可抗拒的力量
[00:12:09.120 --> 00:12:11.120]  你和我們都經驗過的
[00:12:11.120 --> 00:12:12.120]  是不是
[00:12:12.120 --> 00:12:13.120]  就是
[00:12:13.120 --> 00:12:15.120]  那樣的引誘來的時候
[00:12:15.120 --> 00:12:16.120]  你發覺
[00:12:16.120 --> 00:12:17.120]  你的明知不好
[00:12:17.120 --> 00:12:18.120]  不要不要
[00:12:18.120 --> 00:12:19.120]  就做了
[00:12:19.120 --> 00:12:20.120]  是不是
[00:12:20.120 --> 00:12:22.120]  如果有些人喜歡購物
[00:12:22.120 --> 00:12:23.120]  忍不住的
[00:12:23.120 --> 00:12:24.120]  是不是
[00:12:24.120 --> 00:12:26.120]  我走過一間店鋪
[00:12:26.120 --> 00:12:28.120]  總是不知道為什麼那裡吸著你
[00:12:28.120 --> 00:12:30.120]  過了你都會回頭
[00:12:30.120 --> 00:12:32.120]  心裡有沒有新貨呢
[00:12:32.120 --> 00:12:34.120]  不知道為什麼
[00:12:34.120 --> 00:12:36.120]  總是亂亂的
[00:12:36.120 --> 00:12:38.120]  吃個午餐都不舒服
[00:12:38.120 --> 00:12:41.120]  最後剩下15分鐘都去看一看
[00:12:41.120 --> 00:12:42.120]  是不是
[00:12:42.120 --> 00:12:43.120]  多大力啊
[00:12:43.120 --> 00:12:44.120]  是不是
[00:12:44.120 --> 00:12:45.120]  我又說回頭
[00:12:45.120 --> 00:12:46.120]  我們有些弟兄
[00:12:46.120 --> 00:12:47.120]  可能是
[00:12:47.120 --> 00:12:49.120]  我們當中有些人情慾那些
[00:12:49.120 --> 00:12:50.120]  哇
[00:12:50.120 --> 00:12:52.120]  那些影像一出來的時候
[00:12:52.120 --> 00:12:54.120]  一想到那個意念的時候
[00:12:54.120 --> 00:12:55.120]  哇
[00:12:55.120 --> 00:12:56.120]  看到嗎
[00:12:56.120 --> 00:12:58.120]  那種力量好像一條繩子綁住你的手
[00:12:58.120 --> 00:12:59.120]  拉著你去
[00:12:59.120 --> 00:13:00.120]  你知道的
[00:13:00.120 --> 00:13:01.120]  是不是
[00:13:01.120 --> 00:13:04.120]  有些人一見到那個人出現的時候
[00:13:04.120 --> 00:13:05.120]  雖無過犯
[00:13:05.120 --> 00:13:06.120]  面目可憎
[00:13:06.120 --> 00:13:08.120]  一見到他就生氣了
[00:13:08.120 --> 00:13:10.120]  那個人真是衰過人
[00:13:10.120 --> 00:13:12.120]  死都不肯放手的
