
[00:00:00.000 --> 00:00:06.000]  大家會記得這段時間我們一直在讀詩篇的祈禱詩
[00:08:03.000 --> 00:08:04.000]  在求的過程中
[00:08:04.000 --> 00:08:05.000]  你留意到他
[00:08:05.000 --> 00:08:09.000]  一直將心尊注在主的身上
[00:08:09.000 --> 00:08:12.000]  你看看第三節
[00:08:12.000 --> 00:08:14.000]  主求你恩待我
[00:08:14.000 --> 00:08:19.000]  因為我終日向你呼求
[00:08:19.000 --> 00:08:20.000]  他說求你恩待我
[00:08:20.000 --> 00:08:21.000]  為什麼?
[00:08:21.000 --> 00:08:25.000]  因為我終日向你呼求
[00:08:25.000 --> 00:08:27.000]  很喜歡英文的翻譯
[00:08:27.000 --> 00:08:31.000]  I cry out to you all day long
[00:08:31.000 --> 00:08:34.000]  不一定他全日在祈禱
[00:08:34.000 --> 00:08:38.000]  但他是向上向神表達出
[00:08:38.000 --> 00:08:39.000]  他裡面的需要
[00:08:39.000 --> 00:08:41.000]  向神尋求
[00:08:41.000 --> 00:08:43.000]  有些時候當我們祈禱的時候
[00:08:43.000 --> 00:08:45.000]  可能祈禱一兩次
[00:08:45.000 --> 00:08:47.000]  覺得都沒有即刻的反應
[00:08:47.000 --> 00:08:49.000]  就覺得都不知道行不行
[00:08:49.000 --> 00:08:53.000]  心可能都冷了或者灰心了
[00:08:53.000 --> 00:08:55.000]  你記得聖經福音書裡面
[00:08:55.000 --> 00:08:57.000]  說到主耶穌一個比喻
[00:08:57.000 --> 00:08:59.000]  祂提醒我們
[00:08:59.000 --> 00:09:03.000]  你們要常常禱告不可灰心
[00:09:03.000 --> 00:09:04.000]  聖經禄加福音十八章
[00:09:04.000 --> 00:09:06.000]  說到那件事情
[00:09:06.000 --> 00:09:11.000]  一個寡婦向一個官求他幫助伸冤
[00:09:11.000 --> 00:09:14.000]  但這個官是不義的官
[00:09:14.000 --> 00:09:16.000]  不會理別人的需要
[00:09:16.000 --> 00:09:18.000]  但後來他答應幫他
[00:09:18.000 --> 00:09:19.000]  為什麼?
[00:09:19.000 --> 00:09:23.000]  因為這個寡婦晝夜去纏磨他
[00:09:23.000 --> 00:09:26.000]  聖經禄的字眼很特別
[00:09:26.000 --> 00:09:27.000]  這個官就說
[00:09:27.000 --> 00:09:29.000]  我雖然是不理別人的需要
[00:09:29.000 --> 00:09:32.000]  不過為了避免他再亂搞我
[00:09:32.000 --> 00:09:34.000]  就幫他吧
[00:09:34.000 --> 00:09:38.000]  聖經禄在那裡突然就轉一個話題
[00:09:38.000 --> 00:09:43.000]  不義的官竟然這樣來幫助人
[00:09:43.000 --> 00:09:46.000]  何況慈愛的上帝
[00:09:46.000 --> 00:09:50.000]  臣的子民、他的選民晝夜呼籲他
[00:09:50.000 --> 00:09:55.000]  豈不是會快快地來幫助他們嗎?
[00:09:55.000 --> 00:09:58.000]  臣的子民是晝夜的呼籲
[00:09:58.000 --> 00:09:59.000]  不會灰心
[00:09:59.000 --> 00:10:01.000]  繼續向準這位上帝
[00:10:01.000 --> 00:10:03.000]  來不斷向他尋求
[00:10:03.000 --> 00:10:05.000]  他怎會來擔言呢?
[00:10:05.000 --> 00:10:08.000]  他怎會來拖延呢?
[00:10:08.000 --> 00:10:09.000]  在最適當的時間
[00:10:09.000 --> 00:10:13.000]  來快快地幫助他
[00:10:13.000 --> 00:10:15.000]  但接著聖經就說
[00:10:15.000 --> 00:10:18.000]  當臣來到的時候
[00:10:18.000 --> 00:10:23.000]  世上還尋找得有順德的嗎?
[00:10:23.000 --> 00:10:26.000]  當臣開始來到工作的時候
[00:10:26.000 --> 00:10:28.000]  這個禱告的人
[00:10:28.000 --> 00:10:31.000]  是否還在等待呢?
[00:10:31.000 --> 00:10:34.000]  怎會已經離開了呢?
[00:10:34.000 --> 00:10:36.000]  聖經裡面勉勵禱告的人
[00:10:36.000 --> 00:10:37.000]  要留心
[00:10:37.000 --> 00:10:41.000]  在過程當中留心、專心地
[00:10:41.000 --> 00:10:44.000]  來禱告他、尋求他、等候他
[00:10:44.000 --> 00:10:46.000]  因此你發覺這個詩人
[00:10:46.000 --> 00:10:49.000]  他內心有一個很清楚的自覺需要
[00:10:49.000 --> 00:10:51.000]  然後他向神的呼求
[00:10:51.000 --> 00:10:53.000]  就是第三節剛才說
[00:10:53.000 --> 00:10:55.000]  主啊求祢恩待我
[00:10:55.000 --> 00:10:57.000]  因為我終日向祢呼求
[00:10:57.000 --> 00:11:00.000]  主啊求祢使祢的僕人心裡快樂
[00:11:00.000 --> 00:11:01.000]  在患難當中
[00:11:01.000 --> 00:11:04.000]  仍然放膽求神給他心裡快樂
[00:11:04.000 --> 00:11:07.000]  因為我的心仰望
[00:11:07.000 --> 00:11:08.000]  誰呀?
[00:11:08.000 --> 00:11:10.000]  仰望祢
[00:11:10.000 --> 00:11:11.000]  仰望祢
[00:11:11.000 --> 00:11:15.000]  因為知道這位上帝是偉大的上帝
[00:11:15.000 --> 00:11:18.000]  是奇妙的上帝
[00:11:18.000 --> 00:11:20.000]  我記得一件事情
[00:11:20.000 --> 00:11:23.000]  在我們很多弟兄姊妹的成長裡面
[00:11:23.000 --> 00:11:25.000]  我們都會體會一些情況
[00:11:25.000 --> 00:11:28.000]  有時候都會在禱告的過程裡面
[00:11:28.000 --> 00:11:30.000]  失去一份信心
[00:11:30.000 --> 00:11:32.000]  我在很多年前
[00:11:32.000 --> 00:11:34.000]  有一次有一個安息年假
[00:11:34.000 --> 00:11:36.000]  去到北美進修
[00:11:36.000 --> 00:11:38.000]  當時我自己去到
[00:11:38.000 --> 00:11:40.000]  一段長一點的時間
[00:11:40.000 --> 00:11:42.000]  自己去學習讀書
[00:11:42.000 --> 00:11:43.000]  最後一個月的時間
[00:11:43.000 --> 00:11:46.000]  一家人就來一起陪伴我
[00:11:46.000 --> 00:11:49.000]  有些休息的機會
[00:11:49.000 --> 00:11:52.000]  在我自己知道他們快要來到
[00:11:52.000 --> 00:11:56.000]  我就一直和一些當地熟悉的牧者聊天
[00:11:56.000 --> 00:11:58.000]  牧者就告訴我
[00:11:58.000 --> 00:11:59.000]  你放心
[00:11:59.000 --> 00:12:00.000]  我們很多弟兄姊妹
[00:12:00.000 --> 00:12:01.000]  有些空的地方
[00:12:01.000 --> 00:12:04.000]  可以給你們一家住一個月
[00:12:04.000 --> 00:12:06.000]  他們很多都告訴我
[00:12:06.000 --> 00:12:08.000]  沒事的你們放心
[00:12:08.000 --> 00:12:11.000]  而我當時也未必有一種經濟力量
[00:12:11.000 --> 00:12:13.000]  可以住酒店一個月
[00:12:13.000 --> 00:12:15.000]  四個人
[00:12:15.000 --> 00:12:17.000]  所以我就全心想著沒問題
[00:12:17.000 --> 00:12:19.000]  他們幫我可以安排到
[00:12:19.000 --> 00:12:21.000]  但是時間越來越慢
[00:12:21.000 --> 00:12:23.000]  我稍微問一問他們
[00:12:23.000 --> 00:12:25.000]  不好意思追問
[00:12:25.000 --> 00:12:26.000]  他們就告訴我
[00:12:26.000 --> 00:12:27.000]  不知道為什麼
[00:12:27.000 --> 00:12:30.000]  今年好像每個地方都沒空
[00:12:30.000 --> 00:12:32.000]  每個地方都有人住
[00:12:32.000 --> 00:12:35.000]  一直到差不多剩下一個星期
[00:12:35.000 --> 00:12:37.000]  家人就來到
[00:12:37.000 --> 00:12:40.000]  我也不知道安排他們住哪裡
[00:12:40.000 --> 00:12:41.000]  在那時候
[00:12:41.000 --> 00:12:42.000]  在那一晚
[00:12:42.000 --> 00:12:43.000]  我就自己知道
[00:12:43.000 --> 00:12:46.000]  真的要很小心祈禱
[00:12:46.000 --> 00:12:48.000]  在祈禱的時候
[00:12:48.000 --> 00:12:49.000]  我知道
[00:12:49.000 --> 00:12:53.000]  我是要全心的向神求寬恕
[00:12:53.000 --> 00:12:56.000]  因為好像我依靠人的幫助
[00:12:56.000 --> 00:12:58.000]  多過依靠神
[00:12:58.000 --> 00:13:00.000]  然後我就求神寬恕
[00:13:00.000 --> 00:13:04.000]  也再一次全心的依靠神來安排
[00:13:04.000 --> 00:13:05.000]  隔了一天
[00:13:05.000 --> 00:13:07.000]  仍然沒有什麼消息
[00:13:07.000 --> 00:13:08.000]  在那一晚
[00:13:08.000 --> 00:13:11.000]  我突然間有點焦慮
[00:13:11.000 --> 00:13:13.000]  那怎麼辦呢
[00:13:13.000 --> 00:13:16.000]  突然間發覺別管那麼多了
[00:13:16.000 --> 00:13:17.000]  拿個電腦出來
[00:13:17.000 --> 00:13:20.000]  然後就不斷地在網上
[00:13:20.000 --> 00:13:22.000]  做很多的尋索
[00:13:22.000 --> 00:13:24.000]  一直尋索有沒有什麼地方
[00:13:24.000 --> 00:13:26.000]  有沒有什麼比較經濟的
[00:13:26.000 --> 00:13:28.000]  可以有的地方
[00:13:28.000 --> 00:13:30.000]  突然間在尋索過程當中
[00:13:30.000 --> 00:13:31.000]  有電話打來
[00:13:31.000 --> 00:13:33.000]  這個電話是一位
[00:13:33.000 --> 00:13:35.000]  香港的香港的姐妹
[00:13:35.000 --> 00:13:39.000]  去到當地有一間自己的房屋
[00:13:39.000 --> 00:13:43.000]  他們只是通常暑假來度假
[00:13:43.000 --> 00:13:44.000]  突然間她打電話來
[00:13:44.000 --> 00:13:45.000]  施牧師你有沒有空
[00:13:45.000 --> 00:13:48.000]  過來我們家坐坐聊聊
[00:13:48.000 --> 00:13:50.000]  我們請你吃飯
[00:13:50.000 --> 00:13:53.000]  我就當時時間許可
[00:13:53.000 --> 00:13:54.000]  我就答應了
[00:13:54.000 --> 00:13:55.000]  放下電話之後
[00:13:55.000 --> 00:13:57.000]  我突然間想
[00:13:57.000 --> 00:13:59.000]  為什麼這麼巧合
[00:13:59.000 --> 00:14:02.000]  我不敢再搜尋資料
[00:14:02.000 --> 00:14:04.000]  我就關掉電腦
[00:14:04.000 --> 00:14:05.000]  我再一次告訴神
[00:14:05.000 --> 00:14:08.000]  我知道不是我自己怎樣去努力
[00:14:08.000 --> 00:14:10.000]  而是你的恩典
[00:14:10.000 --> 00:14:12.000]  然後我心裡就想
[00:14:12.000 --> 00:14:14.000]  天父說如果是你的預備
[00:14:14.000 --> 00:14:18.000]  我不想好像要佔別人的便宜
[00:14:18.000 --> 00:14:21.000]  特別對方姐妹的先生
[00:14:21.000 --> 00:14:22.000]  還未曾信主
[00:14:22.000 --> 00:14:24.000]  不想有任何誤會的地方
[00:14:24.000 --> 00:14:25.000]  所以我就打算
[00:14:25.000 --> 00:14:26.000]  如果一時你預備的
[00:14:26.000 --> 00:14:28.000]  你讓他們主動吧
[00:14:28.000 --> 00:14:30.000]  我後來都有點後悔
[00:14:30.000 --> 00:14:33.000]  是否應該這樣說
[00:14:33.000 --> 00:14:35.000]  但的確整個見面的時間
[00:14:35.000 --> 00:14:38.000]  我完全沒有去說自己的需要
[00:14:38.000 --> 00:14:39.000]  但他們每次問我
[00:14:39.000 --> 00:14:41.000]  我都說出來
[00:14:41.000 --> 00:14:43.000]  我家人來到
[00:14:43.000 --> 00:14:47.000]  不過暫時沒有地方安排
[00:14:47.000 --> 00:14:49.000]  但我沒有跟他們提
[00:14:49.000 --> 00:14:50.000]  因為我知道他們住幾天
[00:14:50.000 --> 00:14:53.000]  又回香港
[00:14:53.000 --> 00:14:55.000]  然後我就回家
[00:14:55.000 --> 00:14:56.000]  回家之後
[00:14:56.000 --> 00:14:57.000]  我都問這個問題
[00:14:57.000 --> 00:15:00.000]  剛才我應該主動一點
[00:15:00.000 --> 00:15:01.000]  放膽一點告訴別人
[00:15:01.000 --> 00:15:04.000]  你方不方便讓我們住你的地方
[00:15:04.000 --> 00:15:06.000]  後來都沒有
[00:15:06.000 --> 00:15:07.000]  第二天
[00:15:07.000 --> 00:15:10.000]  我在那個地方一直祈禱
[00:15:10.000 --> 00:15:12.000]  繼續交託
[00:15:12.000 --> 00:15:15.000]  突然間這位姐妹打電話來
[00:15:15.000 --> 00:15:16.000]  她說施牧師
[00:15:16.000 --> 00:15:18.000]  你們家人來
[00:15:18.000 --> 00:15:20.000]  但沒有地方住
[00:15:20.000 --> 00:15:22.000]  我先生今早跟我說
[00:15:22.000 --> 00:15:24.000]  施牧師沒有地方住
[00:15:24.000 --> 00:15:27.000]  叫他們來我們家住吧
[00:15:27.000 --> 00:15:29.000]  這個姐妹當然很高興
[00:15:29.000 --> 00:15:32.000]  她打電話跟我聯絡
[00:15:32.000 --> 00:15:33.000]  我聽見的時候
[00:15:33.000 --> 00:15:35.000]  我心裏面很感恩
[00:15:35.000 --> 00:15:37.000]  放下電話之後
[00:15:37.000 --> 00:15:41.000]  我心裏面也有一種很特別的提醒
[00:15:41.000 --> 00:15:44.000]  我知道好像神在裏面告訴我
[00:15:44.000 --> 00:15:46.000]  你放心
[00:15:46.000 --> 00:15:48.000]  我會為你安排
[00:15:48.000 --> 00:15:50.000]  然後後來我們就
[00:15:50.000 --> 00:15:52.000]  因為他們很快搬走了
[00:15:52.000 --> 00:15:54.000]  我們一家人在那個地方
[00:15:54.000 --> 00:15:56.000]  很快樂地來到
[00:15:56.000 --> 00:15:58.000]  住了一個月的時間
[00:15:58.000 --> 00:16:01.000]  在裏面經歷了神給我們的很多祝福
[00:16:01.000 --> 00:16:03.000]  這次當我再讀這段聖經的時候
[00:16:03.000 --> 00:16:04.000]  我又再看回
[00:16:04.000 --> 00:16:07.000]  有太多時候我們容易在禱告當中
[00:16:07.000 --> 00:16:11.000]  會轉移了我們依靠的方向
[00:16:11.000 --> 00:16:15.000]  忘記了這位是我們的上帝
[00:16:15.000 --> 00:16:18.000]  忘記祂是我們的神
[00:16:18.000 --> 00:16:20.000]  當我們再讀聖經的時候
[00:16:20.000 --> 00:16:23.000]  有些人其實同樣是這樣來說述
[00:16:23.000 --> 00:16:25.000]  你再讀下去的時候
[00:16:25.000 --> 00:16:27.000]  你會發覺他不斷去承認
[00:16:27.000 --> 00:16:30.000]  他信的上帝是大有能力的上帝
[00:16:30.000 --> 00:16:33.000]  大家看看,這是第八節
[00:16:33.000 --> 00:16:35.000]  他說:主啊,在眾神之中
[00:16:35.000 --> 00:16:38.000]  沒有能和你相比的
[00:16:38.000 --> 00:16:41.000]  你的作為也是無可比異的
[00:16:41.000 --> 00:16:43.000]  主啊,你所做的萬國都要來
[00:16:43.000 --> 00:16:45.000]  在你面前下拜
[00:16:45.000 --> 00:16:49.000]  他們必榮耀你的名
[00:16:49.000 --> 00:16:52.000]  上帝是無可比異的
[00:16:52.000 --> 00:16:54.000]  祂是獨一的上帝
[00:16:54.000 --> 00:16:59.000]  祂的能力是至高至榮
[00:16:59.000 --> 00:17:00.000]  當我們讀這段聖經的時候
[00:17:00.000 --> 00:17:03.000]  或者你會想起一節類似的經文
[00:17:03.000 --> 00:17:05.000]  在《出乃極》的十五章
[00:17:05.000 --> 00:17:08.000]  當時摩西帶領了以色列人
[00:17:08.000 --> 00:17:10.000]  經過了紅海
[00:17:10.000 --> 00:17:14.000]  紅海淹沒了很多追趕的兵丁
[00:17:14.000 --> 00:17:17.000]  然後十五章是他的頌歌
[00:17:17.000 --> 00:17:18.000]  他歌頌上帝
[00:17:18.000 --> 00:17:19.000]  一開始的時候
[00:17:19.000 --> 00:17:24.000]  他說:眾神之中誰能像你
[00:17:24.000 --> 00:17:27.000]  至聖至榮可頌可畏
[00:17:27.000 --> 00:17:29.000]  施行其事
[00:17:29.000 --> 00:17:34.000]  你一吩咐,地就淹沒他們
[00:17:34.000 --> 00:17:36.000]  一路講述的時候
[00:17:36.000 --> 00:17:38.000]  他就描述這位上帝
[00:17:38.000 --> 00:17:40.000]  是奇妙的上帝
[00:17:40.000 --> 00:17:43.000]  是行大事的上帝
[00:17:43.000 --> 00:17:47.000]  然後你會想起很多不同的聖經裡面
[00:17:47.000 --> 00:17:48.000]  當詩人禱告的時候
[00:17:48.000 --> 00:17:51.000]  一路來幫助自己回想
[00:17:51.000 --> 00:17:53.000]  祂是偉大的上帝
[00:17:53.000 --> 00:17:57.000]  所以你看到剛才第十節
[00:17:57.000 --> 00:17:59.000]  他們下面再繼續這樣講
[00:17:59.000 --> 00:18:01.000]  因為你是偉大的
[00:18:01.000 --> 00:18:03.000]  並且行奇妙的事
[00:18:03.000 --> 00:18:06.000]  只有你是神
[00:18:06.000 --> 00:18:10.000]  之前提到說眾神之中
[00:18:10.000 --> 00:18:13.000]  詩人並不是有很多不同的神靈
[00:18:13.000 --> 00:18:14.000]  只是有很多人以為
