
[00:00:00.000 --> 00:00:11.000]  今天我和大家一同思想約翰福音裡面所記載的主耶穌所講的關於生命的信息
[00:02:53.000 --> 00:02:58.000]  我們看見橄欖被壓榨的時候就產生橄欖油
[00:02:58.000 --> 00:03:00.000]  是一種很有用的油
[00:03:00.000 --> 00:03:10.000]  但是在這種油產生之前橄欖必須願意捨棘被壓榨
[00:03:10.000 --> 00:03:15.000]  我們又看見燈芯在燃燒的時候發出光來
[00:03:15.000 --> 00:03:24.000]  但是在它能夠發光以前它必須願意捨棘讓它自己被火燃燒
[00:03:24.000 --> 00:03:29.000]  這些十例都告訴我們同一個信息
[00:03:29.000 --> 00:03:35.000]  就是我們必須經過死亡才能夠得到豐盛的生命
[00:03:35.000 --> 00:03:42.000]  同樣的信息也在聖殿裏面所有的三種香氣裏面表達出來
[00:03:42.000 --> 00:03:44.000]  聖殿裏面有三種香氣
[00:03:44.000 --> 00:03:49.000]  第一種是聖素祭的時候所發出來的香氣
[00:03:49.000 --> 00:03:55.000]  第二種香氣是香壇上的香燃燒的時候所發出來的香氣
[00:03:55.000 --> 00:04:00.000]  第三種香氣是聖膏油的香氣
[00:04:00.000 --> 00:04:04.000]  我們先看第一種的香氣
[00:04:04.000 --> 00:04:06.000]  素祭裏面有乳香
[00:04:06.000 --> 00:04:11.000]  所以當素祭被獻上而被燃燒的時候
[00:04:11.000 --> 00:04:17.000]  乳香在燃燒之中就發出香氣來
[00:04:17.000 --> 00:04:23.000]  香壇裏的香被燃燒的時候也發出香氣來
[00:04:23.000 --> 00:04:28.000]  聖膏油是五種的原料造成的
[00:04:28.000 --> 00:04:31.000]  其中之一就是橄欖油
[00:04:31.000 --> 00:04:37.000]  剛才說過橄欖被壓榨之後就產生橄欖油
[00:04:37.000 --> 00:04:43.000]  橄欖油加上其他四種的香料就成為聖膏油
[00:04:43.000 --> 00:04:47.000]  當聖膏油抹在聖殿裏面的每一樣物件上的時候
[00:04:47.000 --> 00:04:52.000]  這些物件就分別為聖獻於耶和華
[00:04:52.000 --> 00:04:55.000]  在他們的上面都發出香氣
[00:04:55.000 --> 00:04:59.000]  聖殿裏面這三種香氣非常的寶貴
[00:04:59.000 --> 00:05:04.000]  他們都像我們所說的同一個信息
[00:05:04.000 --> 00:05:10.000]  就是伊利邁爾茲死了之後就借出許多的資歷來
[00:05:10.000 --> 00:05:12.000]  如果他不肯死
[00:05:12.000 --> 00:05:16.000]  日有伊利,永遠是伊利
[00:05:16.000 --> 00:05:20.000]  絕對不可能得到豐盛的生命
[00:05:20.000 --> 00:05:24.000]  有許多基督徒他們希望得到豐盛的生命
[00:05:24.000 --> 00:05:28.000]  但是他們不肯付上死的代價
[00:05:28.000 --> 00:05:30.000]  他們不肯對付自己
[00:05:30.000 --> 00:05:35.000]  因此他們的希望永遠是夢想
[00:05:35.000 --> 00:05:42.000]  第二個比喻是記載在原恩福音15章第1節到14節裏面
[00:05:42.000 --> 00:05:45.000]  這也是我們很熟悉的一個比喻
[00:05:45.000 --> 00:05:49.000]  這個比喻也告訴我們生命的兩方面
[00:05:49.000 --> 00:05:51.000]  第一,生命的交流
[00:05:51.000 --> 00:05:54.000]  第二,生命的解禁
[00:05:54.000 --> 00:05:57.000]  我們先看生命的交流
[00:05:57.000 --> 00:06:02.000]  主耶穌說如果我們的枝子連在他的葡萄樹上
[00:06:02.000 --> 00:06:05.000]  就會產生四種的作用
[00:06:05.000 --> 00:06:09.000]  我們可以把這四種作用稱為四種的交流
[00:06:09.000 --> 00:06:13.000]  第一種的交流是能力的交流
[00:06:13.000 --> 00:06:16.000]  第五節這樣說
[00:06:16.000 --> 00:06:19.000]  我是葡萄樹,你們是枝子
[00:06:19.000 --> 00:06:22.000]  藏在我裏面的我也藏在他裏面
[00:06:22.000 --> 00:06:25.000]  這人就多結果子
[00:06:25.000 --> 00:06:29.000]  因為離了我你們就不能做什麼
[00:06:29.000 --> 00:06:32.000]  當我們的枝子連在主的葡萄樹上的時候
[00:06:32.000 --> 00:06:35.000]  他就在我們裏面,我們也在他裏面
[00:06:35.000 --> 00:06:39.000]  這是交流,這個交流就產生能力
[00:06:39.000 --> 00:06:44.000]  這個能力的作用就是結果子
[00:06:44.000 --> 00:06:46.000]  並且多結果子
[00:06:46.000 --> 00:06:51.000]  我聽見一對護士做一個見證,我覺得很寶貴
[00:06:51.000 --> 00:06:58.000]  他這樣說,他在醫院裏面工作常常非常的繁忙
[00:06:58.000 --> 00:07:02.000]  在非常忙的時候就覺得累
[00:07:02.000 --> 00:07:06.000]  一累的時候心情就不大好
[00:07:06.000 --> 00:07:09.000]  心情不大好的時候脾氣也不大好
[00:07:09.000 --> 00:07:18.000]  所以有的時候向病人就表現了缺少愛心的一種情形
[00:07:18.000 --> 00:07:21.000]  事後也非常的後悔
[00:07:21.000 --> 00:07:25.000]  但是沒有辦法改正自己
[00:07:25.000 --> 00:07:28.000]  不願意做又做了,不願意做又做了
[00:07:28.000 --> 00:07:31.000]  所以心裏覺得很痛苦
[00:07:31.000 --> 00:07:35.000]  有一天他聽一位傳道人傳講信息的時候說
[00:07:35.000 --> 00:07:38.000]  我們自己裏面是沒有能力的
[00:07:38.000 --> 00:07:41.000]  如果想得到能力
[00:07:41.000 --> 00:07:46.000]  我們必須仰望等候在主的面前
[00:07:46.000 --> 00:07:50.000]  讓他的能力灌輸到我們裏面
[00:07:50.000 --> 00:07:55.000]  我們才能夠做我們認為應該做的事
[00:07:55.000 --> 00:07:57.000]  他接受了這個信息
[00:07:57.000 --> 00:08:05.000]  第二天早上他在工作以前先在主的面前仰望等候
[00:08:05.000 --> 00:08:09.000]  結果他發現那天心靈裏面有新的能力
[00:08:09.000 --> 00:08:12.000]  以後他每天早上這樣做
[00:08:12.000 --> 00:08:14.000]  他做見證說
[00:08:14.000 --> 00:08:17.000]  主的愛就進到他的裏面
[00:08:17.000 --> 00:08:22.000]  使他能夠和顏悅色地對待病人
[00:08:22.000 --> 00:08:28.000]  使他能夠在不如意的時候有忍耐的力量
[00:08:28.000 --> 00:08:30.000]  這個見證告訴我們
[00:08:30.000 --> 00:08:34.000]  只有當我們和主有密切聯繫的時候
[00:08:34.000 --> 00:08:38.000]  我們才能夠摯取他的能力
[00:08:38.000 --> 00:08:41.000]  接觸屬靈的果子來
[00:08:41.000 --> 00:08:45.000]  第二種的交流是真理的交流
[00:08:45.000 --> 00:08:47.000]  主耶穌在第七節說
[00:08:47.000 --> 00:08:49.000]  你們若藏在我裏面
[00:08:49.000 --> 00:08:52.000]  我的話也藏在你們裏面
[00:08:52.000 --> 00:08:55.000]  當我們與主親近的時候
[00:08:55.000 --> 00:08:58.000]  主的真道就進到我們裏面
[00:08:58.000 --> 00:09:02.000]  在我們裏面發生作用
[00:09:02.000 --> 00:09:06.000]  使我們能夠遵行他的真道
[00:09:06.000 --> 00:09:11.000]  這種真理的交流也是非常寶貴和重要
[00:09:11.000 --> 00:09:15.000]  第三種的交流是愛的交流
[00:09:15.000 --> 00:09:18.000]  主在第九節說
[00:09:18.000 --> 00:09:21.000]  我愛你們正如父愛我一樣
[00:09:21.000 --> 00:09:25.000]  你們要藏在我的愛裏
[00:09:25.000 --> 00:09:28.000]  主的愛當我們親近他的時候
[00:09:28.000 --> 00:09:30.000]  充滿在我們心中
[00:09:30.000 --> 00:09:35.000]  我們也因主的愛而產生愛主的心
[00:09:35.000 --> 00:09:42.000]  這種的交流使我們能夠保持主的愛和愛主的心
[00:09:42.000 --> 00:09:45.000]  我們自己裏面是缺少愛的
[00:09:45.000 --> 00:09:48.000]  但是當主的愛充滿我們的時候
[00:09:48.000 --> 00:09:53.000]  我們就能夠愛我們原來說不能愛的人
[00:09:53.000 --> 00:09:56.000]  第四種的交流是喜樂的交流
[00:09:56.000 --> 00:09:59.000]  主耶穌在十一節說
[00:09:59.000 --> 00:10:01.000]  這些事我已經對你們說了
[00:10:01.000 --> 00:10:05.000]  是要叫我的喜樂存在你們心裏
[00:10:05.000 --> 00:10:08.000]  並叫你們的喜樂可以滿足
[00:10:08.000 --> 00:10:12.000]  今天的世界是一個充滿憂慮的世界
[00:10:12.000 --> 00:10:17.000]  但是主耶穌的話語今天仍然是真實的
[00:10:17.000 --> 00:10:20.000]  當我們與主保持密切的聯繫的時候
[00:10:20.000 --> 00:10:23.000]  他的喜樂就在我們裏面
[00:10:23.000 --> 00:10:28.000]  我們就能夠在一個原來是憂慮的一個環境裏面
[00:10:28.000 --> 00:10:30.000]  表現喜樂
[00:10:30.000 --> 00:10:32.000]  這是主的喜樂
[00:10:32.000 --> 00:10:36.000]  充滿在我們裏面有藉著我們表現出來
[00:10:36.000 --> 00:10:40.000]  我們的喜樂也可以幫助別人喜樂
[00:10:40.000 --> 00:10:45.000]  我們可以這樣說主的喜樂在我們的裏面
[00:10:45.000 --> 00:10:47.000]  當我們流露主的喜樂的時候
[00:10:47.000 --> 00:10:50.000]  別人也因我們得到喜樂
[00:10:50.000 --> 00:10:53.000]  這是何等的寶貴
[00:10:53.000 --> 00:10:57.000]  第二方面生命的潔淨
[00:10:57.000 --> 00:11:02.000]  我們在童章的第三節裏看見主的話說
[00:11:02.000 --> 00:11:08.000]  現在你們因我講給你們的道已經乾淨了
[00:11:08.000 --> 00:11:10.000]  主在第二節說
[00:11:10.000 --> 00:11:14.000]  凡輸我不接果子的枝子他就撿去
[00:11:14.000 --> 00:11:17.000]  凡接果子的他就修理乾淨
[00:11:17.000 --> 00:11:21.000]  使枝子接果子更多
[00:11:21.000 --> 00:11:25.000]  主耶穌說葡萄樹的枝子
[00:11:25.000 --> 00:11:27.000]  需要修理乾淨
[00:11:27.000 --> 00:11:31.000]  意思就是說把雜枝撿去
[00:11:31.000 --> 00:11:34.000]  當雜枝撿去的時候
[00:11:34.000 --> 00:11:41.000]  枝子的生命的枝漿就會集中在接果子的工作上
[00:11:41.000 --> 00:11:48.000]  不至於讓雜枝將生命的能力消耗掉
[00:11:48.000 --> 00:11:54.000]  所以修理乾淨是保持枝子接果子的必須的條件
[00:11:54.000 --> 00:11:57.000]  在我們的人生裏面
[00:11:57.000 --> 00:12:01.000]  常常容易有許多雜枝長出來
[00:12:01.000 --> 00:12:06.000]  有很多的事情是無謂的事情
[00:12:06.000 --> 00:12:09.000]  當我們做這些事情的時候
[00:12:09.000 --> 00:12:14.000]  我們的時間我們的力量都被它消耗了
[00:12:14.000 --> 00:12:19.000]  結果我們就沒有力量去接果子
[00:12:19.000 --> 00:12:23.000]  當主將這些雜枝撿去的時候
[00:12:23.000 --> 00:12:27.000]  我們就能夠集中力量在接果子上
[00:12:27.000 --> 00:12:31.000]  因此能夠接更多的果子
[00:12:31.000 --> 00:12:33.000]  十足的榮耀
[00:12:33.000 --> 00:12:39.000]  當一個基督徒的人生中有一個焦點的時候
[00:12:39.000 --> 00:12:43.000]  他就能夠發揮能力和作用
[00:12:43.000 --> 00:12:47.000]  D.L.Moody常常在他講道的時候
[00:12:47.000 --> 00:12:51.000]  拿出一面放大鏡來
[00:12:51.000 --> 00:12:55.000]  他說當陽光透過這面放大鏡的時候
[00:12:55.000 --> 00:12:57.000]  會造成一個焦點
[00:12:57.000 --> 00:13:00.000]  這個焦點有很高的熱度
[00:13:00.000 --> 00:13:03.000]  能夠讓紙或者木頭燒起來
[00:13:03.000 --> 00:13:07.000]  但是當這一面放大鏡破碎的時候
[00:13:07.000 --> 00:13:12.000]  就失去這個焦點也失去那個熱力
[00:13:12.000 --> 00:13:19.000]  他說一個基督徒如果向主是一心一意
[00:13:19.000 --> 00:13:25.000]  主就透過他在他的人生中造成一個焦點
[00:13:25.000 --> 00:13:30.000]  這個焦點裡面有力有熱
[00:13:30.000 --> 00:13:35.000]  如果我們將消耗我們生命的事物除去
[00:13:35.000 --> 00:13:38.000]  將自己完全的奉獻給主
[00:13:38.000 --> 00:13:42.000]  在我們的生命裡面就造成一個焦點
[00:13:42.000 --> 00:13:49.000]  我們就因此能夠發生力和熱的作用
[00:13:49.000 --> 00:14:00.000]  第三個比喻是記載在約翰福音第十章九節和十節裡面
[00:14:00.000 --> 00:14:03.000]  主耶穌在這裡說
[00:14:03.000 --> 00:14:11.000]  我就是門,凡從我進來的必然得救,並且出入得草吃
[00:14:11.000 --> 00:14:17.000]  我來了是要教養我們的生命,並且得得更豐盛
[00:14:17.000 --> 00:14:24.000]  這個比喻又告訴我們生命的兩方面的信息
[00:14:24.000 --> 00:14:28.000]  第一方面是生命的餵養
[00:14:28.000 --> 00:14:33.000]  第二方面豐盛的生命
[00:14:33.000 --> 00:14:40.000]  一個羊需要吃草,不然牠就不能健康
[00:14:40.000 --> 00:14:44.000]  主耶穌說,祂救了我們以後
[00:14:44.000 --> 00:14:49.000]  也帶領我們到祂的恩典的草場上
[00:14:49.000 --> 00:14:55.000]  在那兒牧放我們,讓我們躺臥在洗水的旁邊
[00:14:55.000 --> 00:15:02.000]  讓我們可以領受祂的恩典,可以接受祂的真道的栽培
[00:15:02.000 --> 00:15:08.000]  讓我們領受靈糧的時候,生命就得到餵養
[00:15:08.000 --> 00:15:16.000]  我記得幾年之前,有一次在香港的九龍方面
[00:15:16.000 --> 00:15:19.000]  在一個禮拜堂裡講道
[00:15:19.000 --> 00:15:25.000]  講道之前我坐在第一排的位子上
[00:15:25.000 --> 00:15:32.000]  我發現在講台後面的牆上掛了金句
[00:15:32.000 --> 00:15:39.000]  金句說,我就是羊的門,凡從我進來的必然得救
[00:15:39.000 --> 00:15:41.000]  並且出入的草吃
[00:15:41.000 --> 00:15:48.000]  當我看的時候有兩個字好像突出來特別引我注意
[00:15:48.000 --> 00:15:54.000]  第一個字就是出,第二個字就是入,出入
[00:15:54.000 --> 00:15:56.000]  我看見的時候心裡就想
[00:15:56.000 --> 00:16:01.000]  當一個基督徒進入禮拜堂裡來的時候
[00:16:01.000 --> 00:16:04.000]  他當然得草吃
[00:16:04.000 --> 00:16:09.000]  因為他聽到從講道中得到樹林的糧食
[00:16:09.000 --> 00:16:14.000]  但是當他出去禮拜堂之外,回到家中的時候
[00:16:14.000 --> 00:16:17.000]  他是不是仍然有草吃呢?
[00:16:17.000 --> 00:16:20.000]  是不是仍然有靈糧可以領受呢?
[00:16:20.000 --> 00:16:25.000]  哪些基督徒在家裡有樹林的草吃呢?
[00:16:25.000 --> 00:16:28.000]  答案很清楚
[00:16:28.000 --> 00:16:36.000]  只有那些在家裡讀經的基督徒才能夠出入的草吃
[00:16:36.000 --> 00:16:40.000]  靈性繼續的得到慰養
[00:16:40.000 --> 00:16:44.000]  我們是不是每一個人在自己的家中讀經呢?
[00:16:44.000 --> 00:16:48.000]  我們是不是有靈受組織話語的習慣呢?
[00:16:48.000 --> 00:16:53.000]  我們是不是每天將一點時間分別為生
[00:16:53.000 --> 00:16:58.000]  來領受思想組的話語呢?
[00:16:58.000 --> 00:17:02.000]  有的人用多的時間每天讀經
[00:17:02.000 --> 00:17:06.000]  有的人比較用少的時間每天讀經
[00:17:06.000 --> 00:17:12.000]  但是另外有人從來沒有自己讀經的時間
[00:17:12.000 --> 00:17:18.000]  這樣我們的靈性就難以得到適當的靈糧
[00:17:18.000 --> 00:17:23.000]  因此我們的靈命不容易長大不容易健壯
[00:17:23.000 --> 00:17:32.000]  在去年我有機會到菲律賓的一個教會去講道
[00:17:32.000 --> 00:17:35.000]  是一間華僑的聖公會
[00:17:35.000 --> 00:17:39.000]  在散會以後有一個姊妹對我說
[00:17:39.000 --> 00:17:42.000]  在她的禮拜堂裡面有二百多人
[00:17:42.000 --> 00:17:49.000]  每天用每日讀經詩意作為讀經的幫助
[00:17:49.000 --> 00:17:53.000]  其中一百五十是用中文的每日讀經詩意
[00:17:53.000 --> 00:17:58.000]  另外有五十多是用英文的每日讀經詩意
[00:17:58.000 --> 00:18:03.000]  當我聽見這個消息的時候我心裡覺得很高興
[00:18:03.000 --> 00:18:07.000]  一間教會裡面就有二百多的弟兄姊妹
[00:18:07.000 --> 00:18:13.000]  每天用每日讀經詩意來讀聖經靈授神的話
[00:18:13.000 --> 00:18:16.000]  這是多麼好的一種情形
[00:18:16.000 --> 00:18:19.000]  我相信在這二百多人以外
[00:18:19.000 --> 00:18:23.000]  還有其他的人雖然沒有用每日讀經詩意的材料
[00:18:23.000 --> 00:18:27.000]  但是仍然自己讀經
[00:18:27.000 --> 00:18:30.000]  也是用其他的寶貴的材料
[00:18:30.000 --> 00:18:34.000]  我希望每一位弟兄姊妹
[00:18:34.000 --> 00:18:38.000]  都能夠在每天的生活裡面抽一點時間
[00:18:38.000 --> 00:18:40.000]  接受主的話語
[00:18:40.000 --> 00:18:44.000]  經常這樣做養成一種的習慣
[00:18:44.000 --> 00:18:48.000]  這樣我們的生命就能得到偽陽
[00:18:48.000 --> 00:18:52.000]  那麼這一方面和下面要講第二方面有密切的關係
[00:18:52.000 --> 00:18:55.000]  第二方面是豐盛的生命
[00:18:55.000 --> 00:18:59.000]  如果我們得到好的樹林的營養
[00:18:59.000 --> 00:19:02.000]  我們的生命就能漸漸豐盛起來
[00:19:02.000 --> 00:19:05.000]  主耶穌到世界上來的目的
[00:19:05.000 --> 00:19:07.000]  不但是叫我們得生命
[00:19:07.000 --> 00:19:10.000]  而且得到豐盛的生命
[00:19:10.000 --> 00:19:14.000]  如果我們以為得到生命就算了就夠了
[00:19:14.000 --> 00:19:18.000]  那就是不體會基督的心意
[00:19:18.000 --> 00:19:21.000]  主要我們在得生命之後
[00:19:21.000 --> 00:19:25.000]  能夠進而得到豐盛的生命
[00:19:25.000 --> 00:19:28.000]  在幾年以前
[00:19:28.000 --> 00:19:32.000]  香港有治水的情形發生
[00:19:32.000 --> 00:19:38.000]  我常常聽見居民在那大聲地叫
[00:19:38.000 --> 00:19:42.000]  樓上關水口
[00:19:42.000 --> 00:19:49.000]  在住在樓上的人將水口打開的時候
[00:19:49.000 --> 00:19:54.000]  常常會發現這個水流出來很少
[00:19:54.000 --> 00:19:56.000]  好像一條絲那樣
[00:19:56.000 --> 00:19:59.000]  你不能說它沒有水流出來
[00:19:59.000 --> 00:20:03.000]  有但是很少的水
[00:20:03.000 --> 00:20:05.000]  沒有多少用處
[00:20:05.000 --> 00:20:10.000]  照樣如果一個基督徒得救是得救
[00:20:10.000 --> 00:20:13.000]  但是沒有豐盛的生命
[00:20:13.000 --> 00:20:16.000]  他的生命作用就很微小
[00:20:16.000 --> 00:20:21.000]  他的生命也沒有多少的清楚的表現
[00:20:21.000 --> 00:20:24.000]  就好像冬天的樹木一樣
[00:20:24.000 --> 00:20:27.000]  樹枝都落了顏色變黃了
[00:20:27.000 --> 00:20:33.000]  這樣的一棵樹和死的樹之間的分別是不大的
[00:20:33.000 --> 00:20:38.000]  主要我們像夏天的樹一樣
[00:20:38.000 --> 00:20:41.000]  秋天的樹是結果子的樹
[00:20:41.000 --> 00:20:45.000]  讓我們能夠不但清脆
[00:20:45.000 --> 00:20:49.000]  並且有豐盛的果子可以結出來
[00:20:49.000 --> 00:20:52.000]  第四個生命的比喻
[00:20:52.000 --> 00:21:03.000]  是在六章55節56節
[00:21:03.000 --> 00:21:04.000]  主耶穌在這兒說
[00:21:04.000 --> 00:21:07.000]  我的肉真是可吃的
[00:21:07.000 --> 00:21:09.000]  我的血真是可喝的
[00:21:09.000 --> 00:21:13.000]  吃我肉喝我血的人藏在我裡面
[00:21:13.000 --> 00:21:17.000]  我也藏在他裡面
[00:21:17.000 --> 00:21:19.000]  主耶穌說他的肉是可吃的
[00:21:19.000 --> 00:21:22.000]  他的血是可喝的
[00:21:22.000 --> 00:21:27.000]  這當然是用比喻的方式來講真理
[00:21:27.000 --> 00:21:33.000]  基督的肉和他的血與我們有密切的關係
[00:21:33.000 --> 00:21:35.000]  他的血是代表他的生命
[00:21:35.000 --> 00:21:38.000]  他的肉是代表他的身體
[00:21:38.000 --> 00:21:43.000]  他的身體是他在人間具體的表現
[00:21:43.000 --> 00:21:46.000]  所以他的肉和他的血合在一起
[00:21:46.000 --> 00:21:52.000]  這就是說他的生命和他的生命在人間的具體的表現
[00:21:52.000 --> 00:21:57.000]  他要我們喝他的血吃他的肉
[00:21:57.000 --> 00:22:01.000]  在這句話裡面藏著幾種的意思
[00:22:01.000 --> 00:22:03.000]  其中之一就是說
[00:22:03.000 --> 00:22:06.000]  我們要靈受他的生命在裡面
[00:22:06.000 --> 00:22:09.000]  同時在靈受他的生命以後
[00:22:09.000 --> 00:22:14.000]  在外面行動上表現他的樣式
[00:22:14.000 --> 00:22:18.000]  所以這個比喻所告訴我們關於生命的兩方面
[00:22:18.000 --> 00:22:21.000]  第一方面內在的生命
[00:22:21.000 --> 00:22:24.000]  第二方面外在的生命
[00:22:24.000 --> 00:22:27.000]  用血來表示內在的生命
[00:22:27.000 --> 00:22:31.000]  用肉來表示外在的生命
[00:22:31.000 --> 00:22:33.000]  如果我們裡面有了內在的生命
[00:22:33.000 --> 00:22:38.000]  那麼我們就會有外在的彰顯
[00:22:38.000 --> 00:22:41.000]  如果我們沒有內在的生命
[00:22:41.000 --> 00:22:44.000]  我們就不可能有外在的彰顯
[00:22:44.000 --> 00:22:47.000]  我記得在抗戰的時候
[00:22:47.000 --> 00:22:49.000]  逃難到一處的地方
[00:22:49.000 --> 00:22:54.000]  那個時候有很多的抗戰話劇團
[00:22:54.000 --> 00:22:56.000]  抗戰宣傳隊
[00:22:56.000 --> 00:23:03.000]  他們到處在牆上寫抗戰的標語
[00:23:03.000 --> 00:23:10.000]  我記得有一次看見在一個墳場的外面的圍牆上
[00:23:10.000 --> 00:23:14.000]  有很大字寫的標語說
[00:23:14.000 --> 00:23:18.000]  起來抗戰到底
[00:23:18.000 --> 00:23:19.000]  這句話是很好
[00:23:19.000 --> 00:23:24.000]  但是就要看是對牆裡面的死去的人
[00:23:24.000 --> 00:23:28.000]  埋葬的人說的還是對外面的活人說的
[00:23:28.000 --> 00:23:31.000]  如果是對裡面的死人說的就毫無用處
[00:23:31.000 --> 00:23:33.000]  對活人講就有用處
[00:23:33.000 --> 00:23:35.000]  因為死掉的人不可能起來
[00:23:35.000 --> 00:23:37.000]  也不可能有所動作
[00:23:37.000 --> 00:23:40.000]  如果一個人沒有生命
[00:23:40.000 --> 00:23:44.000]  就談不到生命的行動
[00:23:44.000 --> 00:23:47.000]  我們第一步接受基督的生命
[00:23:47.000 --> 00:23:54.000]  然後讓這個內在的生命有外在的行動上的表現
[00:23:54.000 --> 00:23:58.000]  我記得有一次到馬尼拉去的時候
[00:23:58.000 --> 00:24:04.000]  有一位弟兄用他的車子帶我到聚會的地方去
[00:24:04.000 --> 00:24:06.000]  在車子裡面他對我說
[00:24:06.000 --> 00:24:08.000]  我有好多的弟兄姊妹
[00:24:08.000 --> 00:24:13.000]  他們的皮膚是相當的黑
[00:24:13.000 --> 00:24:16.000]  但是我和他們不同
[00:24:16.000 --> 00:24:18.000]  有一個特別的原因
[00:24:18.000 --> 00:24:21.000]  就是從前有一次我還重病
[00:24:21.000 --> 00:24:24.000]  要動手術需要輸血
[00:24:24.000 --> 00:24:27.000]  醫生就問我是要菲律賓人的血呢
[00:24:27.000 --> 00:24:29.000]  還是要白人的血呢
[00:24:29.000 --> 00:24:32.000]  那麼我就決定要白人的血
[00:24:32.000 --> 00:24:35.000]  輸血之後我漸漸發現
[00:24:35.000 --> 00:24:37.000]  我的皮膚白起來了
[00:24:37.000 --> 00:24:39.000]  那麼他說的這件事
[00:24:39.000 --> 00:24:42.000]  我不曉得醫學上的根據如何
[00:24:42.000 --> 00:24:46.000]  但是這是他自己講的事實
[00:24:46.000 --> 00:24:48.000]  我也不敢懷疑
[00:24:48.000 --> 00:24:51.000]  這件事讓我們想到
[00:24:51.000 --> 00:24:57.000]  裡面的生命與我們外面的表現
[00:24:57.000 --> 00:24:59.000]  是不可分開的
[00:24:59.000 --> 00:25:02.000]  我們一方面有基督的生命在內
[00:25:02.000 --> 00:25:05.000]  同時我們要在外面學習
[00:25:05.000 --> 00:25:08.000]  效法基督的樣式
[00:25:08.000 --> 00:25:11.000]  有人說只要裡面有生命就夠了
[00:25:11.000 --> 00:25:15.000]  也有人從另外一方面說
[00:25:15.000 --> 00:25:18.000]  只要效法基督就夠了
[00:25:18.000 --> 00:25:22.000]  那麼這兩種的講法都是不夠的
[00:25:22.000 --> 00:25:25.000]  單單有基督的生命在裡面
[00:25:25.000 --> 00:25:29.000]  而外面沒有學習效法基督
[00:25:29.000 --> 00:25:30.000]  是不夠的
[00:25:30.000 --> 00:25:32.000]  還是不合聖經的教訓
[00:25:32.000 --> 00:25:35.000]  聖經一方面告訴我們
[00:25:35.000 --> 00:25:37.000]  裡面要有基督的生命
[00:25:37.000 --> 00:25:41.000]  同時要一個裡面已經有了基督生命的人
[00:25:41.000 --> 00:25:47.000]  在外面去追求學習效法基督
[00:25:47.000 --> 00:25:48.000]  裡面沒有生命
[00:25:48.000 --> 00:25:52.000]  外面的效法是不可能的
[00:25:52.000 --> 00:25:54.000]  但是單單有了生命
[00:25:54.000 --> 00:25:57.000]  而忽略了外面的學習和效法
[00:25:57.000 --> 00:25:59.000]  是不完全的
[00:25:59.000 --> 00:26:01.000]  所以這兩方面合在一起
