
[00:00:00.000 --> 00:00:02.720]  在這段經文的上文
[00:03:15.120 --> 00:03:16.520]  所謂信耶穌
[00:03:16.520 --> 00:03:18.200]  是一個很膚淺的
[00:03:18.200 --> 00:03:21.440]  很表面的那些信心
[00:03:21.440 --> 00:03:23.560]  或者可以說是虛有其表的信心
[00:03:23.560 --> 00:03:24.640]  他們的信心是什麼呢
[00:03:24.640 --> 00:03:26.720]  就是見到耶穌行神蹟
[00:03:26.720 --> 00:03:29.280]  他見到耶穌有行神蹟的能力
[00:03:29.280 --> 00:03:32.200]  所以他就去信耶穌
[00:03:32.200 --> 00:03:33.800]  跟著耶穌
[00:03:33.800 --> 00:03:35.960]  在第46-47節
[00:03:35.960 --> 00:03:38.680]  接著記載一件這樣的神蹟
[00:03:38.680 --> 00:03:40.800]  耶穌又到了加利利的迦那
[00:03:40.800 --> 00:03:43.520]  就是他從前變水為走的地方
[00:03:43.520 --> 00:03:44.440]  有一個大神
[00:03:44.440 --> 00:03:46.720]  他的兒子在加伯隆患病
[00:03:46.720 --> 00:03:49.680]  他聽見耶穌從猶大到了加利利
[00:03:49.680 --> 00:03:50.800]  就來見他
[00:03:50.800 --> 00:03:53.480]  求他下去醫治他的兒子
[00:03:53.480 --> 00:03:56.480]  因為他的兒子快要死了
[00:03:56.480 --> 00:03:59.560]  在這個事蹟裡面
[00:03:59.560 --> 00:04:03.160]  可以說約翰是引出一個
[00:04:03.160 --> 00:04:05.480]  對尼塞亞工作的描述
[00:04:05.480 --> 00:04:08.480]  在第二章的一開始
[00:04:08.480 --> 00:04:11.600]  約翰就已經說了一個神蹟
[00:04:11.600 --> 00:04:13.280]  就是在迦那的地方
[00:04:13.280 --> 00:04:15.120]  將水變為酒
[00:04:15.120 --> 00:04:16.200]  這個筵席
[00:04:16.200 --> 00:04:20.320]  其實象徵著我們所說的尼塞亞的筵席
[00:04:20.320 --> 00:04:24.200]  代表著耶穌就在尼塞亞來到
[00:04:24.200 --> 00:04:27.600]  他這個筵席是給所有願意來享受
[00:04:27.600 --> 00:04:30.920]  上帝賜給他們的豐盛生命的人
[00:04:30.920 --> 00:04:32.360]  都可以享受
[00:04:32.360 --> 00:04:34.400]  接著在這裡
[00:04:34.400 --> 00:04:37.080]  他講到這個尼塞亞的工作
[00:04:37.080 --> 00:04:39.280]  是繼續延續
[00:04:39.280 --> 00:04:41.320]  是講到無論一個人
[00:04:41.320 --> 00:04:43.920]  他的態度正確與否
[00:04:43.920 --> 00:04:46.680]  這個人是不是真的有一個正確的態度
[00:04:46.680 --> 00:04:48.280]  對耶穌有正確的認識
[00:04:48.280 --> 00:04:50.040]  耶穌都會施行
[00:04:50.040 --> 00:04:51.200]  這個意志
[00:04:51.200 --> 00:04:52.600]  都會施行這個神蹟
[00:04:52.600 --> 00:04:53.800]  去幫助人
[00:04:53.800 --> 00:04:55.160]  去認識他
[00:04:55.160 --> 00:04:56.640]  認識上帝
[00:04:56.640 --> 00:04:59.960]  以至得到上帝給他們永恆的生命
[00:04:59.960 --> 00:05:04.640]  這是這段經文表達一個很重要的重心
[00:05:04.640 --> 00:05:05.520]  在這裡他講
[00:05:05.520 --> 00:05:06.720]  一個大神
[00:05:06.720 --> 00:05:08.120]  有些人
[00:05:08.120 --> 00:05:11.240]  有些翻譯也叫貴族
[00:05:11.240 --> 00:05:15.800]  可以指導服侍一些官員
[00:05:15.800 --> 00:05:17.000]  一些統治者
[00:05:17.000 --> 00:05:18.200]  一些官員
[00:05:18.200 --> 00:05:21.240]  這裡很明顯是講到當時
[00:05:21.240 --> 00:05:23.320]  在加利利有一個分封王
[00:05:23.320 --> 00:05:25.160]  叫希律安提柏
[00:05:25.160 --> 00:05:26.760]  嚴格來說不是一個君王
[00:05:26.760 --> 00:05:28.680]  是一個地方的統治者
[00:05:28.680 --> 00:05:33.560]  這個大神應該是希律安提柏手下的一個官員
[00:05:33.560 --> 00:05:35.400]  或者是一個很有錢的人
[00:05:35.400 --> 00:05:38.680]  但無論在哪一個理解也好
[00:05:38.680 --> 00:05:40.360]  這個人都是相當有錢
[00:05:40.360 --> 00:05:41.880]  應該相當有資源
[00:05:41.880 --> 00:05:42.840]  他有一個兒子
[00:05:42.840 --> 00:05:46.160]  這個兒子就快死了
[00:05:46.160 --> 00:05:47.760]  一個這麼有資源的人
[00:05:47.760 --> 00:05:50.320]  也很相信他已經用盡他的方法
[00:05:50.320 --> 00:05:51.520]  無論找人也好
[00:05:51.520 --> 00:05:52.320]  什麼也好
[00:05:52.320 --> 00:05:53.520]  都醫不好
[00:05:53.520 --> 00:05:55.680]  到了一個生死的關頭
[00:05:55.680 --> 00:05:56.840]  在這一刻
[00:05:56.840 --> 00:05:58.320]  他就聽見有人說
[00:05:58.320 --> 00:06:00.800]  耶穌有這個醫病的能力
[00:06:00.800 --> 00:06:01.720]  所以
[00:06:01.720 --> 00:06:03.840]  如果你是一個父親
[00:06:03.840 --> 00:06:04.720]  你也馬上
[00:06:04.720 --> 00:06:05.560]  什麼都好
[00:06:05.560 --> 00:06:08.600]  去找耶穌
[00:06:08.600 --> 00:06:11.640]  看看還有沒有一線生機
[00:06:11.640 --> 00:06:13.480]  當在這段經文裡
[00:06:13.480 --> 00:06:16.240]  47-49節
[00:06:16.240 --> 00:06:17.920]  都記載了這個大神
[00:06:17.920 --> 00:06:19.440]  對耶穌有一個請求
[00:06:19.440 --> 00:06:20.040]  他說
[00:06:20.040 --> 00:06:22.040]  耶穌你來我家
[00:06:22.040 --> 00:06:25.240]  來我家去醫我的兒子
[00:06:25.240 --> 00:06:27.800]  可以說有一個這樣的要求
[00:06:27.800 --> 00:06:29.760]  如果大家還記得
[00:06:29.760 --> 00:06:31.520]  在《馬太福音》和《路加福音》
[00:06:31.520 --> 00:06:34.040]  都同樣記載了一個神蹟
[00:06:34.040 --> 00:06:34.960]  這個神蹟
[00:06:34.960 --> 00:06:36.480]  就是一個白夫長
[00:06:36.480 --> 00:06:40.240]  去求耶穌醫治他的僕人
[00:06:40.240 --> 00:06:41.360]  這個白夫長
[00:06:41.360 --> 00:06:43.680]  耶穌是稱讚他的信心的
[00:06:43.680 --> 00:06:44.920]  他的信心是什麼呢
[00:06:44.920 --> 00:06:45.880]  他跟耶穌說
[00:06:45.880 --> 00:06:47.720]  耶穌你不用來我家
[00:06:47.720 --> 00:06:50.120]  你也不用來我僕人家
[00:06:50.120 --> 00:06:51.160]  我們家呢
[00:06:51.160 --> 00:06:52.160]  我們不配
[00:06:52.160 --> 00:06:53.320]  你來我們家
[00:06:53.320 --> 00:06:55.040]  我們不配
[00:06:55.040 --> 00:06:57.040]  只要你說一句話
[00:06:57.040 --> 00:06:58.680]  我的僕人就會好了
[00:06:58.680 --> 00:07:01.040]  當時這個白夫長的信心
[00:07:01.040 --> 00:07:02.640]  是一個這樣的信心
[00:07:02.640 --> 00:07:03.600]  所以
[00:07:03.600 --> 00:07:06.680]  跟這個大神去比較
[00:07:06.680 --> 00:07:09.120]  就是一個很強烈的對比
[00:07:09.120 --> 00:07:10.560]  這個大神就說
[00:07:10.560 --> 00:07:11.440]  耶穌你來
[00:07:11.440 --> 00:07:12.800]  就是來我家
[00:07:12.800 --> 00:07:14.960]  病急亂投醫
[00:07:14.960 --> 00:07:16.360]  他也不會理會
[00:07:16.360 --> 00:07:17.880]  耶穌你是哪一個
[00:07:17.880 --> 00:07:18.760]  你是什麼身份
[00:07:18.760 --> 00:07:20.800]  你是不是上帝差派
[00:07:20.800 --> 00:07:22.120]  這個不是我的關懷
[00:07:22.120 --> 00:07:23.600]  我的關懷是什麼呢
[00:07:23.600 --> 00:07:24.840]  就是我的兒子
[00:07:24.840 --> 00:07:26.480]  現在快要死了
[00:07:26.480 --> 00:07:27.960]  我的期望
[00:07:27.960 --> 00:07:29.120]  或者我希望
[00:07:29.120 --> 00:07:31.360]  他能夠被醫治
[00:07:31.360 --> 00:07:32.720]  在這裡
[00:07:32.720 --> 00:07:33.800]  希望你給我
[00:07:33.800 --> 00:07:34.560]  就是來到的時候
[00:07:34.560 --> 00:07:37.440]  他希望帶著一絲的希望
[00:07:37.440 --> 00:07:38.360]  可以說
[00:07:38.360 --> 00:07:41.160]  當他來到耶穌面前的時候
[00:07:41.160 --> 00:07:42.840]  他所表現的是一種
[00:07:42.840 --> 00:07:44.040]  絕望
[00:07:44.040 --> 00:07:46.040]  而不是一種信心
[00:07:46.040 --> 00:07:48.360]  我們從他的表現裡面
[00:07:48.360 --> 00:07:50.240]  我們看不到有多少信心
[00:07:50.240 --> 00:07:52.160]  在他的表現裡面
[00:07:52.160 --> 00:07:53.040]  我們只看到
[00:07:53.040 --> 00:07:54.560]  作為一個父親
[00:07:54.560 --> 00:07:56.480]  一個兒子就死了
[00:07:56.480 --> 00:07:58.640]  他很希望得到醫治的
[00:07:58.640 --> 00:07:59.720]  一個
[00:07:59.720 --> 00:08:01.200]  就是絕望的心情
[00:08:01.200 --> 00:08:02.240]  可以這麼說
[00:08:02.240 --> 00:08:03.520]  接著48節
[00:08:03.520 --> 00:08:04.880]  耶穌如何回應呢
[00:08:04.880 --> 00:08:05.800]  48節這裡說
[00:08:05.800 --> 00:08:06.800]  耶穌對他說
[00:08:06.800 --> 00:08:08.720]  若不看見神跡其事
[00:08:08.720 --> 00:08:10.720]  你們總是不信
[00:08:10.720 --> 00:08:13.240]  這個話其實不僅是對
[00:08:13.240 --> 00:08:15.040]  這個大神說的
[00:08:15.040 --> 00:08:16.080]  或者這個父親說的
[00:08:16.080 --> 00:08:17.080]  不是的
[00:08:17.080 --> 00:08:18.560]  耶穌在眾訴
[00:08:18.560 --> 00:08:21.320]  你們總是不信
[00:08:21.320 --> 00:08:22.160]  看不到神跡
[00:08:22.160 --> 00:08:23.800]  你們總是不信的
[00:08:23.800 --> 00:08:25.760]  一個可以說
[00:08:25.760 --> 00:08:29.080]  一個大神的
[00:08:29.080 --> 00:08:30.840]  一個表現
[00:08:30.840 --> 00:08:32.400]  和當時的加利利人
[00:08:32.400 --> 00:08:34.760]  或者猶太人的表現
[00:08:34.760 --> 00:08:35.800]  基本上
[00:08:35.800 --> 00:08:36.720]  都是差不多
[00:08:36.720 --> 00:08:37.960]  又或者這麼說
[00:08:37.960 --> 00:08:39.640]  一個大神正正代表
[00:08:39.640 --> 00:08:41.320]  當時一群的猶太人
[00:08:41.320 --> 00:08:42.480]  一群加利利人
[00:08:42.480 --> 00:08:44.040]  屬於耶穌的自己人
[00:08:44.040 --> 00:08:45.160]  這一群人
[00:08:45.160 --> 00:08:48.080]  去看耶穌的態度
[00:08:48.080 --> 00:08:49.560]  他們只是將焦點放在
[00:08:49.560 --> 00:08:52.320]  耶穌有行神跡能力的
[00:08:52.320 --> 00:08:53.640]  這個能力上
[00:08:53.640 --> 00:08:55.320]  有神跡看
[00:08:55.320 --> 00:08:56.360]  快點去看看
[00:08:56.360 --> 00:08:58.720]  他們將焦點放在這裡
[00:08:58.720 --> 00:08:59.760]  其實耶穌在這裡
[00:08:59.760 --> 00:09:01.640]  對他們有一個責備
[00:09:01.640 --> 00:09:04.200]  一個
[00:09:04.200 --> 00:09:05.800]  對他們的態度
[00:09:05.800 --> 00:09:06.560]  一個責備
[00:09:06.560 --> 00:09:07.760]  為什麼要這樣呢
[00:09:07.760 --> 00:09:09.560]  就是你看不到神跡
[00:09:09.560 --> 00:09:11.120]  就不信了
[00:09:11.120 --> 00:09:13.200]  但其實之後大家再去看
[00:09:13.200 --> 00:09:14.920]  就算見到神跡
[00:09:14.920 --> 00:09:16.520]  這個信心
[00:09:16.520 --> 00:09:18.520]  是一個什麼信心
[00:09:18.520 --> 00:09:20.040]  在《讓方》裡面
[00:09:20.040 --> 00:09:21.440]  其實都強調
[00:09:21.440 --> 00:09:23.880]  如果當人將焦點
[00:09:23.880 --> 00:09:26.280]  放在神跡那裡
[00:09:26.280 --> 00:09:29.960]  其實在認識上帝的道路上
[00:09:29.960 --> 00:09:33.000]  是相當危險的
[00:09:33.000 --> 00:09:35.440]  神跡是不能夠使人
[00:09:35.440 --> 00:09:38.000]  產生一個真實的信心
[00:09:38.000 --> 00:09:39.480]  不是說
[00:09:39.480 --> 00:09:40.840]  你見到神跡
[00:09:40.840 --> 00:09:42.560]  又或者你經歷了神跡
[00:09:42.560 --> 00:09:44.440]  你就一定
[00:09:44.440 --> 00:09:47.240]  就會產生跟從上帝的信心
[00:09:47.240 --> 00:09:50.800]  這是我們一廂情願的想法
[00:09:50.800 --> 00:09:52.120]  我們以為
[00:09:52.120 --> 00:09:53.400]  這麼具體的
[00:09:53.400 --> 00:09:55.160]  見到神的大能力
[00:09:55.160 --> 00:09:57.200]  還不相信去跟從祂
[00:09:57.200 --> 00:09:58.760]  其實不是
[00:09:58.760 --> 00:10:00.440]  其實這個都不是很難理解
[00:10:00.440 --> 00:10:02.880]  我們看以色列整個歷史都是這樣
[00:10:02.880 --> 00:10:04.920]  在出埃及的時候見到
[00:10:04.920 --> 00:10:06.200]  十災
[00:10:06.200 --> 00:10:08.240]  幾大偉大的神跡
[00:10:08.240 --> 00:10:09.360]  見了幾多
[00:10:09.360 --> 00:10:11.760]  但他們是否真的跟從上帝呢
[00:10:11.760 --> 00:10:12.960]  不是
[00:10:12.960 --> 00:10:14.360]  當然在這裡去說
[00:10:14.360 --> 00:10:17.120]  神跡也都具有一些作用
[00:10:17.120 --> 00:10:19.720]  當一些人很懷疑的時候
[00:10:19.720 --> 00:10:20.640]  很有疑問
[00:10:20.640 --> 00:10:21.880]  或者很敵對的時候
[00:10:21.880 --> 00:10:23.360]  當耶穌行這些神跡的時候
[00:10:23.360 --> 00:10:25.320]  神跡某程度
[00:10:25.320 --> 00:10:27.240]  都是有一個作用
[00:10:27.240 --> 00:10:28.720]  讓人知道
[00:10:28.720 --> 00:10:31.200]  耶穌的身份不是一個普通人
[00:10:31.200 --> 00:10:33.200]  祂有這個能力
[00:10:33.200 --> 00:10:34.760]  去施行這些神跡
[00:10:34.760 --> 00:10:37.280]  是因為祂是上帝所差派來的
[00:10:37.280 --> 00:10:41.040]  所以耶穌在地上傳道的時候
[00:10:41.040 --> 00:10:42.760]  祂行神跡有一個作用
[00:10:42.760 --> 00:10:45.160]  就是讓人知道祂是誰
[00:10:45.160 --> 00:10:46.520]  祂是誰
[00:10:46.520 --> 00:10:50.480]  而不是將焦點放在神跡那裡
[00:10:50.480 --> 00:10:52.720]  接著在第四十九五十節
[00:10:52.720 --> 00:10:53.280]  怎麼說呢
[00:10:53.280 --> 00:10:55.160]  接著耶穌說了這句話
[00:10:55.160 --> 00:10:56.040]  這個大神
[00:10:56.040 --> 00:10:58.400]  當然繼續去說去求
[00:10:58.400 --> 00:10:59.520]  那大神說
[00:10:59.520 --> 00:11:01.480]  先生,求你親著我的孩子
[00:11:01.480 --> 00:11:03.360]  還沒有死就下去
[00:11:03.360 --> 00:11:04.400]  耶穌對他說
[00:11:04.400 --> 00:11:05.200]  回去吧
[00:11:05.200 --> 00:11:06.720]  你的兒子活了
[00:11:06.720 --> 00:11:08.680]  那人信耶穌所說的話
[00:11:08.680 --> 00:11:10.560]  就回去了
[00:11:10.560 --> 00:11:11.400]  這個大神
[00:11:11.400 --> 00:11:13.280]  其實他不關心
[00:11:13.280 --> 00:11:15.120]  他不關心耶穌是誰
[00:11:15.120 --> 00:11:16.640]  他也不關心
[00:11:16.640 --> 00:11:21.760]  究竟你是否在你們的舊約裡面
[00:11:21.760 --> 00:11:23.360]  或者以前的先知裡面
[00:11:23.360 --> 00:11:26.560]  所要預言的來的那一位救贖主
[00:11:26.560 --> 00:11:27.920]  這個也不是他關心
[00:11:27.920 --> 00:11:28.760]  某程度
[00:11:28.760 --> 00:11:31.680]  他也不是關心耶穌
[00:11:31.680 --> 00:11:35.200]  行神跡騎士的能力裡面
[00:11:35.200 --> 00:11:36.600]  其實他也不關心
[00:11:36.600 --> 00:11:38.920]  他不是關心
[00:11:38.920 --> 00:11:41.800]  耶穌你的神跡對其他人有沒有效
[00:11:41.800 --> 00:11:43.160]  他不是關心這些
[00:11:43.160 --> 00:11:44.520]  他關心什麼呢
[00:11:44.520 --> 00:11:46.160]  最大的關懷就是
[00:11:46.160 --> 00:11:47.480]  我的兒子
[00:11:47.480 --> 00:11:49.640]  是否醫好是最大的關懷
[00:11:49.640 --> 00:11:50.720]  履行的神跡
[00:11:50.720 --> 00:11:52.160]  可能在地上只有一次有效
[00:11:52.160 --> 00:11:55.560]  在我兒子身上發生就行了
[00:11:55.560 --> 00:11:57.920]  履行的神跡在其他人身上有沒有效
[00:11:57.920 --> 00:12:00.640]  不是我的關懷
[00:12:00.640 --> 00:12:02.440]  所以一個人聽了耶穌
[00:12:02.440 --> 00:12:03.280]  這個話之後
[00:12:03.280 --> 00:12:05.440]  他就走了
[00:12:05.440 --> 00:12:06.840]  跟其他人很不一樣
[00:12:06.840 --> 00:12:08.680]  身邊的人聽完這句話
[00:12:08.680 --> 00:12:10.120]  他就要繼續看看
[00:12:10.120 --> 00:12:12.400]  耶穌你還有沒有其他神跡呢
[00:12:12.400 --> 00:12:14.200]  還有沒有其他神跡我要看呢
[00:12:14.200 --> 00:12:16.680]  他們關懷的就是神跡騎士
[00:12:16.680 --> 00:12:17.600]  身邊的人
[00:12:17.600 --> 00:12:19.560]  但是這個大神他關心的
[00:12:19.560 --> 00:12:21.520]  就是自己的兒子
[00:12:21.520 --> 00:12:24.120]  能不能夠得到一個健康
[00:12:24.120 --> 00:12:25.960]  接著在51至53節
[00:12:25.960 --> 00:12:27.920]  結局是怎樣呢
[00:12:27.920 --> 00:12:29.040]  正下去的時候
[00:12:29.040 --> 00:12:30.640]  他的僕人迎見他
[00:12:30.640 --> 00:12:32.240]  說他的兒子活了
[00:12:32.240 --> 00:12:36.280]  他就問什麼時候健好的
[00:12:36.280 --> 00:12:39.520]  他們說昨日未時也就退了
[00:12:39.520 --> 00:12:42.960]  他便知道這正是耶穌對他說
[00:12:42.960 --> 00:12:44.760]  你兒子活了的時候
[00:12:44.760 --> 00:12:49.040]  他自己和全家都信了
[00:12:49.040 --> 00:12:50.560]  當這個大神走了
[00:12:50.560 --> 00:12:51.360]  聽完耶穌說
[00:12:51.360 --> 00:12:52.320]  你的兒子康復了
[00:12:52.320 --> 00:12:53.560]  就是已經好了
[00:12:53.560 --> 00:12:54.400]  他就走了
[00:12:54.400 --> 00:12:55.520]  回去的時候在途中
[00:12:55.520 --> 00:12:57.720]  他的僕人就很離道
[00:12:57.720 --> 00:13:00.080]  遇到他報告一個好消息
[00:13:00.080 --> 00:13:01.640]  你的兒子真的康復了
[00:13:01.640 --> 00:13:05.040]  那時候大家的心情是怎樣呢
[00:13:05.040 --> 00:13:08.200]  有一個親人去到死亡
[00:13:08.200 --> 00:13:09.360]  心死的邊緣
[00:13:09.360 --> 00:13:10.720]  但突然告訴你
[00:13:10.720 --> 00:13:11.840]  康復了
[00:13:11.840 --> 00:13:14.040]  那種心情真是一個
[00:13:14.040 --> 00:13:16.000]  難以形容的喜悅
[00:13:16.000 --> 00:13:18.200]  不過這個父親
[00:13:18.200 --> 00:13:19.960]  他仍然記得一件事
[00:13:19.960 --> 00:13:21.040]  就是問
[00:13:21.040 --> 00:13:23.520]  什麼時候發生呢
[00:13:23.520 --> 00:13:24.680]  這個僕人就說
[00:13:24.680 --> 00:13:26.480]  在昨日的未時
[00:13:26.480 --> 00:13:29.320]  大約是下午的一點鐘
[00:13:29.320 --> 00:13:31.440]  這個父親就想起
[00:13:31.440 --> 00:13:33.560]  正正就是耶穌
[00:13:33.560 --> 00:13:35.400]  和我說這句話的時候
[00:13:35.400 --> 00:13:37.000]  我的兒子就康復了
[00:13:37.000 --> 00:13:39.000]  明顯是一個神蹟
[00:13:39.000 --> 00:13:40.800]  明顯是耶穌的作為
[00:13:40.800 --> 00:13:43.720]  令到我的兒子康復了
[00:13:43.720 --> 00:13:45.600]  所以可以說
[00:13:45.600 --> 00:13:47.720]  這一點也加強了
[00:13:47.720 --> 00:13:49.960]  這個大神去信耶穌
[00:13:49.960 --> 00:13:52.320]  信靠耶穌的決心
[00:13:52.320 --> 00:13:55.000]  所以聖經就說
[00:13:55.000 --> 00:13:56.240]  這個故事就說到
[00:13:56.240 --> 00:13:59.000]  這個大神和他的家人
[00:13:59.000 --> 00:14:01.160]  就信了耶穌
[00:14:01.160 --> 00:14:03.640]  接著在54節
[00:14:03.640 --> 00:14:05.000]  作者約翰
[00:14:05.000 --> 00:14:08.640]  他在這裡說了一句話
[00:14:08.640 --> 00:14:09.280]  就是說
[00:14:09.280 --> 00:14:12.760]  這是耶穌在加利利行的第二件神蹟
[00:14:12.760 --> 00:14:16.040]  是他從猶大回去而行的
[00:14:16.040 --> 00:14:18.520]  約翰沒有將耶穌在猶大
[00:14:18.520 --> 00:14:20.840]  全地所行的神蹟記載出來
[00:14:20.840 --> 00:14:21.640]  他就是說
[00:14:21.640 --> 00:14:24.320]  這個神蹟在加利利這個地方
[00:14:24.320 --> 00:14:25.800]  是第二件神蹟
[00:14:25.800 --> 00:14:27.160]  第二個神蹟
[00:14:27.160 --> 00:14:27.840]  當然
[00:14:27.840 --> 00:14:30.240]  加利利人在猶大其他地方
[00:14:30.240 --> 00:14:32.400]  很多人見過耶穌行很多神蹟
[00:14:32.400 --> 00:14:35.280]  但是約翰是強調
[00:14:35.280 --> 00:14:38.080]  這個神蹟是在加利利的地方
[00:14:38.080 --> 00:14:40.280]  耶穌行的第二件神蹟
[00:14:40.280 --> 00:14:43.480]  其實是有一個很大的作用在裡面
[00:14:43.480 --> 00:14:44.480]  一會兒我們就說
[00:14:44.480 --> 00:14:47.560]  為什麼約翰要這樣去記載
[00:14:47.560 --> 00:14:52.960]  一件這麼獨特的記載在這裡
[00:14:52.960 --> 00:14:55.520]  這段經文其實不是很複雜
[00:14:55.520 --> 00:14:57.280]  我們很快的看了整個
[00:14:57.280 --> 00:15:02.440]  耶穌在地上所做施行的其中一個神蹟
[00:15:02.440 --> 00:15:03.400]  在這段經文裡面
[00:15:03.400 --> 00:15:04.560]  其實我們可以
[00:15:04.560 --> 00:15:07.040]  最少有三方面對我們的提醒
[00:15:07.040 --> 00:15:08.960]  可以有三個向度
[00:15:08.960 --> 00:15:09.760]  第一
[00:15:09.760 --> 00:15:11.760]  就是我們可以看見
[00:15:11.760 --> 00:15:15.600]  耶穌憐憫人的心腸
