
[00:00:00.000 --> 00:00:06.000]  今天我們要看最後的一位,也就是第六位,就是蒂摩泰。
[00:04:40.000 --> 00:04:45.000]  這也表示他是何等的完全。
[00:04:45.000 --> 00:04:55.000]  有的人得到一部分人的稱讚,但是提瑪泰得到衆信徒的稱讚,這是很寶貴的。
[00:04:55.000 --> 00:05:04.000]  另外一方面,我們也看見保祿稱呼提瑪泰是他的好統功。
[00:05:04.000 --> 00:05:13.000]  這是記載在菲利比蘇第二章裏面,我也讀出來給大家聽,
[00:05:13.000 --> 00:05:19.000]  二章二十二節,菲利比蘇二章二十二節。
[00:05:19.000 --> 00:05:31.000]  保祿說:但你們知道提瑪泰的名正,他興旺福音,與我同老,待我像兒子待父親一樣。
[00:05:31.000 --> 00:05:40.000]  保祿稱讚提瑪泰,與他在福音上一同受勞苦,像兒子對待父親一樣。
[00:05:40.000 --> 00:05:52.000]  我們在這裏看見福音工作上的父子兵,父親和兒子,一起爲了基督當兵,傳揚基督的福音。
[00:05:52.000 --> 00:06:06.000]  而且保祿把提瑪泰和許多其他的基督徒做一個比較的時候,發出來很深的感慨,在這個感慨裏面也得到安慰。
[00:06:06.000 --> 00:06:21.000]  我把第二十節和二十一節連在一起讀,我們就看出來,第二十節:因爲我沒有別人與我同心,是在掛念你們的事。
[00:06:21.000 --> 00:06:30.000]  別人都求自己的事,並不求耶穌基督的事,但你們知道提瑪泰的名正。
[00:06:30.000 --> 00:06:41.000]  原來保祿很失望,因爲他看見許多的基督徒單單關心自己,追求自己的好處,不求耶穌基督的事工的成就。
[00:06:41.000 --> 00:06:53.000]  當他這樣嘆息的時候,他轉過來想到提瑪泰,他用一個字,但,這個字把他整個的感受都改變了。
[00:06:53.000 --> 00:07:04.000]  他說,但你們知道提瑪泰他是不同的,他有一個名正,就是清清楚楚地證明起來,他是很關心耶穌基督的事。
[00:07:04.000 --> 00:07:20.000]  把耶穌基督的事放在自己的一切的事之上,他最關心的就是耶穌基督的事,和其他的許多基督徒之間有一個很強烈的對比。
[00:07:20.000 --> 00:07:46.000]  我們又看見,保祿在羅馬作奸的時候,提瑪泰還沒有離開他,仍然和他在一起。在菲律賓書第一章我們看見,保祿從羅馬的監牢裏面寫信給菲律賓的弟兄姊妹的時候,他提到提瑪泰和他在一起,一同寫信。
[00:07:46.000 --> 00:08:13.000]  在哥羅西書一章一節也是一樣,菲律賓書、哥羅西書、伊夫索書都是保祿在羅馬的監獄裏面寫的書信,都有提瑪泰在保祿的身邊,仍然服侍他,與他同宮一起禱告,一同受換代,付代價。
[00:08:13.000 --> 00:08:18.000]  這是提瑪泰忠心的一個證明。
[00:08:18.000 --> 00:08:31.000]  當保祿作奸的時候,一定有許多的人離開了他,他們看見風頭不對,繼續跟隨保祿的話,也會作奸受苦,所以有人退去。
[00:08:31.000 --> 00:08:51.000]  但是提瑪泰仍然不怕患難,不怕逼迫,繼續與保祿同宮,這是多麼美好的一種精神,一種強的心智,一種不怕患難逼迫,爲福音站得住的好表現。
[00:08:51.000 --> 00:09:15.000]  我們又看見,在教會歷史裏面相傳,提瑪泰做了醫護所教會的監督,師徒約翰曾經在醫護所工作,繼續師徒約翰,就有提瑪泰做了醫護所教會的監督。
[00:09:15.000 --> 00:09:32.000]  並且教會歷史相傳,後來在羅馬的皇帝多米先的手下殉道,爲他的信仰犧牲生命,爲了主耶穌基督獻上了他的一切。
[00:09:32.000 --> 00:09:58.000]  這是一位至死忠心的見證人,提瑪泰實在是有始有終,在他年輕的時候跟從主,侍奉主,一直到他年老的時候爲主犧牲生命,是幾十年如一日,這是何等一個寶貴的榜樣,值得我們效法。
[00:09:58.000 --> 00:10:04.000]  我們要把提瑪泰的好榜樣牢牢的記在心中。
[00:10:04.000 --> 00:10:17.000]  現在我們要從第二方面,從提瑪泰身上學功課,就是藉着保羅對提瑪泰的勸勉的話來學功課。
[00:10:17.000 --> 00:10:38.000]  保羅寫信給提瑪泰,就是提瑪泰前後書,這兩卷書對於許許多多基督徒,特別是對於侍奉主的人有很重要的教導,這些信息無限的寶貴。
[00:10:38.000 --> 00:11:01.000]  我們在侍奉當中可以常常的誦讀,時時的靈授,其中的亮光光照我們,幫助我們,叫我們能夠一方面戰戰兢兢的,另外一方面是歡喜快樂的繼續走在侍奉主,見證主的路上,一直到底。
[00:11:01.000 --> 00:11:21.000]  我們看一看保羅在這兩封書信裏面有什麼勸勉提瑪泰的要點,這兩卷書相當的長,我們不能夠完全的提說,只能夠提到七方面的事情。
[00:11:21.000 --> 00:11:34.000]  我們看看年老的保羅對待這位比較年輕的統公有什麼從心的深處發出來的勸勉和提醒。
[00:11:34.000 --> 00:11:53.000]  當我們讀的時候,聽的時候,要把這些信息直接的靈授到我們自己的身上,我們要和提瑪泰一同向着保羅來學習,但願聖靈把這些話語也刻記在我們的身上。
[00:11:53.000 --> 00:12:06.000]  我們要保持做學生的心態,我們做基督的學生,我們也藉着保羅傳達聖的話來學習。
[00:12:06.000 --> 00:12:29.000]  保羅對提瑪泰的教導的第一個要點就是要保守純正的信仰,保守純正的信仰,這是非常基礎而重要的事,記載在提瑪泰後書第一章十三節裏頭,提瑪泰後書第一章十三節。
[00:12:29.000 --> 00:12:47.000]  我要讀出來給大家聽,保羅在這裏說:你從我聽的那純正話語的規模,要在基督耶穌裏的信心和愛心來常常守着。
[00:12:47.000 --> 00:13:11.000]  從前所教託你的三道,你要靠着那住在我們裏面的聖靈牢牢地守着。在這裏保羅提到那純正話語的規模,規模就是標準,純正話語也就是純正的信仰的基礎。
[00:13:11.000 --> 00:13:25.000]  純正的信仰帶來我們的標準,我們要保守這個標準,實行這個標準,按照這個標準來相信,來傳講,來生活。
[00:13:25.000 --> 00:13:47.000]  我們要用在基督耶穌裏的信心和愛心來保守這個標準。而且,保羅在這裏說,這一個純正的信仰是神教託給每一個他的僕人使女的,這個信仰是善道,善道,最美善的道。
[00:13:47.000 --> 00:14:00.000]  保羅跟着也說,不然要用信心和愛心來守住這個道,也要靠着那住在我們裏面的聖靈來牢牢地守住這個道。
[00:14:00.000 --> 00:14:18.000]  好,這是第一個要點,我們在今天的這個時代裏面,要清楚地認識純正的信仰是什麼,我們要熟悉聖經,我們要把我們的信仰完全建立在聖經真理的根基上。
[00:14:18.000 --> 00:14:43.000]  我們不是接受人的理論,我們不是人云亦云,人的理論不能夠代替神的啓示,所以我們要熟讀聖經,我們要把我們的信仰建在神的話上有根有基,永不動搖,保守到底,這是第一件重要的事。
[00:14:43.000 --> 00:15:00.000]  第二件,保羅勸勉提摩泰,不要叫別人小看他年輕,要他追求能夠做衆人的榜樣,這是在提摩泰前書三章十二節的話。
[00:15:00.000 --> 00:15:20.000]  提摩泰前書三章十二節,我讀出來給大家聽,不可叫人小看你年輕,總要在言語、行爲、愛心、信心、清潔上都做信徒的榜樣。
[00:15:20.000 --> 00:15:38.000]  平常人總是以年齡來決定對人的尊敬如何,在這裏保羅說,不要讓年齡來決定,而是要讓書靈的真正的程度來決定。
[00:15:38.000 --> 00:15:57.000]  當時提摩泰雖然比較許多其他的信徒都年輕,但是保羅要他有一個高的書靈的心智,要他有一個高的水準的自己的追求,然後就能做別人的榜樣。
[00:15:57.000 --> 00:16:15.000]  這裏提到無件事上要做別人的榜樣,言語、行爲、愛心、信心、清潔上,這五方面可以把基督徒的生活和侍奉都包裹在裏面。
[00:16:15.000 --> 00:16:34.000]  做別人的榜樣,這是一個重要的責任。我們爲了神的緣故,願意爲自己立下這個高的水準,做標杆,向着這個標杆來奔跑、來追求。
[00:16:34.000 --> 00:16:52.000]  不以爲自己已經得着了,乃是忘記背後的、奴隸面前的,向着標杆直跑。這是保羅自己的心智,他也用這個同樣的心智來勉勵提摩泰。
[00:16:52.000 --> 00:17:05.000]  所以我們中間有年輕的,信主不太久的弟兄姊妹們,我們要以這個話做勉勵,我們要有高的追求的標準。
[00:17:05.000 --> 00:17:30.000]  這樣我們就能夠,信主的時間雖然不太長,卻能夠有美好的殊靈的長進,甚至於做別人的榜樣,這是何等美好的事。每一個基督徒都可能達到這個水準,每一個侍奉族的夫人、侍女都應該有這樣一個高的心智。
[00:17:30.000 --> 00:17:50.000]  第三,保羅勸勉提摩泰,要有爲福音受苦的堅強的心智。這是在提摩泰後書二章第三節給我們看見的。提摩泰後書二章三節,我讀出來給大家聽。
[00:17:50.000 --> 00:18:13.000]  你要和我同受苦難,好像基督耶穌的精兵。精兵是有很強的心智,當兵不容易,當兵要作戰,作戰就有危險,在危險中有勇氣,不怕危險,不怕犧牲。
[00:18:13.000 --> 00:18:31.000]  這樣的心智,就是一個侍奉基督的人,蠻有力量,福音是神的大能,要救一切相信的人,我們帶着這個福音出去傳揚,到處殺福音的種子。
[00:18:31.000 --> 00:18:57.000]  有的時候我們當時不一定能看見果效,但是我們帶着信心去殺種,到了神的時候就要收成。在全世界任何的地方傳福音都是不容易的,都有難度,都有代價要付,都有艱苦的經歷要受,但是我們靠着主,可以勝過這一切。
[00:18:57.000 --> 00:19:01.000]  這就是保羅對提摩泰的勸勉。
[00:19:01.000 --> 00:19:13.000]  第四,保羅要提摩泰學習而且保持一個高尚的品格,這也是非常重要的。
[00:19:13.000 --> 00:19:27.000]  第二章二十一節二十二節,提摩泰後書二章二十一二十二節,我讀出來給大家聽。
[00:19:27.000 --> 00:19:39.000]  人若自覺脫離卑賤的事,就必作貴重的器皿,成爲聖潔合乎主用,預備行各樣的善事。
[00:19:39.000 --> 00:19:49.000]  你要逃避少年的私慾,同那清心禱告族的人,追求公義、信德、仁愛、和平。
[00:19:49.000 --> 00:20:02.000]  這裏面提到,要自己潔淨自己,脫離一切卑賤的事,就是配不上主的事,就能作貴重的器皿。
[00:20:02.000 --> 00:20:13.000]  一個貴重的器皿,就是一個聖潔的器皿,一個合乎主用的器皿,是能夠足用來行各樣善事的器皿。
[00:20:13.000 --> 00:20:35.000]  這一個貴重的器皿,有一種的表現,就是不但一次的自覺,而且像二十二節所說的,繼續地逃避私慾,繼續地同那些清心禱告族的人一起去追求,追求公義、信德、仁愛、和平等等。
[00:20:35.000 --> 00:20:54.000]  我們要繼續地保持自己的品格在一個聖潔的水準上,透過禱告和統共們的互相勸勉、幫助、提醒,而建立起來高尚的品格。
[00:20:54.000 --> 00:21:11.000]  在帝瑪泰前後書裏面,敬欠這兩個字用了十二次,清潔也就是聖潔這兩個字用了十一次,良心這兩個字用了六次。
[00:21:11.000 --> 00:21:22.000]  這些字眼都是代表保羅多麼注重一個侍奉神的人的品格,這是我們千萬不可以忽略的。
[00:21:22.000 --> 00:21:40.000]  第五,保羅要帝瑪泰不但自己可以爲主工作,而且要訓練別的信徒爲主工作,這是在帝瑪泰後書第二章第二節給我們看見的。
[00:21:40.000 --> 00:21:55.000]  我讀出來給大家聽,帝瑪泰後書第二章第二節,你在許多見證人面前,聽見我所教訓的,也要教駝那忠心能教導別人的人。
[00:21:55.000 --> 00:22:19.000]  帝瑪泰自己能夠教導別人,他還要訓練一些基督徒來教導其他的人,這就是教導又教導能夠一代一代地傳下去,這就是信徒的訓練,這就是新的領袖、新的同工的產生的方法。
[00:22:19.000 --> 00:22:31.000]  所以我們不要單顧自己可以爲主用,還要爲主興起、預備、造就許多更多合乎主用的同工們。
[00:22:31.000 --> 00:22:59.000]  第六,保羅要帝瑪泰眺望恩賜,這是帝瑪泰後書一章六節的話,把恩賜眺望起來,我們的恩賜無論有多高,都需要不斷地眺望,好像火爐的火炭一樣,燒了一會兒就會被灰蓋上了,就會慢慢地火淡下去。
[00:22:59.000 --> 00:23:04.000]  必須把它眺望起來,才能夠燃燒得更好。
[00:23:04.000 --> 00:23:24.000]  我們的恩賜也是一樣,必須眺望,但願主繼續地不斷地眺望我們的恩賜,讓我們裏面能夠有更合乎主用的光景,讓我們的恩賜的工具也能夠更合主用。
[00:23:24.000 --> 00:23:33.000]  我們的靈性的眺望,我們的恩賜的眺望,兩樣合在一起,就是更加合乎主用的。
[00:23:33.000 --> 00:23:42.000]  最後,保羅也勸勉帝瑪泰要注重禱告,帝瑪泰前書二章第一節有這樣的話說:
[00:23:42.000 --> 00:23:55.000]  "我勸你第一,要爲萬人禱告,懇求代求祝謝。"這是第一要緊的,這是保羅對於禱告的估價。
[00:23:55.000 --> 00:24:08.000]  要,帝瑪泰有同樣的價值觀,第一,要爲萬人懇求禱告,代求祝謝,爲君王和一切在位的也該如此,
[00:24:08.000 --> 00:24:17.000]  使我們可以盡欠端正、平安無事的度日,這是好的,在神我們救助面前可蒙悅納。
[00:24:17.000 --> 00:24:24.000]  禱告是第一,禱告是好的,禱告在神的面前蒙悅納。
[00:24:24.000 --> 00:24:30.000]  所以,我們也要接受這一個勸勉,多多地禱告。阿們。
