
[00:00:00.000 --> 00:00:03.520]  今日的題目福音是一份愛惜,將來式的禮物
[00:02:37.920 --> 00:02:41.440]  你住在公屋、私樓還是居屋
[00:02:41.440 --> 00:02:42.400]  大還是小
[00:02:42.400 --> 00:02:46.320]  可能都會讓土地賦予多一點的意義
[00:02:46.320 --> 00:02:52.160]  就是給予我們身份、認同或意義
[00:02:52.160 --> 00:02:55.520]  當然聖經裡有很多關於土地的故事
[00:02:55.520 --> 00:02:56.960]  爭地的
[00:02:56.960 --> 00:02:59.760]  阿伯拉罕和羅德的故事
[00:02:59.760 --> 00:03:04.320]  以撒、路德、列王都是關於土地的
[00:03:04.320 --> 00:03:06.120]  金山玉是關於將來
[00:03:06.120 --> 00:03:08.240]  未來延續承繼
[00:03:08.240 --> 00:03:09.920]  由現在指向將來
[00:03:09.920 --> 00:03:12.800]  承繼的故事就更多
[00:03:12.800 --> 00:03:15.280]  阿伯拉罕沒有兒子
[00:03:15.280 --> 00:03:21.440]  就要有兒子去後裔接續以撒亞國
[00:03:21.440 --> 00:03:23.320]  波亞斯和路德的故事就是
[00:03:23.320 --> 00:03:25.080]  沒有兒子
[00:03:25.080 --> 00:03:31.560]  要生育才能繼承他的家族的土地
[00:03:31.560 --> 00:03:35.160]  所以這些故事都是這樣說的
[00:03:35.160 --> 00:03:37.040]  當然這些故事有因典的故事
[00:03:37.040 --> 00:03:39.360]  路德和波亞斯的故事
[00:03:39.360 --> 00:03:41.000]  也有迷失的故事
[00:03:41.000 --> 00:03:42.720]  就是猶大和他馬
[00:03:42.720 --> 00:03:46.720]  他為了自己錯誤的方法去
[00:03:46.720 --> 00:03:48.720]  但上帝仍然有因典
[00:03:48.720 --> 00:03:53.600]  其實今天說兩者對今天定位有什麼意義呢?
[00:03:53.600 --> 00:03:55.200]  我們就嘗試透過
[00:03:55.200 --> 00:03:57.040]  延續上次跟大家分享的經文
[00:03:57.040 --> 00:04:00.320]  上次其實是顯然是先講的經文
[00:04:00.320 --> 00:04:03.400]  就是講耶穌基督那幾位博士
[00:04:03.400 --> 00:04:05.000]  來朝拜基督的故事
[00:04:05.000 --> 00:04:06.720]  我們說了一至十二節
[00:04:06.720 --> 00:04:09.920]  很快、很簡單重溫故事開始
[00:04:09.920 --> 00:04:11.440]  就是耶穌降生之後
[00:04:11.440 --> 00:04:13.600]  應驗上主過去
[00:04:13.600 --> 00:04:17.600]  過去先知所說的話的預言
[00:04:17.600 --> 00:04:21.000]  幾位博士特意來朝拜耶穌
[00:04:21.000 --> 00:04:22.040]  送上禮物
[00:04:22.040 --> 00:04:25.120]  地方最大權力的希律就是什麼?
[00:04:25.120 --> 00:04:26.040]  害怕
[00:04:26.040 --> 00:04:27.240]  害怕受到威脅
[00:04:27.240 --> 00:04:29.680]  就想查問博士
[00:04:29.680 --> 00:04:31.000]  耶穌在哪裡?
[00:04:31.000 --> 00:04:32.880]  目的就是消滅祂
[00:04:32.880 --> 00:04:36.080]  幾位博士或是占星學家
[00:04:36.080 --> 00:04:37.520]  最後找到耶穌
[00:04:37.520 --> 00:04:41.400]  拜完之後就收到上主的指示
[00:04:41.400 --> 00:04:42.800]  十二節說什麼?
[00:04:42.800 --> 00:04:44.440]  就不要回去了
[00:04:44.440 --> 00:04:45.560]  回到你的本地
[00:04:45.560 --> 00:04:48.880]  沒有跟希律匯報
[00:04:48.880 --> 00:04:50.680]  找到耶穌在哪裡
[00:04:50.680 --> 00:04:52.040]  上次的訊息就是說
[00:04:52.040 --> 00:04:53.560]  基督來作王的時候
[00:04:53.560 --> 00:04:55.880]  究竟是希律那種不安
[00:04:55.880 --> 00:04:59.360]  還是朝拜祂的人歡喜?
[00:04:59.360 --> 00:05:01.000]  希律要殺祂
[00:05:01.000 --> 00:05:07.480]  但是朝拜人要當祂為王去拜祂
[00:05:07.480 --> 00:05:09.480]  我們再去思想
[00:05:09.480 --> 00:05:10.760]  他們送上禮物
[00:05:10.760 --> 00:05:13.600]  但是其實我們今天福音
[00:05:13.600 --> 00:05:15.400]  成為我們接收的禮物
[00:05:15.400 --> 00:05:17.720]  或者我們怎樣送上這份禮物
[00:05:17.720 --> 00:05:19.760]  每個人心中都有一個王
[00:05:19.760 --> 00:05:21.280]  但是我們知道
[00:05:21.280 --> 00:05:23.760]  希律就以他自己做王的時間
[00:05:23.760 --> 00:05:25.400]  甚至他走了在罪惡
[00:05:25.400 --> 00:05:26.600]  敗壞
[00:05:26.600 --> 00:05:30.240]  錯用權力帶來災害
[00:05:30.240 --> 00:05:31.680]  基督來作王
[00:05:31.680 --> 00:05:34.720]  其實要作人生命的管理
[00:05:34.720 --> 00:05:36.880]  是要帶來人的盼望
[00:05:36.880 --> 00:05:38.280]  不是要奪取人
[00:05:38.280 --> 00:05:40.040]  反而給人有自由
[00:05:40.040 --> 00:05:43.080]  和平安和真正的喜樂
[00:05:43.080 --> 00:05:45.760]  所以是將來的盼望
[00:05:45.760 --> 00:05:48.040]  上次說到十二節
[00:05:48.040 --> 00:05:50.600]  轉接說到下面的經文
[00:05:50.600 --> 00:05:52.200]  就是關於
[00:05:52.200 --> 00:05:53.800]  我自己形容生與死的故事
[00:05:53.800 --> 00:05:54.320]  說什麼呢?
[00:05:54.320 --> 00:05:58.680]  其實接著的經文都挺緊張的
[00:05:58.680 --> 00:05:59.680]  說下去就是
[00:05:59.680 --> 00:06:01.240]  博士為名
[00:06:01.240 --> 00:06:02.440]  上次說到
[00:06:02.440 --> 00:06:06.320]  因為夢中被主指示
[00:06:06.320 --> 00:06:07.840]  不要去見希律
[00:06:07.840 --> 00:06:10.560]  就從別的路離開了
[00:06:10.560 --> 00:06:12.560]  其實都不知道會不會有些冒險
[00:06:12.560 --> 00:06:14.360]  希律會不會找人來捉他們
[00:06:14.360 --> 00:06:15.600]  捕捉他們
[00:06:15.600 --> 00:06:16.960]  但是他們就是主的指示
[00:06:16.960 --> 00:06:18.320]  他們就聽
[00:06:18.320 --> 00:06:21.040]  接著就是基督逃命第一次
[00:06:21.040 --> 00:06:22.240]  十三至十五節
[00:06:22.240 --> 00:06:24.760]  他們去後有主的使者
[00:06:24.760 --> 00:06:26.600]  就向約瑟夢中顯現
[00:06:26.600 --> 00:06:29.680]  起來帶著小孩子和他母親逃亡埃及
[00:06:29.680 --> 00:06:30.480]  住在那裡
[00:06:30.480 --> 00:06:31.360]  等我吩咐你
[00:06:31.360 --> 00:06:34.320]  因為希律必尋找小孩子
[00:06:34.320 --> 00:06:36.000]  要除滅他
[00:06:36.000 --> 00:06:37.080]  約瑟就聽了
[00:06:37.080 --> 00:06:37.840]  就起來
[00:06:37.840 --> 00:06:39.640]  就夜間走難
[00:06:39.640 --> 00:06:43.640]  就帶著小孩子和母親去了埃及
[00:06:43.640 --> 00:06:46.560]  所以埃及我們理解
[00:06:46.560 --> 00:06:49.160]  是猶太人一個政治避難所
[00:06:49.160 --> 00:06:51.840]  但是重要的是你要留意十五節
[00:06:51.840 --> 00:06:52.760]  他是什麼?
[00:06:52.760 --> 00:06:54.920]  應嚴主席先知所恕的話
[00:06:54.920 --> 00:06:58.080]  我從埃及召出我的兒子來
[00:06:58.080 --> 00:06:59.840]  接著十六至十八節
[00:06:59.840 --> 00:07:01.480]  就是希律的殺局
[00:07:01.480 --> 00:07:04.680]  希律就覺得被愚弄
[00:07:04.680 --> 00:07:06.000]  發怒
[00:07:06.000 --> 00:07:08.760]  結果做了一件很殘忍的事
[00:07:08.760 --> 00:07:11.320]  警察將伯利恆成女
[00:07:11.320 --> 00:07:14.120]  四警所有男孩子照著
[00:07:14.120 --> 00:07:16.720]  他向博士仔細查問的時候
[00:07:16.720 --> 00:07:19.600]  凡兩四如累的都殺盡了
[00:07:19.600 --> 00:07:21.840]  因為他不知道約瑟去哪了
[00:07:21.840 --> 00:07:23.720]  唯有用這樣的方法
[00:07:23.720 --> 00:07:25.160]  有殺錯無放過
[00:07:25.160 --> 00:07:26.760]  很可怕
[00:07:26.760 --> 00:07:32.720]  他為了自己的將來
[00:07:32.720 --> 00:07:35.360]  奪取了人的將來
[00:07:35.360 --> 00:07:37.160]  別人性命的將來
[00:07:37.160 --> 00:07:41.240]  剛才說到身辱延續後代的將來
[00:07:41.240 --> 00:07:44.920]  當然我們上次分享
[00:07:44.920 --> 00:07:49.320]  希律我們認識不同的歷史考證
[00:07:49.320 --> 00:07:50.800]  他那種冷酷無情
[00:07:50.800 --> 00:07:52.240]  特別是晚年
[00:07:52.240 --> 00:07:54.160]  他有一種妄想症
[00:07:54.160 --> 00:07:56.200]  為保皇位濫殺無辜
[00:07:56.200 --> 00:07:59.480]  包括三個他的親生兒子
[00:07:59.480 --> 00:08:06.640]  和最寵愛的妻子都被他殺害
[00:08:06.640 --> 00:08:08.080]  他的結局很簡單
[00:08:08.080 --> 00:08:09.680]  希律死了以後
[00:08:09.680 --> 00:08:10.840]  沒有什麼特別的
[00:08:10.840 --> 00:08:13.480]  都不需要了
[00:08:13.480 --> 00:08:15.320]  而死了之後
[00:08:15.320 --> 00:08:17.360]  第二次逃命就是基督
[00:08:17.360 --> 00:08:20.360]  第二次逃命就是以色列地
[00:08:20.360 --> 00:08:21.160]  希律死了之後
[00:08:21.160 --> 00:08:24.040]  有主的使者又向埃及
[00:08:24.040 --> 00:08:25.720]  向約瑟夢中顯現
[00:08:25.720 --> 00:08:29.640]  耶穌在地上的父親約瑟
[00:08:29.640 --> 00:08:32.400]  起來帶著小孩子和母親往以色列地去
[00:08:32.400 --> 00:08:36.600]  因為要害小孩子性命的人已經死了
[00:08:36.600 --> 00:08:39.400]  約瑟起來把小孩子和母親
[00:08:39.400 --> 00:08:40.920]  帶到以色列地去
[00:08:40.920 --> 00:08:41.720]  未完結
[00:08:41.720 --> 00:08:43.320]  接著22、23節
[00:08:43.320 --> 00:08:45.040]  基督逃命到加利利
[00:08:45.040 --> 00:08:47.720]  只因聽見阿基努接著
[00:08:47.720 --> 00:08:49.520]  他父親希律作猶太王
[00:08:49.520 --> 00:08:51.240]  就怕往那裡去
[00:08:51.240 --> 00:08:53.240]  但同樣再次出現
[00:08:53.240 --> 00:08:54.960]  在夢中被主指示
[00:08:54.960 --> 00:08:56.960]  便往加利利境內去
[00:08:56.960 --> 00:08:57.960]  又到另一座城
[00:08:57.960 --> 00:08:59.040]  名叫那撒勒
[00:08:59.040 --> 00:09:00.680]  就住在那裡
[00:09:00.680 --> 00:09:03.040]  同樣提到應嚴先知所說
[00:09:03.040 --> 00:09:06.520]  他將稱為那撒勒人丁華
[00:09:06.520 --> 00:09:08.480]  逃命到以色列地
[00:09:08.480 --> 00:09:11.080]  有主的使者顯然
[00:09:11.080 --> 00:09:13.720]  吩咐他一家逃命
[00:09:13.720 --> 00:09:16.040]  阿基努接著父親作王
[00:09:16.040 --> 00:09:19.080]  其實都是承繼他父親的部約
[00:09:19.080 --> 00:09:23.800]  所以約瑟理性當然不想在他管轄區
[00:09:23.800 --> 00:09:26.680]  但更重要的是再次出現
[00:09:26.680 --> 00:09:29.880]  被主夢中指示他
[00:09:29.880 --> 00:09:31.600]  他便跟隨
[00:09:31.600 --> 00:09:33.800]  要應嚴先知所說
[00:09:33.800 --> 00:09:37.280]  故事的分段或重點大概在這裡
[00:09:37.280 --> 00:09:40.360]  讓我們思想今天的題目
[00:09:40.360 --> 00:09:44.000]  怎樣由過去式到將來式
[00:09:44.000 --> 00:09:47.120]  因為我們今天認識主
[00:09:47.120 --> 00:09:49.120]  我們的人生不同了
[00:09:49.120 --> 00:09:51.600]  一份禮物是怎樣呢?
[00:09:51.600 --> 00:09:55.120]  因為我們生命是上主跟我們生命的故事
[00:09:55.120 --> 00:09:56.520]  所以在這個生命故事下
[00:09:56.520 --> 00:09:59.200]  我們也有我們人生的旅程
[00:09:59.200 --> 00:10:01.400]  在一個像圖畫的藍圖
[00:10:01.400 --> 00:10:05.200]  究竟我們怎樣去到神要祝福
[00:10:05.200 --> 00:10:06.320]  帶領我們去目的地
[00:10:06.320 --> 00:10:08.720]  或怎樣經歷我們人生
[00:10:08.720 --> 00:10:10.440]  我們召福音
[00:10:10.440 --> 00:10:11.800]  信主就是我們生命改變
[00:10:11.800 --> 00:10:13.720]  成新做人
[00:10:13.720 --> 00:10:16.520]  現在得救指向將來
[00:10:16.520 --> 00:10:18.200]  而更完整的是
[00:10:18.200 --> 00:10:19.280]  聖經裏面說到
[00:10:19.280 --> 00:10:21.560]  我們信主不單是新做人
[00:10:21.560 --> 00:10:23.400]  是新做的群體
[00:10:23.400 --> 00:10:26.520]  因為成為基督的身體
[00:10:26.520 --> 00:10:31.120]  另一個表達就是教會的身體
[00:10:31.120 --> 00:10:34.480]  所以我們加入成為教會的部分
[00:10:34.480 --> 00:10:36.080]  是因為在屬靈的意義上
[00:10:36.080 --> 00:10:38.120]  我們成為基督的身體
[00:10:38.120 --> 00:10:41.000]  有了一份人生命的責任
[00:10:41.000 --> 00:10:42.280]  我們會來敬拜祂
[00:10:42.280 --> 00:10:43.680]  去侍奉祂
[00:10:43.680 --> 00:10:45.240]  所以人生的價值意義
[00:10:45.240 --> 00:10:46.880]  怎樣去更新改變呢?
[00:10:46.880 --> 00:10:49.480]  以至我們不一樣呢?
[00:10:49.480 --> 00:10:53.400]  涉及過去和將來的事情
[00:10:53.400 --> 00:10:54.200]  有人問
[00:10:54.200 --> 00:10:56.840]  有位學者曾經分享過
[00:10:56.840 --> 00:10:58.960]  這個頗為啟發性的問題
[00:10:58.960 --> 00:11:03.440]  過去和將來哪樣比較重要?
[00:11:03.440 --> 00:11:06.040]  你說現在最重要
[00:11:06.040 --> 00:11:10.120]  現在、過去、將來
[00:11:10.120 --> 00:11:11.160]  過去重要
[00:11:11.160 --> 00:11:11.960]  將來重要
[00:11:11.960 --> 00:11:13.440]  或者用另一個說法
[00:11:13.440 --> 00:11:17.280]  放棄過去容易
[00:11:17.280 --> 00:11:19.920]  還是放棄將來困難呢?
[00:11:19.920 --> 00:11:20.440]  你會說
[00:11:20.440 --> 00:11:21.680]  我也不知道你說什麼
[00:11:21.680 --> 00:11:23.880]  怎樣放棄呢?
[00:11:23.880 --> 00:11:25.400]  先分享一下
[00:11:25.400 --> 00:11:27.880]  有一些兩代的對話的特色
[00:11:27.880 --> 00:11:29.040]  頗有趣的
[00:11:29.040 --> 00:11:30.600]  當然不是絕對每一個
[00:11:30.600 --> 00:11:32.400]  但有一個傾向
[00:11:32.400 --> 00:11:33.160]  就是說
[00:11:33.160 --> 00:11:36.000]  年輕一代看重現在
[00:11:36.000 --> 00:11:37.200]  先不要負面化
[00:11:37.200 --> 00:11:38.800]  只顧著享受玩樂
[00:11:38.800 --> 00:11:40.920]  要想將來的
[00:11:40.920 --> 00:11:43.240]  因為他的特性就是年輕
[00:11:43.240 --> 00:11:44.000]  青春
[00:11:44.000 --> 00:11:45.920]  他覺得還有機會
[00:11:45.920 --> 00:11:48.760]  所以他重視有東西
[00:11:48.760 --> 00:11:50.480]  重視成長
[00:11:50.480 --> 00:11:51.880]  但我們年長一點
[00:11:51.880 --> 00:11:53.640]  經驗多了
[00:11:53.640 --> 00:11:55.160]  成功或者失敗
[00:11:55.160 --> 00:11:59.760]  這些經驗會幫我們去看現在
[00:11:59.760 --> 00:12:02.880]  一來機會少了
[00:12:02.880 --> 00:12:04.600]  你現在叫我去讀書
[00:12:04.600 --> 00:12:06.040]  真的不好玩
[00:12:06.040 --> 00:12:09.320]  已經好像身體精神狀態
[00:12:09.320 --> 00:12:11.040]  但青春的年輕人
[00:12:11.040 --> 00:12:12.480]  很擅長讀書
[00:12:12.480 --> 00:12:14.480]  熬兩晚沒問題
[00:12:14.480 --> 00:12:17.760]  我現在看球賽也看不懂
[00:12:17.760 --> 00:12:19.720]  不同了
[00:12:19.720 --> 00:12:20.880]  教重視
[00:12:20.880 --> 00:12:21.840]  變成分享經驗
[00:12:21.840 --> 00:12:22.480]  就是說
[00:12:22.480 --> 00:12:23.800]  喂
[00:12:23.800 --> 00:12:25.760]  年輕人不同了
[00:12:25.760 --> 00:12:27.800]  你不要浪費時間
[00:12:27.800 --> 00:12:28.800]  珍惜機會
[00:12:28.800 --> 00:12:30.920]  我們的機會少了
[00:12:30.920 --> 00:12:32.080]  教看重
[00:12:32.080 --> 00:12:34.400]  因為知道將來會影響
[00:12:34.400 --> 00:12:36.240]  教重視成效
[00:12:36.240 --> 00:12:39.800]  有一個特別的地方就是
[00:12:39.800 --> 00:12:42.720]  我們年輕的時候
[00:12:42.720 --> 00:12:45.960]  如果你想去一個地方旅行
[00:12:45.960 --> 00:12:46.800]  你會想
[00:12:46.800 --> 00:12:47.600]  很好玩
[00:12:47.600 --> 00:12:49.800]  我還想去十次
[00:12:49.800 --> 00:12:51.320]  還是多少次
[00:12:51.320 --> 00:12:51.760]  年輕
[00:12:51.760 --> 00:12:53.960]  證明你還敢想年輕
[00:12:53.960 --> 00:12:54.920]  如果你想
[00:12:54.920 --> 00:12:56.680]  那個地方我很喜歡
[00:12:56.680 --> 00:12:58.240]  去一次就一次
[00:12:58.240 --> 00:13:00.360]  我不知道是否最後一次去
[00:13:00.360 --> 00:13:01.240]  因為真的
[00:13:01.240 --> 00:13:03.240]  我跟年長一點的時間
[00:13:03.240 --> 00:13:06.440]  生命我們用倒數去看一些事
[00:13:06.440 --> 00:13:08.800]  我不知道還有多少次去看
[00:13:08.800 --> 00:13:10.800]  去到一個地方
[00:13:10.800 --> 00:13:11.600]  很遠
[00:13:11.600 --> 00:13:12.960]  沒體力去
[00:13:12.960 --> 00:13:13.800]  年輕人不是
[00:13:13.800 --> 00:13:17.000]  我要再來去很多次
[00:13:17.000 --> 00:13:19.200]  他想的東西也不同
[00:13:19.200 --> 00:13:19.920]  不過我想說
[00:13:19.920 --> 00:13:21.800]  無論是現在
[00:13:21.800 --> 00:13:24.080]  或者過去和將來
[00:13:24.080 --> 00:13:25.880]  其實都重要
[00:13:25.880 --> 00:13:27.680]  問題是我們用一個眼界
[00:13:27.680 --> 00:13:31.360]  去看生命的藍圖的事情
[00:13:31.360 --> 00:13:32.160]  就是說
[00:13:32.160 --> 00:13:34.960]  不要過去或者將來
[00:13:34.960 --> 00:13:37.440]  太過放大任何一方面
[00:13:37.440 --> 00:13:41.000]  太過放大或者輕看了感受也不好
[00:13:41.000 --> 00:13:42.360]  你說不要緊
[00:13:42.360 --> 00:13:43.640]  現在感受不重要
[00:13:43.640 --> 00:13:47.080]  最重要將來
[00:13:47.080 --> 00:13:48.680]  現在重要
[00:13:48.680 --> 00:13:50.480]  無論你過去也重要
[00:13:50.480 --> 00:13:51.840]  將來也重要
[00:13:51.840 --> 00:13:54.440]  有時候我們放大了意思
[00:13:54.440 --> 00:13:56.880]  我很緊緊於懷過去
[00:13:56.880 --> 00:13:58.000]  可能不如意
[00:13:58.000 --> 00:13:58.680]  逆境
[00:13:58.680 --> 00:13:59.520]  受傷
[00:13:59.520 --> 00:14:03.880]  被人家規附了等等
[00:14:03.880 --> 00:14:07.200]  我們阻礙了我們
[00:14:07.200 --> 00:14:10.280]  你說虐室的經歷好不好
[00:14:10.280 --> 00:14:13.320]  其實我是想著年頭年尾頒獎典禮
[00:14:13.320 --> 00:14:17.280]  這次我是頒獎給虐室的
[00:14:17.280 --> 00:14:19.640]  平時耶穌很厲害
[00:14:19.640 --> 00:14:21.440]  瑪利亞有專注中
[00:14:21.440 --> 00:14:25.080]  虐室沒什麼太大的
[00:14:25.080 --> 00:14:27.200]  我覺得相對忽視
[00:14:27.200 --> 00:14:28.840]  但我這次看完經文
[00:14:28.840 --> 00:14:32.200]  我覺得走三次難
[00:14:32.200 --> 00:14:34.040]  上帝一命令他就走
[00:14:34.040 --> 00:14:35.760]  很信服
[00:14:35.760 --> 00:14:39.080]  但他之前已經要硬吃一件事
[00:14:39.080 --> 00:14:41.200]  記不記得那件事
[00:14:41.200 --> 00:14:42.720]  瑪利亞那件事
[00:14:42.720 --> 00:14:45.120]  當然我們說不是
[00:14:45.120 --> 00:14:47.680]  你太太是蒙福的女子
[00:14:47.680 --> 00:14:49.640]  神揀選你這一家
[00:14:49.640 --> 00:14:51.560]  但他當時壓力很大
[00:14:51.560 --> 00:14:54.560]  這樣的未婚生子
[00:14:54.560 --> 00:14:57.560]  聖靈感人誰會相信
[00:14:57.560 --> 00:15:00.400]  但他就是這樣
[00:15:00.400 --> 00:15:01.840]  神指示他接受
[00:15:01.840 --> 00:15:04.840]  包括這裡看到他那個
[00:15:04.840 --> 00:15:06.400]  你說他是不是看到大圖畫
[00:15:06.400 --> 00:15:07.640]  他可能不明白
[00:15:07.640 --> 00:15:11.120]  但上主跟他說他就這樣跟
[00:15:11.120 --> 00:15:13.640]  當然後來他會更清楚
[00:15:13.640 --> 00:15:17.000]  知道神的揀選和心意
[00:15:17.000 --> 00:15:19.160]  但有時我們停留在某一格
[00:15:19.160 --> 00:15:20.160]  放大了過去
[00:15:20.160 --> 00:15:22.320]  或者看得太重將來
[00:15:22.320 --> 00:15:25.040]  有時反而我們失了焦點
[00:15:25.040 --> 00:15:27.480]  或者看不到
[00:15:27.480 --> 00:15:30.520]  而更重要第二方面
[00:15:30.520 --> 00:15:32.960]  土地剛才說到身份
[00:15:32.960 --> 00:15:34.960]  賦予我們各色物過去
[00:15:34.960 --> 00:15:36.480]  身慾就是將來延續
[00:15:36.480 --> 00:15:37.640]  其實是一件事
[00:15:37.640 --> 00:15:40.840]  我們嘗試從阿伯拉罕的生命
[00:15:40.840 --> 00:15:42.760]  去看見這件事
[00:15:42.760 --> 00:15:45.080]  阿伯拉罕有兩件事很重要
[00:15:45.080 --> 00:15:49.080]  第一件事他在聖經十二章一至三節
[00:15:49.080 --> 00:15:51.040]  《創世紀》裏面說到
[00:15:51.040 --> 00:15:53.760]  他對當時的阿伯蘭說
[00:15:53.760 --> 00:15:55.520]  你要離開本地本族父家
[00:15:55.520 --> 00:15:58.160]  往我所指示你的地方去
[00:15:58.160 --> 00:15:59.840]  我必使你成為大國
[00:15:59.840 --> 00:16:01.120]  我必賜福給你
[00:16:01.120 --> 00:16:02.640]  使你的名為大
[00:16:02.640 --> 00:16:04.040]  你要使別人得福
[00:16:04.040 --> 00:16:05.200]  為你祝福的
[00:16:05.200 --> 00:16:06.560]  我必賜福給他
[00:16:06.560 --> 00:16:07.440]  就助你的
[00:16:07.440 --> 00:16:08.400]  我必就助他
[00:16:08.400 --> 00:16:10.920]  地上萬族都必因你得福
[00:16:10.920 --> 00:16:12.600]  這件事第一件事
[00:16:12.600 --> 00:16:14.920]  你可以說他是一個移民也好
[00:16:14.920 --> 00:16:15.920]  移居也好
[00:16:15.920 --> 00:16:18.480]  第一件事很重要
[00:16:18.480 --> 00:16:21.120]  他其實是放棄過去
[00:16:21.120 --> 00:16:24.120]  他在那裏有錢人
[00:16:24.120 --> 00:16:25.080]  有權有勢
[00:16:25.080 --> 00:16:27.600]  有他建立了的東西
[00:16:27.600 --> 00:16:31.480]  為何要讓給羅德
[00:16:31.480 --> 00:16:34.320]  好像放棄過去
[00:16:34.320 --> 00:16:36.400]  由一個土地去另一個土地
[00:16:36.400 --> 00:16:37.360]  我住油麻地
[00:16:37.360 --> 00:16:38.640]  大的
[00:16:38.640 --> 00:16:39.960]  初時來到鴨脷洲
[00:16:39.960 --> 00:16:42.720]  都傻傻的
[00:16:42.720 --> 00:16:43.840]  你說還好
[00:16:43.840 --> 00:16:44.880]  山明水秀
[00:16:44.880 --> 00:16:46.320]  最初我坐車
[00:16:46.320 --> 00:16:47.640]  天天都問
[00:16:47.640 --> 00:16:48.400]  怎樣坐車
[00:16:48.400 --> 00:16:49.320]  問人
[00:16:49.320 --> 00:16:50.280]  哪裏是大街
[00:16:50.280 --> 00:16:50.760]  我都不知道
[00:16:50.760 --> 00:16:52.960]  現在我住大街
[00:16:52.960 --> 00:16:55.840]  即是你要放下了
[00:16:55.840 --> 00:16:56.520]  很熟悉
[00:16:56.520 --> 00:16:57.680]  我們走來走去
[00:16:57.680 --> 00:16:59.160]  合上眼睛都會走
[00:16:59.160 --> 00:17:00.720]  一條直線
[00:17:00.720 --> 00:17:04.920]  很熟悉九龍的地區
[00:17:04.920 --> 00:17:07.000]  阿伯拉罕就不是那麼簡單
[00:17:07.000 --> 00:17:08.320]  他移到另一個
[00:17:08.320 --> 00:17:09.400]  不知道甚麼地方
[00:17:09.400 --> 00:17:12.000]  但重點是
