
[00:00:00.000 --> 00:00:05.500]  在那個時刻,我整個人都崩潰
[00:05:57.000 --> 00:06:00.000]  難道這些全部都是假的嗎?
[00:06:00.000 --> 00:06:03.000]  當我回顧的時候
[00:06:03.000 --> 00:06:06.000]  我就不能夠否認一件事
[00:06:07.500 --> 00:06:10.000]  我看了不少心理學的書
[00:06:10.000 --> 00:06:13.000]  也讀了不少哲學
[00:06:13.000 --> 00:06:18.000]  但是我要自己明白和承認
[00:06:18.000 --> 00:06:22.000]  沒有一套的心理學
[00:06:22.000 --> 00:06:24.000]  或者一種的哲學
[00:06:24.000 --> 00:06:28.000]  可以將我過去那十七年
[00:06:28.000 --> 00:06:31.000]  基督徒的生命的經歷
[00:06:31.000 --> 00:06:35.000]  全部取消或者打倒
[00:06:35.500 --> 00:06:38.000]  是真實的
[00:06:38.000 --> 00:06:40.000]  無論今天我怎樣經歷
[00:06:40.000 --> 00:06:43.000]  無論今天我怎樣懷疑神
[00:06:43.000 --> 00:06:47.000]  我都不可以抹殺
[00:06:47.000 --> 00:06:50.000]  一次又一次
[00:06:50.000 --> 00:06:52.000]  這麼深入的
[00:06:52.000 --> 00:06:55.000]  神給我看見的真實性
[00:06:55.000 --> 00:06:58.000]  我想這種信心的回顧
[00:06:58.000 --> 00:07:02.000]  也是聖經不斷教導我們
[00:07:02.000 --> 00:07:04.000]  那種方法
[00:07:05.000 --> 00:07:08.500]  例如詩篇七十七篇
[00:07:08.500 --> 00:07:10.500]  就很清楚
[00:07:10.500 --> 00:07:13.500]  這個詩人也是一種
[00:07:13.500 --> 00:07:16.500]  很痛苦的心境當中
[00:07:16.500 --> 00:07:19.500]  他就因著回顧以往
[00:07:19.500 --> 00:07:22.500]  神所成就的事
[00:07:22.500 --> 00:07:28.500]  而心裏重新得到振奮和信心
[00:07:28.500 --> 00:07:32.500]  詩篇七十七篇也是這樣說
[00:07:33.000 --> 00:07:36.500]  「我要向神發聲呼求
[00:07:36.500 --> 00:07:38.500]  我向神發聲
[00:07:38.500 --> 00:07:40.500]  祂必留心聽我
[00:07:40.500 --> 00:07:44.500]  詩人說我在患難之日尋求主
[00:07:44.500 --> 00:07:48.500]  我在夜間不住的禱告舉手
[00:07:48.500 --> 00:07:52.500]  但詩人說我的心不肯受安慰
[00:07:52.500 --> 00:07:58.500]  我想念神就煩躁不安
[00:07:59.000 --> 00:08:03.500]  我沉淫悲傷心變乏分
[00:08:03.500 --> 00:08:06.500]  祢叫我不能閉眼
[00:08:06.500 --> 00:08:08.500]  我煩亂不安
[00:08:08.500 --> 00:08:11.500]  甚至不能說話
[00:08:11.500 --> 00:08:15.500]  我想起我夜間的歌曲
[00:08:15.500 --> 00:08:17.500]  苦心自問
[00:08:17.500 --> 00:08:21.500]  我心裏也滯誓成殘」
[00:08:21.500 --> 00:08:23.500]  然後詩人就說
[00:08:23.500 --> 00:08:26.500]  「難道主要永遠叫喜我
[00:08:27.000 --> 00:08:29.500]  不再思恩嗎?
[00:08:29.500 --> 00:08:33.500]  難道他的慈愛永遠窮盡了
[00:08:33.500 --> 00:08:38.500]  他的應許逝世廢棄嗎?
[00:08:38.500 --> 00:08:42.500]  難道神忘記開恩
[00:08:42.500 --> 00:08:47.500]  因發怒就止住他的慈悲嗎?」
[00:08:47.500 --> 00:08:50.500]  我很共鳴詩人在這段話
[00:08:50.500 --> 00:08:52.500]  所說出的那種心境
[00:08:52.500 --> 00:08:55.500]  他發出了很多很多的質問
[00:08:56.000 --> 00:08:59.500]  我當日同樣的質問
[00:08:59.500 --> 00:09:03.500]  神的慈愛永遠離開了我
[00:09:03.500 --> 00:09:07.500]  神永遠丟棄我不再思恩
[00:09:07.500 --> 00:09:11.500]  詩人甚至說他煩躁不安
[00:09:11.500 --> 00:09:14.500]  他悲傷他發昏
[00:09:14.500 --> 00:09:21.500]  但我們留意到第十節有一個很大的轉機
[00:09:21.500 --> 00:09:23.500]  第十節詩人說
[00:09:24.000 --> 00:09:26.500]  「這是我的懦弱
[00:09:26.500 --> 00:09:32.500]  但我要追念至高者顯出右手之年代」
[00:09:32.500 --> 00:09:37.500]  這個「至高者顯出右手之年代」是甚麼呢?
[00:09:37.500 --> 00:09:39.500]  就是第十一節
[00:09:39.500 --> 00:09:42.500]  詩人說「我要提說耶和華所行的
[00:09:42.500 --> 00:09:47.500]  我要紀念你古時的奇事」
[00:09:47.500 --> 00:09:50.500]  這裡詩人將他的頭回轉
[00:09:50.500 --> 00:09:53.500]  回看以往的歷史
[00:09:54.500 --> 00:09:57.000]  他要看看以往的歷史裡
[00:09:57.000 --> 00:09:59.000]  神究竟是怎樣的
[00:09:59.000 --> 00:10:03.000]  於是他就發覺那位神仍然是一位偉大的神
[00:10:03.000 --> 00:10:06.000]  然後詩人說「我也要思想你的經營
[00:10:06.000 --> 00:10:08.000]  默念你的作為
[00:10:08.000 --> 00:10:11.000]  神下你的作為是聖潔的
[00:10:11.000 --> 00:10:14.000]  又何神大於神呢?
[00:10:14.000 --> 00:10:16.000]  你行奇事的神
[00:10:16.000 --> 00:10:20.000]  你曾在列邦中彰顯你的能力
[00:10:20.500 --> 00:10:23.000]  你曾用你的蚌臂熟了你的蚊
[00:10:23.000 --> 00:10:27.000]  就是雅各和約瑟的子孫」
[00:10:27.000 --> 00:10:33.000]  這裡詩人正如很多篇詩篇一樣
[00:10:33.000 --> 00:10:37.000]  當他信心落到一個很大的危機的時候
[00:10:37.000 --> 00:10:40.000]  他就回顧看看歷史上
[00:10:40.000 --> 00:10:45.000]  神在以色列人身上所成就的事
[00:10:45.000 --> 00:10:49.000]  我也學這個詩人一樣
[00:10:49.500 --> 00:10:52.000]  回顧神在過去這十多年
[00:10:52.000 --> 00:10:55.000]  在我生命裡所成就的事
[00:10:55.000 --> 00:10:59.000]  我就不能不承認一件事實
[00:10:59.000 --> 00:11:03.000]  第一,神是真真實實的
[00:11:03.000 --> 00:11:05.000]  不是假的
[00:11:05.000 --> 00:11:11.000]  第二,神的愛都是無微不至的
[00:11:11.000 --> 00:11:15.000]  因為我記得很多次很多次
[00:11:15.000 --> 00:11:18.000]  神在我生命中的帶領
[00:11:18.500 --> 00:11:20.000]  神給我的安慰
[00:11:20.000 --> 00:11:22.000]  神的保守
[00:11:22.000 --> 00:11:24.000]  神的扶持
[00:11:24.000 --> 00:11:26.000]  是多麼真實
[00:11:26.000 --> 00:11:30.000]  甚至到一個地步
[00:11:30.000 --> 00:11:35.000]  是我自己都不覺得有這麼需要的時候
[00:11:35.000 --> 00:11:40.000]  神仍然無微不至的來體恤我
[00:11:40.000 --> 00:11:45.000]  我相信在你的生命中也有同樣的經歷
[00:11:45.500 --> 00:11:48.000]  只要你放膽去回顧
[00:11:48.000 --> 00:11:50.000]  努力去記憶的時候
[00:11:50.000 --> 00:11:52.000]  你都記得
[00:11:52.000 --> 00:11:54.000]  一次又一次
[00:11:54.000 --> 00:11:57.000]  有些事情小到你都覺得
[00:11:57.000 --> 00:12:00.000]  神都不會理的了
[00:12:00.000 --> 00:12:02.000]  都不需要理
[00:12:02.000 --> 00:12:06.000]  但是神竟然都看顧了
[00:12:06.000 --> 00:12:11.000]  有些事情小到我們用來講見證
[00:12:11.000 --> 00:12:13.000]  都覺得麻煩的
[00:12:13.500 --> 00:12:15.000]  譬如有一次搭車
[00:12:15.000 --> 00:12:17.000]  搭到或者搭不到
[00:12:17.000 --> 00:12:21.000]  有一次旅行的天氣好或者壞
[00:12:21.000 --> 00:12:24.000]  甚至有時候我們失去了一些東西
[00:12:24.000 --> 00:12:26.000]  我們求神
[00:12:26.000 --> 00:12:27.500]  或者我們忘記求的時候
[00:12:27.500 --> 00:12:29.000]  神給我們找回
[00:12:29.000 --> 00:12:31.000]  這些這麼瑣碎的事情
[00:12:31.000 --> 00:12:35.000]  在我們都覺得沒有所謂的時刻
[00:12:35.000 --> 00:12:38.000]  神都竟然肯給我們
[00:12:38.000 --> 00:12:42.000]  是眷顧到這個程度來幫助我們
[00:12:42.500 --> 00:12:46.000]  我們怎麼可以說神不愛我們
[00:12:46.000 --> 00:12:49.000]  除非我騙我自己
[00:12:49.000 --> 00:12:52.000]  除非我將我以往的十七年的歷史
[00:12:52.000 --> 00:12:54.000]  全部撕毀
[00:12:54.000 --> 00:12:58.000]  否則我不可以否認我的神的真實
[00:12:58.000 --> 00:13:02.000]  也不可以否認我的神的愛
[00:13:02.000 --> 00:13:08.000]  從這裡我們可以深深相信
[00:13:08.000 --> 00:13:12.000]  在我生命當中發生的每一件事
[00:13:12.000 --> 00:13:14.500]  絕對都不是偶然
[00:13:14.500 --> 00:13:21.500]  當我今天感覺得為何神好像沒有理會我
[00:13:21.500 --> 00:13:24.500]  好像發生在我生命裡的事情
[00:13:24.500 --> 00:13:27.500]  神都不愛我的時候
[00:13:27.500 --> 00:13:30.500]  我只能夠解釋說
[00:13:30.500 --> 00:13:34.500]  神一定有祂適合的時間
[00:13:34.500 --> 00:13:36.500]  適合的方法
[00:13:36.500 --> 00:13:40.500]  和兇有成竹的預備
[00:13:41.500 --> 00:13:43.000]  我相信我這樣說的時候
[00:13:43.000 --> 00:13:46.000]  不是自欺欺人的
[00:13:46.000 --> 00:13:49.000]  在我過往的歷史裡
[00:13:49.000 --> 00:13:52.000]  我肯定這件事
[00:13:52.000 --> 00:13:57.000]  當然我們要憑一個很大的信心
[00:13:57.000 --> 00:14:00.000]  去信得過是這樣
[00:14:00.000 --> 00:14:04.000]  但這個信心不是沒有根基的
[00:14:04.000 --> 00:14:06.000]  這個信心就是當我們回顧
[00:14:06.000 --> 00:14:09.000]  在過去我們信耶穌的日子當中
[00:14:09.500 --> 00:14:11.000]  所做過的事
[00:14:11.000 --> 00:14:12.000]  在我自己生命裡
[00:14:12.000 --> 00:14:14.000]  在我們自己的歷史裡
[00:14:14.000 --> 00:14:16.000]  所做過的事
[00:14:16.000 --> 00:14:19.000]  我們就知道我們這個信心
[00:14:19.000 --> 00:14:22.000]  不是自我安慰
[00:14:22.000 --> 00:14:25.000]  是有真實的根據
[00:14:25.000 --> 00:14:28.000]  我知道神是可以的
[00:14:28.000 --> 00:14:30.000]  神有大能的
[00:14:30.000 --> 00:14:33.000]  神也是愛的
[00:14:33.000 --> 00:14:36.000]  當我回顧這個歷史的時候
[00:14:36.500 --> 00:14:40.000]  我更加看見一件更重要的事情
[00:14:40.000 --> 00:14:44.000]  就是不單止神在我過去的生命當中
[00:14:44.000 --> 00:14:47.000]  所成就了很多的事
[00:14:47.000 --> 00:14:50.000]  我更加看見神在人類歷史當中
[00:14:50.000 --> 00:14:53.000]  成就了一件最偉大的事
[00:14:53.000 --> 00:15:00.000]  就是祂自己親自來到人間的世界
[00:15:00.000 --> 00:15:05.000]  來記錄耶穌的道成肉身
[00:15:06.000 --> 00:15:08.500]  如果我們的神是一個冷漠的神
[00:15:08.500 --> 00:15:14.500]  如果我們的神只不過是創造了地球
[00:15:14.500 --> 00:15:15.500]  創造了人類
[00:15:15.500 --> 00:15:18.500]  就讓你和我在這個地球上掙扎
[00:15:18.500 --> 00:15:23.500]  受痛苦而袖手旁觀的話
[00:15:23.500 --> 00:15:28.500]  神又怎需要親自道成肉身來到這個世界呢?
[00:15:28.500 --> 00:15:30.500]  你想一下是不是呢?
[00:15:32.000 --> 00:15:35.500]  既然耶穌基督親自來到這個世界
[00:15:35.500 --> 00:15:39.500]  來經歷人間一切的痛苦為了什麼呢?
[00:15:39.500 --> 00:15:42.500]  就是為了讓我們明白
[00:15:42.500 --> 00:15:43.500]  祂是愛我們的
[00:15:43.500 --> 00:15:45.500]  祂仍然關心我們
[00:15:45.500 --> 00:15:49.500]  祂甚至用祂自己的生命去愛我們
[00:15:49.500 --> 00:15:53.500]  用祂自己的痛苦來挽救我們
[00:15:53.500 --> 00:15:59.500]  有什麼可以取消這種真實的證明呢?
[00:16:01.000 --> 00:16:02.500]  如果神不再愛我
[00:16:02.500 --> 00:16:03.500]  不再愛你
[00:16:03.500 --> 00:16:07.500]  祂根本不需要道成肉身
[00:16:07.500 --> 00:16:09.000]  搞得這麼複雜
[00:16:09.000 --> 00:16:10.500]  搞得這麼痛苦
[00:16:10.500 --> 00:16:12.500]  是不是呢?
[00:16:12.500 --> 00:16:15.500]  當我想到這裡的時候
[00:16:15.500 --> 00:16:19.500]  我就不能夠再對我的神
[00:16:19.500 --> 00:16:23.500]  發出一種徹底的懷疑
[00:16:23.500 --> 00:16:27.500]  和徹底的質問
[00:16:28.500 --> 00:16:31.000]  於是我心靈的眼睛
[00:16:31.000 --> 00:16:36.000]  從回顧又看回現在
[00:16:36.000 --> 00:16:39.000]  我現在坐在這裡
[00:16:39.000 --> 00:16:45.000]  我正在經歷一切的痛苦
[00:16:45.000 --> 00:16:51.000]  好像神沒有任何一個跡象
[00:16:51.000 --> 00:16:55.000]  是介入在我的痛苦當中
[00:16:55.500 --> 00:16:58.000]  在我的痛苦當中
[00:16:58.000 --> 00:17:02.000]  說得直接了當一點
[00:17:02.000 --> 00:17:08.000]  就好像完全沒有採取任何的行動
[00:17:08.000 --> 00:17:10.000]  甚至祂沒有理會我
[00:17:10.000 --> 00:17:14.000]  雖然我的信心告訴我
[00:17:14.000 --> 00:17:16.000]  祂其實是有理會我的
[00:17:16.000 --> 00:17:19.000]  但是我的經驗告訴我
[00:17:19.000 --> 00:17:21.000]  祂是沒有理會我
[00:17:21.000 --> 00:17:23.000]  我不知道你嘗試過這種
[00:17:23.500 --> 00:17:26.000]  這麼矛盾的體會沒有
[00:17:26.000 --> 00:17:30.000]  我實在經歷過這種矛盾
[00:17:30.000 --> 00:17:34.000]  我對自己說是
[00:17:34.000 --> 00:17:37.000]  當我回顧看過以往的時候
[00:17:37.000 --> 00:17:39.000]  我不能夠否認神的真實
[00:17:39.000 --> 00:17:42.000]  我不能夠否認神的愛
[00:17:42.000 --> 00:17:46.000]  但是為甚麼
[00:17:46.000 --> 00:17:49.000]  我那十多年來所經驗的神
[00:17:49.000 --> 00:17:51.000]  是那位那麼主動
[00:17:52.500 --> 00:17:54.000]  不住的看顧我
[00:17:54.000 --> 00:17:58.000]  不住在我的經驗當中介入出現
[00:17:58.000 --> 00:18:00.000]  有作為的神
[00:18:00.000 --> 00:18:03.000]  在我現在的時候
[00:18:03.000 --> 00:18:06.000]  完全好像消失了一樣
[00:18:06.000 --> 00:18:10.000]  我開始體會到一種經歷
[00:18:10.000 --> 00:18:14.000]  這種經歷就是
[00:18:14.000 --> 00:18:19.000]  我經歷到神一個新的表現
[00:18:19.500 --> 00:18:22.000]  就是和我以往一路所認識的神
[00:18:22.000 --> 00:18:24.000]  完全不同的表現
[00:18:24.000 --> 00:18:28.000]  就是經歷一個退隱了的神
[00:18:28.000 --> 00:18:32.000]  躲藏了的神
[00:18:32.000 --> 00:18:34.000]  我以往所經驗的神
[00:18:34.000 --> 00:18:37.000]  是一個充滿了活動
[00:18:37.000 --> 00:18:40.000]  與我一起走
[00:18:40.000 --> 00:18:43.000]  經常讓我體會到的神
[00:18:43.000 --> 00:18:45.000]  但是現在我的經驗
[00:18:45.000 --> 00:18:49.000]  一個好像消失了的神
[00:18:50.000 --> 00:18:51.500]  不再理會我的神
[00:18:51.500 --> 00:18:56.500]  這種經歷和體驗
[00:18:56.500 --> 00:18:58.500]  是很痛苦的
[00:18:58.500 --> 00:19:05.500]  在古典的靈修神學作品當中
[00:19:05.500 --> 00:19:08.500]  它稱為這種心靈的黑夜
[00:19:08.500 --> 00:19:11.500]  Dark Night of the Soul
[00:19:11.500 --> 00:19:14.500]  一個人在這種心靈的黑夜裏面
[00:19:14.500 --> 00:19:18.500]  他大聲呼喊神
[00:19:18.500 --> 00:19:20.000]  他聽不到回音
[00:19:20.000 --> 00:19:25.000]  他用力去找神的手
[00:19:25.000 --> 00:19:28.000]  但是發覺他找到的
[00:19:28.000 --> 00:19:31.000]  只不過是虛空
[00:19:31.000 --> 00:19:38.000]  這個對於一個經常依賴神
[00:19:38.000 --> 00:19:43.000]  與神同行作為最大滿足的人來說
[00:19:43.000 --> 00:19:46.000]  是一個極度痛苦的事
[00:19:47.000 --> 00:19:50.500]  在這個經歷當中
[00:19:50.500 --> 00:19:54.500]  在當下這麼真實的體會當中
[00:19:54.500 --> 00:19:59.500]  我又怎樣可以忍受下去呢?
[00:19:59.500 --> 00:20:04.500]  我開始看見
[00:20:04.500 --> 00:20:09.500]  原來我這種經歷
[00:20:09.500 --> 00:20:13.500]  不只是我一個人才有的經歷
[00:20:14.500 --> 00:20:17.500]  我有機會看很多
[00:20:17.500 --> 00:20:21.000]  屬靈的作品
[00:20:21.000 --> 00:20:23.000]  靈修神學作品
[00:20:23.000 --> 00:20:26.000]  我發覺原來在歷代的
[00:20:26.000 --> 00:20:30.000]  屬靈追求的人的生命當中
[00:20:30.000 --> 00:20:33.000]  很多人都有這一段時間
[00:20:33.000 --> 00:20:36.000]  就是神退隱了
[00:20:36.000 --> 00:20:38.000]  躲藏了他自己
[00:20:38.000 --> 00:20:43.000]  讓他默默地承受這種心靈的黑夜
[00:20:43.000 --> 00:20:44.500]  當我打開聖經的時候
[00:20:44.500 --> 00:20:46.500]  我甚至會看見
[00:20:46.500 --> 00:20:49.500]  其實聖經的作者
[00:20:49.500 --> 00:20:54.500]  他很多時候都有同樣的經歷
[00:20:54.500 --> 00:20:58.500]  我開始更深一步明白
[00:20:58.500 --> 00:21:02.500]  聖經很多次講到等候耶和華
[00:21:02.500 --> 00:21:04.500]  這樣的心境
[00:21:04.500 --> 00:21:07.500]  無論在詩篇的詩人
[00:21:07.500 --> 00:21:09.500]  或者在書中的書人
[00:21:10.000 --> 00:21:12.500]  無論在詩篇的詩人
[00:21:12.500 --> 00:21:15.500]  或者在先知書中的先知
[00:21:15.500 --> 00:21:19.500]  他多次講到他如何等候耶和華
[00:21:19.500 --> 00:21:24.500]  我現在開始明白甚麼叫等候耶和華
[00:21:24.500 --> 00:21:27.500]  如果稱得為等候耶和華
[00:21:27.500 --> 00:21:30.500]  即表示耶和華未來
[00:21:30.500 --> 00:21:32.500]  如果耶和華不住的
[00:21:32.500 --> 00:21:34.500]  在生命當中都出現的話
[00:21:34.500 --> 00:21:36.500]  他就不需要等候
[00:21:37.000 --> 00:21:39.500]  一個人講得出他曾經等候過耶和華
[00:21:39.500 --> 00:21:42.500]  即表示他有一段時刻
[00:21:42.500 --> 00:21:44.500]  神的作為
[00:21:44.500 --> 00:21:46.500]  神的同在
[00:21:46.500 --> 00:21:49.500]  在他的經歷當中消失了
[00:21:49.500 --> 00:21:51.500]  所以他需要去等
[00:21:51.500 --> 00:21:54.500]  等到耶和華重新再出現
[00:21:54.500 --> 00:21:58.500]  重新再表現出他的作為出來
[00:21:58.500 --> 00:22:04.500]  既然聖經裡多次講到等候耶和華的經歷
[00:22:05.000 --> 00:22:08.500]  我也覺得自己有一段時刻
[00:22:08.500 --> 00:22:14.500]  看不見、經歷不到神的作為
[00:22:14.500 --> 00:22:16.500]  在我的生命當中
[00:22:16.500 --> 00:22:20.500]  也不是一個很特別
[00:22:20.500 --> 00:22:24.500]  與人不同的一種遭遇
[00:22:24.500 --> 00:22:27.500]  而聖經的作者
[00:22:27.500 --> 00:22:30.500]  歷代的屬靈追求的人
[00:22:30.500 --> 00:22:32.500]  都告訴我們
[00:22:34.000 --> 00:22:37.500]  他試過一段等候耶和華的經歷之後
[00:22:37.500 --> 00:22:41.500]  耶和華再度出現
[00:22:41.500 --> 00:22:45.500]  他等到耶和華
[00:22:45.500 --> 00:22:48.500]  但是在這個等的過程當中
[00:22:48.500 --> 00:22:51.500]  實在是需要
[00:22:51.500 --> 00:22:55.500]  一種很強的勇氣和信心
[00:22:55.500 --> 00:22:59.500]  我用到勇氣這個字
[00:22:59.500 --> 00:23:01.500]  我覺得我這樣用是對的
[00:23:02.500 --> 00:23:05.000]  有時候我們經歷到一個地步
[00:23:05.000 --> 00:23:07.000]  根本沒有任何理由支撐我們
[00:23:07.000 --> 00:23:11.000]  能夠相信神的真實
[00:23:11.000 --> 00:23:14.000]  再沒有任何一個經歷
[00:23:14.000 --> 00:23:15.500]  可以告訴我們
[00:23:15.500 --> 00:23:17.500]  神仍然愛我們
[00:23:17.500 --> 00:23:20.000]  在這個時刻
[00:23:20.000 --> 00:23:23.500]  那個信心就是用一種絕對的勇氣
[00:23:23.500 --> 00:23:25.000]  來表現出來
[00:23:25.000 --> 00:23:27.500]  這種絕對的勇氣
[00:23:27.500 --> 00:23:30.000]  是從心底裡湧出來
[00:23:31.000 --> 00:23:33.000]  一種絕對的信心
[00:23:33.000 --> 00:23:35.500]  那種絕對的勇氣
[00:23:35.500 --> 00:23:37.500]  是告訴自己
[00:23:37.500 --> 00:23:40.500]  雖然我現在再經驗不到
[00:23:40.500 --> 00:23:42.500]  任何神的同在
[00:23:42.500 --> 00:23:45.000]  但是我相信
[00:23:45.000 --> 00:23:47.500]  神仍然與我同在
[00:23:47.500 --> 00:23:51.000]  雖然在我的經驗裡
[00:23:51.000 --> 00:23:53.000]  我現在經驗不到
[00:23:53.000 --> 00:23:59.000]  任何表現神仍然愛我的遭遇
[00:24:00.000 --> 00:24:03.000]  但是我仍然相信
[00:24:03.000 --> 00:24:05.000]  神是愛我的
[00:24:05.000 --> 00:24:07.000]  我仍然相信
[00:24:07.000 --> 00:24:10.000]  神就是愛
[00:24:10.000 --> 00:24:14.000]  這種信心
[00:24:14.000 --> 00:24:17.000]  當然是來自我們一直以來
[00:24:17.000 --> 00:24:20.000]  經歷神的背景
[00:24:20.000 --> 00:24:23.000]  但是那個時刻
[00:24:23.000 --> 00:24:25.000]  是完全擺脫
[00:24:25.000 --> 00:24:27.000]  我們當下的經驗
[00:24:27.500 --> 00:24:30.000]  而發出一種豪氣
[00:24:30.000 --> 00:24:32.500]  那種豪氣和勇氣
[00:24:32.500 --> 00:24:35.000]  是超越一切傳統
[00:24:35.000 --> 00:24:37.000]  我們對神的了解
[00:24:37.000 --> 00:24:41.500]  或者我們過往對神的認識
[00:24:41.500 --> 00:24:46.500]  這是一個很重要的
[00:24:46.500 --> 00:24:49.000]  走上去的一步
