
[00:00:00.000 --> 00:00:07.500]  我們來到門徒性格的第二段
[00:05:47.300 --> 00:05:50.300]  就向他們發出了信息
[00:05:50.300 --> 00:05:53.300]  四十七、四十八
[00:05:53.300 --> 00:05:57.300]  耶穌看出他們心中的議論
[00:05:57.300 --> 00:05:59.300]  就領一個小孩子來
[00:05:59.300 --> 00:06:02.300]  叫他站在自己旁邊
[00:06:02.300 --> 00:06:03.300]  對他們說
[00:06:03.300 --> 00:06:06.300]  凡為我領接待這小孩子的
[00:06:06.300 --> 00:06:08.300]  就是接待我
[00:06:08.300 --> 00:06:09.300]  凡接待我的
[00:06:09.300 --> 00:06:12.300]  就是接待那派我來的
[00:06:12.300 --> 00:06:14.300]  你們中間最小的
[00:06:14.300 --> 00:06:16.300]  他便為大
[00:06:16.300 --> 00:06:20.300]  主耶穌針對他們的需要
[00:06:20.300 --> 00:06:26.300]  向他們講了這個一語中的信息
[00:06:27.300 --> 00:06:29.300]  你們想為大嗎
[00:06:29.300 --> 00:06:31.300]  正確的路
[00:06:31.300 --> 00:06:34.300]  不是爭論誰為大
[00:06:34.300 --> 00:06:38.300]  不是強的誰為大
[00:06:38.300 --> 00:06:43.300]  乃是做最小的那一個
[00:06:43.300 --> 00:06:47.300]  這是成為大的道路
[00:06:47.300 --> 00:06:50.300]  途徑、秘訣
[00:06:50.300 --> 00:06:54.300]  一個僕人的心態
[00:06:54.300 --> 00:06:58.300]  是一個小的心態
[00:06:58.300 --> 00:07:03.300]  學習為小、卑微
[00:07:03.300 --> 00:07:05.300]  這樣的心態
[00:07:05.300 --> 00:07:07.300]  在神的面前
[00:07:07.300 --> 00:07:12.300]  是一個偉大的心態
[00:07:12.300 --> 00:07:15.300]  這是我們要學習的
[00:07:15.300 --> 00:07:19.300]  學習越來越小
[00:07:19.300 --> 00:07:23.300]  你看保羅在他的書信中
[00:07:23.300 --> 00:07:25.300]  他說過
[00:07:25.300 --> 00:07:30.300]  我一點也不在那些最大的使徒之下
[00:07:30.300 --> 00:07:32.300]  他說過這樣的話
[00:07:32.300 --> 00:07:35.300]  但是他又說
[00:07:35.300 --> 00:07:40.300]  我在使徒中比最小的還小
[00:07:40.300 --> 00:07:45.300]  這是保羅的那個真正的心態
[00:07:45.300 --> 00:07:49.300]  他說我在罪人中是個罪魁
[00:07:49.300 --> 00:07:54.300]  我不配蒙神的恩典
[00:07:54.300 --> 00:07:57.300]  他是一個不配的心態
[00:07:57.300 --> 00:07:59.300]  我是個大罪人
[00:07:59.300 --> 00:08:03.300]  蒙了神的憐憫
[00:08:03.300 --> 00:08:06.300]  神願納他也在這裡
[00:08:06.300 --> 00:08:10.300]  神就是他成為使徒中
[00:08:10.300 --> 00:08:13.300]  貢獻最大的一位
[00:08:13.300 --> 00:08:16.300]  他的心態是比最小的還小
[00:08:16.300 --> 00:08:19.300]  不配成為使徒
[00:08:19.300 --> 00:08:22.300]  但是神願納他這樣的心態
[00:08:22.300 --> 00:08:24.300]  把他提拔起來
[00:08:24.300 --> 00:08:27.300]  把他高舉起來
[00:08:27.300 --> 00:08:30.300]  半自高的必降為飛
[00:08:30.300 --> 00:08:34.300]  半自卑的必升為高
[00:08:34.300 --> 00:08:38.300]  這是主所說的升高的秘訣
[00:08:38.300 --> 00:08:39.300]  基本的原則
[00:08:39.300 --> 00:08:41.300]  唯一的途徑
[00:08:41.300 --> 00:08:44.300]  沒有第二條路可走
[00:08:44.300 --> 00:08:47.300]  所以我們做真的門徒
[00:08:47.300 --> 00:08:50.300]  必須做夫人
[00:08:50.300 --> 00:08:52.300]  夫人的心態
[00:08:52.300 --> 00:08:56.300]  是我們要學的第一個功課
[00:08:56.300 --> 00:09:00.300]  我們再看第二處經文
[00:09:00.300 --> 00:09:04.300]  《麻太福音》二十章
[00:09:04.300 --> 00:09:08.300]  《麻太福音》第二十章
[00:09:08.300 --> 00:09:12.300]  我們從二十節開始看
[00:09:12.300 --> 00:09:16.300]  那時西培泰的兒子的母親
[00:09:16.300 --> 00:09:19.300]  同他兩個兒子上前來拜耶穌
[00:09:19.300 --> 00:09:21.300]  求他一件事
[00:09:21.300 --> 00:09:24.300]  耶穌說你要什麼呢
[00:09:24.300 --> 00:09:27.300]  他說願你叫我這兩個兒子
[00:09:27.300 --> 00:09:28.300]  在你國裡
[00:09:28.300 --> 00:09:30.300]  一個坐在你右邊
[00:09:30.300 --> 00:09:32.300]  一個坐在你左邊
[00:09:32.300 --> 00:09:34.300]  耶穌回答說
[00:09:34.300 --> 00:09:39.300]  你們不知道說求的是什麼
[00:09:39.300 --> 00:09:41.300]  不知道就是不明白
[00:09:41.300 --> 00:09:43.300]  你們說求的
[00:09:43.300 --> 00:09:48.300]  你們弄不清楚是什麼一回事
[00:09:48.300 --> 00:09:53.300]  他們什麼時候這樣向主表達呢
[00:09:53.300 --> 00:09:55.300]  上文告訴我們
[00:09:55.300 --> 00:09:57.300]  是七節
[00:09:57.300 --> 00:10:00.300]  耶穌上耶路撒冷去的時候
[00:10:00.300 --> 00:10:03.300]  在路上把十二個門徒帶到一邊
[00:10:03.300 --> 00:10:04.300]  對他們說
[00:10:04.300 --> 00:10:07.300]  看吶我們上耶路撒冷去
[00:10:07.300 --> 00:10:10.300]  人只要被交給祭祀長和文士
[00:10:10.300 --> 00:10:12.300]  他們要釘他死罪
[00:10:12.300 --> 00:10:14.300]  又交給外邦人
[00:10:14.300 --> 00:10:16.300]  將他戲弄鞭打
[00:10:16.300 --> 00:10:18.300]  釘在獅子架上
[00:10:18.300 --> 00:10:21.300]  第三日他要復活
[00:10:21.300 --> 00:10:27.300]  這是他們爭論的那個場合的背景
[00:10:27.300 --> 00:10:33.300]  主耶穌把他自己要釘獅子架的事
[00:10:33.300 --> 00:10:34.300]  告訴他們
[00:10:34.300 --> 00:10:37.300]  就在那個時刻
[00:10:37.300 --> 00:10:41.300]  他們心裡關切的是什麼
[00:10:41.300 --> 00:10:44.300]  他們尋求的是什麼
[00:10:44.300 --> 00:10:50.300]  他們好像完全沒有關心基督的事
[00:10:50.300 --> 00:10:54.300]  他們單單想到一件事
[00:10:54.300 --> 00:10:57.300]  我弟兄兩個
[00:10:57.300 --> 00:11:00.300]  一個坐在榮耀的主右邊
[00:11:00.300 --> 00:11:03.300]  一個坐在你左邊
[00:11:03.300 --> 00:11:06.300]  這裡說是母親替他們求
[00:11:06.300 --> 00:11:09.300]  另外的經文是說
[00:11:09.300 --> 00:11:12.300]  這兩個門徒自己求
[00:11:12.300 --> 00:11:17.300]  好像是某份既在衝突
[00:11:17.300 --> 00:11:22.300]  但是事實上一想而知
[00:11:22.300 --> 00:11:27.300]  意思是指這兩個門徒的
[00:11:27.300 --> 00:11:31.300]  自己的意思要個別案
[00:11:31.300 --> 00:11:35.300]  但是他們不願意自己出面
[00:11:35.300 --> 00:11:39.300]  要媽媽替他們出面
[00:11:39.300 --> 00:11:44.300]  這裡就提到出面的人母親
[00:11:44.300 --> 00:11:48.300]  另外一載的就是他們自己講
[00:11:48.300 --> 00:11:51.300]  他們自己講的那個記載
[00:11:51.300 --> 00:11:58.300]  就是把那個意義動機的來源講出來
[00:11:58.300 --> 00:12:00.300]  就是他們兩個的意思
[00:12:00.300 --> 00:12:04.300]  就等於他們兩個來相助求
[00:12:04.300 --> 00:12:06.300]  所以這兩個門徒
[00:12:06.300 --> 00:12:10.300]  他們心裡一定覺得不好意思了
[00:12:10.300 --> 00:12:12.300]  這個不好意思已經是
[00:12:12.300 --> 00:12:18.300]  在他們的心裡已經透視
[00:12:18.300 --> 00:12:21.300]  他們自己覺得有點問題了
[00:12:21.300 --> 00:12:23.300]  才不好意思
[00:12:23.300 --> 00:12:25.300]  媽媽愛他們
[00:12:25.300 --> 00:12:28.300]  你們不講我替你們講
[00:12:28.300 --> 00:12:31.300]  媽媽的心出現了
[00:12:31.300 --> 00:12:33.300]  主耶穌回答
[00:12:33.300 --> 00:12:36.300]  教了他們一個很重要的功課
[00:12:36.300 --> 00:12:37.300]  二十二節
[00:12:37.300 --> 00:12:38.300]  耶穌回答說
[00:12:38.300 --> 00:12:42.300]  你們不知道我求的是什麼
[00:12:42.300 --> 00:12:46.300]  我要喝的杯你們能喝嗎
[00:12:46.300 --> 00:12:48.300]  主耶穌的意思就是說
[00:12:48.300 --> 00:12:52.300]  你們不知道你們求高位的時候
[00:12:52.300 --> 00:12:57.300]  真正的那個條件是要喝我的杯
[00:12:57.300 --> 00:13:00.300]  如果你們曉得這個事實了
[00:13:00.300 --> 00:13:04.300]  我不曉得你們還要不要求高位
[00:13:04.300 --> 00:13:06.300]  是這樣的意思
[00:13:06.300 --> 00:13:13.300]  如果你們明白了高位後面的條件和意義
[00:13:13.300 --> 00:13:17.300]  就是喝主所喝的苦杯
[00:13:17.300 --> 00:13:21.300]  如果他們明白了還求
[00:13:21.300 --> 00:13:25.300]  那就是他們清清楚楚地求了
[00:13:25.300 --> 00:13:26.300]  如果不明白
[00:13:26.300 --> 00:13:31.300]  單單求高位卻不肯付代價
[00:13:31.300 --> 00:13:34.300]  那就是不明不白地求
[00:13:34.300 --> 00:13:37.300]  這就是主的意思
[00:13:37.300 --> 00:13:41.300]  當時他們說我們能
[00:13:41.300 --> 00:13:45.300]  這是他們當時的感覺
[00:13:45.300 --> 00:13:47.300]  感謝什麼
[00:13:47.300 --> 00:13:50.300]  後來他們真是願意了
[00:13:50.300 --> 00:13:58.300]  後來他們認識了主和主的五火的榮耀大能
[00:13:58.300 --> 00:14:04.300]  他們真是願意走上這條喝主的杯的路
[00:14:04.300 --> 00:14:08.300]  所以他們當時是糊裡糊塗地說我們能
[00:14:08.300 --> 00:14:15.300]  但是後來他們真是清清楚楚地走上這條路
[00:14:15.300 --> 00:14:17.300]  感謝主
[00:14:17.300 --> 00:14:19.300]  當他們這樣求的時候
[00:14:19.300 --> 00:14:22.300]  其他的門徒怎麼樣呢
[00:14:22.300 --> 00:14:23.300]  二十四節
[00:14:23.300 --> 00:14:27.300]  那十個門徒聽見就惱怒他們兄弟二人
[00:14:27.300 --> 00:14:30.300]  你看惱怒
[00:14:30.300 --> 00:14:33.300]  他們的心態迪怒
[00:14:33.300 --> 00:14:35.300]  你們兩個想求高位
[00:14:35.300 --> 00:14:37.300]  我們呢
[00:14:37.300 --> 00:14:40.300]  我們到座哪了呢
[00:14:40.300 --> 00:14:43.300]  這心裡惱怒的原因
[00:14:43.300 --> 00:14:47.300]  耶穌看見他們的心態
[00:14:47.300 --> 00:14:50.300]  就教導他們
[00:14:50.300 --> 00:14:55.300]  告訴他們他們和世上的觀念完全不同
[00:14:55.300 --> 00:14:56.300]  不可相同
[00:14:56.300 --> 00:14:59.300]  一定要有清楚的分別
[00:14:59.300 --> 00:15:03.300]  世上的人的觀念地位越高
[00:15:03.300 --> 00:15:06.300]  就更多的人服侍他們
[00:15:06.300 --> 00:15:11.300]  權柄越大就管轄更多的人來服侍他們
[00:15:11.300 --> 00:15:14.300]  這是二十六節
[00:15:14.300 --> 00:15:17.300]  在你們中間不可這樣
[00:15:17.300 --> 00:15:24.300]  你們中間誰願為大就必做你們的用人
[00:15:24.300 --> 00:15:28.300]  為大的是僕人
[00:15:28.300 --> 00:15:32.300]  誰願為熟必做你們的僕人
[00:15:32.300 --> 00:15:36.300]  跟著主講出他自己的方向
[00:15:36.300 --> 00:15:37.300]  正如人子來
[00:15:37.300 --> 00:15:39.300]  不是要受人的服侍
[00:15:39.300 --> 00:15:41.300]  那是要服侍人
[00:15:41.300 --> 00:15:46.300]  並且要捨命做多人的書家
[00:15:46.300 --> 00:15:50.300]  我們的主不但要服侍人
[00:15:50.300 --> 00:15:56.300]  而且捨命做多人的書家
[00:15:56.300 --> 00:16:01.300]  主將他自己的心態道路
[00:16:01.300 --> 00:16:05.300]  清清楚楚地教導門徒
[00:16:05.300 --> 00:16:07.300]  十二個門徒
[00:16:07.300 --> 00:16:13.300]  我們再看《魯迦福音》二十二章
[00:16:13.300 --> 00:16:17.300]  這三處的經文基本意義一樣
[00:16:17.300 --> 00:16:24.300]  但是有些互相補充的地方
[00:16:24.300 --> 00:16:26.300]  很重要、很寶貴
[00:16:26.300 --> 00:16:30.300]  所以我們一處一處地來看
[00:16:30.300 --> 00:16:35.300]  這次其實這三次是不同的三次
[00:16:35.300 --> 00:16:39.300]  不是同一次的不同記載
[00:16:39.300 --> 00:16:42.300]  是不同的三次
[00:16:42.300 --> 00:16:45.300]  門徒三次爭論
[00:16:45.300 --> 00:16:49.300]  所以表示這個功課真不容易學
[00:16:49.300 --> 00:16:51.300]  每一次都教導他們
[00:16:51.300 --> 00:16:56.300]  但教導以後還是跟著爭論
[00:16:56.300 --> 00:17:01.300]  你看門徒原來他們的靈性實在是很差
[00:17:01.300 --> 00:17:04.300]  他們的水準實在是很低
[00:17:04.300 --> 00:17:08.300]  他們的心靈實在是很遲鈍
[00:17:08.300 --> 00:17:11.300]  不容易開竅
[00:17:11.300 --> 00:17:16.300]  不容易了解明白主的心意
[00:17:16.300 --> 00:17:25.300]  這一次是在預備預約節和靈壽
[00:17:25.300 --> 00:17:28.300]  預約節的延期之後
[00:17:28.300 --> 00:17:32.300]  那個預約節的延期就是主設立聖餐的時候
[00:17:32.300 --> 00:17:36.300]  要喝那個杯、吃那個餅的時候
[00:17:36.300 --> 00:17:40.300]  預約節的延期之後
[00:17:40.300 --> 00:17:43.300]  就跟著在二十四節
[00:17:43.300 --> 00:17:45.300]  門徒起了爭論
[00:17:45.300 --> 00:17:49.300]  他們中間哪一個可謂大
[00:17:49.300 --> 00:17:54.300]  在這裡讀基本的教導
[00:17:54.300 --> 00:17:59.300]  跟過去看過的兩處經文一樣
[00:17:59.300 --> 00:18:07.300]  在這裡主加多了一個意思
[00:18:07.300 --> 00:18:11.300]  二十九節
[00:18:11.300 --> 00:18:13.300]  我將國賜給你們
[00:18:13.300 --> 00:18:17.300]  正如我父賜給我一樣
[00:18:17.300 --> 00:18:19.300]  主將國給他們
[00:18:19.300 --> 00:18:24.300]  但是德國的人有一個條件
[00:18:24.300 --> 00:18:29.300]  就是二十七、二十八
[00:18:29.300 --> 00:18:32.300]  是誰偉大?是作喜的呢?是服事人的呢?
[00:18:32.300 --> 00:18:34.300]  不是作喜的大嗎?
[00:18:34.300 --> 00:18:38.300]  然而我在你們中間如同服事人的
[00:18:38.300 --> 00:18:42.300]  我在磨練之中常和我同在的就是你們
[00:18:42.300 --> 00:18:45.300]  我是如同服事人的
[00:18:45.300 --> 00:18:48.300]  和我同在的就是你們
[00:18:48.300 --> 00:18:53.300]  你們是被期待和我一樣
[00:18:53.300 --> 00:18:55.300]  我將國賜給你們
[00:18:55.300 --> 00:18:57.300]  正如這兩個字很重要
[00:18:57.300 --> 00:19:01.300]  正如父我父賜給我一樣
[00:19:01.300 --> 00:19:04.300]  我父把國賜給我
[00:19:04.300 --> 00:19:07.300]  因為我是服事人的
[00:19:07.300 --> 00:19:10.300]  現在我將國賜給你們
[00:19:10.300 --> 00:19:13.300]  正如父賜給我一樣那個條件
[00:19:13.300 --> 00:19:17.300]  你們也必須是服事人的
[00:19:17.300 --> 00:19:21.300]  清楚嗎?我們要看清楚
[00:19:21.300 --> 00:19:24.300]  主在這裡特別提到
[00:19:24.300 --> 00:19:29.300]  在國度裡做王這件事
[00:19:29.300 --> 00:19:34.300]  把這件事和僕人心態密切連在一起
[00:19:34.300 --> 00:19:36.300]  這是我們要了解的
[00:19:36.300 --> 00:19:40.300]  當主這樣向門徒講的時候
[00:19:40.300 --> 00:19:43.300]  他將自己做例子
[00:19:43.300 --> 00:19:47.300]  他先說我是服事人的
[00:19:47.300 --> 00:19:53.300]  然後說父將國賜給我
[00:19:53.300 --> 00:19:57.300]  原因就是我曾經做服事人的人
[00:19:57.300 --> 00:20:01.300]  現在我將國賜給你們
[00:20:01.300 --> 00:20:04.300]  正如父賜給我一樣
[00:20:04.300 --> 00:20:07.300]  就是說我將國賜給你們
[00:20:07.300 --> 00:20:10.300]  那個條件是一樣
[00:20:10.300 --> 00:20:15.300]  你們也必須像我一樣服事人
[00:20:15.300 --> 00:20:17.300]  做僕人
[00:20:17.300 --> 00:20:20.300]  我已經重複講了兩次
[00:20:20.300 --> 00:20:24.300]  大家都聽得清楚了
[00:20:24.300 --> 00:20:28.300]  這是主向他們講的
[00:20:28.300 --> 00:20:35.300]  把做僕人和做王兩件事連在一起講
[00:20:35.300 --> 00:20:40.300]  如果不是這兩者之間有重要的聯繫
[00:20:40.300 --> 00:20:43.300]  主不會這樣連在一起講
[00:20:43.300 --> 00:20:45.300]  既然這樣講
[00:20:45.300 --> 00:20:50.300]  一定這兩件事有相連的關係
[00:20:50.300 --> 00:20:55.300]  我們的主在以色列說了一個名字
[00:20:55.300 --> 00:20:59.300]  叫做Servant King
[00:20:59.300 --> 00:21:02.300]  僕人姓的君王
[00:21:02.300 --> 00:21:07.300]  僕人君王合在一起成了一個雙鱗
[00:21:07.300 --> 00:21:09.300]  一個雙鱗
[00:21:09.300 --> 00:21:15.300]  英文是Servant又或King
[00:21:15.300 --> 00:21:17.300]  Servant King
[00:21:17.300 --> 00:21:21.300]  兩個字份連在一起
[00:21:21.300 --> 00:21:26.300]  他是僕人的王
[00:21:26.300 --> 00:21:29.300]  做僕人的君王
[00:21:29.300 --> 00:21:32.300]  這個君王特性是什麼
[00:21:32.300 --> 00:21:35.300]  做過僕人
[00:21:35.300 --> 00:21:36.300]  他做過僕人
[00:21:36.300 --> 00:21:41.300]  所以他有最好的資格做君王
[00:21:41.300 --> 00:21:44.300]  就這個意思
[00:21:44.300 --> 00:21:47.300]  所以在《以色列教書》裏面看見
[00:21:47.300 --> 00:21:50.300]  主耶穌是僕人
[00:21:50.300 --> 00:21:53.300]  而且是受苦的僕人
[00:21:53.300 --> 00:21:56.300]  又看見祂是君王
[00:21:56.300 --> 00:22:05.300]  這是《以色列教書》52章和53章連在一起的信息
[00:22:05.300 --> 00:22:07.300]  我們看在那裏看看
[00:22:07.300 --> 00:22:12.300]  《以色列教書》52章
[00:22:12.300 --> 00:22:17.300]  我們看第13節
[00:22:17.300 --> 00:22:21.300]  我的僕人行事必有智慧
[00:22:21.300 --> 00:22:26.300]  必被高舉上升且成為至高
[00:22:26.300 --> 00:22:29.300]  多麼高呢
[00:22:29.300 --> 00:22:35.300]  幕僚的兩行君王要向他閉口
[00:22:35.300 --> 00:22:39.300]  他要做君王中的君王
[00:22:39.300 --> 00:22:41.300]  要教導他們
[00:22:41.300 --> 00:22:44.300]  他們要服從他
[00:22:44.300 --> 00:22:45.300]  敬拜他
[00:22:45.300 --> 00:22:47.300]  高舉他
[00:22:47.300 --> 00:22:53.300]  這個王超過一切君王之上的君王是誰呢
[00:22:53.300 --> 00:22:55.300]  我的僕人
[00:22:55.300 --> 00:22:59.300]  他的面貌比別人憔悴
[00:22:59.300 --> 00:23:02.300]  他的形容比世人富高
[00:23:02.300 --> 00:23:04.300]  夫人的形象
[00:23:04.300 --> 00:23:07.300]  憔悴的面容
[00:23:07.300 --> 00:23:10.300]  所以這個合在一起
[00:23:10.300 --> 00:23:13.300]  14節僕人
[00:23:13.300 --> 00:23:17.300]  15節萬王之王
[00:23:17.300 --> 00:23:23.300]  不論是君王還是君王的君王
[00:23:23.300 --> 00:23:26.300]  知識主的特色
[00:23:26.300 --> 00:23:28.300]  特質
[00:23:28.300 --> 00:23:32.300]  這三處的經文
[00:23:32.300 --> 00:23:36.300]  我們都分析來看
[00:23:36.300 --> 00:23:38.300]  我們再看
[00:23:38.300 --> 00:23:52.300]  《麻太》20章26到28
[00:23:52.300 --> 00:23:55.300]  主對他們說
[00:23:55.300 --> 00:24:02.300]  知識在你們中間不可這樣
[00:24:02.300 --> 00:24:05.300]  這是主所禁止的
[00:24:05.300 --> 00:24:10.300]  直見明文明令禁止
[00:24:10.300 --> 00:24:12.300]  你們不同
[00:24:12.300 --> 00:24:15.300]  你們是分別出來的人
[00:24:15.300 --> 00:24:18.300]  你們中間誰願偉大
[00:24:18.300 --> 00:24:21.300]  如果有這個心願
[00:24:21.300 --> 00:24:23.300]  有這個渴慕
[00:24:23.300 --> 00:24:26.300]  有這個追求
[00:24:26.300 --> 00:24:28.300]  你們就要做用人
[00:24:28.300 --> 00:24:30.300]  誰願做領袖
[00:24:30.300 --> 00:24:32.300]  就要做僕人
[00:24:32.300 --> 00:24:37.300]  這是唯一的道路
[00:24:37.300 --> 00:24:38.300]  好
[00:24:38.300 --> 00:24:42.300]  彼得學了這個功課了嗎
[00:24:42.300 --> 00:24:45.300]  學到了嗎
[00:24:45.300 --> 00:24:46.300]  我們感謝主
[00:24:46.300 --> 00:24:48.300]  他學到了
[00:24:48.300 --> 00:24:51.300]  他在彼得前書四章第十節
[00:24:51.300 --> 00:24:56.300]  反映他所學到的功課
[00:24:56.300 --> 00:25:03.300]  彼得前書第四章第十節
[00:25:03.300 --> 00:25:06.300]  個人要照所得的恩賜
[00:25:06.300 --> 00:25:08.300]  彼此服事
[00:25:08.300 --> 00:25:12.300]  做成百般恩賜的好管家
[00:25:12.300 --> 00:25:16.300]  在這裡彼得教導門徒
[00:25:16.300 --> 00:25:19.300]  要他們彼此服事
[00:25:19.300 --> 00:25:23.300]  彼此服事就是彼此做僕人
[00:25:23.300 --> 00:25:27.300]  按照神給的恩賜做服事
[00:25:27.300 --> 00:25:30.300]  那我們只餘下了
[00:25:30.300 --> 00:25:33.300]  約翰福音十三章
[00:25:33.300 --> 00:25:35.300]  沒有看
[00:25:35.300 --> 00:25:40.300]  我們就翻到約翰福音十三章
[00:25:40.300 --> 00:25:41.300]  在這裡我們看見
[00:25:41.300 --> 00:25:45.300]  主不但教導他們不可不可
[00:25:45.300 --> 00:25:51.300]  要他自己有一個清楚的方案
[00:25:51.300 --> 00:25:53.300]  擺在他們的面前
[00:25:53.300 --> 00:25:58.300]  也永遠刻記在他們的記憶中
[00:25:58.300 --> 00:26:04.300]  我們從第三節開始看
[00:26:04.300 --> 00:26:09.300]  我們把第三節和第四節特別連在一起
[00:26:09.300 --> 00:26:14.300]  耶穌知道父已將萬有交在他手裡
[00:26:14.300 --> 00:26:17.300]  且知道自己是從神出來
[00:26:17.300 --> 00:26:20.300]  又歸到神那裡去
[00:26:20.300 --> 00:26:23.300]  這是主的知道
[00:26:23.300 --> 00:26:25.300]  他是萬有的主
