
[00:00:00.000 --> 00:00:02.960]  亞各書的一個最重要的主題
[00:06:56.320 --> 00:06:58.120]  這是錯誤的
[00:06:58.120 --> 00:07:00.720]  當時亞各在這裡說
[00:07:00.720 --> 00:07:02.520]  有兩種人來到教會當中
[00:07:02.520 --> 00:07:04.600]  一種是在外表裡面
[00:07:04.600 --> 00:07:05.800]  穿金戴銀
[00:07:05.800 --> 00:07:08.600]  外表已經告訴你他是很富有
[00:07:08.600 --> 00:07:10.600]  有一些人穿著
[00:07:10.600 --> 00:07:15.200]  不是很好的衣服
[00:07:15.200 --> 00:07:20.800]  用不同的態度去對待這兩種人
[00:07:20.800 --> 00:07:22.800]  在這裡的重點不是
[00:07:22.800 --> 00:07:25.200]  這個位置好一點
[00:07:25.200 --> 00:07:26.200]  那個位置不好一點
[00:07:26.200 --> 00:07:27.800]  重點不是那個位置
[00:07:27.800 --> 00:07:30.400]  這個位置乾淨一點
[00:07:30.400 --> 00:07:31.400]  那個位置不乾淨一點
[00:07:31.400 --> 00:07:33.200]  有你們比較富有的
[00:07:33.200 --> 00:07:34.600]  就坐乾淨一點的位置
[00:07:34.600 --> 00:07:37.800]  你們不富有的就坐污糟一點的位置
[00:07:37.800 --> 00:07:39.800]  重點不是那個位置
[00:07:39.800 --> 00:07:43.400]  那個椅子的位置
[00:07:43.400 --> 00:07:48.400]  重要的是我們對待人有不同的態度
[00:07:48.400 --> 00:07:49.800]  這個才是最重要的
[00:07:49.800 --> 00:07:52.200]  對待富有的人
[00:07:52.200 --> 00:07:53.600]  禮待他
[00:07:53.600 --> 00:07:57.400]  對待一些外表看來
[00:07:57.400 --> 00:08:00.200]  比較貧窮的人
[00:08:00.200 --> 00:08:04.600]  卻是用另一種態度去對待他
[00:08:04.600 --> 00:08:07.200]  可以說是厚此薄彼
[00:08:07.200 --> 00:08:09.200]  可以說是歧視
[00:08:09.200 --> 00:08:14.200]  某程度上歧視一些比較不富有的人
[00:08:14.200 --> 00:08:15.800]  比較貧窮的人
[00:08:15.800 --> 00:08:20.800]  亞哥在這裡提出一個很嚴重的質疑
[00:08:20.800 --> 00:08:23.800]  亞哥提出這個不是一個小問題
[00:08:23.800 --> 00:08:27.600]  這個其實是反映了一個信仰很核心的問題
[00:08:27.600 --> 00:08:30.800]  究竟你們在用什麼價值觀去生活
[00:08:30.800 --> 00:08:33.000]  這個才是亞哥所關心的
[00:08:33.000 --> 00:08:35.600]  究竟你們整個生命裡面
[00:08:35.600 --> 00:08:39.000]  你們究竟是用什麼價值觀去生活的呢
[00:08:39.000 --> 00:08:44.200]  為什麼會用過去那一種世俗的價值觀
[00:08:44.200 --> 00:08:48.400]  就是重富輕貧的一種價值觀去生活呢
[00:08:48.400 --> 00:08:50.600]  接著在第五第七節
[00:08:50.600 --> 00:08:53.400]  亞哥再去說出
[00:08:53.400 --> 00:08:56.800]  上帝的價值觀究竟是怎樣的呢
[00:08:56.800 --> 00:08:58.200]  在第五至第七節說
[00:08:58.200 --> 00:09:25.800]  在這裡亞哥提出了一個很重要的信仰原則
[00:09:25.800 --> 00:09:26.800]  在這裡他說
[00:09:26.800 --> 00:09:28.800]  神選擇了貧窮人
[00:09:28.800 --> 00:09:32.800]  是不是神特別選擇了貧窮人
[00:09:32.800 --> 00:09:35.000]  上帝才選擇拯救他們呢
[00:09:35.000 --> 00:09:37.200]  富人上帝不拯救呢
[00:09:37.200 --> 00:09:39.400]  亞哥在這裡不是這個意思
[00:09:39.400 --> 00:09:40.400]  亞哥在這裡說
[00:09:40.400 --> 00:09:43.400]  這一群選擇了物質上貧窮的人
[00:09:43.400 --> 00:09:46.000]  他們在信心上他們富足
[00:09:46.000 --> 00:09:48.600]  這一群貧窮人不是因為他們貧窮
[00:09:48.600 --> 00:09:50.400]  所以他們得到上帝的拯救
[00:09:50.400 --> 00:09:51.200]  不是
[00:09:51.200 --> 00:09:53.400]  而是這群貧窮人在外表上
[00:09:53.400 --> 00:09:58.400]  他們的外在物質生活沒有富人那麼好
[00:09:58.400 --> 00:10:03.400]  但是他們在心靈裡對上帝的信心是富足的
[00:10:03.400 --> 00:10:08.400]  以至他們能夠去承受上帝的角度
[00:10:08.400 --> 00:10:11.800]  上帝不只是拯救貧窮人
[00:10:11.800 --> 00:10:13.400]  不拯救富足的人
[00:10:13.400 --> 00:10:16.600]  上帝也愛那些富有的人
[00:10:16.600 --> 00:10:19.400]  也愛貧窮的人
[00:10:19.400 --> 00:10:22.200]  兩種人都要憑著信心的緣故
[00:10:22.200 --> 00:10:25.400]  才能得到上帝的拯救
[00:10:25.400 --> 00:10:30.400]  當人偏袒富有的人
[00:10:30.400 --> 00:10:33.800]  而去惡袒貧窮人的時候
[00:10:33.800 --> 00:10:37.600]  這不是以上帝的價值觀去過他們的生活
[00:10:37.600 --> 00:10:39.000]  所以亞哥在這裡說
[00:10:39.000 --> 00:10:42.200]  如果仍然用這樣的價值觀去看待人
[00:10:42.200 --> 00:10:43.800]  或者有這樣的行為的時候
[00:10:43.800 --> 00:10:46.600]  這就是與上帝為敵
[00:10:46.600 --> 00:10:49.200]  亞哥在這裡再說
[00:10:49.200 --> 00:10:53.200]  為什麼你們還用那種重負輕貧
[00:10:53.200 --> 00:10:55.200]  那些富足的人
[00:10:55.200 --> 00:10:59.200]  豈不是在耶路撒冷的時候去迫害你們
[00:10:59.200 --> 00:11:01.200]  那些富有的人
[00:11:01.200 --> 00:11:04.200]  豈不是抓你們去審訊定罪
[00:11:04.200 --> 00:11:06.800]  那些人是對你們不好的
[00:11:06.800 --> 00:11:07.600]  是迫害你們的
[00:11:07.600 --> 00:11:11.800]  為什麼你們還對待富有的人那麼好呢
[00:11:11.800 --> 00:11:15.800]  其實這是亞哥提出的質疑
[00:11:15.800 --> 00:11:19.200]  其實在這裡
[00:11:19.200 --> 00:11:22.000]  我們更深的去想一個問題
[00:11:22.000 --> 00:11:24.600]  就是剛才我所說
[00:11:24.600 --> 00:11:27.200]  上帝第一眼去看待經文的時候
[00:11:27.200 --> 00:11:32.200]  好像上帝就是偏袒窮人
[00:11:32.200 --> 00:11:36.800]  偏袒那些沒有那麼有錢的人
[00:11:36.800 --> 00:11:40.000]  而對那些富有的人是不好的
[00:11:40.000 --> 00:11:41.400]  是不是這樣呢
[00:11:41.400 --> 00:11:42.800]  但是聖經來說
[00:11:42.800 --> 00:11:45.200]  我們很清楚知道上帝不偏袒人
[00:11:45.200 --> 00:11:46.600]  上帝沒有偏袒窮人
[00:11:46.600 --> 00:11:49.600]  上帝也沒有偏袒富有的人
[00:11:49.600 --> 00:11:52.200]  所以在這裡重貧
[00:11:52.200 --> 00:11:55.000]  好像說重貧輕負
[00:11:55.000 --> 00:11:56.400]  其實不是
[00:11:56.400 --> 00:11:58.000]  其實在這裡
[00:11:58.000 --> 00:12:01.800]  亞哥只是說了初期教會的情況
[00:12:01.800 --> 00:12:05.200]  耶穌以平民出身
[00:12:05.200 --> 00:12:07.400]  耶穌是基層人士
[00:12:07.400 --> 00:12:09.000]  用我們現在的角度去說
[00:12:09.000 --> 00:12:11.400]  祂不是生於大富大貴之家
[00:12:11.400 --> 00:12:15.600]  祂不是降生在一個很有權勢的家族裡
[00:12:15.600 --> 00:12:20.800]  祂是降生在一個很普通的家庭裡
[00:12:20.800 --> 00:12:22.600]  跟從耶穌的人
[00:12:22.600 --> 00:12:24.800]  可以說都是基層人士
[00:12:24.800 --> 00:12:26.400]  所以在初期教會
[00:12:26.400 --> 00:12:29.800]  可以說都是以窮人為主
[00:12:29.800 --> 00:12:31.200]  不是沒有富有的人
[00:12:31.200 --> 00:12:33.800]  有,但不是為最多的人
[00:12:33.800 --> 00:12:37.600]  最多的人是當時在社會當中
[00:12:37.600 --> 00:12:43.000]  一些被人看不起或基層的人士
[00:12:43.000 --> 00:12:45.800]  在初期教會
[00:12:45.800 --> 00:12:48.600]  上帝就是揀選了這一群人
[00:12:48.600 --> 00:12:50.600]  去首先成立教會
[00:12:50.600 --> 00:12:51.800]  所以在初期教會
[00:12:51.800 --> 00:12:54.800]  我們可以說窮人才是教會的主角
[00:12:54.800 --> 00:12:57.600]  才是最重要的一群主角
[00:12:57.600 --> 00:12:59.600]  某程度上那些富有的人
[00:12:59.600 --> 00:13:03.600]  是一些邊緣人士
[00:13:03.600 --> 00:13:06.400]  人數比較少
[00:13:06.400 --> 00:13:12.600]  所以雅各只是將當時初期教會的狀況說出來
[00:13:12.600 --> 00:13:16.600]  就是那些捉拿或敵對基督徒的人
[00:13:16.600 --> 00:13:19.200]  都是那些富有的人
[00:13:19.200 --> 00:13:22.400]  但雅各說那些富有的人捉你們
[00:13:22.400 --> 00:13:25.000]  為什麼你們現在信了耶穌
[00:13:25.000 --> 00:13:28.600]  為什麼你們仍然眾富興貧呢
[00:13:28.600 --> 00:13:31.000]  然後雅各再繼續說
[00:13:31.000 --> 00:13:35.200]  其實眾富興貧這個價值觀
[00:13:35.200 --> 00:13:40.400]  其實是違反了律法的一些很重要的精神
[00:13:40.400 --> 00:13:42.800]  貧外貌待人
[00:13:42.800 --> 00:13:45.800]  是違反了律法的一個很大的原則
[00:13:45.800 --> 00:13:48.400]  就是愛鄰舍如同自己
[00:13:48.400 --> 00:13:50.800]  所以在第二章第八至第九節
[00:13:50.800 --> 00:13:51.800]  雅各這樣說
[00:13:51.800 --> 00:13:52.800]  經上記著說
[00:13:52.800 --> 00:13:54.000]  要愛人如己
[00:13:54.000 --> 00:13:57.000]  你們若傳守者至尊的律法才是好的
[00:13:57.000 --> 00:14:00.000]  但你們若按外貌待人便是犯罪
[00:14:00.000 --> 00:14:03.200]  被律法定為犯法的
[00:14:03.200 --> 00:14:06.200]  在這裡雅各提出
[00:14:06.200 --> 00:14:08.600]  經上記著說
[00:14:08.600 --> 00:14:09.600]  愛人如己
[00:14:09.600 --> 00:14:12.000]  你要寫至尊的律法
[00:14:12.000 --> 00:14:14.400]  那麼至尊的律法究竟是說什麼呢
[00:14:14.400 --> 00:14:15.800]  有兩個可能的意思
[00:14:15.800 --> 00:14:18.200]  第一個就是這個律法是至尊的
[00:14:18.200 --> 00:14:21.000]  整個上帝的律法都是一個至尊的律法
[00:14:21.000 --> 00:14:23.800]  而律法的精神最重要就是
[00:14:23.800 --> 00:14:26.200]  去彰顯上帝的愛
[00:14:26.200 --> 00:14:28.600]  當人去直著律法
[00:14:28.600 --> 00:14:30.800]  去明白上帝的愛的時候
[00:14:30.800 --> 00:14:33.800]  我們也應該有一個愛淪舍
[00:14:33.800 --> 00:14:36.000]  如同自己的生活態度
[00:14:36.000 --> 00:14:38.800]  即是愛人如己的生活態度
[00:14:38.800 --> 00:14:40.600]  所以在這裡
[00:14:40.600 --> 00:14:43.800]  焦點不是單是守著律法
[00:14:43.800 --> 00:14:47.200]  而是律法正正就是彰顯上帝的慈愛
[00:14:47.200 --> 00:14:49.800]  彰顯上帝對人的憐憫
[00:14:49.800 --> 00:14:52.800]  所以當我們去經歷上帝的憐憫的時候
[00:14:52.800 --> 00:14:55.600]  我們今天也應該有一個憐憫的心
[00:14:55.600 --> 00:14:58.400]  一個愛人的心去過我們的生活
[00:14:58.400 --> 00:15:04.000]  所以雅各正正就提出這個方向
[00:15:04.000 --> 00:15:05.600]  當然有另一個解釋
[00:15:05.600 --> 00:15:06.800]  有些人說愛人如己
[00:15:06.800 --> 00:15:09.200]  就是至尊的律法就是愛人如己
[00:15:09.200 --> 00:15:10.800]  這個意思
[00:15:10.800 --> 00:15:12.400]  但是在下文裡面
[00:15:12.400 --> 00:15:13.800]  其實雅各是強調
[00:15:13.800 --> 00:15:17.400]  那個憐憫要勝過律法
[00:15:17.400 --> 00:15:19.600]  沒有愛心沒有憐憫的人
[00:15:19.600 --> 00:15:22.600]  比沒有完全遵守律法的人
[00:15:22.600 --> 00:15:24.000]  是更致命的死因
[00:15:24.000 --> 00:15:25.000]  可以這麼說
[00:15:25.000 --> 00:15:26.200]  所以雅各提出
[00:15:26.200 --> 00:15:27.800]  我們必須給錢面子
[00:15:27.800 --> 00:15:30.600]  盡力去善待其他人
[00:15:30.600 --> 00:15:32.800]  接著雅各繼續說
[00:15:32.800 --> 00:15:38.200]  愛倫謝如同自己的精神的發揮
[00:15:38.200 --> 00:15:39.600]  第十至十一節說
[00:15:39.600 --> 00:15:41.600]  因為凡遵守全律法
[00:15:41.600 --> 00:15:43.200]  只在一條上跌倒
[00:15:43.200 --> 00:15:45.200]  他就是犯了眾條
[00:15:45.200 --> 00:15:47.000]  原來那說不可姦淫的
[00:15:47.000 --> 00:15:48.400]  也說不可殺人
[00:15:48.400 --> 00:15:50.400]  你就是不姦淫卻殺人
[00:15:50.400 --> 00:15:52.200]  仍是成了犯律法的
[00:15:53.000 --> 00:15:53.800]  在這裡
[00:15:53.800 --> 00:15:57.400]  神吩咐不可以殺人的
[00:15:57.400 --> 00:15:59.200]  也同樣吩咐不可以姦淫
[00:15:59.200 --> 00:16:02.400]  所以如果你說我遵守了
[00:16:02.400 --> 00:16:03.600]  就是我不殺人了
[00:16:03.600 --> 00:16:04.400]  但你犯了姦淫
[00:16:04.400 --> 00:16:09.800]  你仍然是犯了愛倫謝如同自己
[00:16:09.800 --> 00:16:11.000]  這一條的律法
[00:16:11.000 --> 00:16:12.600]  雅各在這裡說
[00:16:12.600 --> 00:16:15.800]  就是上帝的律法很多條
[00:16:15.800 --> 00:16:17.600]  你犯了其中一條
[00:16:17.600 --> 00:16:19.800]  其實也是犯了律法
[00:16:19.800 --> 00:16:22.200]  你不可以說我遵守了A
[00:16:22.200 --> 00:16:24.600]  我遵守了一二三四五第六條
[00:16:24.600 --> 00:16:25.800]  我犯了所以我沒事
[00:16:25.800 --> 00:16:26.400]  不是
[00:16:26.400 --> 00:16:28.000]  你犯了那條律法
[00:16:28.000 --> 00:16:29.600]  仍然是犯了
[00:16:29.600 --> 00:16:31.600]  就是犯一條的律法
[00:16:31.600 --> 00:16:33.800]  就是犯了律法
[00:16:33.800 --> 00:16:35.000]  得罪了上帝
[00:16:35.000 --> 00:16:38.400]  所以雅各其實他提出
[00:16:38.400 --> 00:16:44.000]  整個律法的內容很多有不同
[00:16:44.000 --> 00:16:47.800]  但其實其中一個很重要的原則
[00:16:47.800 --> 00:16:49.400]  就是當我們去明白
[00:16:49.400 --> 00:16:50.400]  上帝的愛
[00:16:50.400 --> 00:16:53.800]  藉著律法彰顯了上帝的慈愛
[00:16:53.800 --> 00:16:54.800]  我們明白了
[00:16:54.800 --> 00:16:57.000]  我們都應該藉著上帝的愛
[00:16:57.000 --> 00:16:59.400]  去愛我們身邊
[00:16:59.400 --> 00:17:01.200]  就是我們能夠接觸到的人
[00:17:01.200 --> 00:17:05.200]  在這裡雅各去強調
[00:17:05.200 --> 00:17:06.800]  這個愛人如己
[00:17:06.800 --> 00:17:10.600]  愛倫謝如同自己的這個精神
[00:17:10.600 --> 00:17:14.800]  是包含了律法很多規條的精神
[00:17:14.800 --> 00:17:17.800]  貫穿了律法一個很重要的一個向導
[00:17:18.600 --> 00:17:20.200]  雖然可以這麼說
[00:17:20.200 --> 00:17:23.600]  舊約的律法裡面沒有說到
[00:17:23.600 --> 00:17:25.400]  不可憑外貌待人
[00:17:25.400 --> 00:17:27.200]  這條律法是沒有說的
[00:17:27.200 --> 00:17:29.800]  但是它的意義已經包含了
[00:17:29.800 --> 00:17:34.400]  愛倫謝如同自己這個律法的裡面
[00:17:34.400 --> 00:17:37.200]  接著在第十二十三節
[00:17:37.200 --> 00:17:39.400]  雅各再提出
[00:17:39.400 --> 00:17:42.800]  上帝設立一個律法的原意是怎麼樣的呢
[00:17:42.800 --> 00:17:45.200]  你們既然要按這律法
[00:17:45.200 --> 00:17:47.000]  使人自由的律法受審判
[00:17:47.000 --> 00:17:49.600]  就該照著律法說話行事
[00:17:49.600 --> 00:17:53.200]  因為那不憐憫人的也要受無憐憫的審判
[00:17:53.200 --> 00:17:56.600]  憐憫完事向審判誇盛
[00:17:56.600 --> 00:17:59.200]  在這裡雅各不是說
[00:17:59.200 --> 00:18:02.800]  我們不應該禮待那些富有的人
[00:18:02.800 --> 00:18:04.200]  但問題是
[00:18:04.200 --> 00:18:07.400]  你們為什麼不禮待那些貧窮的人
[00:18:07.400 --> 00:18:09.400]  其實雅各在問這個問題
[00:18:09.400 --> 00:18:13.200]  為什麼要偏待那些富有的人
[00:18:13.200 --> 00:18:16.400]  而去對那些不那麼富有的人
[00:18:16.400 --> 00:18:19.600]  對他們不好呢
[00:18:19.600 --> 00:18:20.400]  在這裡說
[00:18:20.400 --> 00:18:23.000]  上帝是要按著這個律法
[00:18:23.000 --> 00:18:25.400]  使人得到自由
[00:18:25.400 --> 00:18:27.600]  其實律法是給我們一個空間
[00:18:27.600 --> 00:18:30.800]  可以說讓我們能夠去發揮
[00:18:30.800 --> 00:18:35.200]  或者表現出上帝的慈愛
[00:18:35.200 --> 00:18:37.000]  律法是什麼呢
[00:18:37.000 --> 00:18:39.800]  律法就是讓我們明白上帝的憐憫
[00:18:39.800 --> 00:18:41.800]  所以雅各最後就是說
[00:18:41.800 --> 00:18:44.000]  對於沒有憐憫的人
[00:18:44.000 --> 00:18:46.600]  上帝也不會憐憫你
[00:18:46.600 --> 00:18:48.000]  我們明白上帝的愛
[00:18:48.000 --> 00:18:49.000]  去因待人的時候
[00:18:49.000 --> 00:18:51.200]  上帝就會因待我們
[00:18:51.200 --> 00:18:54.200]  沒有憐憫是指那些羞辱貧窮人
[00:18:54.200 --> 00:18:55.800]  沒有禮待他們
[00:18:55.800 --> 00:18:58.600]  這個會招致上帝的審判
[00:18:58.600 --> 00:19:01.600]  其實雅各提出一個很重要的精神
[00:19:01.600 --> 00:19:04.600]  不是說我們對某個人的態度不好
[00:19:04.600 --> 00:19:06.000]  那我就去審判
[00:19:06.000 --> 00:19:07.200]  受到上帝的審判
[00:19:07.200 --> 00:19:08.000]  永恆的審判
[00:19:08.000 --> 00:19:10.200]  其實雅各不是這樣說
