
[00:00:00.000 --> 00:00:03.000]  聚集在你的面前
[00:01:24.000 --> 00:01:27.000]  向他舉起我們的心
[00:01:27.000 --> 00:01:30.000]  來回應他的愛
[00:01:30.000 --> 00:01:33.000]  然後他又回應我們這樣
[00:01:33.000 --> 00:01:35.000]  對他的心意
[00:01:35.000 --> 00:01:39.000]  所以一直的一個來回的回應
[00:01:39.000 --> 00:01:42.000]  就把我們托起來
[00:01:42.000 --> 00:01:44.000]  把我們舉起來
[00:01:44.000 --> 00:01:47.000]  也帶領我們向前去
[00:01:47.000 --> 00:01:52.000]  這次我們一同領受的信息
[00:01:52.000 --> 00:01:54.000]  是聖經裡面
[00:01:54.000 --> 00:01:56.000]  一些基本的
[00:01:56.000 --> 00:01:58.000]  屬靈的原則
[00:01:58.000 --> 00:02:01.000]  我們也可以把它叫做規律
[00:02:01.000 --> 00:02:04.000]  也可以把它們叫做定律
[00:02:04.000 --> 00:02:07.000]  那麼這些原則呢
[00:02:07.000 --> 00:02:10.000]  就是我們追求的路線
[00:02:10.000 --> 00:02:12.000]  是我們的歸道
[00:02:12.000 --> 00:02:15.000]  我們在其中學習
[00:02:15.000 --> 00:02:17.000]  在其中追求
[00:02:17.000 --> 00:02:19.000]  長進
[00:02:19.000 --> 00:02:22.000]  有一節聖經
[00:02:22.000 --> 00:02:28.000]  是在真言書第九章第一節
[00:02:28.000 --> 00:02:30.000]  可以做一個引言
[00:02:30.000 --> 00:02:33.000]  做我們這個序言
[00:02:33.000 --> 00:02:37.000]  真言書九章第一節
[00:02:37.000 --> 00:02:42.000]  智慧建造房屋
[00:02:42.000 --> 00:02:45.000]  築成七根柱子
[00:02:45.000 --> 00:02:49.000]  智慧當然是屬靈的智慧
[00:02:49.000 --> 00:02:53.000]  智慧要建造他的房屋
[00:02:53.000 --> 00:02:57.000]  就是我們智慧的人生的房屋
[00:02:57.000 --> 00:03:00.000]  他怎麼樣建造呢
[00:03:00.000 --> 00:03:05.000]  這裡提到他預備好七根柱子
[00:03:05.000 --> 00:03:13.000]  這些柱子是要支持他的房屋
[00:03:13.000 --> 00:03:19.000]  房屋不能缺少支柱
[00:03:19.000 --> 00:03:21.000]  我們屬靈的人生
[00:03:21.000 --> 00:03:28.000]  這個房屋也需要智慧真理的支柱
[00:03:28.000 --> 00:03:33.000]  讓我們能夠把這個人生的房屋建好
[00:03:33.000 --> 00:03:36.000]  這裡提到七根柱子
[00:03:36.000 --> 00:03:38.000]  七是完全的意思
[00:03:38.000 --> 00:03:41.000]  就是完全的支持
[00:03:41.000 --> 00:03:46.000]  這次我們要用六詞的句彙
[00:03:46.000 --> 00:03:52.000]  來講十四個屬靈的基本原則
[00:03:52.000 --> 00:03:54.000]  十四是兩個七
[00:03:54.000 --> 00:03:56.000]  二七一十四
[00:03:56.000 --> 00:04:00.000]  我們也可以說是雙倍的七
[00:04:00.000 --> 00:04:03.000]  一個完全的支柱
[00:04:03.000 --> 00:04:10.000]  來建造我們屬靈的智慧的人生的房屋
[00:04:10.000 --> 00:04:24.000]  每一次聚會我們要看兩個到三個的基本原則
[00:04:24.000 --> 00:04:28.000]  我們一同來靈受
[00:04:28.000 --> 00:04:30.000]  來學習
[00:04:30.000 --> 00:04:32.000]  來實識
[00:04:32.000 --> 00:04:34.000]  實踐
[00:04:34.000 --> 00:04:39.000]  第一個基本的規律
[00:04:39.000 --> 00:04:42.000]  就是內在的善
[00:04:42.000 --> 00:04:48.000]  也可以說是內在慮
[00:04:48.000 --> 00:04:58.000]  在正言書四章二十三節
[00:04:58.000 --> 00:05:00.000]  我們一同看一看
[00:05:00.000 --> 00:05:05.000]  正言書四章二十三節
[00:05:07.000 --> 00:05:12.000]  你要保守你心勝過保守一切
[00:05:12.000 --> 00:05:17.000]  因為一生的果效是由心發出
[00:05:17.000 --> 00:05:21.000]  一生的果效從心裡發出來
[00:05:21.000 --> 00:05:24.000]  是裡面發出來的
[00:05:24.000 --> 00:05:28.000]  裡面有了內在豐富了
[00:05:28.000 --> 00:05:33.000]  我們才能夠把效果發之於外
[00:05:33.000 --> 00:05:36.000]  由之內形之外
[00:05:36.000 --> 00:05:39.000]  如果裡面毫無所有
[00:05:39.000 --> 00:05:43.000]  外面不能夠發揮出來
[00:05:43.000 --> 00:05:46.000]  所以我們裡面有充實
[00:05:46.000 --> 00:05:51.000]  裡面的充實是最重要的
[00:05:51.000 --> 00:05:58.000]  如果一個人注意自己內在的實際的情況
[00:05:58.000 --> 00:06:03.000]  立刻他的眼睛就對準了神
[00:06:03.000 --> 00:06:07.000]  因為他知道神是看內心
[00:06:07.000 --> 00:06:09.000]  人是看外貌
[00:06:09.000 --> 00:06:15.000]  如果一個人單單注意他外在的表現
[00:06:15.000 --> 00:06:18.000]  那麼他就是對準了人
[00:06:18.000 --> 00:06:20.000]  讓人來注意他
[00:06:20.000 --> 00:06:22.000]  讓人來稱讚他
[00:06:22.000 --> 00:06:25.000]  讓人來高舉他
[00:06:25.000 --> 00:06:28.000]  要討人的喜悅
[00:06:28.000 --> 00:06:33.000]  如果一個人注意內在的實際
[00:06:33.000 --> 00:06:36.000]  他就是對準了神
[00:06:36.000 --> 00:06:43.000]  因為他知道神正在查看他的內心的情況
[00:06:43.000 --> 00:06:51.000]  所以內在律把我們的著眼點轉移過來
[00:06:51.000 --> 00:06:56.000]  從注意人變到注意神
[00:06:56.000 --> 00:06:59.000]  不是人看我如何
[00:06:59.000 --> 00:07:02.000]  那是神看我如何
[00:07:02.000 --> 00:07:06.000]  一個注意人的看法的一個人
[00:07:06.000 --> 00:07:11.000]  他就不知不覺成了法利賽人
[00:07:11.000 --> 00:07:14.000]  大家知道主耶穌在世的時候
[00:07:14.000 --> 00:07:18.000]  常常責備法利賽人
[00:07:18.000 --> 00:07:22.000]  因為法利賽人是注意外表
[00:07:22.000 --> 00:07:27.000]  他們的信仰是一個表演
[00:07:27.000 --> 00:07:29.000]  要表演給人看
[00:07:29.000 --> 00:07:33.000]  他們的禱告是在十字路口禱告
[00:07:33.000 --> 00:07:38.000]  要叫來往的行人看見他們何等的虔誠
[00:07:38.000 --> 00:07:44.000]  他們進食是故意的不洗臉不梳頭
[00:07:44.000 --> 00:07:50.000]  叫人家知道他在向神禱告來稱讚他們
[00:07:50.000 --> 00:07:55.000]  所以他們的信仰是一個表演式的信仰
[00:07:55.000 --> 00:07:59.000]  不是對準了神對準了人
[00:07:59.000 --> 00:08:03.000]  信仰當然是對神的信仰
[00:08:03.000 --> 00:08:07.000]  但是把對神的信仰當作對人的表演
[00:08:07.000 --> 00:08:14.000]  立刻他的意義他的價值都消失盡盡
[00:08:14.000 --> 00:08:20.000]  所以主耶穌多次的責備法利賽人
[00:08:20.000 --> 00:08:24.000]  我們從主的責備學了功課
[00:08:24.000 --> 00:08:27.000]  我們願意在內心所著
[00:08:27.000 --> 00:08:32.000]  幫助我不要做一個法利賽人
[00:08:32.000 --> 00:08:37.000]  讓我永遠記得我是對準了你
[00:08:37.000 --> 00:08:40.000]  我是在你的面前生活
[00:08:40.000 --> 00:08:42.000]  我是在你的面前吃飯
[00:08:42.000 --> 00:08:48.000]  我是在你的面前來做每一件事
[00:08:48.000 --> 00:08:56.000]  這樣我們和神之間就有了美好的正確的妥善的關係
[00:08:56.000 --> 00:09:02.000]  所以這是非常基本的一個定律
[00:09:02.000 --> 00:09:10.000]  在中文我們常常說虛偽虛榮
[00:09:10.000 --> 00:09:14.000]  虛浮虛空
[00:09:14.000 --> 00:09:18.000]  用虛這個字來這樣的講法
[00:09:18.000 --> 00:09:22.000]  就表示這些最後都是空的
[00:09:22.000 --> 00:09:27.000]  虛榮很多人求榮耀
[00:09:27.000 --> 00:09:33.000]  但是最後是虛
[00:09:33.000 --> 00:09:36.000]  有的人因為注意表面
[00:09:36.000 --> 00:09:40.000]  所以他成了浮潛
[00:09:40.000 --> 00:09:42.000]  虛浮連在一起
[00:09:42.000 --> 00:09:47.000]  但是追求榮注意的人都是浮潛的人
[00:09:47.000 --> 00:09:50.000]  沒有深度
[00:09:50.000 --> 00:09:52.000]  沒有品格的深度
[00:09:52.000 --> 00:09:54.000]  沒有靈性的深度
[00:09:54.000 --> 00:09:56.000]  沒有真理的深度
[00:09:56.000 --> 00:10:02.000]  一切都是表面化
[00:10:02.000 --> 00:10:04.000]  還有虛偽
[00:10:04.000 --> 00:10:06.000]  戴上一個假面具
[00:10:06.000 --> 00:10:08.000]  你對我一個面具
[00:10:08.000 --> 00:10:10.000]  我對你一個面具
[00:10:10.000 --> 00:10:13.000]  大家所見的都是假面具
[00:10:13.000 --> 00:10:17.000]  這是對人必然的結果
[00:10:17.000 --> 00:10:19.000]  一到了神的面前
[00:10:19.000 --> 00:10:21.000]  你無法戴假面具
[00:10:21.000 --> 00:10:23.000]  因為神看透了
[00:10:23.000 --> 00:10:25.000]  所以一到神面前
[00:10:25.000 --> 00:10:30.000]  假面具立刻自然而然的撤下來
[00:10:30.000 --> 00:10:36.000]  如果我們與神有一個直接的面對面的關係
[00:10:36.000 --> 00:10:38.000]  我們也會學習了
[00:10:38.000 --> 00:10:42.000]  一步一步的對人真誠了
[00:10:42.000 --> 00:10:48.000]  不是虛偽了
[00:10:48.000 --> 00:10:51.000]  如果一個人求虛
[00:10:51.000 --> 00:10:55.000]  虛最後是虛空
[00:10:55.000 --> 00:10:57.000]  那是最後的結果
[00:10:57.000 --> 00:11:02.000]  有許多的人將來到了面對神的時候
[00:11:02.000 --> 00:11:07.000]  才發現我的一生是空的
[00:11:07.000 --> 00:11:11.000]  我說做的一切都是表演的
[00:11:11.000 --> 00:11:17.000]  我說做的一切都是為自己而稱讚的
[00:11:17.000 --> 00:11:19.000]  都失去了
[00:11:19.000 --> 00:11:21.000]  落空了
[00:11:21.000 --> 00:11:24.000]  那個時候醒悟過來就太遲了
[00:11:24.000 --> 00:11:30.000]  所以我們第一要抓住內在律
[00:11:30.000 --> 00:11:35.000]  向裡面去紮根結果
[00:11:35.000 --> 00:11:40.000]  這樣的紮紮實實的根叢組
[00:11:40.000 --> 00:11:44.000]  紮紮實實的來學習書靈的功課
[00:11:44.000 --> 00:11:47.000]  紮紮實實的來侍奉
[00:11:47.000 --> 00:11:51.000]  紮紮實實的來生活結果子
[00:11:51.000 --> 00:11:58.000]  向下紮根向上結果
[00:11:58.000 --> 00:12:02.000]  在七十路四章五節六節
[00:12:02.000 --> 00:12:04.000]  我們來看一看
[00:12:04.000 --> 00:12:08.000]  因為太重要了所以我們要讀一讀
[00:12:08.000 --> 00:12:16.000]  七十路第四章五節六節
[00:12:16.000 --> 00:12:21.000]  找到以後我請大家同聲讀出來
[00:12:21.000 --> 00:12:27.000]  七十路第四章五節六節
[00:12:27.000 --> 00:12:34.000]  由閃電聲音蕊風從寶座中發出
[00:12:34.000 --> 00:12:38.000]  又有七盞火燈在寶座前點著
[00:12:38.000 --> 00:12:42.000]  這七燈就是神的七靈
[00:12:42.000 --> 00:12:47.000]  寶座前好像一個玻璃海如同水晶
[00:12:47.000 --> 00:12:52.000]  寶座中和寶座周圍有四個火物
[00:12:52.000 --> 00:12:56.000]  前後遍體都滿了眼睛
[00:12:56.000 --> 00:12:59.000]  我們在這裡看見
[00:12:59.000 --> 00:13:03.000]  神的寶座前是什麼樣的光景
[00:13:03.000 --> 00:13:08.000]  這是師徒約翰在意象中所看見的
[00:13:08.000 --> 00:13:11.000]  神的寶座的情況
[00:13:11.000 --> 00:13:14.000]  這裡有三個特點
[00:13:14.000 --> 00:13:16.000]  第一個特點
[00:13:16.000 --> 00:13:22.000]  那就是寶座前有七盞燈
[00:13:22.000 --> 00:13:25.000]  不是一盞 七盞
[00:13:25.000 --> 00:13:28.000]  燈代表光明
[00:13:28.000 --> 00:13:31.000]  七盞燈就是完全光明
[00:13:31.000 --> 00:13:34.000]  這個光明從哪裡來的
[00:13:34.000 --> 00:13:37.000]  就是神的七靈
[00:13:37.000 --> 00:13:39.000]  七靈不是七個聖靈
[00:13:39.000 --> 00:13:42.000]  是聖靈的完全的工作
[00:13:42.000 --> 00:13:46.000]  聖靈的工作就是光照
[00:13:46.000 --> 00:13:51.000]  像七盞火燈一樣明亮的照耀
[00:13:51.000 --> 00:13:53.000]  意思就是說
[00:13:53.000 --> 00:13:58.000]  一個人如果真的來到神的寶座前
[00:13:58.000 --> 00:14:01.000]  那個真光照亮他
[00:14:01.000 --> 00:14:04.000]  他就看見真相
[00:14:04.000 --> 00:14:06.000]  一切之路敞開
[00:14:06.000 --> 00:14:08.000]  不能遮掩
[00:14:08.000 --> 00:14:12.000]  無所遁形
[00:14:12.000 --> 00:14:15.000]  第二個特點
[00:14:15.000 --> 00:14:19.000]  寶座前好像一個玻璃海
[00:14:19.000 --> 00:14:22.000]  明亮如水晶
[00:14:22.000 --> 00:14:25.000]  寶座面前是一個玻璃海
[00:14:25.000 --> 00:14:28.000]  完全是光明的
[00:14:28.000 --> 00:14:32.000]  那就是約翰一書一章五節
[00:14:32.000 --> 00:14:35.000]  神就是光
[00:14:35.000 --> 00:14:38.000]  在他毫無黑暗
[00:14:38.000 --> 00:14:41.000]  神是光明的神
[00:14:41.000 --> 00:14:46.000]  在他面前沒有絲毫的黑暗
[00:14:46.000 --> 00:14:51.000]  他的寶座前明亮像水晶海
[00:14:51.000 --> 00:14:55.000]  任何的人出現在上帝的面前
[00:14:55.000 --> 00:14:59.000]  立刻原形畢露
[00:14:59.000 --> 00:15:01.000]  他的真實的品格
[00:15:01.000 --> 00:15:03.000]  真實的靈性
[00:15:03.000 --> 00:15:06.000]  他的真實的價值
[00:15:06.000 --> 00:15:12.000]  都瞭如指掌
[00:15:12.000 --> 00:15:17.000]  非常的透明
[00:15:17.000 --> 00:15:19.000]  完全透明
[00:15:19.000 --> 00:15:23.000]  沒有任何的遮掩
[00:15:23.000 --> 00:15:27.000]  有一個人講了這樣一個故事
[00:15:27.000 --> 00:15:31.000]  說一個人做夢到了天堂
[00:15:31.000 --> 00:15:35.000]  到了天堂的時候發現一切都是透明的
[00:15:35.000 --> 00:15:38.000]  他低頭看自己
[00:15:38.000 --> 00:15:42.000]  覺得自己心裡面有黑點
[00:15:42.000 --> 00:15:44.000]  很不好意思
[00:15:44.000 --> 00:15:46.000]  他就用手揶揄
[00:15:46.000 --> 00:15:48.000]  再看手是透明的
[00:15:48.000 --> 00:15:50.000]  再用手揶揄
[00:15:50.000 --> 00:15:52.000]  兩隻手都是透明的
[00:15:52.000 --> 00:15:54.000]  醒過來了
[00:15:54.000 --> 00:15:57.000]  他急了就醒過來了
[00:15:57.000 --> 00:16:02.000]  我想那是一個很真實的一個發現
[00:16:02.000 --> 00:16:07.000]  在天家在神面前一切都是透明的
[00:16:07.000 --> 00:16:10.000]  我們每一個人都是透明的
[00:16:10.000 --> 00:16:14.000]  不可能任何的掩飾
[00:16:14.000 --> 00:16:17.000]  真相披露
[00:16:17.000 --> 00:16:19.000]  在古代的希臘
[00:16:19.000 --> 00:16:23.000]  有一個著名的哲學家
[00:16:23.000 --> 00:16:25.000]  大家都知道
[00:16:25.000 --> 00:16:27.000]  叫做柏拉底
[00:16:27.000 --> 00:16:29.000]  他說了一句話
[00:16:29.000 --> 00:16:32.000]  很值得我們注意思想
[00:16:32.000 --> 00:16:36.000]  他說最快樂的一件事是什麼呢
[00:16:36.000 --> 00:16:40.000]  就是一個人在暗中所行的善
[00:16:40.000 --> 00:16:43.000]  原來無意叫別人知道的
[00:16:43.000 --> 00:16:45.000]  所以暗中行善
[00:16:45.000 --> 00:16:46.000]  結果呢
[00:16:46.000 --> 00:16:49.000]  在無意中被人發現了
[00:16:49.000 --> 00:16:50.000]  這是很快樂
[00:16:50.000 --> 00:16:53.000]  這是最快樂的事
[00:16:53.000 --> 00:16:55.000]  最難堪的事是什麼
[00:16:55.000 --> 00:16:59.000]  一個人在暗中做的壞事
[00:16:59.000 --> 00:17:01.000]  可羞恥的事
[00:17:01.000 --> 00:17:04.000]  無意中被人發現出來
[00:17:04.000 --> 00:17:10.000]  最難堪無地自如
[00:17:10.000 --> 00:17:12.000]  如果一個基督徒
[00:17:12.000 --> 00:17:15.000]  學習了內在律
[00:17:15.000 --> 00:17:17.000]  知道他的靈性裡頭
[00:17:17.000 --> 00:17:20.000]  有這個基本的定律
[00:17:20.000 --> 00:17:22.000]  來學來追求
[00:17:22.000 --> 00:17:24.000]  他就慢慢地
[00:17:24.000 --> 00:17:26.000]  把一切一切的
[00:17:26.000 --> 00:17:29.000]  屬於黑暗的因素成分
[00:17:29.000 --> 00:17:31.000]  都除去了
[00:17:31.000 --> 00:17:33.000]  都對付了
[00:17:33.000 --> 00:17:35.000]  越來越坦誠了
[00:17:35.000 --> 00:17:37.000]  越來越光明了
[00:17:37.000 --> 00:17:41.000]  成了光明的子女
[00:17:41.000 --> 00:17:44.000]  來到光明的神面前
[00:17:44.000 --> 00:17:47.000]  變成他的光明的孩子
[00:17:47.000 --> 00:17:50.000]  和神相似
[00:17:50.000 --> 00:17:54.000]  被神同化了
[00:17:54.000 --> 00:17:56.000]  這是我們要學習
[00:17:56.000 --> 00:18:01.000]  要追求的功課
[00:18:01.000 --> 00:18:03.000]  現在我們大家手中
[00:18:03.000 --> 00:18:10.000]  有這個一些要點
[00:18:10.000 --> 00:18:14.000]  我們按照時間的許可
[00:18:14.000 --> 00:18:18.000]  挑選幾點來看
[00:18:18.000 --> 00:18:22.000]  首先我們從第七點看
[00:18:22.000 --> 00:18:26.000]  用這是最基本的
[00:18:26.000 --> 00:18:27.000]  第七點
[00:18:27.000 --> 00:18:30.000]  內在的敬拜
[00:18:30.000 --> 00:18:35.000]  我們看約翰福音四章二十三節
[00:18:35.000 --> 00:18:45.000]  約翰福音四章二十三節
[00:18:45.000 --> 00:18:48.000]  這是主耶穌自己說的話
[00:18:48.000 --> 00:18:50.000]  時候要到
[00:18:50.000 --> 00:18:52.000]  如今就是了
[00:18:52.000 --> 00:18:55.000]  那真正拜父的
[00:18:55.000 --> 00:18:58.000]  要用心靈和誠實拜他
[00:18:58.000 --> 00:19:02.000]  因為父要這樣的人拜他
[00:19:02.000 --> 00:19:06.000]  那真正敬拜天父的人
[00:19:06.000 --> 00:19:12.000]  是用心靈和誠實來拜他
[00:19:12.000 --> 00:19:15.000]  心靈是內在的
[00:19:15.000 --> 00:19:18.000]  誠實是內在的
[00:19:18.000 --> 00:19:25.000]  可以說是雙重的內在的意義
[00:19:25.000 --> 00:19:29.000]  神要這樣的人拜他
[00:19:29.000 --> 00:19:32.000]  因為神是靈
[00:19:32.000 --> 00:19:35.000]  所以我們要用靈拜他
[00:19:35.000 --> 00:19:38.000]  神是誠實的
[00:19:38.000 --> 00:19:43.000]  我們用誠實的心來拜他
[00:19:43.000 --> 00:19:49.000]  有的人重新翻譯這句話
[00:19:49.000 --> 00:19:58.000]  他們說這裡說的誠實的原文是真理
[00:19:58.000 --> 00:19:59.000]  有兩個意思
[00:19:59.000 --> 00:20:00.000]  一個是誠實的意思
[00:20:00.000 --> 00:20:02.000]  一個是真理的意思
[00:20:02.000 --> 00:20:06.000]  既然上面已經說用心靈了
[00:20:06.000 --> 00:20:09.000]  我們不要再重複用誠實
[00:20:09.000 --> 00:20:12.000]  應該改用真理
[00:20:12.000 --> 00:20:18.000]  那就是說要用心靈和真理來拜神
[00:20:18.000 --> 00:20:22.000]  這個解釋很值得我們注意
[00:20:22.000 --> 00:20:29.000]  用心靈和誠實在基本意義上是相近相似的
[00:20:29.000 --> 00:20:32.000]  所以是一樣東西
[00:20:32.000 --> 00:20:34.000]  而這裡主是講兩樣東西
[00:20:34.000 --> 00:20:37.000]  所以很可能這個誠實
[00:20:37.000 --> 00:20:44.000]  是要採取希臘文原文的那個字的兩個意思之一
[00:20:44.000 --> 00:20:48.000]  就是真理
[00:20:48.000 --> 00:20:53.000]  要用心靈和真理拜神
[00:20:53.000 --> 00:20:55.000]  不但是用心靈來拜
[00:20:55.000 --> 00:20:58.000]  也要按照神的真理來拜
[00:20:58.000 --> 00:21:00.000]  不是按自己的意思來拜
[00:21:00.000 --> 00:21:05.000]  按照神的真理來拜
[00:21:05.000 --> 00:21:08.000]  所以意思更豐富了一點
[00:21:08.000 --> 00:21:13.000]  但是我們今天晚上注意的要點是
[00:21:13.000 --> 00:21:19.000]  對神的真真誠誠的敬拜
[00:21:19.000 --> 00:21:22.000]  一個人對神真誠了
[00:21:22.000 --> 00:21:26.000]  跟著對什麼都真誠
[00:21:26.000 --> 00:21:30.000]  因為與神的關係是最基本的關係
[00:21:30.000 --> 00:21:33.000]  是向上的關係
[00:21:33.000 --> 00:21:35.000]  這個關係通了
[00:21:35.000 --> 00:21:37.000]  這個關係正確了
[00:21:37.000 --> 00:21:39.000]  它就發揮作用
[00:21:39.000 --> 00:21:42.000]  是我們平面的關係
[00:21:42.000 --> 00:21:45.000]  就是與人的關係也通了
[00:21:45.000 --> 00:21:48.000]  也正常化了
[00:21:48.000 --> 00:21:50.000]  所以一個人信主啊
[00:21:50.000 --> 00:21:52.000]  這個關係太大了
[00:21:52.000 --> 00:21:56.000]  就是他基本的那個立場
[00:21:56.000 --> 00:22:01.000]  他基本的內在的心情
[00:22:01.000 --> 00:22:05.000]  他的基本的品格
[00:22:05.000 --> 00:22:09.000]  他的基本的態度改變
[00:22:09.000 --> 00:22:11.000]  所以這是基本的改變
[00:22:11.000 --> 00:22:14.000]  那就是為什麼一個人重生的
[00:22:14.000 --> 00:22:19.000]  就與天父的關係糾正以後
[00:22:19.000 --> 00:22:24.000]  他與人的關係跟著就好起來了
[00:22:24.000 --> 00:22:27.000]  所以主耶穌出來傳福音
[00:22:27.000 --> 00:22:29.000]  祂說你們當信福音
[00:22:29.000 --> 00:22:32.000]  悔改信福音
[00:22:32.000 --> 00:22:35.000]  信福音是對神的
[00:22:35.000 --> 00:22:37.000]  悔改是對人的
[00:22:37.000 --> 00:22:42.000]  一信了神就悔改了
[00:22:42.000 --> 00:22:45.000]  與神有了正確的關係跟著
[00:22:45.000 --> 00:22:51.000]  就與人有正確的關係
[00:22:51.000 --> 00:22:56.000]  所以我們把第七點首先講
[00:22:56.000 --> 00:23:01.000]  當作一個基本的動力
[00:23:01.000 --> 00:23:05.000]  然後我們來到第一點
[00:23:05.000 --> 00:23:08.000]  內在的善
[00:23:08.000 --> 00:23:12.000]  我們用內心敬拜神以後
[00:23:12.000 --> 00:23:16.000]  我們追求的善就是內在的善
[00:23:16.000 --> 00:23:19.000]  不是表面表源的善
[00:23:19.000 --> 00:23:25.000]  我們看馬太福音六章一節三節
[00:23:25.000 --> 00:23:32.000]  馬太福音六章一節和三節
[00:23:32.000 --> 00:23:35.000]  主耶穌說的話
[00:23:35.000 --> 00:23:37.000]  你們要小心
[00:23:37.000 --> 00:23:41.000]  不可將善事行在人的面前
[00:23:41.000 --> 00:23:43.000]  不要讓他們看見
[00:23:43.000 --> 00:23:46.000]  我們再看第三節
[00:23:46.000 --> 00:23:48.000]  你們施捨的時候
[00:23:48.000 --> 00:23:56.000]  不要將左手指到右手所做的
[00:23:56.000 --> 00:24:00.000]  主耶穌這個話是針對當時的巴黎賽人
[00:24:00.000 --> 00:24:03.000]  他們行善要推號
[00:24:03.000 --> 00:24:06.000]  我要行善了我要幫助人了
[00:24:06.000 --> 00:24:11.000]  意思就是叫人看見來稱讚他
[00:24:11.000 --> 00:24:16.000]  世上的人很多的人是如此的行善
[00:24:16.000 --> 00:24:19.000]  很多年前我在香港的時候
[00:24:19.000 --> 00:24:27.000]  聽見一個朋友是在一個最大的報館做事
[00:24:27.000 --> 00:24:30.000]  他告訴我這件事實
[00:24:30.000 --> 00:24:35.000]  那是華僑日報從香港來的都知道
[00:24:35.000 --> 00:24:42.000]  華僑日報那個時候每年都舉行一個祭品運動
[00:24:42.000 --> 00:24:48.000]  就是周祭貧窮人的一個慈善運動
[00:24:48.000 --> 00:24:57.000]  號召香港的居民來捐錢幫助貧窮的人
[00:24:57.000 --> 00:25:01.000]  有一天這個報館收到一封信
[00:25:01.000 --> 00:25:06.000]  我打開來看這個信裡面說
[00:25:06.000 --> 00:25:13.000]  我預備捐十萬塊給你們的祭品運動
[00:25:13.000 --> 00:25:15.000]  但是有條件
[00:25:15.000 --> 00:25:21.000]  我附上了我的照片和我的自我介紹
[00:25:21.000 --> 00:25:23.000]  你們要照燈
[00:25:23.000 --> 00:25:26.000]  照片尺寸不可縮小
[00:25:26.000 --> 00:25:28.000]  要照燈
[00:25:28.000 --> 00:25:30.000]  我接受這個條件
[00:25:30.000 --> 00:25:32.000]  這個錢就給你們
[00:25:32.000 --> 00:25:37.000]  不接受對不起我不能捐
[00:25:37.000 --> 00:25:41.000]  這個報社裡的人就啼笑不得
[00:25:41.000 --> 00:25:42.000]  最後他們接納了
[00:25:42.000 --> 00:25:47.000]  為了窮人的好處他們就接納了
[00:25:47.000 --> 00:25:51.000]  這是一個典型的例子
[00:25:51.000 --> 00:25:58.000]  很多的人行善就是要得一個匾一個牌掛在大門口
[00:25:58.000 --> 00:26:01.000]  樂善好施
[00:26:01.000 --> 00:26:04.000]  人人稱讚大善人
[00:26:04.000 --> 00:26:06.000]  但是主耶穌說
[00:26:06.000 --> 00:26:08.000]  你行善的時候
[00:26:08.000 --> 00:26:11.000]  右手做的不要叫左手指導
[00:26:11.000 --> 00:26:14.000]  左手做的不要叫右手指導
[00:26:14.000 --> 00:26:17.000]  要行在暗中
[00:26:17.000 --> 00:26:20.000]  只有天父指導
[00:26:20.000 --> 00:26:22.000]  這是真的善
[00:26:22.000 --> 00:26:27.000]  這是內在的
[00:26:27.000 --> 00:26:29.000]  這樣的善
[00:26:29.000 --> 00:26:32.000]  內心最大的滿足
[00:26:32.000 --> 00:26:42.000]  將來要得到真正的恩典
