
[00:00:00.000 --> 00:00:04.000]  我們的思想是有關健全生命的真理
[00:03:34.000 --> 00:03:36.000]  很牢固對他的控制
[00:03:36.000 --> 00:03:39.000]  他完全得不到釋放
[00:03:39.000 --> 00:03:42.000]  這位女士似乎不認識主耶穌
[00:03:42.000 --> 00:03:45.000]  沒有主動邀請耶穌來幫助她
[00:03:45.000 --> 00:03:48.000]  是耶穌自己主動去跟她說
[00:03:48.000 --> 00:03:53.000]  他說:夫人,你脫離這疾病了
[00:03:53.000 --> 00:03:57.000]  是他主動走過去釋放她
[00:03:57.000 --> 00:03:58.000]  當然大家會明白
[00:03:58.000 --> 00:04:02.000]  這句話其實背後要承擔很多後果
[00:04:02.000 --> 00:04:03.000]  什麼後果呢?
[00:04:03.000 --> 00:04:05.000]  遠看前面六合一第六章
[00:04:05.000 --> 00:04:07.000]  當時有類似的情景
[00:04:07.000 --> 00:04:08.000]  安息日
[00:04:08.000 --> 00:04:12.000]  耶穌面對一個右手枯乾的人
[00:04:12.000 --> 00:04:15.000]  可能是一些肌肉萎縮症
[00:04:15.000 --> 00:04:19.000]  當時的法利塞人和民事就在觀察
[00:04:19.000 --> 00:04:22.000]  耶穌會不會在安息日治病
[00:04:22.000 --> 00:04:25.000]  耶穌明明知道他們在監視他
[00:04:25.000 --> 00:04:28.000]  但他仍然清楚地表示
[00:04:28.000 --> 00:04:31.000]  安息日行善行惡
[00:04:31.000 --> 00:04:33.000]  救命害命
[00:04:33.000 --> 00:04:35.000]  哪樣可以呢?
[00:04:35.000 --> 00:04:40.000]  很清楚他知道安息日應該行善和救命
[00:04:40.000 --> 00:04:43.000]  所以他就馬上醫治這個病人
[00:04:43.000 --> 00:04:46.000]  聖經就說這些法利塞人和民事
[00:04:46.000 --> 00:04:48.000]  他們就滿心大怒
[00:04:48.000 --> 00:04:52.000]  然後要策劃如何處置耶穌
[00:04:52.000 --> 00:04:53.000]  因此來到同樣的處境
[00:04:53.000 --> 00:04:56.000]  耶穌知道當他醫治這個婦人的時候
[00:04:56.000 --> 00:05:00.000]  後果可能是殺身之禍
[00:05:00.000 --> 00:05:04.000]  但似乎耶穌不計較這些後果
[00:05:04.000 --> 00:05:08.000]  他主動走過去就醫治
[00:05:08.000 --> 00:05:10.000]  是什麼原因呢?
[00:05:10.000 --> 00:05:14.000]  我相信很簡單的原因就是愛
[00:05:14.000 --> 00:05:16.000]  耶穌很珍惜這位女士
[00:05:16.000 --> 00:05:20.000]  她這個時候不顧自己面對的後果
[00:05:20.000 --> 00:05:24.000]  他愛她而立時釋放她
[00:05:24.000 --> 00:05:27.000]  我們先看看第十六節
[00:05:27.000 --> 00:05:32.000]  耶穌說何況這個女人是阿伯拉罕的後裔
[00:05:32.000 --> 00:05:36.000]  也意味著這個人是神所珍貴的
[00:05:36.000 --> 00:05:39.000]  因此耶穌不會輕視她
[00:05:39.000 --> 00:05:42.000]  很重視她無懼自己會受害
[00:05:42.000 --> 00:05:47.000]  仍然在當中關心和醫治她
[00:05:47.000 --> 00:05:50.000]  我們再看經文的時候
[00:05:50.000 --> 00:05:52.000]  你會發覺當時耶穌就繼續做一件事
[00:05:52.000 --> 00:05:53.000]  第十三節
[00:05:53.000 --> 00:05:56.000]  耶穌用雙手按在她身上
[00:05:56.000 --> 00:06:00.000]  她立刻直站腰來頌讚神
[00:06:00.000 --> 00:06:03.000]  當然耶穌一句話已經可以說得很斜領
[00:06:03.000 --> 00:06:06.000]  但為什麼他要按在她身上呢?
[00:06:06.000 --> 00:06:08.000]  可能當時這個女士
[00:06:08.000 --> 00:06:11.000]  都不知道自己已經得到醫治
[00:06:11.000 --> 00:06:14.000]  太習慣彎著背
[00:06:14.000 --> 00:06:16.000]  耶穌可能按手在她的背上
[00:06:16.000 --> 00:06:20.000]  讓她可以放心彎直腰
[00:06:20.000 --> 00:06:23.000]  所以當時她的腰就直起來
[00:06:23.000 --> 00:06:26.000]  因此她清楚知道自己得醫治
[00:06:26.000 --> 00:06:29.000]  她就讚美上帝
[00:06:29.000 --> 00:06:31.000]  在世上有很多的人
[00:06:31.000 --> 00:06:32.000]  千千萬萬的人
[00:06:32.000 --> 00:06:35.000]  曾經經歷耶穌給我們的釋放
[00:06:35.000 --> 00:06:38.000]  在我自己有時候看到一本書
[00:06:38.000 --> 00:06:41.000]  關於一位宣教士的傳記
[00:06:41.000 --> 00:06:43.000]  中文名叫做賈艾梅
[00:06:43.000 --> 00:06:44.000]  Amy Carmichael
[00:06:44.000 --> 00:06:46.000]  可能大家聽過
[00:06:46.000 --> 00:06:47.000]  28歲的時候
[00:06:47.000 --> 00:06:52.000]  從英國的地方去到印度做宣教
[00:06:52.000 --> 00:06:54.000]  當她去到這個地方的時候
[00:06:54.000 --> 00:06:56.000]  一心一意想做全方位的工作
[00:06:56.000 --> 00:06:59.000]  是她最重要想做的
[00:06:59.000 --> 00:07:00.000]  但神給她發現
[00:07:00.000 --> 00:07:02.000]  當地有一個很奇怪的風俗
[00:07:02.000 --> 00:07:04.000]  就是一個小女孩
[00:07:04.000 --> 00:07:05.000]  五歲六歲
[00:07:05.000 --> 00:07:08.000]  就被人送去神廟
[00:07:08.000 --> 00:07:10.000]  美其名就說
[00:07:10.000 --> 00:07:12.000]  跟神靈結婚
[00:07:12.000 --> 00:07:14.000]  嫁給神靈
[00:07:14.000 --> 00:07:16.000]  但其實從此之後
[00:07:16.000 --> 00:07:19.000]  在神廟當中做廟祭
[00:07:19.000 --> 00:07:20.000]  五六歲開始
[00:07:20.000 --> 00:07:22.000]  一生就跟無數的
[00:07:22.000 --> 00:07:25.000]  那些敬拜偶像的男士
[00:07:25.000 --> 00:07:27.000]  有吟行
[00:07:27.000 --> 00:07:29.000]  你可以想像
[00:07:29.000 --> 00:07:30.000]  在過去的歷史當中
[00:07:30.000 --> 00:07:33.000]  雖然今天印度已經廢除了這種做法
[00:07:33.000 --> 00:07:37.000]  但當時有很多很多的兒童少年
[00:07:37.000 --> 00:07:41.000]  是身心受到很大的創傷
[00:07:41.000 --> 00:07:43.000]  Amy Carmichael去到的時候
[00:07:43.000 --> 00:07:44.000]  看到這些事情
[00:07:44.000 --> 00:07:46.000]  她心裡很難受
[00:07:46.000 --> 00:07:47.000]  她清楚知道
[00:07:47.000 --> 00:07:49.000]  神是要釋放他們
[00:07:49.000 --> 00:07:51.000]  因此她決心做一件事情
[00:07:51.000 --> 00:07:52.000]  就是用盡方法
[00:07:52.000 --> 00:07:56.000]  去營救這些小朋友出來
[00:07:56.000 --> 00:07:59.000]  她帶他們去到一些安全的地方
[00:07:59.000 --> 00:08:01.000]  讓他們得到關懷
[00:08:01.000 --> 00:08:03.000]  讓他們得到成長
[00:08:03.000 --> 00:08:05.000]  當然大家可以想像
[00:08:05.000 --> 00:08:06.000]  這個營救過程
[00:08:06.000 --> 00:08:10.000]  一定面對很多的阻撓
[00:08:10.000 --> 00:08:13.000]  他的生命也面對著很多人的威脅
[00:08:13.000 --> 00:08:16.000]  很多人甚至威脅要殺他
[00:08:16.000 --> 00:08:18.000]  但她不理會這些情況
[00:08:18.000 --> 00:08:22.000]  就是不斷地去拯救這些孩子
[00:08:22.000 --> 00:08:23.000]  神將很多孩子
[00:08:23.000 --> 00:08:26.000]  拆散在她的生命手中
[00:08:26.000 --> 00:08:29.000]  而很多的孩子得到釋放
[00:08:29.000 --> 00:08:30.000]  得到幫助
[00:08:30.000 --> 00:08:32.000]  Amy Carmichael清楚表達
[00:08:32.000 --> 00:08:35.000]  她說不是我去釋放他們
[00:08:35.000 --> 00:08:37.000]  很明顯是神在背後
[00:08:37.000 --> 00:08:39.000]  祂是最終的釋放者
[00:08:39.000 --> 00:08:41.000]  她說有一次
[00:08:41.000 --> 00:08:43.000]  她收到兩封信
[00:08:43.000 --> 00:08:45.000]  因為之前有一個小女孩
[00:08:45.000 --> 00:08:46.000]  被人擄掠了走
[00:08:46.000 --> 00:08:47.000]  不知道去了哪裡
[00:08:47.000 --> 00:08:48.000]  很為她擔心
[00:08:48.000 --> 00:08:50.000]  收到信的時候馬上打開
[00:08:50.000 --> 00:08:54.000]  就發現綁匪要求一筆贖金
[00:08:54.000 --> 00:08:57.000]  然後才肯將她送回來
[00:08:57.000 --> 00:08:58.000]  她說這個小女孩
[00:08:58.000 --> 00:09:00.000]  現在在600英里以外
[00:09:00.000 --> 00:09:03.000]  你找不到她了
[00:09:03.000 --> 00:09:05.000]  在很憂愁的情況下
[00:09:05.000 --> 00:09:07.000]  打開第二封信
[00:09:07.000 --> 00:09:10.000]  都是從很遙遠的歐洲地方
[00:09:10.000 --> 00:09:11.000]  寄來一筆金錢
[00:09:11.000 --> 00:09:13.000]  支持她的工作
[00:09:13.000 --> 00:09:17.000]  那筆錢和綁匪所要求的贖金
[00:09:17.000 --> 00:09:20.000]  是一樣的金額
[00:09:20.000 --> 00:09:23.000]  因此Amy一看到這封信的時候
[00:09:23.000 --> 00:09:26.000]  她知道是神要她用這筆錢
[00:09:26.000 --> 00:09:29.000]  贖回這一個生命
[00:09:29.000 --> 00:09:31.000]  很快的這個小女孩
[00:09:31.000 --> 00:09:35.000]  就回到他們的居所
[00:09:35.000 --> 00:09:39.000]  她知道不是自己能夠去救護他們
[00:09:39.000 --> 00:09:41.000]  是神與她同工
[00:09:41.000 --> 00:09:44.000]  是神自己願意釋放
[00:09:44.000 --> 00:09:45.000]  今天當我們參與
[00:09:45.000 --> 00:09:48.000]  在各式的釋放的服事裡面
[00:09:48.000 --> 00:09:51.000]  無論是叫人從罪當中得釋放
[00:09:51.000 --> 00:09:55.000]  或者從某些制度當中得釋放
[00:09:55.000 --> 00:09:58.000]  你要知道神會與你同工
[00:09:58.000 --> 00:10:02.000]  因為神喜悅我們做這些事情
[00:10:02.000 --> 00:10:03.000]  我們再看看
[00:10:03.000 --> 00:10:05.000]  當耶穌這麼做的時候
[00:10:05.000 --> 00:10:06.000]  這個管會堂的人
[00:10:06.000 --> 00:10:08.000]  他的反應是怎樣呢
[00:10:08.000 --> 00:10:11.000]  我們看看第十四節
[00:10:11.000 --> 00:10:15.000]  會堂的主管因為耶穌做安息日治病
[00:10:15.000 --> 00:10:17.000]  就氣憤憤地對群眾說
[00:10:17.000 --> 00:10:20.000]  有六天時應當作公的
[00:10:20.000 --> 00:10:25.000]  你們可以在這六天裡來求醫
[00:10:25.000 --> 00:10:29.000]  但在安息日卻不可以
[00:10:29.000 --> 00:10:33.000]  當時這個主管很憤怒地罵群眾
[00:10:33.000 --> 00:10:36.000]  其實他想罵誰呢
[00:10:36.000 --> 00:10:38.000]  耶穌在旁邊
[00:10:38.000 --> 00:10:39.000]  他又不看著他
[00:10:39.000 --> 00:10:40.000]  相信也是不看著他
[00:10:40.000 --> 00:10:41.000]  向著群眾說
[00:10:41.000 --> 00:10:43.000]  你們六天不應該來求醫節的
[00:10:43.000 --> 00:10:46.000]  看一看
[00:10:46.000 --> 00:10:49.000]  我想他裡面很不敢
[00:10:49.000 --> 00:10:50.000]  直接罵耶穌
[00:10:50.000 --> 00:10:52.000]  怕群眾不開心
[00:10:52.000 --> 00:10:56.000]  但他就借群眾責備耶穌
[00:10:56.000 --> 00:10:59.000]  同時他假借律法之名
[00:10:59.000 --> 00:11:03.000]  認為安息日不可以來治病
[00:11:03.000 --> 00:11:05.000]  他很不開心
[00:11:05.000 --> 00:11:08.000]  當時耶穌看到這樣的情況的時候
[00:11:08.000 --> 00:11:10.000]  就立刻回應一句話
[00:11:10.000 --> 00:11:13.000]  這句話
[00:11:13.000 --> 00:11:17.000]  相信是要他能夠反省自己
[00:11:17.000 --> 00:11:18.000]  甚至主說
[00:11:18.000 --> 00:11:20.000]  「偽君子啊
[00:11:20.000 --> 00:11:22.000]  你們哪一個人在安息日
[00:11:22.000 --> 00:11:25.000]  不從槽那裡解開牛顱
[00:11:25.000 --> 00:11:28.000]  先去喝水呢?」
[00:11:28.000 --> 00:11:30.000]  你們也有一個習慣
[00:11:30.000 --> 00:11:31.000]  在安息日
[00:11:31.000 --> 00:11:34.000]  是可以讓牛顱得到水喝
[00:11:34.000 --> 00:11:36.000]  你們看到他們乾喝
[00:11:36.000 --> 00:11:37.000]  也會讓他們去喝水
[00:11:37.000 --> 00:11:39.000]  是當時拉比所教導的
[00:11:39.000 --> 00:11:41.000]  是可以在安息日
[00:11:41.000 --> 00:11:44.000]  餵牛顱喝水
[00:11:44.000 --> 00:11:46.000]  帶他們去到水槽旁邊
[00:11:46.000 --> 00:11:48.000]  倒水在水槽裡
[00:11:48.000 --> 00:11:51.000]  只要你不會拿高水桶
[00:11:51.000 --> 00:11:52.000]  拿高水桶給牛顱喝水
[00:11:52.000 --> 00:11:54.000]  就是犯安息日
[00:11:54.000 --> 00:11:56.000]  如果不拿高水桶
[00:11:56.000 --> 00:11:59.000]  只是給牛顱在槽裡喝水
[00:11:59.000 --> 00:12:02.000]  就沒有犯安息日
[00:12:02.000 --> 00:12:04.000]  主耶穌說
[00:12:04.000 --> 00:12:08.000]  「難道牛顱比人更貴重嗎?
[00:12:08.000 --> 00:12:10.000]  你們接受牛顱喝水
[00:12:10.000 --> 00:12:15.000]  為什麼不接受人得到幫助?」
[00:12:15.000 --> 00:12:18.000]  很清楚耶穌所說的情況
[00:12:18.000 --> 00:12:21.000]  是人重視制度
[00:12:21.000 --> 00:12:24.000]  多於重視人
[00:12:24.000 --> 00:12:26.000]  一個管會堂的人
[00:12:26.000 --> 00:12:28.000]  他不會察覺到自己內心
[00:12:28.000 --> 00:12:31.000]  其實背後一個重要的原因
[00:12:31.000 --> 00:12:33.000]  是那個自我
[00:12:33.000 --> 00:12:36.000]  我是這個制度的維護者
[00:12:36.000 --> 00:12:39.000]  誰違反制度
[00:12:39.000 --> 00:12:41.000]  就是不尊重我
[00:12:41.000 --> 00:12:43.000]  就是不給我面子
[00:12:43.000 --> 00:12:46.000]  因此不是人違背制度
[00:12:46.000 --> 00:12:47.000]  得罪神
[00:12:47.000 --> 00:12:50.000]  而是不給祂面子
[00:12:50.000 --> 00:12:52.000]  以致祂憤怒
[00:12:52.000 --> 00:12:55.000]  人還以為是奉神的名
[00:12:55.000 --> 00:12:58.000]  執行一些公義的事情
[00:12:58.000 --> 00:12:59.000]  耶穌說
[00:12:59.000 --> 00:13:03.000]  「你知不知道當中的矛盾呢?」
[00:13:03.000 --> 00:13:04.000]  當然,你知不知道
[00:13:04.000 --> 00:13:07.000]  好的制度能夠帶給人有益處
[00:13:07.000 --> 00:13:10.000]  但是何時我們重視制度
[00:13:10.000 --> 00:13:12.000]  而輕視人
[00:13:12.000 --> 00:13:14.000]  甚至忽視生命的價值
[00:13:14.000 --> 00:13:18.000]  這是要放棄的制度
[00:13:18.000 --> 00:13:20.000]  在當時耶穌再說
[00:13:20.000 --> 00:13:22.000]  我們再看剛才的十六節
[00:13:22.000 --> 00:13:25.000]  「何況這女人是阿伯蘭的後裔
[00:13:25.000 --> 00:13:26.000]  她是珍貴的
[00:13:26.000 --> 00:13:30.000]  已經被撒旦捆綁了十八年
[00:13:30.000 --> 00:13:33.000]  不應當在安息日解開她的捆綁嗎?
[00:13:33.000 --> 00:13:36.000]  已經受捆綁十八年了」
[00:13:36.000 --> 00:13:38.000]  可能有些人對耶穌說
[00:13:38.000 --> 00:13:41.000]  「君子不吃眼前虧
[00:13:41.000 --> 00:13:44.000]  醫治這個女士不要緊
[00:13:44.000 --> 00:13:46.000]  明天不是安息日
[00:13:46.000 --> 00:13:47.000]  我明天帶她來找你
[00:13:47.000 --> 00:13:51.000]  你再醫治她也一樣可以」
[00:13:51.000 --> 00:13:54.000]  但耶穌似乎不接受
[00:13:54.000 --> 00:13:58.000]  既然她已經被捆綁十八年了
[00:13:58.000 --> 00:14:02.000]  不應該再去擔言多一天
[00:14:02.000 --> 00:14:04.000]  今天應該做的事
[00:14:04.000 --> 00:14:07.000]  為什麼要等到明天?
[00:14:07.000 --> 00:14:09.000]  你可以看得出耶穌的心腸
[00:14:09.000 --> 00:14:11.000]  那種愛人的心
[00:14:11.000 --> 00:14:14.000]  祂渴望祂快點得到釋放
[00:14:14.000 --> 00:14:16.000]  如果你有一個很愛的親人
[00:14:16.000 --> 00:14:18.000]  他在病床上
[00:14:18.000 --> 00:14:21.000]  你知道他會康復
[00:14:21.000 --> 00:14:22.000]  他可以今天康復
[00:14:22.000 --> 00:14:24.000]  或者明天康復
[00:14:24.000 --> 00:14:27.000]  你會怎樣決定呢?
[00:14:27.000 --> 00:14:30.000]  「今天我要上班
[00:14:30.000 --> 00:14:32.000]  我沒空接你
[00:14:32.000 --> 00:14:34.000]  不如你病多一天
[00:14:34.000 --> 00:14:37.000]  你明天才康復」
[00:14:37.000 --> 00:14:38.000]  我想我們不會
[00:14:38.000 --> 00:14:40.000]  如果那是你所愛的
[00:14:40.000 --> 00:14:44.000]  你不必要去擔言
[00:14:44.000 --> 00:14:46.000]  主耶穌愛這位女士的心
[00:14:46.000 --> 00:14:48.000]  從這一點我們看得見
[00:14:48.000 --> 00:14:51.000]  祂說「應當在安息日
[00:14:51.000 --> 00:14:54.000]  解開她的捆綁」
[00:14:54.000 --> 00:14:56.000]  當主耶穌說完話之後
[00:14:56.000 --> 00:14:59.000]  那些與祂為敵的人都慚愧
[00:14:59.000 --> 00:15:01.000]  這裡不單是在說管會堂
[00:15:01.000 --> 00:15:03.000]  還有旁邊的人
[00:15:03.000 --> 00:15:06.000]  他們都感受慚愧
[00:15:06.000 --> 00:15:07.000]  似乎耶穌的話
[00:15:07.000 --> 00:15:10.000]  帶給他們良心的反省
[00:15:10.000 --> 00:15:12.000]  同時你會發覺周圍的人
[00:15:12.000 --> 00:15:13.000]  經常說
[00:15:13.000 --> 00:15:17.000]  「群眾卻都因祂所行一切榮耀的事
[00:15:17.000 --> 00:15:19.000]  他們歡喜」
[00:15:19.000 --> 00:15:20.000]  他們的心很快樂
[00:15:20.000 --> 00:15:22.000]  因為他們良心
[00:15:22.000 --> 00:15:25.000]  印證耶穌所做的事是美事
[00:15:25.000 --> 00:15:26.000]  其實當基督徒
[00:15:26.000 --> 00:15:29.000]  做一些釋放人的工作
[00:15:29.000 --> 00:15:32.000]  好像社會上一些防腐劑
[00:15:32.000 --> 00:15:34.000]  是能夠幫助這個社會
[00:15:34.000 --> 00:15:37.000]  避免進一步的腐化
[00:15:37.000 --> 00:15:39.000]  人的良心被喚醒
[00:15:39.000 --> 00:15:43.000]  知道應該去做一些行善救命的事情
[00:15:43.000 --> 00:15:45.000]  釋放的事情
[00:15:45.000 --> 00:15:46.000]  以至這一群群眾
[00:15:46.000 --> 00:15:51.000]  他們就想回耶穌曾經所做一切榮耀的事情
[00:15:51.000 --> 00:15:53.000]  而且他們非常歡喜
[00:15:53.000 --> 00:15:55.000]  非常快樂
[00:15:55.000 --> 00:15:57.000]  各位弟兄姊妹
[00:15:57.000 --> 00:16:00.000]  我們在所身處的社會
[00:16:00.000 --> 00:16:04.000]  你一定會遇到一些被捆綁的人
[00:16:04.000 --> 00:16:07.000]  求神都賜給我們那份心靈的力量
[00:16:07.000 --> 00:16:09.000]  靠著主給我們的勇氣
[00:16:09.000 --> 00:16:12.000]  我們做主所做的事情
[00:16:12.000 --> 00:16:15.000]  因為我們都是祂的門徒
[00:16:15.000 --> 00:16:17.000]  我們一起祈禱

