
[00:00:00.000 --> 00:00:03.000]  我們在新一季有一個特別的方向
[00:03:11.000 --> 00:03:13.000]  但是其中一個感受就是
[00:03:13.000 --> 00:03:16.000]  我看到每一次和弟兄姊妹一起聊天
[00:03:16.000 --> 00:03:18.000]  每一次一起吃早餐
[00:03:18.000 --> 00:03:20.000]  就覺得有一種很密切的關係
[00:03:20.000 --> 00:03:22.000]  是過去感受不到的
[00:03:22.000 --> 00:03:24.000]  因為每一天都見到他們
[00:03:24.000 --> 00:03:27.000]  每一天都有機會一起吃早餐 一起聊天
[00:03:27.000 --> 00:03:31.000]  大家都會明白如果兩個夫婦
[00:03:31.000 --> 00:03:33.000]  他們一個星期只見一次面
[00:03:33.000 --> 00:03:37.000]  這種夫婦關係是很薄弱的
[00:03:37.000 --> 00:03:41.000]  當你想和你的父 你的天父建立關係的時候
[00:03:41.000 --> 00:03:43.000]  大家都可以明白
[00:03:43.000 --> 00:03:47.000]  我們不可以依靠星期日一次回來崇拜 聽講道
[00:03:47.000 --> 00:03:49.000]  回到另一課堂的時候
[00:03:49.000 --> 00:03:51.000]  「嗨 天父早晨」
[00:03:51.000 --> 00:03:55.000]  離開的時候就「拜拜 下星期再見」
[00:03:55.000 --> 00:04:01.000]  我相信這種關係不是一個健康的關係
[00:04:01.000 --> 00:04:03.000]  當然也會有幫助 有成長
[00:04:03.000 --> 00:04:06.000]  但是那個成長很緩慢
[00:04:06.000 --> 00:04:10.000]  我們實際上是需要每一天去建立和主的關係
[00:04:10.000 --> 00:04:14.000]  每一天和他有溝通 每一天去讀他的說話
[00:04:14.000 --> 00:04:17.000]  我們常常彼此提醒
[00:04:17.000 --> 00:04:19.000]  頂智每日雖然生活上繁忙
[00:04:19.000 --> 00:04:24.000]  但是不要把最基本的生命追求
[00:04:24.000 --> 00:04:28.000]  在內默想思想神的話
[00:04:28.000 --> 00:04:32.000]  在外不斷遵行神的話
[00:04:32.000 --> 00:04:36.000]  這種讀聖經最基本的內情和愛情的生命成長
[00:04:36.000 --> 00:04:41.000]  成為了你生活的一個重要標記
[00:04:41.000 --> 00:04:44.000]  96年開始 盼望神幫助我們
[00:04:44.000 --> 00:04:48.000]  激勵我們在一個方向繼續追求
[00:04:48.000 --> 00:04:53.000]  如何能夠在讀經上有內情和外情的追求呢?
[00:04:53.000 --> 00:04:56.000]  我們今天會透過聖經的詩篇119篇
[00:04:56.000 --> 00:04:58.000]  一起來領受
[00:04:58.000 --> 00:05:03.000]  請大家揭開詩篇119篇
[00:05:04.000 --> 00:05:09.000]  詩篇119篇是一張很奇妙、很寶貴的詩篇
[00:05:09.000 --> 00:05:11.000]  大家會知道它非常之長
[00:05:11.000 --> 00:05:15.000]  總共有176節
[00:05:15.000 --> 00:05:17.000]  它分為22個小段
[00:05:17.000 --> 00:05:21.000]  每一段有8節的經文 很有規律
[00:05:21.000 --> 00:05:23.000]  而大家如果知道
[00:05:23.000 --> 00:05:25.000]  這段經文的內容是甚麼
[00:05:25.000 --> 00:05:27.000]  其實是一本書
[00:05:27.000 --> 00:05:32.000]  每一小段有8節的經文 很有規律
[00:05:32.000 --> 00:05:34.000]  而大家如果知道
[00:05:34.000 --> 00:05:37.000]  原來的聖經舊約是用希伯來文寫的
[00:05:37.000 --> 00:05:39.000]  希伯來文有22個字母
[00:05:39.000 --> 00:05:43.000]  因此這22段 每一段的8節
[00:05:43.000 --> 00:05:45.000]  例如第一段的8節
[00:05:45.000 --> 00:05:48.000]  就是希伯來文的第一個字母開始
[00:05:48.000 --> 00:05:50.000]  每一節都是那個字母開始
[00:05:50.000 --> 00:05:55.000]  第二個字母 每一節都是這樣開始
[00:05:55.000 --> 00:06:00.000]  我有一種很清楚、很完備、很整全的感受
[00:06:00.000 --> 00:06:03.000]  就是詩人透過一個這樣的組織編排
[00:06:03.000 --> 00:06:07.000]  讓我們感受到他何等重視神的話
[00:06:07.000 --> 00:06:10.000]  神的話何等豐富、何等寶貴
[00:06:10.000 --> 00:06:14.000]  是需要我們很謹慎地上上閱讀、思想
[00:06:14.000 --> 00:06:16.000]  有謹慎的遵行
[00:06:16.000 --> 00:06:20.000]  今天和大家思想的是其中一、兩個重點
[00:06:20.000 --> 00:06:22.000]  特別是看到詩人上上說
[00:06:22.000 --> 00:06:25.000]  他非常喜愛神的話
[00:06:25.000 --> 00:06:29.000]  他愛慕神的話甚至心碎
[00:06:29.000 --> 00:06:31.000]  他愛慕到一個地步
[00:06:31.000 --> 00:06:34.000]  整個人都傾注在神的話裏
[00:06:34.000 --> 00:06:37.000]  我們思想詩人如何愛慕神的話
[00:06:37.000 --> 00:06:38.000]  如何喜愛
[00:06:38.000 --> 00:06:40.000]  他為何要喜愛
[00:06:40.000 --> 00:06:42.000]  他如何去喜愛
[00:06:42.000 --> 00:06:46.000]  我們就從這三方面一起去看一看這段經文
[00:06:46.000 --> 00:06:51.000]  大家先看第119篇第16節
[00:06:51.000 --> 00:06:56.000]  第16節
[00:06:56.000 --> 00:07:01.000]  聖經說:我要在你的律例中自樂
[00:07:01.000 --> 00:07:03.000]  我不忘記你的話
[00:07:03.000 --> 00:07:06.000]  跟著再看後面第47節
[00:07:06.000 --> 00:07:13.000]  第47節
[00:07:13.000 --> 00:07:18.000]  詩人說:我要在你的命令中自樂
[00:07:18.000 --> 00:07:22.000]  這命令數來是我所愛的
[00:07:22.000 --> 00:07:26.000]  詩人說到他愛神的話不是一時
[00:07:26.000 --> 00:07:28.000]  而是數來
[00:07:28.000 --> 00:07:31.000]  長久是他所愛慕的對象
[00:07:31.000 --> 00:07:35.000]  他說:我在你的命令、在你的話當中自樂
[00:07:35.000 --> 00:07:39.000]  他非常享受、非常喜愛神的話
[00:07:39.000 --> 00:07:41.000]  在其中自得其樂
[00:07:41.000 --> 00:07:44.000]  很歡喜、很快樂在神的話當中
[00:07:44.000 --> 00:07:48.000]  當我們願意來讀聖經的時候
[00:07:48.000 --> 00:07:50.000]  一個很基本的追求就是
[00:07:50.000 --> 00:07:53.000]  我們很願意求神幫助我們
[00:07:53.000 --> 00:07:56.000]  讓主的話成為我們所喜愛的
[00:07:56.000 --> 00:08:00.000]  讓我們的心很歡喜、很歡喜主的話
[00:08:00.000 --> 00:08:03.000]  如果沒有了這種喜愛的心
[00:08:03.000 --> 00:08:05.000]  我們讀聖經就會很枯燥
[00:08:05.000 --> 00:08:07.000]  就好像是交功課
[00:08:07.000 --> 00:08:11.000]  好像是有壓力的狀況裏面
[00:08:11.000 --> 00:08:16.000]  有些人會覺得讀聖經很乏味
[00:08:16.000 --> 00:08:18.000]  或者覺得好像沒甚麼興趣
[00:08:18.000 --> 00:08:22.000]  而且越讀越沒有動機
[00:08:22.000 --> 00:08:25.000]  問題未必是聖經本身
[00:08:25.000 --> 00:08:27.000]  而是大家會常常思想
[00:08:27.000 --> 00:08:30.000]  我們讀聖經的習慣是怎樣
[00:08:30.000 --> 00:08:34.000]  我們很多人習慣早上起床的時候讀聖經
[00:08:34.000 --> 00:08:36.000]  但因為可能是工作繁忙
[00:08:36.000 --> 00:08:38.000]  或者其他活動太多
[00:08:38.000 --> 00:08:40.000]  每次讀聖經的時候
[00:08:40.000 --> 00:08:44.000]  可能都是帶著一個很沉睡的精神
[00:08:44.000 --> 00:08:47.000]  在半醒半睡的時候讀聖經
[00:08:47.000 --> 00:08:49.000]  又或者是我們有時候
[00:08:49.000 --> 00:08:54.000]  是很匆忙、趕時間的情況下讀聖經
[00:08:54.000 --> 00:08:56.000]  問題不在於聖經
[00:08:56.000 --> 00:08:58.000]  而是那個習慣
[00:08:58.000 --> 00:09:01.000]  如果你有一件很喜歡做的事
[00:09:01.000 --> 00:09:04.000]  有些人很喜歡閱讀
[00:09:04.000 --> 00:09:09.000]  有些人喜歡彈奏鋼琴
[00:09:09.000 --> 00:09:12.000]  如果你將你最喜歡做的事情
[00:09:12.000 --> 00:09:15.000]  經常是一個最睏
[00:09:15.000 --> 00:09:18.000]  而且是最匆忙的時間做
[00:09:18.000 --> 00:09:20.000]  慢慢你最喜歡做的事情
[00:09:20.000 --> 00:09:23.000]  成為你最不喜歡做的事情
[00:09:23.000 --> 00:09:27.000]  大家會明白那個環境會影響你的情緒
[00:09:27.000 --> 00:09:29.000]  影響你的領受
[00:09:29.000 --> 00:09:32.000]  我自己有一件事情很喜歡
[00:09:32.000 --> 00:09:34.000]  我自己很喜歡就是
[00:09:34.000 --> 00:09:37.000]  能夠在一些空閒的時間
[00:09:37.000 --> 00:09:40.000]  我和太太兩個人去一些靜的餐廳
[00:09:40.000 --> 00:09:43.000]  可以很舒適地慢慢地吃東西
[00:09:43.000 --> 00:09:45.000]  一邊吃一邊聊天
[00:09:45.000 --> 00:09:48.000]  大家知道香港很多時候有快餐文化
[00:09:48.000 --> 00:09:51.000]  十分鐘要吃完所有東西
[00:09:51.000 --> 00:09:52.000]  有些廣告說
[00:09:52.000 --> 00:09:54.000]  不要緊我們快餐供應
[00:09:54.000 --> 00:09:56.000]  五分鐘你可以搞定
[00:09:56.000 --> 00:09:58.000]  很匆忙
[00:09:58.000 --> 00:10:01.000]  當我有機會和太太在一個地方很安靜
[00:10:01.000 --> 00:10:03.000]  一小時、兩小時一邊聊天一邊吃東西
[00:10:03.000 --> 00:10:06.000]  是我很享受的時間
[00:10:06.000 --> 00:10:07.000]  我們會知道就是
[00:10:07.000 --> 00:10:09.000]  如果我們能夠給自己機會
[00:10:09.000 --> 00:10:13.000]  你會真的能夠培養到那份喜愛
[00:10:13.000 --> 00:10:15.000]  我前陣子去沙灘
[00:10:15.000 --> 00:10:17.000]  去到的時候發現了一位朋友
[00:10:17.000 --> 00:10:19.000]  相信是基督徒
[00:10:19.000 --> 00:10:21.000]  他就拿著一本聖經
[00:10:21.000 --> 00:10:24.000]  對著海邊一邊看
[00:10:24.000 --> 00:10:26.000]  看著海邊
[00:10:26.000 --> 00:10:29.000]  我在旁邊稍微觀察一下
[00:10:29.000 --> 00:10:31.000]  我就感覺到他很投入
[00:10:31.000 --> 00:10:34.000]  很享受他的讀聖經
[00:10:34.000 --> 00:10:36.000]  在一個很安靜的環境
[00:10:36.000 --> 00:10:42.000]  他能夠真的領受喜愛當中的說話
[00:10:42.000 --> 00:10:43.000]  弟兄姊妹
[00:10:43.000 --> 00:10:45.000]  我們不需要內疚
[00:10:45.000 --> 00:10:47.000]  不需要覺得自己軟弱
[00:10:47.000 --> 00:10:48.000]  因此我們就灰心
[00:10:48.000 --> 00:10:50.000]  我們大家都經歷過
[00:10:50.000 --> 00:10:52.000]  我也經歷過剛才我所說的
[00:10:52.000 --> 00:10:56.000]  蓋碎、很匆忙、讀聖經的情況
[00:10:56.000 --> 00:10:57.000]  但是神知道我們的需要
[00:10:57.000 --> 00:11:00.000]  祂樂意幫助我們建立那份喜愛
[00:11:00.000 --> 00:11:02.000]  所以我們要繼續努力
[00:11:02.000 --> 00:11:05.000]  很謹慎地安排自己的時間
[00:11:05.000 --> 00:11:07.000]  作出適當的取捨
[00:11:07.000 --> 00:11:09.000]  有些不必要的活動減少
[00:11:09.000 --> 00:11:12.000]  有些不必要的工作放下
[00:11:12.000 --> 00:11:16.000]  以致我們能夠安排到好的環境、時間
[00:11:16.000 --> 00:11:19.000]  能夠培育到那份喜愛
[00:11:19.000 --> 00:11:20.000]  弟兄姊妹
[00:11:20.000 --> 00:11:23.000]  神的說話是我們生命的糧食
[00:11:23.000 --> 00:11:26.000]  當你真的去吃、去嘗的時候
[00:11:26.000 --> 00:11:28.000]  你會感到那種美味
[00:11:28.000 --> 00:11:30.000]  詩人說:你的說話
[00:11:30.000 --> 00:11:32.000]  好像蜂蜜
[00:11:32.000 --> 00:11:36.000]  好像蜂房下滴的蜜般甘甜
[00:11:36.000 --> 00:11:40.000]  我們求主讓我們能夠去享受、去喜愛
[00:11:40.000 --> 00:11:41.000]  正如詩人所說
[00:11:41.000 --> 00:11:43.000]  自樂在其中
[00:11:43.000 --> 00:11:46.000]  自得其樂在神的說話裏面
[00:11:46.000 --> 00:11:49.000]  詩人很喜歡神的說話
[00:11:49.000 --> 00:11:51.000]  但是我們可能會再問第二個問題
[00:11:51.000 --> 00:11:53.000]  他為甚麼這麼喜歡
[00:11:53.000 --> 00:11:56.000]  甚麼原因引致他這麼喜歡神的說話呢?
[00:11:56.000 --> 00:11:59.000]  大家請看接下來的幾節經文
[00:11:59.000 --> 00:12:01.000]  在52節
[00:12:01.000 --> 00:12:06.000]  52節
[00:12:06.000 --> 00:12:10.000]  聖經說:耶和華
[00:12:10.000 --> 00:12:13.000]  我紀念你從古以來的典章
[00:12:13.000 --> 00:12:15.000]  就得了安慰
[00:12:15.000 --> 00:12:18.000]  詩人感受到神的說話
[00:12:18.000 --> 00:12:23.000]  是從古以來都是堅定的應許
[00:12:23.000 --> 00:12:25.000]  神的說話是長久不變的
[00:12:25.000 --> 00:12:27.000]  是永恆不變的
[00:12:27.000 --> 00:12:31.000]  因此他知道是可信可靠的說話
[00:12:31.000 --> 00:12:32.000]  而他個人的經驗就是
[00:12:32.000 --> 00:12:35.000]  當他去思想的時候
[00:12:35.000 --> 00:12:37.000]  就得到安慰
[00:12:37.000 --> 00:12:39.000]  或者你有經驗就是
[00:12:39.000 --> 00:12:41.000]  不是的 我看著也沒有安慰
[00:12:41.000 --> 00:12:43.000]  仍然是很傷心
[00:12:43.000 --> 00:12:47.000]  有些人就說一些經驗
[00:12:47.000 --> 00:12:49.000]  如果肌肉痠痛的時候
[00:12:49.000 --> 00:12:51.000]  就塗一些藥膏
[00:12:51.000 --> 00:12:56.000]  會發覺塗藥膏是不會立刻不痠痛
[00:12:56.000 --> 00:13:00.000]  是需要讓藥物慢慢滲透在肌肉裏面
[00:13:00.000 --> 00:13:02.000]  慢慢能夠舒暢
[00:13:02.000 --> 00:13:04.000]  同樣神的道
[00:13:04.000 --> 00:13:07.000]  我們不可以當是即食的麵
[00:13:07.000 --> 00:13:09.000]  一吃了之後就搞定
[00:13:09.000 --> 00:13:11.000]  詩人說:在我思想的時候
[00:13:11.000 --> 00:13:14.000]  在我默念你的說話的時候
[00:13:14.000 --> 00:13:17.000]  你的說話就成為了我的安慰
[00:13:17.000 --> 00:13:18.000]  當我們用讓神
[00:13:18.000 --> 00:13:21.000]  讓他的說話在我們心靈當中
[00:13:21.000 --> 00:13:23.000]  慢慢滋潤我們的時候
[00:13:23.000 --> 00:13:25.000]  我們就會體會那份安慰
[00:13:25.000 --> 00:13:26.000]  那份真實
[00:13:26.000 --> 00:13:29.000]  所以詩人說:你的道
[00:13:29.000 --> 00:13:31.000]  進入我心靈當中
[00:13:31.000 --> 00:13:34.000]  就得了安慰
[00:13:34.000 --> 00:13:37.000]  我們再看後面的第130節
[00:13:37.000 --> 00:13:45.000]  130節
[00:13:45.000 --> 00:13:55.000]  《聖經》說:你的言語一解開
[00:13:55.000 --> 00:13:59.000]  就發出亮光使如人通達
[00:13:59.000 --> 00:14:02.000]  聖經說:一開啟的時候
[00:14:02.000 --> 00:14:04.000]  就發出亮光
[00:14:04.000 --> 00:14:09.000]  一個學生給一個老師教他數學
[00:14:09.000 --> 00:14:12.000]  他說:我從此之後都不想讀數了
[00:14:12.000 --> 00:14:14.000]  因為他不明白
[00:14:14.000 --> 00:14:16.000]  老師很多時候責備他們
[00:14:16.000 --> 00:14:18.000]  他們對數學產生恐懼
[00:14:18.000 --> 00:14:20.000]  但後來轉了一位老師
[00:14:20.000 --> 00:14:21.000]  循循善誘
[00:14:21.000 --> 00:14:24.000]  用一些很生動的方式
[00:14:24.000 --> 00:14:28.000]  很明白地解釋數學的素質
[00:14:28.000 --> 00:14:30.000]  他們就開始產生興趣
[00:14:30.000 --> 00:14:32.000]  產生動力
[00:14:32.000 --> 00:14:34.000]  弟兄姊妹讀《聖經》的時候
[00:14:34.000 --> 00:14:35.000]  我們何等需要祈禱
[00:14:35.000 --> 00:14:37.000]  神呀 開啟我們的心
[00:14:37.000 --> 00:14:40.000]  讓我們可以明白
[00:14:40.000 --> 00:14:43.000]  當神的話語一開啟的時候
[00:14:43.000 --> 00:14:45.000]  就發出亮光
[00:14:45.000 --> 00:14:48.000]  使如人通達
[00:14:48.000 --> 00:14:51.000]  如枉的人 如昧的人
[00:14:51.000 --> 00:14:52.000]  在神的話當中
[00:14:52.000 --> 00:14:55.000]  可以變成通達的人
[00:14:55.000 --> 00:14:57.000]  這是《聖經》清楚的應許
[00:14:57.000 --> 00:15:00.000]  因此使人說:我很喜愛你的話
[00:15:00.000 --> 00:15:02.000]  因為你的話叫我心通達
[00:15:02.000 --> 00:15:06.000]  叫我比很多的年長者更加聰明
[00:15:06.000 --> 00:15:09.000]  比我的師父更加明白事理
[00:15:09.000 --> 00:15:12.000]  因為神的話開啟了他的心靈
[00:15:12.000 --> 00:15:16.000]  我們再看後面165節
[00:15:16.000 --> 00:15:23.000]  165節 大家記得
[00:15:23.000 --> 00:15:26.000]  這篇詩篇總共有多少節
[00:15:26.000 --> 00:15:29.000]  176節 有很豐富的
[00:15:29.000 --> 00:15:32.000]  我們看到165節
[00:15:32.000 --> 00:15:35.000]  詩人說:愛你律法的人
[00:15:35.000 --> 00:15:38.000]  大有大平安
[00:15:38.000 --> 00:15:42.000]  什麼都不能使他們絆腳
[00:15:42.000 --> 00:15:44.000]  愛神的律法的人
[00:15:44.000 --> 00:15:46.000]  他會經驗一件事情
[00:15:46.000 --> 00:15:49.000]  他經驗到神給他的保守
[00:15:49.000 --> 00:15:50.000]  大有平安
[00:15:50.000 --> 00:15:53.000]  就算有困難 有阻礙在面前
[00:15:53.000 --> 00:15:55.000]  也都不會成為他的絆腳石
[00:15:55.000 --> 00:15:57.000]  不會讓他跌倒
[00:15:57.000 --> 00:15:59.000]  當我讀這節聖經的時候
[00:15:59.000 --> 00:16:01.000]  我就想起我過去提及的
[00:16:01.000 --> 00:16:06.000]  在廣州大馬站的林獻高先生
[00:16:06.000 --> 00:16:08.000]  這位牧者年長
[00:16:08.000 --> 00:16:10.000]  但在他過去20年的時間
[00:16:10.000 --> 00:16:12.000]  在監牢當中度過
[00:16:12.000 --> 00:16:15.000]  在他的傳記當中描寫他的經歷
[00:16:15.000 --> 00:16:17.000]  他提到他自己很想讀聖經
[00:16:17.000 --> 00:16:19.000]  但沒有機會接觸
[00:16:19.000 --> 00:16:21.000]  沒有聖經在手上
[00:16:21.000 --> 00:16:23.000]  後來有人偷偷地給他一本聖經
[00:16:23.000 --> 00:16:25.000]  借給他
[00:16:25.000 --> 00:16:27.000]  他就很小心在自己的床上
[00:16:27.000 --> 00:16:29.000]  去抄這些經文
[00:16:29.000 --> 00:16:31.000]  希望自己能夠保存
[00:16:31.000 --> 00:16:34.000]  他在床上靜靜地 暗中祈禱
[00:16:34.000 --> 00:16:37.000]  但他的行動被一些人知道
[00:16:37.000 --> 00:16:39.000]  就告發他
[00:16:39.000 --> 00:16:41.000]  雖然他在監獄當中
[00:16:41.000 --> 00:16:43.000]  他是很好的品格
[00:16:43.000 --> 00:16:47.000]  很多人欣賞他的品格 言行
[00:16:47.000 --> 00:16:49.000]  但因為他抄寫聖經
[00:16:49.000 --> 00:16:51.000]  因為他祈禱被告發
[00:16:51.000 --> 00:16:53.000]  因此不能夠減刑
[00:16:53.000 --> 00:16:55.000]  甚至面對一些紀律
[00:16:55.000 --> 00:16:57.000]  雖然是這樣
[00:16:57.000 --> 00:17:01.000]  林先生沒有放棄他讀聖經的決心
[00:17:01.000 --> 00:17:03.000]  但在他生命當中
[00:17:03.000 --> 00:17:05.000]  很清楚經驗神給他的平安
[00:17:05.000 --> 00:17:07.000]  給他的保守
[00:17:07.000 --> 00:17:09.000]  他在一個煤礦坑提及過
[00:17:09.000 --> 00:17:12.000]  他要負責將一些煤車扣起來
[00:17:12.000 --> 00:17:14.000]  但這是非常危險的工作
[00:17:14.000 --> 00:17:16.000]  在七黑的煤礦坑裏面
[00:17:16.000 --> 00:17:18.000]  很暗淡
[00:17:18.000 --> 00:17:20.000]  很多時候煤車是一邊在動
[00:17:20.000 --> 00:17:22.000]  一邊在動
[00:17:22.000 --> 00:17:24.000]  在動的時候扣兩輛煤車
[00:17:24.000 --> 00:17:26.000]  很多時候會有意外發生
[00:17:26.000 --> 00:17:28.000]  很多人曾經因為這樣
[00:17:28.000 --> 00:17:30.000]  被煤車撞傷 撞死
[00:17:30.000 --> 00:17:32.000]  但在十五年
[00:17:32.000 --> 00:17:34.000]  林先生雖然身體很弱
[00:17:34.000 --> 00:17:36.000]  年紀也大
[00:17:36.000 --> 00:17:38.000]  但在這十五年裏
[00:17:38.000 --> 00:17:40.000]  他未曾受過傷害
[00:17:40.000 --> 00:17:42.000]  有時候煤車來到的時候
[00:17:42.000 --> 00:17:44.000]  突然有朋友叫他走開
[00:17:44.000 --> 00:17:46.000]  和他聊天
[00:17:46.000 --> 00:17:48.000]  剛剛走開的時候
[00:17:48.000 --> 00:17:50.000]  煤車撞過來
[00:17:50.000 --> 00:17:52.000]  他就避開了那次的意外
[00:17:52.000 --> 00:17:54.000]  但當他離開那個地方
[00:17:54.000 --> 00:17:56.000]  得到釋放的時候
[00:17:56.000 --> 00:17:58.000]  又有另一個年輕的
[00:17:58.000 --> 00:18:00.000]  年輕人接替他的工作
[00:18:00.000 --> 00:18:02.000]  但當林先生
[00:18:02.000 --> 00:18:04.000]  將快離開煤礦坑的時候
[00:18:04.000 --> 00:18:06.000]  有一次見到一個人
[00:18:06.000 --> 00:18:08.000]  被人抬出來
[00:18:08.000 --> 00:18:10.000]  人家說他被煤車撞死了
[00:18:10.000 --> 00:18:12.000]  他一看
[00:18:12.000 --> 00:18:14.000]  原來就是那個接替他的年輕人
[00:18:14.000 --> 00:18:16.000]  他十五年來
[00:18:16.000 --> 00:18:18.000]  沒有受傷害
[00:18:18.000 --> 00:18:20.000]  但這個年輕人只是做了幾個星期
[00:18:20.000 --> 00:18:22.000]  就死亡了
[00:18:22.000 --> 00:18:24.000]  弟兄姊妹
[00:18:24.000 --> 00:18:26.000]  在你的生命當中
[00:18:26.000 --> 00:18:28.000]  你應該清楚地知道
[00:18:28.000 --> 00:18:30.000]  你是愛神的話的人
[00:18:30.000 --> 00:18:32.000]  或許你未必會沒有疾病
[00:18:32.000 --> 00:18:34.000]  沒有危險
[00:18:34.000 --> 00:18:36.000]  但你可以清楚地相信
[00:18:36.000 --> 00:18:38.000]  你在神自己完全的保護當中
[00:18:38.000 --> 00:18:40.000]  神將平安賜給你
[00:18:40.000 --> 00:18:42.000]  祂叫你不自判別
[00:18:42.000 --> 00:18:44.000]  面對著很多罪
[00:18:44.000 --> 00:18:46.000]  很多試探和挑戰的時候
[00:18:46.000 --> 00:18:48.000]  你能夠站立得住
[00:18:48.000 --> 00:18:50.000]  這是聖經給愛神的話的人
[00:18:50.000 --> 00:18:52.000]  清楚的應許
[00:18:52.000 --> 00:18:54.000]  因此師爺他很愛神的話
[00:18:54.000 --> 00:18:56.000]  因為他得到安慰
[00:18:56.000 --> 00:18:58.000]  他變得通達
[00:18:58.000 --> 00:19:00.000]  他能夠領受神給他的大平安
[00:19:00.000 --> 00:19:04.000]  接著我們再看
[00:19:04.000 --> 00:19:06.000]  師爺是怎樣
[00:19:06.000 --> 00:19:08.000]  他如何去愛神的話呢?
