
[00:00:00.000 --> 00:00:06.320]  歡迎回來第四節的節目
[00:03:23.680 --> 00:03:26.680]  就可以幫助我們去抽取一些象徵
[00:03:26.680 --> 00:03:31.680]  而這些象徵是引導我們去到那個經驗裡面
[00:03:31.680 --> 00:03:34.680]  我就想到一個概念
[00:03:34.680 --> 00:03:38.680]  就是一種歷史主義之後
[00:03:38.680 --> 00:03:40.680]  有一種傳統的歷史主義
[00:03:40.680 --> 00:03:41.680]  而傳統的歷史主義
[00:03:41.680 --> 00:03:44.680]  就是我們剛才所說的那種
[00:03:44.680 --> 00:03:48.680]  當我們遇到一個歷史文獻的時候
[00:03:48.680 --> 00:03:51.680]  我們就只是看歷史文獻的內容
[00:03:51.680 --> 00:03:53.680]  但是新的歷史主義
[00:03:53.680 --> 00:03:58.680]  興起就開始平衡這種看法
[00:03:58.680 --> 00:04:02.680]  他不單只是試一個歷史文獻
[00:04:02.680 --> 00:04:04.680]  是歷史data
[00:04:04.680 --> 00:04:07.680]  更加是試這個歷史文獻
[00:04:07.680 --> 00:04:09.680]  本身是歷史的一部分
[00:04:09.680 --> 00:04:11.680]  他是一個artifact
[00:04:11.680 --> 00:04:13.680]  他是一個工藝品
[00:04:13.680 --> 00:04:17.680]  他的形成都有很多處境的因素在裡面
[00:04:17.680 --> 00:04:20.680]  所以其實當我們看聖經的時候
[00:04:20.680 --> 00:04:22.680]  都可以去看
[00:04:22.680 --> 00:04:24.680]  問更多的問題
[00:04:24.680 --> 00:04:27.680]  為什麼這個聖經會被寫成呢?
[00:04:27.680 --> 00:04:29.680]  那時候的群體經歷了什麼呢?
[00:04:29.680 --> 00:04:32.680]  以至於他們會說這個故事呢?
[00:04:32.680 --> 00:04:34.680]  而他們其實透過這個故事
[00:04:34.680 --> 00:04:37.680]  又可以達到什麼的屬靈的經驗呢?
[00:04:37.680 --> 00:04:40.680]  而這個其實可以給我們參考
[00:04:40.680 --> 00:04:43.680]  我覺得金林這個點很重要
[00:04:43.680 --> 00:04:46.680]  因為如果我們剛才說神話
[00:04:46.680 --> 00:04:49.680]  彷彿好像聖經全部都是神話一樣
[00:04:49.680 --> 00:04:50.680]  但不是
[00:04:50.680 --> 00:04:54.680]  其實是我們要顧及到歷史的因素
[00:04:54.680 --> 00:04:56.680]  就是說有些東西的確是
[00:04:56.680 --> 00:04:59.680]  我們需要去做一些歷史的考察
[00:04:59.680 --> 00:05:02.680]  而這件事就是剛才金林所說的
[00:05:02.680 --> 00:05:05.680]  新的歷史主義的那件事
[00:05:05.680 --> 00:05:09.680]  就是說我們那些歷史的考察
[00:05:09.680 --> 00:05:11.680]  即考古仍然是需要的
[00:05:11.680 --> 00:05:13.680]  但是我們是
[00:05:13.680 --> 00:05:16.680]  那件事是幫助我們
[00:05:16.680 --> 00:05:20.680]  去能夠更加明白更深一層的意義
[00:05:20.680 --> 00:05:24.680]  那個歷史的尋找不是本身最終的目的
[00:05:24.680 --> 00:05:26.680]  但是如果這樣說
[00:05:26.680 --> 00:05:28.680]  彷彿如果是這樣
[00:05:28.680 --> 00:05:32.680]  我們又好像經常說人的經驗
[00:05:32.680 --> 00:05:36.680]  其實會不會覺得
[00:05:36.680 --> 00:05:39.680]  聖經也是人的產物
[00:05:39.680 --> 00:05:42.680]  自己經驗了一些
[00:05:42.680 --> 00:05:44.680]  想到一些什麼感受來寫下去
[00:05:44.680 --> 00:05:46.680]  有什麼特別呢?
[00:05:46.680 --> 00:05:49.680]  為什麼我們今天說是我們信仰
[00:05:49.680 --> 00:05:53.680]  我們應該都相信有神
[00:05:53.680 --> 00:05:55.680]  有三一神的存在
[00:05:55.680 --> 00:05:59.680]  所以其實這個去到關於聖經傳息的問題
[00:05:59.680 --> 00:06:02.680]  究竟我們是怎樣理解這件事呢?
[00:06:02.680 --> 00:06:05.680]  很多時候我們以前都是以一種很易言的方法去看
[00:06:05.680 --> 00:06:07.680]  either就是說聖經是上帝的話語
[00:06:07.680 --> 00:06:09.680]  這個是聖經
[00:06:09.680 --> 00:06:11.680]  是的是的
[00:06:11.680 --> 00:06:13.680]  這個上帝話語
[00:06:13.680 --> 00:06:15.680]  總之就不是人的東西
[00:06:15.680 --> 00:06:17.680]  全部都是上帝的
[00:06:17.680 --> 00:06:19.680]  他講什麼我們就信什麼
[00:06:19.680 --> 00:06:22.680]  另外那邊可能就說其實聖經也是人的產物
[00:06:22.680 --> 00:06:24.680]  也是人的解讀
[00:06:24.680 --> 00:06:26.680]  人所寫的所作的
[00:06:26.680 --> 00:06:28.680]  用一個這樣的角度去理解
[00:06:28.680 --> 00:06:31.680]  但是其實我們看回我們現代的
[00:06:31.680 --> 00:06:35.680]  無論我們的信仰等等
[00:06:35.680 --> 00:06:38.680]  其實似乎我們對聖經的態度
[00:06:38.680 --> 00:06:40.680]  不只是這麼易言的去看
[00:06:40.680 --> 00:06:46.680]  而我們也有一位很著名的五神中學者
[00:06:46.680 --> 00:06:48.680]  他其實提倡過一樣東西
[00:06:48.680 --> 00:06:50.680]  他也寫了一本書
[00:06:50.680 --> 00:06:52.680]  叫做Spirit Word Community
[00:06:52.680 --> 00:06:54.680]  其實意思是什麼呢?
[00:06:54.680 --> 00:06:56.680]  他說在我們整個傳息的動作裡面
[00:06:56.680 --> 00:07:01.680]  其實我們在做的不只是我們人自己單方面的傳息這麼簡單
[00:07:01.680 --> 00:07:11.680]  是一個在聖靈、話語和群體同時三方面的一個合作的傳息方式
[00:07:11.680 --> 00:07:14.680]  所以其實我們對我們信仰生命裡面
[00:07:14.680 --> 00:07:17.680]  聖靈的引導可能是非常重要的
[00:07:17.680 --> 00:07:19.680]  同時不只是我們個人的傳息
[00:07:19.680 --> 00:07:21.680]  他強調的是一個群體的傳息
[00:07:21.680 --> 00:07:24.680]  所以我們是群體同文本
[00:07:24.680 --> 00:07:27.680]  在聖靈的帶領下同時的一個三角關係的
[00:07:27.680 --> 00:07:31.680]  這樣的一個方式去傳息我們的聖經經文
[00:07:31.680 --> 00:07:34.680]  我想這個可能對我們信仰的角度來說是非常重要的
[00:07:34.680 --> 00:07:36.680]  缺一不可
[00:07:36.680 --> 00:07:40.680]  所以剛才說的聖經都是神感物是的
[00:07:40.680 --> 00:07:42.680]  就是寫這句話的那個人
[00:07:42.680 --> 00:07:46.680]  其實是正正可能是感受到聖靈的帶領之下
[00:07:46.680 --> 00:07:50.680]  他有剛才的一個群體的感受去寫出來
[00:07:50.680 --> 00:07:52.680]  不是完全他自己的意思
[00:07:52.680 --> 00:07:56.680]  如果從我們信仰的角度去看應該是這樣
[00:07:56.680 --> 00:08:01.680]  還有這個強調的不只是當時的文本寫成的這樣的一個群體
[00:08:01.680 --> 00:08:04.680]  而是縱使我們今時今日面對聖經的態度
[00:08:04.680 --> 00:08:07.680]  當我們去讀聖經、去看聖經、去解聖經的時候
[00:08:07.680 --> 00:08:10.680]  其實同時都是一個神聖語的社會
[00:08:10.680 --> 00:08:13.680]  同時進行的傳息
[00:08:13.680 --> 00:08:17.680]  所以剛才我們說我們怎樣發揮創造力
[00:08:17.680 --> 00:08:21.680]  怎樣去尋找那個意義
[00:08:21.680 --> 00:08:23.680]  如果我們沒有信仰的角度
[00:08:23.680 --> 00:08:26.680]  或者說聖經以外的其他的文本
[00:08:26.680 --> 00:08:27.680]  我們可以這樣理解
[00:08:27.680 --> 00:08:29.680]  但如果作為一個信徒的角度
[00:08:29.680 --> 00:08:31.680]  當我們讀聖經的時候
[00:08:31.680 --> 00:08:34.680]  可能我們有多一重的理解
[00:08:34.680 --> 00:08:36.680]  就是剛才說聖靈的帶領群體
[00:08:36.680 --> 00:08:40.680]  是影響著我們怎樣去理解經文的意義
[00:08:40.680 --> 00:08:42.680]  是呀
[00:08:42.680 --> 00:08:48.680]  另外其實我也想到剛才大家啟發了我的一個想法
[00:08:48.680 --> 00:08:51.680]  就是如果聖經作為一種神話
[00:08:51.680 --> 00:08:55.680]  它其實是更加賦予一種
[00:08:55.680 --> 00:08:57.680]  我會稱之為timeless
[00:08:57.680 --> 00:09:00.680]  就是沒有那種時間的性質、本質
[00:09:00.680 --> 00:09:06.680]  就是本身如果我們視聖經是一個歷史文獻的話
[00:09:06.680 --> 00:09:11.680]  其實你可能只是把它放在過去
[00:09:11.680 --> 00:09:13.680]  但如果你將它變成一個
[00:09:13.680 --> 00:09:16.680]  以一種神話態度去看它的話
[00:09:16.680 --> 00:09:21.680]  反而是可以令到它經過不同的年代
[00:09:21.680 --> 00:09:25.680]  來到今天仍然是用它的象徵
[00:09:25.680 --> 00:09:26.680]  用它的經驗
[00:09:26.680 --> 00:09:30.680]  來告訴我們一個屬於真實的信仰經驗
[00:09:30.680 --> 00:09:36.680]  所以我也想起現在在聖經研究界
[00:09:36.680 --> 00:09:41.680]  其實是很著重一個叫做effect of history
[00:09:41.680 --> 00:09:43.680]  history of effect
[00:09:43.680 --> 00:09:44.680]  effect history這個東西
[00:09:44.680 --> 00:09:47.680]  就是說這個經文在不同的時代
[00:09:47.680 --> 00:09:48.680]  它是怎樣被詮釋
[00:09:48.680 --> 00:09:51.680]  以至於它帶來一個不同的效應
[00:09:51.680 --> 00:09:57.680]  這個也是詮釋了其實聖經它有一種跨越時間的性質
[00:09:57.680 --> 00:10:01.680]  而這個就不是只是一個歷史文獻那麼簡單
[00:10:01.680 --> 00:10:03.680]  反而是你當它是歷史文獻
[00:10:03.680 --> 00:10:05.680]  反而是downgrade了它
[00:10:05.680 --> 00:10:10.680]  所以這個似乎我們在香港的教育或者甚至是華人教育
[00:10:10.680 --> 00:10:11.680]  都很少聽過
[00:10:11.680 --> 00:10:15.680]  我們研究的不是聖經而是研究人們怎樣研究聖經
[00:10:15.680 --> 00:10:18.680]  或者怎樣去解讀出聖經的意義
[00:10:18.680 --> 00:10:20.680]  那個所謂history of effect
[00:10:20.680 --> 00:10:21.680]  是 沒錯
[00:10:21.680 --> 00:10:22.680]  像是這個東西
[00:10:22.680 --> 00:10:25.680]  我們不如來一個總結
[00:10:25.680 --> 00:10:28.680]  總結我們整集四節所說的東西
[00:10:28.680 --> 00:10:30.680]  我們第一節就說了
[00:10:30.680 --> 00:10:35.680]  究竟信仰是否要找到歷史才是真呢?
[00:10:35.680 --> 00:10:37.680]  這個真的問題是甚麼呢?
[00:10:37.680 --> 00:10:42.680]  我們就說了一個我們現代的paradigm shift
[00:10:42.680 --> 00:10:45.680]  我們要找到proof才是真的
[00:10:45.680 --> 00:10:48.680]  我們說以前的人其實不是這樣想的
[00:10:48.680 --> 00:10:50.680]  是一個神話來的
[00:10:50.680 --> 00:10:54.680]  第二節我們甚至探討了一個問題
[00:10:54.680 --> 00:10:58.680]  就是這些神話原來不只是基督教獨有的
[00:10:58.680 --> 00:11:00.680]  在其他文化也有的
[00:11:00.680 --> 00:11:04.680]  好像帶來一個更加大的衝擊
[00:11:04.680 --> 00:11:06.680]  對基督徒來說
[00:11:06.680 --> 00:11:09.680]  這件事是否更加假呢?
[00:11:09.680 --> 00:11:12.680]  但我們就說其實神話
[00:11:12.680 --> 00:11:14.680]  或者可以透過不同比較
[00:11:14.680 --> 00:11:15.680]  不同神話
[00:11:15.680 --> 00:11:18.680]  其實是帶出一個更加深的意義
[00:11:18.680 --> 00:11:22.680]  更加可以說到我們基督教想說的內容
[00:11:22.680 --> 00:11:24.680]  然後我們到第三節的時候
[00:11:24.680 --> 00:11:27.680]  就說了神話有兩個元素
[00:11:27.680 --> 00:11:29.680]  第一個就是narrative
[00:11:29.680 --> 00:11:30.680]  就是一個敘事
[00:11:30.680 --> 00:11:32.680]  好像說故事一樣
[00:11:32.680 --> 00:11:33.680]  另一個就是
[00:11:33.680 --> 00:11:35.680]  它是一個象徵
[00:11:35.680 --> 00:11:37.680]  用很多metaphor
[00:11:37.680 --> 00:11:40.680]  很多象徵的語言
[00:11:40.680 --> 00:11:44.680]  透過這些東西才可以帶出
[00:11:44.680 --> 00:11:48.680]  聖經或者我們信仰的生命力
[00:11:48.680 --> 00:11:49.680]  它想說的東西
[00:11:49.680 --> 00:11:51.680]  告訴我們究竟信仰
[00:11:51.680 --> 00:11:55.680]  寫聖經的人的經驗是怎樣的
[00:11:55.680 --> 00:11:57.680]  然後我們剛剛說了
[00:11:57.680 --> 00:11:59.680]  究竟我們知道了這麼多東西
[00:11:59.680 --> 00:12:01.680]  對我們有什麼關係呢?
[00:12:01.680 --> 00:12:03.680]  要怎樣應用呢?
[00:12:03.680 --> 00:12:05.680]  我們就探討了
[00:12:05.680 --> 00:12:07.680]  其實很重要的就是
[00:12:07.680 --> 00:12:09.680]  第一就是我們不是說
[00:12:09.680 --> 00:12:11.680]  首先我們不是說歷史不重要
[00:12:11.680 --> 00:12:13.680]  是不是?經科老師
[00:12:13.680 --> 00:12:14.680]  很重要
[00:12:14.680 --> 00:12:15.680]  超級重要
[00:12:15.680 --> 00:12:17.680]  考古學也很重要
[00:12:17.680 --> 00:12:18.680]  我們找歷史
[00:12:18.680 --> 00:12:20.680]  如果我們沒有了這些歷史的背景
[00:12:20.680 --> 00:12:21.680]  或者怎樣的東西
[00:12:21.680 --> 00:12:23.680]  我們其實是抽空了
[00:12:23.680 --> 00:12:25.680]  其實我們很難知道它說什麼
[00:12:25.680 --> 00:12:27.680]  它是重要的
[00:12:27.680 --> 00:12:29.680]  但不只是這樣
[00:12:29.680 --> 00:12:31.680]  不只是找到歷史就完了
[00:12:31.680 --> 00:12:33.680]  我們還要找
[00:12:33.680 --> 00:12:35.680]  透過第一節說的interpretation
[00:12:35.680 --> 00:12:37.680]  怎樣去詮釋它
[00:12:37.680 --> 00:12:39.680]  怎樣去理解它
[00:12:39.680 --> 00:12:41.680]  我們才找到更深層次的意義
[00:12:41.680 --> 00:12:45.680]  但是不是我們自己亂解就行了呢?
[00:12:45.680 --> 00:12:49.680]  我們經常查經有另一個問題就是
[00:12:49.680 --> 00:12:51.680]  好像每個解法都有機會是對的
[00:12:51.680 --> 00:12:53.680]  那是不是亂解呢?
[00:12:53.680 --> 00:12:55.680]  我們就說不是的
[00:12:55.680 --> 00:12:57.680]  還要透過有幾個元素
[00:12:57.680 --> 00:12:59.680]  就是透過我們個人
[00:12:59.680 --> 00:13:01.680]  透過群體
[00:13:01.680 --> 00:13:03.680]  和聖靈的帶領
[00:13:03.680 --> 00:13:05.680]  一起去看聖經
[00:13:05.680 --> 00:13:07.680]  所以我們
[00:13:07.680 --> 00:13:09.680]  最想說的就是
[00:13:09.680 --> 00:13:11.680]  其實我們是聖經
[00:13:11.680 --> 00:13:13.680]  裡面有很多神話
[00:13:13.680 --> 00:13:15.680]  其實不是一個衝擊信
[00:13:15.680 --> 00:13:17.680]  或者我們不是說聖經不可信
[00:13:17.680 --> 00:13:20.680]  甚至是說聖經更加可信
[00:13:20.680 --> 00:13:21.680]  透過這個角度去理解
[00:13:21.680 --> 00:13:23.680]  因為我們這樣才可以看到
[00:13:23.680 --> 00:13:27.680]  聖經裡面想跟我們說的生命靈
[00:13:27.680 --> 00:13:29.680]  我們今集就到這裡
[00:13:29.680 --> 00:13:31.680]  我們下集再見
[00:13:31.680 --> 00:13:33.680]  拜拜
[00:13:33.680 --> 00:13:35.680]  (CC字幕製作:貝爾)
[00:13:35.680 --> 00:13:37.680]  MING PAO CANADA | MING PAO TORONTO

