
[00:00:00.000 --> 00:00:01.200]  孫愛嘉的主題是
[00:02:09.720 --> 00:02:13.240]  很多表面的意思
[00:02:13.240 --> 00:02:19.760]  看上去好像有些不太清楚
[00:02:19.760 --> 00:02:22.440]  保羅好像在說一些
[00:02:22.440 --> 00:02:24.760]  說完也不知道說甚麼的說話
[00:02:24.760 --> 00:02:28.240]  但其實保羅用了一些反諷的語氣
[00:02:28.240 --> 00:02:31.160]  去說出他要說的話
[00:02:31.160 --> 00:02:34.280]  保羅說你們以為你有智慧嗎?
[00:02:34.280 --> 00:02:35.560]  說我愚蠢嗎?
[00:02:35.560 --> 00:02:37.000]  就算是這樣
[00:02:37.000 --> 00:02:40.520]  我的愚蠢其實也比你們有智慧
[00:02:40.520 --> 00:02:42.320]  保羅在第十七節說
[00:02:42.320 --> 00:02:46.440]  我說的這些說話不是奉主的明說
[00:02:46.440 --> 00:02:49.680]  乃是讓愚妄人放膽自誇
[00:02:49.680 --> 00:02:51.840]  在這裏可以說
[00:02:51.840 --> 00:02:56.520]  保羅的信息帶著他自誇
[00:02:56.520 --> 00:03:00.000]  他誇自己的一些經歷
[00:03:00.000 --> 00:03:02.680]  誇自己一些體會
[00:03:02.680 --> 00:03:05.560]  其實也是迫不及待的
[00:03:05.560 --> 00:03:07.920]  按照我在耶穌面前
[00:03:07.920 --> 00:03:09.560]  其實我是一無可誇
[00:03:09.560 --> 00:03:11.080]  我是一個軟弱的人
[00:03:11.080 --> 00:03:13.160]  但是為了你們的緣故
[00:03:13.160 --> 00:03:15.040]  就用你們的標準
[00:03:15.040 --> 00:03:16.600]  去讓你們知道
[00:03:16.600 --> 00:03:19.640]  你們現在跟從的那些假仕途
[00:03:19.640 --> 00:03:22.000]  和那些教訓是多麼的錯誤
[00:03:22.000 --> 00:03:25.440]  保羅的意思就是想表明這一點
[00:03:25.440 --> 00:03:27.520]  保羅在這裏說
[00:03:27.520 --> 00:03:30.200]  他為什麼會採取愚人的立場
[00:03:30.200 --> 00:03:32.480]  一個愚蠢人的立場
[00:03:32.480 --> 00:03:36.560]  去誇耀自己一些經歷
[00:03:36.560 --> 00:03:39.120]  和一些他的生命
[00:03:39.120 --> 00:03:40.560]  在這十八節
[00:03:40.560 --> 00:03:44.040]  保羅說既然有好些人憑著血氣自誇
[00:03:44.040 --> 00:03:45.640]  我也要自誇了
[00:03:45.640 --> 00:03:49.560]  在這裏保羅在第十七節說
[00:03:49.560 --> 00:03:54.000]  他現在說的不是耶穌要奉耶穌的名語
[00:03:54.000 --> 00:03:55.720]  但是他迫不得已
[00:03:55.720 --> 00:03:59.040]  用你們能夠接受的方式
[00:03:59.040 --> 00:04:02.480]  去讓你們明白什麼是真理
[00:04:02.480 --> 00:04:04.120]  保羅在這裏說
[00:04:04.120 --> 00:04:06.520]  既然有些人憑著血氣自誇
[00:04:06.520 --> 00:04:07.560]  血氣是什麼呢?
[00:04:07.560 --> 00:04:09.840]  就是憑著外表
[00:04:09.840 --> 00:04:12.520]  憑著那些不是按照上帝的標準
[00:04:12.520 --> 00:04:15.760]  可以說絕對的標準去行事的人
[00:04:15.760 --> 00:04:18.200]  他們用那些標準去自誇
[00:04:18.200 --> 00:04:22.400]  保羅說就算按你們這麼低層次的標準
[00:04:22.400 --> 00:04:26.360]  我的自誇能力或者自誇內容
[00:04:26.360 --> 00:04:30.480]  比你們更勝一籌
[00:04:30.480 --> 00:04:32.600]  保羅在這裏說
[00:04:32.600 --> 00:04:37.000]  其實自誇誇自己有什麼
[00:04:37.000 --> 00:04:38.920]  誇自己有什麼成就
[00:04:38.920 --> 00:04:40.600]  誇自己有什麼才能
[00:04:40.600 --> 00:04:42.560]  其實是無益的
[00:04:42.560 --> 00:04:43.880]  人只誇什麼呢?
[00:04:43.880 --> 00:04:45.520]  就是誇自己的軟弱
[00:04:45.520 --> 00:04:46.760]  在上帝面前
[00:04:46.760 --> 00:04:49.040]  自己那種無助無能
[00:04:49.040 --> 00:04:51.080]  但是保羅在這裏
[00:04:51.080 --> 00:04:55.040]  可以說對著一群哥倫多教會的信徒
[00:04:55.040 --> 00:05:00.320]  迫不得已按照你們的標準
[00:05:00.320 --> 00:05:04.560]  按照你們說出什麼是愚蠢
[00:05:04.560 --> 00:05:06.600]  什麼是有智慧的一個標準
[00:05:06.600 --> 00:05:08.560]  去跟你們說一番話
[00:05:08.560 --> 00:05:09.960]  保羅在第十九節說
[00:05:09.960 --> 00:05:11.520]  你們既是精明人
[00:05:11.520 --> 00:05:14.000]  就能甘心忍耐愚妄人
[00:05:14.000 --> 00:05:17.560]  這一節裏也充滿了諷刺
[00:05:17.560 --> 00:05:19.200]  其實保羅在這裏說
[00:05:19.200 --> 00:05:22.960]  既然你們甘心忍耐那些愛來的人
[00:05:22.960 --> 00:05:24.360]  那些愚蠢人
[00:05:24.360 --> 00:05:26.120]  你們都能夠接納得到
[00:05:26.120 --> 00:05:31.040]  那麼你們就多容納一個像我這樣的愚蠢人
[00:05:31.040 --> 00:05:33.520]  接著在第十節
[00:05:33.520 --> 00:05:35.840]  保羅就開始更具體帶出
[00:05:35.840 --> 00:05:38.280]  一種現實上的荒謬
[00:05:38.280 --> 00:05:42.320]  去提醒一群哥倫多教會的信徒
[00:05:42.320 --> 00:05:44.360]  為什麼一群這樣的人
[00:05:44.360 --> 00:05:47.480]  就是愛來的那群自稱為「師徒」
[00:05:47.480 --> 00:05:51.880]  卻是一群傳講假教訓的假教師
[00:05:51.880 --> 00:05:53.880]  你們竟然會去跟從他呢?
[00:05:53.880 --> 00:05:55.840]  在第十節裏面保羅說
[00:05:55.840 --> 00:05:58.560]  假若有人強你們作奴僕
[00:05:58.560 --> 00:05:59.920]  或侵吞你們
[00:05:59.920 --> 00:06:01.080]  或擄掠你們
[00:06:01.080 --> 00:06:02.320]  或冒犯你們
[00:06:02.320 --> 00:06:03.680]  或打你們的臉
[00:06:03.680 --> 00:06:05.440]  你們都能忍耐他
[00:06:05.440 --> 00:06:07.440]  保羅可以說
[00:06:07.440 --> 00:06:10.080]  想不明白或者很難接受的就是
[00:06:10.080 --> 00:06:13.360]  愛來的人根本就沒有愛惜他們
[00:06:13.360 --> 00:06:17.720]  他們的所作所為都是損害一群信徒
[00:06:17.720 --> 00:06:21.800]  而沒有尋求他們自己的私利
[00:06:21.800 --> 00:06:23.880]  但是哥倫多教會的信徒
[00:06:23.880 --> 00:06:26.080]  起碼有一群信徒
[00:06:26.080 --> 00:06:29.720]  他們甘於忍耐這一群的愚妄人
[00:06:29.720 --> 00:06:35.000]  保羅在羅列這一群愛來的自稱為「師徒」
[00:06:35.000 --> 00:06:37.400]  自稱為基督徒人的罪行
[00:06:37.400 --> 00:06:39.160]  是怎樣的呢?
[00:06:39.160 --> 00:06:40.160]  保羅說
[00:06:40.160 --> 00:06:43.040]  強作你們作奴僕
[00:06:43.040 --> 00:06:47.280]  或者自設自己的屬靈的權柄
[00:06:47.280 --> 00:06:50.240]  要人絕對的服從
[00:06:50.240 --> 00:06:56.040]  要求信徒在物質上給他們充裕的供應
[00:06:56.040 --> 00:06:58.040]  保羅說強作奴僕
[00:06:58.040 --> 00:07:00.720]  不只是賣了一群信徒
[00:07:00.720 --> 00:07:05.720]  要他們成為現實上作奴僕的人
[00:07:05.720 --> 00:07:12.720]  而是保羅說為何你們甘於自己成為他們的奴僕呢?
[00:07:12.720 --> 00:07:14.720]  每樣都聽從他們的話
[00:07:14.720 --> 00:07:19.000]  而這一群假使徒對你們不懷好意
[00:07:19.000 --> 00:07:22.840]  保羅對這一群信徒說
[00:07:22.840 --> 00:07:24.920]  我對你們卻不是這樣
[00:07:24.920 --> 00:07:27.920]  我沒有奴役你們
[00:07:27.920 --> 00:07:30.200]  我一直愛惜你們
[00:07:30.200 --> 00:07:31.760]  紀念主怎樣愛你們
[00:07:31.760 --> 00:07:33.760]  我同樣去愛你們
[00:07:33.760 --> 00:07:39.280]  保羅帶出了這一群假教師
[00:07:39.280 --> 00:07:42.000]  或者假使徒的罪行
[00:07:42.000 --> 00:07:44.480]  他說這一群人侵吞你們
[00:07:44.480 --> 00:07:45.480]  擄掠你們
[00:07:45.480 --> 00:07:46.880]  侮蔑你們
[00:07:46.880 --> 00:07:49.880]  侵吞他們
[00:07:49.880 --> 00:07:55.200]  可能指他們不單止在物質上貪得無厭
[00:07:55.200 --> 00:07:57.440]  要這些信徒不斷的供應
[00:07:57.440 --> 00:08:02.240]  而且更加可以用種種不法的手段
[00:08:02.240 --> 00:08:05.440]  尋求更大的利益
[00:08:05.440 --> 00:08:07.200]  在此擄掠你們
[00:08:07.200 --> 00:08:09.600]  此比之前更加加重
[00:08:09.600 --> 00:08:15.160]  可以說不單止是期望一群信徒對他們物質上的供應
[00:08:15.160 --> 00:08:18.240]  而且用強暴的方式去控制他們
[00:08:18.240 --> 00:08:21.440]  以自己就是這群信徒的主
[00:08:21.440 --> 00:08:23.440]  你們要甚麼都聽我說
[00:08:23.440 --> 00:08:25.120]  我要作你們的主人
[00:08:25.120 --> 00:08:26.840]  我怎樣羞辱你們
[00:08:26.840 --> 00:08:28.840]  你們都要去接受
[00:08:28.840 --> 00:08:31.120]  所以在此保羅說打你們的面
[00:08:31.120 --> 00:08:32.680]  在猶太人社會當中
[00:08:32.680 --> 00:08:35.320]  很嚴重的侮辱行為
[00:08:35.320 --> 00:08:37.920]  打人的面
[00:08:37.920 --> 00:08:39.960]  但保羅說
[00:08:39.960 --> 00:08:41.360]  這群假使徒
[00:08:41.360 --> 00:08:42.960]  就像打你們的面一樣
[00:08:42.960 --> 00:08:44.880]  但你們竟然能夠去接受
[00:08:44.880 --> 00:08:46.880]  你們竟然能夠去忍耐
[00:08:46.880 --> 00:08:48.880]  保羅說
[00:08:48.880 --> 00:08:50.880]  我從來沒有這樣對待你們
[00:08:50.880 --> 00:08:56.680]  但為何你們仍然聽這群假教師的教訓
[00:08:56.680 --> 00:08:58.240]  去跟從他們呢?
[00:08:58.560 --> 00:08:59.520]  第十一節
[00:08:59.520 --> 00:09:01.040]  我說者說
[00:09:01.040 --> 00:09:02.120]  是羞辱自己
[00:09:02.120 --> 00:09:04.120]  好在我們從前是軟弱的
[00:09:04.120 --> 00:09:06.440]  然而人在何事上勇敢
[00:09:06.440 --> 00:09:07.960]  我說句狂妄話
[00:09:07.960 --> 00:09:09.240]  我也是勇敢
[00:09:09.240 --> 00:09:13.800]  接著保羅在這裡帶出一個方向
[00:09:13.800 --> 00:09:14.880]  甚麼是軟弱
[00:09:14.880 --> 00:09:17.080]  甚麼是勇敢的對照
[00:09:17.080 --> 00:09:19.600]  耶穌基督軟弱至死
[00:09:19.600 --> 00:09:22.400]  但在死亡當中去掌管死亡
[00:09:22.400 --> 00:09:25.640]  勝過撒旦的權勢
[00:09:25.640 --> 00:09:28.800]  釋放在罪惡當中被奴役的人
[00:09:28.800 --> 00:09:31.160]  使人得到永恆的生命
[00:09:31.160 --> 00:09:33.320]  保羅作為基督的使徒
[00:09:33.320 --> 00:09:37.360]  他們也效法耶穌基督這個生命的樣式
[00:09:37.360 --> 00:09:41.920]  他的仇敵一直攻擊保羅
[00:09:41.920 --> 00:09:44.800]  撒旦藉著不同的方式
[00:09:44.800 --> 00:09:46.000]  藉著假教師
[00:09:46.000 --> 00:09:49.200]  藉著很多的挑戰
[00:09:49.200 --> 00:09:51.200]  他對保羅有很多的攻擊
[00:09:51.200 --> 00:09:54.920]  這群假教師可能用他們的標準
[00:09:54.920 --> 00:09:56.920]  保羅是一個很軟弱的人
[00:09:56.920 --> 00:10:01.760]  保羅的生命
[00:10:01.760 --> 00:10:03.240]  他的際遇都告訴你
[00:10:03.240 --> 00:10:05.240]  他所說的是錯誤的
[00:10:05.240 --> 00:10:09.760]  但保羅在第十章第二節也說
[00:10:09.760 --> 00:10:13.680]  我必須要用勇敢去待這些人
[00:10:13.680 --> 00:10:15.680]  接著在二十二、二十三節
[00:10:15.680 --> 00:10:17.000]  保羅繼續說
[00:10:17.000 --> 00:10:18.720]  他們是希伯來人嗎?
[00:10:18.720 --> 00:10:19.560]  我也是
[00:10:19.560 --> 00:10:20.880]  他們是以色列人嗎?
[00:10:20.880 --> 00:10:21.800]  我也是
[00:10:21.800 --> 00:10:23.960]  他們是亞伯拉的後裔嗎?
[00:10:23.960 --> 00:10:25.960]  我更是
[00:10:25.960 --> 00:10:27.960]  他們是基督的僕人嗎?
[00:10:27.960 --> 00:10:31.240]  我比他們更是基督的僕人
[00:10:31.240 --> 00:10:33.240]  在猶太人的社會當中
[00:10:33.240 --> 00:10:37.120]  希伯來人是一種榮譽的稱謂
[00:10:37.120 --> 00:10:40.000]  是代表著純血統的猶太人
[00:10:40.000 --> 00:10:43.280]  以色列人是指有份於以色列傳統的人
[00:10:43.280 --> 00:10:45.280]  特別在宗教方面
[00:10:45.280 --> 00:10:50.360]  保羅其實從不同角度去證明自己的尊貴身份
[00:10:50.360 --> 00:10:53.160]  可以說從出身角度
[00:10:53.160 --> 00:10:56.120]  保羅說我的出身比他們更加好
[00:10:56.120 --> 00:10:57.480]  更加的尊貴
[00:10:57.480 --> 00:11:04.480]  保羅一直開始否認這些人是基督的僕人
[00:11:04.480 --> 00:11:07.640]  所以保羅其實有一個對稱式
[00:11:07.640 --> 00:11:10.200]  他們以為自己是基督的僕人
[00:11:10.200 --> 00:11:13.320]  我才是耶穌基督的僕人
[00:11:13.320 --> 00:11:15.640]  這些人是撒旦的差役
[00:11:15.640 --> 00:11:17.640]  他們是撒旦差派
[00:11:17.640 --> 00:11:22.680]  這些人讓你們離開耶穌
[00:11:22.680 --> 00:11:24.680]  離開愛你們的主
[00:11:24.680 --> 00:11:32.840]  保羅一直看重自己就是耶穌派來宣揚救恩的使者
[00:11:32.840 --> 00:11:38.600]  讓無論猶太人或外邦人都明白耶穌基督的救恩
[00:11:38.600 --> 00:11:42.840]  怎樣才算是耶穌的僕人呢?
[00:11:42.840 --> 00:11:46.120]  這些假教師的標準
[00:11:46.120 --> 00:11:49.240]  他們說我有特殊的智慧
[00:11:49.240 --> 00:11:51.240]  我有特殊的經歷
[00:11:51.240 --> 00:11:52.920]  所以我是基督的僕人
[00:11:52.920 --> 00:12:00.200]  保羅在23-24節繼續說出
[00:12:00.200 --> 00:12:06.280]  他作為耶穌基督的僕人的身份、履歷表是甚麼呢?
[00:12:06.280 --> 00:12:09.240]  就是保羅自己的受難
[00:12:09.240 --> 00:12:14.920]  保羅自己人生的際遇
[00:12:14.920 --> 00:12:17.240]  都是相當的坎坷
[00:12:17.240 --> 00:12:22.360]  這些在假使徒的眼中視之為失敗的人生
[00:12:22.360 --> 00:12:28.120]  或者根本不可能證明你有這些經歷
[00:12:28.120 --> 00:12:30.920]  就是耶穌基督的僕人
[00:12:30.920 --> 00:12:33.640]  但保羅卻從另一個角度去說
[00:12:33.640 --> 00:12:38.520]  在你們視為失敗的事當中
[00:12:38.520 --> 00:12:41.800]  我自己去看是成功的標記
[00:12:41.800 --> 00:12:46.440]  或者更加證明我就是耶穌基督的使徒的身份
[00:12:46.440 --> 00:12:48.440]  在23-24節保羅說
[00:12:48.440 --> 00:12:52.840]  我被他們多受勞苦、多下監牢、多受鞭打
[00:12:52.840 --> 00:12:55.400]  是過重的,冒死是屢次的
[00:12:55.400 --> 00:12:57.880]  被猶大人鞭打三次
[00:12:57.880 --> 00:12:59.880]  每次40減去一下
[00:12:59.880 --> 00:13:05.000]  這裡是形容保羅去傳揚救恩的時候的辛勞
[00:13:05.000 --> 00:13:07.000]  並且因此被監禁
[00:13:07.000 --> 00:13:11.560]  到了危害生命的地步
[00:13:11.560 --> 00:13:14.680]  在假我被他們多受勞苦
[00:13:14.680 --> 00:13:18.200]  他們在你們當中蒙受利益
[00:13:18.200 --> 00:13:21.640]  當他們越傳道,他們的生活就越好
[00:13:21.640 --> 00:13:25.720]  但我越傳福音,我的生活就越來越不好
[00:13:25.720 --> 00:13:27.720]  在這裡保羅說
[00:13:27.720 --> 00:13:29.480]  當我被人抓到的時候
[00:13:29.480 --> 00:13:32.120]  我被人鞭打40下減去一下
[00:13:32.120 --> 00:13:34.120]  這些是一些特別的鞭刑
[00:13:34.120 --> 00:13:36.120]  打40下是相當重的
[00:13:36.120 --> 00:13:40.440]  令到身體受的傷害相當大
[00:13:40.440 --> 00:13:42.440]  是會危害生命
[00:13:42.440 --> 00:13:46.440]  所以在猶大人當中
[00:13:46.440 --> 00:13:49.160]  打完之後第2次40下要減一下
[00:13:49.160 --> 00:13:51.160]  否則每次40下
[00:13:51.160 --> 00:13:53.160]  打多幾次
[00:13:53.160 --> 00:13:55.160]  人的生命就有危害
[00:13:55.160 --> 00:13:57.160]  生命的危險
[00:13:57.160 --> 00:14:01.720]  在這裡保羅去形容他受的刑罰
[00:14:01.720 --> 00:14:04.200]  或者因為傳福音的緣故
[00:14:04.200 --> 00:14:09.160]  受的那種被人迫害是多麼嚴重
[00:14:09.160 --> 00:14:12.040]  接著25節說被軍打了三次
[00:14:12.040 --> 00:14:14.040]  被石頭打了一次
[00:14:14.040 --> 00:14:16.040]  遇著船壞了三次
[00:14:16.040 --> 00:14:18.040]  一晝一夜在深海裡
[00:14:18.040 --> 00:14:20.040]  被軍打
[00:14:20.040 --> 00:14:22.680]  可以說是羅馬人的刑罰
[00:14:22.680 --> 00:14:26.760]  並且只能夠應用在非羅馬公民的身上
[00:14:26.760 --> 00:14:27.720]  去施行
[00:14:27.720 --> 00:14:29.720]  但現在保羅為了信仰的緣故
[00:14:29.720 --> 00:14:31.720]  他雖然不是羅馬人
[00:14:31.720 --> 00:14:33.720]  但也受這些刑罰
[00:14:33.720 --> 00:14:35.720]  被石頭打了一次
[00:14:35.720 --> 00:14:37.720]  猶太人用石頭打人是死刑
[00:14:37.720 --> 00:14:39.720]  不是一個普通的刑罰
[00:14:39.720 --> 00:14:43.720]  所以保羅用這些去形容自己
[00:14:43.720 --> 00:14:45.720]  因為傳道的緣故
[00:14:45.720 --> 00:14:49.320]  而所受的殘酷的刑罰
[00:14:49.320 --> 00:14:51.320]  接著他在這裡說
[00:14:51.320 --> 00:14:52.520]  遇著船壞了三次
[00:14:52.520 --> 00:14:54.520]  一晝一夜在深海裡
[00:14:54.520 --> 00:14:56.520]  這裡不一定是說24小時一晝一夜
[00:14:56.520 --> 00:15:00.120]  是說在海中的盂蘭經過一段時間之後
[00:15:00.120 --> 00:15:02.120]  他就獲救了
[00:15:02.120 --> 00:15:04.920]  26節說有屢次行軟路
[00:15:04.920 --> 00:15:06.120]  遭江河的危險
[00:15:06.120 --> 00:15:07.160]  盜賊的危險
[00:15:07.160 --> 00:15:08.280]  痛俗的危險
[00:15:08.280 --> 00:15:09.560]  外邦人的危險
[00:15:09.560 --> 00:15:10.600]  城裡的危險
[00:15:10.600 --> 00:15:11.880]  曠野的危險
[00:15:11.880 --> 00:15:13.000]  海中的危險
[00:15:13.000 --> 00:15:14.360]  賈帝卿的危險
[00:15:14.360 --> 00:15:17.320]  保羅在這裡似乎有一個模式
[00:15:17.320 --> 00:15:25.000]  江河、盜賊、痛俗、外邦人、城裡、曠野、海中、賈帝卿
[00:15:25.000 --> 00:15:28.760]  第一列是說只有地方
[00:15:28.760 --> 00:15:30.760]  第二列是指人
[00:15:30.760 --> 00:15:33.400]  保羅在這裡說
[00:15:33.400 --> 00:15:34.920]  無論我傳風的時候
[00:15:34.920 --> 00:15:36.920]  無論外在的環境
[00:15:36.920 --> 00:15:39.240]  無論是人的情況
[00:15:39.240 --> 00:15:43.320]  他都遇到相當大的挑戰和危難
[00:15:43.320 --> 00:15:45.800]  賈帝卿放到最後一行
[00:15:45.800 --> 00:15:48.600]  可以說對哥倫多教會來說
[00:15:48.600 --> 00:15:50.120]  信徒特別有意思
[00:15:50.120 --> 00:15:53.080]  因為保羅在哥倫多教會所遇到的問題
[00:15:53.080 --> 00:15:55.400]  正正是因為由此而起
[00:15:55.400 --> 00:15:57.240]  是那些賈帝卿
[00:15:57.240 --> 00:16:01.320]  那些假仕途而引起出來的一個問題
[00:16:01.320 --> 00:16:02.680]  接著27節
[00:16:02.680 --> 00:16:05.240]  保羅說受勞碌、受困苦
[00:16:05.240 --> 00:16:06.280]  多次不得碎
[00:16:06.280 --> 00:16:07.320]  又饑又渴
[00:16:07.320 --> 00:16:08.360]  多次不得食
[00:16:08.360 --> 00:16:09.240]  受寒冷
[00:16:09.240 --> 00:16:10.600]  赤身怒體
[00:16:10.600 --> 00:16:12.360]  這裡可以說
[00:16:12.360 --> 00:16:17.640]  這一節列出了保羅一般遇到的苦難的總論
[00:16:17.640 --> 00:16:21.080]  都是他作為一個宣教士
[00:16:21.080 --> 00:16:23.560]  作為將風傳給外邦人的過程當中
[00:16:23.560 --> 00:16:25.720]  所忍受的缺乏和試煉
[00:16:25.720 --> 00:16:29.960]  在這裡說勞碌、受困苦
[00:16:29.960 --> 00:16:31.400]  又饑又渴
[00:16:31.400 --> 00:16:33.160]  相對於不得
[00:16:33.160 --> 00:16:35.320]  沒有足夠的食物
[00:16:35.320 --> 00:16:36.280]  寒冷
[00:16:36.280 --> 00:16:38.360]  接著赤身怒體
[00:16:38.360 --> 00:16:44.280]  保羅在這裡一路增加他表達的力量
[00:16:44.280 --> 00:16:48.840]  有人指出保羅在這裡
[00:16:48.840 --> 00:16:50.520]  這一節列出的
[00:16:50.520 --> 00:16:55.480]  和羅馬的人去看一些成功的人
[00:16:55.480 --> 00:16:58.600]  所能夠有的成就的相反詞
[00:16:58.600 --> 00:17:00.360]  在當時的社會標準
[00:17:00.360 --> 00:17:03.000]  這些經歷這些事的人
[00:17:03.000 --> 00:17:04.280]  是相當失敗的人
[00:17:04.280 --> 00:17:07.800]  是不成功的一群人
[00:17:07.800 --> 00:17:08.920]  在二十八節
[00:17:08.920 --> 00:17:12.360]  保羅馬鋒一轉再繼續說
[00:17:12.360 --> 00:17:14.280]  他說除了這外面的事
[00:17:14.280 --> 00:17:17.560]  還有宗教會關心的事
[00:17:17.560 --> 00:17:19.880]  天天壓在我身上
[00:17:19.880 --> 00:17:22.040]  保羅一直去看教會
[00:17:22.040 --> 00:17:25.960]  信徒那種屬靈的生命
[00:17:25.960 --> 00:17:29.880]  和自己的際遇的比較
[00:17:29.880 --> 00:17:33.560]  保羅不著重自己所遇到的困難和挑戰
[00:17:33.560 --> 00:17:35.560]  他一直看重
[00:17:35.560 --> 00:17:38.360]  一直關心哥林多教會
[00:17:38.360 --> 00:17:40.680]  或者教會裡面信徒的
[00:17:40.680 --> 00:17:43.640]  那種跟從耶穌的一份心智
[00:17:43.640 --> 00:17:47.880]  或者教會遭遇一些問題
[00:17:47.880 --> 00:17:54.360]  所以保羅一直帶出他自己的心態
[00:17:54.360 --> 00:17:56.280]  雖然他面對很多困難
[00:17:56.280 --> 00:17:59.000]  處於很多生命的危險
[00:17:59.000 --> 00:18:01.080]  生命都危在旦夕
[00:18:01.080 --> 00:18:04.200]  但他沒有關心自己的情況
[00:18:04.200 --> 00:18:06.680]  他沒有關心自己的生死
[00:18:06.680 --> 00:18:11.320]  他關心的就是教會的信徒
[00:18:11.320 --> 00:18:13.880]  怎樣去跟從耶穌
[00:18:13.880 --> 00:18:17.400]  有沒有存在一個正確的態度和方向
[00:18:17.400 --> 00:18:19.640]  去跟隨這位愛我們的主
[00:18:19.640 --> 00:18:20.920]  所以在二十九節
[00:18:20.920 --> 00:18:21.960]  保羅就說
[00:18:21.960 --> 00:18:24.040]  有誰軟弱我不軟弱
[00:18:24.040 --> 00:18:27.000]  有誰跌倒我不焦急
[00:18:27.000 --> 00:18:30.360]  保羅一說出
[00:18:30.360 --> 00:18:34.520]  他所關心的不是自己的際遇
[00:18:34.520 --> 00:18:39.000]  而是關心其他人的情況
[00:18:39.000 --> 00:18:43.800]  保羅很坦白地將他內心的掙扎
[00:18:43.800 --> 00:18:46.600]  自己真實所經歷的事
[00:18:46.600 --> 00:18:48.920]  向一群信徒分享
[00:18:48.920 --> 00:18:52.680]  這些是他的敵人
[00:18:52.680 --> 00:18:56.200]  當時的假仕途不會這樣去表達
[00:18:56.200 --> 00:18:58.760]  出來的一種生命
[00:18:58.760 --> 00:19:02.040]  保羅在此揭露了
[00:19:02.040 --> 00:19:05.160]  他自己很大的心理上的負擔
[00:19:05.160 --> 00:19:08.120]  誰軟弱我更軟弱
[00:19:08.120 --> 00:19:10.280]  所以保羅不是說自己是一個很剛強
[00:19:10.280 --> 00:19:12.440]  我很剛強的一個人
[00:19:12.440 --> 00:19:13.960]  而你們是一群很軟弱的人
[00:19:13.960 --> 00:19:15.000]  保羅不是這樣說
