
[00:00:00.000 --> 00:00:06.000]  宣讀《使徒行傳》第九章第一到十七節
[00:01:58.200 --> 00:02:00.400]  主對她說
[00:02:00.400 --> 00:02:04.600]  起來 往那叫直接的路去
[00:02:04.600 --> 00:02:06.600]  在猶大的家裡
[00:02:06.600 --> 00:02:08.600]  去找一個大樹人
[00:02:08.600 --> 00:02:10.400]  名叫嫂羅
[00:02:10.400 --> 00:02:12.400]  她正在禱告
[00:02:12.400 --> 00:02:15.200]  在意象中看見了一個人
[00:02:15.200 --> 00:02:17.200]  名叫亞拿尼亞
[00:02:17.200 --> 00:02:19.600]  進來為她按手
[00:02:19.600 --> 00:02:22.200]  讓她能再看得見
[00:02:23.600 --> 00:02:25.200]  亞拿尼亞回答
[00:02:25.200 --> 00:02:28.600]  主啊 我聽見許多人
[00:02:28.600 --> 00:02:29.800]  講到這個人
[00:02:29.800 --> 00:02:32.200]  說他怎樣在耶路撒冷
[00:02:32.200 --> 00:02:34.600]  多多苦待你的聖徒
[00:02:34.600 --> 00:02:35.600]  並且
[00:02:35.600 --> 00:02:37.000]  他在這裡
[00:02:37.000 --> 00:02:39.200]  有從祭祀場得來的權柄
[00:02:39.200 --> 00:02:42.200]  要捆綁一切求告你名的人
[00:02:42.200 --> 00:02:44.800]  主對她說
[00:02:44.800 --> 00:02:47.600]  你只管去
[00:02:47.600 --> 00:02:50.400]  他是我所揀選的器皿
[00:02:50.400 --> 00:02:52.200]  要在外邦人
[00:02:52.400 --> 00:02:55.200]  君王和以色列人面前
[00:02:55.200 --> 00:02:57.000]  宣揚我的名
[00:02:57.000 --> 00:02:59.200]  我也要指示他
[00:02:59.200 --> 00:03:03.200]  為我的名必須受許多的苦難
[00:03:03.200 --> 00:03:06.400]  亞拿尼亞就去了
[00:03:06.400 --> 00:03:07.600]  進入那家
[00:03:07.600 --> 00:03:10.400]  把手按在嫂羅身上
[00:03:10.400 --> 00:03:11.200]  說
[00:03:11.200 --> 00:03:13.600]  嫂羅弟兄
[00:03:13.600 --> 00:03:15.200]  在你來的路上
[00:03:15.200 --> 00:03:16.800]  向你顯現的主
[00:03:16.800 --> 00:03:18.200]  就是耶穌
[00:03:18.200 --> 00:03:20.000]  打發我來
[00:03:20.200 --> 00:03:22.600]  叫你能再看得見
[00:03:22.600 --> 00:03:25.200]  又被聖靈充滿
[00:03:25.200 --> 00:03:28.000]  這是上主的話
[00:03:28.000 --> 00:03:31.200]  弟兄姊妹平安
[00:03:31.200 --> 00:03:37.200]  感謝堂會的邀請
[00:03:37.200 --> 00:03:41.400]  讓我有機會再次分享上主的話語
[00:03:41.400 --> 00:03:44.600]  我想先做一個自我的介紹
[00:03:44.600 --> 00:03:46.200]  我叫鄧文恩
[00:03:46.200 --> 00:03:48.200]  英文名字叫做Anna
[00:03:49.400 --> 00:03:52.200]  我成長在一個基督教的家庭裡面
[00:03:52.200 --> 00:03:55.600]  名字是我媽媽替我改的
[00:03:55.600 --> 00:03:58.200]  她盼望我成為一個
[00:03:58.200 --> 00:03:59.400]  文靜
[00:03:59.400 --> 00:04:02.000]  而且一生充滿神恩典的人
[00:04:02.000 --> 00:04:04.600]  所以幫我改了中文的名字
[00:04:04.600 --> 00:04:06.000]  叫做文恩
[00:04:06.000 --> 00:04:08.800]  然後我的英文名字叫做Anna
[00:04:08.800 --> 00:04:10.200]  是出自於
[00:04:10.200 --> 00:04:13.400]  路加福音裡面呂先知
[00:04:13.400 --> 00:04:14.800]  亞拿呂先知
[00:04:14.800 --> 00:04:16.600]  英文名描述
[00:04:16.800 --> 00:04:20.200]  就是亞拿她已經是84歲了
[00:04:20.200 --> 00:04:23.800]  仍然在殿裡面去侍奉神
[00:04:23.800 --> 00:04:26.600]  我的媽媽希望我的生命
[00:04:26.600 --> 00:04:28.400]  就像亞拿一樣
[00:04:28.400 --> 00:04:31.800]  到老也在神的家裡面去侍奉
[00:04:31.800 --> 00:04:33.400]  所以幫我改了
[00:04:33.400 --> 00:04:35.800]  安拿的英文名字Anna
[00:04:35.800 --> 00:04:38.000]  經歷了蒙詔
[00:04:38.000 --> 00:04:40.600]  我現在成為了一個傳道人
[00:04:40.600 --> 00:04:42.600]  我猜想這是我父母
[00:04:42.600 --> 00:04:44.800]  甚至於我自己也沒有想過
[00:04:44.800 --> 00:04:46.600]  可以如此的蒙恩
[00:04:47.600 --> 00:04:50.200]  名字對於一個人來說
[00:04:50.200 --> 00:04:51.800]  是十分的重要
[00:04:51.800 --> 00:04:54.000]  就像恩朝堂一樣
[00:04:54.000 --> 00:04:58.000]  我知道今天是恩朝堂的大喜的日子
[00:04:58.000 --> 00:04:59.200]  堂慶的日子
[00:04:59.200 --> 00:05:01.000]  成立了一周年了
[00:05:01.000 --> 00:05:04.600]  先說就是生日快樂這樣子
[00:05:04.600 --> 00:05:06.800]  親愛的弟兄姐妹
[00:05:06.800 --> 00:05:08.600]  有沒有人知道
[00:05:08.600 --> 00:05:10.800]  恩朝堂名字的意思呢
[00:05:10.800 --> 00:05:12.800]  假如你知道你可以揮一下手嗎
[00:05:12.800 --> 00:05:14.400]  讓我知道你明白
[00:05:14.400 --> 00:05:16.000]  恩朝堂的名字的意思
[00:05:17.000 --> 00:05:20.000]  也不算是很多
[00:05:20.000 --> 00:05:23.800]  恩朝堂名字的意思
[00:05:23.800 --> 00:05:28.200]  是作為內地人來香港
[00:05:28.200 --> 00:05:30.400]  一道恩典的朝糧
[00:05:30.400 --> 00:05:34.000]  這都是寄予厚望
[00:05:34.000 --> 00:05:35.600]  還有提醒我們
[00:05:35.600 --> 00:05:39.400]  這所教會在這裡成立的原因
[00:05:39.400 --> 00:05:44.400]  就是將救恩帶到不同的群體當中
[00:05:45.400 --> 00:05:48.400]  聖經裡面所記錄每一個名字
[00:05:48.400 --> 00:05:50.600]  其實都有上帝的心意
[00:05:50.600 --> 00:05:52.800]  還有他重要的地方
[00:05:52.800 --> 00:05:55.800]  沒有一個名字是落空
[00:05:55.800 --> 00:05:57.600]  或是沒用的
[00:05:57.600 --> 00:06:01.600]  名字代表一個人的期待
[00:06:01.600 --> 00:06:05.000]  也同時賦予人一個使命
[00:06:05.000 --> 00:06:06.200]  一個的任務
[00:06:06.200 --> 00:06:09.000]  而今天我們所看的經文
[00:06:09.000 --> 00:06:11.000]  是一個很熟悉的故事
[00:06:11.000 --> 00:06:14.400]  是掃羅遇見耶穌的事蹟
[00:06:15.400 --> 00:06:19.400]  不過我今天想將這個故事的注意力
[00:06:19.400 --> 00:06:21.800]  放在一個小人物的身上
[00:06:21.800 --> 00:06:23.800]  他叫做亞南亞
[00:06:23.800 --> 00:06:27.200]  從他的生命中我們學習有關於
[00:06:27.200 --> 00:06:28.800]  照命的功課
[00:06:28.800 --> 00:06:30.800]  讓我們心同心打開
[00:06:30.800 --> 00:06:37.200]  親愛的主耶穌我們感謝祢
[00:06:37.200 --> 00:06:39.800]  在我們生命裡面能夠遇見祢
[00:06:39.800 --> 00:06:42.000]  我們能夠遇見這個大光
[00:06:42.000 --> 00:06:44.400]  驅走我們內心的黑暗
[00:06:44.400 --> 00:06:47.200]  上主我們向祢懇求
[00:06:47.200 --> 00:06:49.400]  讓祢的話語在這裡
[00:06:49.400 --> 00:06:51.600]  能夠彰顯祢的能力
[00:06:51.600 --> 00:06:53.400]  讓每一個聽的人
[00:06:53.400 --> 00:06:55.800]  都能夠明白祢的話語
[00:06:55.800 --> 00:06:57.800]  聽到而行到
[00:06:57.800 --> 00:07:01.400]  讓我們生活裡面看見神的榮耀
[00:07:01.400 --> 00:07:03.000]  願祢幫助我們
[00:07:03.000 --> 00:07:05.400]  專心在祢的話語裡面
[00:07:05.400 --> 00:07:08.000]  聽禱告 侍奉主耶穌的名氣求
[00:07:08.000 --> 00:07:08.800]  Amen
[00:07:10.000 --> 00:07:12.000]  一開始我們講到名字
[00:07:12.000 --> 00:07:15.000]  亞南亞的名字的意思是
[00:07:15.000 --> 00:07:17.000]  使人得教益處
[00:07:17.000 --> 00:07:19.000]  還有恩典的
[00:07:19.000 --> 00:07:23.200]  在小羅與亞南亞相遇的經歷裡面
[00:07:23.200 --> 00:07:27.600]  他的生命真正就是展現上帝這種的性情
[00:07:27.600 --> 00:07:31.800]  小羅在《始童行傳》七章結束的時候
[00:07:31.800 --> 00:07:33.600]  正式的上場
[00:07:33.600 --> 00:07:36.600]  一開始就說他贊同
[00:07:36.600 --> 00:07:38.600]  除死四替犯
[00:07:38.600 --> 00:07:41.600]  他喜悅四替犯被害
[00:07:41.600 --> 00:07:46.000]  然後在第八章的開始就開始逼迫召會
[00:07:46.000 --> 00:07:49.400]  而第九章就是我們今天看的經文裡面
[00:07:49.400 --> 00:07:52.800]  小羅更是向大祭司去拿那個文書
[00:07:52.800 --> 00:07:56.200]  要抓一切就是信奉主的人
[00:07:56.200 --> 00:08:00.000]  當他站到大馬斯格這個地方的時候
[00:08:00.000 --> 00:08:01.800]  他遇見了大光
[00:08:01.800 --> 00:08:04.000]  然後他三天看不見
[00:08:04.000 --> 00:08:06.000]  不吃不喝
[00:08:06.000 --> 00:08:10.400]  接著就是亞南亞去在異象中與神相遇
[00:08:10.400 --> 00:08:12.000]  領受吩咐
[00:08:12.000 --> 00:08:16.000]  去伊茲小羅成就了神的計畫
[00:08:16.000 --> 00:08:18.400]  今天我想跟大家看的第一個點
[00:08:18.400 --> 00:08:22.000]  是我們與天父之間的關係
[00:08:22.000 --> 00:08:26.800]  在第十節我想請弟兄姊妹再次幫我念出來
[00:08:26.800 --> 00:08:28.000]  一二三
[00:08:28.000 --> 00:08:33.000]  當下在大馬斯格有一個人的墓
[00:08:33.000 --> 00:08:35.000]  名叫亞南亞
[00:08:35.000 --> 00:08:38.000]  主在異象中對他說
[00:08:38.000 --> 00:08:39.600]  亞南亞
[00:08:39.600 --> 00:08:43.000]  他說主我在這裡
[00:08:43.000 --> 00:08:46.800]  聖經裡面描述亞南亞是個門徒
[00:08:46.800 --> 00:08:49.000]  是一個跟隨耶穌的人
[00:08:49.000 --> 00:08:53.000]  當主在異象中呼喚他的名字的時候
[00:08:53.000 --> 00:08:57.000]  他的回應是主啊我在這裡
[00:08:57.000 --> 00:09:00.800]  亞南亞認得認識神的聲音
[00:09:00.800 --> 00:09:02.800]  他能夠看見異象
[00:09:02.800 --> 00:09:06.800]  而神當神去叫亞南亞的名字的時候
[00:09:06.800 --> 00:09:11.800]  也證明了一件事就是神也認識亞南亞這個人
[00:09:11.800 --> 00:09:15.800]  這有可能不是亞南亞第一次去聽到神的呼喚
[00:09:15.800 --> 00:09:18.800]  看見異象或聽到神的聲音
[00:09:18.800 --> 00:09:22.800]  要不然他不會立馬就說我在這裡
[00:09:22.800 --> 00:09:26.800]  就好像舊院裡面其實神也對人有不同的呼喚
[00:09:26.800 --> 00:09:29.800]  他對先知撒摩爾的呼喚的時候
[00:09:29.800 --> 00:09:33.800]  就是當撒摩爾還沒有認識神的聲音的時候
[00:09:33.800 --> 00:09:35.800]  他也叫了撒摩爾三次
[00:09:35.800 --> 00:09:39.800]  然後撒摩爾才認得這是神的聲音
[00:09:39.800 --> 00:09:41.800]  才說仆人敬聽
[00:09:41.800 --> 00:09:45.800]  但在這裡亞南亞就是立刻的回應
[00:09:45.800 --> 00:09:47.800]  主啊我在這裡
[00:09:47.800 --> 00:09:54.800]  亞南亞的反應與批波教會的掃羅的反應是相反的
[00:09:54.800 --> 00:09:57.800]  當耶穌的光照著扫羅的時候
[00:09:57.800 --> 00:10:00.800]  在第五節他是這樣說的
[00:10:00.800 --> 00:10:04.800]  主啊你是誰
[00:10:04.800 --> 00:10:07.800]  扫羅不認識神
[00:10:07.800 --> 00:10:11.800]  相反亞南亞認識神
[00:10:11.800 --> 00:10:16.800]  神在這裡直接主動的跟他去說話
[00:10:16.800 --> 00:10:19.800]  去頒布他的使命給亞南亞
[00:10:19.800 --> 00:10:25.800]  在使徒行傳第二十二章十二節這樣說
[00:10:25.800 --> 00:10:30.800]  當保羅再次去宣講神的話語
[00:10:30.800 --> 00:10:33.800]  提及自己迴轉的這段經歷的時候
[00:10:33.800 --> 00:10:36.800]  他提及了亞南亞這個人
[00:10:36.800 --> 00:10:40.800]  他說他是按照律法的虔誠人
[00:10:40.800 --> 00:10:45.800]  為一切住在那裡的猶太人所稱讚的
[00:10:45.800 --> 00:10:49.800]  亞南亞是一個無可指責的人
[00:10:49.800 --> 00:10:53.800]  而在他的生命裡面被人去看見
[00:10:53.800 --> 00:10:56.800]  被人去欣賞的是一個好明星
[00:10:56.800 --> 00:10:58.800]  被人稱讚的人
[00:10:58.800 --> 00:11:00.800]  他是一個虔誠人
[00:11:00.800 --> 00:11:06.800]  這就是亞南亞去展現給人所看見的生命
[00:11:06.800 --> 00:11:09.800]  今天我很想跟大家去分享
[00:11:09.800 --> 00:11:12.800]  從這個故事裡面是想什麼是照命
[00:11:12.800 --> 00:11:16.800]  第一想跟大家分享反思的功課是
[00:11:16.800 --> 00:11:20.800]  我們今天與天父的關係是如何的呢
[00:11:20.800 --> 00:11:26.800]  亞南亞與天父的關係是否我們所渴望的呢
[00:11:26.800 --> 00:11:31.800]  當人與天父的關係越親密越親近
[00:11:31.800 --> 00:11:36.800]  越能夠按照他的律法去做他人生
[00:11:36.800 --> 00:11:38.800]  去被生靈充滿
[00:11:38.800 --> 00:11:44.800]  自然而然他生命去融入的就是基督的模樣
[00:11:44.800 --> 00:11:52.800]  我們也越能夠去分辨出天父對我們說話的聲音以及話語
[00:11:52.800 --> 00:11:57.800]  天父願意和每一個主動尋求他的人去說話
[00:11:57.800 --> 00:12:01.800]  他也會主動跟我們去說話
[00:12:01.800 --> 00:12:07.800]  但有時候我們可能都會陷入一個問題或迷思的當中
[00:12:07.800 --> 00:12:10.800]  就是我不能夠確定
[00:12:10.800 --> 00:12:16.800]  這是不是來自於天父的教命還有聲音呢
[00:12:16.800 --> 00:12:20.800]  尤其是當我們的生命可能會遇上挫敗
[00:12:20.800 --> 00:12:27.800]  或是我們本來很確定就是上帝去叫我們去做某件的事
[00:12:27.800 --> 00:12:29.800]  可是遇見了一些困難的時候
[00:12:29.800 --> 00:12:31.800]  我們也會突然的問
[00:12:31.800 --> 00:12:36.800]  這到底是不是上帝的心意呢
[00:12:36.800 --> 00:12:38.800]  對著有時候我們前路迷茫
[00:12:38.800 --> 00:12:41.800]  我們要做重大決定的時候
[00:12:41.800 --> 00:12:44.800]  我們不知道該怎麼辦的時候
[00:12:44.800 --> 00:12:52.800]  這些的問題又好像是反復的出現在我們的生命裡面
[00:12:52.800 --> 00:12:58.800]  不過今天的講道我不會去教導如何我們肯定這是來自上帝的聲音
[00:12:58.800 --> 00:13:05.800]  因為我覺得上帝是用不同的方法去跟人去說話
[00:13:05.800 --> 00:13:10.800]  不是我在這裡教導了一套怎麼去分辨上帝的聲音
[00:13:10.800 --> 00:13:15.800]  然後上帝就一定要用這個方法去跟你去說話
[00:13:15.800 --> 00:13:19.800]  而是我們回想在我們跟天父的關係裡面
[00:13:19.800 --> 00:13:23.800]  天父過去是怎麼跟我們說話
[00:13:23.800 --> 00:13:31.800]  我們怎麼盡力上帝去幫助我們去認識神是一個怎樣的神
[00:13:31.800 --> 00:13:35.800]  祂跟你的互動又是如何的呢
[00:13:35.800 --> 00:13:40.800]  假如今天我要你去畫一條生命的線
[00:13:40.800 --> 00:13:43.800]  是你跟天父互動的過程
[00:13:43.800 --> 00:13:47.800]  你天父的經歷是如何的時候
[00:13:47.800 --> 00:13:50.800]  在人生每一個際遇裡面
[00:13:50.800 --> 00:13:54.800]  你有沒有看到上帝的腳步呢
[00:13:54.800 --> 00:13:59.800]  當你越了解天父是一個怎樣的神的時候
[00:13:59.800 --> 00:14:04.800]  你自自然然就會了解祂做事的模樣是怎麼樣
[00:14:04.800 --> 00:14:07.800]  不過我想提醒弟兄姊妹的一點是
[00:14:07.800 --> 00:14:10.800]  不代表你的關係越好
[00:14:10.800 --> 00:14:13.800]  就一定聽得到天父對你說話
[00:14:13.800 --> 00:14:18.800]  因為分派照命的主權其實是在於神
[00:14:18.800 --> 00:14:20.800]  不是在於人所控制
[00:14:20.800 --> 00:14:22.800]  我覺得我跟天父的關係好
[00:14:22.800 --> 00:14:26.800]  我就一定能夠獲得上帝的照命
[00:14:26.800 --> 00:14:30.800]  因為照命的分派是在於神
[00:14:30.800 --> 00:14:32.800]  不在於人
[00:14:32.800 --> 00:14:38.800]  不過關係好可以讓你在人生中多的聲音裡面
[00:14:38.800 --> 00:14:45.800]  去分辨更認清天父對我們每一個人的盼許是怎樣
[00:14:45.800 --> 00:14:51.800]  我期待你能夠像亞娜尼亞一樣去宣告我在這裡
[00:14:51.800 --> 00:14:56.800]  當你認清你聽得到分辨得出來的時候
[00:14:56.800 --> 00:15:00.800]  你就能夠宣告我在這裡
[00:15:00.800 --> 00:15:06.800]  我在這裡是代表你已經預備好去聽上帝的聲音
[00:15:06.800 --> 00:15:13.800]  我在這裡代表你已經預備好去領受他一切對你的吩咐
[00:15:13.800 --> 00:15:19.800]  預備好去被照去做可能在你眼中不太可能會做的事
[00:15:19.800 --> 00:15:23.800]  但是可能是一件很大很大的事
[00:15:23.800 --> 00:15:31.800]  而我們與天父的關係是你和我一生都要追求的功課
[00:15:31.800 --> 00:15:37.800]  第二點想跟大家分享的時候是清洗的照命
[00:15:37.800 --> 00:15:41.800]  天父對亞娜尼亞的護照是很清晰的
[00:15:41.800 --> 00:15:45.800]  我們剛剛所讀的經文裡面到11到12節
[00:15:45.800 --> 00:15:47.800]  裡面這樣說
[00:15:47.800 --> 00:15:50.800]  祖對她說起來往直接去
[00:15:50.800 --> 00:15:54.800]  在猶大的家裡訪問一個大樹人
[00:15:54.800 --> 00:15:56.800]  名叫小羅
[00:15:56.800 --> 00:15:58.800]  他正在祈禱
[00:15:58.800 --> 00:16:00.800]  又看見了一個人
[00:16:00.800 --> 00:16:02.800]  名叫亞娜尼亞
[00:16:02.800 --> 00:16:04.800]  進來按手在他的身上
[00:16:04.800 --> 00:16:08.800]  叫他能夠看得見
[00:16:08.800 --> 00:16:13.800]  祖教給亞娜尼亞的任務是很清楚的
[00:16:13.800 --> 00:16:17.800]  一直仔細起來往直接去
[00:16:17.800 --> 00:16:20.800]  是指明了他要去的方位
[00:16:20.800 --> 00:16:23.800]  他要去的地方在哪裡
[00:16:23.800 --> 00:16:27.800]  亞娜尼亞要尋找的人的國籍是什麼
[00:16:27.800 --> 00:16:30.800]  那個人正在做什麼
[00:16:30.800 --> 00:16:35.800]  甚至連小羅禱告的內容有自己的出現
[00:16:35.800 --> 00:16:41.800]  也照整個護照亞娜尼亞去做的事件裡面
[00:16:41.800 --> 00:16:46.800]  禱告這種詞語跟精準一點的翻譯是意象的意思
[00:16:46.800 --> 00:16:50.800]  保羅在意象裡面看見了亞娜尼亞
[00:16:50.800 --> 00:16:53.800]  為他按手去意志
[00:16:53.800 --> 00:16:57.800]  天父也將一切都告訴亞娜尼亞去知道
[00:16:57.800 --> 00:17:02.800]  一步一步的引導她去完成屬於天父的心意
[00:17:02.800 --> 00:17:04.800]  因為小羅看不見
[00:17:04.800 --> 00:17:09.800]  他無法主動的去尋求亞娜尼亞
[00:17:09.800 --> 00:17:12.800]  只有亞娜尼亞可以去尋求他
[00:17:12.800 --> 00:17:15.800]  唯獨他一個人是被檢選
[00:17:15.800 --> 00:17:20.800]  去完成這個意象裡面唯一的人選
[00:17:20.800 --> 00:17:24.800]  而在11到12節這裡的記載
[00:17:24.800 --> 00:17:27.800]  天父對於亞娜尼亞的護照的動詞
[00:17:27.800 --> 00:17:31.800]  你們所有的動詞都用了命令的方法
[00:17:31.800 --> 00:17:34.800]  就是強調要起來往
[00:17:34.800 --> 00:17:39.800]  要去訪問一個大樹人
[00:17:39.800 --> 00:17:40.800]  親愛的弟兄姊妹
[00:17:40.800 --> 00:17:43.800]  我不知道你們以前有沒有曾經
[00:17:43.800 --> 00:17:47.800]  領受過重生而來的護照呢
[00:17:47.800 --> 00:17:53.800]  少之可能是感動你去關心團體裡面一個小的肢體
[00:17:53.800 --> 00:17:59.800]  大的可能是叫你去承擔一個侍奉的崗位
[00:17:59.800 --> 00:18:02.800]  甚至於你選工作的方向
[00:18:02.800 --> 00:18:06.800]  你怎麼用自己的身分去榮耀神
[00:18:06.800 --> 00:18:11.800]  完成他給你的心意和使命呢
[00:18:11.800 --> 00:18:15.800]  第二點我想跟大家去分享的功課是
[00:18:15.800 --> 00:18:20.800]  來自於天父的護照是很清晰
[00:18:20.800 --> 00:18:24.800]  會一步一步去指引你去完成
[00:18:24.800 --> 00:18:28.800]  直到那個使命完整為止
[00:18:28.800 --> 00:18:32.800]  我分享一下我自己為什麼會成為一個權道人
[00:18:32.800 --> 00:18:35.800]  為什麼會蒙照的經歷
[00:18:35.800 --> 00:18:38.800]  我沒有像亞娜尼亞這樣的蒙恩
[00:18:38.800 --> 00:18:42.800]  生命很快就領受了整個的圖像
[00:18:42.800 --> 00:18:47.800]  上帝跟他的使命跟他的護照是很完整的
[00:18:47.800 --> 00:18:52.800]  相反我是用了大概六年的時間
[00:18:52.800 --> 00:18:56.800]  去認清這是天父對我的護照
[00:18:56.800 --> 00:19:00.800]  然後才進到聖心院裡面去經修
[00:19:00.800 --> 00:19:02.800]  你看到我的樣子可能都算年輕
[00:19:02.800 --> 00:19:06.800]  我也覺得自己是年輕的權道人
[00:19:06.800 --> 00:19:10.800]  的確我不否認我是在最青春的時候
[00:19:10.800 --> 00:19:13.800]  我回應了天父的護照
[00:19:13.800 --> 00:19:20.800]  最初這個護照的開始是在我的中學五年級的時候
[00:19:20.800 --> 00:19:23.800]  中學五年級暑假我去了一個地方去短山
[00:19:23.800 --> 00:19:26.800]  這是一個創起的國家
[00:19:26.800 --> 00:19:31.800]  在臨走以前當地的宣教士跟我說
[00:19:31.800 --> 00:19:38.800]  亞娜我覺得你的心情很適合做一個宣教士
[00:19:38.800 --> 00:19:42.800]  你有沒有想過呢
[00:19:42.800 --> 00:19:45.800]  作為一個中五的學生
[00:19:45.800 --> 00:19:47.800]  假如你是我
[00:19:47.800 --> 00:19:52.800]  你覺得你會如何去回應這個問題呢
[00:19:52.800 --> 00:19:54.800]  有想過的人舉手
[00:19:54.800 --> 00:19:55.800]  可以舉手一下
[00:19:55.800 --> 00:19:57.800]  有的OK
[00:19:57.800 --> 00:20:00.800]  沒有想過的人可以舉手一下嗎
[00:20:00.800 --> 00:20:04.800]  覺得我會回應沒有的
[00:20:04.800 --> 00:20:07.800]  對當然就是沒有了
[00:20:07.800 --> 00:20:09.800]  因為這是一個中五的學生
[00:20:09.800 --> 00:20:13.800]  我念大學我念什麼科系我也沒有想過
[00:20:13.800 --> 00:20:16.800]  什麼是宣教士我也不是很清楚
[00:20:16.800 --> 00:20:22.800]  但天父對於這一條問題的回應
[00:20:22.800 --> 00:20:26.800]  在那個時候我沒有看得很清楚
[00:20:26.800 --> 00:20:30.800]  可是將這條問題就一直放在我的心裡面
[00:20:30.800 --> 00:20:33.800]  一起去攪動我
[00:20:33.800 --> 00:20:37.800]  就是每當我想到這個問題的時候
[00:20:37.800 --> 00:20:41.800]  我也會問自己有沒有去想過
[00:20:41.800 --> 00:20:45.800]  直到我升到大學裡面一年級的時候
[00:20:45.800 --> 00:20:47.800]  我去了一個東陵營
[00:20:47.800 --> 00:20:49.800]  在呼召的環節的時候
[00:20:49.800 --> 00:20:55.800]  相當於讓我再次去思想這個轉生的經歷
[00:20:55.800 --> 00:20:57.800]  裡面我們去了一個教會
[00:20:57.800 --> 00:21:00.800]  裡面一個金拜的片段是一個很小的片段
[00:21:00.800 --> 00:21:06.800]  每個人他用自己的母語去金拜去讀聖經
[00:21:06.800 --> 00:21:09.800]  我看見了教會不分國家
[00:21:09.800 --> 00:21:13.800]  不分種族和異的模樣
[00:21:13.800 --> 00:21:15.800]  這是無所可目的
[00:21:15.800 --> 00:21:19.800]  我很被這個畫面去吸引
[00:21:19.800 --> 00:21:23.800]  很被這個畫面去讓我覺得很興奮
[00:21:23.800 --> 00:21:26.800]  所以我就起來我回應了上帝的呼召
[00:21:26.800 --> 00:21:30.800]  我就覺得我就立志我畢業以後
[00:21:30.800 --> 00:21:34.800]  我用一年的時間去回應神
[00:21:34.800 --> 00:21:37.800]  不過事情沒有那麼簡單
[00:21:37.800 --> 00:21:40.800]  我沒有立馬畢業就回應
[00:21:40.800 --> 00:21:42.800]  完成大學的學位以後
[00:21:42.800 --> 00:21:45.800]  我其實跟一般的大學生沒什麼分別
[00:21:45.800 --> 00:21:50.800]  我開始我會記我的籌職信
[00:21:50.800 --> 00:21:53.800]  我沒有覺得我很想去回應
[00:21:53.800 --> 00:21:56.800]  我就開始我去記不同的機構
[00:21:56.800 --> 00:21:57.800]  因為我念的是教育
[00:21:57.800 --> 00:22:02.800]  所以我就寄我的履歷去不同的學校裡面
[00:22:02.800 --> 00:22:07.800]  對我來說因為我覺得不如我先有工作經驗吧
[00:22:07.800 --> 00:22:13.800]  這樣子可能會更加了解弟兄姊妹的情況
[00:22:13.800 --> 00:22:16.800]  然後我有一些工作經驗我再去念書
[00:22:16.800 --> 00:22:18.800]  也不是很遲
[00:22:18.800 --> 00:22:21.800]  另外一個感覺就是我覺得
[00:22:21.800 --> 00:22:24.800]  我已經讀了很久的書了
