
[00:00:00.000 --> 00:00:04.780]  今天我們要開始領受《新約聖經》裏面
[00:03:54.980 --> 00:04:00.180]  不但如此 他也勝過了對死亡的懼怕
[00:04:00.180 --> 00:04:03.580]  當時斯蒂凡被聖靈充滿
[00:04:03.580 --> 00:04:09.580]  就看見耶穌基督在神的右邊
[00:04:09.580 --> 00:04:16.180]  這個榮耀的意象把對死亡的懼怕完全除去
[00:04:16.180 --> 00:04:21.380]  斯蒂凡知道主耶穌基督是他的救主
[00:04:21.380 --> 00:04:23.980]  已經爲他成全了救恩
[00:04:23.980 --> 00:04:29.380]  而且耶穌基督在父神的右邊爲他禱告
[00:04:29.380 --> 00:04:31.380]  是他的宗保
[00:04:31.380 --> 00:04:35.380]  這裏提到主耶穌站在神的右邊
[00:04:35.380 --> 00:04:39.380]  其他的地方是說主坐在神的右邊
[00:04:39.380 --> 00:04:42.780]  這裏可能有一種暗示的意思
[00:04:42.780 --> 00:04:48.180]  就是說主耶穌站起身來迎接斯蒂凡
[00:04:48.180 --> 00:04:51.180]  這代表在主的心目中
[00:04:51.180 --> 00:04:55.180]  斯蒂凡有何等榮耀的地位
[00:04:55.180 --> 00:04:57.380]  他爲主捨命
[00:04:57.380 --> 00:05:01.780]  他是教會歷史裏面第一個殉道士
[00:05:01.780 --> 00:05:06.180]  他把他的生命奉獻給主
[00:05:06.180 --> 00:05:11.980]  在這個時候主特別站起來歡迎他
[00:05:11.980 --> 00:05:17.180]  我們知道一個爲主付代價犧牲生命的人
[00:05:17.180 --> 00:05:20.780]  在神的果中將要得冠冕
[00:05:20.780 --> 00:05:25.380]  享受榮耀直到永遠
[00:05:25.380 --> 00:05:27.180]  我們又想到
[00:05:27.180 --> 00:05:32.180]  亞納尼亞爲逼迫教會的掃羅禱告
[00:05:32.180 --> 00:05:35.780]  這也是表示他勝過了仇恨
[00:05:35.780 --> 00:05:39.580]  因爲掃羅原來是逼迫教會的
[00:05:39.580 --> 00:05:42.580]  口吐威嚇兇殺的話
[00:05:42.580 --> 00:05:46.580]  甚至於逼迫基督徒來說
[00:05:46.580 --> 00:05:50.580]  挾度主耶穌聖靈的話語
[00:05:50.580 --> 00:05:55.180]  亞納尼亞原來應該恨掃羅
[00:05:55.180 --> 00:05:59.180]  但是當主差派亞納尼亞
[00:05:59.180 --> 00:06:02.380]  去爲掃羅禱告的時候
[00:06:02.380 --> 00:06:03.780]  他順服了
[00:06:03.780 --> 00:06:04.780]  他肯去
[00:06:04.780 --> 00:06:08.380]  而且用愛心在神的面前
[00:06:08.380 --> 00:06:11.580]  爲了掃羅也就是保羅禱告
[00:06:11.580 --> 00:06:14.780]  這是記載在《詩圖行傳》第九章
[00:06:14.780 --> 00:06:18.180]  十節到十七節裏面
[00:06:18.180 --> 00:06:20.380]  不但爲保羅禱告
[00:06:20.380 --> 00:06:24.580]  也奉主的名依之他
[00:06:24.580 --> 00:06:26.780]  這些事都給我們看見
[00:06:26.780 --> 00:06:28.980]  主的奇妙的大愛
[00:06:28.980 --> 00:06:32.380]  彰顯在他的門徒的身上
[00:06:32.380 --> 00:06:36.180]  這是第一方面的勝利
[00:06:36.180 --> 00:06:38.180]  第二方面的勝利
[00:06:38.180 --> 00:06:40.180]  就是他們勝過了
[00:06:40.180 --> 00:06:44.780]  個性上和意見上的分歧
[00:06:44.780 --> 00:06:48.980]  在二章四十六節有這樣的話說
[00:06:48.980 --> 00:06:52.780]  他們天天同心合一
[00:06:52.780 --> 00:06:54.980]  同心合一四個字
[00:06:54.980 --> 00:06:58.380]  在《詩圖行傳》裏面出現了六次
[00:06:58.380 --> 00:07:00.580]  第一章十四節
[00:07:00.580 --> 00:07:02.780]  二章四十六節
[00:07:02.780 --> 00:07:06.580]  四章二十四節和三十二節
[00:07:06.580 --> 00:07:10.980]  五章十二節和八章六節
[00:07:10.980 --> 00:07:15.180]  同心合一
[00:07:15.180 --> 00:07:20.180]  這真是《詩圖》時代的一個表現特徵
[00:07:20.180 --> 00:07:25.180]  顯出了真是聖靈的合而爲一的工作
[00:07:25.180 --> 00:07:27.980]  在他們的中間顯明出來
[00:07:27.980 --> 00:07:31.780]  他們也竭力保守了聖靈說辭
[00:07:31.780 --> 00:07:34.780]  合而爲一的心
[00:07:34.780 --> 00:07:36.780]  在《詩五章》裏面
[00:07:36.780 --> 00:07:39.980]  記載第一次教會的會議
[00:07:39.980 --> 00:07:41.980]  在耶路撒冷舉行
[00:07:41.980 --> 00:07:44.380]  在這個會議開始的時候
[00:07:44.380 --> 00:07:46.580]  許多的人意見不同
[00:07:46.580 --> 00:07:50.180]  但是後來在聖靈的帶領之下
[00:07:50.180 --> 00:07:53.580]  他們達成了一致的結論
[00:07:53.580 --> 00:07:57.580]  年長的使徒們接受了保羅的意見
[00:07:57.580 --> 00:08:02.380]  因爲這個意見是來自聖靈的啓示
[00:08:02.380 --> 00:08:06.180]  我們又看見《詩圖》時代的教會
[00:08:06.180 --> 00:08:08.980]  是一個一致的教會
[00:08:08.980 --> 00:08:11.180]  是一個合作的教會
[00:08:11.180 --> 00:08:14.780]  是一個同心合一、興旺不應的教會
[00:08:14.780 --> 00:08:20.380]  也是同心合一、敬拜主、禱告的教會
[00:08:20.380 --> 00:08:22.980]  這是何等的寶貴
[00:08:22.980 --> 00:08:25.780]  但願今天我們的教會
[00:08:25.780 --> 00:08:28.180]  也能夠每一個人
[00:08:28.180 --> 00:08:33.780]  放下自己的個性的特點和意見的特點
[00:08:33.780 --> 00:08:36.180]  而在聖靈裏面
[00:08:36.180 --> 00:08:40.180]  彼此的相愛、相親、合作
[00:08:40.180 --> 00:08:45.780]  互相敬重、互相瞭解、互相幫助
[00:08:45.780 --> 00:08:48.780]  他們第三方面的勝利的表現
[00:08:48.780 --> 00:08:51.180]  就是勝過了逼迫
[00:08:51.180 --> 00:08:54.580]  耶路撒冷的教會大受逼迫
[00:08:54.580 --> 00:08:57.580]  這是在《詩圖行傳》裏面
[00:08:57.580 --> 00:08:59.580]  常常給我們看見的
[00:08:59.580 --> 00:09:02.580]  他們有好幾次大受逼迫
[00:09:02.580 --> 00:09:06.180]  但是信徒的信仰堅固
[00:09:06.180 --> 00:09:10.980]  因爲他們清楚地認識耶穌基督是復活的主
[00:09:10.980 --> 00:09:13.380]  是又真又活的主
[00:09:13.380 --> 00:09:16.980]  他們願意爲了他們的信仰付代價
[00:09:16.980 --> 00:09:18.980]  他們剛強地說
[00:09:18.980 --> 00:09:23.580]  我們所看見、所聽見的不能不說
[00:09:23.580 --> 00:09:27.980]  當他們爲了信仰受逼迫的時候
[00:09:27.980 --> 00:09:30.980]  他們竟然歡喜快樂
[00:09:30.980 --> 00:09:34.980]  在第五章四十一節這樣的記載說
[00:09:34.980 --> 00:09:37.180]  他們心裏歡喜
[00:09:37.180 --> 00:09:41.980]  因爲算是配爲基督的名受羞辱
[00:09:41.980 --> 00:09:46.780]  他們這樣的勇敢的、堅強的精神
[00:09:46.780 --> 00:09:48.980]  真是令人感動
[00:09:48.980 --> 00:09:51.980]  是可歌可泣的
[00:09:51.980 --> 00:09:55.580]  他們的第四方面勝利的表現
[00:09:55.580 --> 00:09:59.580]  就是他們勝過了自私的心
[00:09:59.580 --> 00:10:04.980]  在第四章三十二節和三十四節
[00:10:04.980 --> 00:10:06.580]  有這樣的話說
[00:10:06.580 --> 00:10:08.580]  我讀給各位聽
[00:10:08.580 --> 00:10:12.180]  許多信的人都是一心一意的
[00:10:12.180 --> 00:10:13.980]  沒有一個人說
[00:10:13.980 --> 00:10:17.180]  他的東西有一樣是自己的
[00:10:17.180 --> 00:10:19.180]  都是大家共用
[00:10:19.180 --> 00:10:23.180]  內中沒有一個缺乏的人
[00:10:23.180 --> 00:10:25.780]  這是何等的寶貴
[00:10:25.780 --> 00:10:29.580]  他們不單顧自己也顧別人
[00:10:29.580 --> 00:10:32.380]  所有熟足的人在一起
[00:10:32.380 --> 00:10:34.980]  他們翻物、公應、公用
[00:10:34.980 --> 00:10:39.780]  過一個相親、相愛的生活
[00:10:39.780 --> 00:10:44.980]  另外在第十一章末了的一段
[00:10:44.980 --> 00:10:50.180]  又記載巴拿巴在安提拉的教會
[00:10:50.180 --> 00:10:52.380]  有很好的表現
[00:10:52.380 --> 00:10:54.580]  他是個好人
[00:10:54.580 --> 00:10:57.780]  又有聖靈充滿
[00:10:57.780 --> 00:10:59.780]  又大又新興
[00:10:59.780 --> 00:11:02.580]  所以教會很興旺
[00:11:02.580 --> 00:11:06.580]  很多的人接受耶穌基督爲自己的救主
[00:11:06.580 --> 00:11:08.580]  加入了教會
[00:11:08.580 --> 00:11:12.780]  在安提拉那裏看見沈自己的作爲
[00:11:12.780 --> 00:11:16.380]  安提拉是一個很出色的教會
[00:11:16.380 --> 00:11:19.580]  是一個很有熟靈成績的教會
[00:11:19.580 --> 00:11:23.580]  而巴拿巴就是做這個教會的領袖
[00:11:23.580 --> 00:11:26.380]  但是當巴拿巴知道
[00:11:26.380 --> 00:11:28.380]  神恩怠了保羅
[00:11:28.380 --> 00:11:33.580]  又知道保羅從神那裏領受很大的恩賜
[00:11:33.580 --> 00:11:36.780]  巴拿巴就去找保羅
[00:11:36.780 --> 00:11:42.580]  請他來到安提拉做教會的領袖
[00:11:42.580 --> 00:11:45.580]  取代了他自己的地位
[00:11:45.580 --> 00:11:47.780]  他甘願讓位
[00:11:47.780 --> 00:11:51.780]  這是他破碎自己以教會爲重
[00:11:51.780 --> 00:11:56.980]  以主公爲重的美好的表現
[00:11:56.980 --> 00:12:00.380]  教我們讀的時候非常的受感動
[00:12:00.380 --> 00:12:04.180]  他把自己完全的放下
[00:12:04.180 --> 00:12:06.580]  這種捨己的精神
[00:12:06.580 --> 00:12:10.580]  是初期教會的一個特殊的表現
[00:12:10.580 --> 00:12:12.180]  榮耀的表現
[00:12:12.180 --> 00:12:14.180]  勝利的表現
[00:12:14.180 --> 00:12:17.980]  但願今天在我們的教會當中
[00:12:17.980 --> 00:12:20.180]  也有這樣的勝利
[00:12:20.180 --> 00:12:22.780]  每一個人都放下自己
[00:12:22.780 --> 00:12:24.180]  破碎自己
[00:12:24.180 --> 00:12:26.180]  不求自己的榮耀
[00:12:26.180 --> 00:12:27.780]  互相推讓
[00:12:27.780 --> 00:12:29.380]  高舉基督
[00:12:29.380 --> 00:12:32.380]  各個人把聖功放在第一
[00:12:32.380 --> 00:12:34.580]  把神的事放在第一
[00:12:34.580 --> 00:12:37.380]  把神的榮耀放在第一
[00:12:37.380 --> 00:12:40.180]  如果我們都是這樣做的話
[00:12:40.180 --> 00:12:43.580]  基督的教會必然大大興旺
[00:12:43.580 --> 00:12:45.380]  基督被高舉起來
[00:12:45.380 --> 00:12:48.780]  神得到極大的榮耀
[00:12:48.780 --> 00:12:52.980]  仕途時代教會第五方面的勝利
[00:12:52.980 --> 00:12:57.580]  就是他們勝過了偏見和傳統
[00:12:57.580 --> 00:13:00.380]  按照猶太人的傳統
[00:13:00.380 --> 00:13:03.580]  他們自以爲是神的選民
[00:13:03.580 --> 00:13:07.380]  所以他們輕視外邦人
[00:13:07.380 --> 00:13:13.580]  他們把自己當作一種特殊的民族
[00:13:13.580 --> 00:13:17.180]  把外邦人看作是狗一樣
[00:13:17.180 --> 00:13:20.180]  這是一種錯誤的態度
[00:13:20.180 --> 00:13:24.580]  他們誤解了神對他們的揀選的恩典
[00:13:24.580 --> 00:13:26.180]  神揀選他們
[00:13:26.180 --> 00:13:28.580]  不是因爲他們比別人好
[00:13:28.580 --> 00:13:31.180]  那是因爲神要用他們
[00:13:31.180 --> 00:13:35.380]  向全世界彰顯神的恩典
[00:13:35.380 --> 00:13:38.180]  公益慈愛合作爲
[00:13:38.180 --> 00:13:40.380]  神揀選了以色列人
[00:13:40.380 --> 00:13:42.580]  是要用他們做器民
[00:13:42.580 --> 00:13:44.780]  要借到他們完成神
[00:13:44.780 --> 00:13:47.980]  全世界的救恩的計劃
[00:13:47.980 --> 00:13:52.580]  但是以色列人不瞭解神這樣的用意
[00:13:52.580 --> 00:13:56.780]  他們只是注目在自己的地位上
[00:13:56.780 --> 00:13:59.780]  他們以爲自己是神的選民
[00:13:59.780 --> 00:14:03.980]  一定比別人高出高高在上
[00:14:03.980 --> 00:14:07.380]  揚升了他們驕傲的態度
[00:14:07.380 --> 00:14:09.580]  輕視別人
[00:14:09.580 --> 00:14:11.580]  起初的時候
[00:14:11.580 --> 00:14:14.180]  猶太人當中的基督徒
[00:14:14.180 --> 00:14:18.380]  也受了這種觀念的多少影響
[00:14:18.380 --> 00:14:19.380]  他們認爲
[00:14:19.380 --> 00:14:22.980]  復因只是爲了猶太人預備的
[00:14:22.980 --> 00:14:26.780]  所以他們單單向本族的人傳道
[00:14:26.780 --> 00:14:27.980]  但是
[00:14:27.980 --> 00:14:33.780]  神用異象開了彼得和保羅的眼睛
[00:14:33.780 --> 00:14:39.180]  這是記載在《詩圖行傳》第十章九到二十一節
[00:14:39.180 --> 00:14:43.180]  和二十六章十八節裏面的
[00:14:43.180 --> 00:14:46.780]  在第十章我們看見
[00:14:46.780 --> 00:14:50.380]  彼得有一天到房頂上去
[00:14:50.380 --> 00:14:52.580]  中午禱告的時候
[00:14:52.580 --> 00:14:54.980]  看見了一個異象
[00:14:54.980 --> 00:14:58.580]  從天上有一塊大布墜下來
[00:14:58.580 --> 00:15:02.180]  在大布裏面有很多的生物
[00:15:02.180 --> 00:15:03.780]  是不潔淨的
[00:15:03.780 --> 00:15:06.380]  按照猶太人的律法
[00:15:06.380 --> 00:15:10.180]  是不能喫這些不潔淨的生物的
[00:15:10.180 --> 00:15:11.180]  但是
[00:15:11.180 --> 00:15:14.780]  從天上有神的聲音來對祂說
[00:15:14.780 --> 00:15:17.380]  喫來宰了喫
[00:15:17.380 --> 00:15:21.380]  彼得的反應是很自然的
[00:15:21.380 --> 00:15:22.380]  祂說
[00:15:22.380 --> 00:15:23.380]  主啊
[00:15:23.380 --> 00:15:26.580]  我從來沒有喫過不潔淨的物
[00:15:26.580 --> 00:15:31.580]  祂不肯接受從天上來的聲音的啓示
[00:15:31.580 --> 00:15:35.780]  因爲祂受了傳統的矇蔽
[00:15:35.780 --> 00:15:39.980]  後來這個聲音一連向祂發出三次
[00:15:39.980 --> 00:15:44.380]  最後這個大布就收回天上去了
[00:15:44.380 --> 00:15:46.780]  正在這個時候
[00:15:46.780 --> 00:15:50.180]  就蓋撒利亞的哥尼留
[00:15:50.180 --> 00:15:54.180]  說派來找彼得的人就到了門前
[00:15:54.180 --> 00:15:56.380]  聖靈就引導他
[00:15:56.380 --> 00:16:00.780]  跟從這些人到哥尼留的家裏去
[00:16:00.780 --> 00:16:01.980]  從此以後
[00:16:01.980 --> 00:16:04.180]  彼得的心眼開了
[00:16:04.180 --> 00:16:05.180]  他知道
[00:16:05.180 --> 00:16:10.580]  神的心意是把福音爲了全世界的人要傳開的
[00:16:10.580 --> 00:16:12.780]  不單單是爲了伊斯利爾人
[00:16:12.780 --> 00:16:15.180]  也是爲了全世界
[00:16:15.180 --> 00:16:19.780]  各地各方各族各民的
[00:16:19.780 --> 00:16:23.780]  是菩薩性的大救恩
[00:16:23.780 --> 00:16:28.780]  當彼得和保羅瞭解了這樣的真理之後
[00:16:28.780 --> 00:16:33.180]  他們就也向外邦人傳福音
[00:16:33.180 --> 00:16:36.980]  在八章二十九節也記載
[00:16:36.980 --> 00:16:39.580]  菲利就是傳福音的菲利
[00:16:39.580 --> 00:16:43.980]  也向埃及阿伯的太監傳福音
[00:16:43.980 --> 00:16:47.580]  埃及阿伯是非洲的一個國家
[00:16:47.580 --> 00:16:51.780]  那裏的人是非洲人
[00:16:51.780 --> 00:16:53.180]  但是
[00:16:53.180 --> 00:16:55.780]  菲利受聖靈的感動
[00:16:55.780 --> 00:16:57.580]  甘願放下
[00:16:57.580 --> 00:17:00.580]  撒瑪利亞成功的工作
[00:17:00.580 --> 00:17:03.580]  跑到偏僻的曠野去
[00:17:03.580 --> 00:17:07.180]  單單向一個人傳福音
[00:17:07.180 --> 00:17:08.580]  表面看
[00:17:08.580 --> 00:17:11.380]  這是沒有什麼意義和價值的
[00:17:11.380 --> 00:17:12.580]  但是
[00:17:12.580 --> 00:17:14.380]  這是聖靈的引導
[00:17:14.380 --> 00:17:16.980]  他願意順服聖靈的引導
[00:17:16.980 --> 00:17:19.580]  按照神的旨意去做
[00:17:19.580 --> 00:17:20.980]  結果呢
[00:17:20.980 --> 00:17:25.380]  他帶領了埃及阿伯的太監歸主以後
[00:17:25.380 --> 00:17:27.780]  這個太監回到本國去
[00:17:27.780 --> 00:17:30.380]  把福音傳開
[00:17:30.380 --> 00:17:32.580]  教會歷史告訴我們
[00:17:32.580 --> 00:17:36.580]  在主後第四世紀的時候
[00:17:36.580 --> 00:17:41.780]  基督教已經在埃及阿伯廣傳了
[00:17:41.780 --> 00:17:45.180]  有很多很多的人歸向神
[00:17:45.180 --> 00:17:47.180]  在第五世紀的時候
[00:17:47.180 --> 00:17:50.580]  基督教成了埃及阿伯的國教
[00:17:50.580 --> 00:17:51.780]  由此可見
[00:17:51.780 --> 00:17:55.580]  順服聖靈的感動永遠不落空
[00:17:55.580 --> 00:17:59.980]  因爲聖靈是傳福音的策略家
[00:17:59.980 --> 00:18:04.180]  他曉得應該怎麼樣做纔是最好
[00:18:04.180 --> 00:18:07.580]  如果我們順服聖靈的感動和帶領
[00:18:07.580 --> 00:18:09.780]  我們就會做成最好的
[00:18:09.780 --> 00:18:11.580]  最有價值的
[00:18:11.580 --> 00:18:15.380]  最持久的工作
[00:18:15.380 --> 00:18:17.180]  初期教會
[00:18:17.180 --> 00:18:20.180]  在聖靈和師徒的帶領之下
[00:18:20.180 --> 00:18:22.180]  的第六方面的勝利
[00:18:22.180 --> 00:18:25.380]  就是他們勝過了懼怕
[00:18:25.380 --> 00:18:28.580]  在第四章三十一節
[00:18:28.580 --> 00:18:30.980]  有這樣的話說
[00:18:30.980 --> 00:18:33.580]  師徒們放膽講論
[00:18:33.580 --> 00:18:34.580]  省得道
[00:18:34.580 --> 00:18:36.580]  在四章十三節
[00:18:36.580 --> 00:18:38.380]  有這樣的話說
[00:18:38.380 --> 00:18:40.380]  師徒們
[00:18:40.380 --> 00:18:43.380]  他們見師徒們的膽量
[00:18:43.380 --> 00:18:46.380]  又看出他們是沒有學問的小民
[00:18:46.380 --> 00:18:48.180]  就稀奇
[00:18:48.180 --> 00:18:49.380]  一般的人
[00:18:49.380 --> 00:18:51.180]  看見信耶穌的人
[00:18:51.180 --> 00:18:52.780]  是這樣的勇敢
[00:18:52.780 --> 00:18:53.980]  剛強
[00:18:53.980 --> 00:18:55.580]  爲耶穌做見證
[00:18:55.580 --> 00:18:57.380]  什麼都不懼怕
[00:18:57.380 --> 00:18:59.180]  他們就受感動
[00:18:59.180 --> 00:19:03.180]  因此歸向主的人不少
[00:19:03.180 --> 00:19:03.980]  人
[00:19:03.980 --> 00:19:04.980]  人人
[00:19:04.980 --> 00:19:06.980]  都是容易害怕的
[00:19:06.980 --> 00:19:08.780]  看見有困難的時候
[00:19:08.780 --> 00:19:10.180]  就會退後
[00:19:10.180 --> 00:19:11.180]  但是
[00:19:11.180 --> 00:19:12.580]  當時的教會
[00:19:12.580 --> 00:19:14.380]  被聖靈充滿
[00:19:14.380 --> 00:19:15.780]  大有膽量
[00:19:15.780 --> 00:19:17.380]  十分的剛強
[00:19:17.380 --> 00:19:18.980]  爲了主站立得住
[00:19:18.980 --> 00:19:20.580]  勝過了懼怕
[00:19:20.580 --> 00:19:21.580]  因此
[00:19:21.580 --> 00:19:24.580]  就帶領許多的人歸向主
[00:19:24.580 --> 00:19:28.180]  初期教會的第七方面的得勝
[00:19:28.180 --> 00:19:31.180]  是他們勝過了罪惡
[00:19:31.180 --> 00:19:32.780]  耶路撒冷
[00:19:32.780 --> 00:19:34.380]  被聖靈充滿
[00:19:34.380 --> 00:19:36.180]  又榮耀的現象
[00:19:36.180 --> 00:19:36.980]  但是
[00:19:36.980 --> 00:19:39.180]  撒旦不放過他們
[00:19:39.180 --> 00:19:40.980]  撒旦在那裏
[00:19:40.980 --> 00:19:43.380]  努力地尋找機會
[00:19:43.380 --> 00:19:45.980]  要破壞基督的教會
[00:19:45.980 --> 00:19:47.780]  他盡力
[00:19:47.780 --> 00:19:50.580]  在基督徒的心中工作
[00:19:50.580 --> 00:19:51.580]  結果
[00:19:51.580 --> 00:19:53.980]  他找到了一個好機會
[00:19:53.980 --> 00:19:57.580]  他就充滿了一對夫婦的心
[00:19:57.580 --> 00:20:01.580]  教他們同心行欺騙的事
[00:20:01.580 --> 00:20:08.380]  這是記載在第五章第一節到十一節
[00:20:08.380 --> 00:20:10.580]  在這一段裏面
[00:20:10.580 --> 00:20:11.780]  我們看見
[00:20:11.780 --> 00:20:13.980]  這一對的夫婦
[00:20:13.980 --> 00:20:16.780]  被撒旦充滿
[00:20:16.780 --> 00:20:21.180]  他們就尋求自己的虛榮
[00:20:21.180 --> 00:20:25.380]  他們表面上把田地賣了
[00:20:25.380 --> 00:20:28.780]  奉獻給聖公來用
[00:20:28.780 --> 00:20:30.580]  但是事實上
[00:20:30.580 --> 00:20:33.380]  他們把賣得的價錢
[00:20:33.380 --> 00:20:35.980]  私自留下這份
[00:20:35.980 --> 00:20:37.580]  夫婦兩個人
[00:20:37.580 --> 00:20:40.380]  一同做這件事
[00:20:40.380 --> 00:20:41.780]  他們的名字就是
[00:20:41.780 --> 00:20:44.980]  亞納尼亞和撒費拉
[00:20:44.980 --> 00:20:46.980]  他們做了這件事以後
[00:20:46.980 --> 00:20:49.180]  彼得就責備他們
[00:20:49.180 --> 00:20:50.780]  對他們說
[00:20:50.780 --> 00:20:53.780]  爲什麼撒旦充滿了你的心
[00:20:53.780 --> 00:20:55.580]  叫你欺貪聖靈
[00:20:55.580 --> 00:20:59.580]  把田地的價銀私自留下這份呢?
[00:20:59.580 --> 00:21:01.180]  田地還沒有賣
[00:21:01.180 --> 00:21:02.580]  不是你自己的嗎?
[00:21:02.580 --> 00:21:04.380]  既賣了價銀
[00:21:04.380 --> 00:21:06.380]  不是你自己做主嗎?
[00:21:06.380 --> 00:21:09.580]  你爲什麼心裏起這異念?
[00:21:09.580 --> 00:21:11.780]  你不是欺貪人
[00:21:11.780 --> 00:21:13.980]  是欺貪神了
[00:21:13.980 --> 00:21:15.380]  結果
[00:21:15.380 --> 00:21:17.380]  神的公義的審判
[00:21:17.380 --> 00:21:20.980]  就臨到一對夫婦的身上
[00:21:20.980 --> 00:21:25.380]  當教會看見神的公義臨到的時候
[00:21:25.380 --> 00:21:27.580]  他們都懼怕起來
[00:21:27.580 --> 00:21:30.580]  從此教會得了解禁
[00:21:30.580 --> 00:21:35.580]  人人都產生了敬畏神的心
[00:21:35.580 --> 00:21:38.180]  這件事表面上看起來
[00:21:38.180 --> 00:21:40.980]  好像有點過分的嚴厲
[00:21:40.980 --> 00:21:43.180]  但是我們不要忘記
[00:21:43.180 --> 00:21:48.580]  當時教會是絕對不容許罪惡侵入的
[00:21:48.580 --> 00:21:51.780]  一定不給撒旦留機會
[00:21:51.780 --> 00:21:55.380]  如果出其的教會被罪惡侵入
[00:21:55.380 --> 00:21:58.780]  那麼他們就會漸漸被腐蝕
[00:21:58.780 --> 00:22:02.380]  他們的俗靈的力量就要大打折扣
[00:22:02.380 --> 00:22:06.180]  慢慢的整個的教會都會垮下去
