
[00:00:00.000 --> 00:00:02.800]  求主與我們同在
[00:02:48.800 --> 00:02:53.800]  得到主 做他們的生命真理導路
[00:02:53.800 --> 00:02:58.800]  我們恭敬的交託在祢的恩手中
[00:02:58.800 --> 00:03:01.800]  主求祢幫助祢的孩子
[00:03:01.800 --> 00:03:04.800]  把祢的話語傳講的清楚
[00:03:04.800 --> 00:03:08.800]  主人的話常常是落空的
[00:03:08.800 --> 00:03:10.800]  但是祢的話
[00:03:10.800 --> 00:03:12.800]  卻是我們的生命
[00:03:12.800 --> 00:03:14.800]  我們的靈量
[00:03:14.800 --> 00:03:19.800]  主求祢把祢自己的聲音給我們聽見
[00:03:19.800 --> 00:03:21.800]  祢遮蓋人的聲音
[00:03:21.800 --> 00:03:23.800]  也是祢的聲音
[00:03:23.800 --> 00:03:28.800]  好像塵中一樣的響亮發出來
[00:03:28.800 --> 00:03:30.800]  讓我們聽得清楚
[00:03:30.800 --> 00:03:32.800]  每一個人受感動
[00:03:32.800 --> 00:03:34.800]  得到啟發
[00:03:34.800 --> 00:03:36.800]  得到指示
[00:03:36.800 --> 00:03:38.800]  得到引導
[00:03:38.800 --> 00:03:40.800]  我們這樣的願望 祈求
[00:03:40.800 --> 00:03:43.800]  奉主耶穌基督的聖名
[00:03:43.800 --> 00:03:45.800]  Amen
[00:03:45.800 --> 00:03:51.800]  我們的聖經是在285頁
[00:03:51.800 --> 00:03:54.800]  285頁
[00:03:54.800 --> 00:03:59.800]  這裡第一節
[00:03:59.800 --> 00:04:05.800]  所以你們若真與基督一同復活
[00:04:05.800 --> 00:04:10.800]  這是開宗靈異第一句話
[00:04:10.800 --> 00:04:15.800]  與基督一同復活
[00:04:15.800 --> 00:04:18.800]  這就是這一段的大綱
[00:04:18.800 --> 00:04:22.800]  與主復活的聖命
[00:04:22.800 --> 00:04:25.800]  我們信主以後
[00:04:25.800 --> 00:04:28.800]  主就進到我們裡面
[00:04:28.800 --> 00:04:29.800]  主進來了
[00:04:29.800 --> 00:04:31.800]  祂的生命也進來了
[00:04:31.800 --> 00:04:34.800]  我們就開始有個新生命
[00:04:34.800 --> 00:04:39.800]  這個新生命和過去有分別
[00:04:39.800 --> 00:04:43.800]  這個分別在這一章裡講得很清楚
[00:04:43.800 --> 00:04:45.800]  我們要看一看
[00:04:45.800 --> 00:04:47.800]  保羅被聖靈感動
[00:04:47.800 --> 00:04:51.800]  在這一章裡面怎麼樣描寫
[00:04:51.800 --> 00:04:55.800]  我們和基督一同復活的那個生命
[00:04:55.800 --> 00:05:00.800]  和基督一同生活的那個生命和生活
[00:05:00.800 --> 00:05:02.800]  是怎麼樣的
[00:05:02.800 --> 00:05:04.800]  這裡描寫得很清楚
[00:05:04.800 --> 00:05:07.800]  我們要很安靜的
[00:05:07.800 --> 00:05:10.800]  按部就班的來看一看
[00:05:10.800 --> 00:05:12.800]  來分析一下
[00:05:12.800 --> 00:05:15.800]  希望我們能夠琢磨得到
[00:05:15.800 --> 00:05:19.800]  這個裡面的那個精液
[00:05:19.800 --> 00:05:25.800]  那個真正的內容
[00:05:25.800 --> 00:05:27.800]  我們和主一同復活
[00:05:27.800 --> 00:05:30.800]  這個新的生命
[00:05:30.800 --> 00:05:37.800]  我要提到七方面的表現
[00:05:37.800 --> 00:05:39.800]  第一方面
[00:05:39.800 --> 00:05:47.800]  那就是這個生命是一個超自然的生命
[00:05:47.800 --> 00:05:54.800]  我們看第三章的第四節
[00:05:54.800 --> 00:05:59.800]  基督是我們的生命
[00:05:59.800 --> 00:06:02.800]  基督的生命進到我們裡面
[00:06:02.800 --> 00:06:05.800]  取代了我們原來的生命
[00:06:05.800 --> 00:06:09.800]  我們的生命開始有一個改變
[00:06:09.800 --> 00:06:11.800]  我們的這個新生命
[00:06:11.800 --> 00:06:14.800]  不是我們自己改良的生命
[00:06:14.800 --> 00:06:20.800]  那是耶穌基督的生命進到我們裡面
[00:06:20.800 --> 00:06:22.800]  感謝主
[00:06:22.800 --> 00:06:24.800]  世界上有千千萬萬的人
[00:06:24.800 --> 00:06:26.800]  他們能夠站起來說
[00:06:26.800 --> 00:06:28.800]  耶穌基督改變了我
[00:06:28.800 --> 00:06:31.800]  耶穌基督拯救了我
[00:06:31.800 --> 00:06:37.800]  我在基督裡面有一個新的人生
[00:06:37.800 --> 00:06:39.800]  在中國的教會歷史裡面
[00:06:39.800 --> 00:06:44.800]  有一個很出名的一個重生
[00:06:44.800 --> 00:06:46.800]  悔改
[00:06:46.800 --> 00:06:51.800]  得了新的人生的一個見證
[00:06:51.800 --> 00:06:53.800]  這個人姓林
[00:06:53.800 --> 00:06:55.800]  叫布林
[00:06:55.800 --> 00:06:57.800]  布建人
[00:06:57.800 --> 00:07:00.800]  他這個名字很特別
[00:07:00.800 --> 00:07:01.800]  布一個字
[00:07:01.800 --> 00:07:04.800]  我想大概是代表他這個人個性很強
[00:07:04.800 --> 00:07:05.800]  無論你說什麼
[00:07:05.800 --> 00:07:07.800]  他說布布布
[00:07:07.800 --> 00:07:09.800]  所以他不是一個yes man
[00:07:09.800 --> 00:07:11.800]  他是一個no man
[00:07:11.800 --> 00:07:15.800]  他原來是個強盜
[00:07:15.800 --> 00:07:18.800]  殺過人 放過火 做過許多壞事
[00:07:18.800 --> 00:07:20.800]  有一天晚上
[00:07:20.800 --> 00:07:23.800]  他偷偷的進了城
[00:07:23.800 --> 00:07:25.800]  化了妝
[00:07:25.800 --> 00:07:29.800]  他在路上暗處走的時候
[00:07:29.800 --> 00:07:31.800]  在那個哪裡黑暗
[00:07:31.800 --> 00:07:33.800]  他就在那裡走
[00:07:33.800 --> 00:07:35.800]  他走的時候聽見那個
[00:07:35.800 --> 00:07:37.800]  唱歌的聲音
[00:07:37.800 --> 00:07:38.800]  他覺得很好聽
[00:07:38.800 --> 00:07:40.800]  他想這是什麼歌聲呢
[00:07:40.800 --> 00:07:42.800]  我還沒有聽過
[00:07:42.800 --> 00:07:45.800]  他就跟著那個歌聲走走走
[00:07:45.800 --> 00:07:48.800]  最後就來到一個禮拜堂的門口
[00:07:48.800 --> 00:07:52.800]  他就悄悄的進去坐在最後面
[00:07:52.800 --> 00:07:53.800]  不顯眼的地方
[00:07:53.800 --> 00:07:55.800]  光線最暗的地方
[00:07:55.800 --> 00:07:58.800]  那個時候沒有電燈
[00:07:58.800 --> 00:08:01.800]  所以坐在後面角落的地方
[00:08:01.800 --> 00:08:03.800]  別人都看不清楚他
[00:08:03.800 --> 00:08:06.800]  他就坐在那裡聽
[00:08:06.800 --> 00:08:08.800]  那是蔣福音
[00:08:08.800 --> 00:08:11.800]  他聽聽聽 越聽越受感動
[00:08:11.800 --> 00:08:14.800]  越聽越入心
[00:08:14.800 --> 00:08:17.800]  最後他的心開了
[00:08:17.800 --> 00:08:20.800]  他接受了耶穌基督做他的救主
[00:08:20.800 --> 00:08:22.800]  他有一個大的改變
[00:08:22.800 --> 00:08:25.800]  一個很特別的改變
[00:08:25.800 --> 00:08:27.800]  改變到什麼程度呢
[00:08:27.800 --> 00:08:32.800]  有一次他在海邊走的時候
[00:08:32.800 --> 00:08:35.800]  剛好有一隻帆船
[00:08:35.800 --> 00:08:38.800]  三帆就翻了
[00:08:38.800 --> 00:08:43.800]  九個乘客就被泡在海中
[00:08:43.800 --> 00:08:46.800]  他看見了
[00:08:46.800 --> 00:08:48.800]  他是個很強壯的人
[00:08:48.800 --> 00:08:52.800]  也是個游泳的好手
[00:08:52.800 --> 00:08:54.800]  他就跳入海中
[00:08:54.800 --> 00:08:56.800]  去救這些人
[00:08:56.800 --> 00:08:59.800]  把他們一個一個救上來
[00:08:59.800 --> 00:09:02.800]  最後 到第九個了
[00:09:02.800 --> 00:09:04.800]  他還是要回去
[00:09:04.800 --> 00:09:06.800]  跟他在一起的朋友對他說
[00:09:06.800 --> 00:09:09.800]  你的力量 力氣已經用完了
[00:09:09.800 --> 00:09:10.800]  如果你再回去
[00:09:10.800 --> 00:09:12.800]  你自己的生命都有危險了
[00:09:12.800 --> 00:09:13.800]  不要回去了
[00:09:13.800 --> 00:09:15.800]  勸他 拉著他
[00:09:15.800 --> 00:09:16.800]  但是他說一句話
[00:09:16.800 --> 00:09:23.800]  他說 耶穌基督救了我這個壞人 惡人
[00:09:23.800 --> 00:09:25.800]  沒有教旨的人
[00:09:25.800 --> 00:09:27.800]  一個犯罪作惡的人
[00:09:27.800 --> 00:09:30.800]  現在他給了我機會救人
[00:09:30.800 --> 00:09:33.800]  我怎麼能夠不向前去呢
[00:09:33.800 --> 00:09:36.800]  我怎麼能夠退縮
[00:09:36.800 --> 00:09:39.800]  講完話 他又跳回海中
[00:09:39.800 --> 00:09:43.800]  可是這次呢 他自己淹死了
[00:09:43.800 --> 00:09:49.800]  這是福建的教會歷史裡面
[00:09:49.800 --> 00:09:54.800]  很感動人的一頁臨卜
[00:09:54.800 --> 00:09:57.800]  這樣的一個生命的改變
[00:09:57.800 --> 00:09:59.800]  是誰造成的
[00:09:59.800 --> 00:10:02.800]  不是他自己造成的
[00:10:02.800 --> 00:10:03.800]  顯而易見
[00:10:03.800 --> 00:10:05.800]  絕對不是他自己造成的
[00:10:05.800 --> 00:10:09.800]  也不是任何的人為他造成的
[00:10:09.800 --> 00:10:11.800]  那是因為他信了主
[00:10:11.800 --> 00:10:13.800]  耶穌基督進到他裡面
[00:10:13.800 --> 00:10:16.800]  耶穌基督的生命也進去
[00:10:16.800 --> 00:10:17.800]  把他改變
[00:10:17.800 --> 00:10:20.800]  有了新生命 新的表現
[00:10:20.800 --> 00:10:25.800]  新的人生 新的道路
[00:10:25.800 --> 00:10:29.800]  耶穌基督是我們的生命
[00:10:29.800 --> 00:10:32.800]  這是表示這個新生命
[00:10:32.800 --> 00:10:33.800]  這個復活的生命
[00:10:33.800 --> 00:10:36.800]  是一個超自然的生命
[00:10:36.800 --> 00:10:38.800]  一個超自然的來源
[00:10:38.800 --> 00:10:40.800]  是從上頭來的
[00:10:40.800 --> 00:10:42.800]  耶穌說你們要重生
[00:10:42.800 --> 00:10:44.800]  基督教裡面講這個重生
[00:10:44.800 --> 00:10:48.800]  這個重生的原文是由上而生
[00:10:48.800 --> 00:10:49.800]  意思就是說
[00:10:49.800 --> 00:10:51.800]  上面神的生命
[00:10:51.800 --> 00:10:54.800]  耶穌基督的生命進到一個人的裡面
[00:10:54.800 --> 00:10:59.800]  這個人就有了跟過去不同的生命
[00:10:59.800 --> 00:11:02.800]  這叫重生
[00:11:02.800 --> 00:11:05.800]  但是我們從另外一方面看
[00:11:05.800 --> 00:11:08.800]  這個超自然的生命
[00:11:08.800 --> 00:11:11.800]  從另外一個角度看
[00:11:11.800 --> 00:11:14.800]  也是自然的生命
[00:11:14.800 --> 00:11:18.800]  為什麼又說超自然又說自然呢?
[00:11:18.800 --> 00:11:24.800]  我們看第三章第十節
[00:11:24.800 --> 00:11:26.800]  穿上了新人
[00:11:26.800 --> 00:11:31.800]  這新人在知識上漸漸更新
[00:11:31.800 --> 00:11:34.800]  正如照他主的形象
[00:11:34.800 --> 00:11:37.800]  在這裡說一個人信了主以後
[00:11:37.800 --> 00:11:38.800]  他有了新生命
[00:11:38.800 --> 00:11:42.800]  這個新生命不是一下子就完全了
[00:11:42.800 --> 00:11:47.800]  不是一下子就百分之百的登峰造極了
[00:11:47.800 --> 00:11:49.800]  不是
[00:11:49.800 --> 00:11:56.800]  乃是一步一步的進前發展
[00:11:56.800 --> 00:12:04.800]  提高入深漸漸更新
[00:12:04.800 --> 00:12:06.800]  這是一個逐漸的過程
[00:12:06.800 --> 00:12:10.800]  所以有自然的成長的意味在裡頭
[00:12:10.800 --> 00:12:13.800]  所以我們說它是自然性的
[00:12:13.800 --> 00:12:17.800]  就好像一個嬰兒
[00:12:17.800 --> 00:12:20.800]  他的生命我們可以說是超自然的
[00:12:20.800 --> 00:12:24.800]  因為是上帝創造的
[00:12:24.800 --> 00:12:29.800]  但是這一個超自然的嬰兒的生命
[00:12:29.800 --> 00:12:32.800]  必須經過自然的成長
[00:12:32.800 --> 00:12:34.800]  他要營養
[00:12:34.800 --> 00:12:35.800]  他要運動
[00:12:35.800 --> 00:12:36.800]  他要訓練
[00:12:36.800 --> 00:12:38.800]  他要教育
[00:12:38.800 --> 00:12:41.800]  然後他才長大成人
[00:12:41.800 --> 00:12:44.800]  這是一個自然的過程
[00:12:44.800 --> 00:12:47.800]  一個基督徒也是一樣
[00:12:47.800 --> 00:12:50.800]  我們重生是聖靈的工作
[00:12:50.800 --> 00:12:52.800]  耶穌基督的生命進到我們裡面
[00:12:52.800 --> 00:12:54.800]  超自然的性質
[00:12:54.800 --> 00:12:57.800]  但是我們不要忘記
[00:12:57.800 --> 00:13:00.800]  我們有了這個新生命在我們裡面以後
[00:13:00.800 --> 00:13:03.800]  我們還要一步一步的成長
[00:13:03.800 --> 00:13:06.800]  如果我們停止成長
[00:13:06.800 --> 00:13:09.800]  我們永遠是一個幼稚的
[00:13:09.800 --> 00:13:14.800]  嬰兒式的一個新生命
[00:13:14.800 --> 00:13:16.800]  沒有一個做父母的
[00:13:16.800 --> 00:13:19.800]  歡喜看見他的生下來的孩子
[00:13:19.800 --> 00:13:22.800]  一直永遠是個嬰兒
[00:13:22.800 --> 00:13:26.800]  願意他長大長大長大
[00:13:26.800 --> 00:13:31.800]  我記得我的第二個孩子小的時候
[00:13:31.800 --> 00:13:33.800]  很遲不會叫媽媽
[00:13:33.800 --> 00:13:36.800]  所以我的太太很著急
[00:13:36.800 --> 00:13:37.800]  有一天她說
[00:13:37.800 --> 00:13:42.800]  什麼時候這個孩子叫媽媽我請客
[00:13:42.800 --> 00:13:49.800]  那就表示她很希望聽見孩子叫她母親
[00:13:49.800 --> 00:13:52.800]  希望他長大起來
[00:13:52.800 --> 00:13:54.800]  我們的天賦也是一樣
[00:13:54.800 --> 00:13:56.800]  我們重生得救以後
[00:13:56.800 --> 00:13:59.800]  我們的屬靈的生命還要長大
[00:13:59.800 --> 00:14:02.800]  到成熟的地步
[00:14:02.800 --> 00:14:09.800]  到了一個健康有力有作為有貢獻的地步
[00:14:09.800 --> 00:14:11.800]  那是我們天賦對我們的盼望
[00:14:11.800 --> 00:14:15.800]  所以我們一經信主的人都要追求長進
[00:14:15.800 --> 00:14:17.800]  有一次一個弟兄
[00:14:17.800 --> 00:14:21.800]  勸另外一個弟兄要追求靈性長進
[00:14:21.800 --> 00:14:22.800]  那個弟兄說
[00:14:22.800 --> 00:14:24.800]  他說我雖然沒有什麼長進
[00:14:24.800 --> 00:14:27.800]  但是我站得很穩
[00:14:27.800 --> 00:14:29.800]  那麼第二天
[00:14:29.800 --> 00:14:32.800]  那麼這個說他站得很穩的弟兄開了車子
[00:14:32.800 --> 00:14:36.800]  跟另外勸他的一個弟兄一起坐車子到一個地方去
[00:14:36.800 --> 00:14:39.800]  路上這個車子開不動了
[00:14:39.800 --> 00:14:41.800]  泡沫了
[00:14:41.800 --> 00:14:43.800]  那麼那個弟兄就對他說
[00:14:43.800 --> 00:14:46.800]  你這個車子雖然開不動
[00:14:46.800 --> 00:14:51.800]  但是停得很穩
[00:14:51.800 --> 00:14:54.800]  那麼他一聽這話他了解了
[00:14:54.800 --> 00:14:57.800]  但是單單停得穩還不夠
[00:14:57.800 --> 00:15:00.800]  一個人騎腳踏車
[00:15:00.800 --> 00:15:02.800]  他什麼時候最安全呢
[00:15:02.800 --> 00:15:05.800]  就是進行的時候
[00:15:05.800 --> 00:15:07.800]  進行的時候就最穩當
[00:15:07.800 --> 00:15:10.800]  什麼時候一停下就要倒
[00:15:10.800 --> 00:15:12.800]  一停下就要倒
[00:15:12.800 --> 00:15:15.800]  一個基督徒也有這樣一個意味
[00:15:15.800 --> 00:15:17.800]  我們的靈性一停止追求長進
[00:15:17.800 --> 00:15:21.800]  我們就很容易跌倒了
[00:15:21.800 --> 00:15:25.800]  我們就很容易發生靈性的毛病
[00:15:25.800 --> 00:15:30.800]  所以我們要不斷的彼此的勉勵要追求長進
[00:15:30.800 --> 00:15:32.800]  長進還要長進
[00:15:32.800 --> 00:15:34.800]  一直到什麼地步呢
[00:15:34.800 --> 00:15:40.800]  這裡說漸漸更新正如趙大祖的形象
[00:15:40.800 --> 00:15:43.800]  到了一個向左的形象
[00:15:43.800 --> 00:15:44.800]  向左
[00:15:44.800 --> 00:15:51.800]  這是我們靈性長進的最高的一個目標
[00:15:51.800 --> 00:15:53.800]  有的人現在走
[00:15:53.800 --> 00:15:55.800]  過了一段時間以後
[00:15:55.800 --> 00:16:00.800]  覺得我覺得靈性沒有什麼特別的表現
[00:16:00.800 --> 00:16:03.800]  和從前慢慢慢慢覺得也差不多了
[00:16:03.800 --> 00:16:06.800]  開始懷疑了我這個信仰是真的是假的
[00:16:06.800 --> 00:16:08.800]  如果是真的的話為什麼到了這個地步
[00:16:08.800 --> 00:16:10.800]  這個感覺呢
[00:16:10.800 --> 00:16:16.800]  結果就把這個問題歸到信仰的上面去了
[00:16:16.800 --> 00:16:17.800]  信仰不對了
[00:16:17.800 --> 00:16:18.800]  信仰有問題了
[00:16:18.800 --> 00:16:20.800]  信仰可能是假的了
[00:16:20.800 --> 00:16:22.800]  有人真是有這樣的一個感受
[00:16:22.800 --> 00:16:24.800]  這樣的一個結論
[00:16:24.800 --> 00:16:26.800]  其實不是信仰的問題
[00:16:26.800 --> 00:16:30.800]  是因為這一個已經信仰主的人
[00:16:30.800 --> 00:16:33.800]  沒有繼續的追求
[00:16:33.800 --> 00:16:35.800]  沒有和主繼續連在一起
[00:16:35.800 --> 00:16:37.800]  好像祖說
[00:16:37.800 --> 00:16:39.800]  枝子如果不連在樹上
[00:16:39.800 --> 00:16:40.800]  它就會枯乾
[00:16:40.800 --> 00:16:42.800]  它自己不能結果子
[00:16:42.800 --> 00:16:44.800]  一定要連在樹上
[00:16:44.800 --> 00:16:46.800]  我們和主連在一起
[00:16:46.800 --> 00:16:48.800]  我們要接著讀經 禱告
[00:16:48.800 --> 00:16:51.800]  接著和弟兄整個團契
[00:16:51.800 --> 00:16:54.800]  和主這樣的密切的聯繫
[00:16:54.800 --> 00:16:57.800]  這樣我們才能結果子
[00:16:57.800 --> 00:17:02.800]  所以一個人忽略了這個蘇靈的條件
[00:17:02.800 --> 00:17:03.800]  就結不出果子來
[00:17:03.800 --> 00:17:06.800]  不結果子的基督徒和非基督徒之間
[00:17:06.800 --> 00:17:08.800]  有多大的分別呢
[00:17:08.800 --> 00:17:11.800]  這是一個非常重要的一個道理
[00:17:11.800 --> 00:17:14.800]  所以我們把這個蘇靈的成長
[00:17:14.800 --> 00:17:19.800]  叫做自然性的一個表現
[00:17:19.800 --> 00:17:23.800]  這是我們應該很清楚了解的
[00:17:23.800 --> 00:17:26.800]  在中國的戰國時代
[00:17:26.800 --> 00:17:28.800]  有一個人物很出名
[00:17:28.800 --> 00:17:34.800]  很有口才叫燕子
[00:17:34.800 --> 00:17:36.800]  燕子是一個人物
[00:17:36.800 --> 00:17:40.800]  他做了宰相
[00:17:40.800 --> 00:17:45.800]  後來他的國家的王國王
[00:17:45.800 --> 00:17:48.800]  就派他到另外一個更強大的國家
[00:17:48.800 --> 00:17:50.800]  去做特使
[00:17:50.800 --> 00:17:55.800]  代表了國王到另外一個強大的國王那裏去
[00:17:55.800 --> 00:17:56.800]  他到的時候
[00:17:56.800 --> 00:17:59.800]  因為他身邊很矮
[00:17:59.800 --> 00:18:03.800]  所以那個國王就想侮辱他
[00:18:03.800 --> 00:18:07.800]  就在旁邊開了一個小門
[00:18:07.800 --> 00:18:10.800]  就要他從那裏進
[00:18:10.800 --> 00:18:11.800]  你身邊這麽矮
[00:18:11.800 --> 00:18:13.800]  應該進這個矮門
[00:18:13.800 --> 00:18:15.800]  他就回答說
[00:18:15.800 --> 00:18:18.800]  他說如果我被派到狗國去
[00:18:18.800 --> 00:18:20.800]  我就進狗門
[00:18:20.800 --> 00:18:23.800]  我相信你的國家不是狗國
[00:18:23.800 --> 00:18:25.800]  所以一定不可以進狗門
[00:18:25.800 --> 00:18:26.800]  好 這一關過了
[00:18:26.800 --> 00:18:27.800]  第二關
[00:18:27.800 --> 00:18:31.800]  第二關和我們這個有關係了
[00:18:31.800 --> 00:18:34.800]  國王在吃飯的時候
[00:18:34.800 --> 00:18:41.800]  就安排了把一些罪犯帶到吃飯的地方
[00:18:41.800 --> 00:18:43.800]  國王就跟他說
[00:18:43.800 --> 00:18:46.800]  這些人都是從你的國家來的人
[00:18:46.800 --> 00:18:48.800]  他們都是罪犯
[00:18:48.800 --> 00:18:49.800]  那麽這是不是
[00:18:49.800 --> 00:18:55.800]  這豈不是表示你們的國家是罪犯的國家嗎
[00:18:55.800 --> 00:18:58.800]  這個燕子的口才又發揮了
[00:18:58.800 --> 00:19:01.800]  他說大王你一定聽過
[00:19:01.800 --> 00:19:04.800]  這個橘子
[00:19:04.800 --> 00:19:09.800]  這個Tangerines
[00:19:09.800 --> 00:19:10.800]  橘子
[00:19:10.800 --> 00:19:12.800]  在江南的橘子
[00:19:12.800 --> 00:19:16.800]  是又甜又好看
[00:19:16.800 --> 00:19:19.800]  但是如果你把同樣的橘子
[00:19:19.800 --> 00:19:22.800]  移植到江北去
[00:19:22.800 --> 00:19:24.800]  大江之北
[00:19:24.800 --> 00:19:25.800]  它的味道就變了
[00:19:25.800 --> 00:19:26.800]  樣子也變了
[00:19:26.800 --> 00:19:28.800]  要給它另外起一個名字
[00:19:28.800 --> 00:19:29.800]  不能再叫橘子了
[00:19:29.800 --> 00:19:30.800]  要叫枝
[00:19:30.800 --> 00:19:34.800]  一個木字變一個枝有的枝
[00:19:34.800 --> 00:19:38.800]  因為它離開了原來的地方
[00:19:38.800 --> 00:19:40.800]  離開它原來的土壤
[00:19:40.800 --> 00:19:42.800]  原來的氣候
[00:19:42.800 --> 00:19:43.800]  原來的環境
[00:19:43.800 --> 00:19:46.800]  所以它變壞了
[00:19:46.800 --> 00:19:47.800]  所以這些人呢
[00:19:47.800 --> 00:19:49.800]  從前在我們國家的時候
[00:19:49.800 --> 00:19:51.800]  都是好人
[00:19:51.800 --> 00:19:53.800]  現在到了你的國家
[00:19:53.800 --> 00:19:55.800]  都變了罪犯
[00:19:55.800 --> 00:19:56.800]  這豈不是說
[00:19:56.800 --> 00:20:01.800]  你們的國家是傳承罪犯的國家嗎
[00:20:01.800 --> 00:20:03.800]  他這個話很有意思
[00:20:03.800 --> 00:20:05.800]  對我們基督教的信仰呢
[00:20:05.800 --> 00:20:08.800]  有個密切的關係
[00:20:08.800 --> 00:20:16.800]  同樣的這個樹木的種類
[00:20:16.800 --> 00:20:20.800]  換了土壤 氣候 環境
[00:20:20.800 --> 00:20:22.800]  它就改變了
[00:20:22.800 --> 00:20:24.800]  所以一個人重生得久以後
[00:20:24.800 --> 00:20:26.800]  如果他不保持他的
[00:20:26.800 --> 00:20:32.800]  樹林的土壤 養料 氣候
[00:20:32.800 --> 00:20:36.800]  它也會慢慢慢慢的改變
[00:20:36.800 --> 00:20:40.800]  就不能夠結出果子來
[00:20:40.800 --> 00:20:42.800]  沒有樹林的果子
[00:20:42.800 --> 00:20:45.800]  所以就不能夠榮耀出來
[00:20:45.800 --> 00:20:46.800]  這就是為什麼
[00:20:46.800 --> 00:20:50.800]  有些不好的基督徒出現
[00:20:50.800 --> 00:20:52.800]  所以當面對不好的基督徒的時候
[00:20:52.800 --> 00:20:55.800]  我們不可以否定他的信仰
[00:20:55.800 --> 00:21:01.800]  乃是知道他裡面有毛病 有問題
[00:21:01.800 --> 00:21:06.800]  正像橘子變成汁一樣
[00:21:06.800 --> 00:21:10.800]  你看我們的花
[00:21:10.800 --> 00:21:15.800]  有的人培植花卉
[00:21:15.800 --> 00:21:18.800]  那個花開得非常的美麗
[00:21:18.800 --> 00:21:19.800]  非常的豐滿
[00:21:19.800 --> 00:21:21.800]  但是同樣的花種
[00:21:21.800 --> 00:21:23.800]  給另外一個人
[00:21:23.800 --> 00:21:26.800]  弄來弄去開不出花來
[00:21:26.800 --> 00:21:30.800]  有的時候開出來也走樣子
[00:21:30.800 --> 00:21:32.800]  同樣的花種
[00:21:32.800 --> 00:21:34.800]  為什麼有人培植的
