
[00:00:00.000 --> 00:00:03.000]  以敬虔信靠的心摘牛
[00:05:13.000 --> 00:05:16.000]  耶和華也一直引導我
[00:05:16.000 --> 00:05:19.000]  到我主人的兄弟家裡面
[00:05:19.000 --> 00:05:20.000]  一直引導
[00:05:20.000 --> 00:05:23.000]  不斷引導他
[00:05:23.000 --> 00:05:24.000]  如果大家不介意
[00:05:24.000 --> 00:05:26.000]  我很簡單說一點
[00:05:26.000 --> 00:05:28.000]  我自己的事情
[00:05:28.000 --> 00:05:30.000]  我也很少公開說
[00:05:30.000 --> 00:05:34.000]  我拍拖的事情
[00:05:34.000 --> 00:05:36.000]  三十多年之前
[00:05:36.000 --> 00:05:39.000]  我在北宣認識一位姊妹
[00:05:39.000 --> 00:05:41.000]  當時在團契裡認識
[00:05:41.000 --> 00:05:45.000]  但慢慢感覺有些感覺
[00:05:45.000 --> 00:05:48.000]  但很奇怪的地方就是
[00:05:48.000 --> 00:05:49.000]  這位姊妹
[00:05:49.000 --> 00:05:50.000]  她感覺神感動她
[00:05:50.000 --> 00:05:53.000]  回到她原本的教會
[00:05:53.000 --> 00:05:55.000]  在當中服侍神
[00:05:55.000 --> 00:05:57.000]  大家都沒有說出來
[00:05:57.000 --> 00:06:00.000]  可能都覺得對方有些感覺
[00:06:00.000 --> 00:06:01.000]  因此我們就大家
[00:06:01.000 --> 00:06:04.000]  分別很緊張地祈禱
[00:06:04.000 --> 00:06:05.000]  後來姊妹覺得
[00:06:05.000 --> 00:06:07.000]  神真的帶領她回去
[00:06:07.000 --> 00:06:09.000]  但我們之間還沒有正式地
[00:06:09.000 --> 00:06:11.000]  溝通什麼事情
[00:06:11.000 --> 00:06:12.000]  我知道當她回到
[00:06:12.000 --> 00:06:13.000]  原本的教會的時候
[00:06:13.000 --> 00:06:14.000]  我們不會有機會
[00:06:14.000 --> 00:06:16.000]  可以見到面
[00:06:16.000 --> 00:06:17.000]  但我們都知道
[00:06:17.000 --> 00:06:19.000]  一切交託給神
[00:06:19.000 --> 00:06:21.000]  之後我就經歷了
[00:06:21.000 --> 00:06:22.000]  很特別的事情
[00:06:22.000 --> 00:06:24.000]  兩個人有三次
[00:06:24.000 --> 00:06:26.000]  在巴士上遇到
[00:06:26.000 --> 00:06:28.000]  一次可能是偶然
[00:06:28.000 --> 00:06:30.000]  兩次很驚訝
[00:06:30.000 --> 00:06:32.000]  三次很詫異
[00:06:32.000 --> 00:06:34.000]  第四五次的時候
[00:06:34.000 --> 00:06:36.000]  覺得說不出話
[00:06:36.000 --> 00:06:38.000]  接著在圖書館
[00:06:38.000 --> 00:06:40.000]  我在香港大學讀書
[00:06:40.000 --> 00:06:42.000]  當時那位姊妹
[00:06:42.000 --> 00:06:44.000]  也是現在的太太
[00:06:44.000 --> 00:06:47.000]  她就在大學附近住
[00:06:47.000 --> 00:06:48.000]  所以有時候上圖書館
[00:06:48.000 --> 00:06:49.000]  找資料
[00:06:49.000 --> 00:06:51.000]  因此圖書館一次兩次
[00:06:51.000 --> 00:06:53.000]  又碰到面
[00:06:53.000 --> 00:06:54.000]  正因為這麼多偶然
[00:06:54.000 --> 00:06:56.000]  所謂偶然的機會
[00:06:56.000 --> 00:06:58.000]  我們就開始正式地
[00:06:58.000 --> 00:07:01.000]  有拍拖的關係
[00:07:01.000 --> 00:07:03.000]  回想起來
[00:07:03.000 --> 00:07:08.000]  每次上班都是神的引導
[00:07:08.000 --> 00:07:10.000]  各位弟兄姊妹
[00:07:10.000 --> 00:07:14.000]  不一定所有的家庭都是這樣
[00:07:14.000 --> 00:07:16.000]  但神的確會用不同的方法
[00:07:16.000 --> 00:07:18.000]  來引導我們
[00:07:18.000 --> 00:07:21.000]  讓我們得到祂要給我們的恩惠
[00:07:21.000 --> 00:07:23.000]  做天父的
[00:07:23.000 --> 00:07:27.000]  祂會關心孩子的事
[00:07:27.000 --> 00:07:29.000]  何況終身大事
[00:07:29.000 --> 00:07:31.000]  何況是我們最關鍵
[00:07:31.000 --> 00:07:34.000]  最緊張的家庭的事
[00:07:34.000 --> 00:07:36.000]  接著我們再看
[00:07:36.000 --> 00:07:37.000]  聖經提到
[00:07:37.000 --> 00:07:39.000]  一個僕人去到的時候
[00:07:39.000 --> 00:07:42.000]  他留心去找一個人出來
[00:07:42.000 --> 00:07:43.000]  他所關心的
[00:07:43.000 --> 00:07:45.000]  不單是怎樣找到
[00:07:45.000 --> 00:07:46.000]  也希望這個人
[00:07:46.000 --> 00:07:49.000]  能夠有品格的人
[00:07:49.000 --> 00:07:50.000]  所以你看到
[00:07:50.000 --> 00:07:52.000]  當他去求神
[00:07:52.000 --> 00:07:54.000]  求神讓他找到這個女子
[00:07:54.000 --> 00:07:56.000]  也有一種向神的禱告
[00:07:56.000 --> 00:07:57.000]  就是神啊
[00:07:57.000 --> 00:07:59.000]  如果祂給我水喝
[00:07:59.000 --> 00:08:01.000]  還有給我水下陀喝
[00:08:01.000 --> 00:08:04.000]  祂就是你要指示的人
[00:08:04.000 --> 00:08:05.000]  大家記得
[00:08:05.000 --> 00:08:06.000]  在下面的經文提及
[00:08:06.000 --> 00:08:11.000]  就是去到下面的聖經第十六節
[00:08:11.000 --> 00:08:15.000]  提到一個少女容貌非常美麗
[00:08:15.000 --> 00:08:18.000]  然後第十八節
[00:08:18.000 --> 00:08:19.000]  第十七節
[00:08:19.000 --> 00:08:21.000]  當僕人提出要水的時候
[00:08:21.000 --> 00:08:23.000]  祂說給我一點喝
[00:08:23.000 --> 00:08:24.000]  但少女回答
[00:08:24.000 --> 00:08:26.000]  祂說請你喝
[00:08:26.000 --> 00:08:28.000]  而只是盡祂所需要的
[00:08:28.000 --> 00:08:30.000]  給祂喝足了
[00:08:30.000 --> 00:08:32.000]  甚至祂主動提出
[00:08:32.000 --> 00:08:36.000]  我可以給你所有的下陀喝
[00:08:36.000 --> 00:08:38.000]  大家可以想像
[00:08:38.000 --> 00:08:39.000]  大概這個女子
[00:08:39.000 --> 00:08:40.000]  可以有很多反應
[00:08:40.000 --> 00:08:42.000]  因為當時很多女子
[00:08:42.000 --> 00:08:43.000]  在黃昏的時候
[00:08:43.000 --> 00:08:46.000]  趁著太陽下山出來打水
[00:08:46.000 --> 00:08:48.000]  當僕人問祂要水的時候
[00:08:48.000 --> 00:08:50.000]  祂大概可以說
[00:08:50.000 --> 00:08:52.000]  阿生
[00:08:52.000 --> 00:08:53.000]  旁邊有很多女孩
[00:08:53.000 --> 00:08:55.000]  你可以找她們拿水喝
[00:08:55.000 --> 00:08:57.000]  不一定要找我
[00:08:57.000 --> 00:08:59.000]  或者祂說
[00:08:59.000 --> 00:09:00.000]  給你一口喝
[00:09:00.000 --> 00:09:02.000]  你不要喝太多
[00:09:02.000 --> 00:09:04.000]  因為很辛苦打上來
[00:09:04.000 --> 00:09:07.000]  但因為李伯嘉
[00:09:07.000 --> 00:09:10.000]  他盡量供應這個僕人的需要
[00:09:10.000 --> 00:09:12.000]  而且他主動提出
[00:09:12.000 --> 00:09:14.000]  要給下陀喝水
[00:09:14.000 --> 00:09:15.000]  一隻下陀
[00:09:15.000 --> 00:09:16.000]  當時我估計
[00:09:16.000 --> 00:09:18.000]  走完這段長的路程
[00:09:18.000 --> 00:09:21.000]  可以一隻下陀喝25加侖水
[00:09:21.000 --> 00:09:24.000]  有多少隻下陀
[00:09:24.000 --> 00:09:26.000]  十隻下陀喝多少水
[00:09:26.000 --> 00:09:28.000]  250加侖
[00:09:28.000 --> 00:09:30.000]  一個女子在井裡打水
[00:09:30.000 --> 00:09:32.000]  上來打多少次我不知道
[00:09:32.000 --> 00:09:36.000]  我猜想她都很健康
[00:09:36.000 --> 00:09:38.000]  而且她一定是很有心
[00:09:38.000 --> 00:09:42.000]  很願意去照顧別人的需要
[00:09:42.000 --> 00:09:44.000]  甚至很愛護生俗
[00:09:44.000 --> 00:09:46.000]  在當中服侍
[00:09:46.000 --> 00:09:48.000]  因為我們李伯嘉
[00:09:48.000 --> 00:09:51.000]  不單見到她是神所預備
[00:09:51.000 --> 00:09:56.000]  僕人也知道她的品格是美好的人
[00:09:56.000 --> 00:09:59.000]  而我們見到聖經裡也這樣提及
[00:09:59.000 --> 00:10:00.000]  神是預備的
[00:10:00.000 --> 00:10:02.000]  不單是美貌
[00:10:02.000 --> 00:10:05.000]  更加是有美好品格的人
[00:10:05.000 --> 00:10:08.000]  為以撒作準備
[00:10:08.000 --> 00:10:09.000]  在過程當中
[00:10:09.000 --> 00:10:11.000]  很多不同的體驗
[00:10:11.000 --> 00:10:16.000]  但其中一句最深刻的是21節
[00:10:16.000 --> 00:10:19.000]  21節
[00:10:19.000 --> 00:10:22.000]  那人一句話也不說
[00:10:22.000 --> 00:10:24.000]  只注視著她
[00:10:24.000 --> 00:10:26.000]  要知道也或說
[00:10:26.000 --> 00:10:28.000]  使她的道路亨通不亨通
[00:10:28.000 --> 00:10:30.000]  李伯嘉打水的時候
[00:10:30.000 --> 00:10:32.000]  僕人很驚訝
[00:10:32.000 --> 00:10:35.000]  一路看著一個女子
[00:10:35.000 --> 00:10:37.000]  神真的這麼奇妙的準備
[00:10:37.000 --> 00:10:39.000]  各位電視節目人生的路上
[00:10:39.000 --> 00:10:43.000]  有些時候不一定是你做什麼
[00:10:43.000 --> 00:10:46.000]  而你是全心去依靠神
[00:10:46.000 --> 00:10:48.000]  相信祂的慈愛
[00:10:48.000 --> 00:10:50.000]  而你會不斷驚訝
[00:10:50.000 --> 00:10:53.000]  看到神的作為
[00:10:53.000 --> 00:10:55.000]  我本來也想說其他
[00:10:55.000 --> 00:10:58.000]  不過時間可能也不足夠
[00:10:58.000 --> 00:11:00.000]  但我很想說的是
[00:11:00.000 --> 00:11:03.000]  在聖經詩篇52篇
[00:11:03.000 --> 00:11:08.000]  提及我們好像耶和華殿中的青橄欖樹
[00:11:08.000 --> 00:11:10.000]  是常青的
[00:11:10.000 --> 00:11:12.000]  為什麼
[00:11:12.000 --> 00:11:15.000]  因為它永遠遠遠
[00:11:15.000 --> 00:11:18.000]  依靠耶和華的慈愛
[00:11:18.000 --> 00:11:21.000]  在她心裡不斷依靠神的慈愛
[00:11:21.000 --> 00:11:23.000]  生命就是常青
[00:11:23.000 --> 00:11:26.000]  因為經歷驚嘆神自己的作為
[00:11:26.000 --> 00:11:29.000]  或許今天你未曾經歷
[00:11:29.000 --> 00:11:30.000]  但你記得
[00:11:30.000 --> 00:11:32.000]  依靠耶和華的人
[00:11:32.000 --> 00:11:35.000]  他們要經歷神的慈愛
[00:11:35.000 --> 00:11:37.000]  我們同心祈禱

