
[00:00:00.000 --> 00:00:04.000]  如果沒有教會,這個世界會不會都是一樣的呢?
[00:10:42.000 --> 00:10:45.000]  我們的炎是否仍然有味道呢?
[00:10:45.000 --> 00:10:49.000]  我們的光是否仍然在照亮他人呢?
[00:10:49.000 --> 00:10:55.000]  還是我們將炎放在瓶裏面呢?
[00:10:55.000 --> 00:10:59.000]  我們是否將光留在教堂裏面呢?
[00:10:59.000 --> 00:11:05.000]  這個就是約翰·斯多德去挑戰我們福音派最重要的一個問題
[00:11:05.000 --> 00:11:09.000]  我們可以有很正統的神學,可以有很精彩的敬拜
[00:11:09.000 --> 00:11:12.000]  可以有很完整的教會生活
[00:11:12.000 --> 00:11:16.000]  但如果我們所相信的福音從來沒有進入到我們的工作
[00:11:16.000 --> 00:11:24.000]  我們的金錢、政治判斷、公共生活、社會關懷等等裏面的話
[00:11:24.000 --> 00:11:33.000]  我們就要問究竟這個福音有沒有成為我們真正改變我們生命、改變我們生活的一個福音呢?
[00:11:33.000 --> 00:11:41.000]  約翰·斯多德的呼召其實不是要我們變成一個政治化的基督教
[00:11:41.000 --> 00:11:46.000]  他所呼召的是要我們過一個徹底的門徒生命
[00:11:46.000 --> 00:11:55.000]  是一個既是紮緊在上帝話語裏面,但亦是勇敢走入這個世界的基督徒的生命
[00:11:55.000 --> 00:12:03.000]  在古老教會傳統裏面,當禮儀結束之後
[00:12:03.000 --> 00:12:08.000]  很多時候都會有一句拉丁文,叫做Ite misa est
[00:12:08.000 --> 00:12:17.000]  意思就是當宣告聚集結束的時候,其實同時是差遣信徒進入這個世界
[00:12:17.000 --> 00:12:22.000]  所以當我們每個星期日離開教會的時候,其實不是離開了信仰
[00:12:22.000 --> 00:12:29.000]  而是我們被差遣,回到我們的家庭、職場、社區
[00:12:29.000 --> 00:12:35.000]  進入到權力運作的地方,進入到受傷的人群裏面
[00:12:37.000 --> 00:12:42.000]  進入到這個仍然被上帝所愛的世界裏面
[00:12:42.000 --> 00:12:47.000]  因為這樣我們才真正活出上帝這份福音
[00:12:47.000 --> 00:12:51.000]  我們仍然成為世上的炎、世上的光
[00:12:51.000 --> 00:12:55.000]  今日分享就到這裏,我們下次再見
