
[00:00:00.000 --> 00:00:10.000]  感謝主的恩典,感謝主的恩典,是給我們一連十天的時間,與此分享主的話語。
[00:15:43.000 --> 00:15:44.000]  (下話)
[00:15:44.000 --> 00:15:45.000]  第二個意思,
[00:15:45.000 --> 00:15:46.000]  (下話)
[00:15:46.000 --> 00:15:47.000]  奉獻的祭壇,
[00:15:47.000 --> 00:15:48.000]  (下話)
[00:15:48.000 --> 00:15:49.000]  是奉獻的祭壇,
[00:15:49.000 --> 00:15:50.000]  (下話)
[00:15:50.000 --> 00:15:51.000]  贖罪的祭壇有潔淨的作用,
[00:15:51.000 --> 00:15:52.000]  (下話)
[00:15:52.000 --> 00:15:53.000]  贖罪的祭壇有潔淨的作用,
[00:15:53.000 --> 00:15:54.000]  (下話)
[00:15:54.000 --> 00:15:56.000]  耶穌基督救贖的保血,
[00:15:56.000 --> 00:15:57.000]  (下話)
[00:15:57.000 --> 00:15:58.000]  把我們的罪潔淨了,
[00:15:58.000 --> 00:15:59.000]  (下話)
[00:15:59.000 --> 00:16:03.000]  但是我們不要忘記,
[00:16:03.000 --> 00:16:04.000]  (下話)
[00:16:04.000 --> 00:16:07.000]  這個奉獻的祭壇也有潔淨的作用,
[00:16:07.000 --> 00:16:08.000]  (下話)
[00:16:08.000 --> 00:16:13.000]  有的人不能勝過某些罪,
[00:16:13.000 --> 00:16:14.000]  (下話)
[00:16:14.000 --> 00:16:17.000]  但是等他奉獻以後,
[00:16:17.000 --> 00:16:18.000]  (下話)
[00:16:18.000 --> 00:16:21.000]  他就得到一種新的力量,
[00:16:21.000 --> 00:16:22.000]  (下話)
[00:16:22.000 --> 00:16:24.000]  可以勝過他原來不能勝過的罪,
[00:16:24.000 --> 00:16:25.000]  (下話)
[00:16:25.000 --> 00:16:26.000]  他就可以得到一種新的力量,
[00:16:26.000 --> 00:16:27.000]  (下話)
[00:16:27.000 --> 00:16:29.000]  這個本能得罪的罪,
[00:16:29.000 --> 00:16:30.000]  (下話)
[00:16:30.000 --> 00:16:32.000]  無敵精神,無敵精神,
[00:16:32.000 --> 00:16:33.000]  (下話)
[00:16:33.000 --> 00:16:35.000]  他常常戴一個放大鏡在口袋裡,
[00:16:35.000 --> 00:16:36.000]  (下話)
[00:16:36.000 --> 00:16:39.000]  所以他一個放大鏡在口袋裡,
[00:16:39.000 --> 00:16:40.000]  (下話)
[00:16:40.000 --> 00:16:41.000]  在另外一個口袋裡,
[00:16:41.000 --> 00:16:42.000]  (下話)
[00:16:42.000 --> 00:16:44.000]  有裂開兩半的放大鏡,
[00:16:44.000 --> 00:16:45.000]  (下話)
[00:16:45.000 --> 00:16:46.000]  在另外一個口袋裡,
[00:16:46.000 --> 00:16:47.000]  (下話)
[00:16:47.000 --> 00:16:48.000]  有裂開的一個放大鏡,
[00:16:48.000 --> 00:16:49.000]  (下話)
[00:16:49.000 --> 00:16:50.000]  他常常在私人談話,
[00:16:50.000 --> 00:16:51.000]  (下話)
[00:16:51.000 --> 00:16:52.000]  他講道的時候,
[00:16:52.000 --> 00:16:53.000]  (下話)
[00:16:53.000 --> 00:16:55.000]  他用這兩面鏡子,
[00:16:55.000 --> 00:16:56.000]  (下話)
[00:16:56.000 --> 00:16:59.000]  他說當陽光透過這個放大鏡的時候,
[00:16:59.000 --> 00:17:00.000]  (下話)
[00:17:00.000 --> 00:17:02.000]  當陽光透過這個放大鏡的時候,
[00:17:02.000 --> 00:17:03.000]  (下話)
[00:17:03.000 --> 00:17:04.000]  就會造成一個焦點,
[00:17:04.000 --> 00:17:05.000]  (下話)
[00:17:05.000 --> 00:17:06.000]  就為了造成一個焦點,
[00:17:06.000 --> 00:17:07.000]  (下話)
[00:17:07.000 --> 00:17:08.000]  這個焦點熱度很高,
[00:17:08.000 --> 00:17:09.000]  (下話)
[00:17:09.000 --> 00:17:10.000]  這個焦點熱度很高,
[00:17:10.000 --> 00:17:11.000]  (下話)
[00:17:11.000 --> 00:17:12.000]  能夠引起冷卻,
[00:17:12.000 --> 00:17:13.000]  (下話)
[00:17:13.000 --> 00:17:14.000]  能夠引起燃燒,
[00:17:14.000 --> 00:17:15.000]  (下話)
[00:17:15.000 --> 00:17:16.000]  但是當這個焦點破碎的時候,
[00:17:16.000 --> 00:17:17.000]  (下話)
[00:17:17.000 --> 00:17:21.000]  但是當這個放大鏡破碎以後,
[00:17:21.000 --> 00:17:22.000]  (下話)
[00:17:22.000 --> 00:17:23.000]  就再不能夠造成一個焦點了,
[00:17:23.000 --> 00:17:24.000]  (下話)
[00:17:24.000 --> 00:17:25.000]  就再不能夠造成一個焦點了,
[00:17:25.000 --> 00:17:26.000]  (下話)
[00:17:26.000 --> 00:17:27.000]  它的作用,
[00:17:27.000 --> 00:17:28.000]  (下話)
[00:17:28.000 --> 00:17:29.000]  它的熱力,
[00:17:29.000 --> 00:17:30.000]  (下話)
[00:17:30.000 --> 00:17:31.000]  它的熱力,
[00:17:31.000 --> 00:17:32.000]  (下話)
[00:17:32.000 --> 00:17:33.000]  都失去了,
[00:17:33.000 --> 00:17:34.000]  (下話)
[00:17:34.000 --> 00:17:35.000]  都失去了,
[00:17:35.000 --> 00:17:36.000]  (下話)
[00:17:36.000 --> 00:17:37.000]  他用這樣的比喻來講奉獻的真理,
[00:17:37.000 --> 00:17:38.000]  (下話)
[00:17:38.000 --> 00:17:39.000]  他用這樣的比喻來講奉獻的真理,
[00:17:39.000 --> 00:17:40.000]  (下話)
[00:17:40.000 --> 00:17:41.000]  想透過我們的奉獻,
[00:17:41.000 --> 00:17:42.000]  (下話)
[00:17:42.000 --> 00:17:43.000]  能夠達到某種能力,
[00:17:43.000 --> 00:17:44.000]  (下話)
[00:17:44.000 --> 00:17:45.000]  想透過我們的奉獻的真心,
[00:17:45.000 --> 00:17:46.000]  (下話)
[00:17:46.000 --> 00:17:47.000]  要求一個能力,
[00:17:47.000 --> 00:17:48.000]  (下話)
[00:17:48.000 --> 00:17:49.000]  這個能力裡面有熱度,
[00:17:49.000 --> 00:17:50.000]  (下話)
[00:17:50.000 --> 00:17:51.000]  這個能力裡面要熱度,
[00:17:51.000 --> 00:17:52.000]  (下話)
[00:17:52.000 --> 00:17:53.000]  這個能力裡面要焦點,
[00:17:53.000 --> 00:17:54.000]  (下話)
[00:17:54.000 --> 00:17:55.000]  這個能力裡面要焦點,
[00:17:55.000 --> 00:17:56.000]  (下話)
[00:17:56.000 --> 00:17:57.000]  這個能力裡面要焦點,
[00:17:57.000 --> 00:17:58.000]  (下話)
[00:17:58.000 --> 00:17:59.000]  就讓我們聯想到耶穌所講的比喻,
[00:17:59.000 --> 00:18:00.000]  (下話)
[00:18:00.000 --> 00:18:01.000]  就讓我們聯想到耶穌所講的比喻,
[00:18:01.000 --> 00:18:02.000]  (下話)
[00:18:02.000 --> 00:18:13.000]  (下話)
[00:18:13.000 --> 00:18:14.000]  如果心思想起國旗更多的話,
[00:18:14.000 --> 00:18:15.000]  (下話)
[00:18:15.000 --> 00:18:16.000]  必須做一件事,
[00:18:16.000 --> 00:18:17.000]  (下話)
[00:18:17.000 --> 00:18:18.000]  必須做一件事,
[00:18:18.000 --> 00:18:19.000]  (下話)
[00:18:19.000 --> 00:18:20.000]  就是要修理乾淨,
[00:18:20.000 --> 00:18:21.000]  (下話)
[00:18:21.000 --> 00:18:22.000]  然後用倒壘灌撿,
[00:18:22.000 --> 00:18:23.000]  (下話)
[00:18:23.000 --> 00:18:24.000]  有乾淨兩個字在內,
[00:18:24.000 --> 00:18:25.000]  (下話)
[00:18:25.000 --> 00:18:26.000]  要灌撿這個字在裡面,
[00:18:26.000 --> 00:18:27.000]  (下話)
[00:18:27.000 --> 00:18:28.000]  這個乾淨是什麼意思呢?
[00:18:28.000 --> 00:18:29.000]  (下話)
[00:18:29.000 --> 00:18:30.000]  這個灌撿是什麼意思呢?
[00:18:30.000 --> 00:18:31.000]  (下話)
[00:18:31.000 --> 00:18:32.000]  就是要把雜誌剪掉,
[00:18:32.000 --> 00:18:33.000]  (下話)
[00:18:33.000 --> 00:18:34.000]  就是把信息上面的格式都剪掉,
[00:18:34.000 --> 00:18:35.000]  (下話)
[00:18:35.000 --> 00:18:36.000]  為什麼必須剪掉?
[00:18:36.000 --> 00:18:37.000]  (下話)
[00:18:37.000 --> 00:18:38.000]  本來必須要剪掉,
[00:18:38.000 --> 00:18:39.000]  (下話)
[00:18:39.000 --> 00:18:40.000]  因為如果不剪掉的話,
[00:18:40.000 --> 00:18:41.000]  (下話)
[00:18:41.000 --> 00:18:42.000]  那麼一旁就剪掉了嘛,
[00:18:42.000 --> 00:18:43.000]  (下話)
[00:18:43.000 --> 00:18:44.000]  這些雜誌會消耗這個葡萄樹的生命的質量,
[00:18:44.000 --> 00:18:45.000]  (下話)
[00:18:45.000 --> 00:18:46.000]  這些雜誌會消耗這個葡萄樹的生命的質量,
[00:18:46.000 --> 00:18:47.000]  (下話)
[00:18:47.000 --> 00:18:48.000]  因為格式就會消耗著呢,
[00:18:48.000 --> 00:18:49.000]  (下話)
[00:18:49.000 --> 00:19:01.000]  這個葡萄樹本身的漿質,因此就不能夠吃果子,
[00:19:01.000 --> 00:19:02.000]  (下話)
[00:19:02.000 --> 00:19:03.000]  那麼這個呢,
[00:19:03.000 --> 00:19:04.000]  (下話)
[00:19:04.000 --> 00:19:05.000]  格式上面生命的漿質就被消耗掉了,
[00:19:05.000 --> 00:19:06.000]  (下話)
[00:19:06.000 --> 00:19:07.000]  所以這個雜誌一定要剪掉,
[00:19:07.000 --> 00:19:08.000]  (下話)
[00:19:08.000 --> 00:19:09.000]  所以這個雜誌一定要剪掉,
[00:19:09.000 --> 00:19:10.000]  (下話)
[00:19:10.000 --> 00:19:11.000]  所以這個雜誌一定要剪掉,
[00:19:11.000 --> 00:19:12.000]  (下話)
[00:19:12.000 --> 00:19:13.000]  所以這個雜誌一定要剪掉,
[00:19:13.000 --> 00:19:14.000]  (下話)
[00:19:14.000 --> 00:19:15.000]  所以這個雜誌一定要剪掉,
[00:19:15.000 --> 00:19:16.000]  (下話)
[00:19:16.000 --> 00:19:17.000]  所以這個雜誌一定要剪掉,
[00:19:17.000 --> 00:19:18.000]  (下話)
[00:19:18.000 --> 00:19:19.000]  所以這個雜誌一定要剪掉,
[00:19:19.000 --> 00:19:20.000]  (下話)
[00:19:20.000 --> 00:19:21.000]  所以這個雜誌一定要剪掉,
[00:19:21.000 --> 00:19:22.000]  (下話)
[00:19:22.000 --> 00:19:23.000]  所以這個雜誌一定要剪掉,
[00:19:23.000 --> 00:19:24.000]  (下話)
[00:19:24.000 --> 00:19:25.000]  所以這個雜誌一定要剪掉,
[00:19:25.000 --> 00:19:26.000]  (下話)
[00:19:26.000 --> 00:19:27.000]  所以這個雜誌一定要剪掉,
[00:19:27.000 --> 00:19:28.000]  (下話)
[00:19:28.000 --> 00:19:29.000]  所以這個雜誌一定要剪掉,
[00:19:29.000 --> 00:19:30.000]  (下話)
[00:19:30.000 --> 00:19:31.000]  所以這個雜誌一定要剪掉,
[00:19:31.000 --> 00:19:32.000]  (下話)
[00:19:32.000 --> 00:19:33.000]  所以這個雜誌一定要剪掉,
[00:19:33.000 --> 00:19:34.000]  (下話)
[00:19:34.000 --> 00:19:35.000]  所以這個雜誌一定要剪掉,
[00:19:35.000 --> 00:19:36.000]  (下話)
[00:19:36.000 --> 00:19:37.000]  所以這個雜誌一定要剪掉,
[00:19:37.000 --> 00:19:38.000]  (下話)
[00:19:39.000 --> 00:19:40.000]  (下話)
[00:19:40.000 --> 00:19:41.000]  如果這些事,
[00:19:41.000 --> 00:19:42.000]  (下話)
[00:19:42.000 --> 00:19:43.000]  如果這些事,
[00:19:43.000 --> 00:19:44.000]  (下話)
[00:19:44.000 --> 00:19:45.000]  與我們為主而和的那個基本的原則不合,
[00:19:45.000 --> 00:19:46.000]  (下話)
[00:19:46.000 --> 00:19:47.000]  與我們愛主的那個最終的原則不合,
[00:19:47.000 --> 00:19:48.000]  (下話)
[00:19:48.000 --> 00:19:49.000]  難道我們完全為主而和,
[00:19:49.000 --> 00:19:50.000]  (下話)
[00:19:50.000 --> 00:19:51.000]  難道我們完全為主而和,
[00:19:51.000 --> 00:19:52.000]  (下話)
[00:19:52.000 --> 00:19:53.000]  難道我們完全為主而和,
[00:19:53.000 --> 00:19:54.000]  (下話)
[00:19:54.000 --> 00:19:55.000]  難道我們完全為主而和,
[00:19:55.000 --> 00:19:56.000]  (下話)
[00:19:56.000 --> 00:19:57.000]  消耗我們生命的力量,
[00:19:57.000 --> 00:19:58.000]  (下話)
[00:19:58.000 --> 00:19:59.000]  消耗了我們生命的力量,
[00:19:59.000 --> 00:20:00.000]  (下話)
[00:20:00.000 --> 00:20:01.000]  因此就讓我們小見果子,
[00:20:01.000 --> 00:20:02.000]  (下話)
[00:20:02.000 --> 00:20:03.000]  這些事情,
[00:20:03.000 --> 00:20:04.000]  (下話)
[00:20:04.000 --> 00:20:05.000]  這些事情,
[00:20:05.000 --> 00:20:06.000]  (下話)
[00:20:06.000 --> 00:20:07.000]  都是不潔淨,
[00:20:07.000 --> 00:20:08.000]  (下話)
[00:20:08.000 --> 00:20:09.000]  都是不潔淨的,
[00:20:09.000 --> 00:20:10.000]  (下話)
[00:20:10.000 --> 00:20:11.000]  都是一個奉獻的基督徒,
[00:20:11.000 --> 00:20:12.000]  (下話)
[00:20:12.000 --> 00:20:13.000]  人生裡面的污點,
[00:20:13.000 --> 00:20:14.000]  (下話)
[00:20:14.000 --> 00:20:15.000]  都是一個奉獻基督徒,
[00:20:15.000 --> 00:20:16.000]  (下話)
[00:20:16.000 --> 00:20:17.000]  人生的污點,
[00:20:17.000 --> 00:20:18.000]  (下話)
[00:20:18.000 --> 00:20:19.000]  如果我們奉獻了自己,
[00:20:19.000 --> 00:20:20.000]  (下話)
[00:20:20.000 --> 00:20:21.000]  我們就要把這些都抽去,
[00:20:21.000 --> 00:20:22.000]  (下話)
[00:20:22.000 --> 00:20:23.000]  得到潔淨,
[00:20:23.000 --> 00:20:24.000]  (下話)
[00:20:24.000 --> 00:20:25.000]  讓我們得到潔淨,
[00:20:25.000 --> 00:20:26.000]  (下話)
[00:20:26.000 --> 00:20:27.000]  現在我們看第二個靈火的意象,
[00:20:27.000 --> 00:20:28.000]  (下話)
[00:20:28.000 --> 00:20:29.000]  現在我們看到第二個靈火的意象,
[00:20:29.000 --> 00:20:30.000]  (下話)
[00:20:30.000 --> 00:20:31.000]  請翻到
[00:20:31.000 --> 00:20:32.000]  (下話)
[00:20:32.000 --> 00:20:33.000]  土耳其經第三章,
[00:20:33.000 --> 00:20:34.000]  (下話)
[00:20:34.000 --> 00:20:35.000]  請翻到春開十記第三章,
[00:20:35.000 --> 00:20:36.000]  (下話)
[00:20:36.000 --> 00:20:37.000]  第二節和第三節,
[00:20:37.000 --> 00:20:38.000]  (下話)
[00:20:38.000 --> 00:20:39.000]  第一節和第三節,
[00:20:39.000 --> 00:20:40.000]  (下話)
[00:20:40.000 --> 00:20:41.000]  摩西在河內山上看見這個意象,
[00:20:41.000 --> 00:20:42.000]  (下話)
[00:20:42.000 --> 00:20:43.000]  摩西在河內山上看見這個意象,
[00:20:43.000 --> 00:20:44.000]  (下話)
[00:20:44.000 --> 00:20:53.000]  經濟被火燒著卻沒有燒毀,
[00:20:53.000 --> 00:20:54.000]  (下話)
[00:20:54.000 --> 00:20:55.000]  經濟被火燒著卻沒有燒毀,
[00:20:55.000 --> 00:20:56.000]  (下話)
[00:20:56.000 --> 00:20:57.000]  這個火是什麼意思?
[00:20:57.000 --> 00:20:58.000]  (下話)
[00:20:58.000 --> 00:20:59.000]  這個火是什麼意思?
[00:20:59.000 --> 00:21:00.000]  (下話)
[00:21:00.000 --> 00:21:01.000]  有兩個意思,
[00:21:01.000 --> 00:21:02.000]  (下話)
[00:21:02.000 --> 00:21:03.000]  有兩個意思,
[00:21:03.000 --> 00:21:04.000]  (下話)
[00:21:04.000 --> 00:21:05.000]  第一個意思,
[00:21:05.000 --> 00:21:06.000]  (下話)
[00:21:06.000 --> 00:21:07.000]  第一個意思,
[00:21:07.000 --> 00:21:08.000]  (下話)
[00:21:08.000 --> 00:21:09.000]  代表試煉,
[00:21:09.000 --> 00:21:10.000]  (下話)
[00:21:10.000 --> 00:21:11.000]  代表試煉,
[00:21:11.000 --> 00:21:12.000]  (下話)
[00:21:12.000 --> 00:21:13.000]  那個經濟是代表以色列人,
[00:21:13.000 --> 00:21:14.000]  (下話)
[00:21:14.000 --> 00:21:16.000]  在埃及受爐火的試煉,
[00:21:16.000 --> 00:21:17.000]  (下話)
[00:21:17.000 --> 00:21:18.000]  以色列人在埃及受爐火的試煉,
[00:21:18.000 --> 00:21:19.000]  (下話)
[00:21:19.000 --> 00:21:20.000]  以色列人在埃及受爐火的試煉,
[00:21:20.000 --> 00:21:21.000]  (下話)
[00:21:21.000 --> 00:21:22.000]  以色列人在埃及受爐火的試煉,
[00:21:22.000 --> 00:21:23.000]  (下話)
[00:21:23.000 --> 00:21:24.000]  以色列人在埃及受爐火的試煉,
[00:21:24.000 --> 00:21:25.000]  (下話)
[00:21:25.000 --> 00:21:26.000]  以色列人在埃及受爐火的試煉,
[00:21:26.000 --> 00:21:27.000]  (下話)
[00:21:27.000 --> 00:21:28.000]  以色列人在埃及受爐火的試煉,
[00:21:28.000 --> 00:21:29.000]  (下話)
[00:21:29.000 --> 00:21:30.000]  以色列人在埃及受爐火的試煉,
[00:21:30.000 --> 00:21:31.000]  (下話)
[00:21:31.000 --> 00:21:32.000]  以色列人在埃及受爐火的試煉,
[00:21:32.000 --> 00:21:33.000]  (下話)
[00:21:33.000 --> 00:21:34.000]  以色列人在埃及受爐火的試煉,
[00:21:34.000 --> 00:21:35.000]  (下話)
[00:21:35.000 --> 00:21:36.000]  以色列人在埃及受爐火的試煉,
[00:21:36.000 --> 00:21:37.000]  (下話)
[00:21:37.000 --> 00:21:38.000]  以色列人在埃及受爐火的試煉,
[00:21:38.000 --> 00:21:39.000]  (下話)
[00:21:39.000 --> 00:21:40.000]  以色列人在埃及受爐火的試煉,
[00:21:40.000 --> 00:21:41.000]  (下話)
[00:21:41.000 --> 00:21:42.000]  以色列人在埃及受爐火的試煉,
[00:21:42.000 --> 00:21:43.000]  (下話)
[00:21:43.000 --> 00:21:44.000]  以色列人在埃及受爐火的試煉,
[00:21:44.000 --> 00:21:45.000]  (下話)
[00:21:45.000 --> 00:22:13.000]  以色列人在埃及受爐火的試煉,
[00:22:13.000 --> 00:22:15.000]  (下話)
[00:22:15.000 --> 00:22:16.000]  以色列人在埃及受爐火的試煉,
[00:22:16.000 --> 00:22:17.000]  (下話)
[00:22:17.000 --> 00:22:18.000]  以色列人在埃及受爐火的試煉,
[00:22:18.000 --> 00:22:19.000]  (下話)
[00:22:19.000 --> 00:22:20.000]  以色列人在埃及受爐火的試煉,
[00:22:20.000 --> 00:22:21.000]  (下話)
[00:22:21.000 --> 00:22:22.000]  以色列人在埃及受爐火的試煉,
[00:22:22.000 --> 00:22:23.000]  (下話)
[00:22:23.000 --> 00:22:24.000]  以色列人在埃及受爐火的試煉,
