
[00:00:00.000 --> 00:00:03.360]  我記得在去年我們舉辦了一次報道聚會
[00:03:13.240 --> 00:03:16.760]  去順從肉體活著」
[00:03:16.760 --> 00:03:20.600]  聖經提到我們沒有欠肉體
[00:03:20.600 --> 00:03:22.600]  在前面的羅馬書第七章
[00:03:22.600 --> 00:03:24.560]  一路提到在肉體當中
[00:03:24.560 --> 00:03:26.280]  是沒有良善的
[00:03:26.280 --> 00:03:32.360]  如果大家看回第七章第十八節
[00:03:32.360 --> 00:03:35.200]  聖經說「我也知道在我裡頭
[00:03:35.200 --> 00:03:39.800]  就是我肉體之中沒有良善」
[00:03:39.800 --> 00:03:42.160]  接著二十二、二十三節
[00:03:42.160 --> 00:03:45.320]  提到身體裡有一個犯罪的律
[00:03:45.320 --> 00:03:50.000]  我們就會服從這個犯罪的律去犯罪
[00:03:50.000 --> 00:03:52.400]  不能做我們想做的
[00:03:52.400 --> 00:03:55.680]  反而做了我們不應該做的事情
[00:03:55.680 --> 00:03:57.280]  在這種很無助的情況下
[00:03:57.280 --> 00:03:59.040]  聖經來到第八章的時候
[00:03:59.040 --> 00:04:01.480]  給我們一個新的盼望
[00:04:01.480 --> 00:04:04.640]  在第八章第二節
[00:04:04.640 --> 00:04:08.400]  聖經說「因為似生命和聖靈的律
[00:04:08.400 --> 00:04:12.320]  在基督耶穌裡釋放了我」
[00:04:12.320 --> 00:04:14.040]  聖經說在主耶穌裡面
[00:04:14.040 --> 00:04:18.880]  祂釋放了這種被捆綁的情況
[00:04:18.880 --> 00:04:21.200]  在第三節就解釋
[00:04:21.200 --> 00:04:23.680]  「律法既因肉體軟弱
[00:04:23.680 --> 00:04:26.040]  有所不能行的
[00:04:26.040 --> 00:04:28.560]  臣就差遣自己的兒子
[00:04:28.560 --> 00:04:30.880]  成為最新的形狀
[00:04:30.880 --> 00:04:33.000]  作了贖罪制
[00:04:33.000 --> 00:04:36.520]  在肉體中定了罪案」
[00:04:36.520 --> 00:04:38.880]  是將我們贖了出來
[00:04:38.880 --> 00:04:41.000]  好像什麼呢?好像一個奴隸
[00:04:41.000 --> 00:04:44.240]  他本來被賣了給主人
[00:04:44.240 --> 00:04:46.440]  但是他的父親看到這樣的情況
[00:04:46.440 --> 00:04:48.880]  用盡方法去籌到錢
[00:04:48.880 --> 00:04:53.440]  然後用這筆錢去將他贖出來
[00:04:53.440 --> 00:04:57.360]  從此之後不再需要受主人控制他
[00:04:57.360 --> 00:05:00.040]  他重新得到自由
[00:05:00.040 --> 00:05:01.720]  聖經提到主耶穌的救恩
[00:05:01.720 --> 00:05:06.040]  將我們從罪的律當中釋放出來
[00:05:06.040 --> 00:05:08.920]  不再會受到當中的控制
[00:05:08.920 --> 00:05:11.080]  因此來到第八章第十二節
[00:05:11.080 --> 00:05:12.640]  剛才讀的就說
[00:05:12.640 --> 00:05:15.440]  我們不再欠肉體的債
[00:05:15.440 --> 00:05:18.640]  我們不需要向罪表示
[00:05:18.640 --> 00:05:21.120]  我們要聽從祢
[00:05:21.120 --> 00:05:23.040]  各位聽眾我們常常說
[00:05:23.040 --> 00:05:24.560]  信耶穌之後
[00:05:24.560 --> 00:05:27.840]  我們有不犯罪的自由
[00:05:27.840 --> 00:05:30.800]  因此我們不可以控制自己
[00:05:30.800 --> 00:05:33.200]  我們裡面身不由己
[00:05:33.200 --> 00:05:36.000]  就會順從了很多的情慾
[00:05:36.000 --> 00:05:38.080]  很多的惡念
[00:05:38.080 --> 00:05:39.000]  但是信主之後
[00:05:39.000 --> 00:05:41.000]  聖經說「神釋放了我們
[00:05:41.000 --> 00:05:43.200]  我們可以不犯罪」
[00:05:43.200 --> 00:05:46.800]  這是神給我們的自由和釋放
[00:05:46.800 --> 00:05:48.400]  聖經提到要記住
[00:05:48.400 --> 00:05:52.200]  我們不再欠肉體的債
[00:05:52.200 --> 00:05:53.680]  我記得有位弟兄說
[00:05:53.680 --> 00:05:55.000]  他說早年的時候
[00:05:55.000 --> 00:05:57.080]  因為他是負資產
[00:05:57.080 --> 00:06:00.160]  整個家庭要節衣縮食
[00:06:00.160 --> 00:06:03.240]  要很小心不要浪費金錢
[00:06:03.240 --> 00:06:04.960]  每個月要籌足錢
[00:06:04.960 --> 00:06:09.200]  來交那個月的按揭工款
[00:06:09.200 --> 00:06:10.320]  一邊供一邊供
[00:06:10.320 --> 00:06:11.520]  好幾年之後
[00:06:11.520 --> 00:06:13.440]  有一天他們就計算
[00:06:13.440 --> 00:06:16.720]  下個月就供完
[00:06:16.720 --> 00:06:17.760]  下個月當我們供完
[00:06:17.760 --> 00:06:19.400]  最後那筆錢的時候
[00:06:19.400 --> 00:06:21.960]  他們說很開心
[00:06:21.960 --> 00:06:25.040]  從沒試過這麼輕鬆的感覺
[00:06:25.040 --> 00:06:27.320]  很多年沒試過這麼輕鬆
[00:06:27.320 --> 00:06:28.720]  這麼爽快
[00:06:28.720 --> 00:06:31.480]  因為已經交完所有的錢
[00:06:31.480 --> 00:06:34.840]  沒有欠銀行一毫子
[00:06:34.840 --> 00:06:35.760]  大家會明白
[00:06:35.760 --> 00:06:37.880]  一個人當他欠債的時候
[00:06:37.880 --> 00:06:39.920]  裡面那種壓力
[00:06:39.920 --> 00:06:43.560]  而聖經就說我們沒有欠肉體什麼債
[00:06:43.560 --> 00:06:47.720]  因為主耶穌已經幫我們袋贖了
[00:06:47.720 --> 00:06:50.080]  因此我們不必要再向肉體
[00:06:50.080 --> 00:06:51.840]  來去順從
[00:06:51.840 --> 00:06:55.480]  去安然的有自由的生活
[00:06:55.480 --> 00:06:56.360]  但聖經就說
[00:06:56.360 --> 00:06:57.520]  當我們得到自由之後
[00:06:57.520 --> 00:06:58.720]  要很留心
[00:06:58.720 --> 00:07:01.280]  不要走回頭路
[00:07:01.280 --> 00:07:02.800]  不要回頭
[00:07:02.800 --> 00:07:05.080]  所以跟著第八章
[00:07:05.080 --> 00:07:09.600]  如果大家看前面的第六節
[00:07:09.600 --> 00:07:11.960]  第八章的第六節
[00:07:11.960 --> 00:07:15.200]  「體貼肉體的就是死
[00:07:15.200 --> 00:07:17.800]  體貼聖靈的乃是」
[00:07:17.800 --> 00:07:18.720]  什麼呢?
[00:07:18.720 --> 00:07:21.120]  「生命平安」
[00:07:21.120 --> 00:07:23.040]  一個太大的分別
[00:07:23.040 --> 00:07:24.680]  何時我們體貼肉體
[00:07:24.680 --> 00:07:25.800]  好像我們以前
[00:07:25.800 --> 00:07:27.920]  未順從之前的情況
[00:07:27.920 --> 00:07:30.400]  那個效果是死亡
[00:07:30.400 --> 00:07:31.880]  「體貼聖靈的引導」
[00:07:31.880 --> 00:07:33.680]  「安全的引導行事」
[00:07:33.680 --> 00:07:36.320]  是生命和平安
[00:07:36.320 --> 00:07:39.840]  這就是聖經描寫的那種極大的對比
[00:07:39.840 --> 00:07:40.320]  沒錯
[00:07:40.320 --> 00:07:42.240]  基督徒已經不再需要
[00:07:42.240 --> 00:07:46.200]  向肉體負責
[00:07:46.200 --> 00:07:49.200]  不需要回應這些試探
[00:07:49.200 --> 00:07:51.360]  這些情慾
[00:07:51.360 --> 00:07:52.480]  但有些時候
[00:07:52.480 --> 00:07:54.760]  我們會走回頭路
[00:07:54.760 --> 00:07:55.480]  大家有沒有留意到
[00:07:55.480 --> 00:07:57.720]  有些時候在一些電視新聞
[00:07:57.720 --> 00:07:59.520]  看到某些火場
[00:07:59.520 --> 00:08:01.840]  經過一大輪的火災之後
[00:08:01.840 --> 00:08:04.200]  火已經熄滅了
[00:08:04.200 --> 00:08:06.400]  但消防員還是拿著水喉管
[00:08:06.400 --> 00:08:08.600]  不斷噴水
[00:08:08.600 --> 00:08:10.200]  大家有沒有留意到
[00:08:10.200 --> 00:08:13.000]  為什麼還是不斷噴水呢?
[00:08:13.000 --> 00:08:15.400]  目的是什麼呢?
[00:08:15.400 --> 00:08:19.600]  是避免死灰復燃
[00:08:19.600 --> 00:08:20.800]  一直要噴水
[00:08:20.800 --> 00:08:21.720]  要留心
[00:08:21.720 --> 00:08:23.120]  不要讓那小小的火種
[00:08:23.120 --> 00:08:27.440]  再次重新燃燒這些材料
[00:08:27.440 --> 00:08:29.320]  會死灰復燃
[00:08:29.320 --> 00:08:29.720]  沒錯
[00:08:29.720 --> 00:08:30.800]  你是自由的
[00:08:30.800 --> 00:08:32.840]  你可以不再犯罪
[00:08:32.840 --> 00:08:35.000]  但你可以用你的自由
[00:08:35.000 --> 00:08:38.000]  去再犯罪
[00:08:38.000 --> 00:08:39.400]  因為聖經不斷提醒我們
[00:08:39.400 --> 00:08:41.520]  要小心不要讓這些罪
[00:08:41.520 --> 00:08:44.360]  這些肉體再次死灰復燃
[00:08:44.360 --> 00:08:47.040]  你要去信著聖靈
[00:08:47.040 --> 00:08:50.880]  就不放縱肉體的情慾
[00:08:50.880 --> 00:08:51.560]  當你留心
[00:08:51.560 --> 00:08:53.200]  聖經給你的教導
[00:08:53.200 --> 00:08:55.560]  當你留心你心裏面的聖靈
[00:08:55.560 --> 00:08:57.480]  怎樣引導你行事
[00:08:57.480 --> 00:08:59.960]  你就不隨從肉體
[00:08:59.960 --> 00:09:03.280]  你就不讓它死灰復燃
[00:09:03.280 --> 00:09:05.040]  因此聖經一直鼓勵我們
[00:09:05.040 --> 00:09:06.160]  要留心
[00:09:06.160 --> 00:09:07.800]  要信著聖靈
[00:09:07.800 --> 00:09:11.760]  你看看下面的十三節
[00:09:11.760 --> 00:09:12.400]  聖經說
[00:09:12.400 --> 00:09:15.200]  你們若信從肉體活著
[00:09:15.200 --> 00:09:16.680]  必要死
[00:09:16.680 --> 00:09:20.560]  若靠著聖靈致死身體的惡行
[00:09:20.560 --> 00:09:23.120]  必要活著
[00:09:23.120 --> 00:09:24.240]  當聖經一直說
[00:09:24.240 --> 00:09:26.960]  說到這種信從聖靈的時候
[00:09:26.960 --> 00:09:28.880]  接著就很清楚地說出
[00:09:28.880 --> 00:09:30.120]  弟兄姊妹要記得
[00:09:30.120 --> 00:09:31.800]  我們是神的兒女
[00:09:31.800 --> 00:09:34.000]  和祂的後製
[00:09:34.000 --> 00:09:37.120]  在第十四節
[00:09:37.120 --> 00:09:39.720]  因為凡被神的靈引導的
[00:09:39.720 --> 00:09:43.640]  都是神的兒子
[00:09:43.640 --> 00:09:45.720]  當我們被聖靈引導的時候
[00:09:45.720 --> 00:09:48.080]  就更加確定我們是神的兒子
[00:09:48.080 --> 00:09:48.520]  沒錯
[00:09:48.520 --> 00:09:49.920]  當我們信主之後
[00:09:49.920 --> 00:09:52.880]  神將聖靈賜在我們生命當中
[00:09:52.880 --> 00:09:56.520]  聖經說永遠與我們同在
[00:09:56.520 --> 00:09:58.360]  但這時候我們發現
[00:09:58.360 --> 00:10:01.800]  我們與聖靈的關係很淡薄
[00:10:01.800 --> 00:10:02.760]  我想問
[00:10:02.760 --> 00:10:05.960]  一個兒子與父親經常不談話
[00:10:05.960 --> 00:10:08.520]  完全沒有交往
[00:10:08.520 --> 00:10:12.800]  這個兒子是不是這個父親的兒子?
[00:10:12.800 --> 00:10:14.600]  仍然是他的兒子
[00:10:14.600 --> 00:10:15.560]  雖然沒有交往
[00:10:15.560 --> 00:10:17.200]  很疏遠的關係
[00:10:17.200 --> 00:10:19.440]  仍然是他的兒子
[00:10:19.440 --> 00:10:22.520]  但當他們有真正的溝通、談話
[00:10:22.520 --> 00:10:25.800]  兒子學懂得聽從父親
[00:10:25.800 --> 00:10:28.800]  在當中學習愛護父親
[00:10:28.800 --> 00:10:30.520]  在那個時候就更真實地
[00:10:30.520 --> 00:10:34.640]  表現出那種父子的關係
[00:10:34.640 --> 00:10:36.560]  我看到有很多的教徒
[00:10:36.560 --> 00:10:36.960]  沒錯
[00:10:36.960 --> 00:10:37.920]  他們是教徒
[00:10:37.920 --> 00:10:40.360]  他們生命當中有聖靈
[00:10:40.360 --> 00:10:41.400]  但你會發現
[00:10:41.400 --> 00:10:43.600]  在他們活出來的生活裡面
[00:10:43.600 --> 00:10:48.160]  你不覺得他們與神有絲毫的關係
[00:10:48.160 --> 00:10:50.120]  因為在生命當中
[00:10:50.120 --> 00:10:53.160]  沒有留心聖靈
[00:10:53.160 --> 00:10:56.080]  「若被聖靈引導」是意味著
[00:10:56.080 --> 00:10:59.360]  一種很主動
[00:10:59.360 --> 00:11:01.840]  將自己的手拿出來
[00:11:01.840 --> 00:11:04.320]  讓聖靈引導著
[00:11:04.320 --> 00:11:05.480]  英文的翻譯是
[00:11:05.480 --> 00:11:07.840]  Being led by the spirit
[00:11:07.840 --> 00:11:12.880]  是很願意被聖靈帶著自己來行
[00:11:12.880 --> 00:11:15.640]  而產生那種神兒子的
[00:11:15.640 --> 00:11:18.440]  實質的生命關係
[00:11:18.440 --> 00:11:19.880]  因此聖經就說
[00:11:19.880 --> 00:11:23.240]  「你們要凡被聖神的靈引導
[00:11:23.240 --> 00:11:25.960]  都是神的兒子」
[00:11:25.960 --> 00:11:27.400]  然後聖經就說
[00:11:27.400 --> 00:11:30.920]  「你們所受的不是奴僕的心
[00:11:30.920 --> 00:11:32.680]  仍舊害怕
[00:11:32.680 --> 00:11:36.240]  所受的乃是兒子的心」
[00:11:36.240 --> 00:11:38.200]  原來奴僕與兒子之間
[00:11:38.200 --> 00:11:40.680]  有很大的分別是什麼?
[00:11:40.680 --> 00:11:44.400]  奴僕是因為害怕受懲罰
[00:11:44.400 --> 00:11:47.000]  所以聽主人的話
[00:11:47.000 --> 00:11:50.200]  但兒子是因為愛的緣故
[00:11:50.200 --> 00:11:51.840]  因為被愛的緣故
[00:11:51.840 --> 00:11:55.400]  去聽從父母
[00:11:55.400 --> 00:11:56.960]  我記得以前跟大家分享過
[00:11:56.960 --> 00:11:59.600]  我自己女兒的過去一件事
[00:11:59.600 --> 00:12:01.000]  當她很小的時候
[00:12:01.000 --> 00:12:03.880]  我相信七、八歲的時候
[00:12:03.880 --> 00:12:06.320]  她看牙醫的經歷
[00:12:06.320 --> 00:12:08.360]  當她看牙醫的時候
[00:12:08.360 --> 00:12:11.040]  她睡在牙醫床上
[00:12:11.040 --> 00:12:14.120]  她整個人很緊張
[00:12:14.120 --> 00:12:17.160]  她沒有試過看牙醫
[00:12:17.160 --> 00:12:20.040]  看到一位男士穿著白袍
[00:12:20.040 --> 00:12:20.920]  戴著口罩
[00:12:20.920 --> 00:12:21.720]  不知道是誰來的
[00:12:21.720 --> 00:12:23.320]  走到她的床邊
[00:12:23.320 --> 00:12:24.960]  拿著一些儀器
[00:12:24.960 --> 00:12:28.600]  「小朋友,張開嘴巴吧」
[00:12:28.600 --> 00:12:32.320]  她一聽見就
[00:12:32.320 --> 00:12:34.680]  更緊張地張開嘴巴
[00:12:34.680 --> 00:12:35.160]  她很害怕
[00:12:35.160 --> 00:12:36.440]  不知道發生什麼事
[00:12:36.440 --> 00:12:38.240]  她很害怕
[00:12:38.240 --> 00:12:39.960]  經過很多的遊說之後
[00:12:39.960 --> 00:12:42.760]  仍然不肯張開嘴巴
[00:12:42.760 --> 00:12:47.360]  直至她媽媽走到她旁邊
[00:12:47.360 --> 00:12:48.880]  拍拍她
[00:12:48.880 --> 00:12:51.960]  「放心,乖女兒,張開嘴巴吧」
[00:12:51.960 --> 00:12:54.840]  「醫生會幫助你的」
[00:12:54.840 --> 00:12:55.800]  她想了一想
[00:12:55.800 --> 00:12:58.720]  然後就張開嘴巴
[00:12:58.720 --> 00:13:02.280]  然後放心讓醫生幫助她
[00:13:02.280 --> 00:13:03.000]  各位電影姊妹
[00:13:03.000 --> 00:13:04.040]  很多時候
[00:13:04.040 --> 00:13:07.200]  當我們體會到神對我們的吩咐
[00:13:07.200 --> 00:13:10.200]  不是一些好像
[00:13:10.200 --> 00:13:12.520]  高不可攀的要求
[00:13:12.520 --> 00:13:13.400]  達不到的時候
[00:13:13.400 --> 00:13:15.920]  就要懲罰我們
[00:13:15.920 --> 00:13:17.520]  不是一個盧埔
[00:13:17.520 --> 00:13:18.960]  主人如果發覺
[00:13:18.960 --> 00:13:21.240]  盧埔沒有聽從某些吩咐
[00:13:21.240 --> 00:13:22.720]  就要罰他
[00:13:22.720 --> 00:13:23.840]  不是
[00:13:23.840 --> 00:13:25.400]  是因為愛神對我們
[00:13:25.400 --> 00:13:29.120]  發出一些勉勵、提醒
[00:13:29.120 --> 00:13:30.280]  一位牧師
[00:13:30.280 --> 00:13:32.520]  當他自己覺得那段時間
[00:13:32.520 --> 00:13:34.600]  自己有很多虧欠
[00:13:34.600 --> 00:13:36.360]  很多事情都做不到
[00:13:36.360 --> 00:13:37.520]  很多應該做的事情
[00:13:37.520 --> 00:13:39.080]  好像都做不到
[00:13:39.080 --> 00:13:41.200]  內心有一個很大的虧欠
[00:13:41.200 --> 00:13:43.560]  覺得神會不用他
[00:13:43.560 --> 00:13:45.600]  神接納他
[00:13:45.600 --> 00:13:48.480]  他參加一個退修營
[00:13:48.480 --> 00:13:50.120]  在退修營當中
[00:13:50.120 --> 00:13:53.120]  一路來到安靜的時候
[00:13:53.120 --> 00:13:55.200]  突然間道師提醒大家
[00:13:55.200 --> 00:13:57.520]  去默想一句話
[00:13:57.520 --> 00:13:58.560]  這句話就是
[00:13:58.560 --> 00:14:01.640]  神在天上發出的聲音
[00:14:01.640 --> 00:14:04.280]  「這是我的愛子
[00:14:04.280 --> 00:14:07.320]  我所喜悅的」
[00:14:07.320 --> 00:14:08.000]  當這位牧師
[00:14:08.000 --> 00:14:10.200]  一路思想著聖經的時候
[00:14:10.200 --> 00:14:13.400]  他心裡面有很大的感動
[00:14:13.400 --> 00:14:15.680]  好像神告訴他
[00:14:15.680 --> 00:14:18.560]  「我沒有要求你做很多偉大的工作
[00:14:18.560 --> 00:14:20.400]  我只要你記住
[00:14:20.400 --> 00:14:22.400]  你是我的愛子
[00:14:22.400 --> 00:14:25.720]  是我所喜悅的」
[00:14:25.720 --> 00:14:28.080]  當主耶穌來到世上的時候
[00:14:28.080 --> 00:14:29.840]  詩篇清楚地講述
[00:14:29.840 --> 00:14:31.200]  祂來到的時候
[00:14:31.200 --> 00:14:34.000]  祂會有生命的表達
[00:14:34.000 --> 00:14:35.920]  詩篇40篇說
[00:14:35.920 --> 00:14:38.800]  「祭物和禮物
[00:14:38.800 --> 00:14:40.920]  你不起源
[00:14:40.920 --> 00:14:45.320]  飯祭和素祭非你所要
[00:14:45.320 --> 00:14:46.480]  我來了
[00:14:46.480 --> 00:14:49.080]  是要照你的旨意而行
[00:14:49.080 --> 00:14:52.520]  你的律法在我的心中」
[00:14:52.520 --> 00:14:53.440]  當聖經描寫著
[00:14:53.440 --> 00:14:55.440]  主耶穌和神的關係的時候
[00:14:55.440 --> 00:14:56.160]  很清楚知道
[00:14:56.160 --> 00:14:57.320]  神所要的
[00:14:57.320 --> 00:14:59.800]  不是什麼飯祭、素祭
[00:14:59.800 --> 00:15:01.760]  不是要你做什麼偉大的工作
[00:15:01.760 --> 00:15:04.680]  才能夠討祂起源
[00:15:04.680 --> 00:15:05.520]  我們很多時候
[00:15:05.520 --> 00:15:08.120]  會受我們的家庭成長影響
[00:15:08.120 --> 00:15:11.840]  認為必須要做某些某些的工作
[00:15:11.840 --> 00:15:14.600]  神才會閱納我們
[00:15:14.600 --> 00:15:16.800]  祂才會愛我們
[00:15:16.800 --> 00:15:19.880]  我們常常將有條件的愛的概念
[00:15:19.880 --> 00:15:21.600]  套在神身上
[00:15:21.600 --> 00:15:23.240]  認為有某些的表現
[00:15:23.240 --> 00:15:25.640]  神才會愛我們
[00:15:25.640 --> 00:15:28.640]  正如主耶穌和父神的關係
[00:15:28.640 --> 00:15:31.320]  祂就說「我來了」
[00:15:31.320 --> 00:15:34.200]  祂整個人在神的面前表達
[00:15:34.200 --> 00:15:36.040]  最寶貴的就是
[00:15:36.040 --> 00:15:39.360]  「我樂而照你的旨意而行」
[00:15:39.360 --> 00:15:41.680]  從心裏面很歡喜快樂的
[00:15:41.680 --> 00:15:43.240]  你要遵從父
[00:15:43.240 --> 00:15:46.000]  愛他的父的旨意而行
[00:15:46.000 --> 00:15:47.280]  而那種關係
[00:15:47.280 --> 00:15:49.880]  就很清楚地表達出來
[00:15:49.880 --> 00:15:50.720]  各位弟兄姊妹
[00:15:50.720 --> 00:15:52.240]  我們不是奴僕
[00:15:52.240 --> 00:15:54.280]  而是神的兒女
[00:15:54.280 --> 00:15:56.600]  祂要透過不同的事情
[00:15:56.600 --> 00:15:59.000]  將祂的愛賜給我們
[00:15:59.000 --> 00:16:00.480]  因此聖經就說
[00:16:00.480 --> 00:16:03.760]  「所受的乃是兒子的心」
[00:16:03.760 --> 00:16:08.480]  因此我們呼叫「阿爸 父」
[00:16:08.480 --> 00:16:11.160]  「阿爸」是阿蘭文的表達
[00:16:11.160 --> 00:16:13.840]  阿蘭文裏面再重覆
[00:16:13.840 --> 00:16:16.160]  當時他們所用的語言
[00:16:16.160 --> 00:16:19.440]  重覆地提到「阿爸 父」
[00:16:19.440 --> 00:16:22.200]  將那種感情很清楚地表達
[00:16:22.200 --> 00:16:23.600]  我們和神之間的關係
[00:16:23.600 --> 00:16:26.560]  是一種父子父女的關係
[00:16:26.560 --> 00:16:30.080]  是一種密切的生命的關係
[00:16:30.080 --> 00:16:32.920]  在當中我們未必會透過理性
[00:16:32.920 --> 00:16:34.400]  完全了解
[00:16:34.400 --> 00:16:36.200]  但聖經接著說
[00:16:36.200 --> 00:16:38.600]  「聖靈與我們的心同靜
[00:16:38.600 --> 00:16:41.680]  我們是神的兒女」
[00:16:41.680 --> 00:16:44.120]  當我們跟隨主一段日子的時候
[00:16:44.120 --> 00:16:45.120]  慢慢地發覺
[00:16:45.120 --> 00:16:48.040]  我們內心經歷了聖靈的引導
[00:16:48.040 --> 00:16:50.240]  體會到聖靈如何將神的愛
[00:16:50.240 --> 00:16:51.960]  向我們解明
[00:16:51.960 --> 00:16:53.400]  聖靈在我們內心
[00:16:53.400 --> 00:16:56.720]  和我們心靈互相印證
[00:16:56.720 --> 00:16:59.920]  因此我們知道
[00:16:59.920 --> 00:17:02.680]  我們知道我們是神的兒女
[00:17:02.680 --> 00:17:03.560]  這種知道
[00:17:03.560 --> 00:17:06.440]  比純理性的了解更大
[00:17:06.440 --> 00:17:07.760]  是一種心靈
[00:17:07.760 --> 00:17:11.280]  整個人的內心的經歷體會
