
[00:00:00.000 --> 00:00:02.000]  在剛才我們所讀的一段經文
[00:04:03.000 --> 00:04:07.000]  這個物件就是帶領我們出埃及的那個上帝
[00:04:07.000 --> 00:04:11.000]  很快就進入一個偶像的崇拜裡
[00:04:11.000 --> 00:04:13.000]  所羅門也很清楚知道
[00:04:13.000 --> 00:04:16.000]  如果不不斷提醒一班以色列人
[00:04:16.000 --> 00:04:19.000]  以色列人會進入一個聖殿崇拜的裡面
[00:04:19.000 --> 00:04:22.000]  這個聖殿在這裡
[00:04:22.000 --> 00:04:26.000]  上帝就住在這個聖殿裡
[00:04:26.000 --> 00:04:29.000]  整個聖殿就是一個偶像的崇拜
[00:04:29.000 --> 00:04:32.000]  但是所羅門提醒一班以色列人
[00:04:32.000 --> 00:04:34.000]  他們也很清楚知道
[00:04:34.000 --> 00:04:38.000]  上帝豈會住在這個地方
[00:04:38.000 --> 00:04:42.000]  天和天上的天都不足你的住處
[00:04:42.000 --> 00:04:45.000]  上帝在這個世界上
[00:04:45.000 --> 00:04:48.000]  沒有一個地方可以容納得到上帝
[00:04:48.000 --> 00:04:51.000]  上帝的偉大沒有一個地方可以容納得到
[00:04:51.000 --> 00:04:54.000]  上帝只不過藉著這個建築物
[00:04:54.000 --> 00:04:59.000]  代表著上帝與一班以色列人同在
[00:04:59.000 --> 00:05:03.000]  也代表著上帝與一班以色列人納約
[00:05:03.000 --> 00:05:07.000]  所以上帝與一班以色列人的關係才是最重要的
[00:05:07.000 --> 00:05:10.000]  重要的不是那個建築物
[00:05:10.000 --> 00:05:14.000]  中國人有很多民間的信仰
[00:05:14.000 --> 00:05:17.000]  很多中國人的民間信仰有一個特色
[00:05:17.000 --> 00:05:22.000]  特色就是當進入一些廟裡的時候
[00:05:22.000 --> 00:05:25.000]  做了一些宗教的行為
[00:05:25.000 --> 00:05:28.000]  然後離開那個宗教的場所或廟
[00:05:28.000 --> 00:05:34.000]  那敬拜的偶像與那個人的關係就沒有了
[00:05:34.000 --> 00:05:39.000]  即是說敬拜者與被敬拜的偶像的關係
[00:05:39.000 --> 00:05:42.000]  就是停留在那個建築物裡
[00:05:42.000 --> 00:05:45.000]  離開了就沒有關係
[00:05:45.000 --> 00:05:47.000]  但是所羅門提醒我們
[00:05:47.000 --> 00:05:50.000]  我們與上帝之間的關係不是這樣
[00:05:50.000 --> 00:05:54.000]  上帝與以色列的關係不是停留在一個聖殿裡
[00:05:54.000 --> 00:06:00.000]  而是在以色列人的整個生活的行為當中
[00:06:00.000 --> 00:06:04.000]  以色列人要用整個生活去進行上帝的誡命
[00:06:04.000 --> 00:06:08.000]  去表達他們願意遵守上帝的約
[00:06:08.000 --> 00:06:10.000]  上帝就會紀念他們的約
[00:06:10.000 --> 00:06:12.000]  施恩給一班以色列人
[00:06:12.000 --> 00:06:15.000]  所以所羅門在這裡很清楚地強調
[00:06:15.000 --> 00:06:17.000]  上帝求你紀念你的約
[00:06:17.000 --> 00:06:19.000]  藉著你的約去施恩給我們
[00:06:19.000 --> 00:06:21.000]  亦提醒一班以色列人
[00:06:21.000 --> 00:06:23.000]  我們要去守這個約
[00:06:23.000 --> 00:06:26.000]  我們要去守與上帝所立的約
[00:06:26.000 --> 00:06:28.000]  上帝就會施恩給我們
[00:06:28.000 --> 00:06:30.000]  所羅門再說
[00:06:30.000 --> 00:06:34.000]  為什麼他強調上帝與一班以色列人所立的約
[00:06:34.000 --> 00:06:37.000]  為什麼強調上帝要紀念你的約
[00:06:37.000 --> 00:06:39.000]  去施恩給我們
[00:06:39.000 --> 00:06:41.000]  在第31至50節
[00:06:41.000 --> 00:06:46.000]  所羅門說出了一個很重要的祈禱內容
[00:06:46.000 --> 00:06:50.000]  在這段20節的經文裡可以分開三部分
[00:06:50.000 --> 00:06:52.000]  第一部分是關於以色列人的禱告
[00:06:52.000 --> 00:06:55.000]  第二部分是關於外邦人的禱告
[00:06:55.000 --> 00:06:59.000]  第三部分是關於以色列人的禱告
[00:06:59.000 --> 00:07:04.000]  第一部分和第三部分都是關於以色列人的祈禱
[00:07:04.000 --> 00:07:06.000]  在祈禱裡
[00:07:06.000 --> 00:07:09.000]  第一部分和第三部分
[00:07:09.000 --> 00:07:12.000]  所羅門是祈求上帝
[00:07:12.000 --> 00:07:14.000]  你彰顯你的公義
[00:07:14.000 --> 00:07:15.000]  彰顯你的慈愛
[00:07:15.000 --> 00:07:18.000]  如果以色列人犯罪
[00:07:18.000 --> 00:07:19.000]  得罪了你
[00:07:19.000 --> 00:07:23.000]  你藉著刑罰淋到他們的身上
[00:07:23.000 --> 00:07:25.000]  如果一班以色列人
[00:07:25.000 --> 00:07:27.000]  他們承認自己的過犯
[00:07:27.000 --> 00:07:29.000]  來到你的殿前認罪的時候
[00:07:29.000 --> 00:07:31.000]  求你赦免他們
[00:07:31.000 --> 00:07:33.000]  在此所羅門說
[00:07:33.000 --> 00:07:36.000]  上帝求你定恨惡人
[00:07:36.000 --> 00:07:38.000]  恨惡的人為有罪
[00:07:38.000 --> 00:07:39.000]  求你懲罰他們
[00:07:39.000 --> 00:07:41.000]  也求你彰顯你的慈愛
[00:07:41.000 --> 00:07:43.000]  如果人犯罪得罪你
[00:07:43.000 --> 00:07:45.000]  承認自己的過犯
[00:07:45.000 --> 00:07:48.000]  求你赦免他們的罪
[00:07:48.000 --> 00:07:50.000]  在此所羅門說
[00:07:50.000 --> 00:07:54.000]  以色列人犯罪有兩類不同的罪
[00:07:54.000 --> 00:08:00.000]  第一類可以說不是故意犯的罪
[00:08:00.000 --> 00:08:02.000]  第二類是故意犯的罪
[00:08:02.000 --> 00:08:04.000]  不是故意犯的罪
[00:08:04.000 --> 00:08:06.000]  所羅門也用了一些例子
[00:08:06.000 --> 00:08:07.000]  用了其中一個例子
[00:08:07.000 --> 00:08:10.000]  就是如果有人得罪了倫舍
[00:08:10.000 --> 00:08:14.000]  倫舍強迫一個人去起誓
[00:08:14.000 --> 00:08:18.000]  而可能這誓是不應該起的誓的內容
[00:08:18.000 --> 00:08:22.000]  如果被迫起誓的人來到你的殿前
[00:08:22.000 --> 00:08:23.000]  求你赦免他人的時候
[00:08:23.000 --> 00:08:24.000]  求你去寬恕
[00:08:24.000 --> 00:08:27.000]  也求你去定那個強迫人
[00:08:27.000 --> 00:08:31.000]  去起誓的那個人的罪
[00:08:31.000 --> 00:08:33.000]  這不是故意犯的罪
[00:08:33.000 --> 00:08:36.000]  另一類就是故意犯的罪
[00:08:36.000 --> 00:08:38.000]  故意犯的罪
[00:08:38.000 --> 00:08:39.000]  所羅門在此說
[00:08:39.000 --> 00:08:41.000]  如果在以色列裡
[00:08:41.000 --> 00:08:44.000]  因為犯罪的緣故
[00:08:44.000 --> 00:08:47.000]  你用刑罰淋到他們的身上
[00:08:47.000 --> 00:08:50.000]  他們打仗他們會失敗
[00:08:50.000 --> 00:08:54.000]  有很多天災發生在以色列人的地方
[00:08:54.000 --> 00:08:56.000]  他們打仗不單止失敗
[00:08:56.000 --> 00:08:59.000]  也被擄到其他國家
[00:08:59.000 --> 00:09:01.000]  所羅門在此說
[00:09:01.000 --> 00:09:02.000]  不單止一兩個人被擄
[00:09:02.000 --> 00:09:04.000]  小部分人被擄
[00:09:04.000 --> 00:09:07.000]  大部分人被擄的時候
[00:09:07.000 --> 00:09:12.000]  如果這些以色列人因為犯罪的緣故而得罪了你
[00:09:12.000 --> 00:09:14.000]  你用刑罰去懲罰他們
[00:09:14.000 --> 00:09:16.000]  也藉著刑罰挽回他們
[00:09:16.000 --> 00:09:18.000]  希望他們有一個悔改的心
[00:09:18.000 --> 00:09:20.000]  如果一群以色列人
[00:09:20.000 --> 00:09:22.000]  他們願意在你面前認罪的時候
[00:09:22.000 --> 00:09:24.000]  求你去赦免
[00:09:24.000 --> 00:09:27.000]  其實在我們現實生活裡
[00:09:27.000 --> 00:09:29.000]  有很多逆境
[00:09:29.000 --> 00:09:31.000]  也見到很多自然災害
[00:09:31.000 --> 00:09:35.000]  有很多逆境和自然災害
[00:09:35.000 --> 00:09:39.000]  未必一定是上帝主動的刑罰
[00:09:39.000 --> 00:09:41.000]  有很多自然災害
[00:09:41.000 --> 00:09:43.000]  也有很多我們的逆境
[00:09:43.000 --> 00:09:47.000]  可能是由人自己取回的
[00:09:47.000 --> 00:09:49.000]  可以這麼說
[00:09:49.000 --> 00:09:51.000]  說說自然災害
[00:09:51.000 --> 00:09:54.000]  自然災害有很多人說是天災
[00:09:54.000 --> 00:09:58.000]  但其實天災背後有很多人禍
[00:09:58.000 --> 00:09:59.000]  我們可以這麼說
[00:09:59.000 --> 00:10:02.000]  火山爆發是不是天災呢?
[00:10:02.000 --> 00:10:05.000]  火山爆發不是天災
[00:10:05.000 --> 00:10:10.000]  它成為災害是因為有人居住
[00:10:10.000 --> 00:10:12.000]  但我們再想想
[00:10:12.000 --> 00:10:17.000]  為什麼那些人要住在火山爆發附近呢?
[00:10:17.000 --> 00:10:21.000]  其實背後有很多複雜的人為因素
[00:10:21.000 --> 00:10:26.000]  那些人被迫要去那些地方居住
[00:10:26.000 --> 00:10:30.000]  在中國近代歷史裡
[00:10:30.000 --> 00:10:33.000]  1960年有一個旱災
[00:10:33.000 --> 00:10:34.000]  不是旱災
[00:10:34.000 --> 00:10:37.000]  是一個糧食的饑荒
[00:10:37.000 --> 00:10:39.000]  死了幾千萬中國人
[00:10:39.000 --> 00:10:42.000]  我們一看糧食的饑荒是天災
[00:10:42.000 --> 00:10:46.000]  但如果大家仔細去看那段歷史
[00:10:46.000 --> 00:10:49.000]  其實那個饑荒不是天災
[00:10:49.000 --> 00:10:53.000]  是因為那時有一個很大的全國性的政治運動
[00:10:53.000 --> 00:10:55.000]  就是全民的煉鋼
[00:10:55.000 --> 00:10:57.000]  所有的器皿都去煉鋼
[00:10:57.000 --> 00:11:01.000]  所以就沒有人再去種農田
[00:11:01.000 --> 00:11:04.000]  以致糧食不足夠
[00:11:04.000 --> 00:11:06.000]  整個都是一個人禍
[00:11:06.000 --> 00:11:08.000]  不是天災
[00:11:08.000 --> 00:11:11.000]  現在我們所見到的很多地方水災
[00:11:11.000 --> 00:11:14.000]  天災 水災和天災
[00:11:14.000 --> 00:11:17.000]  其實是一些高壓的地方的國家
[00:11:17.000 --> 00:11:19.000]  不斷地砍伐樹木
[00:11:19.000 --> 00:11:21.000]  以致下雨的時候
[00:11:21.000 --> 00:11:23.000]  一些樹木沒有了樹木
[00:11:23.000 --> 00:11:25.000]  將水吸入泥土裡
[00:11:25.000 --> 00:11:28.000]  所以水就流入了低窪的國家裡
[00:11:28.000 --> 00:11:31.000]  所以我們所見到的很多天災
[00:11:31.000 --> 00:11:33.000]  其實都是人禍
[00:11:33.000 --> 00:11:34.000]  很多自然災害
[00:11:34.000 --> 00:11:36.000]  很多我們遭遇的事情
[00:11:36.000 --> 00:11:39.000]  是人自己所做的後果
[00:11:39.000 --> 00:11:41.000]  但所羅門在這裡說
[00:11:41.000 --> 00:11:45.000]  有一些人遭遇的後果
[00:11:45.000 --> 00:11:47.000]  是因為人犯罪
[00:11:47.000 --> 00:11:48.000]  得罪了上帝
[00:11:48.000 --> 00:11:50.000]  上帝刑罰一些人
[00:11:50.000 --> 00:11:56.000]  所羅門規限了有些情況是這樣的原因
[00:11:56.000 --> 00:11:57.000]  所羅門說
[00:11:57.000 --> 00:12:01.000]  如果一群以色列人真的因為犯罪得罪了你
[00:12:01.000 --> 00:12:04.000]  你讓這些刑罰淋到一群以色列人
[00:12:04.000 --> 00:12:07.000]  如果這群以色列人悔改
[00:12:07.000 --> 00:12:09.000]  願意歸向你的話
[00:12:09.000 --> 00:12:10.000]  所羅門說
[00:12:10.000 --> 00:12:12.000]  求你赦免他們的罪
[00:12:12.000 --> 00:12:14.000]  所以教會的設立
[00:12:14.000 --> 00:12:16.000]  可以說是群體的設立
[00:12:16.000 --> 00:12:19.000]  是代表著上帝施恩典的地方
[00:12:19.000 --> 00:12:24.000]  上帝赦免人的罪的象徵代表
[00:12:24.000 --> 00:12:27.000]  代表著上帝與以色列人立的約
[00:12:27.000 --> 00:12:29.000]  上帝與人所立的約
[00:12:29.000 --> 00:12:32.000]  如果人犯罪得罪上帝
[00:12:32.000 --> 00:12:34.000]  人願意悔改
[00:12:34.000 --> 00:12:35.000]  歸向上帝的仇
[00:12:35.000 --> 00:12:38.000]  上帝願意赦免人的罪
[00:12:38.000 --> 00:12:40.000]  在這裡所羅門也說
[00:12:40.000 --> 00:12:44.000]  上帝赦免人的罪也有兩個很重要的步驟
[00:12:44.000 --> 00:12:47.000]  首先他會將人所犯的錯
[00:12:47.000 --> 00:12:51.000]  很指明有什麼過錯
[00:12:51.000 --> 00:12:52.000]  也讓人知道
[00:12:52.000 --> 00:12:57.000]  怎樣做才能得到上帝的赦免
[00:12:57.000 --> 00:13:01.000]  怎樣做才能與上帝建立一個關係
[00:13:01.000 --> 00:13:04.000]  首先讓人知道什麼是正路
[00:13:04.000 --> 00:13:09.000]  好讓人不會在將來再重蹈覆轍
[00:13:09.000 --> 00:13:15.000]  接著上帝會將一些以色列人生活的際遇有所改善
[00:13:15.000 --> 00:13:17.000]  生活的改善代表著
[00:13:17.000 --> 00:13:21.000]  這個改變代表著他們之前的遭遇
[00:13:21.000 --> 00:13:24.000]  真是因為他們犯罪而得罪了神
[00:13:24.000 --> 00:13:28.000]  以至引來神的審判
[00:13:28.000 --> 00:13:32.000]  兩個次序不可以調亂
[00:13:32.000 --> 00:13:36.000]  在《列王記》記載了一個例子
[00:13:36.000 --> 00:13:39.000]  正正講述了這個次序
[00:13:39.000 --> 00:13:42.000]  當時有一個以色列王叫阿哈犯罪
[00:13:42.000 --> 00:13:44.000]  得罪了上帝
[00:13:44.000 --> 00:13:49.000]  所以整個以色列的地方就有一個旱災三年多的時間
[00:13:49.000 --> 00:13:51.000]  上帝首先讓阿哈明白
[00:13:51.000 --> 00:13:57.000]  知道這個旱災是因為整個以色列人犯罪而得罪了上帝
[00:13:57.000 --> 00:14:00.000]  以致有這個情況出現
[00:14:00.000 --> 00:14:02.000]  上帝就指引讓他們明白
[00:14:02.000 --> 00:14:05.000]  知道怎樣走一條正路
[00:14:05.000 --> 00:14:11.000]  之後上帝就降雨在以色列人的地方
[00:14:11.000 --> 00:14:16.000]  索羅門在這段祈禱的最後
[00:14:16.000 --> 00:14:18.000]  在51至53節
[00:14:18.000 --> 00:14:23.000]  他很強調上帝為何要赦免一群以色列人的罪呢?
[00:14:23.000 --> 00:14:26.000]  求祢去紀念祢和以色列人所立的約
[00:14:26.000 --> 00:14:29.000]  這一群是祢所救贖的一群子民
[00:14:29.000 --> 00:14:32.000]  這一群是祢所愛的一群子民
[00:14:32.000 --> 00:14:35.000]  求祢在當中寬恕他們
[00:14:35.000 --> 00:14:37.000]  因為索羅門說
[00:14:37.000 --> 00:14:41.000]  承認我們都是一群軟弱的一群妓人
[00:14:41.000 --> 00:14:44.000]  當亞當犯罪的時候
[00:14:44.000 --> 00:14:46.000]  罪就來臨了人間
[00:14:46.000 --> 00:14:51.000]  我們每一個人身上都有亞當耶利的罪性
[00:14:51.000 --> 00:14:56.000]  罪是我們一生當中要面對的問題
[00:14:56.000 --> 00:14:58.000]  我們不會因為信了耶穌之後
[00:14:58.000 --> 00:15:00.000]  我們不會再犯罪
[00:15:00.000 --> 00:15:01.000]  不會
[00:15:01.000 --> 00:15:04.000]  罪是我們一生的挑戰
[00:15:04.000 --> 00:15:07.000]  索羅門在此也提醒我們
[00:15:07.000 --> 00:15:09.000]  我們如何可以勝過罪惡
[00:15:09.000 --> 00:15:11.000]  索羅門在此說
[00:15:11.000 --> 00:15:13.000]  首先我們要承認我們犯罪
[00:15:13.000 --> 00:15:14.000]  得罪了上帝
[00:15:14.000 --> 00:15:17.000]  我們要有一個決心
[00:15:17.000 --> 00:15:22.000]  去順從跟從主的誡命的決心
[00:15:22.000 --> 00:15:24.000]  很多時候我們犯罪的時候
[00:15:24.000 --> 00:15:26.000]  我們如何可以不犯罪呢?
[00:15:26.000 --> 00:15:28.000]  其實我生氣的時候
[00:15:28.000 --> 00:15:30.000]  我如何可以不生氣呢?
[00:15:30.000 --> 00:15:31.000]  有時也很難
[00:15:31.000 --> 00:15:32.000]  我生氣的時候
[00:15:32.000 --> 00:15:34.000]  我會越生氣越生氣
[00:15:34.000 --> 00:15:35.000]  憤怒的時候
[00:15:35.000 --> 00:15:36.000]  你會說我為何不憤怒呢?
[00:15:36.000 --> 00:15:38.000]  你越想有時就越憤怒
[00:15:38.000 --> 00:15:40.000]  但正面來說
[00:15:40.000 --> 00:15:42.000]  我如何有一個愛人的心
[00:15:42.000 --> 00:15:44.000]  越多的時候
[00:15:44.000 --> 00:15:45.000]  我一個寬恕人
[00:15:45.000 --> 00:15:47.000]  憐憫人的心也會越多
[00:15:47.000 --> 00:15:48.000]  所以應該問
[00:15:48.000 --> 00:15:50.000]  我如何可以操練一個
[00:15:50.000 --> 00:15:53.000]  更加愛人的心呢?
[00:15:53.000 --> 00:15:56.000]  如果你的心裡有一個愛多一點的時候
[00:15:56.000 --> 00:16:00.000]  你對人的憤恨也相對會少一點
[00:16:00.000 --> 00:16:01.000]  索羅門在此也提醒我們
[00:16:01.000 --> 00:16:04.000]  我們性過罪惡一個很重要的方向
[00:16:04.000 --> 00:16:08.000]  就是我們有一個決心去進行上帝的誡命
[00:16:08.000 --> 00:16:11.000]  當我們努力地去進行上帝的誡命的時候
[00:16:11.000 --> 00:16:17.000]  罪的生活就會遠離在我們的生活當中
[00:16:17.000 --> 00:16:21.000]  最近我看到一個訪問
[00:16:21.000 --> 00:16:26.000]  主持人訪問一個地產商
[00:16:26.000 --> 00:16:29.000]  地產商說
[00:16:29.000 --> 00:16:32.000]  上一屆的政府
[00:16:32.000 --> 00:16:35.000]  關於房屋的問題沒有處理
[00:16:35.000 --> 00:16:38.000]  今屆的政府有想過如何處理
[00:16:38.000 --> 00:16:40.000]  但有沒有決心去處理好呢?
[00:16:40.000 --> 00:16:42.000]  這個就不知道了
[00:16:42.000 --> 00:16:44.000]  當然
[00:16:44.000 --> 00:16:48.000]  政府如何處理房屋問題
[00:16:48.000 --> 00:16:49.000]  處理得好不好
[00:16:49.000 --> 00:16:51.000]  有沒有決心
[00:16:51.000 --> 00:16:53.000]  有沒有政治的能量
[00:16:53.000 --> 00:16:56.000]  還有很多問題需要考慮
[00:16:56.000 --> 00:17:00.000]  但從這個訪問中給我一個聯想的感受
[00:17:00.000 --> 00:17:02.000]  我們作為一個信徒
[00:17:02.000 --> 00:17:05.000]  有時會想我們和上帝之間的關係
[00:17:05.000 --> 00:17:07.000]  我們有沒有想過呢?
[00:17:07.000 --> 00:17:09.000]  我們有沒有想過我們和上帝之間的關係呢?
[00:17:09.000 --> 00:17:10.000]  過去沒有想過
[00:17:10.000 --> 00:17:11.000]  現在有想過了
[00:17:11.000 --> 00:17:13.000]  我有想過和上帝之間的關係
[00:17:13.000 --> 00:17:14.000]  但是
[00:17:14.000 --> 00:17:18.000]  我有沒有決心去進行上帝的誡命呢?
[00:17:18.000 --> 00:17:22.000]  這個決心就很重要
[00:17:22.000 --> 00:17:24.000]  停留在想的裡面
[00:17:24.000 --> 00:17:28.000]  其實對我們的生命沒有太大的幫助
[00:17:28.000 --> 00:17:29.000]  最重要的是
[00:17:29.000 --> 00:17:33.000]  我們有沒有決心去進行上帝的誡命
[00:17:33.000 --> 00:17:37.000]  當我們有決心去進行上帝的誡命的時候
[00:17:37.000 --> 00:17:38.000]  我們就去問上帝
[00:17:38.000 --> 00:17:42.000]  究竟我如何去遵守祢的吩咐呢?
[00:17:42.000 --> 00:17:43.000]  有時一開始的時候
[00:17:43.000 --> 00:17:47.000]  我們都會很難起步
[00:17:47.000 --> 00:17:49.000]  上帝的要求真的很大
[00:17:49.000 --> 00:17:50.000]  很高
[00:17:50.000 --> 00:17:51.000]  我都很難做得到
[00:17:51.000 --> 00:17:53.000]  我一個這麼微小的人
[00:17:53.000 --> 00:17:55.000]  就沒有力量去做到祢的要求
[00:17:55.000 --> 00:17:57.000]  我們很多時候一開始
[00:17:57.000 --> 00:17:59.000]  就會有一個難處在當中
[00:17:59.000 --> 00:18:02.000]  但是我想說一個事蹟
[00:18:02.000 --> 00:18:04.000]  作為你和我的一個鼓勵
[00:18:04.000 --> 00:18:06.000]  在1984年
[00:18:06.000 --> 00:18:08.000]  在日本有一個馬拉松的比賽
[00:18:08.000 --> 00:18:11.000]  當時有一個不出名的跑手
[00:18:11.000 --> 00:18:15.000]  贏了馬拉松的比賽冠軍
[00:18:15.000 --> 00:18:18.000]  有人就問他
[00:18:18.000 --> 00:18:22.000]  究竟你為什麼可以贏了這麼多厲害的高手
[00:18:22.000 --> 00:18:23.000]  贏得冠軍
[00:18:23.000 --> 00:18:25.000]  成為當時的世界冠軍呢?
[00:18:25.000 --> 00:18:29.000]  這個人就說了幾個字
[00:18:29.000 --> 00:18:32.000]  他說我是用智慧去戰勝對手
[00:18:32.000 --> 00:18:34.000]  訪問他的人就說
[00:18:34.000 --> 00:18:35.000]  很玄啊
[00:18:35.000 --> 00:18:38.000]  怎樣用智慧戰勝對手呢?
[00:18:38.000 --> 00:18:40.000]  馬拉松的比賽都是講體力
[00:18:40.000 --> 00:18:41.000]  講意志力
[00:18:41.000 --> 00:18:44.000]  你能夠有一個操練體力就贏了
[00:18:44.000 --> 00:18:45.000]  不太明白
[00:18:45.000 --> 00:18:46.000]  接著兩年後
[00:18:46.000 --> 00:18:49.000]  在意大利的一個馬拉松的世界比賽冠軍裡面
[00:18:49.000 --> 00:18:53.000]  這個人同樣贏了當時的很多選手
[00:18:53.000 --> 00:18:55.000]  贏了一個冠軍
[00:18:55.000 --> 00:18:56.000]  接著人們就問他
[00:18:56.000 --> 00:18:58.000]  為什麼你又會贏了呢?
[00:18:58.000 --> 00:18:59.000]  他同樣給了一個答案
[00:18:59.000 --> 00:19:02.000]  我是用智慧去戰勝對手
[00:19:02.000 --> 00:19:03.000]  又不是很明白
[00:19:03.000 --> 00:19:04.000]  當時訪問的人
[00:19:04.000 --> 00:19:05.000]  十年後
[00:19:05.000 --> 00:19:07.000]  這個人出了一本自主
[00:19:07.000 --> 00:19:11.000]  接著就講出了他這句話的內容
[00:19:11.000 --> 00:19:15.000]  他說其實他在每次的比賽的時候
[00:19:15.000 --> 00:19:20.000]  他都會先去很詳細的去看比賽的路線
[00:19:20.000 --> 00:19:23.000]  接著他會將那個比賽的路線
[00:19:23.000 --> 00:19:26.000]  去劃成很多的小目標
[00:19:26.000 --> 00:19:29.000]  第一個目標可能是十公里的目標
[00:19:29.000 --> 00:19:31.000]  接著就有一個建築物
[00:19:31.000 --> 00:19:32.000]  一個銀行
[00:19:32.000 --> 00:19:34.000]  接著由那裡再定下一個目標
[00:19:34.000 --> 00:19:35.000]  可能是一棵樹
[00:19:35.000 --> 00:19:37.000]  再由那裡再定下一個目標
[00:19:37.000 --> 00:19:40.000]  可能是另一個建築物的指標
[00:19:40.000 --> 00:19:44.000]  接著他將一個的路程
[00:19:44.000 --> 00:19:48.000]  分開不同的一個階段
