
[00:00:00.000 --> 00:00:01.280]  今年教會的主題
[00:04:35.240 --> 00:04:37.920]  耶穌在這裡將焦點
[00:04:37.920 --> 00:04:42.840]  轉移到現在這一群人的身上
[00:04:42.840 --> 00:04:44.880]  耶穌在這裡說
[00:04:44.880 --> 00:04:48.160]  更帶出一個例子
[00:04:48.160 --> 00:04:49.400]  你跟我說一個例子
[00:04:49.400 --> 00:04:50.960]  我再說一個例子給你聽
[00:04:50.960 --> 00:04:52.120]  在第四第五節
[00:04:52.120 --> 00:04:54.240]  從前西羅亞流倒塌了
[00:04:54.240 --> 00:04:55.560]  壓死十八個人
[00:04:55.560 --> 00:04:57.200]  你們以為那些人比一切
[00:04:57.200 --> 00:04:59.680]  住在耶路撒冷的人更有罪嗎
[00:04:59.680 --> 00:05:01.360]  我告訴你們不是的
[00:05:01.360 --> 00:05:02.520]  你們若不悔改
[00:05:02.520 --> 00:05:04.680]  都要如此滅亡
[00:05:04.680 --> 00:05:06.040]  耶穌在這裡強調
[00:05:06.040 --> 00:05:08.440]  沒有經歷過這個災難的人
[00:05:08.440 --> 00:05:11.160]  不代表你在上帝面前
[00:05:11.160 --> 00:05:13.240]  你是清白無辜的
[00:05:13.240 --> 00:05:16.360]  耶穌可以說以這兩個例子
[00:05:16.360 --> 00:05:18.360]  同一個結論
[00:05:18.360 --> 00:05:20.360]  就是如果你們不悔改
[00:05:20.360 --> 00:05:22.600]  都要如此滅亡
[00:05:22.600 --> 00:05:23.720]  滅亡的意思是
[00:05:23.720 --> 00:05:26.680]  說到人和上帝之間的關係
[00:05:26.680 --> 00:05:28.760]  要受到人不悔改
[00:05:28.760 --> 00:05:31.160]  就要上帝的審判
[00:05:31.160 --> 00:05:32.760]  所以耶穌將焦點
[00:05:32.760 --> 00:05:34.040]  不是在那些
[00:05:34.040 --> 00:05:36.320]  已經沒有機會悔改的人身上
[00:05:36.320 --> 00:05:37.200]  而是說
[00:05:37.200 --> 00:05:38.960]  現在你們問這個問題
[00:05:38.960 --> 00:05:40.480]  證明你還有生命
[00:05:40.480 --> 00:05:41.440]  你還有生命
[00:05:41.440 --> 00:05:43.640]  還有悔改的機會
[00:05:43.640 --> 00:05:45.440]  接著
[00:05:45.440 --> 00:05:46.760]  耶穌用了一個比喻
[00:05:46.760 --> 00:05:48.640]  去帶出了這個信息
[00:05:48.640 --> 00:05:50.000]  在第六至第九節
[00:05:50.000 --> 00:05:51.040]  耶穌這樣說
[00:05:51.040 --> 00:05:52.120]  於是
[00:05:52.120 --> 00:05:53.160]  用比喻說
[00:05:53.160 --> 00:05:55.960]  一個人有一棵無花果樹
[00:05:55.960 --> 00:05:57.600]  栽在葡萄園裡
[00:05:57.600 --> 00:06:00.160]  他來到樹前找果子
[00:06:00.160 --> 00:06:01.200]  卻找不著
[00:06:01.200 --> 00:06:02.440]  就對管員的說
[00:06:02.440 --> 00:06:02.960]  看啊
[00:06:02.960 --> 00:06:07.280]  我這三年來到這裡
[00:06:07.280 --> 00:06:09.880]  這無花果樹前找果子
[00:06:09.880 --> 00:06:11.320]  竟找不著
[00:06:11.320 --> 00:06:12.440]  把它砍掉吧
[00:06:12.440 --> 00:06:14.280]  何必白佔地圖呢
[00:06:14.280 --> 00:06:15.120]  管員的說
[00:06:15.120 --> 00:06:15.840]  主啊
[00:06:15.840 --> 00:06:17.640]  今年且留著
[00:06:17.640 --> 00:06:19.480]  讓我到處挖開土
[00:06:19.480 --> 00:06:20.520]  家上糞
[00:06:20.520 --> 00:06:22.440]  以後若結果子變壞
[00:06:22.440 --> 00:06:25.080]  不如再把它砍掉
[00:06:25.080 --> 00:06:26.880]  耶穌可以說
[00:06:26.880 --> 00:06:28.880]  用這個比喻去延續
[00:06:28.880 --> 00:06:31.840]  剛剛說的審判的主題
[00:06:31.840 --> 00:06:33.520]  這個比喻說到
[00:06:33.520 --> 00:06:36.680]  不單外邦人要受審判
[00:06:36.680 --> 00:06:37.920]  猶太人
[00:06:37.920 --> 00:06:39.560]  是上帝的選民
[00:06:39.560 --> 00:06:42.720]  都要受到上帝的審判
[00:06:42.720 --> 00:06:44.960]  這個園主等了三年
[00:06:44.960 --> 00:06:49.040]  這個無花果樹代表著整個以色列民
[00:06:49.040 --> 00:06:51.560]  他們都沒有那個果子出來
[00:06:51.560 --> 00:06:54.400]  代表著上帝的忍耐和寬容
[00:06:54.400 --> 00:06:55.920]  但是這一群人
[00:06:55.920 --> 00:06:59.160]  這一群上帝的選民
[00:06:59.160 --> 00:07:03.480]  仍然拒絕真正的去跟從上帝
[00:07:03.480 --> 00:07:04.360]  在這個過程裡
[00:07:04.360 --> 00:07:07.600]  他們必經歷上帝終極的審判
[00:07:07.600 --> 00:07:10.640]  耶穌在這裡將重心放在了
[00:07:10.640 --> 00:07:14.480]  上帝的忍耐和寬容上
[00:07:14.480 --> 00:07:16.200]  給多一點時間給他們
[00:07:16.200 --> 00:07:18.560]  就是金寮扯樓著
[00:07:18.560 --> 00:07:22.520]  讓他們仍然可以有悔改的機會
[00:07:22.520 --> 00:07:23.120]  在這裡
[00:07:23.120 --> 00:07:26.960]  管弦和園主的對話
[00:07:26.960 --> 00:07:30.240]  其實可能描述到耶穌有一個獨特的角色
[00:07:30.240 --> 00:07:31.320]  耶穌一方面
[00:07:31.320 --> 00:07:32.840]  他代表著上帝
[00:07:32.840 --> 00:07:35.000]  宣告上帝的審判
[00:07:35.000 --> 00:07:35.840]  另一方面
[00:07:35.840 --> 00:07:38.640]  他代表著一群被審判的人
[00:07:38.640 --> 00:07:40.520]  或者一群上帝的子民
[00:07:40.520 --> 00:07:44.240]  去向上帝祈求一個寬容
[00:07:44.240 --> 00:07:46.040]  再給他們一些機會
[00:07:46.040 --> 00:07:47.000]  第九節說
[00:07:47.000 --> 00:07:48.520]  以後若結果此變化
[00:07:48.520 --> 00:07:50.840]  不如把它砍了
[00:07:50.840 --> 00:07:52.800]  這個結語可以說
[00:07:52.800 --> 00:07:56.560]  目的是要挑戰聽這句話的人
[00:07:56.560 --> 00:07:58.520]  聽這個比喻的人
[00:07:58.520 --> 00:08:03.480]  讓他們能夠快點做一個決定
[00:08:03.480 --> 00:08:04.880]  要快點悔改
[00:08:04.880 --> 00:08:07.720]  否則未必有更多的機會
[00:08:07.720 --> 00:08:11.720]  這個比喻也連接著夏文的技術
[00:08:11.720 --> 00:08:13.200]  夏文記載著
[00:08:13.200 --> 00:08:14.800]  耶穌治療了一個
[00:08:14.800 --> 00:08:19.560]  患了十八年駝背的女人的疾病
[00:08:19.560 --> 00:08:20.560]  醫治的工作
[00:08:20.560 --> 00:08:24.720]  是代表著上帝的慈悲和彰顯
[00:08:24.720 --> 00:08:28.280]  不過當時的猶大的宗教領袖
[00:08:28.280 --> 00:08:31.440]  仍然厭棄耶穌
[00:08:31.440 --> 00:08:34.760]  仍然沒有看到上帝的工作
[00:08:34.760 --> 00:08:36.320]  因此而悔改
[00:08:36.320 --> 00:08:38.080]  這也是一個悲劇
[00:08:38.080 --> 00:08:40.160]  在這段經文裡說到
[00:08:40.160 --> 00:08:42.960]  在第十節到十七節
[00:08:42.960 --> 00:08:48.840]  記載了耶穌在安西日治病的神蹟
[00:08:48.840 --> 00:08:50.320]  在這段經文裡
[00:08:50.320 --> 00:08:53.600]  強調了幾個很重要的意思
[00:08:53.600 --> 00:08:58.160]  在路加福音裡一開始就說
[00:08:58.160 --> 00:09:00.720]  耶穌在拿撒勒會堂裡說道
[00:09:00.720 --> 00:09:02.920]  去宣告一個福音
[00:09:02.920 --> 00:09:04.920]  是使得上帝的選民
[00:09:04.920 --> 00:09:07.760]  得到釋放的一個福音
[00:09:07.760 --> 00:09:09.560]  在這裡也宣告
[00:09:09.560 --> 00:09:11.520]  釋放被殺害
[00:09:11.520 --> 00:09:14.640]  綑綁了十八年的婦人
[00:09:14.640 --> 00:09:16.920]  這表明了什麼呢?
[00:09:16.920 --> 00:09:20.280]  表明了這個婦人被人厭棄
[00:09:20.280 --> 00:09:22.400]  沒有人可以幫助她
[00:09:22.400 --> 00:09:24.080]  但耶穌現在在這裡宣告
[00:09:24.080 --> 00:09:25.880]  上帝釋放了你
[00:09:25.880 --> 00:09:27.000]  不單是身體
[00:09:27.000 --> 00:09:28.680]  是你整個人
[00:09:28.680 --> 00:09:29.840]  在罪惡當中
[00:09:29.840 --> 00:09:31.720]  上帝釋放了你
[00:09:31.720 --> 00:09:34.000]  上帝給了這個婦人機會
[00:09:34.000 --> 00:09:35.320]  一個悔改
[00:09:35.320 --> 00:09:37.680]  這一段的示徵
[00:09:37.680 --> 00:09:40.600]  不是強調耶穌醫治的能力
[00:09:40.600 --> 00:09:42.240]  在這裡強調的是什麼呢?
[00:09:42.240 --> 00:09:44.240]  是耶穌在安西日治病
[00:09:44.240 --> 00:09:46.640]  以至引來一個爭議
[00:09:46.640 --> 00:09:49.800]  以至引來猶太人的不滿
[00:09:49.800 --> 00:09:51.560]  猶太人忘記了
[00:09:51.560 --> 00:09:55.040]  上帝設立安西日的原意
[00:09:55.040 --> 00:09:56.720]  上帝設立安西日的原意
[00:09:56.720 --> 00:09:58.960]  是要讓人紀念上帝的請求
[00:09:58.960 --> 00:10:01.360]  但這群猶太人
[00:10:01.360 --> 00:10:04.080]  整個猶太人的傳統
[00:10:04.080 --> 00:10:06.400]  忘記了上帝的心意
[00:10:06.400 --> 00:10:10.920]  以至做了一些很外在的儀式
[00:10:10.920 --> 00:10:12.440]  限制了人
[00:10:12.440 --> 00:10:15.960]  而不是去請求人的原意
[00:10:15.960 --> 00:10:18.640]  在10-13節
[00:10:18.640 --> 00:10:21.680]  耶穌這樣記載
[00:10:21.680 --> 00:10:24.560]  安西日耶穌在會堂裡教訓人
[00:10:24.560 --> 00:10:26.160]  有一個女人被鬼附著
[00:10:26.160 --> 00:10:27.320]  病了18年
[00:10:27.320 --> 00:10:29.560]  腰彎得一點直不起來
[00:10:29.560 --> 00:10:31.600]  耶穌看見便叫她過來
[00:10:31.600 --> 00:10:32.360]  對她說
[00:10:32.360 --> 00:10:34.360]  女人你脫離了這病了
[00:10:34.360 --> 00:10:35.200]  她說
[00:10:35.200 --> 00:10:38.360]  於是用兩隻手按著她
[00:10:38.360 --> 00:10:40.360]  她立刻直起腰來
[00:10:40.360 --> 00:10:42.560]  就歸榮耀與神
[00:10:42.560 --> 00:10:45.320]  在這裡說到耶穌照日常的規矩
[00:10:45.320 --> 00:10:46.360]  他的習慣
[00:10:46.360 --> 00:10:49.440]  去到會堂裡教訓人
[00:10:49.440 --> 00:10:51.720]  路加在這裡強調
[00:10:51.720 --> 00:10:53.440]  因著他行的神蹟
[00:10:53.440 --> 00:10:55.560]  引來了不滿
[00:10:55.560 --> 00:10:57.720]  引來了很多猶太人的不滿
[00:10:57.720 --> 00:10:59.440]  其實在上文裡
[00:10:59.440 --> 00:11:02.240]  耶穌已經在安西日裡
[00:11:02.240 --> 00:11:03.920]  做了不同的事
[00:11:03.920 --> 00:11:06.040]  顯出了他自己的權柄
[00:11:06.040 --> 00:11:07.440]  他更顯明
[00:11:07.440 --> 00:11:09.800]  他自己就是安西日的主
[00:11:09.800 --> 00:11:12.640]  但是當時猶太的宗教領袖
[00:11:12.640 --> 00:11:14.960]  他們沒有承認耶穌的獨特身份
[00:11:14.960 --> 00:11:17.600]  和承認耶穌的獨特權柄
[00:11:17.600 --> 00:11:18.920]  路加在這裡形容
[00:11:18.920 --> 00:11:21.080]  一個患病的婦人
[00:11:21.080 --> 00:11:22.760]  是被鬼附著
[00:11:22.760 --> 00:11:26.160]  另一方面也強調了她身體上的疾病
[00:11:26.160 --> 00:11:28.520]  他在這裡卻要赦免
[00:11:28.520 --> 00:11:30.760]  耶穌在這裡赦免這個人的罪
[00:11:30.760 --> 00:11:34.040]  拯救她脫離撒旦的權勢
[00:11:34.040 --> 00:11:37.320]  在13節裡形容
[00:11:37.320 --> 00:11:39.560]  每個人都看到這個女人
[00:11:39.560 --> 00:11:42.680]  當耶穌兩隻手按在她身上的時候
[00:11:42.680 --> 00:11:44.960]  她立刻直起腰來
[00:11:44.960 --> 00:11:49.560]  這句話也指明她身體上有這個疾病
[00:11:49.560 --> 00:11:52.360]  耶穌主動去醫治這個婦人
[00:11:52.360 --> 00:11:53.680]  叫她來
[00:11:53.680 --> 00:11:55.400]  不是這個婦人去求他
[00:11:55.400 --> 00:11:58.200]  而是叫這個婦人來醫治她
[00:11:58.200 --> 00:12:01.960]  是表示耶穌主動
[00:12:01.960 --> 00:12:03.600]  一個仁慈的心
[00:12:03.600 --> 00:12:07.680]  也就是刻意在安息日行這個神蹟
[00:12:07.680 --> 00:12:09.680]  其實耶穌可以不需要在這一天
[00:12:09.680 --> 00:12:10.560]  可以在第二天
[00:12:10.560 --> 00:12:11.400]  可以在另一天
[00:12:11.400 --> 00:12:13.800]  但耶穌刻意在這一天
[00:12:13.800 --> 00:12:15.120]  在安息日裡
[00:12:15.120 --> 00:12:16.720]  去醫治這個婦人
[00:12:16.720 --> 00:12:18.960]  去宣告上帝
[00:12:18.960 --> 00:12:22.760]  藉著她的手已經釋放了這個婦人
[00:12:22.760 --> 00:12:25.480]  讓這個婦人在撒旦的權勢裡
[00:12:25.480 --> 00:12:26.720]  被釋放出來
[00:12:26.720 --> 00:12:30.840]  去完成設立安息日的原意
[00:12:30.840 --> 00:12:33.320]  醫治的過程很顯明
[00:12:33.320 --> 00:12:35.360]  就是顯示了上帝的大能
[00:12:35.360 --> 00:12:36.360]  在痊癒之後
[00:12:36.360 --> 00:12:40.400]  這個婦人就歸榮證給上帝
[00:12:40.400 --> 00:12:42.120]  在這件事之後
[00:12:42.120 --> 00:12:43.240]  如果我們想一下
[00:12:43.240 --> 00:12:44.680]  如果我們在現場
[00:12:44.680 --> 00:12:45.760]  我們見到一個神蹟
[00:12:45.760 --> 00:12:46.960]  我們有什麼反應呢
[00:12:46.960 --> 00:12:47.880]  如果是給我
[00:12:47.880 --> 00:12:48.760]  我就會立刻想一下
[00:12:48.760 --> 00:12:50.600]  我有什麼親人有什麼病
[00:12:50.600 --> 00:12:51.840]  有什麼親友有什麼病
[00:12:51.840 --> 00:12:52.760]  就立刻叫他們來
[00:12:52.760 --> 00:12:53.880]  耶穌不要走
[00:12:53.880 --> 00:12:54.840]  叫他們來幫忙
[00:12:54.840 --> 00:12:56.000]  就是來醫治他們
[00:12:56.000 --> 00:12:56.600]  如果是給我
[00:12:56.600 --> 00:12:57.840]  我會有這樣的反應
[00:12:57.840 --> 00:12:59.400]  但是當時會堂的人
[00:12:59.400 --> 00:13:00.000]  是不是這樣呢
[00:13:00.000 --> 00:13:01.160]  不是
[00:13:01.160 --> 00:13:02.280]  第十四節
[00:13:02.280 --> 00:13:04.800]  這個管會堂的人的反應是怎樣呢
[00:13:04.800 --> 00:13:05.800]  管會堂的
[00:13:05.800 --> 00:13:07.600]  因為耶穌在安息日治病
[00:13:07.600 --> 00:13:09.720]  就氣憤憤地對眾人說
[00:13:09.720 --> 00:13:11.520]  六日應當作供
[00:13:11.520 --> 00:13:13.720]  那六日之內可以求醫
[00:13:13.720 --> 00:13:15.600]  在安息日卻不可
[00:13:15.600 --> 00:13:16.280]  就是
[00:13:16.280 --> 00:13:18.120]  你其他日子可以來求醫
[00:13:18.120 --> 00:13:20.120]  為什麼你在安息日裡面來呢
[00:13:20.120 --> 00:13:21.280]  是不可以的
[00:13:21.280 --> 00:13:22.480]  安息日有很多事情
[00:13:22.480 --> 00:13:23.880]  他們不可以做的
[00:13:23.880 --> 00:13:28.120]  限制很多人的作為
[00:13:28.120 --> 00:13:28.720]  醫治
[00:13:28.720 --> 00:13:30.200]  醫病是不可以的
[00:13:30.200 --> 00:13:31.480]  路加在
[00:13:31.480 --> 00:13:34.520]  其實在路加昏毀之前
[00:13:34.520 --> 00:13:37.000]  已經記載了一件事
[00:13:37.000 --> 00:13:38.240]  有一個管會堂的人叫做
[00:13:38.240 --> 00:13:38.960]  艾魯
[00:13:38.960 --> 00:13:40.640]  我不知道大家有沒有記得這個
[00:13:40.640 --> 00:13:42.360]  艾魯有個女兒
[00:13:42.360 --> 00:13:45.000]  這個女兒有很重的病
[00:13:45.000 --> 00:13:47.840]  當艾魯見到耶穌
[00:13:47.840 --> 00:13:48.960]  或者聽過耶穌
[00:13:48.960 --> 00:13:50.480]  就是行這麼多神蹟的時候
[00:13:50.480 --> 00:13:52.720]  他就來到耶穌面前去俯伏
[00:13:52.720 --> 00:13:54.120]  就是在耶穌的腳前
[00:13:54.120 --> 00:13:55.320]  去求耶穌
[00:13:55.320 --> 00:13:56.400]  去祂的家
[00:13:56.400 --> 00:13:58.400]  去醫好他的女兒
[00:13:58.400 --> 00:13:59.920]  但是在這裡
[00:13:59.920 --> 00:14:02.800]  也是管會堂這個人的工作
[00:14:02.800 --> 00:14:05.320]  但是當他見到耶穌行這個神蹟
[00:14:05.320 --> 00:14:08.400]  他就很不滿
[00:14:08.400 --> 00:14:09.800]  這兩件事是記載了
[00:14:09.800 --> 00:14:13.520]  耶穌在不同階段裡面的侍奉
[00:14:13.520 --> 00:14:15.320]  在這裡也可能反映
[00:14:15.320 --> 00:14:17.800]  當耶穌的侍奉的工作
[00:14:17.800 --> 00:14:19.800]  越來越長的時候
[00:14:19.800 --> 00:14:22.760]  引來了猶太的宗教領袖
[00:14:22.760 --> 00:14:25.760]  對他的越來越不滿的情緒
[00:14:25.760 --> 00:14:28.240]  一路一路的高漲
[00:14:28.240 --> 00:14:30.040]  在這裡管會堂
[00:14:30.040 --> 00:14:32.480]  起碼有兩個誤解
[00:14:32.480 --> 00:14:33.520]  第一就是
[00:14:33.520 --> 00:14:35.960]  他以為是這個婦人
[00:14:35.960 --> 00:14:37.480]  來到耶穌面前
[00:14:37.480 --> 00:14:39.040]  祈求耶穌的醫治
[00:14:39.040 --> 00:14:43.000]  但其實是耶穌主動去醫好這個婦人
[00:14:43.000 --> 00:14:43.880]  另一方面
[00:14:43.880 --> 00:14:46.440]  耶穌也隨後說出
[00:14:46.440 --> 00:14:48.880]  為什麼他要在安息日裡面
[00:14:48.880 --> 00:14:50.880]  去醫好這個婦人
[00:14:50.880 --> 00:14:52.000]  是要活出
[00:14:52.000 --> 00:14:55.760]  或是做出安息日真正的原意
[00:14:55.760 --> 00:14:58.000]  在第十五、十七節裡面
[00:14:58.000 --> 00:15:02.760]  當管會堂的人有這樣的反應之後
[00:15:02.760 --> 00:15:04.680]  耶穌馬上有一個回應
[00:15:04.680 --> 00:15:06.640]  第十五、十七節說
[00:15:06.640 --> 00:15:08.760]  主說:假冒為善的人
[00:15:08.760 --> 00:15:10.640]  難道你們各人在安息日
[00:15:10.640 --> 00:15:14.880]  不解開曹上的牢牢牽去飲嗎?
[00:15:14.880 --> 00:15:18.000]  況且這女人本是阿伯拉安的後裔
[00:15:18.000 --> 00:15:20.680]  被撒旦捆綁了這十八年
[00:15:20.680 --> 00:15:24.080]  不當在安息日解開她的綁嗎?
[00:15:24.080 --> 00:15:27.200]  耶穌說:她的敵人都慚愧了
[00:15:27.200 --> 00:15:30.280]  眾人因她所行的一切榮耀的事
[00:15:30.280 --> 00:15:32.480]  就都歡喜了
[00:15:32.480 --> 00:15:33.760]  在這裡耶穌稱
[00:15:33.760 --> 00:15:35.600]  反對她的人是什麼人呢?
[00:15:35.600 --> 00:15:37.360]  假冒為善的人
[00:15:37.360 --> 00:15:40.080]  因為他們不明白上帝的心意
[00:15:40.080 --> 00:15:42.280]  也不認識耶穌
[00:15:42.280 --> 00:15:46.440]  耶穌可以說對這些管會堂的人
[00:15:46.440 --> 00:15:49.040]  或者這群人
[00:15:49.040 --> 00:15:50.280]  有一個諷刺
[00:15:50.280 --> 00:15:53.760]  或者有一個很大的批判
[00:15:53.760 --> 00:15:56.920]  就是說你們在安息日裡面
[00:15:56.920 --> 00:15:58.720]  你們養的牲畜
[00:15:58.720 --> 00:16:02.040]  你都會將食物餵他們吃
[00:16:02.040 --> 00:16:04.680]  但是現在這個婦人強調
[00:16:04.680 --> 00:16:06.520]  是阿伯拉安的後裔
[00:16:06.520 --> 00:16:08.440]  是你們同族的人
[00:16:08.440 --> 00:16:11.640]  是你們自己很親的同族的人
[00:16:11.640 --> 00:16:13.960]  但是你們竟然不理她
[00:16:13.960 --> 00:16:15.920]  在這裡可以這麼說
[00:16:15.920 --> 00:16:19.280]  照顧畜牲就不照顧人
[00:16:19.280 --> 00:16:22.280]  這個喜是上帝的原意嗎?
