
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 主宰庭安
[00:02:46.000 --> 00:02:50.000]  我自己最喜歡就是這個螞蟻捉雞仔
[00:02:50.000 --> 00:02:53.000]  因為我很喜歡玩 比較刺激一點
[00:02:53.000 --> 00:02:54.000]  如果你做小朋友
[00:02:54.000 --> 00:02:56.000]  你就知道其實為了要逃避
[00:02:56.000 --> 00:02:58.000]  躲避這個螞蟻的捕捉
[00:02:58.000 --> 00:03:03.000]  你就一定要很精明 很醒目 很敏捷
[00:03:03.000 --> 00:03:05.000]  整個玩遊戲裏面
[00:03:05.000 --> 00:03:07.000]  根本上不會很安靜
[00:03:07.000 --> 00:03:09.000]  一定會叫得很大聲
[00:03:09.000 --> 00:03:11.000]  甚至這個遊戲
[00:03:11.000 --> 00:03:13.000]  我們去了非洲電視的時候
[00:03:13.000 --> 00:03:16.000]  帶著它和非洲的朋友一起玩
[00:03:16.000 --> 00:03:19.000]  原來可以跨文化 跨語言
[00:03:20.000 --> 00:03:21.000]  突然間又想
[00:03:21.000 --> 00:03:23.000]  其實我們將會在10月4日
[00:03:23.000 --> 00:03:24.000]  有教會的出席
[00:03:24.000 --> 00:03:26.000]  其實我想負責同工都可以想想
[00:03:26.000 --> 00:03:28.000]  帶我們去玩童年遊戲
[00:03:28.000 --> 00:03:31.000]  特別是這個螞蟻捉雞仔
[00:03:31.000 --> 00:03:35.000]  其實在螞蟻捉雞仔的遊戲裏
[00:03:35.000 --> 00:03:38.000]  不知道大家真的有玩過
[00:03:38.000 --> 00:03:39.000]  玩過的時候
[00:03:39.000 --> 00:03:40.000]  你覺得作為小朋友
[00:03:40.000 --> 00:03:44.000]  怎樣可以順利或者成功地
[00:03:44.000 --> 00:03:47.000]  可以逃避到螞蟻的捕捉呢
[00:03:47.000 --> 00:03:49.000]  有沒有什麼秘訣呢
[00:03:50.000 --> 00:03:51.000]  有人說
[00:03:51.000 --> 00:03:53.000]  做小朋友當然要動作快一點
[00:03:53.000 --> 00:03:56.000]  跑得快一點 閃得好
[00:03:56.000 --> 00:03:59.000]  其實這些都是需要的
[00:03:59.000 --> 00:04:01.000]  不過根據我自己
[00:04:01.000 --> 00:04:03.000]  玩這個遊戲這麼多年
[00:04:03.000 --> 00:04:05.000]  有一點心得
[00:04:05.000 --> 00:04:07.000]  我自己覺得
[00:04:07.000 --> 00:04:09.000]  有一個很重要的關鍵點
[00:04:09.000 --> 00:04:12.000]  是什麼呢
[00:04:12.000 --> 00:04:14.000]  就是要先找一隻
[00:04:14.000 --> 00:04:17.000]  值得你信賴的母雞
[00:04:17.000 --> 00:04:20.000]  我不知道大家有沒有試過
[00:04:20.000 --> 00:04:22.000]  有時很興奮地玩這個遊戲
[00:04:22.000 --> 00:04:25.000]  剛好做母雞的朋友
[00:04:25.000 --> 00:04:27.000]  採取一個躺平的狀態
[00:04:27.000 --> 00:04:29.000]  不太肯動
[00:04:29.000 --> 00:04:31.000]  或者動得很慢
[00:04:31.000 --> 00:04:33.000]  感覺就像跟一隻螞蟻說
[00:04:33.000 --> 00:04:35.000]  快點吧 搞定牠
[00:04:35.000 --> 00:04:37.000]  快點捉完我後面的雞仔
[00:04:37.000 --> 00:04:39.000]  快點結束這個遊戲
[00:04:39.000 --> 00:04:41.000]  其實如果你很投入玩遊戲
[00:04:41.000 --> 00:04:42.000]  作為一隻小雞
[00:04:42.000 --> 00:04:45.000]  你面對著這麼躺平的母雞
[00:04:45.000 --> 00:04:47.000]  你是很無奈的
[00:04:47.000 --> 00:04:50.000]  因為無論你跑得多快
[00:04:50.000 --> 00:04:53.000]  你身手很敏捷也好
[00:04:53.000 --> 00:04:55.000]  如果八個字形容
[00:04:55.000 --> 00:04:59.000]  就是疲於奔命 徒勞無功
[00:04:59.000 --> 00:05:01.000]  如果用兩個字形容
[00:05:01.000 --> 00:05:03.000]  就是浪費力氣
[00:05:03.000 --> 00:05:05.000]  因為你會很慘
[00:05:05.000 --> 00:05:08.000]  很快就被螞蟻捉走了
[00:05:08.000 --> 00:05:10.000]  所以弟兄姊妹
[00:05:10.000 --> 00:05:12.000]  懂得去選擇
[00:05:12.000 --> 00:05:15.000]  可以令我們安心去投靠
[00:05:15.000 --> 00:05:19.000]  依靠的母雞是非常非常重要
[00:05:19.000 --> 00:05:21.000]  在今天的講道經文詩篇
[00:05:21.000 --> 00:05:23.000]  第71篇第一節
[00:05:23.000 --> 00:05:25.000]  我邀請大家一起讀出來
[00:05:25.000 --> 00:05:26.000]  好 預備 開始
[00:05:26.000 --> 00:05:29.000]  耶和華 我投靠你
[00:05:29.000 --> 00:05:33.000]  求你叫我永不羞愧
[00:05:33.000 --> 00:05:35.000]  這個是聖手的詩篇一開始
[00:05:35.000 --> 00:05:37.000]  詩人就很清楚地
[00:05:37.000 --> 00:05:39.000]  跟所有的人去表明
[00:05:39.000 --> 00:05:41.000]  他投靠的對象
[00:05:41.000 --> 00:05:43.000]  他所信任的那一隻母雞
[00:05:43.000 --> 00:05:46.000]  就是耶和華上帝
[00:05:46.000 --> 00:05:49.000]  耶和華 我投靠你
[00:05:49.000 --> 00:05:52.000]  其實投靠這個字很有意思
[00:05:52.000 --> 00:05:54.000]  其實它是正正表明
[00:05:54.000 --> 00:05:56.000]  我自己真的很不行
[00:05:56.000 --> 00:05:58.000]  我不行
[00:05:58.000 --> 00:05:59.000]  但因為我不行
[00:05:59.000 --> 00:06:00.000]  所以我去投靠
[00:06:00.000 --> 00:06:03.000]  就是我需要去尋求你的庇護
[00:06:03.000 --> 00:06:06.000]  求你去幫助我
[00:06:06.000 --> 00:06:10.000]  投靠其實是信靠的一個比喻的用法
[00:06:10.000 --> 00:06:12.000]  所以當你說投靠的時候
[00:06:12.000 --> 00:06:14.000]  其實就是在告訴別人
[00:06:14.000 --> 00:06:17.000]  就是你信靠的那個對象
[00:06:17.000 --> 00:06:19.000]  而這個字投靠
[00:06:19.000 --> 00:06:20.000]  希伯來文裏面
[00:06:20.000 --> 00:06:24.000]  它在舊約聖經是一共出現了36次
[00:06:24.000 --> 00:06:26.000]  當中35次說
[00:06:26.000 --> 00:06:29.000]  投靠的對象都是耶和華上帝
[00:06:29.000 --> 00:06:32.000]  不過只有一次不是
[00:06:32.000 --> 00:06:33.000]  那一次是說
[00:06:33.000 --> 00:06:37.000]  投靠在埃及的任地之下
[00:06:37.000 --> 00:06:40.000]  這是出自以塞瓦書30章2節
[00:06:40.000 --> 00:06:42.000]  那裏說
[00:06:42.000 --> 00:06:44.000]  猶太人他們起程去埃及
[00:06:44.000 --> 00:06:46.000]  並沒有求問上帝
[00:06:46.000 --> 00:06:48.000]  他們選擇的就是要在
[00:06:48.000 --> 00:06:51.000]  法老的保護之下作避難處
[00:06:51.000 --> 00:06:56.000]  投靠在埃及的任地之下
[00:06:56.000 --> 00:06:59.000]  以塞瓦書這裏說的背景就是
[00:06:59.000 --> 00:07:02.000]  當年亞述大軍南下
[00:07:02.000 --> 00:07:04.000]  逼近耶路撒冷
[00:07:04.000 --> 00:07:08.000]  面對這個國難的情況之下
[00:07:08.000 --> 00:07:12.000]  猶太人他們選擇不是去尋求上帝的幫助
[00:07:12.000 --> 00:07:17.000]  而是他們選擇投靠埃及
[00:07:17.000 --> 00:07:19.000]  因為當時對於他們來說
[00:07:19.000 --> 00:07:21.000]  埃及是一個強國
[00:07:21.000 --> 00:07:23.000]  他們有很強的軍力
[00:07:23.000 --> 00:07:25.000]  所以只要去投靠
[00:07:25.000 --> 00:07:27.000]  依靠著埃及的話
[00:07:27.000 --> 00:07:28.000]  跟他們聯盟
[00:07:28.000 --> 00:07:31.000]  就可以擊敗亞述
[00:07:31.000 --> 00:07:34.000]  他們這個行動其實都是表明了
[00:07:34.000 --> 00:07:36.000]  當時的猶太人
[00:07:36.000 --> 00:07:38.000]  他們對於埃及的信靠
[00:07:38.000 --> 00:07:39.000]  信賴
[00:07:39.000 --> 00:07:43.000]  是遠遠超過耶和華上帝
[00:07:43.000 --> 00:07:44.000]  對他們來說
[00:07:44.000 --> 00:07:47.000]  埃及才是他們值得信任
[00:07:47.000 --> 00:07:50.000]  信賴改制的母雞
[00:07:50.000 --> 00:07:54.000]  然後在以塞瓦書30章第3節
[00:07:54.000 --> 00:07:55.000]  告訴他們
[00:07:55.000 --> 00:07:57.000]  他們這個行動
[00:07:57.000 --> 00:07:59.000]  他們投靠埃及的下場會是怎樣
[00:07:59.000 --> 00:08:03.000]  他說法律的保護必定會成為你們的羞恥
[00:08:03.000 --> 00:08:07.000]  而投靠在埃及的任避暇的話
[00:08:07.000 --> 00:08:10.000]  就會變成你們的恥辱
[00:08:10.000 --> 00:08:12.000]  歷史的事實告訴我們
[00:08:12.000 --> 00:08:15.000]  他們這次的選擇是錯誤的
[00:08:15.000 --> 00:08:18.000]  這個外交的政策是徹底失敗的
[00:08:18.000 --> 00:08:22.000]  因為原來埃及只是一隻子母雞
[00:08:22.000 --> 00:08:25.000]  它根本就是自生難保
[00:08:25.000 --> 00:08:26.000]  他們很快
[00:08:26.000 --> 00:08:31.000]  已經被亞述這隻馬鷹徹底擊敗
[00:08:31.000 --> 00:08:35.000]  弟兄姊妹
[00:08:35.000 --> 00:08:37.000]  當我們現在坐在這裡
[00:08:37.000 --> 00:08:40.000]  去看這段經文
[00:08:40.000 --> 00:08:42.000]  可能我們都會覺得
[00:08:42.000 --> 00:08:45.000]  這群猶太人為何這麼蠢
[00:08:45.000 --> 00:08:47.000]  明明有上帝那麼厲害
[00:08:47.000 --> 00:08:48.000]  那麼powerful
[00:08:48.000 --> 00:08:49.000]  可以讓他們依靠
[00:08:49.000 --> 00:08:51.000]  為何他們不去找上帝
[00:08:51.000 --> 00:08:55.000]  而去找埃及呢
[00:08:55.000 --> 00:08:57.000]  這麼大的恥辱
[00:08:57.000 --> 00:09:01.000]  都是他們自己選擇的
[00:09:01.000 --> 00:09:03.000]  不過
[00:09:03.000 --> 00:09:04.000]  我們都知道
[00:09:04.000 --> 00:09:06.000]  其實聖經所說的
[00:09:06.000 --> 00:09:09.000]  不是單單以前
[00:09:09.000 --> 00:09:11.000]  別人的事
[00:09:11.000 --> 00:09:12.000]  聖經所說的
[00:09:12.000 --> 00:09:14.000]  是和你和我的生命有關
[00:09:14.000 --> 00:09:16.000]  其實是在說現在的我們
[00:09:16.000 --> 00:09:18.000]  關於我們的事情
[00:09:18.000 --> 00:09:19.000]  所以我們讀聖經
[00:09:19.000 --> 00:09:21.000]  才會讀到我們的生命
[00:09:21.000 --> 00:09:23.000]  我們才會有反思
[00:09:23.000 --> 00:09:26.000]  是和我們有結連的
[00:09:26.000 --> 00:09:28.000]  其實當我們靜下來
[00:09:28.000 --> 00:09:31.000]  細心地去想一想
[00:09:31.000 --> 00:09:32.000]  其實我們有時候
[00:09:32.000 --> 00:09:35.000]  會不會都是一樣呢
[00:09:35.000 --> 00:09:37.000]  當我們面對著生命
[00:09:37.000 --> 00:09:39.000]  或者生活裡面
[00:09:39.000 --> 00:09:40.000]  一些挑戰
[00:09:40.000 --> 00:09:42.000]  一些難題的時候
[00:09:42.000 --> 00:09:43.000]  弟兄姊妹
[00:09:43.000 --> 00:09:45.000]  想問我們第一時間
[00:09:45.000 --> 00:09:48.000]  我們會找的是誰呢
[00:09:48.000 --> 00:09:50.000]  我們全心全意投求的對象
[00:09:50.000 --> 00:09:53.000]  真的耶和華上帝
[00:09:53.000 --> 00:09:59.000]  我們絲毫都沒有動搖
[00:09:59.000 --> 00:10:03.000]  在兒童部服侍
[00:10:03.000 --> 00:10:05.000]  差不多七年
[00:10:05.000 --> 00:10:06.000]  這幾年的時間裡面
[00:10:06.000 --> 00:10:08.000]  其實都聽到很多家長
[00:10:08.000 --> 00:10:10.000]  很坦誠地分享
[00:10:10.000 --> 00:10:12.000]  他們說原來對於他們信仰來說
[00:10:12.000 --> 00:10:15.000]  最大的衝擊或者挑戰
[00:10:15.000 --> 00:10:18.000]  就是當他們的小朋友要讀書
[00:10:18.000 --> 00:10:20.000]  無論是讀幼稚園
[00:10:20.000 --> 00:10:22.000]  或者升小學
[00:10:22.000 --> 00:10:23.000]  中學
[00:10:23.000 --> 00:10:25.000]  有些甚至說升大學
[00:10:25.000 --> 00:10:27.000]  他們的壓力
[00:10:27.000 --> 00:10:28.000]  我說家長
[00:10:28.000 --> 00:10:30.000]  他們的壓力很大
[00:10:30.000 --> 00:10:31.000]  對他們的信仰
[00:10:31.000 --> 00:10:36.000]  帶來很大的挑戰
[00:10:36.000 --> 00:10:38.000]  作為基督徒的父母
[00:10:38.000 --> 00:10:41.000]  大家都知道
[00:10:41.000 --> 00:10:44.000]  孩子的生命是上帝所賜
[00:10:44.000 --> 00:10:45.000]  孩子的生命的主權
[00:10:45.000 --> 00:10:47.000]  是在上帝那裡
[00:10:47.000 --> 00:10:49.000]  上帝一定會為孩子
[00:10:49.000 --> 00:10:53.000]  預備最好的安排和計劃
[00:10:53.000 --> 00:10:54.000]  但是他們的掙扎
[00:10:54.000 --> 00:10:56.000]  就是當父母
[00:10:56.000 --> 00:10:59.000]  當聽到旁邊很多人的聲音的時候
[00:10:59.000 --> 00:11:00.000]  又會想
[00:11:00.000 --> 00:11:02.000]  我是不是為了小朋友
[00:11:02.000 --> 00:11:03.000]  做少了
[00:11:03.000 --> 00:11:04.000]  做漏了
[00:11:04.000 --> 00:11:06.000]  會不會做多一點
[00:11:06.000 --> 00:11:08.000]  多報幾間學校
[00:11:08.000 --> 00:11:09.000]  原來一兩間不夠
[00:11:09.000 --> 00:11:12.000]  要報十幾間才是常態
[00:11:12.000 --> 00:11:14.000]  那應該要報了
[00:11:14.000 --> 00:11:17.000]  或者要看那些升學攻略
[00:11:17.000 --> 00:11:19.000]  面試班的錦囊
[00:11:19.000 --> 00:11:20.000]  專家的意見
[00:11:20.000 --> 00:11:21.000]  很重要
[00:11:21.000 --> 00:11:22.000]  又聽少了
[00:11:22.000 --> 00:11:24.000]  那孩子可能會吃虧
[00:11:24.000 --> 00:11:25.000]  不行不行
[00:11:25.000 --> 00:11:28.000]  我一定要快點做功課
[00:11:28.000 --> 00:11:29.000]  其實我們知道
[00:11:29.000 --> 00:11:31.000]  其實要不斷一次一次
[00:11:31.000 --> 00:11:35.000]  在讀書的遊戲規則裡面
[00:11:35.000 --> 00:11:36.000]  要去玩
[00:11:36.000 --> 00:11:37.000]  是很疲累的
[00:11:37.000 --> 00:11:40.000]  但是好像不玩又不行
[00:11:40.000 --> 00:11:43.000]  很掙扎
[00:11:43.000 --> 00:11:45.000]  去到職場
[00:11:45.000 --> 00:11:49.000]  在職場上拼搏的弟兄姊妹
[00:11:49.000 --> 00:11:55.000]  我相信你們都是面對著很大的挑戰
[00:11:55.000 --> 00:11:56.000]  聽弟兄姊妹說
[00:11:56.000 --> 00:11:58.000]  其實在職場裡面
[00:11:58.000 --> 00:12:01.000]  有很多所謂的生存的法則
[00:12:01.000 --> 00:12:02.000]  你不跟呢
[00:12:02.000 --> 00:12:06.000]  你就吃虧了
[00:12:06.000 --> 00:12:07.000]  當我們面對著
[00:12:07.000 --> 00:12:10.000]  出現在我們現實生活裡面
[00:12:10.000 --> 00:12:15.000]  一隻又一隻又一隻的馬鷹的時候
[00:12:15.000 --> 00:12:16.000]  弟兄姊妹
[00:12:16.000 --> 00:12:19.000]  我們全心投靠的對象
[00:12:19.000 --> 00:12:24.000]  會是誰呢?
[00:12:24.000 --> 00:12:25.000]  小雞
[00:12:25.000 --> 00:12:26.000]  他就是小雞
[00:12:26.000 --> 00:12:28.000]  他要避免成為馬鷹的食物
[00:12:28.000 --> 00:12:29.000]  很重要
[00:12:29.000 --> 00:12:30.000]  剛才說了
[00:12:30.000 --> 00:12:32.000]  就是要懂得選擇投靠的對象
[00:12:32.000 --> 00:12:33.000]  詩人說
[00:12:33.000 --> 00:12:37.000]  他選擇投靠耶和華上帝
[00:12:37.000 --> 00:12:40.000]  不過其實他怎樣去肯定
[00:12:40.000 --> 00:12:43.000]  上帝又願意成為他的母雞
[00:12:43.000 --> 00:12:46.000]  去拯救他呢?
[00:12:46.000 --> 00:12:50.000]  詩人憑什麼有這份信心呢?
[00:12:50.000 --> 00:12:52.000]  邀請大家一起讀出
[00:12:52.000 --> 00:12:54.000]  七十一篇第二節
[00:12:54.000 --> 00:12:55.000]  預備起
[00:12:55.000 --> 00:12:58.000]  求你憑你的公義答教我
[00:12:58.000 --> 00:12:59.000]  教拔我
[00:12:59.000 --> 00:13:01.000]  則以聽我
[00:13:01.000 --> 00:13:03.000]  拯救我
[00:13:03.000 --> 00:13:06.000]  根據詩篇七十一篇二節說
[00:13:06.000 --> 00:13:10.000]  其實上帝教人脫離危難的困境
[00:13:10.000 --> 00:13:12.000]  不是因為人有多值得
[00:13:12.000 --> 00:13:14.000]  有多厲害
[00:13:14.000 --> 00:13:19.000]  又或者人有什麼可以交換的條件
[00:13:19.000 --> 00:13:20.000]  因為事實上
[00:13:20.000 --> 00:13:22.000]  我們任何一個人
[00:13:22.000 --> 00:13:23.000]  我們在上帝的面前
[00:13:23.000 --> 00:13:26.000]  其實我們沒有什麼可以誇口的
[00:13:26.000 --> 00:13:27.000]  因為我們一切的能力
[00:13:27.000 --> 00:13:29.000]  我們一切擁有的東西
[00:13:29.000 --> 00:13:33.000]  全部都是靠上帝賜給我們
[00:13:33.000 --> 00:13:37.000]  一切都要靠上帝賜給我們
[00:13:37.000 --> 00:13:39.000]  按照經文說
[00:13:39.000 --> 00:13:43.000]  上帝教人只有一個原因
[00:13:43.000 --> 00:13:46.000]  就是憑你的公義
[00:13:46.000 --> 00:13:49.000]  上帝救我們是因為上帝的公義
[00:13:49.000 --> 00:13:52.000]  因為公義就是上帝的屬性
[00:13:52.000 --> 00:13:55.000]  上帝是公義的
[00:13:55.000 --> 00:13:58.000]  這句話我們經常聽
[00:13:58.000 --> 00:14:01.000]  但是你會怎麼解釋呢?
[00:14:01.000 --> 00:14:04.000]  尤其我見到這裡有很多爸爸媽媽
[00:14:04.000 --> 00:14:06.000]  甚至有些是我們的老師導師
[00:14:06.000 --> 00:14:09.000]  有些小朋友問你的時候
[00:14:09.000 --> 00:14:12.000]  經常說上帝是公義的
[00:14:12.000 --> 00:14:14.000]  什麼叫公義呢?
[00:14:14.000 --> 00:14:17.000]  小朋友很寶貴的地方
[00:14:17.000 --> 00:14:18.000]  就是很好奇
[00:14:18.000 --> 00:14:20.000]  他們不會像我們大人那樣
[00:14:20.000 --> 00:14:21.000]  不太清楚
[00:14:21.000 --> 00:14:22.000]  但是又不敢問
[00:14:22.000 --> 00:14:24.000]  他們是會問的
[00:14:24.000 --> 00:14:27.000]  不知道你會怎麼跟他們解答呢?
[00:14:27.000 --> 00:14:28.000]  上帝是公義
[00:14:28.000 --> 00:14:30.000]  到底為什麼呢?
[00:14:30.000 --> 00:14:32.000]  這些事情我們聽了很久
[00:14:32.000 --> 00:14:33.000]  都好像知道了
[00:14:33.000 --> 00:14:35.000]  但是怎麼說呢?
[00:14:35.000 --> 00:14:36.000]  真的有點難題
[00:14:36.000 --> 00:14:37.000]  有點考驗我們
[00:14:37.000 --> 00:14:39.000]  我也思考了很久
[00:14:39.000 --> 00:14:42.000]  怎麼去說上帝是公義呢?
[00:14:42.000 --> 00:14:46.000]  有沒有一個定義呢?
[00:14:46.000 --> 00:14:50.000]  最近聽了一個牧者的見解
[00:14:50.000 --> 00:14:52.000]  我覺得也挺有意思
[00:14:52.000 --> 00:14:55.000]  他說公義最基本的意思
[00:14:55.000 --> 00:14:59.000]  就是一個正確無誤的擺位
[00:14:59.000 --> 00:15:00.000]  英文是
[00:15:00.000 --> 00:15:02.000]  Everything in its right place
[00:15:02.000 --> 00:15:03.000]  這個就是公義
[00:15:03.000 --> 00:15:05.000]  最基本的定義
[00:15:05.000 --> 00:15:08.000]  意思再進一步就是說
[00:15:08.000 --> 00:15:12.000]  洗道的秩序是符合上帝的心意
[00:15:12.000 --> 00:15:16.000]  洗道人可以真正活出上帝的形象
[00:15:16.000 --> 00:15:18.000]  把位置放好
[00:15:18.000 --> 00:15:21.000]  這個就叫公義
[00:15:21.000 --> 00:15:24.000]  所以當詩人深陷困境裡
[00:15:24.000 --> 00:15:27.000]  落在惡人的手裡的時候
[00:15:27.000 --> 00:15:30.000]  他講到其實上帝公義要施行拯救
[00:15:30.000 --> 00:15:33.000]  就是要使人獲得應有的尊嚴
[00:15:33.000 --> 00:15:35.000]  和公平的對待
[00:15:35.000 --> 00:15:39.000]  使每一個人都回到正確的位置上
[00:15:39.000 --> 00:15:43.000]  就是每一個人在上帝面前都是平等的
[00:15:43.000 --> 00:15:47.000]  這個就是公義
[00:15:47.000 --> 00:15:49.000]  你說上帝公義
[00:15:49.000 --> 00:15:50.000]  我們也知道
[00:15:50.000 --> 00:15:54.000]  不過當我們去看回現實世界的時候
[00:15:54.000 --> 00:15:56.000]  整個心情都馬上很鬱結
[00:15:56.000 --> 00:15:59.000]  好像只剩下黑色和灰色
[00:15:59.000 --> 00:16:03.000]  心情很多時候都掉到谷底
[00:16:03.000 --> 00:16:05.000]  有些弟兄姊妹坦白說
[00:16:05.000 --> 00:16:07.000]  我現在都不太看電視了
[00:16:07.000 --> 00:16:10.000]  整個社會、整個世界
[00:16:10.000 --> 00:16:12.000]  越看得多就越灰
[00:16:12.000 --> 00:16:14.000]  我不看了
[00:16:14.000 --> 00:16:17.000]  不知道你們又是不是呢?
[00:16:17.000 --> 00:16:21.000]  身處在一個所謂後疫情的時代
[00:16:21.000 --> 00:16:25.000]  但我們只是面對著很多很荒謬的事情
[00:16:25.000 --> 00:16:27.000]  以前沒有想過會出現的
[00:16:27.000 --> 00:16:29.000]  可能現在就出現了
[00:16:29.000 --> 00:16:31.000]  獨裁的肆虐
[00:16:31.000 --> 00:16:33.000]  戰爭烽火連天
[00:16:33.000 --> 00:16:38.000]  我們不明白為什麼俄羅斯攻打烏克蘭
[00:16:38.000 --> 00:16:44.000]  為什麼到現在還沒有受到應有的裁決
[00:16:44.000 --> 00:16:48.000]  所以我們看到不義和罪惡都仍然很囂張
[00:16:48.000 --> 00:16:52.000]  惡人都橫行霸道
[00:16:52.000 --> 00:16:58.000]  好人常常被欺負
[00:16:58.000 --> 00:17:02.000]  但上帝又遲遲沒有任何行動
[00:17:02.000 --> 00:17:04.000]  去對付這些惡事
[00:17:04.000 --> 00:17:07.000]  令惡人有惡報
[00:17:07.000 --> 00:17:09.000]  面對這些情況
[00:17:09.000 --> 00:17:11.000]  我們應該何去何從
[00:17:11.000 --> 00:17:13.000]  我們怎麼辦呢?
[00:17:13.000 --> 00:17:15.000]  甚至要進一步去想
[00:17:15.000 --> 00:17:20.000]  我們怎樣可以避免咬牙切齒之後
[00:17:20.000 --> 00:17:23.000]  避免自己成為那些我們討厭的人
[00:17:23.000 --> 00:17:29.000]  亦同樣做了那些令我們恨惡的事呢?
[00:17:29.000 --> 00:17:32.000]  在詩篇七十一篇第三節
[00:17:32.000 --> 00:17:38.000]  詩人跟我們分享她去面對的方法
[00:17:38.000 --> 00:17:40.000]  邀請大家一起讀出來
[00:17:40.000 --> 00:17:42.000]  七十一篇第三節
[00:17:42.000 --> 00:17:43.000]  預備
[00:17:43.000 --> 00:17:46.000]  求你作我常駐的盤石
[00:17:46.000 --> 00:17:49.000]  你已經明定要救我
[00:17:49.000 --> 00:17:51.000]  因為你是我的岩石
[00:17:51.000 --> 00:17:56.000]  我的山寨
[00:17:56.000 --> 00:18:00.000]  求你作我常駐的盤石
[00:18:00.000 --> 00:18:03.000]  在新譯本會譯得更加直接
[00:18:03.000 --> 00:18:07.000]  求你作我避難的盤石
[00:18:07.000 --> 00:18:10.000]  使我可以常來投靠
