
[00:00:00.000 --> 00:00:04.600]  好,我們給最大的掌聲我們這位信實慈愛的主
[00:02:58.000 --> 00:03:02.200]  而很多估計是有九位是猶太人
[00:03:02.200 --> 00:03:04.400]  是很奇妙的聚集
[00:03:04.400 --> 00:03:06.800]  因為幾百年以來
[00:03:06.800 --> 00:03:08.800]  主前的七八年前
[00:03:08.800 --> 00:03:10.000]  其實這兩個民族
[00:03:10.000 --> 00:03:12.600]  因著不覺以色列的亡國
[00:03:12.600 --> 00:03:17.200]  他就開始跟外族混雜
[00:03:17.200 --> 00:03:22.400]  而其後就是撒瑪利亞人的先祖
[00:03:22.400 --> 00:03:26.000]  所以他們在宗教文化上有很多不同
[00:03:26.000 --> 00:03:29.000]  而猶太人很歧視他們
[00:03:29.000 --> 00:03:30.600]  他們很受鄙視
[00:03:30.600 --> 00:03:31.800]  很難聽的
[00:03:31.800 --> 00:03:33.800]  叫他們是「雜種」
[00:03:33.800 --> 00:03:35.200]  他們是恩怨情仇
[00:03:35.200 --> 00:03:36.200]  非常糾結
[00:03:36.200 --> 00:03:36.800]  是仇人
[00:03:36.800 --> 00:03:38.000]  是勢不兩立
[00:03:38.000 --> 00:03:39.200]  不過很奇妙
[00:03:39.200 --> 00:03:43.600]  竟然這十個人是兩個民族聚集在一起
[00:03:43.600 --> 00:03:46.000]  他們同病相憐
[00:03:46.000 --> 00:03:47.800]  在這裡很值得我們思想
[00:03:47.800 --> 00:03:49.200]  原來有時候痛苦
[00:03:49.200 --> 00:03:53.000]  是令我們除去很多歧視隔膜
[00:03:53.000 --> 00:03:58.200]  如果痛苦令我們能夠消除那種歧視
[00:03:58.200 --> 00:04:02.400]  不失痛苦也是一件好事
[00:04:02.400 --> 00:04:06.600]  麻風病是一個很可怕的疾病
[00:04:06.600 --> 00:04:09.800]  大家在圖上看到的圖片
[00:04:09.800 --> 00:04:10.600]  是比較近代
[00:04:10.600 --> 00:04:12.200]  十九世紀的
[00:04:12.200 --> 00:04:14.200]  麻風病是一些細菌
[00:04:14.200 --> 00:04:18.200]  攻擊皮膚和神經系統
[00:04:18.200 --> 00:04:20.600]  令到肌肉被腐蝕
[00:04:20.600 --> 00:04:23.000]  所以嚴重會毀容
[00:04:23.000 --> 00:04:25.000]  甚至斷手斷腳
[00:04:25.000 --> 00:04:26.600]  就好像這個圖片
[00:04:26.600 --> 00:04:28.400]  其實在我們上一代
[00:04:28.400 --> 00:04:33.000]  1950年至70年代很近
[00:04:33.000 --> 00:04:34.800]  可能我們不少當中的人
[00:04:34.800 --> 00:04:36.800]  還是出生在這個年代
[00:04:36.800 --> 00:04:38.800]  有沒有聽過喜靈洲
[00:04:38.800 --> 00:04:43.800]  原來喜靈洲就是醫治麻風病的地方
[00:04:43.800 --> 00:04:46.800]  要將它們隔離醫治
[00:04:46.800 --> 00:04:49.400]  但很感恩在上世紀40年代
[00:04:49.400 --> 00:04:51.600]  就開始有抗生素
[00:04:51.600 --> 00:04:56.400]  抗生素讓這個病逐漸得著醫治
[00:04:56.400 --> 00:05:01.000]  然後喜靈洲現在變成戒毒所
[00:05:01.000 --> 00:05:02.600]  但原來時至今日
[00:05:02.600 --> 00:05:06.800]  在一些東南亞極其落後的地方
[00:05:06.800 --> 00:05:10.400]  這張圖片也是近期的
[00:05:10.400 --> 00:05:12.200]  就是那些很落後的地方
[00:05:12.200 --> 00:05:14.200]  仍然有麻風病人
[00:05:14.200 --> 00:05:16.800]  因著他們的醫療不足夠
[00:05:16.800 --> 00:05:18.800]  他們都是非常嚴重
[00:05:18.800 --> 00:05:21.800]  在我們國內也有麻風村
[00:05:21.800 --> 00:05:25.400]  裡面也有基督徒的見證和服侍
[00:05:25.400 --> 00:05:27.600]  所以麻風病很可怕
[00:05:27.600 --> 00:05:30.000]  今天我們聽到仍然覺得可怕
[00:05:30.000 --> 00:05:32.000]  而在耶穌基督的時代
[00:05:32.000 --> 00:05:34.800]  就更加很痛苦
[00:05:34.800 --> 00:05:36.800]  所以你想像這一群人
[00:05:36.800 --> 00:05:38.800]  十個長大麻風的人
[00:05:38.800 --> 00:05:40.800]  他們遠遠見到耶穌
[00:05:40.800 --> 00:05:42.800]  他們已經聽過耶穌
[00:05:42.800 --> 00:05:44.800]  因為耶穌早於在路加福音
[00:05:44.800 --> 00:05:46.800]  五章也有記載
[00:05:46.800 --> 00:05:48.800]  是醫治過麻風病人
[00:05:48.800 --> 00:05:50.200]  他們一定都聽過
[00:05:50.200 --> 00:05:51.800]  他們就高聲呼求
[00:05:51.800 --> 00:05:55.800]  「耶穌,老師啊,可憐我們吧」
[00:05:55.800 --> 00:05:57.800]  求耶穌可憐
[00:05:57.800 --> 00:06:00.800]  耶穌有沒有聆聽他們
[00:06:00.800 --> 00:06:02.800]  耶穌願不願意醫治他們
[00:06:02.800 --> 00:06:05.200]  當然耶穌很願意
[00:06:05.200 --> 00:06:09.200]  每一個來到主的面前誠心祈求的
[00:06:09.200 --> 00:06:10.800]  我們的需要
[00:06:10.800 --> 00:06:14.200]  其實主也來體恤幫助我們
[00:06:14.200 --> 00:06:16.200]  盼望我們能夠去經歷它
[00:06:16.200 --> 00:06:19.200]  這個時候耶穌對著他們說
[00:06:19.200 --> 00:06:24.200]  「你們去,將身體給祭司查看」
[00:06:24.200 --> 00:06:27.200]  這是一個非常奇妙的一句
[00:06:27.200 --> 00:06:29.200]  這句的意思是什麼呢?
[00:06:29.200 --> 00:06:31.200]  其實這個意思就是
[00:06:31.200 --> 00:06:33.200]  主已經應運了他們祈求
[00:06:33.200 --> 00:06:36.200]  因為從舊約裡面已經有一個律法
[00:06:36.200 --> 00:06:39.200]  就是當麻風病人很奇妙地
[00:06:39.200 --> 00:06:42.200]  竟然有一種治癒的時候
[00:06:42.200 --> 00:06:46.200]  他們必須要去聖殿裡面的祭司
[00:06:46.200 --> 00:06:49.200]  要將他們的身體查看
[00:06:49.200 --> 00:06:52.200]  然後宣告他們真的被潔淨
[00:06:52.200 --> 00:06:54.200]  然後才被得醫治
[00:06:54.200 --> 00:06:57.200]  他們可以再一次融入社區
[00:06:57.200 --> 00:06:59.200]  所以當耶穌這樣說的時候
[00:06:59.200 --> 00:07:03.200]  原來就已經是允許他們得著醫治了
[00:07:03.200 --> 00:07:07.200]  不過他們仍要用信心去回應
[00:07:07.200 --> 00:07:11.200]  他們用信心去相信主耶穌所說的話
[00:07:11.200 --> 00:07:13.200]  當他們願意行動
[00:07:13.200 --> 00:07:15.200]  願意去回應的時候
[00:07:15.200 --> 00:07:17.200]  他們就得了醫治
[00:07:17.200 --> 00:07:18.200]  所以經文說
[00:07:18.200 --> 00:07:23.200]  「他們靜去的時候就潔淨了」
[00:07:23.200 --> 00:07:27.200]  他們在過程當中就得了潔淨
[00:07:27.200 --> 00:07:28.200]  所以弟兄姊妹
[00:07:28.200 --> 00:07:31.200]  讓我們用信心去經歷上帝
[00:07:31.200 --> 00:07:33.200]  在聖經裡面很多都提醒我們
[00:07:33.200 --> 00:07:35.200]  必須用信心去回應神
[00:07:35.200 --> 00:07:38.200]  然後經歷祂的恩典
[00:07:38.200 --> 00:07:39.200]  接著經文
[00:07:39.200 --> 00:07:42.200]  我們相信已經過了一段時間
[00:07:42.200 --> 00:07:43.200]  因為過了一段時間
[00:07:43.200 --> 00:07:45.200]  其中有一位
[00:07:45.200 --> 00:07:48.200]  他是其中一位得著醫治的
[00:07:48.200 --> 00:07:50.200]  他知道自己已經被治好的時候
[00:07:50.200 --> 00:07:55.200]  他回來大聲歸榮耀給上帝
[00:07:55.200 --> 00:07:57.200]  大聲歸榮耀給上帝
[00:07:57.200 --> 00:08:01.200]  又俯伏在耶穌腳前感謝祂
[00:08:01.200 --> 00:08:05.200]  俯伏其實就是一個敬拜神的行動
[00:08:05.200 --> 00:08:06.200]  所以今天我們的崇拜
[00:08:06.200 --> 00:08:10.200]  其實翻出來是俯伏的意思
[00:08:10.200 --> 00:08:12.200]  所以我們看到
[00:08:12.200 --> 00:08:14.200]  這個人他有一個很大的轉變
[00:08:14.200 --> 00:08:16.200]  記不記得最初他們是怎樣
[00:08:16.200 --> 00:08:19.200]  耶穌可憐我們吧
[00:08:19.200 --> 00:08:21.200]  是多麼沉重
[00:08:21.200 --> 00:08:22.200]  但這個時候
[00:08:22.200 --> 00:08:25.200]  他是大聲的歸榮耀給上帝
[00:08:25.200 --> 00:08:27.200]  就像我剛才感受到
[00:08:27.200 --> 00:08:29.200]  我們的群體是很有力
[00:08:29.200 --> 00:08:33.200]  很投入地去敬拜去讚美主
[00:08:33.200 --> 00:08:35.200]  他也是這樣
[00:08:35.200 --> 00:08:38.200]  在主的面前歸榮耀給上帝
[00:08:38.200 --> 00:08:39.200]  去感謝耶穌
[00:08:39.200 --> 00:08:41.200]  這位聖經很清楚地說
[00:08:41.200 --> 00:08:45.200]  這個人他是撒瑪利亞人
[00:08:45.200 --> 00:08:47.200]  這個撒瑪利亞人
[00:08:47.200 --> 00:08:50.200]  竟然就是那位被受歧視
[00:08:50.200 --> 00:08:52.200]  很微小的一個
[00:08:52.200 --> 00:08:57.200]  沒有歸榮耀給上帝的群體是誰呢?
[00:08:57.200 --> 00:09:00.200]  在這個時候耶穌這樣說
[00:09:00.200 --> 00:09:03.200]  我想大家不妨感受一下
[00:09:03.200 --> 00:09:04.200]  你估計一下
[00:09:04.200 --> 00:09:07.200]  耶穌是用一個怎樣的感受和心情
[00:09:07.200 --> 00:09:10.200]  去說這句話的呢?
[00:09:10.200 --> 00:09:12.200]  耶穌跟他說
[00:09:12.200 --> 00:09:15.200]  「潔淨了不是十個人嗎?
[00:09:15.200 --> 00:09:17.200]  那九個在哪裡呢?
[00:09:17.200 --> 00:09:24.200]  除了這外族人再沒有別人回來歸榮耀給上帝嗎?」
[00:09:24.200 --> 00:09:29.200]  你感受到耶穌的感受是怎樣的呢?
[00:09:29.200 --> 00:09:31.200]  他是很傷痛的
[00:09:31.200 --> 00:09:33.200]  他是有一種慨嘆
[00:09:33.200 --> 00:09:35.200]  「不是十個嗎?
[00:09:35.200 --> 00:09:37.200]  為什麼只有九個去了哪裡呢?」
[00:09:37.200 --> 00:09:39.200]  只是這個外族人
[00:09:39.200 --> 00:09:41.200]  這裡是很特別的
[00:09:41.200 --> 00:09:44.200]  外族人是整個新約聖經
[00:09:44.200 --> 00:09:47.200]  唯一一次是用這個外族人
[00:09:47.200 --> 00:09:50.200]  但這個外族人是有一個很深遠的意義
[00:09:50.200 --> 00:09:54.200]  因為原來猶太人去稱那些撒瑪利亞人
[00:09:54.200 --> 00:09:56.200]  就稱他們為外族人
[00:09:56.200 --> 00:09:58.200]  原來在聖殿裡面
[00:09:58.200 --> 00:09:59.200]  他們會區分出來
[00:09:59.200 --> 00:10:01.200]  特別有一個標誌
[00:10:01.200 --> 00:10:05.200]  就是那些外族人是不可以進入聖殿
[00:10:05.200 --> 00:10:08.200]  所以這個時候耶穌用回這個字
[00:10:08.200 --> 00:10:12.200]  就是那些猶太人稱那些撒瑪利亞人
[00:10:12.200 --> 00:10:14.200]  稱他們為外族人
[00:10:14.200 --> 00:10:16.200]  其實這個字
[00:10:16.200 --> 00:10:19.200]  當然耶穌不是指那位撒瑪利亞人
[00:10:19.200 --> 00:10:21.200]  而是耶穌有一個意思
[00:10:21.200 --> 00:10:24.200]  所以這裡有很多詮釋
[00:10:24.200 --> 00:10:26.200]  就是九個是猶太人
[00:10:26.200 --> 00:10:29.200]  那些猶太人不是經歷了神很多的恩典
[00:10:29.200 --> 00:10:32.200]  他們不是神的選民嗎?
[00:10:32.200 --> 00:10:35.200]  為什麼他們經歷了神那麼大的恩典
[00:10:35.200 --> 00:10:37.200]  不單歷世歷代
[00:10:37.200 --> 00:10:38.200]  還是這一刻
[00:10:38.200 --> 00:10:40.200]  竟然不是他們
[00:10:40.200 --> 00:10:42.200]  反而是他們被受歧視
[00:10:42.200 --> 00:10:46.200]  他們稱之為外族的那一位
[00:10:46.200 --> 00:10:50.200]  他來到歸榮要感謝上帝呢?
[00:10:50.200 --> 00:10:52.200]  歸榮要感謝上帝
[00:10:52.200 --> 00:10:56.200]  竟然是那位少之又少的人物
[00:10:56.200 --> 00:10:58.200]  少少少
[00:10:58.200 --> 00:11:00.200]  你想想
[00:11:00.200 --> 00:11:02.200]  十個裡面一個已經很少
[00:11:02.200 --> 00:11:04.200]  他更加是那位外族人
[00:11:04.200 --> 00:11:06.200]  不能夠進入聖殿
[00:11:06.200 --> 00:11:08.200]  他更加是長大麻風
[00:11:08.200 --> 00:11:10.200]  被人厭棄
[00:11:10.200 --> 00:11:11.200]  他更加是
[00:11:11.200 --> 00:11:13.200]  有沒有明白?
[00:11:13.200 --> 00:11:15.200]  都不知道是哪位
[00:11:15.200 --> 00:11:17.200]  是不是真的少之又少?
[00:11:17.200 --> 00:11:19.200]  大世後很奇妙
[00:11:19.200 --> 00:11:21.200]  神就是那麼使用
[00:11:21.200 --> 00:11:23.200]  那個少之又少
[00:11:23.200 --> 00:11:24.200]  所以各位
[00:11:24.200 --> 00:11:25.200]  這一段經文很奇妙
[00:11:25.200 --> 00:11:30.200]  他叫我們注視的並不是醫治的過程
[00:11:30.200 --> 00:11:32.200]  因為裡面的描述很少
[00:11:32.200 --> 00:11:33.200]  是不是?
[00:11:33.200 --> 00:11:35.200]  他要我們注視的是什麼呢?
[00:11:35.200 --> 00:11:38.200]  其實是前後的比較
[00:11:38.200 --> 00:11:40.200]  是一個比對
[00:11:40.200 --> 00:11:42.200]  所以我們說一比九
[00:11:42.200 --> 00:11:44.200]  一個感恩的
[00:11:44.200 --> 00:11:48.200]  和九個好像忘記了感恩的人
[00:11:48.200 --> 00:11:50.200]  一個很大的比較
[00:11:50.200 --> 00:11:52.200]  比較一個人
[00:11:52.200 --> 00:11:55.200]  他得知醫治的前和後
[00:11:55.200 --> 00:11:56.200]  他的比較
[00:11:56.200 --> 00:11:58.200]  成為我們很多的提醒
[00:11:58.200 --> 00:12:00.200]  耶穌基督
[00:12:00.200 --> 00:12:01.200]  他的提問
[00:12:01.200 --> 00:12:03.200]  今天也成為我們的提問
[00:12:03.200 --> 00:12:07.200]  試想想那九個在哪裡呢?
[00:12:07.200 --> 00:12:09.200]  經文沒有提示
[00:12:09.200 --> 00:12:10.200]  不過
[00:12:10.200 --> 00:12:13.200]  這位大能醫治的主
[00:12:13.200 --> 00:12:14.200]  他一定知道
[00:12:14.200 --> 00:12:18.200]  而他流露的慨嘆一定有原因
[00:12:18.200 --> 00:12:22.200]  一定是值得他去慨嘆和傷痛
[00:12:22.200 --> 00:12:23.200]  我們試想想
[00:12:23.200 --> 00:12:26.200]  會不會太得意忘形呢?
[00:12:26.200 --> 00:12:29.200]  哇,那麼難得被醫治
[00:12:29.200 --> 00:12:30.200]  是不是?
[00:12:30.200 --> 00:12:33.200]  當然有很多人他們要見
[00:12:33.200 --> 00:12:34.200]  是不是?
[00:12:34.200 --> 00:12:36.200]  可以一起歡喜快樂
[00:12:36.200 --> 00:12:38.200]  可以一起慶祝
[00:12:38.200 --> 00:12:39.200]  是不是?
[00:12:39.200 --> 00:12:42.200]  還有很多事情可以去做
[00:12:42.200 --> 00:12:43.200]  不記得
[00:12:43.200 --> 00:12:47.200]  其實今天他能夠得到的那種歡喜快樂
[00:12:47.200 --> 00:12:49.200]  是誰給他的呢?
[00:12:49.200 --> 00:12:52.200]  又說甚至會不會得意忘形到一個地步呢?
[00:12:52.200 --> 00:12:55.200]  他會覺得有一點自大
[00:12:55.200 --> 00:12:57.200]  神祖就應該要醫治
[00:12:57.200 --> 00:13:00.200]  我們是選民,是猶太人
[00:13:00.200 --> 00:13:01.200]  是不是?
[00:13:01.200 --> 00:13:04.200]  或者將榮耀歸給自己
[00:13:04.200 --> 00:13:06.200]  都是我去求耶穌
[00:13:06.200 --> 00:13:08.200]  如果不是我也不會得醫治
[00:13:08.200 --> 00:13:11.200]  會不會去到一個得意忘形
[00:13:11.200 --> 00:13:15.200]  已經忘記了那個源頭呢?
[00:13:15.200 --> 00:13:16.200]  又或者另一方面
[00:13:16.200 --> 00:13:18.200]  會不會剛剛相反呢?
[00:13:18.200 --> 00:13:20.200]  憂心重重的
[00:13:20.200 --> 00:13:21.200]  很多的憂慮
[00:13:21.200 --> 00:13:23.200]  你以為容易嗎?
[00:13:23.200 --> 00:13:25.200]  他得到那個麻風那麼久
[00:13:25.200 --> 00:13:27.200]  他被歧視那麼久
[00:13:27.200 --> 00:13:29.200]  不是一下子可以逆轉
[00:13:29.200 --> 00:13:31.200]  會不會其實他們仍然面對
[00:13:31.200 --> 00:13:34.200]  要時間去被人接受
[00:13:34.200 --> 00:13:37.200]  他們要重建他的家園
[00:13:37.200 --> 00:13:38.200]  住的地方
[00:13:38.200 --> 00:13:40.200]  還要找工作
[00:13:40.200 --> 00:13:42.200]  更加剛剛好
[00:13:42.200 --> 00:13:44.200]  我會不會復發呢?
[00:13:44.200 --> 00:13:46.200]  先看清楚一點
[00:13:46.200 --> 00:13:48.200]  會不會甚至有陰謀論
[00:13:48.200 --> 00:13:49.200]  去到耶穌那裡
[00:13:49.200 --> 00:13:52.200]  會不會問我收取報酬呢?
[00:13:52.200 --> 00:13:55.200]  會不會就是很多的憂心重重
[00:13:55.200 --> 00:13:56.200]  破壞了他
[00:13:56.200 --> 00:13:58.200]  第三
[00:13:58.200 --> 00:14:00.200]  會不會也有一些人
[00:14:00.200 --> 00:14:02.200]  我心裡感恩就夠了
[00:14:02.200 --> 00:14:03.200]  不用做出來的
[00:14:03.200 --> 00:14:05.200]  上帝一定知道的
[00:14:05.200 --> 00:14:08.200]  要回去耶路撒冷
[00:14:08.200 --> 00:14:10.200]  很遠的路程
[00:14:10.200 --> 00:14:13.200]  找不找到耶穌都不知道
[00:14:13.200 --> 00:14:15.200]  很多很多的人
[00:14:15.200 --> 00:14:17.200]  原因會破壞
[00:14:17.200 --> 00:14:18.200]  其實這些原因
[00:14:18.200 --> 00:14:19.200]  會不會今天
[00:14:19.200 --> 00:14:22.200]  有時候也會有我們的影子呢?
[00:14:22.200 --> 00:14:25.200]  會不會也成為我們的提醒呢?
[00:14:25.200 --> 00:14:29.200]  但是我們又看看那一位
[00:14:29.200 --> 00:14:33.200]  究竟那位少之又少的人物
[00:14:33.200 --> 00:14:39.200]  他有什麼與別不同?
[00:14:39.200 --> 00:14:40.200]  當然我們看到
[00:14:40.200 --> 00:14:43.200]  他沒得以忘形
[00:14:43.200 --> 00:14:44.200]  不過可以說
[00:14:44.200 --> 00:14:46.200]  其實現在也是很悲慘的
[00:14:46.200 --> 00:14:48.200]  他曾經是一個群
[00:14:48.200 --> 00:14:50.200]  會不會很迅速地
[00:14:50.200 --> 00:14:52.200]  他就被分開了
[00:14:52.200 --> 00:14:55.200]  不要和這個撒瑪利亞人一起了
[00:14:55.200 --> 00:14:58.200]  他沒有憂心重重
[00:14:58.200 --> 00:14:59.200]  其實試想想
[00:14:59.200 --> 00:15:00.200]  如果要憂心
[00:15:00.200 --> 00:15:01.200]  他的憂心大一點
[00:15:01.200 --> 00:15:04.200]  還是其他猶太人大一點呢?
[00:15:04.200 --> 00:15:07.200]  其實應該他的憂心還要大一點
[00:15:07.200 --> 00:15:10.200]  其實他能不能進入聖殿呢?
[00:15:10.200 --> 00:15:12.200]  應該是不能進入的
[00:15:12.200 --> 00:15:14.200]  他會不會見到祭司呢?
[00:15:14.200 --> 00:15:15.200]  可能是見不到的
[00:15:15.200 --> 00:15:18.200]  會不會其實他見到的時候被拒絕呢?
[00:15:18.200 --> 00:15:20.200]  是不是?
[00:15:20.200 --> 00:15:23.200]  但是他對獨特的就是
[00:15:23.200 --> 00:15:25.200]  他不管一切的爛掉
[00:15:25.200 --> 00:15:27.200]  他就是第一時間
[00:15:27.200 --> 00:15:29.200]  就已經去到主的面前
[00:15:29.200 --> 00:15:32.200]  感恩回應了
[00:15:32.200 --> 00:15:34.200]  而這個感恩回應
[00:15:34.200 --> 00:15:36.200]  我們看到
[00:15:36.200 --> 00:15:39.200]  他的結果是怎樣呢?
[00:15:39.200 --> 00:15:42.200]  他的結果也是與別不同的
[00:15:42.200 --> 00:15:45.200]  因為耶穌去宣告對這一位
[00:15:45.200 --> 00:15:47.200]  這一位感恩回應的
[00:15:47.200 --> 00:15:50.200]  撒瑪利亞的麻瘋病人
[00:15:50.200 --> 00:15:51.200]  已經康復了
[00:15:51.200 --> 00:15:54.200]  祂說「起來,走吧」
[00:15:54.200 --> 00:15:55.200]  現在站在這裡
[00:15:55.200 --> 00:15:57.200]  你會知道原來祂一直都是俯伏
[00:15:57.200 --> 00:15:59.200]  一直沒有站起來
[00:15:59.200 --> 00:16:01.200]  祂說「走吧」
[00:16:01.200 --> 00:16:03.200]  其實意思就是你可以起來了
[00:16:03.200 --> 00:16:06.200]  你可以繼續面對你的人生了
[00:16:06.200 --> 00:16:09.200]  你的信救了你
[00:16:09.200 --> 00:16:12.200]  這是一個宣告
[00:16:12.200 --> 00:16:14.200]  而這個宣告是非常重要的
[00:16:14.200 --> 00:16:17.200]  在四福音裡面不斷地去重複
[00:16:17.200 --> 00:16:20.200]  在路加福音裡面出現過四次
[00:16:20.200 --> 00:16:22.200]  而這個是其中的一次
[00:16:22.200 --> 00:16:24.200]  而每一次耶穌基督宣告
[00:16:24.200 --> 00:16:25.200]  都是對著那些有信心
[00:16:25.200 --> 00:16:27.200]  經歷過醫治的人
[00:16:27.200 --> 00:16:29.200]  耶穌所說的一句很重要的話
[00:16:29.200 --> 00:16:31.200]  很想問問大家
[00:16:31.200 --> 00:16:34.200]  唯有他聽到耶穌基督這一句話
[00:16:34.200 --> 00:16:39.200]  跟那九個沒有聽到的有沒有分別呢?
[00:16:39.200 --> 00:16:41.200]  當這一位聽到的
[00:16:41.200 --> 00:16:43.200]  他的信心是怎樣呢?
[00:16:43.200 --> 00:16:46.200]  他往後的生命是怎樣呢?
[00:16:46.200 --> 00:16:49.200]  我相信他更加有信心去走前面的路
[00:16:49.200 --> 00:16:52.200]  當他更親近主的時候
[00:16:52.200 --> 00:16:54.200]  原來他的得著更多
[00:16:54.200 --> 00:16:56.200]  但是那九位呢?
[00:16:56.200 --> 00:16:59.200]  那九位可能都經歷了身體上的醫治
[00:16:59.200 --> 00:17:03.200]  但是往後他有沒有繼續跟隨神呢?
[00:17:03.200 --> 00:17:06.200]  他有沒有繼續跟隨耶穌呢?
[00:17:06.200 --> 00:17:09.200]  他有沒有去到聖殿去敬拜主呢?
[00:17:09.200 --> 00:17:11.200]  我們不知道
[00:17:11.200 --> 00:17:15.200]  但願他們可以再迴轉
[00:17:15.200 --> 00:17:18.200]  我不知道會不會有時候我們都會覺得
[00:17:18.200 --> 00:17:20.200]  我有時候侍奉
[00:17:20.200 --> 00:17:21.200]  我就是沒有那一刻
[00:17:21.200 --> 00:17:22.200]  我就是看不到
[00:17:22.200 --> 00:17:25.200]  會不會我們反過來好像耶穌一樣呢?
[00:17:25.200 --> 00:17:27.200]  但是我們又試著想想
[00:17:27.200 --> 00:17:29.200]  耶穌基督有沒有恩爵
[00:17:29.200 --> 00:17:32.200]  面對這麼灰心、這麼沮喪的
[00:17:32.200 --> 00:17:35.200]  他是向著耶路撒冷走
[00:17:35.200 --> 00:17:39.200]  在路加福音幾乎已經接近他受害
