
[00:00:00.000 --> 00:00:03.000]  大家會看到在聖經裏面所提到的
[00:01:28.000 --> 00:01:31.000]  然後就吩咐他們去通知其他的門徒
[00:01:31.000 --> 00:01:33.000]  通知其他的弟兄們
[00:01:33.000 --> 00:01:37.000]  去到加利利的山上等他
[00:01:37.000 --> 00:01:40.000]  我相信當弟兄們收到這個消息的時候
[00:01:40.000 --> 00:01:42.000]  他們很緊張
[00:01:42.000 --> 00:01:45.000]  是天地的主約他們
[00:01:45.000 --> 00:01:49.000]  要在某個地方見他們
[00:01:49.000 --> 00:01:52.000]  很明顯他們知道有重要的訊息
[00:01:52.000 --> 00:01:55.000]  要來告訴他們
[00:01:55.000 --> 00:01:58.000]  因此他們就去到加利利的山上
[00:01:58.000 --> 00:02:00.000]  在山上他們看見的
[00:02:00.000 --> 00:02:04.000]  不再是以前他們所見到的那位肉身的耶穌
[00:02:04.000 --> 00:02:07.000]  而是一位復活了的主
[00:02:07.000 --> 00:02:10.000]  是帶著那種復活德性的身份
[00:02:10.000 --> 00:02:12.000]  顯現在他們面前
[00:02:12.000 --> 00:02:14.000]  所以他們見到這樣的情況的時候
[00:02:14.000 --> 00:02:15.000]  很震撼
[00:02:15.000 --> 00:02:17.000]  聖經就說他們就立事
[00:02:17.000 --> 00:02:19.000]  在神的面前
[00:02:19.000 --> 00:02:21.000]  在主的面前敬拜祂
[00:02:21.000 --> 00:02:24.000]  俯伏來拜主
[00:02:24.000 --> 00:02:25.000]  而在這個時候
[00:02:25.000 --> 00:02:28.000]  這位主就說出祂要說的話
[00:02:28.000 --> 00:02:31.000]  亦都是在祂離開世界之前
[00:02:31.000 --> 00:02:34.000]  最後最重要的話
[00:02:34.000 --> 00:02:37.000]  所以接著聖經就說第十八節
[00:02:37.000 --> 00:02:40.000]  「耶穌上前來對他們說
[00:02:40.000 --> 00:02:46.000]  天上地上一切有權並都似給我了」
[00:02:46.000 --> 00:02:49.000]  主耶穌第一句話就說
[00:02:49.000 --> 00:02:56.000]  天上地上所有的權並都似給我了
[00:02:56.000 --> 00:02:59.000]  這位天地的掌權者
[00:02:59.000 --> 00:03:02.000]  帶著那種至高的權並
[00:03:02.000 --> 00:03:05.000]  來跟人說話
[00:03:05.000 --> 00:03:09.000]  這句話不單說出那種權威
[00:03:09.000 --> 00:03:13.000]  意味著人必須去聽從
[00:03:13.000 --> 00:03:16.000]  亦帶著一種表達
[00:03:16.000 --> 00:03:20.000]  這句話是絕對的保證
[00:03:20.000 --> 00:03:23.000]  是會一定成全的
[00:03:23.000 --> 00:03:25.000]  這位主帶著天地的權並
[00:03:25.000 --> 00:03:27.000]  講述這句話
[00:03:27.000 --> 00:03:29.000]  叫人聽從
[00:03:29.000 --> 00:03:32.000]  亦都指明是必定會成就的事情
[00:03:32.000 --> 00:03:35.000]  而接著那句話就說
[00:03:35.000 --> 00:03:37.000]  第十九節
[00:03:37.000 --> 00:03:42.000]  「所以你們要去使萬民作我的門徒
[00:03:42.000 --> 00:03:46.000]  奉父子聖靈的名給他們施洗」
[00:03:46.000 --> 00:03:47.000]  然後接著說
[00:03:47.000 --> 00:03:54.000]  「我吩咐你們的一切都要教導他們遵守」
[00:03:54.000 --> 00:03:56.000]  聖經就說主耶穌帶著權並說
[00:03:56.000 --> 00:04:02.000]  「所以你們要去使萬民作我的門徒」
[00:04:02.000 --> 00:04:04.000]  「要去使萬民作我的門徒」
[00:04:04.000 --> 00:04:07.000]  是整句話裏面的核心部分
[00:04:07.000 --> 00:04:11.000]  在文法上也是主要的語句
[00:04:11.000 --> 00:04:14.000]  「你要去使萬民作我的門徒」
[00:04:14.000 --> 00:04:16.000]  就是最核心的部分
[00:04:16.000 --> 00:04:19.000]  大使命吩咐我們做的事情
[00:04:19.000 --> 00:04:21.000]  而接著的說話
[00:04:21.000 --> 00:04:22.000]  剛才所提及的
[00:04:22.000 --> 00:04:24.000]  叫人能夠受洗
[00:04:24.000 --> 00:04:26.000]  和將一切主教訓的人
[00:04:26.000 --> 00:04:29.000]  教訓我們的教訓別人遵守
[00:04:29.000 --> 00:04:30.000]  這兩個說話
[00:04:30.000 --> 00:04:34.000]  正是解釋作主門徒的含義
[00:04:34.000 --> 00:04:36.000]  或者說大使命的含義
[00:04:36.000 --> 00:04:39.000]  文法上這兩個說話是一個分詞
[00:04:39.000 --> 00:04:43.000]  是解釋叫萬民作主門徒的含義
[00:04:43.000 --> 00:04:44.000]  第一
[00:04:44.000 --> 00:04:46.000]  就是向人傳講主的福音
[00:04:46.000 --> 00:04:48.000]  讓人認識耶穌
[00:04:48.000 --> 00:04:50.000]  而且奉祂的名受洗
[00:04:50.000 --> 00:04:52.000]  歸入主的名下
[00:04:52.000 --> 00:04:53.000]  第二
[00:04:53.000 --> 00:04:56.000]  就是範主所教訓我們的
[00:04:56.000 --> 00:04:59.000]  要教訓人去聽從 去遵守
[00:04:59.000 --> 00:05:01.000]  在這個時候
[00:05:01.000 --> 00:05:05.000]  才是完成了主的大使命
[00:05:05.000 --> 00:05:08.000]  因此作主的門徒不單止是信主
[00:05:08.000 --> 00:05:12.000]  而且是聽從主的教導
[00:05:12.000 --> 00:05:15.000]  我們很多時候會去努力
[00:05:15.000 --> 00:05:17.000]  我們會幫助別人信主
[00:05:17.000 --> 00:05:19.000]  但如果你幫助別人信主
[00:05:19.000 --> 00:05:23.000]  但你未曾讓他能夠聽從主的吩咐
[00:05:23.000 --> 00:05:27.000]  我們仍然未完成大使命的吩咐
[00:05:27.000 --> 00:05:30.000]  仍然是未能夠完成
[00:05:30.000 --> 00:05:32.000]  所以當你信主之後
[00:05:32.000 --> 00:05:34.000]  你幫自己 又幫別人
[00:05:34.000 --> 00:05:36.000]  去明白主給我們的教導
[00:05:36.000 --> 00:05:38.000]  然後去遵從
[00:05:38.000 --> 00:05:40.000]  在我們所身處的社會
[00:05:40.000 --> 00:05:42.000]  你的崗位 你的家庭
[00:05:42.000 --> 00:05:44.000]  你都去遵從主給你的吩咐
[00:05:44.000 --> 00:05:48.000]  你完成主給你的大使命
[00:05:48.000 --> 00:05:50.000]  我記得有一次我自己看了一本書
[00:05:50.000 --> 00:05:51.000]  看這本書的時候
[00:05:51.000 --> 00:05:55.000]  書名我一立以為是關於大使命的
[00:05:55.000 --> 00:05:56.000]  大家知道英文
[00:05:56.000 --> 00:06:00.000]  大使命就是The Great Commission
[00:06:00.000 --> 00:06:03.000]  我以為那本書的書名叫The Great Commission
[00:06:03.000 --> 00:06:05.000]  再看清楚一點
[00:06:05.000 --> 00:06:07.000]  不是
[00:06:07.000 --> 00:06:10.000]  The Great Omission
[00:06:10.000 --> 00:06:14.000]  是最大的遺漏
[00:06:14.000 --> 00:06:16.000]  這本書一直在說大使命
[00:06:16.000 --> 00:06:17.000]  不過它提出
[00:06:17.000 --> 00:06:19.000]  現今有太多的教會以為
[00:06:19.000 --> 00:06:22.000]  信耶穌就可以完成一切了
[00:06:22.000 --> 00:06:24.000]  但聖經很清楚說明
[00:06:24.000 --> 00:06:26.000]  是凡主所教訓我們的
[00:06:26.000 --> 00:06:29.000]  都教訓別人遵守
[00:06:29.000 --> 00:06:33.000]  有太多時候遺留了一個重要的部分
[00:06:33.000 --> 00:06:35.000]  所以這本書一直指明
[00:06:35.000 --> 00:06:38.000]  作主門徒的意義在哪裡
[00:06:38.000 --> 00:06:43.000]  一定是包括了遵從主的吩咐
[00:06:43.000 --> 00:06:47.000]  最近在宣導書局出了很多本書
[00:06:47.000 --> 00:06:49.000]  關於陶樹博士宣導委的
[00:06:49.000 --> 00:06:51.000]  很重要的先言
[00:06:51.000 --> 00:06:53.000]  陶樹曾經說過一件事情
[00:06:53.000 --> 00:06:56.000]  英國時代有一個異端
[00:06:56.000 --> 00:06:58.000]  什麼異端呢?
[00:06:58.000 --> 00:07:00.000]  他就說這個異端說了
[00:07:00.000 --> 00:07:03.000]  你可以先信耶穌做你的救主
[00:07:03.000 --> 00:07:06.000]  接受祂做你的救主
[00:07:06.000 --> 00:07:09.000]  而至於接受耶穌做你的主宰
[00:07:09.000 --> 00:07:11.000]  聽從祂的教訓
[00:07:11.000 --> 00:07:13.000]  這件事可以遲一些
[00:07:13.000 --> 00:07:15.000]  到你想的時候
[00:07:15.000 --> 00:07:19.000]  你才接受祂做你的主宰
[00:07:19.000 --> 00:07:21.000]  然後陶樹就跟著說
[00:07:21.000 --> 00:07:29.000]  他說一個沒有順從主的教導的拯救
[00:07:29.000 --> 00:07:33.000]  是從來沒有在聖經出現過
[00:07:33.000 --> 00:07:35.000]  聖經講述到信耶穌的時候
[00:07:35.000 --> 00:07:37.000]  必然是說你信靠祂
[00:07:37.000 --> 00:07:40.000]  然後你聽從祂
[00:07:40.000 --> 00:07:43.000]  如果你將兩件事分開了
[00:07:43.000 --> 00:07:47.000]  陶樹就說你是在傳一個異端
[00:07:47.000 --> 00:07:51.000]  因為既然你相信祂是永恆的上帝
[00:07:51.000 --> 00:07:53.000]  祂能夠拯救你
[00:07:53.000 --> 00:07:57.000]  祂的說話必然是你應當聽從
[00:07:57.000 --> 00:07:59.000]  要為天地的主帶出權柄
[00:07:59.000 --> 00:08:01.000]  來講述永恆的道
[00:08:01.000 --> 00:08:04.000]  如果你說我不用要那部份
[00:08:04.000 --> 00:08:08.000]  你未曾進入救恩裡面
[00:08:08.000 --> 00:08:10.000]  因此你發覺當聖經講述到大使命的時候
[00:08:10.000 --> 00:08:12.000]  很清楚告訴我們
[00:08:12.000 --> 00:08:14.000]  去叫人領受主的救恩
[00:08:14.000 --> 00:08:17.000]  亦都將主所吩咐我們的
[00:08:17.000 --> 00:08:20.000]  來教人遵守
[00:08:20.000 --> 00:08:21.000]  或者我們再思想一下
[00:08:21.000 --> 00:08:23.000]  當我們想到大使命的時候
[00:08:23.000 --> 00:08:24.000]  我們過去其實都熟悉
[00:08:24.000 --> 00:08:25.000]  久不久就會提
[00:08:25.000 --> 00:08:28.000]  但我們發覺上述有幾方面的誤會
[00:08:28.000 --> 00:08:30.000]  我們今天都想一想
[00:08:30.000 --> 00:08:31.000]  第一
[00:08:31.000 --> 00:08:33.000]  有些時候我們很多時候都會
[00:08:33.000 --> 00:08:35.000]  聽到大使命的時候都會覺得
[00:08:35.000 --> 00:08:36.000]  不行的
[00:08:36.000 --> 00:08:38.000]  我怎樣做到?
[00:08:38.000 --> 00:08:42.000]  我怎樣可以能夠遵從主的教導?
[00:08:42.000 --> 00:08:47.000]  但你發覺大使命由始至終都不是在說你
[00:08:47.000 --> 00:08:50.000]  焦點在耶穌基督的身上
[00:08:50.000 --> 00:08:52.000]  沒錯 你要去聽從
[00:08:52.000 --> 00:08:53.000]  大使經就在說
[00:08:53.000 --> 00:08:55.000]  一開始的時候剛才我們說
[00:08:55.000 --> 00:09:01.000]  就是天上地下一切的權柄都已經賜給誰?
[00:09:01.000 --> 00:09:04.000]  是主耶穌自己
[00:09:04.000 --> 00:09:06.000]  因此祂帶著權柄告訴你
[00:09:06.000 --> 00:09:08.000]  當你去跟從的時候
[00:09:08.000 --> 00:09:11.000]  我就常與你們同在
[00:09:11.000 --> 00:09:12.000]  也是在說主自己
[00:09:12.000 --> 00:09:14.000]  我是常與你們同在
[00:09:14.000 --> 00:09:17.000]  當你願意去依從的時候
[00:09:17.000 --> 00:09:22.000]  你發覺神的權柄能力就彰顯在你身上
[00:09:22.000 --> 00:09:26.000]  因此不是你說我自己做得到
[00:09:26.000 --> 00:09:29.000]  而是你的心裏面去聽從
[00:09:29.000 --> 00:09:33.000]  這位帶著權柄的主對你的吩咐
[00:09:33.000 --> 00:09:35.000]  而在過程當中經歷祂的能力
[00:09:35.000 --> 00:09:37.000]  怎樣來幫助你
[00:09:37.000 --> 00:09:39.000]  顯明在你身上
[00:09:39.000 --> 00:09:43.000]  我不會忘記很多年之前那位弟兄的見證
[00:09:43.000 --> 00:09:45.000]  我們中間那位弟兄跟他聊天的時候
[00:09:45.000 --> 00:09:50.000]  你都會察覺到他說話不是十分流利
[00:09:50.000 --> 00:09:52.000]  加上少少害羞
[00:09:52.000 --> 00:09:54.000]  有時不太敢說話
[00:09:54.000 --> 00:09:58.000]  但他很清楚他很想能夠跟別人分享信仰
[00:09:58.000 --> 00:10:01.000]  所以後來他說我可以派單張
[00:10:01.000 --> 00:10:04.000]  就算說不到也可以派單張
[00:10:04.000 --> 00:10:08.000]  所以他參加了一些護衛的報道活動
[00:10:08.000 --> 00:10:13.000]  他自己祈禱求神讓他能夠見證信仰
[00:10:13.000 --> 00:10:16.000]  所以他說他派單張的時候
[00:10:16.000 --> 00:10:19.000]  有一次突然派給一位朋友
[00:10:19.000 --> 00:10:21.000]  不知為何對方好像很有心
[00:10:21.000 --> 00:10:23.000]  接了之後不會馬上走
[00:10:23.000 --> 00:10:26.000]  好像想知道多一點
[00:10:26.000 --> 00:10:30.000]  這位弟兄就鼓起勇氣跟他說信仰的事情
[00:10:30.000 --> 00:10:32.000]  一邊說一邊說
[00:10:32.000 --> 00:10:35.000]  突然間發覺對方很有心聽
[00:10:35.000 --> 00:10:40.000]  他又發覺自己為何可以說得這麼清楚
[00:10:40.000 --> 00:10:41.000]  然後之後他又被鼓勵
[00:10:41.000 --> 00:10:43.000]  他繼續找著機會
[00:10:43.000 --> 00:10:45.000]  有人願意去談的時候
[00:10:45.000 --> 00:10:48.000]  就跟人說述福音的事情
[00:10:48.000 --> 00:10:51.000]  然後他回來和大家一起分享見證的時候
[00:10:51.000 --> 00:10:53.000]  他說我很感謝神
[00:10:53.000 --> 00:10:57.000]  我想不到我可以說得清楚
[00:10:57.000 --> 00:11:02.000]  後來他大多數的一類的護衛報道聚會
[00:11:02.000 --> 00:11:04.000]  他都會參與
[00:11:04.000 --> 00:11:07.000]  他都開始在自己接觸到的朋友
[00:11:07.000 --> 00:11:09.000]  一些同事當中
[00:11:09.000 --> 00:11:13.000]  他講述主耶穌在他身上的工作
[00:11:13.000 --> 00:11:16.000]  這位弟兄你和他聊天的時候
[00:11:16.000 --> 00:11:20.000]  當時仍然感覺他好像有少少口齒不清
[00:11:20.000 --> 00:11:22.000]  但當他講福音的時候
[00:11:22.000 --> 00:11:25.000]  卻是講得很清楚
[00:11:25.000 --> 00:11:28.000]  這位弟兄後來成為一位宣教士
[00:11:28.000 --> 00:11:35.000]  是沒有人會預想到他會做一位宣教士
[00:11:35.000 --> 00:11:37.000]  每當我想起這位弟兄的時候
[00:11:37.000 --> 00:11:40.000]  我再次去相信一件事情
[00:11:40.000 --> 00:11:43.000]  就是上帝告訴我們知道
[00:11:43.000 --> 00:11:46.000]  上帝帶著權柄吩咐我們做的事情
[00:11:46.000 --> 00:11:48.000]  祂要幫助我們作成
[00:11:48.000 --> 00:11:51.000]  而人當去信從去依從的時候
[00:11:51.000 --> 00:11:55.000]  就經歷神的能力、恩典在我們身上
[00:11:55.000 --> 00:11:59.000]  第二方面大使命的焦點是基督
[00:11:59.000 --> 00:12:03.000]  另一方面就是大使命不單是福音的信息
[00:12:03.000 --> 00:12:06.000]  我們純粹講大使命講述對方的信息沒錯
[00:12:06.000 --> 00:12:11.000]  但大使命更加是講一種行為的標準
[00:12:11.000 --> 00:12:16.000]  或者說是要我們活出來的一種生活的行為
[00:12:16.000 --> 00:12:19.000]  所以你看到大使命所講的充滿著動詞
[00:12:19.000 --> 00:12:21.000]  從文法上講
[00:12:21.000 --> 00:12:27.000]  你會看到「所以你們要去要使萬民作我的門徒
[00:12:27.000 --> 00:12:29.000]  要為他們施洗
[00:12:29.000 --> 00:12:32.000]  要教導他們主耶穌的教訓」
[00:12:32.000 --> 00:12:35.000]  全部都是動詞
[00:12:35.000 --> 00:12:36.000]  因此你會發覺
[00:12:36.000 --> 00:12:39.000]  如果你只是明白了福音的信息
[00:12:39.000 --> 00:12:42.000]  你未曾聽從大使命
[00:12:42.000 --> 00:12:45.000]  直至你去行出來
[00:12:45.000 --> 00:12:47.000]  你去做出來的時候
[00:12:47.000 --> 00:12:51.000]  你才能夠去遵行大使命
[00:12:51.000 --> 00:12:53.000]  當然當這樣講的時候
[00:12:53.000 --> 00:12:56.000]  意味著你必須明白你的福音信仰
[00:12:56.000 --> 00:12:58.000]  當然當你信主的時候
[00:12:58.000 --> 00:12:59.000]  你跟別人講福音
[00:12:59.000 --> 00:13:00.000]  你一定會認識的
[00:13:00.000 --> 00:13:02.000]  因為你自己經歷過
[00:13:02.000 --> 00:13:04.000]  就講你自己怎樣信耶穌的經過
[00:13:04.000 --> 00:13:06.000]  已經是一種見證
[00:13:06.000 --> 00:13:09.000]  但當然當你繼續去分享的時候
[00:13:09.000 --> 00:13:13.000]  你需要明白福音的真理是甚麼
[00:13:13.000 --> 00:13:17.000]  我昨天星期六早上行街的時候
[00:13:17.000 --> 00:13:20.000]  回教會見到一位朋友
[00:13:20.000 --> 00:13:21.000]  一些學生
[00:13:21.000 --> 00:13:22.000]  他們賣旗
[00:13:22.000 --> 00:13:24.000]  星期六早上很多時候有人賣旗
[00:13:24.000 --> 00:13:26.000]  我幫他買支旗
[00:13:26.000 --> 00:13:27.000]  我順便問他
[00:13:27.000 --> 00:13:30.000]  「這次賣旗是為甚麼的?」
[00:13:30.000 --> 00:13:34.000]  然後那學生呆了一段時間
[00:13:34.000 --> 00:13:37.000]  呆了很多次
[00:13:37.000 --> 00:13:39.000]  然後跟著他說
[00:13:39.000 --> 00:13:42.000]  「很難講的」
[00:13:42.000 --> 00:13:44.000]  我以為他會解釋給我聽
[00:13:44.000 --> 00:13:46.000]  他說「很難講的」
[00:13:46.000 --> 00:13:49.000]  然後我也不再逗留了
[00:13:49.000 --> 00:13:51.000]  很奇怪
[00:13:51.000 --> 00:13:53.000]  似乎是應該他認識
[00:13:53.000 --> 00:13:55.000]  但他不知道
[00:13:55.000 --> 00:13:57.000]  更加重要的就是
[00:13:57.000 --> 00:13:59.000]  如果你已經認識耶穌
[00:13:59.000 --> 00:14:02.000]  你幫自己去明白福音
[00:14:02.000 --> 00:14:04.000]  你去深入
[00:14:04.000 --> 00:14:06.000]  以至你能夠去講
[00:14:06.000 --> 00:14:07.000]  你說你不懂
[00:14:07.000 --> 00:14:09.000]  有很多很多機會
[00:14:09.000 --> 00:14:10.000]  只要你把握住
[00:14:10.000 --> 00:14:14.000]  很多關於傳方的培訓課程
[00:14:14.000 --> 00:14:16.000]  一些護教課程
[00:14:16.000 --> 00:14:19.000]  一些信仰真理的教導課程
[00:14:19.000 --> 00:14:20.000]  你去明白
[00:14:20.000 --> 00:14:23.000]  否則你不能夠走出來
[00:14:23.000 --> 00:14:26.000]  大使命是必須需要你去進行
[00:14:26.000 --> 00:14:30.000]  否則你不是真正來接受大使命
[00:14:30.000 --> 00:14:31.000]  有些時候我們會誤會
[00:14:31.000 --> 00:14:36.000]  大使命就是使人作主的門徒
[00:14:36.000 --> 00:14:39.000]  這個答對了一半
[00:14:39.000 --> 00:14:41.000]  你記得在詳細講述時
[00:14:41.000 --> 00:14:44.000]  使誰作主的門徒
[00:14:44.000 --> 00:14:47.000]  使萬民作主的門徒
[00:14:47.000 --> 00:14:49.000]  上帝吩咐我們
[00:14:49.000 --> 00:14:50.000]  是讓其他的種族
[00:14:50.000 --> 00:14:51.000]  其他的民族
[00:14:51.000 --> 00:14:54.000]  都能夠聽到福音
[00:14:54.000 --> 00:14:57.000]  你說我做不到這麼多
[00:14:57.000 --> 00:14:58.000]  但你最低限度
[00:14:58.000 --> 00:15:01.000]  你可以為他們祈禱
[00:15:01.000 --> 00:15:03.000]  或者你透過不同的方式
[00:15:03.000 --> 00:15:04.000]  支持某些人
[00:15:04.000 --> 00:15:05.000]  某些機構
[00:15:05.000 --> 00:15:08.000]  來參與大使命
[00:15:08.000 --> 00:15:10.000]  向萬民傳方的事上
[00:15:10.000 --> 00:15:12.000]  或者你自己可以透過
[00:15:12.000 --> 00:15:14.000]  不同的程度
[00:15:14.000 --> 00:15:16.000]  在短宣、長宣
[00:15:16.000 --> 00:15:17.000]  在不同的方式
[00:15:17.000 --> 00:15:18.000]  但無論如何
[00:15:18.000 --> 00:15:19.000]  或多或少
[00:15:19.000 --> 00:15:21.000]  你總要參與
[00:15:21.000 --> 00:15:25.000]  在萬民得救的事上
[00:15:25.000 --> 00:15:27.000]  因為大使命的吩咐
[00:15:27.000 --> 00:15:30.000]  是指萬民作主的門徒
[00:15:30.000 --> 00:15:31.000]  當你這樣看的時候
[00:15:31.000 --> 00:15:32.000]  你會發覺聖經裏面
[00:15:32.000 --> 00:15:33.000]  很清楚地告訴我們
[00:15:33.000 --> 00:15:35.000]  你要去實行
[00:15:35.000 --> 00:15:36.000]  你要去真正的
[00:15:36.000 --> 00:15:39.000]  靠主的能力去作出來
[00:15:39.000 --> 00:15:40.000]  因此你會發覺
[00:15:40.000 --> 00:15:41.000]  在初期的教會
[00:15:41.000 --> 00:15:43.000]  領受了主耶穌的大使命之後
[00:15:43.000 --> 00:15:45.000]  他們一切的處境
[00:15:45.000 --> 00:15:48.000]  仍然是很堅定地進行大使命
[00:15:48.000 --> 00:15:50.000]  所以大家再看聖經的舍行傳
[00:15:50.000 --> 00:15:55.000]  其中的第八章
[00:15:55.000 --> 00:15:56.000]  在第八章的聖經裏面
[00:15:56.000 --> 00:15:57.000]  你會發覺當時教會
[00:15:57.000 --> 00:15:59.000]  面對著很大的困難
[00:15:59.000 --> 00:16:01.000]  很多的逼迫出現
[00:16:01.000 --> 00:16:03.000]  聖經提及到那位
[00:16:03.000 --> 00:16:05.000]  七個管理飯食的
[00:16:05.000 --> 00:16:07.000]  執事當中的屍體犯
[00:16:07.000 --> 00:16:09.000]  他被殺傷了
[00:16:09.000 --> 00:16:11.000]  因此整個耶路撒冷的教會
[00:16:11.000 --> 00:16:13.000]  受到很大的逼迫
[00:16:13.000 --> 00:16:15.000]  聖經提及到很多的教徒
[00:16:15.000 --> 00:16:18.000]  逃離到猶太和
[00:16:18.000 --> 00:16:21.000]  撒馬利亞其他城市裏面
[00:16:21.000 --> 00:16:23.000]  但那個時候仍然有很多
[00:16:23.000 --> 00:16:25.000]  逼迫的事情繼續發生
[00:16:25.000 --> 00:16:27.000]  第三節提到
[00:16:27.000 --> 00:16:30.000]  「素羅卻殘害教會
[00:16:30.000 --> 00:16:33.000]  逐家進去連男帶女
[00:16:33.000 --> 00:16:35.000]  拉去坐牢」
[00:16:35.000 --> 00:16:38.000]  這個素羅逼迫教徒
[00:16:38.000 --> 00:16:39.000]  逐家進去
[00:16:39.000 --> 00:16:41.000]  意味著很徹底
[00:16:41.000 --> 00:16:42.000]  他去到不同的地方
[00:16:42.000 --> 00:16:43.000]  不留餘地
[00:16:43.000 --> 00:16:46.000]  要將很多的男或女教徒
[00:16:46.000 --> 00:16:48.000]  都拉去坐牢
[00:16:48.000 --> 00:16:50.000]  後來聖經舍行傳二十二章
[00:16:50.000 --> 00:16:51.000]  更加提及到
[00:16:51.000 --> 00:16:54.000]  當時他甚至逼迫他們
[00:16:54.000 --> 00:16:56.000]  直到死地
[00:16:56.000 --> 00:16:59.000]  有教徒被殘殺
[00:16:59.000 --> 00:17:01.000]  但大家都知道
[00:17:01.000 --> 00:17:03.000]  這位素羅後來是誰
[00:17:03.000 --> 00:17:05.000]  後來是保羅
[00:17:05.000 --> 00:17:08.000]  今天我們見到
[00:17:08.000 --> 00:17:09.000]  中國內地教會
[00:17:09.000 --> 00:17:10.000]  面對很多逼迫
[00:17:10.000 --> 00:17:12.000]  在當時我自己
[00:17:12.000 --> 00:17:13.000]  一直居約祈禱
[00:17:13.000 --> 00:17:16.000]  我都為很多逼迫人的人祈禱
[00:17:16.000 --> 00:17:19.000]  或許神都能夠改變他們
[00:17:19.000 --> 00:17:21.000]  好像改變素羅
[00:17:21.000 --> 00:17:23.000]  變成保羅那樣
[00:17:23.000 --> 00:17:26.000]  他們有一天都去見證耶穌
[00:17:26.000 --> 00:17:28.000]  但神在當中很奇妙地工作
[00:17:28.000 --> 00:17:31.000]  雖然這時候的素羅逼迫教會
[00:17:31.000 --> 00:17:33.000]  但很多很多的弟兄姊妹
[00:17:33.000 --> 00:17:35.000]  他們怎樣反應呢?
[00:17:35.000 --> 00:17:38.000]  大家再留意第四節
[00:17:38.000 --> 00:17:40.000]  「那些分散的人」
[00:17:40.000 --> 00:17:43.000]  這裡不是說某些領袖
[00:17:43.000 --> 00:17:45.000]  或一些宣教士
[00:17:45.000 --> 00:17:46.000]  是所有弟兄姊妹
[00:17:46.000 --> 00:17:47.000]  分散到不同地方
[00:17:47.000 --> 00:17:49.000]  他們經過各地
[00:17:49.000 --> 00:17:53.000]  傳揚福音真道
[00:17:53.000 --> 00:17:55.000]  或者從人的角度看
[00:17:55.000 --> 00:17:57.000]  很自然
[00:17:57.000 --> 00:17:59.000]  一群弟兄姊妹受到逼迫
[00:17:59.000 --> 00:18:01.000]  他們都會留心
[00:18:01.000 --> 00:18:03.000]  會否要小心隱藏自己
[00:18:03.000 --> 00:18:06.000]  不要讓人知道自己的身份
[00:18:06.000 --> 00:18:07.000]  或者去到新的地方
[00:18:07.000 --> 00:18:10.000]  要留心找地方住
[00:18:10.000 --> 00:18:12.000]  要快點找到工作
[00:18:12.000 --> 00:18:14.000]  因為將來的生活
[00:18:14.000 --> 00:18:16.000]  沒有了依靠
[00:18:16.000 --> 00:18:18.000]  至於傳福音的事情
[00:18:18.000 --> 00:18:20.000]  見證主的事情
[00:18:20.000 --> 00:18:22.000]  遲些再說吧
[00:18:22.000 --> 00:18:24.000]  不是
[00:18:24.000 --> 00:18:26.000]  聖經很清楚地說
[00:18:26.000 --> 00:18:27.000]  在那些困難的日子
[00:18:27.000 --> 00:18:28.000]  迫迫的日子
