
[00:00:00.000 --> 00:00:02.180]  今年四十日生命更新之旅
[00:02:03.640 --> 00:02:10.720]  就是人到最後的終極審判面對的時候有什麼情況呢?
[00:02:10.720 --> 00:02:14.920]  用什麼標準去作為審判的原則呢?
[00:02:14.920 --> 00:02:17.480]  在這裏耶穌說
[00:02:17.480 --> 00:02:24.280]  當人去接待我弟兄當中最小的一個的時候
[00:02:24.280 --> 00:02:31.160]  會決定他永恆的遭遇是怎樣
[00:02:31.160 --> 00:02:36.080]  在這裏耶穌說不是用一個行善的標準
[00:02:36.080 --> 00:02:38.920]  不是用人有沒有一個憐憫的心
[00:02:38.920 --> 00:02:44.040]  有沒有一個實踐公義的態度
[00:02:44.040 --> 00:02:44.880]  不是
[00:02:44.880 --> 00:02:46.360]  在這裏耶穌說
[00:02:46.360 --> 00:02:52.160]  當人去接待我的小弟兄的時候
[00:02:52.160 --> 00:02:54.840]  就是跟從耶穌的人的時候
[00:02:54.840 --> 00:02:59.840]  這個人代表著反映這個人對耶穌的態度
[00:02:59.840 --> 00:03:05.040]  也反映這個人是否願意進入天國的態度
[00:03:05.040 --> 00:03:13.880]  可以說耶穌將自己跟從他的人的情況連成一體
[00:03:13.880 --> 00:03:18.640]  向跟從耶穌的人施憐憫
[00:03:18.640 --> 00:03:24.600]  就等於去接待耶穌這個身份
[00:03:24.600 --> 00:03:26.600]  可以這樣說
[00:03:26.600 --> 00:03:32.680]  當人對跟從耶穌的人
[00:03:32.680 --> 00:03:36.680]  很清楚知道一個門徒的身份的時候
[00:03:36.680 --> 00:03:38.120]  他願意有這樣的態度
[00:03:38.120 --> 00:03:45.360]  是反映了這個人願意一生跟從耶穌這個態度
[00:03:45.360 --> 00:03:47.720]  在32、33節那裏
[00:03:47.720 --> 00:03:51.960]  耶穌說一個將來要審判的人
[00:03:51.960 --> 00:03:54.440]  不單是猶太人
[00:03:54.440 --> 00:03:55.840]  也不單是外邦人
[00:03:55.840 --> 00:03:59.640]  這裏說到萬民將要受到審判
[00:03:59.640 --> 00:04:03.800]  所有的人都要在耶穌面前
[00:04:03.800 --> 00:04:06.560]  面對公義的制裁
[00:04:06.560 --> 00:04:09.320]  耶穌用了山羊和綿羊
[00:04:09.320 --> 00:04:17.400]  當時在很多日常生活中所見到的例子
[00:04:17.400 --> 00:04:22.120]  綿羊和山羊在白天的時候是混在一起的
[00:04:22.120 --> 00:04:23.360]  但到了晚上
[00:04:23.360 --> 00:04:25.120]  通常是將他們分開
[00:04:25.120 --> 00:04:29.720]  綿羊能夠抵禦一些冷空氣
[00:04:29.720 --> 00:04:32.920]  而山羊要聚在一起才能夠取暖
[00:04:32.920 --> 00:04:37.920]  所以通常是在晚上將他們分開
[00:04:37.920 --> 00:04:39.320]  也可以這樣說
[00:04:39.320 --> 00:04:40.560]  在這裏的比喻
[00:04:40.560 --> 00:04:44.200]  耶穌也用了當時的人常用的方法
[00:04:44.200 --> 00:04:45.320]  右邊和左邊
[00:04:45.320 --> 00:04:48.160]  右邊是代表著一種權力
[00:04:48.160 --> 00:04:50.160]  也代表著一種榮耀
[00:04:50.160 --> 00:04:52.920]  在34至40節
[00:04:52.920 --> 00:04:58.440]  耶穌將他的身份人子改變成君王
[00:04:58.440 --> 00:05:03.040]  可以說人子來到上帝的面前
[00:05:03.040 --> 00:05:06.600]  得到上帝賜給他的一個角度
[00:05:06.600 --> 00:05:10.600]  上帝的角度在最終極的時候
[00:05:10.600 --> 00:05:12.600]  得到一個完全的彰顯
[00:05:12.600 --> 00:05:14.600]  完全的實驗
[00:05:14.600 --> 00:05:16.880]  可以說耶穌將他的工作
[00:05:16.880 --> 00:05:22.000]  和上帝天父的心意連成在一起
[00:05:22.000 --> 00:05:23.600]  可以說耶穌在地上
[00:05:23.600 --> 00:05:27.960]  要完成上帝給他的工作和使命
[00:05:27.960 --> 00:05:31.080]  他對綿羊說
[00:05:31.080 --> 00:05:35.480]  你們這個蒙我父賜福的來到我面前
[00:05:35.480 --> 00:05:38.000]  這一班蒙福者
[00:05:38.000 --> 00:05:43.360]  哪些人可以受到上帝賜的福氣呢?
[00:05:43.360 --> 00:05:47.960]  取決於人對上帝的態度
[00:05:47.960 --> 00:05:50.480]  人如何反映對上帝的態度呢?
[00:05:50.480 --> 00:05:53.080]  就是他對耶穌的態度
[00:05:53.080 --> 00:05:56.360]  當人願意去跟從耶穌的時候
[00:05:56.360 --> 00:06:00.840]  就是表示他願意聽從天父的吩咐
[00:06:00.840 --> 00:06:02.840]  耶穌在這裡說
[00:06:02.840 --> 00:06:07.720]  這一班人是要將上帝創立世界以前
[00:06:07.720 --> 00:06:11.160]  已為人預備的永恆的天國
[00:06:11.160 --> 00:06:13.760]  賜給有福的人
[00:06:13.760 --> 00:06:15.120]  這個永恆的天國
[00:06:15.120 --> 00:06:17.680]  也代表著最重要的一個內容
[00:06:17.680 --> 00:06:21.600]  是永恆的可以與上帝在一起
[00:06:21.600 --> 00:06:25.040]  可以說這才是真正的榮耀
[00:06:25.040 --> 00:06:26.920]  真正的福分
[00:06:26.920 --> 00:06:30.160]  這也是上帝創造人的時候
[00:06:30.160 --> 00:06:32.160]  永恆的心意
[00:06:32.160 --> 00:06:34.840]  耶穌在這裡說
[00:06:34.840 --> 00:06:37.160]  哪些人可以進入這個天國
[00:06:37.160 --> 00:06:39.280]  哪些人可以永恆的與上帝在一起呢?
[00:06:39.280 --> 00:06:43.240]  就是那些願意去跟從耶穌的一班人
[00:06:43.600 --> 00:06:46.240]  在這裡可以說
[00:06:46.240 --> 00:06:50.360]  二人去問王的時候
[00:06:50.360 --> 00:06:52.560]  王的回答就是
[00:06:52.560 --> 00:06:56.880]  如果你做一些事情
[00:06:56.880 --> 00:06:59.080]  在我的小弟兄身上
[00:06:59.080 --> 00:07:04.240]  是代表著你尊重我所差派來的小弟兄
[00:07:04.240 --> 00:07:07.880]  也代表著你對我這一份尊重
[00:07:07.880 --> 00:07:10.480]  在這裡說到那些山羊
[00:07:10.480 --> 00:07:14.880]  去拒絕或者不接待跟從耶穌的人
[00:07:14.880 --> 00:07:17.960]  也反映他們這一班人
[00:07:17.960 --> 00:07:19.360]  就是這些山羊
[00:07:19.360 --> 00:07:25.480]  拒絕差派門徒來的那一位主
[00:07:25.480 --> 00:07:27.480]  其實這個也不是很難理解
[00:07:27.480 --> 00:07:29.600]  我們在中國裡面
[00:07:29.600 --> 00:07:32.320]  當有王朝的時候
[00:07:32.320 --> 00:07:35.080]  中國皇帝也派一些欽差大臣
[00:07:35.080 --> 00:07:37.480]  去到不同地方裡面工作
[00:07:37.480 --> 00:07:40.720]  當人們看到欽差大臣的時候
[00:07:40.720 --> 00:07:44.000]  這個人其實不是代表他自己
[00:07:44.000 --> 00:07:47.840]  是代表著背後差派來的那一位皇帝
[00:07:47.840 --> 00:07:53.360]  所以人們一定是很恭敬的去接待欽差大臣
[00:07:53.360 --> 00:07:56.080]  因為在那一刻他不是代表他自己
[00:07:56.080 --> 00:07:59.920]  是代表著差派來的那一位皇帝
[00:07:59.920 --> 00:08:02.320]  所以從這個角度去說
[00:08:02.320 --> 00:08:07.640]  當人願意去接待跟從耶穌的人
[00:08:07.640 --> 00:08:08.960]  在他有需要的時候
[00:08:08.960 --> 00:08:09.720]  幫助他的時候
[00:08:09.720 --> 00:08:16.320]  是反映了人願意去接受耶穌這個身份
[00:08:16.320 --> 00:08:19.520]  也願意去跟從耶穌這一位主
[00:08:19.520 --> 00:08:23.120]  在41至45節
[00:08:23.120 --> 00:08:31.960]  在這裡說對山羊的審判是相當的嚴厲
[00:08:31.960 --> 00:08:36.120]  那些綿羊所做的一些事
[00:08:36.120 --> 00:08:40.360]  落在跟從耶穌的人身上
[00:08:40.360 --> 00:08:43.720]  所以他們能夠永恆地和上帝在一起
[00:08:43.720 --> 00:08:48.560]  因為他們願意以耶穌為他們的主
[00:08:48.560 --> 00:08:50.680]  山羊他們拒絕
[00:08:50.680 --> 00:08:52.560]  他們不接受跟從耶穌的人
[00:08:52.560 --> 00:08:57.640]  是代表著他們拒絕接受耶穌為他們的主
[00:08:57.640 --> 00:09:03.760]  結果就是這群義人去到上帝的身邊
[00:09:03.760 --> 00:09:07.040]  而這些山羊被就坐到永遠的刑罰
[00:09:07.040 --> 00:09:10.440]  永遠跟上帝分離的一個狀況
[00:09:10.440 --> 00:09:14.240]  在這裡山羊去稱耶穌也是主
[00:09:14.240 --> 00:09:18.080]  但其實在這裡沒有重大意義
[00:09:18.080 --> 00:09:20.480]  可以說在這裡最終極審判的時候
[00:09:20.480 --> 00:09:21.640]  每一個人都知道
[00:09:21.640 --> 00:09:27.920]  耶穌就是統管宇宙萬有的那一位主
[00:09:27.920 --> 00:09:31.520]  上帝把所有的權柄交給耶穌
[00:09:31.520 --> 00:09:36.240]  在這裡無論什麼人
[00:09:36.240 --> 00:09:38.720]  信耶穌的人或不信耶穌的人
[00:09:38.720 --> 00:09:41.160]  客觀上都會稱耶穌為主
[00:09:41.160 --> 00:09:45.280]  都知道這個就是掌管全宇宙的那一位主
[00:09:45.280 --> 00:09:47.560]  但山羊在這裡
[00:09:47.560 --> 00:09:50.440]  在在生的時候
[00:09:50.440 --> 00:09:55.160]  他們沒有認真的態度去跟從耶穌
[00:09:55.160 --> 00:09:58.480]  沒有去接待耶穌為他們的主
[00:09:58.480 --> 00:10:01.160]  所以他們得到最後一個刑罰
[00:10:01.160 --> 00:10:06.360]  在這裡很綿羊的山羊一群人
[00:10:06.360 --> 00:10:09.840]  將他們很清楚地分開
[00:10:09.840 --> 00:10:11.440]  在這個比喻裡面
[00:10:11.440 --> 00:10:16.360]  可以說有幾個很重要的信息
[00:10:16.360 --> 00:10:21.560]  二人感到很奇怪
[00:10:21.560 --> 00:10:28.720]  為什麼他們可以被耶穌稱讚
[00:10:28.720 --> 00:10:32.040]  二人這些綿羊感到驚訝
[00:10:32.040 --> 00:10:36.160]  不是因為他們在地上
[00:10:36.160 --> 00:10:37.640]  他們很清楚知道
[00:10:37.640 --> 00:10:40.320]  我做了一些好事
[00:10:40.320 --> 00:10:42.960]  我接待了一些跟隨耶穌的人
[00:10:42.960 --> 00:10:44.280]  我有些憐憫
[00:10:44.280 --> 00:10:48.960]  所以得到王的稱讚
[00:10:48.960 --> 00:10:51.520]  從他們的反應很清楚知道
[00:10:51.520 --> 00:10:52.720]  這群綿羊
[00:10:52.720 --> 00:10:54.640]  我特別一提二人
[00:10:54.640 --> 00:10:57.720]  他們沒有想過用他們的行為
[00:10:57.720 --> 00:11:03.400]  可以賺取到進入天國的福分
[00:11:03.400 --> 00:11:09.320]  可以說他們所作的行為
[00:11:09.320 --> 00:11:11.920]  他們很清楚知道
[00:11:11.920 --> 00:11:14.800]  不是因為我做了什麼行為
[00:11:14.800 --> 00:11:18.480]  而可以進入天國
[00:11:18.480 --> 00:11:20.640]  他們沒有表示
[00:11:20.640 --> 00:11:23.440]  他們可以藉著他們的行為
[00:11:23.440 --> 00:11:24.960]  藉著憐憫
[00:11:24.960 --> 00:11:26.400]  藉著關心別人
[00:11:26.400 --> 00:11:29.440]  就可以得到一個沒世的獎賞
[00:11:29.440 --> 00:11:31.680]  可以說在這裡
[00:11:31.680 --> 00:11:35.040]  山羊也沒有表示
[00:11:35.040 --> 00:11:38.000]  如果他們知道
[00:11:38.000 --> 00:11:40.240]  如果做這些事
[00:11:40.240 --> 00:11:44.640]  就能夠進入天國的福分
[00:11:44.640 --> 00:11:47.360]  他們也沒有說
[00:11:47.360 --> 00:11:48.560]  我們一定不會做
[00:11:48.560 --> 00:11:50.560]  所以在這裡
[00:11:50.560 --> 00:11:53.360]  這個比喻可以說提出了
[00:11:53.360 --> 00:11:56.640]  耶穌說出了一個更深的層面
[00:11:56.640 --> 00:12:00.400]  就是山羊和綿羊
[00:12:00.400 --> 00:12:04.480]  假如人們認為
[00:12:04.480 --> 00:12:06.080]  我做某件事
[00:12:06.080 --> 00:12:09.600]  就可以得到永恆的福分
[00:12:09.600 --> 00:12:12.560]  只要我關心一些人
[00:12:12.560 --> 00:12:15.680]  有某些信耶穌的人有需要
[00:12:15.680 --> 00:12:16.720]  我關心他
[00:12:16.720 --> 00:12:20.480]  我就可以得到永恆的福分
[00:12:20.480 --> 00:12:23.280]  但耶穌想帶出的不是這樣
[00:12:23.280 --> 00:12:25.040]  不是要某一件事
[00:12:25.040 --> 00:12:26.640]  你做了某件事
[00:12:26.640 --> 00:12:28.080]  就可以進入天國
[00:12:28.080 --> 00:12:29.440]  用我們今天說的
[00:12:29.440 --> 00:12:32.320]  如果你列出了幾樣東西
[00:12:32.320 --> 00:12:36.880]  如果你每個星期上教會崇拜
[00:12:36.880 --> 00:12:38.400]  一個月有兩次
[00:12:38.400 --> 00:12:42.000]  每個星期讀聖經有三次
[00:12:42.000 --> 00:12:44.240]  這樣你就可以進入天國
[00:12:44.240 --> 00:12:48.960]  可能有些人會把焦點放在這方面
[00:12:48.960 --> 00:12:50.560]  但耶穌在這裡說
[00:12:50.560 --> 00:12:52.640]  不是人做了某件事
[00:12:52.640 --> 00:12:54.320]  有某件事的表現
[00:12:54.320 --> 00:12:58.240]  他就可以得到上帝的拯救
[00:12:58.240 --> 00:12:59.040]  不是
[00:12:59.040 --> 00:13:02.720]  耶穌說的是整個生命的本質
[00:13:02.720 --> 00:13:07.360]  就是說一個真正以耶穌為主的一群人
[00:13:07.360 --> 00:13:10.160]  他們應該的內心裡面
[00:13:10.160 --> 00:13:11.600]  是整個人
[00:13:11.600 --> 00:13:13.200]  是願意以耶穌為主
[00:13:13.200 --> 00:13:15.360]  願意以整個人的生命
[00:13:15.360 --> 00:13:16.960]  去跟從耶穌
[00:13:16.960 --> 00:13:18.480]  也真正的門徒
[00:13:18.480 --> 00:13:19.440]  他會學習
[00:13:19.440 --> 00:13:20.960]  上帝愛我們
[00:13:20.960 --> 00:13:23.200]  我如何去關心其他人
[00:13:23.200 --> 00:13:25.600]  如何去憐憫有需要的人
[00:13:25.600 --> 00:13:27.440]  不是一件事兩件事
[00:13:27.440 --> 00:13:30.000]  而是整個生命的本質
[00:13:30.000 --> 00:13:33.360]  從一個已經重生的人的生命
[00:13:33.360 --> 00:13:37.840]  去做出上帝所合乎喜悅的事
[00:13:37.840 --> 00:13:41.280]  所以耶穌在這裡帶出了一個很重要的方向
[00:13:41.280 --> 00:13:43.440]  不是做了什麼
[00:13:43.440 --> 00:13:44.960]  不是做了某些事
[00:13:44.960 --> 00:13:46.160]  你就可以進入天國
[00:13:46.160 --> 00:13:51.520]  其實從24章至25章一直在說這個問題
[00:13:51.520 --> 00:13:58.080]  就是究竟人如何去勉許上帝的審判
[00:13:58.080 --> 00:14:01.680]  得到永遠與上帝同在的福分
[00:14:01.680 --> 00:14:05.520]  都是建基於人對耶穌基本的態度
[00:14:05.520 --> 00:14:10.720]  這裡的焦點不是說人如何去關心窮人
[00:14:10.720 --> 00:14:12.240]  關心多少窮人
[00:14:12.240 --> 00:14:14.800]  或者關心受壓迫的人
[00:14:14.800 --> 00:14:19.600]  關心多少才叫做足夠進入天國這個門檻
[00:14:19.600 --> 00:14:21.840]  耶穌根本不是說這件事
[00:14:21.840 --> 00:14:24.720]  焦點是耶穌說的一件很基本的事
[00:14:24.720 --> 00:14:26.960]  就是人對耶穌的態度
[00:14:26.960 --> 00:14:30.240]  人對跟從耶穌的態度究竟是怎樣
[00:14:30.240 --> 00:14:33.280]  所以我們要從這個角度去理解這一段經文
[00:14:33.280 --> 00:14:35.360]  有很多人誤解這一段經文
[00:14:35.360 --> 00:14:37.680]  很多時候都是抽空去說
[00:14:37.680 --> 00:14:44.000]  做好事就會得到上帝的回報
[00:14:44.000 --> 00:14:47.120]  做壞事就會得到審判
[00:14:47.120 --> 00:14:49.520]  你關心人、憐憫人
[00:14:49.520 --> 00:14:52.720]  就會得到上帝賜給我們永恆的福分
[00:14:52.720 --> 00:14:54.720]  如果你抽空去看這段經文
[00:14:54.720 --> 00:14:57.920]  可能會給你一個錯誤的理解
[00:14:57.920 --> 00:15:00.320]  但如果你照整個脈絡
[00:15:00.320 --> 00:15:02.320]  或者這段經文再仔細去看
[00:15:02.320 --> 00:15:05.280]  基本上耶穌的重心
[00:15:05.280 --> 00:15:09.120]  一直都不是你做了什麼
[00:15:09.120 --> 00:15:11.360]  做得夠不夠
[00:15:11.360 --> 00:15:12.320]  不是
[00:15:12.320 --> 00:15:16.240]  而是更重要的、更基本的生命的本質
[00:15:16.240 --> 00:15:19.040]  究竟有沒有以耶穌為主
[00:15:19.040 --> 00:15:22.080]  有沒有以祂為你生命的主
[00:15:22.080 --> 00:15:24.960]  願意學習去遵守祂的吩咐
[00:15:24.960 --> 00:15:28.560]  這才是這段經文最重要的一個訊息
[00:15:28.560 --> 00:15:32.000]  而這個態度也決定了我們將來
[00:15:32.000 --> 00:15:34.320]  在終極審判的時候
[00:15:34.320 --> 00:15:37.120]  我們會去哪裡
[00:15:37.120 --> 00:15:39.120]  究竟是永遠和上帝一起
[00:15:39.120 --> 00:15:43.760]  還是永遠和上帝分離的一個很重要的原則
[00:15:43.760 --> 00:15:45.760]  24章至25章就是
[00:15:45.760 --> 00:15:50.560]  講了耶穌如何談論一個末世過程裡面
[00:15:50.560 --> 00:15:52.880]  我們應該有的一個態度
[00:15:52.880 --> 00:15:57.040]  在這裡我作一個總結
[00:15:57.040 --> 00:15:59.040]  我們六課裡面
[00:15:59.040 --> 00:16:01.040]  重要的訊息是講了什麼呢
[00:16:01.040 --> 00:16:02.800]  在六次的講道裡面
[00:16:02.800 --> 00:16:05.040]  在第一課裡面我們可以說
[00:16:05.040 --> 00:16:08.080]  驚心動魄、竭罪莫
[00:16:08.080 --> 00:16:09.680]  耶穌在這裡講到
[00:16:09.680 --> 00:16:14.480]  耶穌的復活到終極審判的期間
[00:16:14.480 --> 00:16:16.080]  這也叫做末世
[00:16:16.080 --> 00:16:17.680]  祂必再來
[00:16:17.680 --> 00:16:20.240]  去施行一個公義的審判
[00:16:20.240 --> 00:16:22.400]  所以人間沒有絕對的公義
[00:16:22.400 --> 00:16:24.400]  人間也沒有絕對的公平
[00:16:24.400 --> 00:16:30.480]  但是人必須要面對一個公義公平的審判
[00:16:30.480 --> 00:16:31.920]  在這個期間
[00:16:31.920 --> 00:16:34.880]  人類的社會因為人的罪性的緣故
[00:16:34.880 --> 00:16:37.040]  是會越來越差
[00:16:37.040 --> 00:16:39.200]  物質的文明可能會越來越進步
[00:16:39.200 --> 00:16:44.720]  但是人的內心所表現出來的那種生活、行為
[00:16:44.720 --> 00:16:48.000]  是會朝更差的方向繼續前進
[00:16:48.000 --> 00:16:51.840]  人會用更高的法命去犯罪
[00:16:51.840 --> 00:16:54.240]  物質文明的進步
[00:16:54.240 --> 00:16:58.640]  不是代表人性漸趨完善、漸趨完美
[00:16:58.640 --> 00:17:02.880]  反而顯露人用更大的能力
[00:17:02.880 --> 00:17:04.800]  或者更多的工具
[00:17:04.800 --> 00:17:09.280]  去將人的內心裡面的罪性完全發揮出來
[00:17:09.280 --> 00:17:12.000]  可以說世間無樂土
[00:17:12.000 --> 00:17:15.200]  耶穌說這個世界是不會有一個樂土在裡面的
[00:17:15.200 --> 00:17:19.440]  我們不要將指望放在今生任何一個地方
[00:17:19.440 --> 00:17:23.600]  因為這個世界有人的地方就有罪惡
[00:17:23.600 --> 00:17:25.360]  聖殿的閉位
[00:17:25.360 --> 00:17:28.400]  在主後六十多年的時間
[00:17:28.400 --> 00:17:30.800]  聖殿的完全拆毀
[00:17:30.800 --> 00:17:33.200]  是代表著末世開始
[00:17:33.200 --> 00:17:36.000]  一個進程已經開始
[00:17:36.000 --> 00:17:38.960]  聖殿的閉位是一個很大的表徵
[00:17:38.960 --> 00:17:40.400]  第二課
[00:17:40.400 --> 00:17:42.720]  風聲鶴唳響警號
[00:17:42.720 --> 00:17:44.480]  說到末世期間
[00:17:44.480 --> 00:17:47.200]  會有很多假先知出來
[00:17:47.200 --> 00:17:52.320]  甚至有很多人會自稱自己就是再來的救主
[00:17:52.320 --> 00:17:54.000]  我就是那個救主
[00:17:54.000 --> 00:17:56.800]  我就是再來的那個彌賽亞
[00:17:56.800 --> 00:17:59.040]  有很多人會受迷惑
[00:17:59.040 --> 00:18:02.160]  在這個世代裡面我們都看到很多這樣的情況
[00:18:02.160 --> 00:18:04.960]  越發展
[00:18:04.960 --> 00:18:06.800]  教教越發展的地方
[00:18:06.800 --> 00:18:08.000]  可能異端
[00:18:08.000 --> 00:18:10.240]  有更多的盛行
[00:18:10.240 --> 00:18:12.000]  但耶穌在這裡說出
[00:18:12.000 --> 00:18:15.360]  第一次來和第二次來有一個很大的分別
[00:18:15.360 --> 00:18:17.520]  第一次來降生
[00:18:17.520 --> 00:18:19.360]  是眾人都要找他
[00:18:19.360 --> 00:18:22.000]  所以我們都記得
[00:18:22.000 --> 00:18:25.200]  有幾個博士來到當中
[00:18:25.200 --> 00:18:28.160]  去拜見耶穌
[00:18:28.160 --> 00:18:29.280]  去朝拜耶穌
[00:18:29.280 --> 00:18:30.080]  找了很久
[00:18:30.080 --> 00:18:31.040]  找到了
[00:18:31.040 --> 00:18:33.280]  然後去朝拜耶穌
[00:18:33.280 --> 00:18:35.840]  但耶穌說他第二次再來是很不同的
[00:18:35.840 --> 00:18:37.600]  眾人不用找他
[00:18:37.600 --> 00:18:40.080]  每一個人都會看到他的再來
[00:18:40.080 --> 00:18:41.840]  所以如果今天有人說
[00:18:41.840 --> 00:18:43.120]  耶穌已經降生了
[00:18:43.120 --> 00:18:43.840]  在哪裡在哪裡
[00:18:43.840 --> 00:18:44.480]  你找他呢
[00:18:44.480 --> 00:18:45.760]  這個一定是錯的
[00:18:45.760 --> 00:18:47.040]  一定是假的
[00:18:47.040 --> 00:18:49.280]  耶穌說當他第二次降臨的時候
[00:18:49.280 --> 00:18:51.440]  每一個人都會見到他
[00:18:51.440 --> 00:18:53.760]  不需要去找他
[00:18:53.760 --> 00:18:57.040]  耶穌必定讓你去見到他
[00:18:57.040 --> 00:18:58.080]  第三課
[00:18:58.080 --> 00:19:00.560]  盡心竭力作主公
[00:19:00.560 --> 00:19:02.800]  耶穌在第三課裡面
[00:19:02.800 --> 00:19:06.720]  他講到在無花果樹的比喻
[00:19:06.720 --> 00:19:09.760]  耶穌用這個例子去講出了
[00:19:09.760 --> 00:19:13.040]  他沒有講明降臨的時間表是怎樣
[00:19:13.040 --> 00:19:16.240]  耶穌強調的不是那個日期
[00:19:16.240 --> 00:19:18.960]  不是要告訴別人
[00:19:18.960 --> 00:19:20.560]  告訴暗示你
[00:19:20.560 --> 00:19:22.560]  到某個時候我就會到了
[00:19:22.560 --> 00:19:24.400]  耶穌沒有講到那個日期
[00:19:24.400 --> 00:19:27.040]  當然耶穌會講
[00:19:27.040 --> 00:19:29.760]  在來之前會有什麼事發生
[00:19:29.760 --> 00:19:31.520]  但是絕對的日期
[00:19:31.520 --> 00:19:32.320]  耶穌沒有講
[00:19:32.320 --> 00:19:35.760]  因為耶穌不是要別人將焦點放在日期上
[00:19:35.760 --> 00:19:37.120]  而是強調
[00:19:37.200 --> 00:19:40.320]  一個人如何預備自己
[00:19:40.320 --> 00:19:44.000]  去迎接將要來審判的主
[00:19:44.000 --> 00:19:48.720]  重點是如何預備自己應有的態度
[00:19:48.720 --> 00:19:50.240]  所以耶穌說
[00:19:50.240 --> 00:19:52.240]  我們要做一個忠心的僕人
[00:19:52.240 --> 00:19:58.240]  主人派你去管理主人的資產
[00:19:58.240 --> 00:20:00.240]  或者主人給了你的責任
[00:20:00.240 --> 00:20:02.640]  你去如何好好完成
[00:20:02.640 --> 00:20:04.480]  作為一個好的僕人
[00:20:04.480 --> 00:20:05.840]  一個忠心的僕人
[00:20:05.840 --> 00:20:10.480]  去等待將要來的那一位主人
[00:20:10.480 --> 00:20:13.040]  在第四課中
[00:20:13.040 --> 00:20:15.680]  我們說「忠心職守遵主命」
[00:20:15.680 --> 00:20:17.200]  講了十個同類
[00:20:17.200 --> 00:20:20.160]  在這裡講到有五個愚拙的同類
[00:20:20.160 --> 00:20:21.680]  五個聰明的同類
[00:20:21.680 --> 00:20:25.040]  愚拙和聰明不是一個賞賜的問題
[00:20:25.040 --> 00:20:27.760]  而是有沒有救恩的問題
[00:20:27.760 --> 00:20:29.680]  五個愚拙的同類
[00:20:29.680 --> 00:20:30.640]  耶穌說
[00:20:30.640 --> 00:20:32.080]  他是不認識他們的
[00:20:32.080 --> 00:20:34.880]  不認識這五個愚拙的同類
[00:20:34.880 --> 00:20:39.200]  所以在這裡耶穌仍然帶出了
[00:20:39.200 --> 00:20:41.520]  不是警醒問題
[00:20:41.520 --> 00:20:43.920]  也不是警醒得夠不夠的問題
[00:20:43.920 --> 00:20:46.720]  而最核心的也是這個問題
[00:20:46.720 --> 00:20:50.000]  就是人對耶穌的態度究竟是怎樣
[00:20:50.000 --> 00:20:53.920]  他們有沒有真心的尊重這位主
[00:20:53.920 --> 00:20:57.840]  有沒有真心的跟從這位主耶穌
[00:20:57.840 --> 00:21:01.280]  在這裡他帶出了一個
[00:21:01.280 --> 00:21:03.840]  我們要有一個正確的態度
[00:21:03.840 --> 00:21:06.400]  去等待耶穌的再臨
[00:21:06.400 --> 00:21:08.320]  然後在第五課講到
[00:21:08.320 --> 00:21:11.120]  「進展所長,後主臨」
[00:21:11.120 --> 00:21:12.800]  在末日的時候
[00:21:12.800 --> 00:21:16.320]  或者在一個末世的時候
[00:21:16.320 --> 00:21:19.840]  信徒要面對很多的艱難
[00:21:19.840 --> 00:21:22.640]  很多客觀的環境的變遷
