
[00:00:00.000 --> 00:00:14.520]  其實這一句說話的「我是」與舊約希伯來外文出一及的三章
[00:04:27.160 --> 00:04:31.160]  我們市場有生命麵包,麵包是大麥
[00:04:31.160 --> 00:04:37.160]  當時是一個很普通的食物,隨處在以色列境外都可以找到的
[00:04:37.160 --> 00:04:44.160]  這個麵包當然很特別,因為耶穌說是從天上來的麵包
[00:04:44.160 --> 00:04:48.160]  並且這個是有關生命的麵包,很特別
[00:04:48.160 --> 00:04:52.160]  這個特別之處是,耶穌如何演繹呢?
[00:04:52.160 --> 00:05:01.160]  其實我們不是很容易明白的,不過在第一世紀的信徒聽眾來說,是很容易明白的
[00:05:01.160 --> 00:05:04.160]  一說到麵包,這件事
[00:05:04.160 --> 00:05:10.160]  所以耶穌就帶回舊約,新約有很多經文都是從舊約出來的
[00:05:10.160 --> 00:05:17.160]  帶回舊約的典故,這個典故就讓讀者聽眾明白到耶穌在說什麼
[00:05:17.160 --> 00:05:27.160]  這個典故就是出埃及記的時候,或者在曠野的時候,民眾吃了什麼
[00:05:27.160 --> 00:05:35.160]  在第31到33節,48到51節,耶穌將他和自己和摩西作一個對比
[00:05:35.160 --> 00:05:45.160]  那時候猶太人相信摩西帶領著以色列子民,並且在曠野當中供應以色列子民一切的所需
[00:05:45.160 --> 00:05:48.160]  包括馬拿,每天的供應
[00:05:48.160 --> 00:05:54.160]  並且他們現在看到,因為上文說到,有五千人的神蹟
[00:05:54.160 --> 00:05:59.160]  他們覺得,耶穌會不會是新的摩西呢?
[00:05:59.160 --> 00:06:04.160]  會不會現在就是每天供應我們日常生活糧食的那一位呢?
[00:06:04.160 --> 00:06:10.160]  會不會是這樣的?他會不會就是新的先知?
[00:06:10.160 --> 00:06:12.160]  有可能的
[00:06:12.160 --> 00:06:20.160]  不過耶穌不是這樣說的,他說其實在舊約當中,誰供應馬拿給以色列子民就不是摩西
[00:06:20.160 --> 00:06:28.160]  是天父上帝,天父從天上降下馬拿,所以是神自己的工作
[00:06:28.160 --> 00:06:36.160]  他也做了一個對比,對比就是說摩西是供應以色列子民四十年的馬拿
[00:06:36.160 --> 00:06:38.160]  不過所有人都會死的
[00:06:38.160 --> 00:06:46.160]  現在耶穌說不是,我供應的生命的糧,這個糧是從天上而來之外,並且是直到永遠的
[00:06:46.160 --> 00:06:50.160]  這個糧是不一樣的,是不會死的
[00:06:50.160 --> 00:06:57.160]  在這麼強烈的對比之下,耶穌就想告訴讀者,或者告訴當時的以色列子民
[00:06:57.160 --> 00:07:04.160]  天父差我,神的兒子,來到地上,將我的生命賜予給大家
[00:07:04.160 --> 00:07:09.160]  在27節說,這是一個印證,一個seal
[00:07:09.160 --> 00:07:17.160]  意思就是上帝天父神給了權柄給我,我是屬於上帝的,耶穌基督是屬於天父的
[00:07:17.160 --> 00:07:24.160]  他現在給了我生命,我就去分享給了這個世界
[00:07:24.160 --> 00:07:27.160]  將生命的主權交出來
[00:07:27.160 --> 00:07:34.160]  耶穌其實是在邀請聽眾去接受他的
[00:07:34.160 --> 00:07:41.160]  因為我將生命給了你,我給你,I give,give的時候,you take,你就接受
[00:07:41.160 --> 00:07:43.160]  所以為什麼在約翰福音一章十二節這麼說
[00:07:43.160 --> 00:07:49.160]  凡接待他的,就是信他名的人,他就似他們權柄作神的兒女
[00:07:49.160 --> 00:07:52.160]  接受,我給你禮物,你要接受
[00:07:52.160 --> 00:07:58.160]  現在耶穌說,我將我的生命給世界,看群眾接不接受,拿不拿這份禮物
[00:07:58.160 --> 00:08:04.160]  怎樣拿這份禮物呢?在第四十節,他會說,望著耶穌基督
[00:08:04.160 --> 00:08:13.160]  29節,47節就是信耶穌基督,37和45節就到耶穌基督那裡來
[00:08:13.160 --> 00:08:19.160]  也就是說,其實很簡單,我們概括總結一下說什麼
[00:08:19.160 --> 00:08:27.160]  耶穌說,我是生命的糧,我神天父差我來地上,將我的生命給出來,分派給你們
[00:08:27.160 --> 00:08:38.160]  你們就去接受,去相信我,去歡迎我,來到我庚前,接受我這份生命的糧
[00:08:38.160 --> 00:08:44.160]  也就是說,生命的糧本身是一份恩典,弟兄姊妹
[00:08:44.160 --> 00:08:51.160]  生命的糧,生命的糧不是我們賺取得來的,不是我們努力得來的
[00:08:51.160 --> 00:08:55.160]  我們得救是本乎恩,也恩著信
[00:08:55.160 --> 00:09:02.160]  並且經文多次提到,生命的糧,生命,耶穌基督給出來的是三一神的工作
[00:09:02.160 --> 00:09:11.160]  包括在38節,40節,他說這是天父的意思,天父將耶穌基督交出來
[00:09:11.160 --> 00:09:16.160]  這份生命的糧,如果不是天父的意思,沒有人能夠來到耶穌基督庚前
[00:09:16.160 --> 00:09:27.160]  然後他又說,這不單止是天父和子的工作,並且在63節,他說叫人得著活著的是靈
[00:09:27.160 --> 00:09:36.160]  是聖靈,在人的心裡做了一個工作,以致人能夠接受這份生命的糧
[00:09:36.160 --> 00:09:43.160]  沒有神的供應,沒有神自己的容許,沒有人能夠來到耶穌基督庚前
[00:09:43.160 --> 00:09:50.160]  今天我們每一個坐在這裡敬拜神,因為是神自己很奇妙的工作
[00:09:50.160 --> 00:09:56.160]  很獨特的工作,我們每一個都是神給我們這份禮物,以致我們領受這份禮物之後
[00:09:56.160 --> 00:10:04.160]  來敬拜神,歌頌神,跟從神
[00:10:04.160 --> 00:10:12.160]  當一個人信了耶穌之後,接受了這份生命的糧,神就在他生命裡做了一個工作
[00:10:12.160 --> 00:10:24.160]  這份是什麼工作呢?包括,第一,35節說到,他會不餓,也永遠不渴
[00:10:24.160 --> 00:10:32.160]  也就是說,他的生命是完全了,我等一下會再說是什麼意思
[00:10:32.160 --> 00:10:39.160]  第二,他是有永生,得著永遠的生命,他會復活的
[00:10:39.160 --> 00:10:43.160]  接受這份生命的糧,相信這份生命的糧,相信耶穌基督
[00:10:43.160 --> 00:10:52.160]  不單止自己現在是完整,完全,並且他會有一個復活的生命
[00:10:52.160 --> 00:11:01.160]  其實這正是作者約翰技術這麼多個signs,這麼多個神蹟的原因
[00:11:01.160 --> 00:11:08.160]  總結的時候,在20章30-31節,約翰福音只說一件事
[00:11:08.160 --> 00:11:12.160]  叫人去知道,技術這些事做什麼呢?
[00:11:12.160 --> 00:11:20.160]  叫人去相信耶穌是基督,叫人相信耶穌基督得生命
[00:11:20.160 --> 00:11:26.160]  這個生命是永恆的生命,與主結連的生命,豐盛的生命
[00:11:26.160 --> 00:11:38.160]  很多處經文,約翰福音是用生命這個字用得很多,生命的糧
[00:11:38.160 --> 00:11:42.160]  約翰繼續說,他記述這件故事的時候,說到耶穌
[00:11:42.160 --> 00:11:52.160]  他想聽眾繼續明白,什麼叫做接受這份生命的糧的意思
[00:11:52.160 --> 00:11:57.160]  他在53節說了一句很難聽的話,人們不太明白
[00:11:57.160 --> 00:12:03.160]  吃我的肉,喝我的血,當然肯定不是耶穌切線了
[00:12:03.160 --> 00:12:08.160]  也肯定不是耶穌在說吃人族,肯定不是這些
[00:12:08.160 --> 00:12:16.160]  其實吃我的肉,喝我的血,就是相信
[00:12:16.160 --> 00:12:27.160]  相信耶穌基督有能力,因著祂為我們的死亡流血,有能力拯救我們
[00:12:27.160 --> 00:12:34.160]  我們相信這件事,我們相信耶穌基督釘十字架為我們所死去的身體
[00:12:34.160 --> 00:12:40.160]  死去的每一滴血,有拯救我們離開罪惡的能力
[00:12:40.160 --> 00:12:43.160]  我們相信這件事
[00:12:43.160 --> 00:12:49.160]  這件事又帶我們去到同一個舊約典故
[00:12:49.160 --> 00:12:54.160]  其實吃我的肉,喝我的血,是一個典故
[00:12:54.160 --> 00:13:02.160]  我們知道,我們第三季有預告,我們第三季提出埃及記
[00:13:02.160 --> 00:13:05.160]  七、八、九月出埃及記
[00:13:05.160 --> 00:13:08.160]  出埃及記分三個大段落,大家知道吧
[00:13:08.160 --> 00:13:17.160]  頭大段落是神的拯救,為奴之地離開埃及,邁向迦南,是一個拯救
[00:13:17.160 --> 00:13:22.160]  接著是西乃山之約第十九章
[00:13:22.160 --> 00:13:28.160]  耶和華神和子民納約,我要作你的神,你們要作我的子民,納約
[00:13:28.160 --> 00:13:33.160]  納約完之後,才佔二十章,十屆
[00:13:33.160 --> 00:13:38.160]  所以,上帝和我們才有關係
[00:13:38.160 --> 00:13:42.160]  而這個關係,就帶動我們生生命
[00:13:42.160 --> 00:13:47.160]  怎樣活出生生命?遵守耶和華的律法
[00:13:47.160 --> 00:13:50.160]  遵守耶和華的律法,就活出生生命
[00:13:50.160 --> 00:13:53.160]  不過,我們能不能活出生生命?
[00:13:53.160 --> 00:13:55.160]  每一天,不能夠的
[00:13:55.160 --> 00:13:59.160]  為何不能夠?因為我們是罪人
[00:13:59.160 --> 00:14:03.160]  我們是罪人,每天都得罪神
[00:14:03.160 --> 00:14:08.160]  我們怎樣去服侍親近聖潔公義的神?
[00:14:08.160 --> 00:14:15.160]  出埃及記後歌,由二十四章打後,有這麼多的獻祭
[00:14:15.160 --> 00:14:21.160]  你需要獻祭,如果你不獻祭,就不能夠親近上帝
[00:14:21.160 --> 00:14:25.160]  所以舊約講這麼多禮祭是有原因的
[00:14:25.160 --> 00:14:30.160]  每天都要獻,每天都要獻
[00:14:30.160 --> 00:14:41.160]  我們從典故的背景,就明白耶穌基督的血和肉有什麼特別性
[00:14:41.160 --> 00:14:45.160]  為什麼這麼特別?希伯來書講得很清楚
[00:14:45.160 --> 00:14:49.160]  第十章,凡祭司天天都要侍奉神
[00:14:49.160 --> 00:14:54.160]  獻上同一樣的祭物,但祭物永不能除罪
[00:14:54.160 --> 00:15:02.160]  今天獻上祭物,明天也要獻,因為我們每天都犯罪,永不除罪
[00:15:02.160 --> 00:15:07.160]  唯有耶穌基督做了一次永遠的贖罪祭
[00:15:07.160 --> 00:15:10.160]  十字架是一次性的,永遠的贖罪祭
[00:15:10.160 --> 00:15:15.160]  他不單叫受敵在他的腳底下
[00:15:15.160 --> 00:15:22.160]  並且他能夠讓成性的人永遠完全
[00:15:22.160 --> 00:15:28.160]  當耶穌基督釘十字架,不單接受了一份禮物
[00:15:28.160 --> 00:15:33.160]  不單認順耶穌是我生命的救主
[00:15:33.160 --> 00:15:38.160]  並且這個關係,從今時直到永遠
[00:15:38.160 --> 00:15:46.160]  耶穌一次性獻祭,確保每一個相信他的人都能得著完全
[00:15:46.160 --> 00:15:49.160]  永遠完全,perfection
[00:15:49.160 --> 00:15:56.160]  由現在到永遠,我們和舊約的人一樣,都會犯罪
[00:15:56.160 --> 00:15:59.160]  但我們每一次都認罪,如何認罪?
[00:15:59.160 --> 00:16:04.160]  奉耶穌基督的名,每一次都有效
[00:16:04.160 --> 00:16:08.160]  每一次都能讓上帝跟前奉耶穌的名
[00:16:08.160 --> 00:16:12.160]  神看著耶穌基督的份上,赦免了我們的罪
[00:16:12.160 --> 00:16:16.160]  每一次都是,從今時直到永遠都是
[00:16:16.160 --> 00:16:22.160]  耶穌基督立了一個新約,這個新約是很不同的
[00:16:22.160 --> 00:16:26.160]  這個新約告訴我們,上在他裡面
[00:16:26.160 --> 00:16:31.160]  當我們接受耶穌基督的時候,有一個relational confidence
[00:16:31.160 --> 00:16:33.160]  即是一個納約性的關係
[00:16:33.160 --> 00:16:39.160]  永遠都是在上帝裡面
[00:16:39.160 --> 00:16:46.160]  這個關係,我們在下文,在約翰福音第十五章,時詩會說
[00:16:46.160 --> 00:16:50.160]  最後一課,我是葡萄樹之子,納約式的關係
[00:16:50.160 --> 00:16:57.160]  是一個怎樣的關係?上在我裡面,我也上在你裡面
[00:16:57.160 --> 00:17:05.160]  耶穌基督不是定世人的罪,耶穌基督是要拯救罪人
[00:17:05.160 --> 00:17:12.160]  透過一個生命的糧,這個糧本身是要付出的
[00:17:12.160 --> 00:17:15.160]  是要犧牲的,生命的糧,是要擺上的
[00:17:15.160 --> 00:17:19.160]  神自己,耶穌基督自己,獻上自己
[00:17:19.160 --> 00:17:26.160]  以致凡接受他的人,都得著這個寶貴的應許
[00:17:26.160 --> 00:17:28.160]  上,住在我裡面
[00:17:28.160 --> 00:17:37.160]  今天是,明天是,直到永遠都是
[00:17:37.160 --> 00:17:44.160]  當然我們要知道,我的肉,我的血,最能夠在現在活現的地方是哪裡呢?
[00:17:44.160 --> 00:17:49.160]  就是在我們的聖餐,每個月都有聖餐
[00:17:49.160 --> 00:17:53.160]  每個月我們都是在領受著,煮的餅,煮的杯
[00:17:53.160 --> 00:17:56.160]  也都能夠凸顯我們的信仰
[00:17:56.160 --> 00:17:58.160]  我們宣認什麼呢?
[00:17:58.160 --> 00:18:01.160]  最後那個字,你妹妹奉吃者餅,喝者杯
[00:18:01.160 --> 00:18:06.160]  是表明主曾經在二千年前釘十字架為我死
[00:18:06.160 --> 00:18:09.160]  並且今天仍然活著
[00:18:09.160 --> 00:18:12.160]  直到他再來
[00:18:12.160 --> 00:18:16.160]  宣導會是四重福音
[00:18:16.160 --> 00:18:20.160]  有十字架,也有冠冕的
[00:18:20.160 --> 00:18:27.160]  這個常在他裡面,領受著,煮的餅,煮的杯,常在他裡面
[00:18:27.160 --> 00:18:36.160]  經文是說完了,如果明白就明白,不明白就私下找我
[00:18:36.160 --> 00:18:39.160]  我幫你補課,補課
[00:18:39.160 --> 00:18:42.160]  生命的量就是這樣
[00:18:42.160 --> 00:18:46.160]  不過我想做些形容,關我什麼事?
[00:18:46.160 --> 00:18:51.160]  如果弟兄姊妹,真真實實
[00:18:51.160 --> 00:18:54.160]  很老實,我很少這麼認真
[00:18:54.160 --> 00:18:57.160]  如果真真實實接受生命的量
[00:18:57.160 --> 00:19:00.160]  你的生命有徹底的改變
[00:19:00.160 --> 00:19:06.160]  不是說我聖耶穌有永生那些
[00:19:06.160 --> 00:19:12.160]  不是說這些,你的日常生活一舉一動有徹底性的改變
[00:19:12.160 --> 00:19:17.160]  我告訴大家發生什麼事
[00:19:17.160 --> 00:19:22.160]  我們現在就目章三十五節
[00:19:22.160 --> 00:19:27.160]  耶穌說我是生命的羊,到我這裡來,就永不餓
[00:19:27.160 --> 00:19:30.160]  永遠都不會餓,必定不會餓
[00:19:30.160 --> 00:19:33.160]  信我的人就必定不會渴
[00:19:33.160 --> 00:19:37.160]  也就是說,當你領受生命的量
[00:19:37.160 --> 00:19:41.160]  你的生命完全的滿足
[00:19:41.160 --> 00:19:44.160]  明白嗎?一無所缺
[00:19:44.160 --> 00:19:47.160]  耶和華是我的目者,我必不自缺乏
[00:19:47.160 --> 00:19:52.160]  一無所缺
[00:19:52.160 --> 00:19:57.160]  不過我們生命當中,經常覺得我們有很多欠缺
[00:19:57.160 --> 00:20:00.160]  是不是?弟兄姊妹
[00:20:00.160 --> 00:20:04.160]  你現在問自己,你生命是不是有欠缺?
[00:20:04.160 --> 00:20:07.160]  誰說沒有欠缺的舉手?
[00:20:07.160 --> 00:20:10.160]  這個反問題
[00:20:10.160 --> 00:20:13.160]  誰說有欠缺的舉手?
[00:20:13.160 --> 00:20:16.160]  這些是勇敢的,不舉手的就騎牆
[00:20:16.160 --> 00:20:18.160]  是不是?很簡單
[00:20:18.160 --> 00:20:23.160]  每個人都有欠缺,我也有
[00:20:23.160 --> 00:20:28.160]  今天早上我在玩遊戲
[00:20:28.160 --> 00:20:33.160]  可以免費安裝AI的app
[00:20:33.160 --> 00:20:36.160]  試試看安裝吧,不如玩玩吧
[00:20:36.160 --> 00:20:39.160]  有些人玩得這麼開心,試試看安裝吧
[00:20:39.160 --> 00:20:43.160]  原來要付錢的app,立即刪除
[00:20:43.160 --> 00:20:45.160]  非常不滿足
[00:20:45.160 --> 00:20:48.160]  可以介紹一些不用錢的給我嗎?
[00:20:48.160 --> 00:20:52.160]  當然是付錢的,不安裝,立即刪除
[00:20:52.160 --> 00:20:56.160]  很不滿足,我們每一個人都有欠缺
[00:20:56.160 --> 00:21:00.160]  前三天,耳惑小組開組
[00:21:00.160 --> 00:21:03.160]  朱美帶我們查經,我真的很感恩
[00:21:03.160 --> 00:21:05.160]  這篇講的,我跟她沒有合作
[00:21:05.160 --> 00:21:08.160]  但她又帶了《文化數據》第十一章
[00:21:08.160 --> 00:21:10.160]  正正講到這件事
[00:21:10.160 --> 00:21:12.160]  講得很酷
[00:21:12.160 --> 00:21:15.160]  講什麼呢?《文化數據》第十一章
[00:21:15.160 --> 00:21:20.160]  它講以色列人又在發脾氣
[00:21:20.160 --> 00:21:21.160]  發什麼脾氣呢?
[00:21:21.160 --> 00:21:27.160]  它說:摩西,我以前在埃及又有魚吃,又有菜吃,什麼都有
[00:21:27.160 --> 00:21:30.160]  現在在曠野不是沒有
[00:21:30.160 --> 00:21:32.160]  只有一樣,是什麼?
[00:21:32.160 --> 00:21:36.160]  馬拿,天天吃馬拿
[00:21:36.160 --> 00:21:39.160]  你試試看天天吃龍蝦
[00:21:39.160 --> 00:21:42.160]  你試試看,今天吃龍蝦,明天吃
[00:21:42.160 --> 00:21:44.160]  吃了一輩子,吃了四十年
[00:21:44.160 --> 00:21:48.160]  你都厭了,真的只有馬拿
[00:21:48.160 --> 00:21:52.160]  摩西又跟耶和華說
[00:21:52.160 --> 00:21:56.160]  怎麼搞的,這批人很煩
[00:21:56.160 --> 00:21:59.160]  耶和華說給他們鵪鶉
[00:21:59.160 --> 00:22:03.160]  怎麼給呢?給到多到不得了
[00:22:03.160 --> 00:22:05.160]  怎麼多呢?
[00:22:05.160 --> 00:22:08.160]  從東去西走一整天
[00:22:08.160 --> 00:22:10.160]  南去北走一整天
[00:22:10.160 --> 00:22:12.160]  多高呢?一米高
[00:22:12.160 --> 00:22:20.160]  你可以想像,我想全個港島區都鋪滿了鵪鶉肉
[00:22:20.160 --> 00:22:22.160]  還誇張什麼呢?
[00:22:22.160 --> 00:22:24.160]  以色列子民在《文化數據》第十一章
[00:22:24.160 --> 00:22:25.160]  你回去看
[00:22:25.160 --> 00:22:27.160]  人們拿出去拿
[00:22:27.160 --> 00:22:29.160]  他們不是拿一隻兩隻
[00:22:29.160 --> 00:22:31.160]  譬如說有龍蝦
[00:22:31.160 --> 00:22:33.160]  我給你一百隻
[00:22:33.160 --> 00:22:35.160]  你吃都吐
[00:22:35.160 --> 00:22:37.160]  他們不是,拿了一整天
[00:22:37.160 --> 00:22:39.160]  不夠,第二天又拿
[00:22:39.160 --> 00:22:42.160]  處理人家誇張到鼻
[00:22:42.160 --> 00:22:45.160]  很誇張,每一個人都這樣拿
[00:22:45.160 --> 00:22:49.160]  沒可能的,怎麼拿這麼多
[00:22:49.160 --> 00:22:51.160]  其實是經文作用的貪字
[00:22:51.160 --> 00:22:56.160]  第三節,《文化數據》第十一章第四節和三十四節
[00:22:56.160 --> 00:22:58.160]  都說這些人是貪
[00:22:58.160 --> 00:23:01.160]  想說什麼?第十一章說到
[00:23:01.160 --> 00:23:04.160]  人是不會滿足的
[00:23:04.160 --> 00:23:06.160]  Never
[00:23:06.160 --> 00:23:08.160]  但日上而
[00:23:08.160 --> 00:23:10.160]  嘩,你們這麼wack
[00:23:10.160 --> 00:23:15.160]  你會的,這個世界很簡單
[00:23:15.160 --> 00:23:17.160]  我們活在一個物質世界
[00:23:17.160 --> 00:23:19.160]  我們活在一個物質世界
[00:23:19.160 --> 00:23:21.160]  沒有一樣東西,第四節
[00:23:21.160 --> 00:23:23.160]  沒有一樣東西會滿足到你
[00:23:23.160 --> 00:23:25.160]  iPhone14,15正在出
[00:23:25.160 --> 00:23:28.160]  沒有一樣東西滿足到你
[00:23:28.160 --> 00:23:33.160]  你問自己,我們每一個人都有缺陷
[00:23:33.160 --> 00:23:36.160]  那什麼可以滿足我們?
[00:23:36.160 --> 00:23:39.160]  深層的滿足?完全的滿足?
[00:23:39.160 --> 00:23:43.160]  生命的糧
[00:23:43.160 --> 00:23:45.160]  耶穌基督自己
[00:23:45.160 --> 00:23:47.160]  我是生命的糧
[00:23:47.160 --> 00:23:49.160]  吃我的,不會飢餓
[00:23:49.160 --> 00:23:53.160]  喝我的,不會口渴
[00:23:53.160 --> 00:23:55.160]  你來吧,到我跟前
[00:23:55.160 --> 00:23:57.160]  Come
[00:23:57.160 --> 00:24:06.160]  其實這個滿足是一個生命的轉移
[00:24:06.160 --> 00:24:08.160]  Life paradigm shift
[00:24:08.160 --> 00:24:10.160]  一個轉換
[00:24:10.160 --> 00:24:12.160]  交換
[00:24:12.160 --> 00:24:14.160]  我平時是這樣的
[00:24:14.160 --> 00:24:16.160]  一遇上更好的東西
[00:24:16.160 --> 00:24:18.160]  就會交換
[00:24:18.160 --> 00:24:20.160]  舊的東西你不會再要
[00:24:20.160 --> 00:24:22.160]  你要新的東西
[00:24:22.160 --> 00:24:24.160]  舉個例子
[00:24:24.160 --> 00:24:26.160]  今天Ken Sir不在
[00:24:26.160 --> 00:24:28.160]  我可以說他的事
[00:24:28.160 --> 00:24:30.160]  因為他post在Facebook
[00:24:30.160 --> 00:24:32.160]  念書,公開的
[00:24:32.160 --> 00:24:34.160]  公開我說他的事,沒問題
[00:24:34.160 --> 00:24:36.160]  不用approval
[00:24:36.160 --> 00:24:38.160]  他公開了
[00:24:38.160 --> 00:24:40.160]  他說看著女兒成長
[00:24:40.160 --> 00:24:42.160]  已經兩個月了,很開心
[00:24:42.160 --> 00:24:44.160]  很開心
[00:24:44.160 --> 00:24:46.160]  看到她成長
[00:24:46.160 --> 00:24:48.160]  又很苦惱
[00:24:48.160 --> 00:24:50.160]  不是因為睡得少
[00:24:50.160 --> 00:24:54.160]  不是,他說他很喜歡打機
[00:24:54.160 --> 00:24:56.160]  很喜歡打機
[00:24:56.160 --> 00:24:58.160]  但是有了女兒之後
[00:24:58.160 --> 00:25:00.160]  要照顧女兒
[00:25:00.160 --> 00:25:02.160]  要放下打機
[00:25:02.160 --> 00:25:04.160]  很苦惱
[00:25:04.160 --> 00:25:06.160]  很苦惱
[00:25:06.160 --> 00:25:08.160]  很慘嗎?
[00:25:08.160 --> 00:25:10.160]  不過他說
[00:25:10.160 --> 00:25:12.160]  看到女兒的成長
[00:25:12.160 --> 00:25:14.160]  看到這件事
[00:25:14.160 --> 00:25:16.160]  看到黃心悅
[00:25:16.160 --> 00:25:18.160]  黃寶寶這麼可愛的時候
[00:25:18.160 --> 00:25:20.160]  放下打機的時間
[00:25:20.160 --> 00:25:22.160]  值不值得?
[00:25:22.160 --> 00:25:24.160]  值得
[00:25:24.160 --> 00:25:26.160]  所以你們
[00:25:26.160 --> 00:25:28.160]  野青那些
[00:25:28.160 --> 00:25:30.160]  不要常常留在打機
[00:25:30.160 --> 00:25:32.160]  不要荼毒Ken Sir的生命
[00:25:32.160 --> 00:25:34.160]  荼毒Ken Sir的生命
[00:25:34.160 --> 00:25:36.160]  值得,肯定值得
[00:25:36.160 --> 00:25:38.160]  人為父母的也是
[00:25:38.160 --> 00:25:40.160]  照顧寶寶
[00:25:40.160 --> 00:25:42.160]  有這件事,或者跟他親近
[00:25:42.160 --> 00:25:44.160]  辛苦嗎?辛苦
[00:25:44.160 --> 00:25:46.160]  但是看到他的成長,很滿足
[00:25:46.160 --> 00:25:48.160]  很開心
[00:25:48.160 --> 00:25:50.160]  照顧孫子也是
[00:25:50.160 --> 00:25:52.160]  常常看到姚中很開心
[00:25:52.160 --> 00:25:54.160]  照顧他,玩他,很開心
[00:25:54.160 --> 00:25:56.160]  是吧
[00:25:56.160 --> 00:25:58.160]  一樣
[00:25:58.160 --> 00:26:00.160]  你沒遇上耶穌基督之前
[00:26:00.160 --> 00:26:02.160]  物質世界很滿足你
[00:26:02.160 --> 00:26:04.160]  是吧
