
[00:00:00.000 --> 00:00:07.800]  教會在傳統上定十月二十四日為紀念耶穌降生的日子
[00:02:37.800 --> 00:02:40.800]  讓一些動物
[00:02:40.800 --> 00:02:42.800]  即是不可以進入葡萄園裏面
[00:02:42.800 --> 00:02:45.000]  去傷害這些葡萄樹
[00:02:45.000 --> 00:02:49.400]  讓這些葡萄樹可以安穩地在當中生長
[00:02:49.400 --> 00:02:51.400]  然後蓋了一座樓
[00:02:51.400 --> 00:02:56.200]  這座樓是給一些工人休息
[00:02:56.200 --> 00:03:03.200]  或者作其他作用的一座樓
[00:03:03.200 --> 00:03:07.200]  然後挖了一個池
[00:03:07.200 --> 00:03:09.400]  這個壓軸池
[00:03:09.400 --> 00:03:12.000]  就是當葡萄摘下來了
[00:03:12.000 --> 00:03:16.400]  然後在池裏面壓成一些葡萄汁、葡萄酒
[00:03:16.400 --> 00:03:21.000]  整個安排都是相當的好
[00:03:21.000 --> 00:03:23.000]  做好所有的事情
[00:03:23.000 --> 00:03:27.000]  然後交給園戶、交給租戶
[00:03:27.000 --> 00:03:32.000]  讓他們能夠好好栽種這些葡萄樹
[00:03:32.000 --> 00:03:37.000]  然後這個園主就離開了
[00:03:37.000 --> 00:03:43.000]  定期派僕人來收取一些租金
[00:03:43.000 --> 00:03:47.000]  整個故事的開始就是這樣的一個表達
[00:03:47.000 --> 00:03:50.400]  然後這個園主差派僕人來的時候
[00:03:50.400 --> 00:03:53.000]  這些園戶是怎樣呢?
[00:03:53.000 --> 00:03:59.000]  這些園戶就是僕人來打他
[00:03:59.000 --> 00:04:01.000]  然後有些殺了他
[00:04:01.000 --> 00:04:02.000]  殺了這些僕人
[00:04:02.000 --> 00:04:04.000]  痛打僕人
[00:04:04.000 --> 00:04:06.000]  不交任何的租金
[00:04:06.000 --> 00:04:10.000]  然後這個園主就最後說
[00:04:10.000 --> 00:04:12.000]  很慨嘆地說
[00:04:12.000 --> 00:04:14.000]  我差派我的兒子去
[00:04:14.000 --> 00:04:17.000]  他們應該尊重我的兒子
[00:04:17.000 --> 00:04:20.000]  到最後結果是怎樣呢?
[00:04:20.000 --> 00:04:24.000]  這些園戶連他的兒子都殺了
[00:04:24.000 --> 00:04:25.000]  他們的想法就是
[00:04:25.000 --> 00:04:29.000]  這個就是承繼這個土地
[00:04:29.000 --> 00:04:31.000]  一個葡萄園的那個人
[00:04:31.000 --> 00:04:32.000]  我們殺了他
[00:04:32.000 --> 00:04:36.000]  我們就可以擁有這個葡萄園
[00:04:36.000 --> 00:04:41.000]  這個心腸的態度
[00:04:41.000 --> 00:04:44.000]  到最後其實在這段比喻裏
[00:04:44.000 --> 00:04:45.000]  所以說
[00:04:45.000 --> 00:04:49.000]  園主代表著上帝的寬容
[00:04:49.000 --> 00:04:52.000]  不會無限期的寬容下去
[00:04:52.000 --> 00:04:55.000]  而是最後會對一班的園戶
[00:04:55.000 --> 00:04:56.000]  一班的人
[00:04:56.000 --> 00:04:59.000]  作一個公平公義的審判
[00:04:59.000 --> 00:05:01.000]  這些園戶一開始
[00:05:01.000 --> 00:05:04.000]  可以說都是冷酷無情
[00:05:04.000 --> 00:05:07.000]  沒有想過要交任何的租金
[00:05:07.000 --> 00:05:09.000]  用我們今天的說話去說
[00:05:09.000 --> 00:05:11.000]  這一班是租霸
[00:05:11.000 --> 00:05:14.000]  來到租已經不打算去交租了
[00:05:14.000 --> 00:05:18.000]  打算霸佔這個地方
[00:05:18.000 --> 00:05:22.000]  到最後連上帝差派來的彌賽
[00:05:22.000 --> 00:05:25.000]  都殺了
[00:05:25.000 --> 00:05:28.000]  這個正正是上帝的寬容
[00:05:28.000 --> 00:05:29.000]  是有一個極限
[00:05:29.000 --> 00:05:31.000]  到最後上帝的審判
[00:05:31.000 --> 00:05:34.000]  會談到在這一班的園戶當中
[00:05:34.000 --> 00:05:38.000]  在耶穌最後那時的六個月裏
[00:05:38.000 --> 00:05:40.000]  耶穌已經一步一步很清楚的
[00:05:40.000 --> 00:05:42.000]  告訴一班門徒知道
[00:05:42.000 --> 00:05:44.000]  他進入耶路撒冷
[00:05:44.000 --> 00:05:46.000]  還有在耶路撒冷裏面
[00:05:46.000 --> 00:05:50.000]  不是要有一個武裝革命
[00:05:50.000 --> 00:05:52.000]  而是最後他要被殺
[00:05:52.000 --> 00:05:55.000]  去成就上帝的救贖計劃
[00:05:55.000 --> 00:05:57.000]  在這裏可以說
[00:05:57.000 --> 00:06:01.000]  耶穌用一個比喻的方式去教導
[00:06:01.000 --> 00:06:04.000]  警告一班猶太人或宗教領袖
[00:06:04.000 --> 00:06:06.000]  說出一個信息
[00:06:06.000 --> 00:06:11.000]  但這些宗教領袖明不明白呢
[00:06:11.000 --> 00:06:12.000]  他們明白的
[00:06:12.000 --> 00:06:14.000]  所以在經文裏面說
[00:06:14.000 --> 00:06:16.000]  他們知道耶穌說的比喻
[00:06:16.000 --> 00:06:18.000]  是針對他們來說的
[00:06:18.000 --> 00:06:21.000]  當耶穌給聽十字架之後
[00:06:21.000 --> 00:06:23.000]  過了幾個星期
[00:06:23.000 --> 00:06:24.000]  幾星期之後
[00:06:24.000 --> 00:06:26.000]  彼得再去公開說
[00:06:26.000 --> 00:06:30.000]  你們殺了上帝所高納的彌賽
[00:06:30.000 --> 00:06:32.000]  當時的人會想起
[00:06:32.000 --> 00:06:33.000]  幾星期前
[00:06:33.000 --> 00:06:37.000]  耶穌說過葡萄園的比喻
[00:06:37.000 --> 00:06:42.000]  他們更深的知道自己的罪過
[00:06:42.000 --> 00:06:43.000]  在這裏
[00:06:43.000 --> 00:06:47.000]  耶穌說這個比喻之後
[00:06:47.000 --> 00:06:49.000]  去問群眾
[00:06:49.000 --> 00:06:53.000]  究竟園主應該怎樣對待這些園戶呢
[00:06:53.000 --> 00:06:55.000]  這些人很清楚地說
[00:06:55.000 --> 00:07:00.000]  應該收回葡萄園
[00:07:00.000 --> 00:07:05.000]  交給能交果子的園戶
[00:07:05.000 --> 00:07:06.000]  這裏的意思是
[00:07:06.000 --> 00:07:12.000]  當一班園戶不能完成園主的要求的時候
[00:07:12.000 --> 00:07:14.000]  很合理地收回
[00:07:14.000 --> 00:07:17.000]  然後交給一些可以結果子的園戶
[00:07:17.000 --> 00:07:22.000]  這裏代表著上帝要設立一個新的群體
[00:07:22.000 --> 00:07:24.000]  以色列人
[00:07:24.000 --> 00:07:28.000]  上帝將一些責任交給他們
[00:07:28.000 --> 00:07:30.000]  宗教領袖是有責任的
[00:07:30.000 --> 00:07:32.000]  去教導一班以色列人
[00:07:32.000 --> 00:07:34.000]  能夠去敬畏上帝
[00:07:34.000 --> 00:07:37.000]  也引導其他外邦人去歸向上帝
[00:07:37.000 --> 00:07:40.000]  但現在一班宗教領袖
[00:07:40.000 --> 00:07:42.000]  沒有完成這個責任
[00:07:42.000 --> 00:07:44.000]  他們那個引導民族
[00:07:44.000 --> 00:07:47.000]  引導以色列人去敬畏上帝
[00:07:47.000 --> 00:07:49.000]  去遵行上帝的使命
[00:07:49.000 --> 00:07:50.000]  這種的角色
[00:07:50.000 --> 00:07:51.000]  他們沒有做
[00:07:51.000 --> 00:07:53.000]  而且整個民族
[00:07:53.000 --> 00:07:56.000]  可以說都沒有完成上帝的心意
[00:07:56.000 --> 00:08:00.000]  所以現在上帝將這個葡萄園
[00:08:00.000 --> 00:08:02.000]  交給另外一個新的群體
[00:08:02.000 --> 00:08:05.000]  去完成上帝的使命
[00:08:05.000 --> 00:08:08.000]  在這裏耶穌再用舊約聖經裏面
[00:08:08.000 --> 00:08:11.000]  詩篇118篇一節的經文
[00:08:11.000 --> 00:08:14.000]  講到將人所棄的石頭
[00:08:14.000 --> 00:08:17.000]  現在已經做了房閣的頭塊石頭
[00:08:17.000 --> 00:08:20.000]  意思就是將人覺得沒用
[00:08:20.000 --> 00:08:22.000]  其他人覺得沒用的一塊石頭
[00:08:22.000 --> 00:08:24.000]  但上帝看為寶貴
[00:08:24.000 --> 00:08:26.000]  已經作為一個建築物裏面
[00:08:26.000 --> 00:08:30.000]  一個很重要的一塊石頭
[00:08:30.000 --> 00:08:34.000]  耶穌說這個房閣的頭塊石頭
[00:08:34.000 --> 00:08:36.000]  可能是指地基一些的石頭
[00:08:36.000 --> 00:08:40.000]  也可能是指屋頂上一些的石頭
[00:08:40.000 --> 00:08:43.000]  如果屋頂上的石頭不安全的時候
[00:08:43.000 --> 00:08:45.000]  跌在樓上
[00:08:45.000 --> 00:08:48.000]  跌下來會砸傷一些人
[00:08:48.000 --> 00:08:51.000]  所以耶穌在這裏用了一個圖像
[00:08:51.000 --> 00:08:56.000]  去形容上帝怎樣看待耶穌的身份
[00:08:56.000 --> 00:08:58.000]  其實這一段經文
[00:08:58.000 --> 00:09:00.000]  首先在詩篇的時候
[00:09:00.000 --> 00:09:02.000]  可能是講到大衛
[00:09:02.000 --> 00:09:05.000]  當時上帝要高立大衛的時候
[00:09:05.000 --> 00:09:08.000]  眾人都不覺得大衛是適合的
[00:09:08.000 --> 00:09:09.000]  他的家人
[00:09:09.000 --> 00:09:14.000]  大衛只是一個很年幼的青年人
[00:09:14.000 --> 00:09:17.000]  然後撒姆爾去看待大衛的時候
[00:09:17.000 --> 00:09:18.000]  都不覺得
[00:09:18.000 --> 00:09:22.000]  一開始就說大衛是適合做以色列的王
[00:09:22.000 --> 00:09:24.000]  仗人所棄
[00:09:24.000 --> 00:09:26.000]  但是上帝和撒姆爾說
[00:09:26.000 --> 00:09:29.000]  這個就是我所揀選的
[00:09:29.000 --> 00:09:32.000]  那個要成為以色列王的那個人
[00:09:32.000 --> 00:09:35.000]  眾人所棄
[00:09:35.000 --> 00:09:40.000]  但是上帝認定揀選的一個寶貴的器皿
[00:09:40.000 --> 00:09:43.000]  耶穌用了這段經文去指導他自己
[00:09:43.000 --> 00:09:47.000]  上帝去看待他自己的身份
[00:09:47.000 --> 00:09:49.000]  眾人遺棄他
[00:09:49.000 --> 00:09:56.000]  但是上帝就揀選他成為了拯救人類的一個很重要的方法
[00:09:56.000 --> 00:10:01.000]  讓他承擔在十字架上拯救全人類的罪
[00:10:01.000 --> 00:10:04.000]  在這裡可以說
[00:10:04.000 --> 00:10:09.000]  這一班宗教的領袖
[00:10:09.000 --> 00:10:11.000]  法利賽和薩都該人
[00:10:11.000 --> 00:10:15.000]  他們知道耶穌指著他們來說
[00:10:15.000 --> 00:10:17.000]  但是聽完耶穌的警告之後
[00:10:17.000 --> 00:10:21.000]  他們的反應是怎樣呢?
[00:10:21.000 --> 00:10:25.000]  他們的反應是想捉拿耶穌
[00:10:25.000 --> 00:10:27.000]  不過,他們懼怕眾人
[00:10:27.000 --> 00:10:32.000]  因為眾人以耶穌為先知
[00:10:32.000 --> 00:10:35.000]  所以他們不敢去捉拿耶穌
[00:10:35.000 --> 00:10:37.000]  在這裡可以說
[00:10:37.000 --> 00:10:43.000]  耶穌給一班宗教領袖一個很嚴重的警告
[00:10:43.000 --> 00:10:45.000]  但是他們沒有聽這些警告
[00:10:45.000 --> 00:10:48.000]  到最後還引導眾人
[00:10:48.000 --> 00:10:50.000]  定耶穌的罪
[00:10:50.000 --> 00:10:52.000]  釘在十字架上
[00:10:52.000 --> 00:10:56.000]  在整個經文裡
[00:10:56.000 --> 00:11:03.000]  我們看到一些什麼反省和思想的地方呢?
[00:11:03.000 --> 00:11:07.000]  在這段經文裡
[00:11:07.000 --> 00:11:08.000]  可以說
[00:11:08.000 --> 00:11:14.000]  上帝怎樣去對人間的寬容
[00:11:14.000 --> 00:11:17.000]  對人的一種寬容
[00:11:17.000 --> 00:11:20.000]  但是人怎樣去反應呢?
[00:11:20.000 --> 00:11:22.000]  整段經文是說
[00:11:22.000 --> 00:11:25.000]  上帝寬容以色列人
[00:11:25.000 --> 00:11:27.000]  寬容這些宗教領袖
[00:11:27.000 --> 00:11:29.000]  但是人心卻是盲目
[00:11:29.000 --> 00:11:32.000]  在舊約聖經裡
[00:11:32.000 --> 00:11:35.000]  上帝去差派不同的先知
[00:11:35.000 --> 00:11:37.000]  在不同的時代裡
[00:11:37.000 --> 00:11:39.000]  去宣講上帝的話
[00:11:39.000 --> 00:11:41.000]  去提醒一班以色列人
[00:11:41.000 --> 00:11:43.000]  你們已經犯罪離開我了
[00:11:43.000 --> 00:11:45.000]  你們要悔改歸向我
[00:11:45.000 --> 00:11:48.000]  一代一代地去差派不同的人
[00:11:48.000 --> 00:11:51.000]  去警告一班以色列人
[00:11:51.000 --> 00:11:53.000]  警告一班宗教領袖
[00:11:53.000 --> 00:11:56.000]  但是在舊約聖經裡的記載
[00:11:56.000 --> 00:11:58.000]  有很多是先知
[00:11:58.000 --> 00:12:01.000]  有些先知是被當時的以色列人打死的
[00:12:01.000 --> 00:12:03.000]  就像這個比喻所說的一樣
[00:12:03.000 --> 00:12:04.000]  到最後
[00:12:04.000 --> 00:12:06.000]  上帝的寬容
[00:12:06.000 --> 00:12:08.000]  去到一個極限
[00:12:08.000 --> 00:12:10.000]  就是差派他的兒子來到
[00:12:10.000 --> 00:12:15.000]  讓他的兒子同樣被他們殺害
[00:12:15.000 --> 00:12:17.000]  上帝的寬容
[00:12:17.000 --> 00:12:20.000]  是不是沒有代價的呢?
[00:12:20.000 --> 00:12:23.000]  聖誕節紀念耶穌的降生
[00:12:23.000 --> 00:12:24.000]  耶穌來到地上
[00:12:24.000 --> 00:12:25.000]  我們說一個
[00:12:25.000 --> 00:12:27.000]  如果你上了教會沒多久
[00:12:27.000 --> 00:12:28.000]  你聽見一個這樣的訊息
[00:12:28.000 --> 00:12:30.000]  就是為什麼耶穌要降生在地上
[00:12:30.000 --> 00:12:32.000]  就是為世人的罪
[00:12:32.000 --> 00:12:34.000]  今天我們在勁敗小組裡
[00:12:34.000 --> 00:12:35.000]  德克薩諸司歌
[00:12:35.000 --> 00:12:39.000]  其中一節的經文
[00:12:39.000 --> 00:12:40.000]  我們經常去背
[00:12:40.000 --> 00:12:42.000]  就是你上了教會一段時間
[00:12:42.000 --> 00:12:44.000]  你應該都會背的一段聖經是什麼呢?
[00:12:44.000 --> 00:12:45.000]  「神愛世人
[00:12:45.000 --> 00:12:48.000]  甚至將他的獨生子賜給他們
[00:12:48.000 --> 00:12:50.000]  叫一切信他的不至滅亡
[00:12:50.000 --> 00:12:52.000]  反得永生」
[00:12:52.000 --> 00:12:56.000]  耶穌的降生是不是沒有代價的呢?
[00:12:56.000 --> 00:12:58.000]  在聖誕節裡
[00:12:58.000 --> 00:12:59.000]  當我們去紀念耶穌的降生的時候
[00:12:59.000 --> 00:13:00.000]  讓我們思想
[00:13:00.000 --> 00:13:03.000]  耶穌的降生是付出很大的代價
[00:13:03.000 --> 00:13:04.000]  又或者這麼說
[00:13:04.000 --> 00:13:06.000]  上帝的寬容
[00:13:06.000 --> 00:13:07.000]  對我們的寬容
[00:13:07.000 --> 00:13:09.000]  都付出很大的代價
[00:13:09.000 --> 00:13:13.000]  耶穌降生意味著
[00:13:13.000 --> 00:13:16.000]  祂從天上而來
[00:13:16.000 --> 00:13:18.000]  祂本有尊榮的身份
[00:13:18.000 --> 00:13:20.000]  我們說我們相信三位一體的上帝
[00:13:20.000 --> 00:13:21.000]  聖父是上帝
[00:13:21.000 --> 00:13:22.000]  聖子是上帝
[00:13:22.000 --> 00:13:24.000]  聖靈是上帝
[00:13:24.000 --> 00:13:27.000]  耶穌本有尊貴的榮耀的身份
[00:13:27.000 --> 00:13:32.000]  但是祂捨棄這個尊貴的身份
[00:13:32.000 --> 00:13:36.000]  來到人間成為一個完全的一個人
[00:13:36.000 --> 00:13:37.000]  有人的身體
[00:13:37.000 --> 00:13:39.000]  有人的整個生命
[00:13:39.000 --> 00:13:42.000]  去生活在地上三十多年的時間
[00:13:42.000 --> 00:13:47.000]  在今天這個社會裡
[00:13:47.000 --> 00:13:49.000]  有一種義工我們很尊敬
[00:13:49.000 --> 00:13:51.000]  無國界醫生
[00:13:51.000 --> 00:13:53.000]  他們有一班醫護人員
[00:13:53.000 --> 00:13:56.000]  去到一些很落後的地區
[00:13:56.000 --> 00:13:58.000]  去幫助有需要的人
[00:13:58.000 --> 00:14:00.000]  可以說一班醫護人員
[00:14:00.000 --> 00:14:02.000]  他們放棄高薪厚職
[00:14:02.000 --> 00:14:04.000]  很舒服的環境
[00:14:04.000 --> 00:14:06.000]  去到一些很落後的地方
[00:14:06.000 --> 00:14:07.000]  幫助有需要的人
[00:14:07.000 --> 00:14:09.000]  但是從另一個角度去說
[00:14:09.000 --> 00:14:11.000]  我們可以說上帝愛我們
[00:14:11.000 --> 00:14:15.000]  祂不願意看見自己所創造的人
[00:14:15.000 --> 00:14:18.000]  生活在罪惡、痛苦當中
[00:14:18.000 --> 00:14:20.000]  所以來到人間
[00:14:20.000 --> 00:14:23.000]  祂放棄了自己尊貴的一個身份
[00:14:23.000 --> 00:14:26.000]  成為一個人
[00:14:26.000 --> 00:14:27.000]  所以我經常說
[00:14:27.000 --> 00:14:29.000]  如果家裡有一個寵物的時候
[00:14:29.000 --> 00:14:30.000]  你會不會
[00:14:30.000 --> 00:14:32.000]  你的寵物病了
[00:14:32.000 --> 00:14:33.000]  你第一時間
[00:14:33.000 --> 00:14:34.000]  最好就是
[00:14:34.000 --> 00:14:35.000]  已經是很好的主人
[00:14:35.000 --> 00:14:37.000]  你要帶牠去看動物醫生
[00:14:37.000 --> 00:14:39.000]  但我想我們都沒有想過
[00:14:39.000 --> 00:14:41.000]  我們會變成一個動物醫生
[00:14:41.000 --> 00:14:43.000]  一個動物去醫治牠
[00:14:43.000 --> 00:14:45.000]  我想我們想都沒有想過
[00:14:45.000 --> 00:14:47.000]  但是上帝卻是
[00:14:47.000 --> 00:14:49.000]  祂自己親自變成一個人
[00:14:49.000 --> 00:14:53.000]  去成為一個完全的人
[00:14:53.000 --> 00:14:54.000]  去拯救我們
[00:14:54.000 --> 00:14:57.000]  所以第一方面
[00:14:57.000 --> 00:14:59.000]  上帝的寬容
[00:14:59.000 --> 00:15:00.000]  是要付很大的代價
[00:15:00.000 --> 00:15:03.000]  祂要放棄自己尊貴的身份
[00:15:03.000 --> 00:15:06.000]  尊貴榮耀的地位
[00:15:06.000 --> 00:15:08.000]  第二方面就是
[00:15:08.000 --> 00:15:12.000]  祂不單放棄自己尊貴榮耀的身份和地位
[00:15:12.000 --> 00:15:18.000]  而且祂還來到一個罪人的世界當中
[00:15:18.000 --> 00:15:20.000]  我們都有一個經驗
[00:15:20.000 --> 00:15:25.000]  當你穿一件衣服很光鮮的時候
[00:15:25.000 --> 00:15:27.000]  突然間有一些污漬
[00:15:27.000 --> 00:15:29.000]  弄在你的身上
[00:15:29.000 --> 00:15:33.000]  你個人都不會很舒服
[00:15:33.000 --> 00:15:37.000]  但是耶穌捨棄祂尊貴的身份
[00:15:37.000 --> 00:15:38.000]  來到人間
[00:15:38.000 --> 00:15:40.000]  祂要除了放棄
[00:15:40.000 --> 00:15:43.000]  或放下祂的尊貴身份的時候
[00:15:43.000 --> 00:15:45.000]  祂還來到一個罪惡的人間
[00:15:45.000 --> 00:15:47.000]  忍受罪人的頂撞
[00:15:47.000 --> 00:15:53.000]  到最後被祂所愛的罪人釘在十字架上
[00:15:53.000 --> 00:15:56.000]  為的就是要拯救這些罪人
[00:15:56.000 --> 00:15:59.000]  所以耶穌
[00:15:59.000 --> 00:16:01.000]  上帝對我們的寬容
[00:16:01.000 --> 00:16:02.000]  其實不是沒有代價
[00:16:02.000 --> 00:16:04.000]  是要付很大的代價
[00:16:04.000 --> 00:16:05.000]  第三方面
[00:16:05.000 --> 00:16:07.000]  更重要的代價就是
[00:16:07.000 --> 00:16:09.000]  耶穌被釘在十字架上的時候
[00:16:09.000 --> 00:16:11.000]  祂說了七句話
[00:16:11.000 --> 00:16:12.000]  叫做「十加七言」
[00:16:12.000 --> 00:16:14.000]  其中一句話就是
[00:16:14.000 --> 00:16:20.000]  「你為甚麼離棄我?」
[00:16:20.000 --> 00:16:24.000]  在上帝和耶穌的關係
[00:16:24.000 --> 00:16:26.000]  永恆的關係裡
[00:16:26.000 --> 00:16:27.000]  都很緊密
[00:16:27.000 --> 00:16:28.000]  三為一體的上帝
[00:16:28.000 --> 00:16:29.000]  很緊密
[00:16:29.000 --> 00:16:32.000]  緊密到一個地步是不可分離的
[00:16:32.000 --> 00:16:34.000]  但是在永恆的時間裡
[00:16:34.000 --> 00:16:36.000]  曾經有一刻
[00:16:36.000 --> 00:16:38.000]  耶穌和上帝是分離的
[00:16:38.000 --> 00:16:41.000]  就是耶穌被釘在十字架上那一刻
[00:16:41.000 --> 00:16:44.000]  祂將承擔全人類的罪在祂身上
[00:16:44.000 --> 00:16:47.000]  所以上帝去看耶穌是一個大罪人的身份
[00:16:47.000 --> 00:16:50.000]  上帝「以面不看耶穌」
[00:16:50.000 --> 00:16:52.000]  所以耶穌是一個「呼喊父啊」
[00:16:52.000 --> 00:16:54.000]  「為甚麼離棄我?」
[00:16:54.000 --> 00:16:57.000]  一個很大的沉痛在那一刻裡
[00:16:57.000 --> 00:16:59.000]  我們很難想像那種沉痛有多大
[00:16:59.000 --> 00:17:00.000]  但是耶穌那一刻
[00:17:00.000 --> 00:17:03.000]  就是忍受和分離的痛楚
[00:17:03.000 --> 00:17:05.000]  為了要去拯救我們
[00:17:05.000 --> 00:17:07.000]  去愛我們這群罪人
[00:17:07.000 --> 00:17:09.000]  承擔這種的痛楚
[00:17:09.000 --> 00:17:12.000]  但是人心是如何呢?
[00:17:12.000 --> 00:17:14.000]  上帝的寬容是很大的
[00:17:14.000 --> 00:17:16.000]  人心卻是麻木的
[00:17:16.000 --> 00:17:18.000]  在元戶裡
[00:17:18.000 --> 00:17:20.000]  他的心態就是
[00:17:20.000 --> 00:17:23.000]  我才是葡萄園的主人
[00:17:23.000 --> 00:17:25.000]  他不懼怕上帝
[00:17:25.000 --> 00:17:27.000]  他懼怕人
[00:17:27.000 --> 00:17:28.000]  他不懼怕元主
[00:17:28.000 --> 00:17:30.000]  他不怕元主
[00:17:30.000 --> 00:17:32.000]  但是他怕眾人
[00:17:32.000 --> 00:17:34.000]  這個對比很有意思
[00:17:34.000 --> 00:17:36.000]  很多時候
[00:17:36.000 --> 00:17:38.000]  我們不懼怕上帝
[00:17:38.000 --> 00:17:40.000]  但是我們怕人
[00:17:40.000 --> 00:17:42.000]  如何去看待我們
[00:17:42.000 --> 00:17:45.000]  或者怕人對我們做一些事
[00:17:45.000 --> 00:17:52.000]  我們相信上帝的人
[00:17:52.000 --> 00:17:54.000]  讓我們提醒我們這一點
[00:17:54.000 --> 00:17:56.000]  讓我們不是懼怕人
[00:17:56.000 --> 00:17:58.000]  我們是懼怕上帝
[00:17:58.000 --> 00:18:00.000]  我們敬畏上帝
[00:18:00.000 --> 00:18:02.000]  我們尊重人
[00:18:02.000 --> 00:18:03.000]  我們敬畏上帝
[00:18:03.000 --> 00:18:06.000]  應該存有一個尊重人的心態
[00:18:06.000 --> 00:18:09.000]  但是這個元戶一個很錯誤的心態
[00:18:09.000 --> 00:18:11.000]  上帝不懼怕
[00:18:11.000 --> 00:18:14.000]  但是卻是怕人間裡
[00:18:14.000 --> 00:18:17.000]  其他人的一些情況
[00:18:17.000 --> 00:18:18.000]  他們因為耶穌
[00:18:18.000 --> 00:18:20.000]  他們當耶穌是一個先知
[00:18:20.000 --> 00:18:22.000]  當他們捉拿耶穌的時候
[00:18:22.000 --> 00:18:23.000]  他們就怕一群群眾
[00:18:23.000 --> 00:18:26.000]  對他們做出一些不好的事
[00:18:26.000 --> 00:18:27.000]  一群以色列人
[00:18:27.000 --> 00:18:29.000]  和一群宗教領袖
[00:18:29.000 --> 00:18:32.000]  他們表面上是跟從上帝
[00:18:32.000 --> 00:18:34.000]  但是實際上整個生命
[00:18:34.000 --> 00:18:35.000]  卻是遠離上帝
[00:18:35.000 --> 00:18:36.000]  上帝寬容他們
[00:18:36.000 --> 00:18:38.000]  差派不同的先知
[00:18:38.000 --> 00:18:40.000]  在不同的世代裡提醒他們
[00:18:40.000 --> 00:18:42.000]  但他們最後連上帝差派來的
[00:18:42.000 --> 00:18:45.000]  那一個尼塞亞都殺了
[00:18:45.000 --> 00:18:47.000]  在這段經文裡之前
[00:18:47.000 --> 00:18:50.000]  耶穌進入耶路撒冷的時候
[00:18:50.000 --> 00:18:51.000]  在聖殿當中
[00:18:51.000 --> 00:18:54.000]  去說整個以色列的民族
[00:18:54.000 --> 00:18:56.000]  沒有結果子
[00:18:56.000 --> 00:18:58.000]  領袖沒有承信
