
[00:00:00.000 --> 00:00:04.000]  我們今天會一起再思想有關猜拳的訊息
[00:04:17.000 --> 00:04:20.000]  是接受教會他們的見證
[00:04:20.000 --> 00:04:21.000]  他們如何在困難當中
[00:04:21.000 --> 00:04:24.000]  仍然對神有信心
[00:04:24.000 --> 00:04:25.000]  仍然聽神的吩咐
[00:04:25.000 --> 00:04:27.000]  去毀身宣教
[00:04:27.000 --> 00:04:30.000]  以致他們的信心全開了
[00:04:30.000 --> 00:04:35.000]  成為了很多很多不同教會的祝福和鼓勵
[00:04:35.000 --> 00:04:37.000]  首先我們思想一件事情
[00:04:37.000 --> 00:04:39.000]  就是你發覺在聖經裡面特別提及
[00:04:39.000 --> 00:04:43.000]  我們所信的福音是有大能的
[00:04:43.000 --> 00:04:44.000]  聖經清楚說
[00:04:44.000 --> 00:04:47.000]  這福音願視神的大能
[00:04:47.000 --> 00:04:49.000]  要救一切相信
[00:04:49.000 --> 00:04:53.000]  在當保羅面對當時宣教的旅程的時候
[00:04:53.000 --> 00:04:54.000]  聖經提及到
[00:04:54.000 --> 00:04:56.000]  在第二次宣教的旅程
[00:04:56.000 --> 00:04:59.000]  他在菲律賓的地方面對著很多的逼迫
[00:04:59.000 --> 00:05:01.000]  他被拉去坐牢
[00:05:01.000 --> 00:05:02.000]  出獄之後
[00:05:02.000 --> 00:05:05.000]  他就轉移到帖撒羅尼加這個地方
[00:05:05.000 --> 00:05:08.000]  在這個地方同樣面對著很多困難
[00:05:08.000 --> 00:05:12.000]  不過他發現很多人聽信福音
[00:05:12.000 --> 00:05:14.000]  他發覺很奇妙
[00:05:14.000 --> 00:05:15.000]  在這樣的情況下
[00:05:15.000 --> 00:05:18.000]  仍然有很多人信主
[00:05:18.000 --> 00:05:22.000]  因此他清楚知道是神的工作
[00:05:22.000 --> 00:05:24.000]  因此當他寫書信
[00:05:24.000 --> 00:05:26.000]  貼在雷家教會的影子裡說的時候
[00:05:26.000 --> 00:05:27.000]  他就說
[00:05:27.000 --> 00:05:29.000]  第一章第四節說
[00:05:29.000 --> 00:05:31.000]  我所愛的弟兄們
[00:05:31.000 --> 00:05:35.000]  我們知道你們是無揀選的
[00:05:35.000 --> 00:05:39.000]  很清楚知道他們是無揀選的
[00:05:39.000 --> 00:05:40.000]  什麼是揀選?
[00:05:40.000 --> 00:05:42.000]  揀選就是恩典
[00:05:42.000 --> 00:05:45.000]  就是能力的恩典
[00:05:45.000 --> 00:05:49.000]  不是人在一種順暢的環境當中信主
[00:05:49.000 --> 00:05:52.000]  而是在一種困難的處境當中
[00:05:52.000 --> 00:05:53.000]  因為神的恩典
[00:05:53.000 --> 00:05:57.000]  因為神的感動他們相信
[00:05:57.000 --> 00:05:59.000]  不是他們被人敬虔
[00:05:59.000 --> 00:06:01.000]  而是神的恩典臨到他們
[00:06:01.000 --> 00:06:02.000]  揀選他們
[00:06:02.000 --> 00:06:06.000]  讓他們能夠信靠上帝
[00:06:06.000 --> 00:06:09.000]  我在過去有些時候聽到一些宣教同工
[00:06:09.000 --> 00:06:11.000]  說他們的經歷的時候
[00:06:11.000 --> 00:06:13.000]  很多時候都很驚訝
[00:06:13.000 --> 00:06:16.000]  我自己很歡喜看一些宣教士的傳記
[00:06:16.000 --> 00:06:18.000]  當我讀到他們的傳記的時候
[00:06:18.000 --> 00:06:20.000]  讓我更多認識這位神
[00:06:20.000 --> 00:06:23.000]  是一位何等奇妙的上帝
[00:06:23.000 --> 00:06:25.000]  早前聽到一件事情
[00:06:25.000 --> 00:06:27.000]  就是一位同工說
[00:06:27.000 --> 00:06:29.000]  在他們所身處的地區
[00:06:29.000 --> 00:06:32.000]  是一個福音封閉的地方
[00:06:32.000 --> 00:06:34.000]  穆斯林的地區
[00:06:34.000 --> 00:06:36.000]  有一位教徒
[00:06:36.000 --> 00:06:39.000]  他在當地信了主
[00:06:39.000 --> 00:06:43.000]  但是他都不敢隨便地跟別人說福音
[00:06:43.000 --> 00:06:45.000]  因為當地的處境不容易
[00:06:45.000 --> 00:06:48.000]  但是有一次他發覺自己做了一個夢
[00:06:48.000 --> 00:06:51.000]  夢見自己去了一個地方
[00:06:51.000 --> 00:06:55.000]  在他們的地區其中一個住居
[00:06:55.000 --> 00:06:56.000]  去到門口
[00:06:56.000 --> 00:06:59.000]  為什麼來到這裡呢?
[00:06:59.000 --> 00:07:01.000]  然後醒了
[00:07:01.000 --> 00:07:03.000]  對不以為是放下了
[00:07:03.000 --> 00:07:05.000]  第二晚又做了同一個夢
[00:07:05.000 --> 00:07:07.000]  去到同一個地方
[00:07:07.000 --> 00:07:10.000]  第三晚又做了同一個夢
[00:07:10.000 --> 00:07:12.000]  又去到同一個地方
[00:07:12.000 --> 00:07:14.000]  他說不行了,要去看看
[00:07:14.000 --> 00:07:17.000]  因此他去到這個房屋
[00:07:17.000 --> 00:07:21.000]  按著夢中摸到那個位置
[00:07:21.000 --> 00:07:24.000]  然後敲門
[00:07:24.000 --> 00:07:26.000]  人家開門,你找誰呀?
[00:07:26.000 --> 00:07:29.000]  他說我不知道
[00:07:29.000 --> 00:07:31.000]  那你來幹什麼呀?
[00:07:31.000 --> 00:07:33.000]  我也不知道
[00:07:33.000 --> 00:07:36.000]  人家就關上了門
[00:07:36.000 --> 00:07:41.000]  讓弟兄覺得我已經心安理得來了
[00:07:41.000 --> 00:07:44.000]  預備離開的時候,對方開了門
[00:07:44.000 --> 00:07:48.000]  問他是不是教徒?
[00:07:48.000 --> 00:07:50.000]  他說是的
[00:07:50.000 --> 00:07:52.000]  然後對方把他拉進去房裡
[00:07:52.000 --> 00:07:54.000]  把門關上
[00:07:54.000 --> 00:07:56.000]  他很害怕,不知道發生什麼事
[00:07:56.000 --> 00:08:00.000]  進去之後發現有一群人
[00:08:00.000 --> 00:08:02.000]  他們在這裡
[00:08:02.000 --> 00:08:04.000]  他們告訴他
[00:08:04.000 --> 00:08:08.000]  我們在這裡祈禱三天
[00:08:08.000 --> 00:08:11.000]  我們很想認識耶穌是誰
[00:08:11.000 --> 00:08:15.000]  我們知道有一些很重要的信息
[00:08:15.000 --> 00:08:17.000]  是我們要知道的
[00:08:17.000 --> 00:08:19.000]  但我們不知道找誰告訴我們
[00:08:19.000 --> 00:08:22.000]  所以我們在這裡聚集了三天
[00:08:22.000 --> 00:08:24.000]  一直在祈禱
[00:08:24.000 --> 00:08:26.000]  你出現
[00:08:26.000 --> 00:08:28.000]  是上帝差你來
[00:08:28.000 --> 00:08:33.000]  你快點告訴我們知道耶穌是誰
[00:08:33.000 --> 00:08:35.000]  這個弟兄突然明白
[00:08:35.000 --> 00:08:37.000]  為什麼他做了三次夢
[00:08:37.000 --> 00:08:40.000]  然後他在裡面很歡喜快樂
[00:08:40.000 --> 00:08:44.000]  把耶穌基督的福音告訴了一群人
[00:08:44.000 --> 00:08:46.000]  各位弟兄姊妹
[00:08:46.000 --> 00:08:48.000]  很多時候你會體會到
[00:08:48.000 --> 00:08:51.000]  福音不是說你現在很有熱誠
[00:08:51.000 --> 00:08:55.000]  我就出去做大事
[00:08:55.000 --> 00:08:57.000]  是神做大事
[00:08:57.000 --> 00:09:01.000]  神太渴望人能夠明白他的福音
[00:09:01.000 --> 00:09:03.000]  因此他在其中引領你
[00:09:03.000 --> 00:09:07.000]  讓你能夠經歷這種能力
[00:09:07.000 --> 00:09:09.000]  當你讀聖經的時候
[00:09:09.000 --> 00:09:11.000]  你會發覺保羅所說
[00:09:11.000 --> 00:09:14.000]  因為我們的福音傳到你們那裡
[00:09:14.000 --> 00:09:16.000]  不是單靠言語
[00:09:16.000 --> 00:09:19.000]  不單是用說話講明道理
[00:09:19.000 --> 00:09:22.000]  更加是靠權能
[00:09:22.000 --> 00:09:24.000]  並靠聖靈
[00:09:24.000 --> 00:09:27.000]  和從聖靈而來的那種完全的確信
[00:09:27.000 --> 00:09:29.000]  這些完全是聖靈的工作
[00:09:29.000 --> 00:09:32.000]  是神權能所承傳的事情
[00:09:32.000 --> 00:09:33.000]  所以你會發覺
[00:09:33.000 --> 00:09:35.000]  當我們去傳福音的時候
[00:09:35.000 --> 00:09:37.000]  你放心
[00:09:37.000 --> 00:09:39.000]  就算你沒有什麼口才
[00:09:39.000 --> 00:09:41.000]  就算你沒有什麼智慧
[00:09:41.000 --> 00:09:44.000]  但你知道是神的能力在你身上
[00:09:44.000 --> 00:09:46.000]  這些人能夠透過你
[00:09:46.000 --> 00:09:50.000]  他們能夠見到神、經歷神
[00:09:50.000 --> 00:09:52.000]  當保羅去到各處傳福音的時候
[00:09:52.000 --> 00:09:54.000]  他同樣地講述這件事情
[00:09:54.000 --> 00:09:59.000]  在聖經的哥林多後書第十章
[00:09:59.000 --> 00:10:01.000]  這裡有一句話是這樣說的
[00:10:01.000 --> 00:10:03.000]  他就說
[00:10:03.000 --> 00:10:08.000]  因為我們作戰所用的兵器不屬於肉體
[00:10:08.000 --> 00:10:10.000]  在《和學本》所翻譯的
[00:10:10.000 --> 00:10:12.000]  我們雖然在血氣生活
[00:10:12.000 --> 00:10:16.000]  但不是憑著血氣或者說肉體行事
[00:10:16.000 --> 00:10:18.000]  而有神的能力
[00:10:18.000 --> 00:10:20.000]  可以毀掉堅固的堡壘
[00:10:20.000 --> 00:10:23.000]  毀掉各樣詭詐、詭辯
[00:10:23.000 --> 00:10:27.000]  和一切阻擋人認識神的高牆
[00:10:27.000 --> 00:10:30.000]  並且把一切心意奪回來
[00:10:30.000 --> 00:10:32.000]  馴服基督
[00:10:32.000 --> 00:10:35.000]  這些一切的事情不是出於我們自己
[00:10:35.000 --> 00:10:37.000]  而是有神的能力
[00:10:37.000 --> 00:10:40.000]  在其中盛傳的奇妙的事情
[00:10:40.000 --> 00:10:42.000]  或者你說
[00:10:42.000 --> 00:10:44.000]  沒有啊,我沒有啊
[00:10:44.000 --> 00:10:46.000]  我沒有經歷到啊
[00:10:46.000 --> 00:10:48.000]  你說得對
[00:10:48.000 --> 00:10:51.000]  你和我都沒有這種能力
[00:10:51.000 --> 00:10:53.000]  但聖經清楚說
[00:10:53.000 --> 00:10:56.000]  福音帶著這種能力
[00:10:56.000 --> 00:10:57.000]  在你裡面
[00:10:57.000 --> 00:11:00.000]  神的能力能夠盛傳這件事情
[00:11:00.000 --> 00:11:02.000]  甚至叫你驚訝
[00:11:02.000 --> 00:11:05.000]  剛剛早前我和另一間教會的弟兄
[00:11:05.000 --> 00:11:07.000]  一起喝茶
[00:11:07.000 --> 00:11:09.000]  在過程當中他們分享
[00:11:09.000 --> 00:11:11.000]  因為他們都是定期一起出去
[00:11:11.000 --> 00:11:13.000]  在教會附近派單
[00:11:13.000 --> 00:11:15.000]  將同人講福音
[00:11:15.000 --> 00:11:16.000]  一些戶外的報道
[00:11:16.000 --> 00:11:18.000]  其中一位弟兄就說
[00:11:18.000 --> 00:11:20.000]  有一次我們出去的時候
[00:11:20.000 --> 00:11:24.000]  我看到在一條石梯前面
[00:11:24.000 --> 00:11:26.000]  有一個男士坐在那裡
[00:11:26.000 --> 00:11:29.000]  我就想著拿一張單給他
[00:11:29.000 --> 00:11:30.000]  走到他身邊的時候
[00:11:30.000 --> 00:11:31.000]  一看他就發覺
[00:11:31.000 --> 00:11:36.000]  這個男士的面目都很猙獰
[00:11:36.000 --> 00:11:38.000]  他擦了一下就想
[00:11:38.000 --> 00:11:40.000]  給不給呢
[00:11:40.000 --> 00:11:41.000]  但心裡想
[00:11:41.000 --> 00:11:42.000]  不要緊
[00:11:42.000 --> 00:11:43.000]  就給他
[00:11:43.000 --> 00:11:45.000]  當他給他的時候
[00:11:45.000 --> 00:11:48.000]  對方竟然很樂意地接受了
[00:11:48.000 --> 00:11:51.000]  弟兄就放膽進一步
[00:11:51.000 --> 00:11:52.000]  阻不阻你呀
[00:11:52.000 --> 00:11:54.000]  跟你聊一會兒吧
[00:11:54.000 --> 00:11:55.000]  對方就說
[00:11:55.000 --> 00:11:56.000]  坐吧
[00:11:56.000 --> 00:11:59.000]  那是公眾地方
[00:11:59.000 --> 00:12:02.000]  然後他就一直和他聊天
[00:12:02.000 --> 00:12:04.000]  對方很樂意和他聊
[00:12:04.000 --> 00:12:06.000]  講到原來他是一個更新人士
[00:12:06.000 --> 00:12:08.000]  曾經進出監獄
[00:12:08.000 --> 00:12:10.000]  剛剛出來
[00:12:10.000 --> 00:12:11.000]  然後他說
[00:12:11.000 --> 00:12:13.000]  我曾經去過教會
[00:12:13.000 --> 00:12:15.000]  不過現在這個樣子
[00:12:15.000 --> 00:12:17.000]  耶穌都不要了
[00:12:17.000 --> 00:12:19.000]  弟兄就告訴他
[00:12:19.000 --> 00:12:20.000]  不是呀
[00:12:20.000 --> 00:12:22.000]  因為他主耶穌
[00:12:22.000 --> 00:12:23.000]  凡是到他的面前
[00:12:23.000 --> 00:12:25.000]  他總不撇棄
[00:12:25.000 --> 00:12:26.000]  一直和他說
[00:12:26.000 --> 00:12:28.000]  耶穌接納他
[00:12:28.000 --> 00:12:30.000]  耶穌願意赦免他
[00:12:30.000 --> 00:12:33.000]  然後聊了45分鐘
[00:12:33.000 --> 00:12:34.000]  這位弟兄說
[00:12:34.000 --> 00:12:37.000]  我也想不到他願意和我這樣聊
[00:12:37.000 --> 00:12:38.000]  然後當我離開的時候
[00:12:38.000 --> 00:12:40.000]  他和我拜拜
[00:12:40.000 --> 00:12:42.000]  然後他就說
[00:12:42.000 --> 00:12:43.000]  我看到他的面容
[00:12:43.000 --> 00:12:45.000]  和剛才所見到的面容
[00:12:45.000 --> 00:12:47.000]  是完全不同
[00:12:47.000 --> 00:12:49.000]  很寬容的神態
[00:12:49.000 --> 00:12:51.000]  和他說拜拜
[00:12:51.000 --> 00:12:53.000]  弟兄姊妹
[00:12:53.000 --> 00:12:54.000]  有些時候
[00:12:54.000 --> 00:12:56.000]  當你傳福音的時候
[00:12:56.000 --> 00:12:59.000]  當你參與猜拳的事上
[00:12:59.000 --> 00:13:02.000]  你會去個人地經歷到
[00:13:02.000 --> 00:13:04.000]  不是你自己
[00:13:04.000 --> 00:13:06.000]  是神的恩惠能力
[00:13:06.000 --> 00:13:07.000]  透過你的生命
[00:13:07.000 --> 00:13:09.000]  顯明出來
[00:13:09.000 --> 00:13:10.000]  讓你能夠去認識
[00:13:10.000 --> 00:13:13.000]  去經歷這位上帝
[00:13:13.000 --> 00:13:16.000]  我最近唱起一首詩歌
[00:13:16.000 --> 00:13:17.000]  這首詩歌
[00:13:17.000 --> 00:13:19.000]  我相信大家都會唱過
[00:13:19.000 --> 00:13:21.000]  《流通管子》
[00:13:21.000 --> 00:13:22.000]  這首詩歌
[00:13:22.000 --> 00:13:24.000]  有一句話很清楚地說
[00:13:24.000 --> 00:13:25.000]  主啊
[00:13:25.000 --> 00:13:28.000]  我願成為流通的管子
[00:13:28.000 --> 00:13:30.000]  讓祢奇妙的能力
[00:13:30.000 --> 00:13:31.000]  充滿我的心
[00:13:31.000 --> 00:13:33.000]  藉我流出
[00:13:33.000 --> 00:13:36.000]  每時每刻不停止
[00:13:36.000 --> 00:13:37.000]  我唱的時候
[00:13:37.000 --> 00:13:39.000]  心裡有一個很大的渴望
[00:13:39.000 --> 00:13:43.000]  我願意成為你手中流通的管子
[00:13:43.000 --> 00:13:45.000]  我自己沒有
[00:13:45.000 --> 00:13:47.000]  但祢有能力
[00:13:47.000 --> 00:13:48.000]  求祢讓我的生命
[00:13:48.000 --> 00:13:51.000]  可以不斷經歷祢的能力
[00:13:51.000 --> 00:13:53.000]  讓我可以見證祢
[00:13:53.000 --> 00:13:54.000]  服侍祢
[00:13:54.000 --> 00:13:57.000]  亦都可以榮耀祢的名字
[00:13:57.000 --> 00:13:58.000]  弟兄姊妹
[00:13:58.000 --> 00:14:00.000]  有些時候我們會怕
[00:14:00.000 --> 00:14:01.000]  有些時候我們覺得
[00:14:01.000 --> 00:14:02.000]  我們現在的困難
[00:14:02.000 --> 00:14:05.000]  為何還可以參與見證
[00:14:05.000 --> 00:14:06.000]  但你放心
[00:14:06.000 --> 00:14:07.000]  你靠著祂的能力
[00:14:07.000 --> 00:14:09.000]  你踏出一步
[00:14:09.000 --> 00:14:11.000]  你會經歷神的能力
[00:14:11.000 --> 00:14:13.000]  在你身上
[00:14:13.000 --> 00:14:14.000]  正如聖經繼續所說
[00:14:14.000 --> 00:14:16.000]  在聖經後面再提到
[00:14:16.000 --> 00:14:19.000]  當他們一路來到領受福音的時候
[00:14:19.000 --> 00:14:21.000]  很多人知道他們
[00:14:21.000 --> 00:14:23.000]  如何很欣然地接受福音
[00:14:23.000 --> 00:14:25.000]  然後保羅說
[00:14:25.000 --> 00:14:28.000]  你們怎樣離棄偶像歸向神
[00:14:28.000 --> 00:14:32.000]  好服侍永活的真神
[00:14:32.000 --> 00:14:33.000]  福音的大能
[00:14:33.000 --> 00:14:35.000]  繼續在一群頂尖的生命當中
[00:14:35.000 --> 00:14:38.000]  彰顯出來
[00:14:38.000 --> 00:14:41.000]  其實你都會體會的
[00:14:41.000 --> 00:14:43.000]  當你真心地領受福音
[00:14:43.000 --> 00:14:46.000]  你又願意順著聖靈
[00:14:46.000 --> 00:14:47.000]  給你的引導
[00:14:47.000 --> 00:14:49.000]  去調整你的人生
[00:14:49.000 --> 00:14:50.000]  你會體會到
[00:14:50.000 --> 00:14:52.000]  生命裏面有一種力量
[00:14:52.000 --> 00:14:53.000]  你可以有力量
[00:14:53.000 --> 00:14:56.000]  去離棄心中很多的偶像
[00:14:56.000 --> 00:15:00.000]  不再去追尋世俗的事情
[00:15:00.000 --> 00:15:01.000]  而且你會發覺
[00:15:01.000 --> 00:15:03.000]  心裏會問自己
[00:15:03.000 --> 00:15:05.000]  我怎樣可以在我的一生
[00:15:05.000 --> 00:15:10.000]  更好的服侍一位永活的真神
[00:15:10.000 --> 00:15:13.000]  不再是那些死的偶像
[00:15:13.000 --> 00:15:14.000]  假的偶像
[00:15:14.000 --> 00:15:17.000]  而是永活的真神
[00:15:17.000 --> 00:15:18.000]  你會發覺
[00:15:18.000 --> 00:15:20.000]  當你這樣跟隨主的時候
[00:15:20.000 --> 00:15:21.000]  你會更深經歷
[00:15:21.000 --> 00:15:22.000]  福音的大能
[00:15:22.000 --> 00:15:23.000]  好像一粒種子
[00:15:23.000 --> 00:15:24.000]  在你生命當中
[00:15:24.000 --> 00:15:27.000]  一路地增長
[00:15:27.000 --> 00:15:30.000]  而你拋著聖靈
[00:15:30.000 --> 00:15:31.000]  你可以見到
[00:15:31.000 --> 00:15:32.000]  福音的大能
[00:15:32.000 --> 00:15:35.000]  如何在你裏面顯明出來
[00:15:35.000 --> 00:15:38.000]  因此當你去作見證
[00:15:38.000 --> 00:15:39.000]  傳福音
[00:15:39.000 --> 00:15:41.000]  你參與福音的事情
[00:15:41.000 --> 00:15:43.000]  關心海洋的宣教
[00:15:43.000 --> 00:15:45.000]  你留意在當中
[00:15:45.000 --> 00:15:49.000]  去經歷神在你生命裏面的工作
[00:15:49.000 --> 00:15:52.000]  因為福音本是神的大能
[00:15:52.000 --> 00:15:54.000]  要我們去體驗
[00:15:54.000 --> 00:15:56.000]  這位上帝
[00:15:56.000 --> 00:15:59.000]  祂奇妙拯救的工作
[00:15:59.000 --> 00:16:00.000]  我們再看
[00:16:00.000 --> 00:16:02.000]  當我們再看到
[00:16:02.000 --> 00:16:04.000]  接受羅利吉教會的時候
[00:16:04.000 --> 00:16:06.000]  就見到他們在患難裏面
[00:16:06.000 --> 00:16:09.000]  仍然很堅定地去見證上帝
[00:16:09.000 --> 00:16:11.000]  但很特別的地方就是
[00:16:11.000 --> 00:16:14.000]  他們仍有一份喜樂
[00:16:14.000 --> 00:16:15.000]  當時保羅提到
[00:16:15.000 --> 00:16:17.000]  他們效法了自己
[00:16:17.000 --> 00:16:19.000]  第一章第六節說
[00:16:19.000 --> 00:16:21.000]  「你們效法了我們
[00:16:21.000 --> 00:16:23.000]  也效法了主
[00:16:23.000 --> 00:16:25.000]  你們接受主道的時候
[00:16:25.000 --> 00:16:27.000]  雖然遭受許多患難
[00:16:27.000 --> 00:16:32.000]  卻仍然懷著從聖靈而來的喜樂」
[00:16:32.000 --> 00:16:33.000]  這裏的效法
[00:16:33.000 --> 00:16:35.000]  從經文上下文看
[00:16:35.000 --> 00:16:36.000]  我們知道
[00:16:36.000 --> 00:16:38.000]  接受羅利吉教會
[00:16:38.000 --> 00:16:40.000]  他們在患難當中
[00:16:40.000 --> 00:16:42.000]  學習保羅
[00:16:42.000 --> 00:16:45.000]  仍然堅定地傳揚見證著
[00:16:45.000 --> 00:16:46.000]  特別是這方面
[00:16:46.000 --> 00:16:49.000]  來效法保羅所做的事情
[00:16:49.000 --> 00:16:53.000]  你留意接受羅利吉教會前書的時候
[00:16:53.000 --> 00:16:55.000]  保羅提到多次
[00:16:55.000 --> 00:16:59.000]  他曾經面對著許多的患難
[00:16:59.000 --> 00:17:03.000]  譬如聖經二章一節二節
[00:17:03.000 --> 00:17:05.000]  他在最後一句說話
[00:17:05.000 --> 00:17:07.000]  第二節最後一句說
[00:17:07.000 --> 00:17:10.000]  「我們在強烈的反對下
[00:17:10.000 --> 00:17:16.000]  還是放膽向你們傳講神的福音」
[00:17:16.000 --> 00:17:18.000]  在強烈的反對之下
[00:17:18.000 --> 00:17:22.000]  他們放膽繼續傳講神的福音
[00:17:22.000 --> 00:17:24.000]  因此
[00:17:24.000 --> 00:17:25.000]  接受羅利吉教會
[00:17:25.000 --> 00:17:27.000]  學習了保羅的榜樣
[00:17:27.000 --> 00:17:30.000]  所以第二章十四節提到
[00:17:30.000 --> 00:17:32.000]  最後兩句
[00:17:32.000 --> 00:17:34.000]  「正如他們被猶太人撫害
[00:17:34.000 --> 00:17:37.000]  講其他猶太人的教會
[00:17:37.000 --> 00:17:42.000]  你們也被自己的同族人撫害」
[00:17:42.000 --> 00:17:44.000]  但在這種情況之下
