
[00:00:00.000 --> 00:00:03.080]  今天是年初四的日子
[00:01:45.320 --> 00:01:48.440]  也要用他的能力使我們復活
[00:01:48.440 --> 00:01:53.240]  豈不知你們的身體是基督的身體嗎?」
[00:01:53.240 --> 00:01:56.360]  在這裏也提到在第十四章裏面
[00:01:56.360 --> 00:02:00.160]  第十五章說到耶穌基督的復活
[00:02:00.160 --> 00:02:02.440]  在第十二章裏面也說到
[00:02:02.440 --> 00:02:05.640]  因為我們是耶穌基督身上的肢體
[00:02:05.640 --> 00:02:08.560]  所以說到屬靈因次的分析
[00:02:08.560 --> 00:02:10.640]  所以可以這樣說
[00:02:10.640 --> 00:02:14.360]  這九節的經文成為了第一部分
[00:02:14.360 --> 00:02:16.560]  第一至第六章和第二部分
[00:02:16.560 --> 00:02:18.640]  第七至十六章的橋樑
[00:02:18.640 --> 00:02:22.520]  有一個承先啟後的很重要的作用
[00:02:22.520 --> 00:02:24.040]  在第五章裏面
[00:02:24.040 --> 00:02:26.480]  保羅處理教會一些信徒
[00:02:26.480 --> 00:02:28.600]  一些道德上的問題
[00:02:28.600 --> 00:02:30.840]  在教會當中有一些信徒
[00:02:30.840 --> 00:02:39.240]  娶了他的繼母的太太
[00:02:39.240 --> 00:02:45.280]  在一些同居的問題當中出現
[00:02:45.280 --> 00:02:49.480]  接著在第六章至第九至十一節
[00:02:49.480 --> 00:02:51.360]  保羅列舉了十項罪惡
[00:02:51.520 --> 00:02:56.560]  在當中提到哥倫多教會的罪惡的罪惡的仇
[00:02:56.560 --> 00:02:58.560]  加上他們犯了姦淫
[00:02:58.560 --> 00:03:00.040]  犯了親藍色
[00:03:00.040 --> 00:03:03.080]  種種有關性的罪行
[00:03:03.080 --> 00:03:06.160]  可見保羅在這裏也很關心
[00:03:06.160 --> 00:03:08.440]  哥倫多教會的信徒
[00:03:08.440 --> 00:03:12.640]  那些道德行為操守的情況
[00:03:12.640 --> 00:03:14.200]  為何哥倫多教會裏面
[00:03:14.200 --> 00:03:17.280]  有這麼多罪惡的情況產生呢
[00:03:17.280 --> 00:03:19.640]  接著在第六章十一節
[00:03:19.640 --> 00:03:20.720]  保羅在這裏說
[00:03:20.720 --> 00:03:23.080]  我們已經靠著耶穌
[00:03:23.080 --> 00:03:25.560]  已經成聖清二了
[00:03:25.560 --> 00:03:28.200]  我們已經靠著耶穌
[00:03:28.200 --> 00:03:30.200]  成聖清二的意思是
[00:03:30.200 --> 00:03:32.840]  上帝是因為耶穌的緣故
[00:03:32.840 --> 00:03:35.280]  看我們好像無罪的一樣
[00:03:35.280 --> 00:03:38.400]  可能當時的哥倫多教會的信徒
[00:03:38.400 --> 00:03:40.480]  有一個很錯誤的理解
[00:03:40.480 --> 00:03:42.200]  誤解了保羅的意思
[00:03:42.200 --> 00:03:45.320]  當時教會的信徒可能說
[00:03:45.320 --> 00:03:48.560]  我們既然已經因為耶穌的拯救
[00:03:48.560 --> 00:03:51.440]  耶穌的釘十字架的緣故
[00:03:51.440 --> 00:03:53.640]  我們的罪已經一筆勾銷了
[00:03:53.640 --> 00:03:56.640]  那我們是不是可以自由地犯罪呢
[00:03:56.640 --> 00:04:00.240]  我們是不是已經可以自由地犯罪呢
[00:04:00.240 --> 00:04:03.760]  所以可能因為這樣的緣故
[00:04:03.760 --> 00:04:05.560]  當時的信徒說
[00:04:05.560 --> 00:04:08.040]  我們隨意地犯罪也無所謂了
[00:04:08.040 --> 00:04:10.520]  因為耶穌已經為我們的罪
[00:04:10.520 --> 00:04:12.360]  釘在十字架上了
[00:04:12.360 --> 00:04:14.400]  在第十二節裏面
[00:04:14.400 --> 00:04:15.760]  保羅再次說出
[00:04:15.760 --> 00:04:18.400]  澄清不是這樣的意思
[00:04:19.120 --> 00:04:19.800]  在第十二節裏面
[00:04:19.800 --> 00:04:22.120]  保羅說「凡事我都可行」
[00:04:22.120 --> 00:04:26.400]  這句可能是當時教會的誤解
[00:04:26.400 --> 00:04:28.960]  既然耶穌已經為我們的罪而死了
[00:04:28.960 --> 00:04:30.520]  我們甚麼都可以做
[00:04:30.520 --> 00:04:33.120]  但是保羅說出
[00:04:33.120 --> 00:04:35.320]  「但不都有益處」
[00:04:35.320 --> 00:04:37.840]  凡事我都可行 是不是呢
[00:04:37.840 --> 00:04:38.960]  但無論那一件
[00:04:38.960 --> 00:04:41.280]  我總不受他的合制
[00:04:41.280 --> 00:04:43.360]  在這裏保羅說
[00:04:43.360 --> 00:04:46.400]  我們不受罪的合制
[00:04:47.280 --> 00:04:51.120]  信耶穌的人是不是自由地犯罪呢
[00:04:51.120 --> 00:04:52.680]  可以自由地犯罪
[00:04:52.680 --> 00:04:54.440]  因為耶穌已經為我們的罪
[00:04:54.440 --> 00:04:55.760]  釘在十字架上了
[00:04:55.760 --> 00:04:58.360]  其實保羅的意思不是這樣
[00:04:58.360 --> 00:05:01.440]  信了耶穌的人是不是沒有限制的呢
[00:05:01.440 --> 00:05:04.240]  其實保羅一直都在說一件事
[00:05:04.240 --> 00:05:06.240]  我們怎樣才可以得到自由呢
[00:05:06.240 --> 00:05:08.360]  是在基督裏面
[00:05:08.360 --> 00:05:09.520]  在耶穌裏面
[00:05:09.520 --> 00:05:11.680]  我們才可以得到真正的自由
[00:05:11.680 --> 00:05:13.760]  就好像一條魚
[00:05:13.760 --> 00:05:16.160]  它說它可不可以離開水
[00:05:16.440 --> 00:05:17.920]  而說它很自由
[00:05:17.920 --> 00:05:19.280]  可以離開水
[00:05:19.280 --> 00:05:21.080]  可以自由地暢泳
[00:05:21.080 --> 00:05:21.760]  可不可以呢
[00:05:21.760 --> 00:05:22.320]  不可以
[00:05:22.320 --> 00:05:25.120]  魚只能夠在水裏面
[00:05:25.120 --> 00:05:27.240]  自由地暢泳
[00:05:27.240 --> 00:05:30.880]  接著保羅說出了
[00:05:30.880 --> 00:05:33.600]  我們在基督裏面得以自由
[00:05:33.600 --> 00:05:35.200]  在耶穌裏面
[00:05:35.200 --> 00:05:37.760]  我們有一個自由的生命
[00:05:37.760 --> 00:05:40.840]  保羅繼續說出他的意思
[00:05:40.840 --> 00:05:42.840]  他用了兩個例子
[00:05:42.840 --> 00:05:45.080]  在第十十三節裏面說出
[00:05:45.280 --> 00:05:46.760]  食物是為了土福
[00:05:46.760 --> 00:05:49.080]  土福要為了食物
[00:05:49.080 --> 00:05:51.280]  但神叫者兩樣都廢壞
[00:05:51.280 --> 00:05:53.440]  不是很難理解
[00:05:53.440 --> 00:05:56.440]  食物的存在為了什麼呢
[00:05:56.440 --> 00:05:57.960]  就是為了我們的身體
[00:05:57.960 --> 00:06:00.120]  我們肚餓
[00:06:00.120 --> 00:06:01.360]  所以我們要進食
[00:06:01.360 --> 00:06:03.040]  反過來說
[00:06:03.040 --> 00:06:04.000]  我們的身體
[00:06:04.000 --> 00:06:05.520]  我們的消化
[00:06:05.520 --> 00:06:07.960]  我們有消化的系統
[00:06:07.960 --> 00:06:09.680]  我們有進食的系統
[00:06:09.680 --> 00:06:11.480]  這些所有的器官
[00:06:11.480 --> 00:06:13.640]  是要為了什麼呢
[00:06:13.840 --> 00:06:15.640]  就是為了能夠消化食物
[00:06:15.640 --> 00:06:20.000]  但保羅說出了一個很重要的內容
[00:06:20.000 --> 00:06:22.480]  究竟我們的身體
[00:06:22.480 --> 00:06:23.920]  是不是就是為了
[00:06:23.920 --> 00:06:24.680]  吃
[00:06:24.680 --> 00:06:25.800]  睡覺
[00:06:25.800 --> 00:06:27.920]  就是我們的生命呢
[00:06:27.920 --> 00:06:31.920]  滿足我們的身體的所需
[00:06:31.920 --> 00:06:35.160]  就是我們人生的目標呢
[00:06:35.160 --> 00:06:36.680]  保羅說不是
[00:06:36.680 --> 00:06:41.280]  這個是不是錯呢
[00:06:41.280 --> 00:06:42.440]  肚餓去吃東西
[00:06:42.440 --> 00:06:43.160]  是不是錯呢
[00:06:43.160 --> 00:06:43.560]  不是
[00:06:43.960 --> 00:06:45.360]  但這個不是目的
[00:06:45.360 --> 00:06:47.840]  保羅說出了一個更重要的目的
[00:06:47.840 --> 00:06:49.040]  在第二個例子
[00:06:49.040 --> 00:06:49.680]  保羅說
[00:06:49.680 --> 00:06:52.080]  身子不是為淫亂乃是為主
[00:06:52.080 --> 00:06:53.640]  主也是為身子
[00:06:53.640 --> 00:06:54.720]  保羅說出了
[00:06:54.720 --> 00:06:57.600]  我們的身體是有更高的目的
[00:06:57.600 --> 00:06:59.840]  維持我們的生命
[00:06:59.840 --> 00:07:01.440]  是有一個更高的目的
[00:07:01.440 --> 00:07:02.480]  保羅說
[00:07:02.480 --> 00:07:03.440]  是為了主
[00:07:03.440 --> 00:07:05.800]  是為了主的緣故
[00:07:05.800 --> 00:07:07.680]  是為了榮耀上帝的緣故
[00:07:07.680 --> 00:07:09.680]  所以我們要有一個好的
[00:07:09.680 --> 00:07:11.880]  就是繼續有一個生活
[00:07:11.880 --> 00:07:13.400]  有一個生命在當中
[00:07:14.400 --> 00:07:16.400]  保羅在第十四節
[00:07:16.400 --> 00:07:20.400]  再繼續去解釋這個原則
[00:07:20.400 --> 00:07:22.920]  為什麼我們的生活
[00:07:22.920 --> 00:07:25.360]  為什麼我們的生命是為了主呢
[00:07:25.360 --> 00:07:27.400]  保羅在第十四節說了原因
[00:07:27.400 --> 00:07:28.400]  因為
[00:07:28.400 --> 00:07:31.880]  並且神已經叫主復活
[00:07:31.880 --> 00:07:33.400]  也要用自己的能力
[00:07:33.400 --> 00:07:34.600]  叫我們復活
[00:07:34.600 --> 00:07:35.520]  保羅說了
[00:07:35.520 --> 00:07:37.600]  耶穌已經從死裡復活了
[00:07:37.600 --> 00:07:39.720]  耶穌的復活顯明了
[00:07:39.720 --> 00:07:42.480]  上帝在人間的審判是真實的
[00:07:42.840 --> 00:07:45.920]  上帝在每個人的審判是真實的
[00:07:45.920 --> 00:07:47.720]  所以在初期的教會
[00:07:47.720 --> 00:07:49.240]  保羅很強調
[00:07:49.240 --> 00:07:50.640]  如果耶穌沒有復活
[00:07:50.640 --> 00:07:52.560]  我們所信的都是謊言
[00:07:52.560 --> 00:07:54.160]  我們說信耶穌
[00:07:54.160 --> 00:07:55.600]  都是一切是徒然
[00:07:55.600 --> 00:07:58.000]  所以如果耶穌沒有復活
[00:07:58.000 --> 00:08:00.320]  我們就吃吃喝喝犯罪吧
[00:08:00.320 --> 00:08:03.320]  因為這個世界是沒有來生
[00:08:03.320 --> 00:08:05.600]  是沒有永生的那種福氣
[00:08:05.600 --> 00:08:07.600]  也沒有上帝永恆的審判
[00:08:07.600 --> 00:08:09.640]  但是保羅在這裡說
[00:08:09.640 --> 00:08:11.120]  耶穌已經復活了
[00:08:11.520 --> 00:08:15.600]  以至證明上帝對人間的審判是真實的
[00:08:15.600 --> 00:08:17.120]  耶穌復活
[00:08:17.120 --> 00:08:18.880]  我們也會復活
[00:08:18.880 --> 00:08:21.040]  去面對面見上帝
[00:08:21.040 --> 00:08:24.400]  去顯明了上帝是一位
[00:08:24.400 --> 00:08:28.720]  願意賜給我們永生的福氣的上帝
[00:08:28.720 --> 00:08:32.240]  既然我們耶穌復活
[00:08:32.240 --> 00:08:36.320]  顯明了我們是一群上帝所創造
[00:08:36.320 --> 00:08:40.880]  也要上帝審判罪人的上帝
[00:08:40.880 --> 00:08:45.760]  我們也被上帝拯救的上帝的仇
[00:08:45.760 --> 00:08:48.400]  究竟我們應該怎樣去生活呢
[00:08:48.400 --> 00:08:51.360]  在第十五至第十七節
[00:08:51.360 --> 00:08:54.800]  保羅再說出一個很重要的
[00:08:54.800 --> 00:08:56.800]  當我們願意去跟從上帝的時候
[00:08:56.800 --> 00:08:58.400]  我們應該有什麼態度
[00:08:58.400 --> 00:09:01.360]  「豈不知你不既生子是基督的肢體嗎?
[00:09:01.360 --> 00:09:04.960]  我可以將基督的肢體作為娼妓的肢體嗎?
[00:09:04.960 --> 00:09:06.160]  斷乎不可
[00:09:06.160 --> 00:09:08.320]  豈不知與娼妓聯合的
[00:09:08.320 --> 00:09:10.320]  便是與他成為一體嗎?
[00:09:10.320 --> 00:09:13.120]  因為主說:人要成為一體
[00:09:13.120 --> 00:09:14.480]  但與主聯合的
[00:09:14.480 --> 00:09:16.880]  便是與主成為一靈」
[00:09:16.880 --> 00:09:18.560]  在這裡保羅說
[00:09:18.560 --> 00:09:20.800]  我們跟罪聯合
[00:09:20.800 --> 00:09:23.440]  還是跟主聯合在一起
[00:09:23.440 --> 00:09:27.360]  一群未信耶穌的人
[00:09:27.360 --> 00:09:30.640]  可以說是跟罪連在一起
[00:09:30.640 --> 00:09:33.520]  他們都是以自己的標準
[00:09:33.520 --> 00:09:36.960]  自己的喜惡去過的生活
[00:09:36.960 --> 00:09:39.040]  是跟罪連在一起
[00:09:39.040 --> 00:09:43.520]  但當我們是一群願意相信耶穌的人
[00:09:43.520 --> 00:09:45.760]  我們是一群與主成為一靈
[00:09:45.760 --> 00:09:51.600]  是與主一起的一群信徒
[00:09:51.600 --> 00:09:54.640]  我們是一群信靠耶穌的一群人
[00:09:54.640 --> 00:09:56.320]  保羅在第十八節說
[00:09:56.320 --> 00:09:58.720]  既然我們跟耶穌成為一靈
[00:09:58.720 --> 00:10:02.640]  我們就不應該再犯罪
[00:10:02.640 --> 00:10:07.520]  保羅在這裡說出一個很重要的內容
[00:10:07.520 --> 00:10:11.120]  我們是一群被上帝所救贖的人
[00:10:11.120 --> 00:10:13.440]  應該怎樣繼續生活呢?
[00:10:13.440 --> 00:10:15.600]  在第十八、第十九節
[00:10:15.600 --> 00:10:18.880]  保羅說:你不要逃避任何人所犯的
[00:10:18.880 --> 00:10:21.600]  無論是什麼罪都是身子以外
[00:10:21.600 --> 00:10:24.800]  唯有行人的是得罪自己的身子
[00:10:24.800 --> 00:10:27.600]  豈不知你們的身子就是聖靈的殿嗎?
[00:10:27.600 --> 00:10:29.120]  這聖靈是從神而來
[00:10:29.120 --> 00:10:30.640]  住在你們裡頭的
[00:10:30.640 --> 00:10:33.120]  並且你們不是自己的人
[00:10:33.120 --> 00:10:34.800]  保羅第一方面說
[00:10:34.800 --> 00:10:38.400]  既然我們是被上帝所救贖的一群人
[00:10:38.400 --> 00:10:42.000]  既然我們說已經因信耶穌而誠信清義的人
[00:10:42.000 --> 00:10:45.040]  第一 我們就逃避罪惡
[00:10:45.040 --> 00:10:46.160]  保羅在這裡說
[00:10:46.160 --> 00:10:48.400]  我們不是自由地犯罪
[00:10:48.400 --> 00:10:51.600]  而是我們有自由地不犯罪
[00:10:51.600 --> 00:10:55.440]  我們有不犯罪的自由
[00:10:55.440 --> 00:10:58.640]  第二方面 保羅更正面地說
[00:10:58.640 --> 00:11:01.920]  因為耶穌基督的補血去救贖我們
[00:11:01.920 --> 00:11:04.160]  保羅用了兩個很重要的字眼
[00:11:04.160 --> 00:11:06.160]  第一 就是欽典
[00:11:06.160 --> 00:11:09.360]  這個欽典是重價的欽典
[00:11:09.360 --> 00:11:13.680]  通常我們說欽典就是不用付代價的
[00:11:13.680 --> 00:11:15.360]  當我們說信耶穌的時候
[00:11:15.360 --> 00:11:16.560]  我們要強調
[00:11:16.560 --> 00:11:19.920]  不是因為我們做了什麼好事
[00:11:19.920 --> 00:11:22.000]  不是因為我們做了什麼行為
[00:11:22.000 --> 00:11:25.040]  我們有什麼高尚的道德的操守
[00:11:25.040 --> 00:11:28.880]  我們就有資格去信耶穌了
[00:11:28.880 --> 00:11:31.040]  保羅在這裡一開始已經說不是
[00:11:31.040 --> 00:11:33.680]  我們相信耶穌是一個欽典
[00:11:33.680 --> 00:11:38.320]  欽典給我們很多時候的想法就是
[00:11:38.320 --> 00:11:39.680]  不用付代價的
[00:11:39.680 --> 00:11:41.680]  我們說信耶穌那一刻
[00:11:41.680 --> 00:11:43.920]  我們就已經得到上帝賜給我們
[00:11:43.920 --> 00:11:46.480]  這個永恆的福氣
[00:11:46.480 --> 00:11:50.400]  但其實這個欽典是不是不用付代價呢
[00:11:50.400 --> 00:11:51.360]  不是
[00:11:51.360 --> 00:11:53.520]  其實是要付很大的代價
[00:11:53.520 --> 00:11:56.080]  不過那個代價不是我們去付
[00:11:56.080 --> 00:11:58.000]  而是上帝去付
[00:11:58.000 --> 00:11:59.680]  上帝給了一個代價
[00:11:59.680 --> 00:12:02.400]  所以保羅用一個重價的欽典
[00:12:02.400 --> 00:12:04.640]  去形容這個舊恩
[00:12:04.640 --> 00:12:07.200]  既然這個欽典是重價的時候
[00:12:07.200 --> 00:12:12.560]  所以我們就要好好珍惜這種福分
[00:12:12.560 --> 00:12:17.040]  用我們的生命去榮耀上帝
[00:12:17.040 --> 00:12:21.440]  保羅在這段經文的意思是說什麼呢
[00:12:21.440 --> 00:12:24.000]  就是耶穌已經從死裡復活
[00:12:24.000 --> 00:12:27.920]  我們相信耶穌的人應該和祂連成
[00:12:27.920 --> 00:12:30.160]  就是在一起去跟從耶穌
[00:12:30.160 --> 00:12:31.280]  去孝化耶穌
[00:12:31.280 --> 00:12:33.200]  跟從耶穌
[00:12:33.200 --> 00:12:35.280]  耶穌不單止是我們的救主
[00:12:35.280 --> 00:12:39.440]  也成為我們人生跟從上帝的一個榜樣
[00:12:39.440 --> 00:12:42.560]  耶穌在地上只做一件事
[00:12:42.560 --> 00:12:45.760]  當然祂在地上做了很多不同的事
[00:12:45.760 --> 00:12:47.920]  行過很多神蹟
[00:12:47.920 --> 00:12:51.360]  向人傳講不同的真理
[00:12:51.360 --> 00:12:54.160]  但嚴格來說祂只做一件事
[00:12:54.160 --> 00:12:56.480]  就是遵行天父的旨意
[00:12:56.480 --> 00:13:00.960]  我來了是要完成那差我來者的功
[00:13:00.960 --> 00:13:03.120]  所以在耶穌的一生裡
[00:13:03.120 --> 00:13:04.560]  祂就是因為這件事
[00:13:04.560 --> 00:13:07.440]  祂籠罩著祂整個的生命
[00:13:07.440 --> 00:13:09.280]  所以祂逃避罪惡
[00:13:09.280 --> 00:13:12.160]  祂整個一生去榮耀上帝
[00:13:12.160 --> 00:13:15.280]  耶穌祂有沒有犯罪的可能呢
[00:13:15.280 --> 00:13:17.120]  耶穌是一個完全的人
[00:13:17.120 --> 00:13:19.840]  所以其實祂是有犯罪的可能
[00:13:19.840 --> 00:13:22.560]  不過祂現實上沒有犯罪
[00:13:22.560 --> 00:13:27.680]  一開始的時候魔鬼用試探
[00:13:27.680 --> 00:13:29.120]  讓耶穌離開上帝
[00:13:29.120 --> 00:13:31.120]  所以有三個試探給耶穌
[00:13:31.120 --> 00:13:34.720]  就是將世間的榮華
[00:13:34.720 --> 00:13:36.080]  身體的軟弱
[00:13:36.080 --> 00:13:37.840]  飢餓的軟弱
[00:13:37.840 --> 00:13:44.160]  然後讓耶穌去敬拜撒旦魔鬼
[00:13:44.160 --> 00:13:45.520]  離開上帝
[00:13:45.520 --> 00:13:50.400]  但是耶穌都一一拒絕魔鬼的這些試探
[00:13:50.400 --> 00:13:52.800]  而去單一地跟從上帝
[00:13:52.800 --> 00:13:57.440]  可以說耶穌整個的生命思想心思
[00:13:57.440 --> 00:14:01.600]  只是想到怎樣在祂的生命裡
[00:14:01.600 --> 00:14:05.120]  彰顯上帝的榮耀
[00:14:05.120 --> 00:14:08.720]  這段經文講了這麼重要
[00:14:08.720 --> 00:14:09.920]  這麼簡單
[00:14:09.920 --> 00:14:12.800]  也是相當重要的一個真理
[00:14:12.800 --> 00:14:13.600]  在這段經文裡
[00:14:13.600 --> 00:14:18.480]  我想跟大家分享有三個很重要的內容
[00:14:18.480 --> 00:14:20.240]  第一個就是
[00:14:20.240 --> 00:14:23.600]  既然我們是被耶穌的補血所救贖
[00:14:23.600 --> 00:14:26.080]  所買俗的一群人
[00:14:26.080 --> 00:14:27.920]  有一個很重要的信念
[00:14:27.920 --> 00:14:30.000]  讓我們常常要去記得
[00:14:30.000 --> 00:14:32.000]  「我是主的人」
[00:14:32.000 --> 00:14:33.520]  如果有人問你是什麼人
[00:14:33.520 --> 00:14:35.360]  當然我們是中國人
[00:14:35.360 --> 00:14:37.440]  但是如果有人問你是什麼人
[00:14:37.440 --> 00:14:39.200]  「我是主的人」
[00:14:39.200 --> 00:14:41.200]  「我是主的人」
[00:14:41.200 --> 00:14:44.480]  「我是被耶穌所救贖的一群人」
[00:14:44.480 --> 00:14:45.680]  這幾個字
[00:14:45.680 --> 00:14:47.280]  不要小看這幾個字
[00:14:47.280 --> 00:14:48.560]  很重要
[00:14:48.560 --> 00:14:51.440]  當你去做一些日常的行為
[00:14:51.440 --> 00:14:52.640]  決定的時候
[00:14:52.640 --> 00:14:55.200]  你要問自己你是什麼人
[00:14:55.200 --> 00:14:57.360]  「我是主的人」
[00:14:57.360 --> 00:14:59.280]  如果
[00:14:59.280 --> 00:15:01.040]  說笑地說
[00:15:01.040 --> 00:15:05.840]  如果你問一些人去打劫的人
[00:15:05.840 --> 00:15:06.960]  你問他你是什麼人
[00:15:06.960 --> 00:15:09.280]  「我是壞人」
[00:15:09.280 --> 00:15:11.040]  如果你說你是做好事的人
[00:15:11.040 --> 00:15:12.000]  你做好事的時候
[00:15:12.000 --> 00:15:13.680]  你問你是什麼人
[00:15:13.680 --> 00:15:16.080]  你會說「我是好人」
[00:15:16.080 --> 00:15:17.600]  「我在做好事」
[00:15:17.600 --> 00:15:18.960]  我們會這樣回答
[00:15:18.960 --> 00:15:22.160]  但是這個字
[00:15:22.160 --> 00:15:24.800]  其實在影響我們的行為
[00:15:24.800 --> 00:15:26.400]  我做賊
[00:15:26.400 --> 00:15:27.440]  我是壞人
[00:15:27.440 --> 00:15:28.400]  不做壞事
[00:15:28.400 --> 00:15:30.240]  怎麼會是壞人呢
[00:15:30.240 --> 00:15:31.680]  所以我做壞事之前
[00:15:31.680 --> 00:15:34.160]  你已經肯定我自己是壞人
[00:15:34.160 --> 00:15:35.920]  「我是主的人」
[00:15:35.920 --> 00:15:37.040]  當我們去做一些事的時候
[00:15:37.040 --> 00:15:39.280]  你問自己你是什麼人
[00:15:39.280 --> 00:15:40.160]  你應該回答
[00:15:40.160 --> 00:15:41.360]  「我是主的人」
[00:15:41.360 --> 00:15:43.200]  我應該怎樣去做呢
[00:15:43.200 --> 00:15:44.800]  我應該怎樣去做一些行動
[00:15:44.800 --> 00:15:46.080]  一些行為呢
[00:15:46.080 --> 00:15:48.960]  「我是主的人」
[00:15:48.960 --> 00:15:51.600]  在哥林多前書第一至第四章
[00:15:51.600 --> 00:15:55.040]  本來說了罪的最基本意思是什麼呢
[00:15:55.040 --> 00:15:56.800]  罪的最基本意思就是
[00:15:56.800 --> 00:15:58.880]  當人以自己為中心
[00:15:58.880 --> 00:16:00.000]  過自己的生活
[00:16:00.000 --> 00:16:02.320]  當人自高自大地
[00:16:02.320 --> 00:16:05.360]  將自己膨脹到最重要的位置的時候
[00:16:05.360 --> 00:16:06.960]  那一個就是罪
[00:16:06.960 --> 00:16:10.800]  所以在一個這麼自高自大的表現裡面
[00:16:10.800 --> 00:16:11.920]  他們就容許
[00:16:11.920 --> 00:16:13.680]  容忍很多淫亂
[00:16:13.680 --> 00:16:15.600]  很多淫亂的罪惡
[00:16:15.600 --> 00:16:16.960]  在他們個人生命上
[00:16:16.960 --> 00:16:19.520]  在他們教會的整體上
[00:16:19.520 --> 00:16:22.080]  去容忍著這些事情的發生
[00:16:22.080 --> 00:16:24.320]  但是保羅在這裡再提出
[00:16:24.320 --> 00:16:26.240]  一個很重要的真理
[00:16:26.240 --> 00:16:28.240]  福音的基礎是什麼呢
[00:16:28.240 --> 00:16:29.040]  什麼叫做福音
[00:16:29.040 --> 00:16:30.480]  什麼叫做救恩呢
[00:16:30.480 --> 00:16:32.880]  人再不以自己的標準
[00:16:32.880 --> 00:16:34.960]  而過自己的生活
[00:16:34.960 --> 00:16:37.920]  人最重要的是以榮耀上帝
[00:16:37.920 --> 00:16:40.480]  為人生的價值
[00:16:40.480 --> 00:16:41.920]  活出福音的生命
[00:16:41.920 --> 00:16:48.000]  是保羅很重要的主題的方向
[00:16:48.000 --> 00:16:50.560]  可能在我們信主的初期
[00:16:50.560 --> 00:16:53.280]  我們第一次聽見耶穌對我們的愛
[00:16:53.280 --> 00:16:55.840]  我們會很感動
[00:16:55.840 --> 00:16:57.440]  就是因為這個愛
[00:16:57.440 --> 00:16:58.880]  我們感受這個愛的緣故
[00:16:58.880 --> 00:17:00.960]  所以我們願意去相信耶穌
[00:17:00.960 --> 00:17:02.400]  去跟從耶穌
[00:17:02.400 --> 00:17:05.360]  但是當回教會久了
[00:17:05.360 --> 00:17:07.040]  聽道理也聽多了
[00:17:07.040 --> 00:17:09.200]  聽福音也聽多了
[00:17:09.200 --> 00:17:11.440]  當我們再聽
[00:17:11.440 --> 00:17:12.960]  一個很簡單的福音的時候
[00:17:12.960 --> 00:17:14.880]  有時我們會去問
[00:17:14.880 --> 00:17:17.760]  有沒有更深的道理讓我們去聽呢
[00:17:17.760 --> 00:17:18.800]  讓我們去明白
[00:17:18.800 --> 00:17:21.440]  讓我們知道
[00:17:21.440 --> 00:17:24.480]  其實最高深的道理
[00:17:24.480 --> 00:17:26.800]  也是最簡單的道理
[00:17:26.800 --> 00:17:28.160]  道成了肉身
[00:17:28.160 --> 00:17:29.600]  住在我們中間
[00:17:29.600 --> 00:17:31.760]  充充滿滿的有音點
[00:17:31.760 --> 00:17:34.320]  有真理
[00:17:34.320 --> 00:17:35.520]  最高深的道理
[00:17:35.520 --> 00:17:38.480]  也是最簡單的道理
