
[00:00:00.000 --> 00:00:03.080]  我自己站在這裡和大家
[00:04:10.260 --> 00:04:12.540]  來服善這裡的華人教會
[00:04:12.540 --> 00:04:15.500]  所以都幾分鐘兩三分鐘
[00:04:15.500 --> 00:04:19.900]  他就說已經有一個很特別的移民官給你一個批准
[00:04:19.900 --> 00:04:23.100]  整件事的過程我覺得是很奇妙
[00:04:23.100 --> 00:04:29.100]  我自己的心也都開始將整個人的視同方向轉來加拿大
[00:04:29.100 --> 00:04:32.220]  這個是稍微一點點的交代給大家知道
[00:04:32.220 --> 00:04:34.300]  我自己是剛剛來到這個地方
[00:04:34.300 --> 00:04:37.900]  很多東西都需要頂姐妹各方面的支持和禱告
[00:04:37.900 --> 00:04:42.700]  尤其是家庭都是很多未習慣的地方
[00:04:42.700 --> 00:04:45.500]  在二月中我會再回到香港
[00:04:45.500 --> 00:04:49.420]  完成在忠臣那邊的教學工作和小朋友的學業
[00:04:49.420 --> 00:04:55.980]  然後在七月中就會回來多倫多這裡長期居留
[00:04:55.980 --> 00:04:59.820]  去發展神學教育和在教會各方面的侍奉
[00:04:59.820 --> 00:05:02.300]  因為頂姐妹繼續去代讀
[00:05:03.500 --> 00:05:07.980]  好 我們開始看看今天我們所講的題目
[00:05:07.980 --> 00:05:10.540]  作為一個90年代的熟齡人
[00:05:10.540 --> 00:05:13.100]  90年代還沒有到 要先講
[00:05:13.100 --> 00:05:15.100]  當然有一點未來的感覺
[00:05:15.100 --> 00:05:18.540]  但是我相信是適宜的
[00:05:18.540 --> 00:05:22.540]  但是未必是我是夠資格的
[00:05:22.540 --> 00:05:27.340]  所以這個題目就是這裡的聚會幫我安排的
[00:05:27.340 --> 00:05:29.580]  有這樣的題目 都好
[00:05:29.580 --> 00:05:31.820]  我通常都沒有什麼特別意見的
[00:05:31.820 --> 00:05:35.020]  你給我說什麼題目 我努力去講那個題目
[00:05:35.020 --> 00:05:37.020]  當然自己也有些東西很想講的
[00:05:37.020 --> 00:05:39.820]  能夠結合得很去那邊就講
[00:05:39.820 --> 00:05:41.260]  所以這次的題目
[00:05:41.260 --> 00:05:43.900]  我不知道你帶著一個什麼期望來聽
[00:05:43.900 --> 00:05:45.660]  我想每個人都不同的期望
[00:05:45.660 --> 00:05:47.180]  有些人想來聽專題
[00:05:47.180 --> 00:05:50.300]  有些人想來聽一些熟齡人的教導
[00:05:50.300 --> 00:05:52.300]  有些人想來聽聖經
[00:05:52.300 --> 00:05:57.740]  於是我決定這三樣東西都有
[00:05:57.740 --> 00:06:00.540]  好處就是每個人都可能會失望
[00:06:00.540 --> 00:06:03.020]  不好處就是每個人可能不夠厚
[00:06:03.020 --> 00:06:05.500]  那就沒辦法了
[00:06:05.500 --> 00:06:08.380]  因為我還不知道你們想聽什麼
[00:06:08.380 --> 00:06:12.860]  所以今天你會發覺我的做法有一點不同的
[00:06:12.860 --> 00:06:15.180]  我會結合了文化
[00:06:15.180 --> 00:06:18.700]  一些所謂基督徒的未來學的
[00:06:18.700 --> 00:06:21.980]  就是向前看文化的變遷
[00:06:21.980 --> 00:06:25.420]  也都會將一些非常傳統的
[00:06:25.420 --> 00:06:29.180]  所謂的靈修神學的教導和經歷
[00:06:29.180 --> 00:06:31.180]  跟大家來講
[00:06:31.180 --> 00:06:35.900]  也都會用聖經裡面比較嚴謹的研究
[00:06:35.900 --> 00:06:37.420]  跟大家來看這些題目
[00:06:37.420 --> 00:06:39.980]  所以今天你特別想聽專題的時候
[00:06:39.980 --> 00:06:44.620]  有些地方你會發覺不是特別學術性的
[00:06:44.620 --> 00:06:49.020]  因為我總是覺得一個熟齡人
[00:06:49.020 --> 00:06:52.700]  總不是單單靠學術可以解決的
[00:06:52.700 --> 00:06:54.140]  我想大家都會明白這件事
[00:06:54.140 --> 00:06:55.740]  總之希望大家接受這件事
[00:06:55.740 --> 00:06:58.620]  我想我們中間很多年輕的弟兄姊妹
[00:06:58.620 --> 00:07:01.420]  很容易傾向聽一些新的東西
[00:07:01.420 --> 00:07:04.940]  用香港話來講聽一些精的東西
[00:07:04.940 --> 00:07:07.500]  今天有沒有精的東西聽我就不敢講
[00:07:07.500 --> 00:07:11.020]  不過今天那些東西都是很多基督徒花了很多時間
[00:07:11.020 --> 00:07:12.620]  去經歷去學習
[00:07:12.620 --> 00:07:14.300]  也都是從聖經的真理出來
[00:07:14.300 --> 00:07:18.860]  我相信這個已經是一個永恆的價值在當中
[00:07:18.860 --> 00:07:23.580]  另外一件事我想先提一提的就是
[00:07:23.580 --> 00:07:25.980]  如果認識我的弟兄姊妹都會明白
[00:07:25.980 --> 00:07:29.260]  我從來不相信一天的港道
[00:07:29.260 --> 00:07:30.780]  無論聽得多好都好
[00:07:30.780 --> 00:07:33.900]  就會幫助你的靈性有突飛猛進的
[00:07:33.900 --> 00:07:35.100]  沒有這樣的事的
[00:07:35.100 --> 00:07:36.220]  這個世界上熟齡人
[00:07:36.220 --> 00:07:39.980]  尤其是熟齡的深度是沒有便宜貨的
[00:07:39.980 --> 00:07:41.660]  你給五塊錢聽一個港道
[00:07:41.660 --> 00:07:43.260]  你馬上可以增加你的靈性
[00:07:43.260 --> 00:07:45.420]  告訴你你是騙自己的
[00:07:45.420 --> 00:07:47.340]  我從來都不擔保這件事的
[00:07:47.340 --> 00:07:49.500]  你今晚的祈禱差不多都是差的
[00:07:49.500 --> 00:07:51.340]  如果你祈禱到這麼差的話
[00:07:51.340 --> 00:07:53.500]  老實說都幫不了你多少
[00:07:53.500 --> 00:07:56.540]  我只能今天開了一條路給大家
[00:07:56.540 --> 00:07:58.300]  或者給了一個方向給大家
[00:07:58.300 --> 00:08:02.860]  那個代價、那個功夫是要你自己走下去的
[00:08:02.860 --> 00:08:06.220]  所以今天我說的話就不會教你怎樣做
[00:08:06.220 --> 00:08:07.740]  而是開了一些方法
[00:08:07.740 --> 00:08:13.420]  留了一些相當多的機會給你繼續實踐下去
[00:08:13.420 --> 00:08:17.740]  我們首先就用一些時間和大家探討一下
[00:08:17.740 --> 00:08:20.220]  第一個我希望和大家講的講題
[00:08:20.220 --> 00:08:23.740]  先從一個比較文化性的和現象的角度
[00:08:23.740 --> 00:08:28.220]  來了解一下我們現在所面對的挑戰是什麼
[00:08:28.220 --> 00:08:32.060]  我給一個題目它叫做
[00:08:32.060 --> 00:08:35.660]  海外華人信徒要面對的困惑
[00:08:35.660 --> 00:08:37.820]  用這個困惑這個字可能比較重
[00:08:37.820 --> 00:08:41.260]  但我覺得仍然值得有一個困惑
[00:08:41.260 --> 00:08:44.460]  因為我們覺得特別在過去這幾年
[00:08:44.460 --> 00:08:47.260]  很多的新的移民從香港
[00:08:47.260 --> 00:08:50.460]  因為這個政治的震盪或者有其它的原因
[00:08:50.460 --> 00:08:59.500]  來到北美的地方開始落根生長、創業
[00:08:59.500 --> 00:09:02.220]  好像我們今天這樣坐在這裡
[00:09:02.220 --> 00:09:04.140]  已經有幾百人在這裡了
[00:09:04.140 --> 00:09:06.300]  這個不簡單 真的不簡單
[00:09:06.300 --> 00:09:07.900]  在歷史裏面都不簡單
[00:09:07.900 --> 00:09:08.780]  究竟我們就要問
[00:09:08.780 --> 00:09:12.860]  究竟在歷史的意義裏面有什麼重點
[00:09:12.860 --> 00:09:16.060]  神透過這樣的現象
[00:09:16.060 --> 00:09:17.740]  想我們知道些什麼
[00:09:17.740 --> 00:09:19.660]  和交給我們一些什麼的責任
[00:09:19.660 --> 00:09:21.500]  我相信這個很重要
[00:09:21.500 --> 00:09:22.940]  不是我們走投無路
[00:09:22.940 --> 00:09:25.660]  走到這裡就是棲身
[00:09:25.660 --> 00:09:27.900]  然後過其下半生
[00:09:27.900 --> 00:09:29.820]  我覺得這樣我們做人
[00:09:29.820 --> 00:09:32.780]  做基督徒都沒有什麼意思
[00:09:32.780 --> 00:09:34.380]  但是我們還沒有找到
[00:09:34.380 --> 00:09:36.780]  我們將來要走的路是怎麼樣
[00:09:36.780 --> 00:09:39.340]  或者將來我們要怎樣去投身在哪裡
[00:09:39.340 --> 00:09:41.980]  要完成一些神給我們什麼使命之前
[00:09:41.980 --> 00:09:43.980]  我們先問我們現在面對著什麼
[00:09:43.980 --> 00:09:46.380]  這個我想先和大家慢慢探討
[00:09:46.380 --> 00:09:49.740]  這個的否認我相信我自己有一個看法
[00:09:49.740 --> 00:09:52.060]  但是這個看法不一定是完全的準確
[00:09:52.060 --> 00:09:55.980]  因為更多的頂尖會給我們更深的體驗
[00:09:55.980 --> 00:09:57.500]  和有更深的了解
[00:09:57.500 --> 00:09:59.500]  你可以在你的回應詞裏面
[00:09:59.500 --> 00:10:02.700]  給一些東西我們大家一起來討論
[00:10:02.700 --> 00:10:06.380]  在我自己的了解和察覺當中
[00:10:06.380 --> 00:10:08.620]  我們這一班的華人
[00:10:08.620 --> 00:10:11.260]  來到一個海外的地方
[00:10:11.260 --> 00:10:15.660]  一個外國的地方來居留定居樂園
[00:10:15.660 --> 00:10:18.220]  其實真是面對不少的壓力
[00:10:18.220 --> 00:10:21.100]  這些壓力是特別我們會面對的
[00:10:21.100 --> 00:10:23.500]  加上我們基督徒都一樣
[00:10:23.500 --> 00:10:25.260]  我將它分為兩大部分
[00:10:25.260 --> 00:10:30.300]  第一就是一個傳統和現代之間的張力
[00:10:30.300 --> 00:10:34.620]  另外就是自己國家民族的認同
[00:10:34.620 --> 00:10:40.140]  和同化在其他文化民族之間的張力
[00:10:40.140 --> 00:10:42.300]  這兩個張力是將不知不覺的
[00:10:42.300 --> 00:10:45.580]  將到我們的生命和我們的人生
[00:10:45.580 --> 00:10:49.420]  或者我們的生活帶去一個非常之
[00:10:49.420 --> 00:10:53.180]  有時是明顯有時是隱含的壓力當中
[00:10:53.180 --> 00:10:55.180]  帶我們不少的困惑
[00:10:55.180 --> 00:10:56.460]  有時我們覺得不開心
[00:10:56.460 --> 00:10:58.460]  覺得我們好像沒有方向
[00:10:58.460 --> 00:10:59.980]  覺得我們每天這樣生活下去
[00:10:59.980 --> 00:11:03.660]  好像不知道向哪裡走或者為了什麼
[00:11:03.660 --> 00:11:07.340]  其實背後有這些不知不覺的張力在
[00:11:07.340 --> 00:11:11.020]  首先我和大家說一說傳統和現代之間
[00:11:11.020 --> 00:11:12.940]  我們中國人特別會感覺到
[00:11:12.940 --> 00:11:15.100]  這個傳統和現代之間的張力
[00:11:15.100 --> 00:11:19.180]  因為中國人的文化無論如何
[00:11:19.180 --> 00:11:23.900]  總是有一定程度的傳統在
[00:11:23.900 --> 00:11:26.140]  你不要說在中國大陸裏面
[00:11:26.140 --> 00:11:28.220]  一個農業的文化、農業的社會
[00:11:28.220 --> 00:11:30.700]  當然傳統的味道相當深
[00:11:30.700 --> 00:11:35.660]  中國人那種根深蒂固的看法、觀念都很深
[00:11:35.660 --> 00:11:38.380]  你來到北美 去到唐人街
[00:11:38.380 --> 00:11:42.220]  你發覺中國人始終是一種很強的內在力在裏面
[00:11:42.220 --> 00:11:43.740]  他們有他們的生活方式
[00:11:43.740 --> 00:11:45.980]  他們有他們的食物的方法
[00:11:45.980 --> 00:11:49.100]  他們有他們的相處的原則
[00:11:49.100 --> 00:11:51.100]  甚至他們自己一套的
[00:11:51.100 --> 00:11:52.460]  我們說一套的社會規則
[00:11:52.460 --> 00:11:54.780]  norm social norm
[00:11:54.940 --> 00:12:01.580]  這樣東西不容易隨著日子那麼快就完全打散
[00:12:01.580 --> 00:12:02.460]  就同化了
[00:12:02.460 --> 00:12:04.460]  和其他民族是有些不同的
[00:12:04.460 --> 00:12:12.700]  然後我們問究竟這樣的情況帶來一個什麼形勢呢?
[00:12:12.700 --> 00:12:16.700]  最明顯的就是一些中國的人
[00:12:16.700 --> 00:12:18.460]  我們年青這一代
[00:12:18.460 --> 00:12:22.060]  仍然都是我們年長的一輩帶著我們
[00:12:22.060 --> 00:12:25.980]  我們不知不覺仍然承繼了他們的觀念
[00:12:25.980 --> 00:12:28.460]  我們很奇妙的
[00:12:28.460 --> 00:12:30.540]  雖然我們已經是很西化的了很多東西
[00:12:30.540 --> 00:12:31.660]  我們甚至說英文的
[00:12:31.660 --> 00:12:33.660]  但是有些觀念 男女的觀念
[00:12:33.660 --> 00:12:34.940]  婚姻的觀念
[00:12:34.940 --> 00:12:38.940]  價值、做人的看法
[00:12:38.940 --> 00:12:44.460]  那些東西呈現是有根深蒂固在我們的父兄那一代一直傳下來
[00:12:44.460 --> 00:12:46.460]  所以這是一個很強的傳統
[00:12:46.460 --> 00:12:49.580]  其實中國的文化是在世界文化裏面
[00:12:49.580 --> 00:12:53.580]  傳統、道統的傳統能力是最強的一種
[00:12:53.580 --> 00:12:57.660]  很多文化已經慢慢地散了、西化了
[00:12:57.660 --> 00:12:59.660]  中國文化是一個很強的道統
[00:12:59.660 --> 00:13:02.380]  這個很強的道統的背景
[00:13:02.380 --> 00:13:08.620]  突然間我們要落在一個相當現代化的生活方式當中
[00:13:08.620 --> 00:13:12.060]  我們就發覺有一個很大的張力和衝擊
[00:13:12.060 --> 00:13:15.340]  我們先問一問傳統的中國文化
[00:13:15.340 --> 00:13:19.020]  那個習慣和它的世界觀是怎樣
[00:13:19.020 --> 00:13:21.020]  我們有一點點要明白
[00:13:21.020 --> 00:13:23.020]  對於很多人來說已經不知道是甚麼了
[00:13:23.020 --> 00:13:25.900]  不知道是甚麼不等於你不是那些東西
[00:13:25.900 --> 00:13:29.020]  你不一定反省到這件事
[00:13:29.020 --> 00:13:33.020]  但其實你不知不覺仍然染了那種習慣
[00:13:33.020 --> 00:13:35.820]  我們說如果你要問很簡單來說
[00:13:35.820 --> 00:13:37.820]  一個傳統的中國文化人
[00:13:37.820 --> 00:13:43.420]  他的世界觀和價值觀、人際關係的取向是怎樣
[00:13:43.420 --> 00:13:45.420]  的orientation是怎樣
[00:13:45.420 --> 00:13:49.740]  可以說是在一個幾重的關係當中
[00:13:49.740 --> 00:13:52.780]  建立一個和諧的洞處
[00:13:52.780 --> 00:13:54.780]  中國人很喜歡說和
[00:13:54.780 --> 00:13:58.220]  很喜歡說是安這些字眼
[00:13:58.220 --> 00:14:00.220]  如果你看中國的地名就知道
[00:14:00.220 --> 00:14:02.220]  用安這個字
[00:14:02.220 --> 00:14:05.020]  很多中國的地名都叫安
[00:14:05.020 --> 00:14:08.780]  天安、南安、西安
[00:14:08.780 --> 00:14:14.300]  很多個安字、很多個和字在我們日常生活裡面
[00:14:14.300 --> 00:14:17.820]  這個表示了中國人很著重一個關係
[00:14:17.820 --> 00:14:20.620]  這個關係不單止是人際關係
[00:14:20.620 --> 00:14:25.020]  是著重了我列出來所謂人和人之間的關係
[00:14:25.020 --> 00:14:28.380]  人和宇宙、天地的關係
[00:14:28.380 --> 00:14:30.380]  人和他自己的關係
[00:14:30.380 --> 00:14:32.860]  人和Team的關係
[00:14:32.860 --> 00:14:37.100]  他都是很強調我們要建立一個很調適的關係
[00:14:37.100 --> 00:14:39.100]  這個是中國人特別的宇宙觀
[00:14:39.100 --> 00:14:41.980]  不一定其他文化有這樣的特別的地方
[00:14:41.980 --> 00:14:44.540]  所以中國人很不想衝突的
[00:14:44.540 --> 00:14:47.100]  迫不得已他不衝突的
[00:14:47.100 --> 00:14:51.740]  盡量客氣跟你保持一個和好的關係
[00:14:51.740 --> 00:14:54.540]  到他不能不跟你衝突的時候可能沒得救
[00:14:54.540 --> 00:14:56.540]  這個有好處有不好處
[00:14:56.540 --> 00:14:59.260]  所以這些可能在心裡面不說
[00:14:59.260 --> 00:15:05.020]  所以人與人之間的關係很強調那種感通的關係
[00:15:05.020 --> 00:15:08.540]  我們可以追溯到孔子論語裡面
[00:15:08.540 --> 00:15:12.700]  強調一個人 站在人邊兩橫的那個人這個觀念
[00:15:12.700 --> 00:15:14.700]  人其實是一種同情共感
[00:15:14.700 --> 00:15:20.380]  人就是我和對方不單止是一個關係上
[00:15:20.380 --> 00:15:22.700]  或者是一個禮貌上的關係
[00:15:22.700 --> 00:15:26.780]  並且是我將我的感情跳出來去容納對方的感情
[00:15:26.780 --> 00:15:29.180]  就是說我感受對方所能夠感受的
[00:15:29.180 --> 00:15:31.180]  如果對方難過的時候我和他一樣難過
[00:15:31.180 --> 00:15:33.180]  對方快樂的時候我和他一樣快樂
[00:15:33.180 --> 00:15:36.220]  就是說將他的生命納入對方的生命當中
[00:15:36.220 --> 00:15:40.460]  這個相當是美麗的一種人際的關係
[00:15:40.460 --> 00:15:42.460]  其實是一個非常高的人性的關係
[00:15:42.460 --> 00:15:44.460]  就是說我不是只考慮我自己
[00:15:44.460 --> 00:15:46.460]  我也考慮對方
[00:15:46.460 --> 00:15:50.780]  這個是人與人之間那種溝通的關係
[00:15:50.780 --> 00:15:54.380]  是一種很強調溝通開始的文化
[00:15:54.380 --> 00:15:55.900]  由那時候開始幾千年來
[00:15:55.900 --> 00:15:58.140]  中國人都很強調人際之間
[00:15:58.140 --> 00:16:01.500]  是真的有那種和諧 橋械的溝通
[00:16:01.500 --> 00:16:03.500]  當然有時候會變成僵化
[00:16:03.500 --> 00:16:06.460]  但是整個文化的方向是朝著這裡
[00:16:06.460 --> 00:16:10.780]  人與宇宙之間的關係都是相當的調洩
[00:16:10.780 --> 00:16:14.380]  中國人看天地都是有情的
[00:16:14.380 --> 00:16:17.980]  天地對中國人來說特別是一個傳統的農業的文化
[00:16:17.980 --> 00:16:21.260]  好像中國人那樣 是有感情的
[00:16:21.260 --> 00:16:23.020]  和商業的社會不同
[00:16:23.020 --> 00:16:25.020]  商業社會今天你來過這間禮拜堂
[00:16:25.020 --> 00:16:28.140]  下次你就不來的 因為你來一個聚會
[00:16:28.140 --> 00:16:29.900]  中國人農業的社會不同
[00:16:29.900 --> 00:16:34.220]  他從出生到他年長到他年老
[00:16:34.220 --> 00:16:37.100]  他差不多都在同一個村裡成長
[00:16:37.100 --> 00:16:39.580]  他每天看到屋前的那棵樹
[00:16:39.580 --> 00:16:41.260]  每天看到那塊田
[00:16:41.260 --> 00:16:43.260]  他的生命就是放在這塊田裡
[00:16:43.260 --> 00:16:45.260]  看著它生長 每天看著它生長
[00:16:45.260 --> 00:16:47.660]  好像養自己的兒子 養自己的女兒那樣
[00:16:47.660 --> 00:16:50.940]  然後他的親戚朋友都是在那裡認識的
[00:16:50.940 --> 00:16:54.540]  所以是一種很固定的生命的閹制
[00:16:54.540 --> 00:16:57.020]  對於土地有一種很強的感情
[00:16:57.020 --> 00:17:01.500]  這種感情到今天仍然在我們的父親長輩裡面很深
[00:17:01.500 --> 00:17:03.500]  就是落葉當然要歸根
[00:17:03.500 --> 00:17:05.980]  無論如何都要回家鄉看看 走一走
[00:17:05.980 --> 00:17:07.740]  為什麼這麼辛苦花這麼多錢
[00:17:07.740 --> 00:17:10.940]  回去做什麼 又辛苦又乘飛機 是不是
[00:17:10.940 --> 00:17:13.580]  又麻煩人 但是總是要去一去
[00:17:13.580 --> 00:17:15.900]  為什麼呢 因為那種感情很強
[00:17:15.900 --> 00:17:19.020]  那種感情就是說這個天地這個世界
[00:17:19.020 --> 00:17:22.540]  對於他來說不單單是一種被利用的價值
[00:17:22.540 --> 00:17:25.020]  在那種感情裡面 好像和他做朋友那樣
[00:17:25.020 --> 00:17:27.020]  他愛上這個地方
[00:17:27.020 --> 00:17:32.060]  中國人特別是一種很強的鄉土觀念
[00:17:32.060 --> 00:17:36.220]  這個影響了我們離鄉別井去到一個新的地方的時候
[00:17:36.220 --> 00:17:38.220]  有特別痛苦的感受
[00:17:38.220 --> 00:17:40.220]  那些習慣了遠航的人
[00:17:40.220 --> 00:17:42.220]  譬如那些希臘的文化
[00:17:42.220 --> 00:17:48.460]  或者商業的文化 那些是以海洋來通商的民族
[00:17:48.460 --> 00:17:49.580]  他們沒有這樣的觀念
[00:17:49.580 --> 00:17:51.580]  去到那個地方做完生意他就走了
[00:17:51.580 --> 00:17:53.340]  是地中海那些人
[00:17:53.340 --> 00:17:55.340]  他不覺得土地有什麼黏性
[00:17:55.340 --> 00:17:56.540]  但是中國人不行的
[00:17:56.540 --> 00:17:58.780]  離開那個地方之後他總是覺得少了一點
[00:17:58.780 --> 00:18:00.780]  好像生命的一部分留在那裡
[00:18:00.780 --> 00:18:02.780]  他始終要回去
[00:18:02.780 --> 00:18:04.380]  這是中國人那種的情
[00:18:04.380 --> 00:18:07.260]  對天地是萬物 是有情的
[00:18:07.260 --> 00:18:09.900]  另外一件事就是中國人對自己
[00:18:09.900 --> 00:18:11.900]  都是一種很深的一個關係
[00:18:11.900 --> 00:18:13.900]  中國人很著重反省
[00:18:13.900 --> 00:18:16.540]  自反 所謂自己反省自己
[00:18:16.540 --> 00:18:20.060]  著重多數在傳統的中國裡面
[00:18:20.060 --> 00:18:23.820]  著重每天都要找這個靜的時間去想一想自己的人生
[00:18:23.820 --> 00:18:25.820]  想一想我自己做人的價值
[00:18:25.820 --> 00:18:27.820]  想一想我自己做人的原則
[00:18:27.820 --> 00:18:29.820]  如果中國哲學來說
[00:18:29.820 --> 00:18:31.820]  港人裡面內在那個人格
[00:18:31.820 --> 00:18:35.100]  那個良知究竟對不對得起自己
[00:18:35.100 --> 00:18:37.100]  但是這種自我反省
[00:18:37.100 --> 00:18:39.580]  是一個我相信中國人很強調
[00:18:39.580 --> 00:18:41.580]  都是東方的文化的一種
[00:18:41.580 --> 00:18:43.580]  他不是向外撲的
[00:18:43.580 --> 00:18:45.580]  不是說要猛氣
[00:18:45.580 --> 00:18:47.580]  要爭取一些東西一些東西那麼簡單
[00:18:47.580 --> 00:18:49.580]  而是反身自問我自己
[00:18:49.580 --> 00:18:51.580]  究竟我對不對得起我自己
[00:18:51.580 --> 00:18:53.580]  中國人特別講慎獨
[00:18:53.580 --> 00:18:55.580]  謹慎自己獨處的時間
[00:18:55.580 --> 00:18:57.580]  這是最高的道德的要求
[00:18:57.580 --> 00:19:00.580]  就是說當你沒有人看到的時候
[00:19:00.580 --> 00:19:02.580]  那個你才是真正的你
