
[00:00:00.000 --> 00:00:04.400]  大家會記得我們在今個季度開始思想關於安息的訊息
[00:01:23.600 --> 00:01:26.800]  就是真正領受生命的安息
[00:01:27.600 --> 00:01:28.600]  因此聖經提及到
[00:01:28.600 --> 00:01:29.800]  最大的安息
[00:01:29.800 --> 00:01:32.600]  不是我們可以休息一下不工作
[00:01:32.600 --> 00:01:34.200]  最大的安息是
[00:01:34.200 --> 00:01:37.600]  人和神之間建立和好的關係
[00:01:37.600 --> 00:01:40.600]  不需要面對神的震怒
[00:01:40.600 --> 00:01:42.600]  那是最大的安息
[00:01:42.600 --> 00:01:46.400]  因此在聖經的面相上提醒我們
[00:01:46.400 --> 00:01:50.800]  要留心察覺自己內心生命的狀況
[00:01:50.800 --> 00:01:54.800]  以致我們可以得著在神裡面的安息
[00:01:55.600 --> 00:01:57.600]  因此聖經也常常提及到
[00:01:57.600 --> 00:02:00.600]  公義和公平
[00:02:00.600 --> 00:02:05.600]  詩篇提及公義和公平彼此相遇
[00:02:05.600 --> 00:02:08.600]  領受神給我們公義正直的生命
[00:02:08.600 --> 00:02:12.600]  就能夠和神有和平的關係
[00:02:12.600 --> 00:02:15.600]  和人有和平的關係
[00:02:15.600 --> 00:02:21.600]  因此公義和和平安息是互相緊扣著
[00:02:21.600 --> 00:02:24.600]  大家知道我們今年有一個主題
[00:02:24.600 --> 00:02:28.600]  這個主題大家知不知道是什麼?
[00:02:28.600 --> 00:02:31.600]  看不看到後面
[00:02:31.600 --> 00:02:34.600]  有些人可能以為不是字
[00:02:34.600 --> 00:02:35.600]  大家一起讀出來
[00:02:35.600 --> 00:02:38.600]  「尋求主的面」
[00:02:38.600 --> 00:02:41.600]  「尋求主的面」是我們今年的主題
[00:02:41.600 --> 00:02:43.600]  其中的意思是包含了
[00:02:43.600 --> 00:02:45.600]  當我們轉向神
[00:02:45.600 --> 00:02:47.600]  歸向祂的時候
[00:02:47.600 --> 00:02:50.600]  就是尋求祂的時候
[00:02:50.600 --> 00:02:52.600]  我們願意審查自己的罪
[00:02:52.600 --> 00:02:55.600]  轉向神尋求祂的面
[00:02:55.600 --> 00:02:56.600]  聖經就應許
[00:02:56.600 --> 00:03:00.600]  「尋求他的就必尋見」
[00:03:00.600 --> 00:03:03.600]  神很願意將祂自己賜給我們
[00:03:03.600 --> 00:03:05.600]  因此當我們轉向祂的時候
[00:03:05.600 --> 00:03:07.600]  祂就轉向我們
[00:03:07.600 --> 00:03:10.600]  和我們建立和好的關係
[00:03:10.600 --> 00:03:12.600]  因此我們今天思想
[00:03:12.600 --> 00:03:14.600]  如何能夠讓自己的生命
[00:03:14.600 --> 00:03:17.600]  經常在轉向神的時候
[00:03:17.600 --> 00:03:19.600]  領受神給我們的安息
[00:03:19.600 --> 00:03:22.600]  我們就去思想這個寶貴的訊息
[00:03:22.600 --> 00:03:25.600]  請大家再看回聖經剛才讀過的
[00:03:25.600 --> 00:03:27.600]  在聖經的希伯來書
[00:03:27.600 --> 00:03:30.600]  第三章的經文
[00:03:30.600 --> 00:03:32.600]  首先聖經提到的就是
[00:03:32.600 --> 00:03:34.600]  在舊約當中
[00:03:34.600 --> 00:03:37.600]  以色列人失去了安息的一個尷尬
[00:03:37.600 --> 00:03:40.600]  對我們的提醒
[00:03:40.600 --> 00:03:43.600]  在第三章第七節這樣說
[00:03:43.600 --> 00:03:45.600]  「聖靈有話說
[00:03:45.600 --> 00:03:47.600]  你們今日若聽他的話
[00:03:47.600 --> 00:03:49.600]  就不可硬著心
[00:03:49.600 --> 00:03:51.600]  像在曠野惹他乏勞
[00:03:51.600 --> 00:03:54.600]  試探他的時候一樣
[00:03:54.600 --> 00:03:57.600]  在那裡你們的祖宗視我探我
[00:03:57.600 --> 00:03:59.600]  並且觀看我的作為
[00:03:59.600 --> 00:04:02.600]  有四十年之久」
[00:04:02.600 --> 00:04:06.600]  聖經提到當時的希伯來書的背景
[00:04:06.600 --> 00:04:08.600]  也提及到有些人
[00:04:08.600 --> 00:04:10.600]  他們是離棄神
[00:04:10.600 --> 00:04:12.600]  放棄了他們的信心
[00:04:12.600 --> 00:04:14.600]  因此希伯來書的作者提到
[00:04:14.600 --> 00:04:17.600]  舊約的以色列人失敗的事情
[00:04:17.600 --> 00:04:20.600]  成為我們今天的尷尬
[00:04:20.600 --> 00:04:22.600]  當時他們離開了埃及
[00:04:22.600 --> 00:04:23.600]  到曠野的時候
[00:04:23.600 --> 00:04:25.600]  他們不斷地發怨言
[00:04:25.600 --> 00:04:27.600]  埋怨神
[00:04:27.600 --> 00:04:29.600]  我們看看其中一些事例
[00:04:29.600 --> 00:04:33.600]  大家看舊約聖經的出埃及記
[00:04:33.600 --> 00:04:39.600]  出埃及記第十七章第一節
[00:04:39.600 --> 00:04:41.600]  聖經這樣說
[00:04:41.600 --> 00:04:44.600]  「以色列傳媒眾都遵耶和華的吩咐
[00:04:44.600 --> 00:04:48.600]  按著站口從信的曠野往前行
[00:04:48.600 --> 00:04:50.600]  在利菲定安營
[00:04:50.600 --> 00:04:52.600]  百姓沒有水喝
[00:04:52.600 --> 00:04:54.600]  所以與摩西爭鬧說
[00:04:54.600 --> 00:04:56.600]  給我們水喝吧
[00:04:56.600 --> 00:04:57.600]  摩西對他們說
[00:04:57.600 --> 00:04:59.600]  你們為什麼與我爭鬧
[00:04:59.600 --> 00:05:01.600]  為什麼試探耶和華呢
[00:05:01.600 --> 00:05:04.600]  百姓在那裡甚渴要喝水
[00:05:04.600 --> 00:05:06.600]  就向摩西法院言說
[00:05:06.600 --> 00:05:09.600]  你為什麼將我們從埃及領出來
[00:05:09.600 --> 00:05:11.600]  使我們和我們的兒女
[00:05:11.600 --> 00:05:14.600]  並生促都渴死呢?」
[00:05:14.600 --> 00:05:16.600]  接著大家看第七節
[00:05:16.600 --> 00:05:18.600]  「摩西給那地方起名
[00:05:18.600 --> 00:05:21.600]  叫瑪撒就是試探的意思
[00:05:21.600 --> 00:05:24.600]  又叫米尼巴就是爭鬧的意思
[00:05:24.600 --> 00:05:26.600]  因以色列人爭鬧
[00:05:26.600 --> 00:05:28.600]  又因他們試探耶和華說
[00:05:28.600 --> 00:05:31.600]  耶和華是在我們中間
[00:05:31.600 --> 00:05:33.600]  不是呢?」
[00:05:33.600 --> 00:05:37.600]  當時以色列人雖然經歷了神給他們的保守
[00:05:37.600 --> 00:05:39.600]  在出埃及的時候
[00:05:39.600 --> 00:05:42.600]  有十災顯明出神的大能
[00:05:42.600 --> 00:05:45.600]  但很快他們就忘記
[00:05:45.600 --> 00:05:47.600]  到了抗耶的時候沒有水喝
[00:05:47.600 --> 00:05:50.600]  他們就有很多的怨憤
[00:05:50.600 --> 00:05:52.600]  甚至埋怨神
[00:05:52.600 --> 00:05:54.600]  說神將他們帶出來
[00:05:54.600 --> 00:05:56.600]  是要他們渴死在抗耶
[00:05:56.600 --> 00:06:00.600]  他們內心有很多對神的不滿
[00:06:00.600 --> 00:06:02.600]  因此發出怨言
[00:06:02.600 --> 00:06:06.600]  在那時候聖經就很清楚提出
[00:06:06.600 --> 00:06:09.600]  他們是試探神
[00:06:09.600 --> 00:06:12.600]  他們沒有按照一種信心
[00:06:12.600 --> 00:06:14.600]  去等候神的供應
[00:06:14.600 --> 00:06:16.600]  反而說神沒有給我們水喝
[00:06:16.600 --> 00:06:18.600]  你就不愛我們
[00:06:18.600 --> 00:06:20.600]  你就不在我們中間
[00:06:20.600 --> 00:06:23.600]  一路試探神
[00:06:23.600 --> 00:06:25.600]  什麼叫做試探神呢?
[00:06:25.600 --> 00:06:30.600]  就是人要求神按他的需要
[00:06:30.600 --> 00:06:35.600]  按他的時間去滿足他的需要
[00:06:35.600 --> 00:06:38.600]  這就是試探神
[00:06:38.600 --> 00:06:39.600]  我要水喝
[00:06:39.600 --> 00:06:41.600]  我現在要水喝
[00:06:41.600 --> 00:06:42.600]  這是我最大的需要
[00:06:42.600 --> 00:06:43.600]  你不給我喝
[00:06:43.600 --> 00:06:45.600]  你就不愛我
[00:06:45.600 --> 00:06:46.600]  你不給我喝
[00:06:46.600 --> 00:06:48.600]  你就不在我中間
[00:06:48.600 --> 00:06:50.600]  沒有理會我
[00:06:50.600 --> 00:06:51.600]  很多時候我們都會察覺
[00:06:51.600 --> 00:06:53.600]  這些問題不單是一塊藥
[00:06:53.600 --> 00:06:54.600]  在今天有些時候
[00:06:54.600 --> 00:06:57.600]  都會成為我們的試探
[00:06:57.600 --> 00:07:00.600]  有些時候我們會跟神說
[00:07:00.600 --> 00:07:01.600]  神啊
[00:07:01.600 --> 00:07:03.600]  你還不給我一份工作
[00:07:03.600 --> 00:07:06.600]  那就是你不愛我
[00:07:06.600 --> 00:07:07.600]  神啊
[00:07:07.600 --> 00:07:09.600]  你還不給我健康
[00:07:09.600 --> 00:07:10.600]  忍了這麼久
[00:07:10.600 --> 00:07:12.600]  你還不給我健康
[00:07:12.600 --> 00:07:14.600]  因此埋怨
[00:07:14.600 --> 00:07:17.600]  這是試探神
[00:07:17.600 --> 00:07:18.600]  在試探神的時候
[00:07:18.600 --> 00:07:20.600]  發出很多對神的怨言
[00:07:20.600 --> 00:07:23.600]  為了得到眼前的滿足
[00:07:23.600 --> 00:07:27.600]  失去了永恆的安息
[00:07:27.600 --> 00:07:28.600]  在這種情況下
[00:07:28.600 --> 00:07:30.600]  聖經提到神的反應
[00:07:30.600 --> 00:07:34.600]  面對人對他的不信和試探的時候
[00:07:34.600 --> 00:07:36.600]  神怎樣反應呢?
[00:07:36.600 --> 00:07:41.600]  大家翻到聖經希伯來書第三章
[00:07:41.600 --> 00:07:45.600]  在第三章第十節
[00:07:45.600 --> 00:07:47.600]  神怎樣反應呢?
[00:07:47.600 --> 00:07:48.600]  第十節說
[00:07:48.600 --> 00:07:53.600]  所以我厭煩那世代的人
[00:07:53.600 --> 00:07:57.600]  人對神的試探產生神的厭煩
[00:07:57.600 --> 00:07:58.600]  各位弟兄姊妹
[00:07:58.600 --> 00:07:59.600]  我們常常說
[00:07:59.600 --> 00:08:02.600]  我們要學習討神的喜悅
[00:08:02.600 --> 00:08:06.600]  但如果你要神厭煩你
[00:08:06.600 --> 00:08:10.600]  方法就是你去試探神
[00:08:10.600 --> 00:08:11.600]  神的反應就是
[00:08:11.600 --> 00:08:14.600]  我厭煩一些試探我的人
[00:08:14.600 --> 00:08:16.600]  然後第十一節說
[00:08:16.600 --> 00:08:18.600]  我就在路中起誓
[00:08:18.600 --> 00:08:20.600]  人對神的不信
[00:08:20.600 --> 00:08:21.600]  對神的試探
[00:08:21.600 --> 00:08:25.600]  是惹動神的怒氣
[00:08:25.600 --> 00:08:26.600]  然後聖經說
[00:08:26.600 --> 00:08:29.600]  神的怒氣當中就審判人
[00:08:29.600 --> 00:08:30.600]  第十一節
[00:08:30.600 --> 00:08:33.600]  我就在路中起誓說
[00:08:33.600 --> 00:08:38.600]  他們斷不可進入我的安息
[00:08:38.600 --> 00:08:41.600]  意思是人不能夠進入他的迦南地
[00:08:41.600 --> 00:08:45.600]  也意味著他們失去了永遠的安息
[00:08:45.600 --> 00:08:46.600]  在今天
[00:08:46.600 --> 00:08:49.600]  這種情況仍然出現
[00:08:49.600 --> 00:08:50.600]  或者你說
[00:08:50.600 --> 00:08:55.600]  神為何這麼殘忍
[00:08:55.600 --> 00:08:57.600]  不寬恕他們
[00:08:57.600 --> 00:08:58.600]  就審判他們
[00:08:58.600 --> 00:09:00.600]  不讓他們安息呢?
[00:09:00.600 --> 00:09:02.600]  大家看回前面第九節
[00:09:02.600 --> 00:09:04.600]  在第九節第二句說
[00:09:04.600 --> 00:09:06.600]  並且觀看我的作為
[00:09:06.600 --> 00:09:08.600]  有多少年?
[00:09:08.600 --> 00:09:10.600]  有四十年
[00:09:10.600 --> 00:09:12.600]  神不是因為他們當時軟弱
[00:09:12.600 --> 00:09:14.600]  就立刻審判他們
[00:09:14.600 --> 00:09:16.600]  雖然他們曾經見到神
[00:09:16.600 --> 00:09:18.600]  在出埃及的過程中
[00:09:18.600 --> 00:09:20.600]  顯出大的能力
[00:09:20.600 --> 00:09:21.600]  但不單止這樣
[00:09:21.600 --> 00:09:23.600]  在抗疫的四十年
[00:09:23.600 --> 00:09:26.600]  神仍然上上勸告他們
[00:09:26.600 --> 00:09:28.600]  寬容他們
[00:09:28.600 --> 00:09:30.600]  但他們仍然不信
[00:09:30.600 --> 00:09:32.600]  仍然埋怨
[00:09:32.600 --> 00:09:33.600]  因此四十年之久
[00:09:33.600 --> 00:09:34.600]  神就說
[00:09:34.600 --> 00:09:38.600]  我厭煩世代的人
[00:09:38.600 --> 00:09:41.600]  因為他們不明白神的作為
[00:09:41.600 --> 00:09:42.600]  在第十節
[00:09:42.600 --> 00:09:46.600]  他們心裡常常迷糊
[00:09:46.600 --> 00:09:49.600]  竟不曉得我的作為
[00:09:49.600 --> 00:09:50.600]  迷糊的意思是
[00:09:50.600 --> 00:09:53.600]  人的心不正
[00:09:53.600 --> 00:09:55.600]  偏差了
[00:09:55.600 --> 00:09:59.600]  他的心眼只看到眼前自己的需要
[00:09:59.600 --> 00:10:00.600]  眼前自己的困難
[00:10:00.600 --> 00:10:02.600]  看不見神的作為
[00:10:02.600 --> 00:10:04.600]  顯明是出面
[00:10:04.600 --> 00:10:06.600]  不知道大家有些電影節目
[00:10:06.600 --> 00:10:08.600]  可能到了中年時
[00:10:08.600 --> 00:10:10.600]  會很清楚體會一件事
[00:10:10.600 --> 00:10:12.600]  眼睛有些變化
[00:10:12.600 --> 00:10:13.600]  看書的時候
[00:10:13.600 --> 00:10:15.600]  為什麼遠一點還清楚一點?
[00:10:15.600 --> 00:10:17.600]  遠一點還清楚一點?
[00:10:17.600 --> 00:10:19.600]  老花出現了
[00:10:19.600 --> 00:10:22.600]  開始要配一副新的眼鏡
[00:10:22.600 --> 00:10:24.600]  我記得當我再配一套
[00:10:24.600 --> 00:10:27.600]  特別是讀書用的眼鏡
[00:10:27.600 --> 00:10:28.600]  Reading Glass
[00:10:28.600 --> 00:10:29.600]  看書的時候很清楚
[00:10:29.600 --> 00:10:30.600]  一抬頭
[00:10:30.600 --> 00:10:33.600]  為什麼全都蒙了?
[00:10:33.600 --> 00:10:34.600]  因為那副眼鏡
[00:10:34.600 --> 00:10:37.600]  只能夠看到近處的事情
[00:10:37.600 --> 00:10:38.600]  有些時候
[00:10:38.600 --> 00:10:43.600]  人的心也好像是一種近視的狀況
[00:10:43.600 --> 00:10:44.600]  看到的是眼前的困難
[00:10:44.600 --> 00:10:45.600]  我的需要
[00:10:45.600 --> 00:10:46.600]  我的不足
[00:10:46.600 --> 00:10:51.600]  看不到在整個的永恆當中
[00:10:51.600 --> 00:10:53.600]  神自己的掌權
[00:10:53.600 --> 00:10:55.600]  看不到神的作為
[00:10:55.600 --> 00:10:57.600]  不明白神的心意
[00:10:57.600 --> 00:10:59.600]  因此心中迷糊
[00:10:59.600 --> 00:11:01.600]  不曉得神的作為
[00:11:01.600 --> 00:11:03.600]  神就在路中起勢
[00:11:03.600 --> 00:11:08.600]  他們斷不可進入我的安息
[00:11:08.600 --> 00:11:10.600]  聖經提醒我們
[00:11:10.600 --> 00:11:11.600]  要留心
[00:11:11.600 --> 00:11:14.600]  不要跌入以色列人所跌入的陷阱裡面
[00:11:14.600 --> 00:11:15.600]  要很警覺
[00:11:15.600 --> 00:11:17.600]  保守著自己的心
[00:11:17.600 --> 00:11:19.600]  免得因為不信埋怨
[00:11:19.600 --> 00:11:22.600]  而產生這種後果
[00:11:22.600 --> 00:11:23.600]  第二方面
[00:11:23.600 --> 00:11:24.600]  聖經再提到
[00:11:24.600 --> 00:11:26.600]  其實我們今天都要小心
[00:11:26.600 --> 00:11:28.600]  堅持著信心到底
[00:11:28.600 --> 00:11:32.600]  大家看第十四節
[00:11:32.600 --> 00:11:33.600]  第十四節說
[00:11:33.600 --> 00:11:38.600]  我們若將起初確實的信心堅持到底
[00:11:38.600 --> 00:11:41.600]  就在基督裡有分了
[00:11:41.600 --> 00:11:43.600]  聖經提到我們對神的信心
[00:11:43.600 --> 00:11:46.600]  不可以單單在起步的時候有
[00:11:46.600 --> 00:11:49.600]  而是要堅持到底
[00:11:49.600 --> 00:11:52.600]  我們中間有不少弟兄姊妹是新受浸的
[00:11:52.600 --> 00:11:55.600]  很多時候新受浸之後都會很開心
[00:11:55.600 --> 00:11:56.600]  就跟大家說
[00:11:56.600 --> 00:11:58.600]  我畢業了
[00:11:58.600 --> 00:12:00.600]  沒錯是值得感謝神
[00:12:00.600 --> 00:12:02.600]  已經領受救恩
[00:12:02.600 --> 00:12:04.600]  但是受浸之後
[00:12:04.600 --> 00:12:06.600]  不等於你可以翹起手
[00:12:06.600 --> 00:12:08.600]  等著上天堂
[00:12:08.600 --> 00:12:10.600]  你是需要很警覺著
[00:12:10.600 --> 00:12:14.600]  堅守著你的信心到底
[00:12:14.600 --> 00:12:16.600]  不知道你知不知道
[00:12:16.600 --> 00:12:19.600]  在教會過去曾經有些非正式的調查
[00:12:19.600 --> 00:12:21.600]  我們中間受洗的弟兄姊妹
[00:12:21.600 --> 00:12:23.600]  其中有三成
[00:12:23.600 --> 00:12:25.600]  在大概兩年之後
[00:12:25.600 --> 00:12:28.600]  就會離開教會
[00:12:28.600 --> 00:12:30.600]  不因為你現在信主
[00:12:30.600 --> 00:12:33.600]  所以你一生會堅定跟隨
[00:12:33.600 --> 00:12:34.600]  聖經提醒我們
[00:12:34.600 --> 00:12:38.600]  要堅持信心到底
[00:12:38.600 --> 00:12:42.600]  以至你在基督裏面有份
[00:12:42.600 --> 00:12:44.600]  各位弟兄姊妹
[00:12:44.600 --> 00:12:46.600]  不要隨便
[00:12:46.600 --> 00:12:48.600]  在你信仰的人生裏面
[00:12:48.600 --> 00:12:51.600]  幫助自己一路堅定跟隨
[00:12:51.600 --> 00:12:53.600]  直至到你見主的面
[00:12:53.600 --> 00:12:55.600]  聖經就這樣提醒我們
[00:12:55.600 --> 00:13:01.600]  我請大家揭開後面的彼得後書
[00:13:01.600 --> 00:13:06.600]  聖經後面的彼得後書第一章
[00:13:06.600 --> 00:13:10.600]  聖經開始第三節提到
[00:13:10.600 --> 00:13:11.600]  神呼召我們
[00:13:11.600 --> 00:13:12.600]  第四節就說
[00:13:12.600 --> 00:13:16.600]  將有寶貴又極大的英許賜給我們
[00:13:16.600 --> 00:13:18.600]  是甚麼英許呢?
[00:13:18.600 --> 00:13:22.600]  就是叫我們脫離世上從情欲來的敗壞
[00:13:22.600 --> 00:13:24.600]  不單脫離
[00:13:24.600 --> 00:13:27.600]  而且得與神的性情有份
[00:13:27.600 --> 00:13:29.600]  各位弟兄姊妹你想一想
[00:13:29.600 --> 00:13:31.600]  竟然你和我
[00:13:31.600 --> 00:13:35.600]  可以與神的性情有份
[00:13:35.600 --> 00:13:39.600]  這就是聖經稱為有大有寶貴的英許
[00:13:39.600 --> 00:13:41.600]  因此第五節
[00:13:41.600 --> 00:13:42.600]  正因這緣故
[00:13:42.600 --> 00:13:44.600]  你們就要憤外地
[00:13:44.600 --> 00:13:45.600]  怎樣呢?
[00:13:45.600 --> 00:13:47.600]  殷勤
[00:13:47.600 --> 00:13:49.600]  有信心要加上德行
[00:13:49.600 --> 00:13:51.600]  有德行要加上知識
[00:13:51.600 --> 00:13:53.600]  不斷說要加上
[00:13:53.600 --> 00:13:55.600]  要殷勤要追求
[00:13:55.600 --> 00:13:57.600]  因此在第八節說
[00:13:57.600 --> 00:14:01.600]  如果你們充足地有這幾樣
[00:14:01.600 --> 00:14:03.600]  上面所說的各種加上
[00:14:03.600 --> 00:14:07.600]  就必使你們在認識我們的主耶穌基督上
[00:14:07.600 --> 00:14:11.600]  不至於閒懶不結果止
[00:14:11.600 --> 00:14:13.600]  意味著有些人信著之後
[00:14:13.600 --> 00:14:15.600]  他是閒懶的
[00:14:15.600 --> 00:14:17.600]  他是不結果止的
[00:14:17.600 --> 00:14:20.600]  但如果我們殷勤的時候
[00:14:20.600 --> 00:14:22.600]  就不至於不結果止
[00:14:22.600 --> 00:14:24.600]  第九節
[00:14:24.600 --> 00:14:26.600]  人若沒有這幾樣
[00:14:26.600 --> 00:14:30.600]  就算眼瞎或者說短視
[00:14:30.600 --> 00:14:33.600]  只看見近處的
[00:14:33.600 --> 00:14:37.600]  忘了他舊日的罪已經得了潔淨
[00:14:37.600 --> 00:14:39.600]  司經提到
[00:14:39.600 --> 00:14:42.600]  我們的罪已經蒙神的潔淨
[00:14:42.600 --> 00:14:45.600]  但除了明白這件事情之外
[00:14:45.600 --> 00:14:49.600]  要知道神給我們一個很重要的將來的英許
[00:14:49.600 --> 00:14:51.600]  因此不要停在眼前的事上
[00:14:51.600 --> 00:14:54.600]  不要單單看見眼前的情況
[00:14:54.600 --> 00:14:56.600]  要看到將來神給我們的英許
[00:14:56.600 --> 00:15:00.600]  要進發向前得到神要給你的
[00:15:00.600 --> 00:15:04.600]  大家想想如果你們記得在舊約的阿伯拉罕
[00:15:04.600 --> 00:15:05.600]  神告訴他
[00:15:05.600 --> 00:15:08.600]  你舉目向前觀看
[00:15:08.600 --> 00:15:11.600]  凡你腳所踏的地方
[00:15:11.600 --> 00:15:13.600]  都是屬於你的
[00:15:13.600 --> 00:15:15.600]  你一直看
[00:15:15.600 --> 00:15:17.600]  我看見的地方就是你的了
[00:15:17.600 --> 00:15:20.600]  香港人對土地的價值很敏感
[00:15:20.600 --> 00:15:23.600]  所有土地田地
[00:15:23.600 --> 00:15:27.600]  這些地方都是屬於我的
[00:15:27.600 --> 00:15:30.600]  如果當時阿伯拉罕告訴神
[00:15:30.600 --> 00:15:31.600]  神啊
[00:15:31.600 --> 00:15:33.600]  都不用這麼麻煩
[00:15:33.600 --> 00:15:35.600]  我前面有個小的地方
[00:15:35.600 --> 00:15:37.600]  這個小天地
[00:15:37.600 --> 00:15:38.600]  我都很足夠了
[00:15:38.600 --> 00:15:39.600]  多謝你了
[00:15:39.600 --> 00:15:41.600]  那些我不用了
[00:15:41.600 --> 00:15:45.600]  他就只能得到他眼前的那些
[00:15:45.600 --> 00:15:46.600]  各位弟兄姊妹
[00:15:46.600 --> 00:15:48.600]  神不單止給我們僅僅得救
[00:15:48.600 --> 00:15:50.600]  我常常這樣說
[00:15:50.600 --> 00:15:54.600]  神要將最大的豐盛賜給我們
[00:15:54.600 --> 00:15:57.600]  因此呼籲我們憑信心向前
[00:15:57.600 --> 00:16:01.600]  去得到神給你的一切的英許
[00:16:01.600 --> 00:16:03.600]  全部的英許
[00:16:03.600 --> 00:16:06.600]  不要單單滿足於你的得救
[00:16:06.600 --> 00:16:09.600]  而是去得著神給你完全的英許
[00:16:09.600 --> 00:16:11.600]  因此不要眼瞎
[00:16:11.600 --> 00:16:15.600]  不要看見只是眼前的事情
[00:16:15.600 --> 00:16:18.600]  然後去不斷地追求得著
[00:16:18.600 --> 00:16:22.600]  因此你再看第十節
[00:16:22.600 --> 00:16:27.600]  所以弟兄們應當更加殷勤
[00:16:27.600 --> 00:16:29.600]  重複地說殷勤
[00:16:29.600 --> 00:16:35.600]  使你們所蒙的恩兆和揀選堅定不移
[00:16:35.600 --> 00:16:39.600]  你們若行這幾樣就永不失腳
[00:16:39.600 --> 00:16:40.600]  十一節大家一起讀
[00:16:40.600 --> 00:16:46.600]  這樣必叫你們豐豐富富地得以進入
[00:16:46.600 --> 00:16:51.600]  我們主救主耶穌基督永遠的國
[00:16:51.600 --> 00:16:54.600]  當我們殷勤地追求的時候
[00:16:54.600 --> 00:16:59.600]  就叫我們能夠豐豐富富地進入神的國度
[00:16:59.600 --> 00:17:01.600]  這是一個原因
[00:17:01.600 --> 00:17:03.600]  但另一方面的原因就是
[00:17:03.600 --> 00:17:05.600]  如果我們不向前追求
[00:17:05.600 --> 00:17:09.600]  不要以為你可以保住你的小天地
[00:17:09.600 --> 00:17:12.600]  唯有當你向前追求的時候
[00:17:12.600 --> 00:17:19.600]  你才能夠叫你的恩兆和揀選堅定不移
[00:17:19.600 --> 00:17:23.600]  而不至於失腳
[00:17:23.600 --> 00:17:25.600]  各位弟兄姊妹
[00:17:25.600 --> 00:17:30.600]  在香港這個環境有很多試探
[00:17:30.600 --> 00:17:33.600]  我相信我們純粹說的話
[00:17:33.600 --> 00:17:36.600]  在屬靈的層面都正確
[00:17:36.600 --> 00:17:39.600]  就是不進則退
[00:17:39.600 --> 00:17:41.600]  當你在信仰的路上不追求
[00:17:41.600 --> 00:17:43.600]  不殷勤的時候
[00:17:43.600 --> 00:17:45.600]  你會面對一個危險
[00:17:45.600 --> 00:17:48.600]  你會有可能跌倒
[00:17:48.600 --> 00:17:50.600]  你可能會在聖經所說
[00:17:50.600 --> 00:17:53.600]  叫你的揀選猶豫不定
[00:17:53.600 --> 00:17:55.600]  甚至會失去
[00:17:55.600 --> 00:17:57.600]  因爲聖經很鼓勵我們
[00:17:57.600 --> 00:18:01.600]  要留心去殷勤地追求
[00:18:01.600 --> 00:18:05.600]  得著神要你得著
[00:18:05.600 --> 00:18:07.600]  我們回到希伯來書
[00:18:07.600 --> 00:18:11.600]  在希伯來書第三章
[00:18:11.600 --> 00:18:17.600]  我們看第十二節
[00:18:17.600 --> 00:18:19.600]  因此聖經就告訴我們
[00:18:19.600 --> 00:18:21.600]  我們要謹慎
[00:18:21.600 --> 00:18:24.600]  弟兄們你們要謹慎
[00:18:24.600 --> 00:18:26.600]  免得你們中間或有人
[00:18:26.600 --> 00:18:29.600]  存著不信的惡心
[00:18:29.600 --> 00:18:33.600]  把永生神棄離棄了
[00:18:33.600 --> 00:18:35.600]  總要趁著還有今天
[00:18:35.600 --> 00:18:37.600]  天天彼此相勸
