
[00:00:00.000 --> 00:00:10.000]  各位弟兄姊妹,我們來到第三個主題:認識教會的第十講,也就是教會的第十章。
[00:08:38.000 --> 00:08:45.000]  就是神府裡面所有的分子都要互相配達。
[00:08:45.000 --> 00:08:54.000]  個人知道自己的崗位,又站定崗位。個人有恩賜,又要恩賜合作。
[00:08:54.000 --> 00:09:05.000]  這樣就能夠聯絡整齊,呈現了神的設計的如臨的美觀。
[00:09:06.000 --> 00:09:12.000]  第四點:眾之派何等可貴?
[00:09:12.000 --> 00:09:24.000]  第六點,第四節說:眾之派,就是耶和華的之派上哪裡去?
[00:09:24.000 --> 00:09:31.000]  這不是說一個之派,不是兩個之派,不是一部分的之派,不是的。
[00:09:32.000 --> 00:09:44.000]  眾之派,所有的之派,一切的以色列人,屬神的人,他們都到耶路撒冷的聖殿去親近神。
[00:09:44.000 --> 00:09:52.000]  這就是總動員。教會需要總動員。
[00:09:52.000 --> 00:10:01.000]  會有沒有例外的,都要愛主,都要親近主,都要侍奉主,都要見證主。
[00:10:01.000 --> 00:10:07.000]  我們是如臨的眾之派的一分子。
[00:10:07.000 --> 00:10:14.000]  我們就這樣被神的愛動員了。
[00:10:14.000 --> 00:10:19.000]  被我們對神的愛,對神教的愛動員了。
[00:10:19.000 --> 00:10:23.000]  我們都起了作用,我們都動起來了。
[00:10:23.000 --> 00:10:28.000]  我們不是死的,我們不是沒有作為的。
[00:10:29.000 --> 00:10:41.000]  我們都歡歡喜喜地興起來,一起來敬拜、侍奉、見證,何等美麗的一幅圖畫。
[00:10:41.000 --> 00:10:56.000]  我們又看見,在這裡說,以色列的常例,小字說,或作以色列的證據。
[00:10:57.000 --> 00:11:09.000]  以色列人的常例,就是說,每個以色列人都應該知道他要做什麼。
[00:11:09.000 --> 00:11:14.000]  他要力行這個常例。
[00:11:14.000 --> 00:11:19.000]  他經常地去做,成了他的慣例。
[00:11:20.000 --> 00:11:29.000]  他要了解神要他在教會裡面做什麼。
[00:11:29.000 --> 00:11:41.000]  這樣他就能成為一個證據,以色列的證據,來證明以色列是屬神的。
[00:11:42.000 --> 00:11:54.000]  向外人見證,以色列人是屬神的。對內的見證,對外的見證,向神的見證。
[00:11:54.000 --> 00:12:04.000]  當我們力行這些常例的時候,我們就顯出了我們的見證了。
[00:12:04.000 --> 00:12:10.000]  我們想到大衛的勇士。
[00:12:11.000 --> 00:12:19.000]  在歷代誌上第十二章,提到有許多的人來跟從大衛。
[00:12:19.000 --> 00:12:27.000]  這些人是怎麼樣的人呢?他們能守行五。
[00:12:27.000 --> 00:12:39.000]  意思就是說,他們知道軍隊擺陣的時候,他自己個人的位置在哪裡。
[00:12:40.000 --> 00:12:48.000]  行是中面的,五是橫面的。兩個人是一五。
[00:12:48.000 --> 00:12:57.000]  行就是一排的合作,五就是兩個人的合作。
[00:12:57.000 --> 00:13:08.000]  所以,行五,守行五,就是知道在擺陣作戰的時候,他自己要站在哪裡。
[00:13:09.000 --> 00:13:15.000]  守住那個崗位。這是在教會裡面很重要的一件事。
[00:13:15.000 --> 00:13:23.000]  每個人要知道自己的崗位在哪裡,守住那個崗位,忠於那個崗位。
[00:13:23.000 --> 00:13:30.000]  第一,知道;第二,守住。這樣就能夠起作用。
[00:13:31.000 --> 00:13:46.000]  每個人這樣做關係很小,但是每個人都這樣做,那就成了一個非常有能力的打勝仗的軍隊了。
[00:13:46.000 --> 00:13:58.000]  他的隊形不會混亂。他作戰的時候,這樣悠條悠理地來制勝敵人。
[00:14:00.000 --> 00:14:09.000]  第八點,稱讚耶和華的名。第四節末了一句,稱讚耶和華的名。
[00:14:09.000 --> 00:14:18.000]  這是對神的敬拜。我們愛教會,我們愛教會裡的禮拜,
[00:14:18.000 --> 00:14:29.000]  我們在禮拜中歡喜快樂地稱讚神的名,榮耀祂的名,高舉祂的名,以祂的名為榮耀。
[00:14:29.000 --> 00:14:40.000]  這樣的稱讚,就是敵人懼怕。讚美就是耶和華的寶座。
[00:14:40.000 --> 00:14:48.000]  讚美能夠釋放神寶座的能力,使敵人驚慌懼怕退後。
[00:14:49.000 --> 00:15:06.000]  所以約沙發往,他面對敵人的時候,他將軍隊派出去,讓師班走在軍隊的前面,一面前行,一面歌頌神。
[00:15:06.000 --> 00:15:18.000]  結果神的寶座的能力發揮出來,敵人就起了內訌,他們就互相征戰,他們就敗退了。
[00:15:18.000 --> 00:15:27.000]  那是一個奇妙的勝利,藉著師班的讚美,對神的敬拜而得勝敵人。
[00:15:27.000 --> 00:15:32.000]  這給我們一個很寶貴的功課。
[00:15:32.000 --> 00:15:45.000]  第九點和第五節,要建立神的寶座在教會中。
[00:15:46.000 --> 00:15:54.000]  在第五節裡面,兩次提到寶座,有兩個不同意義的重點。
[00:15:54.000 --> 00:16:02.000]  因為在那裡設立神的寶座,就是大衛家的寶座。
[00:16:02.000 --> 00:16:08.000]  這裡提到寶座的兩種性質。
[00:16:09.000 --> 00:16:19.000]  第一是神派的寶座,這個神派要決定屬於他的人得什麼賞賜。
[00:16:19.000 --> 00:16:37.000]  感謝神,我們在神的家中侍奉他,站穩我們的崗位,做我們應該做的事,在我們的崗位上盡忠,完成神給我們的託付。
[00:16:38.000 --> 00:16:44.000]  我們在神的家中,將來就要接受賞賜。
[00:16:44.000 --> 00:16:50.000]  這個賞賜是從神派的寶座上賜下來的。
[00:16:50.000 --> 00:17:00.000]  寶座的第二個意思,大衛家的寶座,這個寶座是主權的意思。
[00:17:01.000 --> 00:17:14.000]  神坐在寶座上,祂是主,祂是王,教會一切的主權在祂的手中,不是在人的手中。
[00:17:14.000 --> 00:17:20.000]  所以我們都環繞祂的寶座,來高舉祂,來順服祂。
[00:17:20.000 --> 00:17:29.000]  我們把自己奉獻給祂,我們不再是自己的人,我們自己人生的主權不再在我們自己的手中。
[00:17:30.000 --> 00:17:42.000]  我們是自己的主人,我們把自己的一切,整個的一生都奉獻給坐在寶座上的主。
[00:17:42.000 --> 00:17:54.000]  我在重生得救以後不久的時候,聽見一篇的信息對我有很大的幫助。
[00:17:55.000 --> 00:18:04.000]  這個講道的人說,每個人心中有一個寶座,是誰坐在寶座上呢?
[00:18:04.000 --> 00:18:18.000]  如果是主坐在寶座上,自己就要從寶座上下來,尊主為聖,順服祂,自己就要盯獅子腳。
[00:18:19.000 --> 00:18:25.000]  如果是我自己坐在寶座上,那麼基督就要從盯獅子腳。
[00:18:25.000 --> 00:18:31.000]  這樣的一個信息,深深地刻記在我的心中。
[00:18:31.000 --> 00:18:40.000]  是誰坐在我心中和人生中的寶座上呢?是我自己呢?還是主呢?
[00:18:41.000 --> 00:18:50.000]  這個基本的問題可以幫助每一個基督徒做出選擇,做出決定。
[00:18:50.000 --> 00:18:58.000]  我們說,是的,主啊,你是我心中寶座上的主。
[00:18:58.000 --> 00:19:07.000]  我要在我的心中,在我的教會中建立你的主權的寶座。
[00:19:08.000 --> 00:19:15.000]  第十點,我們要為耶路撒冷求平安。
[00:19:15.000 --> 00:19:25.000]  第六點,你們要為耶路撒冷求平安,我們今天為教會求平安。
[00:19:26.000 --> 00:19:37.000]  平安在這篇詩裡出現了好幾次,有不同的意思。
[00:19:37.000 --> 00:19:48.000]  這裡說的求平安,是在仇敵的面前得平安,那就是勝過仇敵。
[00:19:49.000 --> 00:20:05.000]  仇敵來攻打的時候,耶路撒冷打敗仗,那就沒有平安了,受敵人的壓制,同志管理。
[00:20:05.000 --> 00:20:12.000]  那就是失去了一個國家主權的平安。
[00:20:13.000 --> 00:20:19.000]  要向神求平安,就是勝過仇敵的平安。
[00:20:19.000 --> 00:20:32.000]  教會是撒冷攻擊的對象,我們越興旺的時候,我們越要小心,因為撒冷不肯輕易地放過教會。
[00:20:32.000 --> 00:20:39.000]  所以我們要繼續地求神,親自地看顧教會,保守教會。
[00:20:40.000 --> 00:20:46.000]  這樣我們才能在敵人的面前站得住,打勝仗。
[00:20:46.000 --> 00:20:56.000]  第二個平安的意義呢,第七節,願你城中平安。
[00:20:56.000 --> 00:21:03.000]  第八節末了一句,願平安在你中間。
[00:21:04.000 --> 00:21:18.000]  這個是內部的平安,和敵人沒有關係。這是因為教會裡面彼此相愛,彼此合作,彼此尊重而有的平安。
[00:21:18.000 --> 00:21:24.000]  這是赫爾維伊的那個平安。感謝神。
[00:21:24.000 --> 00:21:31.000]  這兩種平安我們都要求,接著到告來求。
[00:21:32.000 --> 00:21:44.000]  求神賜給我們在敵人面前的勝利,也求神保守我們赫爾維伊的心在教會裡面。
[00:21:44.000 --> 00:21:52.000]  第十一點,求神興旺在教會裡面愛神的人。
[00:21:52.000 --> 00:22:01.000]  第六節末了一句,耶路撒冷啊,愛你的人必然興旺。
[00:22:02.000 --> 00:22:06.000]  這個興旺有兩個意思。
[00:22:06.000 --> 00:22:25.000]  第一個意思就是興盛,好像英文說的prosperous,愛主的人,猛恩更多,各方面都順利興盛,更加猛恩。
[00:22:26.000 --> 00:22:35.000]  第二個意思就是人數增加,在人數上興旺,越來越多愛主的人。
[00:22:35.000 --> 00:22:40.000]  這是一個愛教會的人的心願。
[00:22:41.000 --> 00:23:00.000]  我的教會願愛你的人,人數更多,又願愛你的人更加猛恩,更加興旺,靈性興旺,適逢興旺,猛神的願成為多人的祝福。
[00:23:01.000 --> 00:23:09.000]  第十二點,求為教會的靈秀祷告祈求。
[00:23:09.000 --> 00:23:15.000]  第七節第二句,願你宮內興旺。
[00:23:15.000 --> 00:23:24.000]  宮是靈秀住的地方,宮內興旺就是教會的靈秀興旺。
[00:23:25.000 --> 00:23:43.000]  如果我們愛教會,我們一定要向神求,求你恩帶教會的靈秀,使他們的靈性興旺,使他們的工作興旺,使他們的適逢興旺,使他們的計劃興旺。
[00:23:44.000 --> 00:23:55.000]  這個很重要。教會的靈秀和教會的發展、長進、成就有密切的關係。
[00:23:55.000 --> 00:24:01.000]  靈秀的帶領是關係全群的進退的。
[00:24:02.000 --> 00:24:14.000]  靈秀好,全教會的猛恩;靈秀不好,失敗,軟弱,全教會受虧損,所以要祈求。
[00:24:14.000 --> 00:24:27.000]  願,也就是祈求的心願,求神使教會你的靈秀階層,大大猛恩,常常猛恩。
[00:24:28.000 --> 00:24:46.000]  靈性新鮮有力,健身體健康,有聰明智慧,能夠被神所用,成為神賜福的器皿,把神的恩典帶進會友中間。
[00:24:47.000 --> 00:24:58.000]  藉著各樣的計劃,世公的推進,各種的教導,讓會眾猛恩進步,更認識神,更愛神。
[00:24:58.000 --> 00:25:06.000]  這樣,宮內興旺,全城就興旺,教會的靈秀興旺,整個教會就興旺。
[00:25:07.000 --> 00:25:15.000]  第十三點:就是侍奉的人彼此之間的兩種雙重關係。
[00:25:15.000 --> 00:25:22.000]  第八點:因我弟兄和同伴的緣故。
[00:25:22.000 --> 00:25:34.000]  這裡提到弟兄和同伴,其實是指著相同的人說的,不是弟兄是一種人,同伴是另外一種人,不是的。
[00:25:35.000 --> 00:25:40.000]  而是說又是弟兄,又是同伴。
[00:25:40.000 --> 00:25:48.000]  我們在教會中彼此的關係,就是雙重的關係。
[00:25:48.000 --> 00:25:57.000]  同伴是一起工作,是工作上的同伴,等於同工。
[00:25:58.000 --> 00:26:09.000]  我們同工的人,不是單單在工作上的關係,工作完了就沒有關係了,工作的時候就有關係,那就錯了。
[00:26:09.000 --> 00:26:20.000]  所以在這裡,在這個同工的關係之外之上,還要有另外一種關係,就是弟兄的關係。
[00:26:20.000 --> 00:26:25.000]  我們不但是同工,也是弟兄。
[00:26:26.000 --> 00:26:37.000]  弟兄是專門為了工作,弟兄是生活,一直在一起的,一個理不開的關係,感謝主。
[00:26:37.000 --> 00:26:48.000]  我們彼此是靈友,也是工友,在工作上是朋友,在靈性上是朋友。
[00:26:49.000 --> 00:26:59.000]  我們是工友,我們的友情限於工作範圍之內,離開工作沒有友情了,沒有關係了,沒有來往了。
[00:26:59.000 --> 00:27:11.000]  但是成為靈友,心靈的朋友,永遠有密切的關係,彼此是弟兄姊妹。
[00:27:12.000 --> 00:27:27.000]  所以,又是同工,又是弟兄姊妹,雙重的關係,這個教會就健全了,彼此之間的凝聚力就很強了。
[00:27:27.000 --> 00:27:39.000]  最後,第十四點,第九點,這是追求。
[00:27:40.000 --> 00:27:43.000]  我們在教會裡面的弟兄姊妹的追求。
[00:27:43.000 --> 00:27:50.000]  第九點,因優化我們神殿的緣故,我要為你求福。
[00:27:50.000 --> 00:27:57.000]  這裡說的求,和第六節說的求,不同。
[00:27:57.000 --> 00:28:06.000]  第六節說,你們要為耶路撒冷求平安,這個求是禱告的求,香神求。
[00:28:07.000 --> 00:28:16.000]  第九節,末了兩個字,求福,這個是尋求,這個是追求的求。
[00:28:16.000 --> 00:28:28.000]  每一個愛教會的人,都要追求教會的好處,不是求自己的好處。
[00:28:29.000 --> 00:28:37.000]  我要為你求福,不是自私的求自己的福和好處。
[00:28:37.000 --> 00:28:44.000]  我們不但有禱告的求,也有實際的追求,尋求。
[00:28:44.000 --> 00:28:49.000]  這個追求尋求,包括我們的奴隸。
[00:28:49.000 --> 00:28:55.000]  有的人禱告,禱告完了,就完了。
[00:28:56.000 --> 00:29:07.000]  禱告就是一切,禱告完了沒有其他的作用,在禱告後,發現出來。
[00:29:07.000 --> 00:29:12.000]  有真正的禱告,會產生尋求追求。
[00:29:12.000 --> 00:29:20.000]  我香神求了,那麼我自己要奴隸,我要追求,我要向前向上。
[00:29:21.000 --> 00:29:28.000]  所以這個求,是尋求追求教會的好處,實際的奴隸。
[00:29:28.000 --> 00:29:33.000]  這樣才是一個真愛教會的人。
[00:29:33.000 --> 00:29:44.000]  感謝主,我們在神的教課裡頭,就是神所愛的教課裡頭。
[00:29:45.000 --> 00:30:08.000]  也就是,一夫所述五章二十五節說,基督愛教會,教會舍己的那個教會裡頭,來依其愛主,依其的愛教會,依其的愛教會裡面所有的弟兄姊妹,依其為了教會的好處來追求,來奴隸。
[00:30:09.000 --> 00:30:25.000]  這篇詩,真是寶貴,流露了作者對神的城,神的殿的關心、摯愛、熱愛。
[00:30:26.000 --> 00:30:43.000]  讓我們今天面對基督的教會,願意學習這樣的心態,得到這樣的感受,有這樣的奴隸追求,同心合一的愛教會。
[00:30:44.000 --> 00:31:03.000]  在神所愛的教會當中,獻上我們每一個人一份從內心深處最真誠的愛,給基督的教會。我愛基督教會。阿們。

