
[00:00:00.000 --> 00:00:08.000]  新年的時候大家都會互相祝福
[00:02:08.000 --> 00:02:16.000]  你可以遣去聖經的《創世紀》
[00:02:16.000 --> 00:02:17.000]  一開始的第一卷書
[00:02:17.000 --> 00:02:28.000]  《創世紀》第二十二章
[00:02:28.000 --> 00:02:32.000]  也就是剛才我們讀過的經文
[00:02:32.000 --> 00:02:33.000]  你讀二十二章的時候
[00:02:33.000 --> 00:02:36.000]  你留意到去到後半份
[00:02:36.000 --> 00:02:39.000]  神就很清楚地表達
[00:02:39.000 --> 00:02:41.000]  祂要賜福給阿伯拉罕
[00:02:41.000 --> 00:02:48.000]  你看二十二章的第十七節
[00:02:48.000 --> 00:02:49.000]  神就告訴阿伯拉罕
[00:02:49.000 --> 00:02:53.000]  我必定賜福給您
[00:02:53.000 --> 00:02:55.000]  必使您的後裔繁多
[00:02:55.000 --> 00:02:57.000]  像天上的星海邊的沙
[00:02:57.000 --> 00:03:00.000]  您的後裔必佔領受敵的城門
[00:03:00.000 --> 00:03:05.000]  地上萬國都要因您的後裔得福
[00:03:05.000 --> 00:03:12.000]  然後說因為您聽從了我的話
[00:03:12.000 --> 00:03:14.000]  當神賜福給阿伯拉罕的時候
[00:03:14.000 --> 00:03:17.000]  祂說我必定賜福給您
[00:03:17.000 --> 00:03:20.000]  這句話在原來的文字
[00:03:20.000 --> 00:03:23.000]  含有一個很清楚的意思
[00:03:23.000 --> 00:03:27.000]  就是神大大賜福
[00:03:27.000 --> 00:03:28.000]  不是少少
[00:03:28.000 --> 00:03:30.000]  而是大大的賜福
[00:03:30.000 --> 00:03:34.000]  而且更加表達出一種肯定的意思
[00:03:34.000 --> 00:03:39.000]  神是必定肯定會賜福給阿伯拉罕
[00:03:39.000 --> 00:03:41.000]  然後聖經就說
[00:03:41.000 --> 00:03:43.000]  必使您的後裔繁多
[00:03:43.000 --> 00:03:45.000]  原來的意思也是在說
[00:03:45.000 --> 00:03:48.000]  是大大增多的意思
[00:03:48.000 --> 00:03:51.000]  不是為數幾個
[00:03:51.000 --> 00:03:55.000]  而是極多極多的後裔
[00:03:55.000 --> 00:03:57.000]  和極大的恩典
[00:03:57.000 --> 00:04:00.000]  好像天上的星海上的沙
[00:04:00.000 --> 00:04:03.000]  然後又說到後裔可以擊敗
[00:04:03.000 --> 00:04:04.000]  擊退敵人
[00:04:04.000 --> 00:04:07.000]  是說將來神應許他們的後裔
[00:04:07.000 --> 00:04:10.000]  必定能夠佔領迦南地
[00:04:10.000 --> 00:04:14.000]  神將迦南這個美地賜給他們
[00:04:14.000 --> 00:04:16.000]  是確定的事情
[00:04:16.000 --> 00:04:20.000]  萬國要因你的後裔得福
[00:04:20.000 --> 00:04:22.000]  不單止將祝福賜給你
[00:04:22.000 --> 00:04:27.000]  也都透過你將祝福帶給其他人
[00:04:27.000 --> 00:04:29.000]  這一切一切的祝福
[00:04:29.000 --> 00:04:31.000]  最後清楚神說一句話
[00:04:31.000 --> 00:04:35.000]  為什麼會祝福阿伯拉罕呢
[00:04:35.000 --> 00:04:41.000]  因為你聽從了我的話
[00:04:41.000 --> 00:04:42.000]  各位靈姐妹
[00:04:42.000 --> 00:04:45.000]  神要賜福給阿伯拉罕
[00:04:45.000 --> 00:04:48.000]  同時要將祝福賜給
[00:04:48.000 --> 00:04:52.000]  所有聽從他的話的人
[00:04:52.000 --> 00:04:54.000]  凡是願意敬畏神
[00:04:54.000 --> 00:04:56.000]  聽從神的話
[00:04:56.000 --> 00:04:58.000]  是蒙神賜福的
[00:04:58.000 --> 00:05:01.000]  因此當你想得到祝福的時候
[00:05:01.000 --> 00:05:06.000]  你首先鼓勵自己聽從神的話
[00:05:06.000 --> 00:05:09.000]  甚至好像阿伯拉罕那樣
[00:05:09.000 --> 00:05:11.000]  無論在什麼處境裡面
[00:05:11.000 --> 00:05:14.000]  不惜付上任何代價
[00:05:14.000 --> 00:05:17.000]  都要聽從神
[00:05:17.000 --> 00:05:20.000]  你就會經歷神在今天
[00:05:20.000 --> 00:05:24.000]  和在永恆當中給你的祝福
[00:05:24.000 --> 00:05:30.000]  你記得 因為你聽從了神的話
[00:05:30.000 --> 00:05:32.000]  當我們讀到《遠傳經文》的時候
[00:05:32.000 --> 00:05:34.000]  你會留意到一件事情
[00:05:34.000 --> 00:05:38.000]  就是提及神會試驗人
[00:05:38.000 --> 00:05:40.000]  或者說考驗人
[00:05:40.000 --> 00:05:42.000]  但是考驗的過程當中
[00:05:42.000 --> 00:05:45.000]  是將福氣賜給人
[00:05:45.000 --> 00:05:47.000]  或者說透過考驗
[00:05:47.000 --> 00:05:49.000]  將福氣賜給人
[00:05:49.000 --> 00:05:51.000]  我們一起再看聖經
[00:05:51.000 --> 00:05:54.000]  在剛才的二十二章第二節
[00:05:54.000 --> 00:05:55.000]  你會留意到
[00:05:55.000 --> 00:05:57.000]  就是當時神很清楚吩咐阿伯拉罕
[00:05:57.000 --> 00:05:59.000]  帶著你的兒子
[00:05:59.000 --> 00:06:01.000]  就是你所愛的獨生子
[00:06:01.000 --> 00:06:03.000]  而殺到摩利亞地去
[00:06:03.000 --> 00:06:05.000]  在我所要指示你的一座山上
[00:06:05.000 --> 00:06:09.000]  把他獻為繁祭
[00:06:09.000 --> 00:06:12.000]  我相信阿伯拉罕聽見這句話的時候
[00:06:12.000 --> 00:06:15.000]  他是很難明白的
[00:06:15.000 --> 00:06:19.000]  第一 這個兒子是神所賜的
[00:06:19.000 --> 00:06:22.000]  是神即性地得到的
[00:06:22.000 --> 00:06:25.000]  一百歲竟然可以生孩子
[00:06:25.000 --> 00:06:27.000]  很明顯是神按祂的應許
[00:06:27.000 --> 00:06:30.000]  特別賜給阿伯拉罕的
[00:06:30.000 --> 00:06:32.000]  阿伯拉罕也知道
[00:06:32.000 --> 00:06:34.000]  神要透過他親身的後裔
[00:06:34.000 --> 00:06:36.000]  親自所生的
[00:06:36.000 --> 00:06:40.000]  來讓他有千千萬萬的後裔
[00:06:40.000 --> 00:06:42.000]  但是突然間這個時候
[00:06:42.000 --> 00:06:45.000]  神說要將他獻為祭
[00:06:45.000 --> 00:06:47.000]  要他的兒子死
[00:06:47.000 --> 00:06:50.000]  那怎麼能夠成全神的應許呢?
[00:06:50.000 --> 00:06:54.000]  神答應的事情是不是不能夠實現呢?
[00:06:54.000 --> 00:06:56.000]  我相信是阿伯拉罕心中
[00:06:56.000 --> 00:06:59.000]  很快就會想到的一種狀況
[00:06:59.000 --> 00:07:01.000]  還有他很清楚知道
[00:07:01.000 --> 00:07:02.000]  這個是我的兒子
[00:07:02.000 --> 00:07:04.000]  和他有密切的關係
[00:07:04.000 --> 00:07:09.000]  他怎麼可以親手殺死自己親生的孩子
[00:07:09.000 --> 00:07:10.000]  所以對阿伯拉罕來說
[00:07:10.000 --> 00:07:13.000]  相信他的心情很複雜
[00:07:13.000 --> 00:07:16.000]  為什麼?為什麼?為什麼?
[00:07:16.000 --> 00:07:18.000]  但是當你再讀的時候
[00:07:18.000 --> 00:07:21.000]  你會讀到在聖經第二節五次經文
[00:07:21.000 --> 00:07:23.000]  如果我們從和合本來看
[00:07:23.000 --> 00:07:28.000]  和合本它將兒子的情況
[00:07:28.000 --> 00:07:31.000]  按照原文的次序說出來
[00:07:31.000 --> 00:07:35.000]  聖話你帶著你的兒子
[00:07:35.000 --> 00:07:38.000]  阿伯拉罕一個自己的兒子
[00:07:38.000 --> 00:07:41.000]  就算你獨生的兒子
[00:07:41.000 --> 00:07:43.000]  意味著沒有其他了
[00:07:43.000 --> 00:07:45.000]  唯一的兒子
[00:07:45.000 --> 00:07:48.000]  接著說你所愛的已殺
[00:07:48.000 --> 00:07:51.000]  是他所最親愛的對象
[00:07:51.000 --> 00:07:54.000]  他親生的兒子
[00:07:54.000 --> 00:07:57.000]  神不是不知道這個人
[00:07:57.000 --> 00:08:00.000]  和他的關係有多密切
[00:08:00.000 --> 00:08:02.000]  當他這樣說的時候
[00:08:02.000 --> 00:08:04.000]  他特別這樣說
[00:08:04.000 --> 00:08:07.000]  你帶著你的兒子
[00:08:07.000 --> 00:08:09.000]  帶著這個字
[00:08:09.000 --> 00:08:12.000]  就這樣看好像說你帶著他去
[00:08:12.000 --> 00:08:15.000]  但是原來意思有個很特別的含義
[00:08:15.000 --> 00:08:18.000]  就是請求的意思
[00:08:18.000 --> 00:08:23.000]  竟然神請求阿伯拉罕做這件事情
[00:08:23.000 --> 00:08:26.000]  你可以明白就是當神這樣說的時候
[00:08:26.000 --> 00:08:30.000]  是會他很明白阿伯拉罕那種的為難
[00:08:30.000 --> 00:08:32.000]  不明白、不了解
[00:08:32.000 --> 00:08:36.000]  但是神請求他完全的信靠
[00:08:36.000 --> 00:08:40.000]  完全去聽從神的吩咐
[00:08:40.000 --> 00:08:42.000]  知道很艱難
[00:08:42.000 --> 00:08:45.000]  知道你是我最珍愛的
[00:08:45.000 --> 00:08:50.000]  但是你放心聽從我的吩咐
[00:08:50.000 --> 00:08:53.000]  阿伯拉罕聽到神這樣說的時候
[00:08:53.000 --> 00:08:55.000]  他掙扎完
[00:08:55.000 --> 00:08:59.000]  他就決心要你去聽從
[00:08:59.000 --> 00:09:01.000]  所以接著經文你讀下去的時候
[00:09:01.000 --> 00:09:03.000]  第三節就清楚說到
[00:09:03.000 --> 00:09:06.000]  阿伯拉罕一清早就起來
[00:09:06.000 --> 00:09:08.000]  他自己預備好了爐
[00:09:08.000 --> 00:09:10.000]  帶著兩個銅瓷
[00:09:10.000 --> 00:09:12.000]  而且也劈好了柴
[00:09:12.000 --> 00:09:16.000]  來作為燒飯製的柴
[00:09:16.000 --> 00:09:17.000]  這些的描述
[00:09:17.000 --> 00:09:19.000]  正是在說阿伯拉罕心裡面
[00:09:19.000 --> 00:09:24.000]  一個很清楚的甘心、願意的心
[00:09:24.000 --> 00:09:26.000]  他自己可以叫僕人做這些事
[00:09:26.000 --> 00:09:27.000]  他有很多僕人
[00:09:27.000 --> 00:09:32.000]  但是他自己吩咐誰?自己
[00:09:32.000 --> 00:09:34.000]  自己一早起來
[00:09:34.000 --> 00:09:36.000]  沒有什麼拖延
[00:09:36.000 --> 00:09:37.000]  沒有什麼的為難
[00:09:37.000 --> 00:09:40.000]  就自己去預備爐
[00:09:40.000 --> 00:09:44.000]  劈好柴然後上爐
[00:09:44.000 --> 00:09:46.000]  當然你讀了聖經的時候
[00:09:46.000 --> 00:09:48.000]  知道他去到這個目的地
[00:09:48.000 --> 00:09:51.000]  需要三天的時間
[00:09:51.000 --> 00:09:53.000]  你可以想像三天裡面
[00:09:53.000 --> 00:09:55.000]  會不會有掙扎
[00:09:55.000 --> 00:09:57.000]  還是沒有
[00:09:57.000 --> 00:09:59.000]  怎麼可以殺自己的兒子
[00:09:59.000 --> 00:10:01.000]  回頭了
[00:10:01.000 --> 00:10:04.000]  但是聖經說到三天的行程
[00:10:04.000 --> 00:10:07.000]  阿伯拉罕沒有回頭
[00:10:07.000 --> 00:10:11.000]  他一直去到神要他去的地方
[00:10:11.000 --> 00:10:13.000]  立定決心
[00:10:13.000 --> 00:10:16.000]  獻上自己的兒子
[00:10:16.000 --> 00:10:17.000]  在過程裡面
[00:10:17.000 --> 00:10:19.000]  我們會覺得很難解釋
[00:10:19.000 --> 00:10:22.000]  為什麼會這樣要求阿伯拉罕
[00:10:22.000 --> 00:10:25.000]  但如果你再留意第一節的時候
[00:10:25.000 --> 00:10:27.000]  你看回第一節
[00:10:27.000 --> 00:10:34.000]  這些事以後 神什麼 試驗阿伯拉罕
[00:10:34.000 --> 00:10:40.000]  試驗 考驗 trial
[00:10:40.000 --> 00:10:44.000]  聖經提到神是要去考驗阿伯拉罕
[00:10:44.000 --> 00:10:46.000]  要知道什麼
[00:10:46.000 --> 00:10:50.000]  要知道他是不是真的敬畏神
[00:10:50.000 --> 00:10:53.000]  當我們讀到下面第十二節的時候
[00:10:53.000 --> 00:10:56.000]  當阿伯拉罕真的獻以殺的時候
[00:10:56.000 --> 00:10:59.000]  當時他很清楚聽到神跟他說
[00:10:59.000 --> 00:11:01.000]  住手不要殺兒子
[00:11:01.000 --> 00:11:03.000]  然後神就告訴他
[00:11:03.000 --> 00:11:09.000]  現在我知道你是敬畏神的了
[00:11:09.000 --> 00:11:11.000]  現在知道了
[00:11:11.000 --> 00:11:14.000]  因為你沒有留下你的兒子
[00:11:14.000 --> 00:11:18.000]  你的獨生子不給我
[00:11:18.000 --> 00:11:20.000]  神要考驗阿伯拉罕
[00:11:20.000 --> 00:11:24.000]  是要知道他的心是不是真的想敬畏神
[00:11:24.000 --> 00:11:28.000]  因此你知道什麼是敬畏神
[00:11:28.000 --> 00:11:31.000]  敬畏神就是在一切的情況之下
[00:11:31.000 --> 00:11:34.000]  聽從神的吩咐
[00:11:34.000 --> 00:11:36.000]  就算不惜代價
[00:11:36.000 --> 00:11:39.000]  就算將你最珍貴的
[00:11:39.000 --> 00:11:41.000]  無論是人或是事
[00:11:41.000 --> 00:11:45.000]  都願意交在神的手中
[00:11:45.000 --> 00:11:49.000]  在那個時候你是敬畏神
[00:11:49.000 --> 00:11:54.000]  因為你沒有讓其他代替了神的位置
[00:11:54.000 --> 00:11:58.000]  至高至榮耀的上帝對你的吩咐
[00:11:58.000 --> 00:12:02.000]  你知道是至高的吩咐
[00:12:02.000 --> 00:12:05.000]  因此你願意去聽從
[00:12:05.000 --> 00:12:09.000]  聖經說這個是敬畏
[00:12:09.000 --> 00:12:11.000]  我記得認識偉弟兄
[00:12:11.000 --> 00:12:13.000]  因為弟兄說到他自己一個經歷
[00:12:13.000 --> 00:12:15.000]  在一間公司裡面做工作
[00:12:15.000 --> 00:12:19.000]  這間公司是他很歡喜的公司
[00:12:19.000 --> 00:12:22.000]  所做的工作也是他很歡喜的工作
[00:12:22.000 --> 00:12:24.000]  而且工作很有前途
[00:12:24.000 --> 00:12:26.000]  一直做的時候很多發展
[00:12:26.000 --> 00:12:28.000]  很多成長的機會
[00:12:28.000 --> 00:12:32.000]  但是有一段時間他的上司對他一個要求
[00:12:32.000 --> 00:12:36.000]  要求他對客戶做一些事
[00:12:36.000 --> 00:12:38.000]  他很清楚知道這些要求
[00:12:38.000 --> 00:12:41.000]  其實是在欺騙客戶
[00:12:41.000 --> 00:12:44.000]  事實不是這樣
[00:12:44.000 --> 00:12:45.000]  他很掙扎
[00:12:45.000 --> 00:12:47.000]  他回想了很久
[00:12:47.000 --> 00:12:50.000]  一直祈禱感覺自己掙扎
[00:12:50.000 --> 00:12:55.000]  但是祈禱的時候心裡有一種感動
[00:12:55.000 --> 00:12:57.000]  就算沒有一份工作
[00:12:57.000 --> 00:13:00.000]  我都要聽神的話
[00:13:00.000 --> 00:13:03.000]  這份感動在他心裡帶給他勇敢
[00:13:03.000 --> 00:13:06.000]  所以他就回去跟老闆說
[00:13:06.000 --> 00:13:08.000]  老闆對不起
[00:13:08.000 --> 00:13:09.000]  我是嬌徒
[00:13:09.000 --> 00:13:12.000]  我不可以做這些事
[00:13:12.000 --> 00:13:14.000]  的確正如他所預計的
[00:13:14.000 --> 00:13:17.000]  老闆就辭退他
[00:13:17.000 --> 00:13:20.000]  後來他有很多其他的經歷不詳細說
[00:13:20.000 --> 00:13:23.000]  但是我不會忘記這位弟兄
[00:13:23.000 --> 00:13:27.000]  他內心裡面很清楚向我作見證
[00:13:27.000 --> 00:13:29.000]  他願意敬畏神
[00:13:29.000 --> 00:13:33.000]  多過保留一份他自己覺得很有前途
[00:13:33.000 --> 00:13:36.000]  很喜歡的工作
[00:13:36.000 --> 00:13:40.000]  敬畏上帝是聽從上帝的意思
[00:13:40.000 --> 00:13:43.000]  你和我有時候在人生的路上
[00:13:43.000 --> 00:13:46.000]  都會面對一些考驗
[00:13:46.000 --> 00:13:49.000]  神要知道我們是不是敬畏祂
[00:13:49.000 --> 00:13:52.000]  當然你說神都知道我的心
[00:13:52.000 --> 00:13:54.000]  我想什麼祂都知道
[00:13:54.000 --> 00:13:56.000]  不用考驗
[00:13:56.000 --> 00:13:58.000]  當然神不是不知道
[00:13:58.000 --> 00:14:01.000]  你的心思意念祂知道
[00:14:01.000 --> 00:14:04.000]  但是神設下一些考驗
[00:14:04.000 --> 00:14:08.000]  是讓你生命當中一些美善的質素
[00:14:08.000 --> 00:14:11.000]  可以得到鞏固
[00:14:11.000 --> 00:14:13.000]  可以成熟
[00:14:13.000 --> 00:14:16.000]  可以堅固起來
[00:14:16.000 --> 00:14:18.000]  在過程當中
[00:14:18.000 --> 00:14:21.000]  讓你的生命更加能夠專一的
[00:14:21.000 --> 00:14:24.000]  單純的敬畏著
[00:14:24.000 --> 00:14:29.000]  不讓其他的事情取代了神在你心中的位置
[00:14:29.000 --> 00:14:34.000]  敬畏神的人有時候會領受神很多方面的恩惠
[00:14:34.000 --> 00:14:36.000]  但是領受恩典之後
[00:14:36.000 --> 00:14:42.000]  會以那份的恩典成為他的摯愛
[00:14:42.000 --> 00:14:44.000]  因此那份的恩典
[00:14:44.000 --> 00:14:46.000]  那份的禮物
[00:14:46.000 --> 00:14:49.000]  竟然取代了神的位置
[00:14:49.000 --> 00:14:51.000]  但當人敬畏神的時候
[00:14:51.000 --> 00:14:55.000]  他樂意將任何神給的
[00:14:55.000 --> 00:14:58.000]  都會獻成在神的面前
[00:14:58.000 --> 00:15:00.000]  正如亞伯拉罕所說
[00:15:00.000 --> 00:15:02.000]  正如神對亞伯拉罕說
[00:15:02.000 --> 00:15:08.000]  沒有留下你的兒子不給我
[00:15:08.000 --> 00:15:09.000]  我跟大家分享一件事情
[00:15:09.000 --> 00:15:13.000]  我之前也有提過
[00:15:13.000 --> 00:15:15.000]  我記得我在好幾年之前
[00:15:15.000 --> 00:15:16.000]  已經好幾年了
[00:15:16.000 --> 00:15:19.000]  我退休之前
[00:15:19.000 --> 00:15:23.000]  在教會裡面的服事有很多不同的責任
[00:15:23.000 --> 00:15:25.000]  那段日子特別覺得忙碌
[00:15:25.000 --> 00:15:28.000]  很忙、很累
[00:15:28.000 --> 00:15:30.000]  還有覺得自己的體力
[00:15:30.000 --> 00:15:31.000]  可能年紀都大了
[00:15:31.000 --> 00:15:33.000]  開始一直下降
[00:15:33.000 --> 00:15:35.000]  平時做到的事
[00:15:35.000 --> 00:15:37.000]  突然間好像做不到
[00:15:37.000 --> 00:15:41.000]  那段時間也是如常地很多降道
[00:15:41.000 --> 00:15:43.000]  但是發覺很沉重
[00:15:43.000 --> 00:15:45.000]  是以前沒有感覺到
[00:15:45.000 --> 00:15:49.000]  預備的時候覺得好像沒有什麼訊息
[00:15:49.000 --> 00:15:51.000]  很難集中精神
[00:15:51.000 --> 00:15:55.000]  說的時候覺得很沉重
[00:15:55.000 --> 00:15:58.000]  在那段時間我不明白為什麼會這樣
[00:15:58.000 --> 00:16:00.000]  突然有一次祈禱的時候
[00:16:00.000 --> 00:16:03.000]  突然間有一種驚慌
[00:16:03.000 --> 00:16:04.000]  怕什麼呢
[00:16:04.000 --> 00:16:09.000]  就是突然間你講不到道會怎樣呢
[00:16:09.000 --> 00:16:11.000]  一個牧師
[00:16:11.000 --> 00:16:12.000]  一個常常講道的人
[00:16:12.000 --> 00:16:16.000]  突然間不能夠再講道會怎樣呢
[00:16:16.000 --> 00:16:17.000]  接著的日子
[00:16:17.000 --> 00:16:21.000]  我就突然間有一個很強的情緒低落
[00:16:21.000 --> 00:16:25.000]  我可能真的講不到道
[00:16:25.000 --> 00:16:28.000]  在那段時間我就留意到一本書
[00:16:28.000 --> 00:16:30.000]  也是我們熟悉的
[00:16:30.000 --> 00:16:32.000]  孫道威的術靈
[00:16:32.000 --> 00:16:35.000]  一位偉先賢圖書博士
[00:16:35.000 --> 00:16:39.000]  他就講了亞伯拉罕憲義煞的事情
[00:16:39.000 --> 00:16:40.000]  他說什麼呢
[00:16:40.000 --> 00:16:44.000]  他說亞伯拉罕很清楚知道孩子是神所賜的
[00:16:44.000 --> 00:16:46.000]  絕對不是他自己的
[00:16:46.000 --> 00:16:48.000]  但是當孩子一路長大的時候
[00:16:48.000 --> 00:16:51.000]  這個孩子和他之間的關係
[00:16:51.000 --> 00:16:54.000]  產生一些微妙的變化
[00:16:54.000 --> 00:16:57.000]  就是他覺得這個孩子是我的孩子
[00:16:57.000 --> 00:17:01.000]  是我所生的孩子
[00:17:01.000 --> 00:17:07.000]  在他的內心裏面擁有了這個孩子
[00:17:07.000 --> 00:17:08.000]  因此在那個時候
[00:17:08.000 --> 00:17:14.000]  神必須要他再奉獻他的意志
[00:17:14.000 --> 00:17:17.000]  然後接著圖書就講了一句話
[00:17:17.000 --> 00:17:19.000]  這句話我都列了出來
[00:17:19.000 --> 00:17:21.000]  大家可以看到
[00:17:21.000 --> 00:17:26.000]  他就說若我們已經開始了追求神的生活
[00:17:26.000 --> 00:17:30.000]  如果你想更多得著主
[00:17:30.000 --> 00:17:35.000]  祂早晚要帶領我們經過這樣的考驗
[00:17:35.000 --> 00:17:44.000]  直至我們生命中沒有任何與主地位相爭的東西
[00:17:44.000 --> 00:17:49.000]  你發覺有一些你生命裏面很珍貴的
[00:17:49.000 --> 00:17:51.000]  其實原來都是神給的
[00:17:51.000 --> 00:17:52.000]  但到一個地步
[00:17:52.000 --> 00:17:55.000]  和這種東西產生一種特別的關係
[00:17:55.000 --> 00:17:57.000]  是我的
[00:17:57.000 --> 00:18:01.000]  甚至他和神在你心目中的地位相爭
[00:18:01.000 --> 00:18:05.000]  甚至成為了神
[00:18:05.000 --> 00:18:11.000]  在你生命裏面產生一種最高的地位
[00:18:11.000 --> 00:18:14.000]  在那個時候你會留意到
[00:18:14.000 --> 00:18:19.000]  神會將考驗賜給你
[00:18:19.000 --> 00:18:20.000]  在那段時間
[00:18:20.000 --> 00:18:23.000]  當我一路來到去思想這件事的時候
[00:18:23.000 --> 00:18:25.000]  有一次
[00:18:25.000 --> 00:18:27.000]  我就在祈禱裏面
[00:18:27.000 --> 00:18:29.000]  很坦然地
[00:18:29.000 --> 00:18:33.000]  做一次將我自己能夠講道的恩賜力量
[00:18:33.000 --> 00:18:36.000]  和我自己有的體力
[00:18:36.000 --> 00:18:38.000]  我做一次告訴神
[00:18:38.000 --> 00:18:41.000]  神是屬於你的
[00:18:41.000 --> 00:18:44.000]  我奉獻給你
[00:18:44.000 --> 00:18:49.000]  而我心裏面都有一種這樣的想法
[00:18:49.000 --> 00:18:53.000]  如果神真的取回這些
[00:18:53.000 --> 00:18:55.000]  我願意接受
[00:18:55.000 --> 00:18:59.000]  我願意神取回我的健康體力
[00:18:59.000 --> 00:19:04.000]  我願意神取回我講道的恩賜力量
[00:19:04.000 --> 00:19:10.000]  取回我服侍的果效
[00:19:10.000 --> 00:19:12.000]  那個祈禱不容易
[00:19:12.000 --> 00:19:14.000]  但我感謝神
[00:19:14.000 --> 00:19:18.000]  神給我一種平安的祈禱
[00:19:18.000 --> 00:19:20.000]  但事情之後
[00:19:20.000 --> 00:19:24.000]  我發覺內心裏面重新有一種平安
[00:19:24.000 --> 00:19:25.000]  我仍然繼續講道
[00:19:25.000 --> 00:19:29.000]  繼續做我平時要做的事情
[00:19:29.000 --> 00:19:31.000]  但心裏面很清楚知道
[00:19:31.000 --> 00:19:34.000]  一點一滴都是神所賜的
[00:19:34.000 --> 00:19:36.000]  能夠講一句說話
[00:19:36.000 --> 00:19:39.000]  能夠有體力做一件事情
[00:19:39.000 --> 00:19:42.000]  完全是屬於神的
[00:19:42.000 --> 00:19:45.000]  因此繼續去做我要做的事情
[00:19:45.000 --> 00:19:48.000]  但我自己心裏面都知道
[00:19:48.000 --> 00:19:52.000]  任何時間神要收回我樂意
[00:19:52.000 --> 00:19:56.000]  因為原本都是屬於祂
[00:19:56.000 --> 00:19:58.000]  在這個過程當中
[00:19:58.000 --> 00:20:04.000]  我領受神給我的一份很大的平安
[00:20:04.000 --> 00:20:07.000]  各位電影姊妹
[00:20:07.000 --> 00:20:10.000]  神樂意將一切恩典賜給我們
[00:20:10.000 --> 00:20:12.000]  但有些時候你留意
[00:20:12.000 --> 00:20:17.000]  何時突然神要將你的健康
[00:20:17.000 --> 00:20:19.000]  或某些才幹
[00:20:19.000 --> 00:20:21.000]  或某些你最珍愛的人
[00:20:21.000 --> 00:20:23.000]  珍愛的事
[00:20:23.000 --> 00:20:25.000]  珍愛的耳塞
[00:20:25.000 --> 00:20:29.000]  突然問你拿回的時候
[00:20:29.000 --> 00:20:32.000]  你不要驚訝
[00:20:32.000 --> 00:20:36.000]  你只知道背後神有祂的美意
[00:20:36.000 --> 00:20:38.000]  要考驗你
[00:20:38.000 --> 00:20:40.000]  重要的是在期間
[00:20:40.000 --> 00:20:42.000]  你告訴神
[00:20:42.000 --> 00:20:44.000]  我聽你的話
[00:20:44.000 --> 00:20:45.000]  我信服
[00:20:45.000 --> 00:20:46.000]  我聽從
[00:20:46.000 --> 00:20:48.000]  我接受
[00:20:48.000 --> 00:20:53.000]  你就必然得到神的恩惠
[00:20:53.000 --> 00:20:55.000]  在人生的路上
