
[00:00:00.000 --> 00:00:02.660]  我們今天一起領受聖經給我們的說話
[00:01:47.120 --> 00:01:50.560]  在聖靈裡行切禱告
[00:01:50.560 --> 00:01:52.560]  我們很盼望在這段時間
[00:01:52.560 --> 00:01:53.760]  在《行北宣家》的電影節目裡
[00:01:53.760 --> 00:01:56.160]  我們大家都會互相鼓勵
[00:01:56.160 --> 00:01:59.160]  在禱告上更加熱切地追求
[00:01:59.160 --> 00:02:01.160]  讓我們更加知道
[00:02:01.160 --> 00:02:03.760]  去倚靠神去仰望祂
[00:02:03.760 --> 00:02:06.360]  當我們說到祈禱的時候
[00:02:06.360 --> 00:02:07.560]  很多人都問
[00:02:07.560 --> 00:02:09.560]  為什麼我不能夠祈禱
[00:02:09.560 --> 00:02:12.960]  一個簡單的解釋就是很忙
[00:02:12.960 --> 00:02:14.960]  很多其他的事情
[00:02:14.960 --> 00:02:16.160]  所以沒有時間
[00:02:16.160 --> 00:02:18.160]  分不出時間祈禱
[00:02:18.160 --> 00:02:19.760]  不過想深一層
[00:02:19.760 --> 00:02:21.960]  就是會有一個很自然的答案
[00:02:22.360 --> 00:02:25.160]  我們雖然相信祈禱重要
[00:02:25.160 --> 00:02:28.360]  但我們的行動告訴我們
[00:02:28.360 --> 00:02:31.360]  其實我們認為有其他的工作
[00:02:31.360 --> 00:02:33.560]  比祈禱更重要
[00:02:33.560 --> 00:02:36.160]  當我們說我們很忙
[00:02:36.160 --> 00:02:37.960]  所以不能夠祈禱的時候
[00:02:37.960 --> 00:02:40.160]  只是傳出一個訊息
[00:02:40.160 --> 00:02:42.160]  就是我們覺得其他的工作
[00:02:42.160 --> 00:02:43.160]  其他的事情
[00:02:43.160 --> 00:02:44.960]  是值得我們放時間
[00:02:44.960 --> 00:02:46.160]  但是祈禱
[00:02:46.160 --> 00:02:48.760]  我們就未必值得我們放時間
[00:02:49.760 --> 00:02:52.560]  當我們想到為什麼不能夠祈禱
[00:02:52.560 --> 00:02:54.960]  聖經裡面說出一個很重要的原因
[00:02:54.960 --> 00:02:58.160]  就是世界的吸引
[00:02:58.160 --> 00:03:00.360]  亞國書告訴我們
[00:03:00.360 --> 00:03:01.560]  這個世俗
[00:03:01.560 --> 00:03:02.560]  這個世界
[00:03:02.560 --> 00:03:04.360]  吸引著我們的心
[00:03:04.360 --> 00:03:07.160]  這個世界上很多的享樂
[00:03:07.160 --> 00:03:08.360]  很多的財力
[00:03:08.360 --> 00:03:09.560]  很多的明星
[00:03:09.560 --> 00:03:11.560]  吸引著我們的心
[00:03:11.560 --> 00:03:15.960]  以致我們不能夠分別心靈的空間
[00:03:15.960 --> 00:03:17.160]  來給神
[00:03:17.160 --> 00:03:19.160]  以致我們可以祈禱
[00:03:19.360 --> 00:03:20.960]  因此我們今天思想
[00:03:20.960 --> 00:03:23.360]  世界那種吸引
[00:03:23.360 --> 00:03:25.560]  如何難阻我們祈禱
[00:03:25.560 --> 00:03:27.160]  亦都正面看
[00:03:27.160 --> 00:03:29.160]  如何叫我們更深的愛神
[00:03:29.160 --> 00:03:30.960]  以致我們可以祈禱
[00:03:30.960 --> 00:03:33.360]  我們首先大家夾著亞國書
[00:03:33.360 --> 00:03:35.960]  先回到後面的約翰一書
[00:03:35.960 --> 00:03:38.160]  大家看看第二章
[00:03:38.160 --> 00:03:41.360]  約翰一書第二章
[00:03:41.360 --> 00:03:42.760]  第十五節
[00:03:42.760 --> 00:03:46.560]  聖經提到不要愛世界
[00:03:48.960 --> 00:03:51.160]  第二章第十五節
[00:03:51.160 --> 00:03:53.960]  聖經這樣說
[00:03:53.960 --> 00:03:56.360]  不要愛世界和世界上的事
[00:03:56.360 --> 00:03:58.360]  人若愛世界
[00:03:58.360 --> 00:04:01.360]  愛父的心就不在他裡面了
[00:04:01.360 --> 00:04:03.560]  因為凡世界上的事
[00:04:03.560 --> 00:04:04.960]  就像肉體的情慾
[00:04:04.960 --> 00:04:06.360]  眼目的情慾
[00:04:06.360 --> 00:04:08.160]  並今生的驕傲
[00:04:08.160 --> 00:04:10.760]  都不是從父來的
[00:04:10.760 --> 00:04:13.160]  乃是從世界來的
[00:04:13.160 --> 00:04:16.360]  這世界和其上的情慾都要過去
[00:04:16.360 --> 00:04:21.560]  唯獨遵行神旨意的是永遠長存
[00:04:21.560 --> 00:04:24.160]  聖經很清楚提醒我們
[00:04:24.160 --> 00:04:25.960]  不要愛這個世界
[00:04:25.960 --> 00:04:28.360]  而世界一個最大的特徵
[00:04:28.360 --> 00:04:29.360]  兩個字
[00:04:29.360 --> 00:04:30.960]  就是情慾
[00:04:30.960 --> 00:04:33.560]  什麼是情慾呢
[00:04:33.560 --> 00:04:37.760]  不是說與心俱來的一般慾望
[00:04:37.760 --> 00:04:39.960]  而是說一個人內心
[00:04:39.960 --> 00:04:42.560]  一個很強烈的一種慾望
[00:04:42.560 --> 00:04:44.960]  甚至違背神的旨意
[00:04:44.960 --> 00:04:46.960]  都要得到滿足
[00:04:46.960 --> 00:04:50.360]  這種慾望變成了情慾
[00:04:50.360 --> 00:04:52.760]  一位男士
[00:04:52.760 --> 00:04:54.960]  當他年少的時候
[00:04:54.960 --> 00:04:56.760]  他家境很貧窮
[00:04:56.760 --> 00:04:59.160]  因此在貧困當中長大
[00:04:59.160 --> 00:05:01.160]  曾經受過很多人的奚落
[00:05:01.160 --> 00:05:04.160]  曾經試過身無分文
[00:05:04.160 --> 00:05:05.160]  很痛苦
[00:05:05.160 --> 00:05:06.560]  當他長大之後
[00:05:06.560 --> 00:05:08.560]  他就自己立了決心
[00:05:08.560 --> 00:05:11.560]  他說我不准許自己再貧窮
[00:05:11.560 --> 00:05:14.560]  我要盡一切辦法要賺錢
[00:05:14.960 --> 00:05:15.960]  因此過程當中
[00:05:15.960 --> 00:05:18.560]  他不擇手段要賺到錢
[00:05:18.560 --> 00:05:22.560]  沒錯人追求上進是美事
[00:05:22.560 --> 00:05:24.560]  但當人不擇手段
[00:05:24.560 --> 00:05:26.360]  要得到自己的滿足
[00:05:26.360 --> 00:05:29.560]  這種渴慕變成了情慾
[00:05:29.560 --> 00:05:31.560]  因此各位弟兄姊妹
[00:05:31.560 --> 00:05:33.160]  我們常常留心
[00:05:33.160 --> 00:05:35.360]  何時當你發覺自己內心
[00:05:35.360 --> 00:05:37.360]  有某一些缺陷
[00:05:37.360 --> 00:05:39.560]  你留心那些缺陷
[00:05:39.560 --> 00:05:41.560]  會變成一種試探
[00:05:41.560 --> 00:05:44.160]  叫你墮在情慾裏面
[00:05:44.560 --> 00:05:45.760]  有些朋友
[00:05:45.760 --> 00:05:47.360]  甚至弟兄姊妹
[00:05:47.360 --> 00:05:50.160]  可能至少缺乏了愛
[00:05:50.160 --> 00:05:52.360]  沒有父母的愛護
[00:05:52.360 --> 00:05:54.760]  因此一生最大的渴慕
[00:05:54.760 --> 00:05:56.560]  找到一個男人
[00:05:56.560 --> 00:05:58.360]  一個愛他的男士
[00:05:58.360 --> 00:06:00.960]  而他不斷不斷去尋求
[00:06:00.960 --> 00:06:03.960]  有些人至少被人輕看
[00:06:03.960 --> 00:06:06.160]  他最大的渴慕是明星
[00:06:06.160 --> 00:06:08.160]  有人能夠讚賞他
[00:06:08.160 --> 00:06:10.760]  因此不在乎什麼方法
[00:06:10.760 --> 00:06:12.560]  要得到滿足
[00:06:13.360 --> 00:06:15.360]  何時我們有些缺陷的時候
[00:06:15.360 --> 00:06:16.360]  要留心
[00:06:16.360 --> 00:06:18.760]  哪個缺陷成為了你的試探
[00:06:18.760 --> 00:06:21.560]  以至你墮入情慾當中
[00:06:21.560 --> 00:06:23.960]  這正是聖經提醒我們
[00:06:23.960 --> 00:06:25.760]  不要愛世界
[00:06:25.760 --> 00:06:27.360]  愛世界的人
[00:06:27.360 --> 00:06:28.560]  愛父的心
[00:06:28.560 --> 00:06:31.360]  就不能並存在他的裏面
[00:06:31.360 --> 00:06:34.560]  這是聖經對我們一個很重要的提醒
[00:06:34.560 --> 00:06:36.960]  我們回到剛才的雅各書
[00:06:36.960 --> 00:06:40.760]  在雅各書第四章
[00:06:40.760 --> 00:06:42.560]  我們先看第四節
[00:06:43.560 --> 00:06:45.360]  我們讀的是新日本
[00:06:45.360 --> 00:06:46.360]  第四節
[00:06:46.360 --> 00:06:47.960]  淫亂的人啊
[00:06:47.960 --> 00:06:50.560]  你們不知道與世俗為友
[00:06:50.560 --> 00:06:52.560]  就是與神為敵嗎?
[00:06:52.560 --> 00:06:55.360]  所以與世俗為友的
[00:06:55.360 --> 00:06:57.560]  就成了神的受敵
[00:06:57.560 --> 00:07:01.760]  聖經提到與世俗為友是極之危險的
[00:07:01.760 --> 00:07:05.760]  聖經提到淫亂的人
[00:07:05.760 --> 00:07:07.560]  當聖經提到淫亂的時候
[00:07:07.560 --> 00:07:10.160]  這裡並不是提及性犯罪
[00:07:10.760 --> 00:07:11.760]  主耶穌大家記得
[00:07:11.760 --> 00:07:12.760]  當在世上的時候
[00:07:12.760 --> 00:07:14.760]  曾經與世上的人說
[00:07:14.760 --> 00:07:18.160]  他是一個邪惡淫亂的世代
[00:07:18.160 --> 00:07:19.760]  要尋找神蹟
[00:07:19.760 --> 00:07:22.360]  只有若拿的神蹟可以讓他們看到
[00:07:22.360 --> 00:07:25.360]  淫亂邪惡的世代
[00:07:25.360 --> 00:07:28.360]  是指一個世界被神所創造
[00:07:28.360 --> 00:07:31.160]  是應該愛神敬畏神
[00:07:31.160 --> 00:07:34.160]  但當人的心轉向世界
[00:07:34.160 --> 00:07:35.760]  偏心了
[00:07:35.760 --> 00:07:37.560]  或者用我們的說話說
[00:07:37.560 --> 00:07:38.760]  變了心
[00:07:39.360 --> 00:07:41.760]  開始偏移轉向世界
[00:07:41.760 --> 00:07:43.960]  聖經稱為淫亂
[00:07:43.960 --> 00:07:46.360]  是一種屬靈的淫亂
[00:07:46.360 --> 00:07:48.360]  因此聖經說
[00:07:48.360 --> 00:07:49.760]  淫亂的人
[00:07:49.760 --> 00:07:51.160]  你們要小心
[00:07:51.160 --> 00:07:53.560]  不要與世俗為友
[00:07:53.560 --> 00:07:55.960]  而聖經你小心看的時候
[00:07:55.960 --> 00:07:57.560]  意思就是說
[00:07:57.560 --> 00:08:00.360]  當我們何時與世俗為友的時候
[00:08:00.360 --> 00:08:04.160]  就主動的與神敵對
[00:08:04.160 --> 00:08:07.360]  而成為了神的敵人
[00:08:08.360 --> 00:08:10.160]  或者我們可以再思想一下
[00:08:10.160 --> 00:08:12.760]  究竟什麼叫世俗呢?
[00:08:12.760 --> 00:08:14.760]  很多時候我們都會說
[00:08:14.760 --> 00:08:15.560]  哦
[00:08:15.560 --> 00:08:18.560]  有某些行為不做就不世俗
[00:08:18.560 --> 00:08:19.560]  譬如說
[00:08:19.560 --> 00:08:21.760]  我不要那麼追貼潮流
[00:08:21.760 --> 00:08:23.360]  不要穿得那麼IN
[00:08:23.360 --> 00:08:24.560]  普通一點
[00:08:24.560 --> 00:08:25.960]  不要唱那麼多K
[00:08:25.960 --> 00:08:28.360]  那就可以沒有那麼世俗了
[00:08:28.360 --> 00:08:30.160]  有些弟兄姐妹說
[00:08:30.160 --> 00:08:31.760]  只要不要經常換電話
[00:08:31.760 --> 00:08:33.760]  那就沒有那麼世俗了
[00:08:33.760 --> 00:08:36.160]  很多的想法就是
[00:08:36.160 --> 00:08:38.160]  某一些行為只要我不做那些
[00:08:38.160 --> 00:08:39.760]  我就不世俗了
[00:08:39.760 --> 00:08:42.160]  但是聖經說到世俗的時候
[00:08:42.160 --> 00:08:44.360]  更加關鍵的就是在說
[00:08:44.360 --> 00:08:46.160]  情慾的問題
[00:08:46.160 --> 00:08:49.160]  所以你看回第一節的時候
[00:08:49.160 --> 00:08:50.160]  就再說
[00:08:50.160 --> 00:08:54.360]  它說你們中間的爭執和打鬥
[00:08:54.360 --> 00:08:56.360]  是從哪裡來的呢?
[00:08:56.360 --> 00:08:58.560]  不是從你們肢體中
[00:08:58.560 --> 00:09:01.360]  好鬥的私慾來的嗎?
[00:09:01.360 --> 00:09:04.360]  聖經從兩個角度再說情慾
[00:09:04.360 --> 00:09:06.160]  第一是說到私慾
[00:09:06.160 --> 00:09:07.960]  這裡所說的私慾
[00:09:07.960 --> 00:09:10.160]  是說一種享樂
[00:09:10.160 --> 00:09:13.960]  內心很渴望得到滿足
[00:09:13.960 --> 00:09:15.360]  得到享受
[00:09:15.360 --> 00:09:16.560]  得到享樂
[00:09:16.560 --> 00:09:18.160]  而這種動力
[00:09:18.160 --> 00:09:21.160]  好像在裡面一種很強烈的慾望
[00:09:21.160 --> 00:09:22.560]  聖經甚至說
[00:09:22.560 --> 00:09:24.560]  在你的肢體當中
[00:09:24.560 --> 00:09:25.960]  爭鬥著
[00:09:25.960 --> 00:09:27.760]  好像一隊軍隊
[00:09:27.760 --> 00:09:29.960]  進駐進你的身體裡面
[00:09:29.960 --> 00:09:32.160]  預備好隨時打仗
[00:09:32.160 --> 00:09:33.360]  要得到勝利
[00:09:33.360 --> 00:09:35.560]  那種渴望
[00:09:35.560 --> 00:09:36.760]  那種情慾
[00:09:36.760 --> 00:09:39.160]  是不斷用不同的方法
[00:09:39.160 --> 00:09:40.760]  去得到滿足
[00:09:40.760 --> 00:09:43.560]  聖經說這種叫做私慾
[00:09:43.560 --> 00:09:45.560]  我不知道大家有沒有試過
[00:09:45.560 --> 00:09:47.560]  在一些商場或者在地鐵
[00:09:47.560 --> 00:09:48.760]  甚至在地鐵上面
[00:09:48.760 --> 00:09:50.160]  我也試過看到
[00:09:50.160 --> 00:09:51.560]  小孩子
[00:09:51.560 --> 00:09:53.560]  跌在地上
[00:09:53.560 --> 00:09:55.560]  跑來跑去
[00:09:55.560 --> 00:09:56.760]  不肯起來
[00:09:56.760 --> 00:09:58.560]  大聲叫
[00:09:58.560 --> 00:10:01.160]  媽媽我要買那個跑車
[00:10:01.160 --> 00:10:03.960]  然後媽媽走過去抬起身
[00:10:03.960 --> 00:10:05.360]  她甩開手
[00:10:05.760 --> 00:10:07.160]  然後甚至打媽媽
[00:10:07.160 --> 00:10:08.560]  他們買給我
[00:10:08.560 --> 00:10:08.960]  不買給我
[00:10:08.960 --> 00:10:10.160]  我不起來
[00:10:10.160 --> 00:10:11.760]  有沒有見過
[00:10:11.760 --> 00:10:13.960]  有些小孩子
[00:10:13.960 --> 00:10:15.960]  要得到即時的滿足
[00:10:15.960 --> 00:10:18.960]  無論任何情況
[00:10:18.960 --> 00:10:20.160]  他要得到滿足
[00:10:20.160 --> 00:10:21.760]  他才會站起來
[00:10:21.760 --> 00:10:24.960]  這個只可以讓我們稍為明白
[00:10:24.960 --> 00:10:27.560]  人內心的私慾的狀況
[00:10:27.560 --> 00:10:29.760]  而聖經再說
[00:10:29.760 --> 00:10:30.760]  這種的情慾
[00:10:30.760 --> 00:10:32.160]  有另一種的表現
[00:10:32.160 --> 00:10:33.760]  叫做貪慾
[00:10:33.760 --> 00:10:35.160]  在第二節
[00:10:36.160 --> 00:10:38.160]  你們放縱貪慾
[00:10:38.160 --> 00:10:39.360]  如果得不到
[00:10:39.360 --> 00:10:40.760]  就殺人
[00:10:40.760 --> 00:10:42.960]  什麼叫做貪慾
[00:10:42.960 --> 00:10:46.360]  是貪圖別人的東西
[00:10:46.360 --> 00:10:47.960]  不是屬於你的
[00:10:47.960 --> 00:10:49.960]  神母要賜給你的
[00:10:49.960 --> 00:10:53.560]  你要自己貪到對方所得到的
[00:10:53.560 --> 00:10:56.560]  我想得到他的職位
[00:10:56.560 --> 00:10:59.760]  其實他的椅子應該是我坐的
[00:10:59.760 --> 00:11:02.960]  我想得到他的成就
[00:11:02.960 --> 00:11:04.560]  得到他的名聲
[00:11:04.560 --> 00:11:07.160]  甚至我想得到他的太太
[00:11:07.160 --> 00:11:11.760]  我想得到他所住的那棟豪宅
[00:11:11.760 --> 00:11:14.760]  人內心一種的貪婪
[00:11:14.760 --> 00:11:16.760]  要得到別人所得到的
[00:11:16.760 --> 00:11:17.960]  聖經再解釋
[00:11:17.960 --> 00:11:20.360]  是那種生命裏面的情慾
[00:11:20.360 --> 00:11:22.160]  這種的情慾
[00:11:22.160 --> 00:11:23.960]  產生跟著有的問題
[00:11:23.960 --> 00:11:26.160]  大家再看第二節中間
[00:11:26.160 --> 00:11:28.760]  你們嫉妒
[00:11:28.760 --> 00:11:30.160]  如果一無所得
[00:11:30.160 --> 00:11:31.960]  就打鬥爭執
[00:11:32.960 --> 00:11:34.560]  這種的情慾另一種的表達
[00:11:34.560 --> 00:11:36.160]  是一種的嫉妒
[00:11:36.160 --> 00:11:38.360]  這種的嫉妒是什麼呢
[00:11:38.360 --> 00:11:40.560]  其實我們不需要多解釋
[00:11:40.560 --> 00:11:43.160]  我們其實每個人都曾經經歷
[00:11:43.160 --> 00:11:44.360]  有些時候想不到
[00:11:44.360 --> 00:11:46.760]  突然內心一種的情緒出來
[00:11:46.760 --> 00:11:48.760]  什麼叫做嫉妒
[00:11:48.760 --> 00:11:51.960]  見到別人比自己強的時候
[00:11:51.960 --> 00:11:53.960]  自己覺得傷痛
[00:11:53.960 --> 00:11:56.960]  自己內心裏面
[00:11:56.960 --> 00:11:59.560]  很覺得自己的自尊受到傷害
[00:11:59.560 --> 00:12:00.960]  覺得很痛苦
[00:12:00.960 --> 00:12:04.160]  因此不知不覺就將別人貶低
[00:12:04.160 --> 00:12:05.960]  甚至去質疑他的成就
[00:12:05.960 --> 00:12:07.960]  不肯承認他的成就
[00:12:07.960 --> 00:12:09.560]  內心那種疾度
[00:12:09.560 --> 00:12:11.560]  控制住他的內心
[00:12:11.560 --> 00:12:13.360]  一位律師弟兄
[00:12:13.360 --> 00:12:14.760]  當他信主之前
[00:12:14.760 --> 00:12:15.760]  他就說
[00:12:15.760 --> 00:12:17.160]  他說我每個晚上
[00:12:17.160 --> 00:12:19.360]  一定想一件事情才會睡
[00:12:19.360 --> 00:12:22.560]  他說每個晚上我一定會計一計
[00:12:22.560 --> 00:12:24.360]  我現在的身家
[00:12:24.360 --> 00:12:27.760]  是不是多過我的公司的搭檔
[00:12:29.960 --> 00:12:32.560]  每晚都會計我今天賺了多少錢
[00:12:32.560 --> 00:12:34.160]  我是不是給他多點錢
[00:12:34.160 --> 00:12:38.360]  因為他不開心對方的錢財多過他
[00:12:38.360 --> 00:12:40.160]  各位聽眾姐妹
[00:12:40.160 --> 00:12:42.760]  當我們被這些情慾所困的時候
[00:12:42.760 --> 00:12:46.960]  我們就會容易心裡追求想得到的東西
[00:12:46.960 --> 00:12:49.760]  因此我們的祈禱只是很輕率的
[00:12:49.760 --> 00:12:52.160]  簡單幾句就當是祈禱
[00:12:52.160 --> 00:12:55.560]  因為你的心是轉向了其他的追求
[00:12:55.560 --> 00:12:58.360]  除非你放下這些追求
[00:12:58.360 --> 00:13:01.560]  你的心才會真正願意祈禱
[00:13:01.560 --> 00:13:03.760]  聖經就說
[00:13:03.760 --> 00:13:04.960]  要很小心
[00:13:04.960 --> 00:13:06.960]  不要以世俗為由
[00:13:06.960 --> 00:13:08.360]  相對來說
[00:13:08.360 --> 00:13:10.960]  聖經勉勵我們要以神為由
[00:13:10.960 --> 00:13:13.560]  以神為你的渴慕
[00:13:13.560 --> 00:13:14.760]  為你的追求
[00:13:14.760 --> 00:13:16.360]  在第二節中間再說
[00:13:16.360 --> 00:13:20.160]  聖經說你們得不到
[00:13:20.160 --> 00:13:21.760]  因為你們不求
[00:13:21.760 --> 00:13:24.960]  我們得不到想要得到的滿足
[00:13:24.960 --> 00:13:27.760]  因為我們沒有向神去尋求恩典
[00:13:28.160 --> 00:13:30.560]  而是靠自己的方法去追求滿足
[00:13:30.560 --> 00:13:34.360]  大家看看前面經文第一章第十七節
[00:13:34.360 --> 00:13:37.160]  聖經新譯本這樣說
[00:13:37.160 --> 00:13:39.760]  各樣美好的賞賜
[00:13:39.760 --> 00:13:41.960]  各樣完備的恩賜
[00:13:41.960 --> 00:13:43.760]  都是從上頭
[00:13:43.760 --> 00:13:47.160]  從縱光之父降下來的
[00:13:47.160 --> 00:13:48.160]  各位弟兄姐妹
[00:13:48.160 --> 00:13:50.760]  真正美好的賞賜從哪裡來的
[00:13:50.760 --> 00:13:53.360]  不是你可以搜尋回來
[00:13:53.360 --> 00:13:57.560]  是從天上的縱光之父賜給你的
[00:13:57.760 --> 00:14:00.760]  唯獨祂能夠把真正美善的恩惠
[00:14:00.760 --> 00:14:02.160]  賞賜給你
[00:14:02.160 --> 00:14:04.560]  因此放下我們的慾望
[00:14:04.560 --> 00:14:06.960]  全心的仰望神
[00:14:06.960 --> 00:14:08.560]  求神供應我們
[00:14:08.560 --> 00:14:10.360]  求神賞賜給我們
[00:14:10.360 --> 00:14:12.760]  那是真正蒙恩的途徑
[00:14:12.760 --> 00:14:16.760]  一位宣教士在他的文章中分享
[00:14:16.760 --> 00:14:19.560]  他去到南美的地方做宣教
[00:14:19.560 --> 00:14:21.160]  有四年時間
[00:14:21.160 --> 00:14:23.360]  一個國家近海邊
[00:14:23.360 --> 00:14:25.160]  他聽別人說很多次
[00:14:25.160 --> 00:14:27.360]  在海邊常常看到很美的海豚
[00:14:27.560 --> 00:14:29.360]  在當中跳躍飛舞
[00:14:29.360 --> 00:14:30.360]  很美
[00:14:30.360 --> 00:14:32.360]  因此他常常想看到
[00:14:32.360 --> 00:14:34.360]  但這麼多年都沒有機會看到
[00:14:34.360 --> 00:14:36.360]  剛好有一次
[00:14:36.360 --> 00:14:38.360]  第二天生日有朋友約他
[00:14:38.360 --> 00:14:39.760]  請他放假
[00:14:39.760 --> 00:14:41.360]  不如去沙灘走走
[00:14:41.360 --> 00:14:43.360]  他決心放下工作
[00:14:43.360 --> 00:14:44.960]  去沙灘休息一會兒
[00:14:44.960 --> 00:14:47.560]  去到沙灘坐下來的時候一直聊天
[00:14:47.560 --> 00:14:48.960]  他心裡突然間很想
[00:14:48.960 --> 00:14:50.760]  如果看到海豚就好了
[00:14:50.760 --> 00:14:52.360]  他心裡就想祈禱
[00:14:52.360 --> 00:14:54.760]  祈禱如果可以讓我看到
[00:14:55.560 --> 00:14:56.760]  祈禱之後
[00:14:56.760 --> 00:14:58.760]  一段時間很奇妙
[00:14:58.760 --> 00:15:01.360]  突然間在他眼前兩條很美的海豚
[00:15:01.360 --> 00:15:02.760]  就跳躍出來
[00:15:02.760 --> 00:15:05.160]  在他前面就下海
[00:15:05.160 --> 00:15:08.560]  然後有另外兩條小的海豚
[00:15:08.560 --> 00:15:09.760]  可能是子女
[00:15:09.760 --> 00:15:11.160]  再繼續跳出來
[00:15:11.160 --> 00:15:14.160]  一段時間不斷跳躍飛舞
[00:15:14.160 --> 00:15:17.760]  這位姐妹看到之後很感恩
[00:15:17.760 --> 00:15:19.160]  她的心想
[00:15:19.160 --> 00:15:20.960]  不單單看到海豚
[00:15:20.960 --> 00:15:22.960]  也不算什麼大不了的事情
[00:15:22.960 --> 00:15:24.960]  但她的心感受到
[00:15:25.560 --> 00:15:27.160]  神對她的愛
[00:15:27.160 --> 00:15:29.360]  好像神告訴她
[00:15:29.360 --> 00:15:32.360]  我沒有留下好處不給過你
[00:15:32.360 --> 00:15:36.360]  而那種深刻的愛的感動
[00:15:36.360 --> 00:15:39.160]  讓她的心靈得到很大的滿足
[00:15:39.160 --> 00:15:40.760]  各位弟兄姊妹
[00:15:40.760 --> 00:15:42.960]  真正能夠給我們滿足的
[00:15:42.960 --> 00:15:45.360]  是神所賜予的
[00:15:45.360 --> 00:15:50.160]  不是你自己去滿足你的情慾的方法
[00:15:50.160 --> 00:15:51.560]  當我們看回聖經的時候
[00:15:51.560 --> 00:15:53.760]  我們得不著的原因在哪裡呢?
[00:15:53.960 --> 00:15:55.560]  因為我們沒有求
[00:15:55.560 --> 00:15:56.760]  而聖經在說
[00:15:56.760 --> 00:15:59.960]  我們求也得不著的原因在哪裡呢?
[00:15:59.960 --> 00:16:02.960]  因為動機不良
[00:16:02.960 --> 00:16:06.960]  我們很多時候想求得到一些東西
[00:16:06.960 --> 00:16:08.360]  一位弟兄說
[00:16:08.360 --> 00:16:09.560]  他初初信主
[00:16:09.560 --> 00:16:10.760]  他做生意的
[00:16:10.760 --> 00:16:11.760]  他一直求神
[00:16:11.760 --> 00:16:12.960]  神啊如果可以
[00:16:12.960 --> 00:16:16.760]  求祢讓我這次的生意賺到一筆錢
[00:16:16.760 --> 00:16:19.760]  我就一定將其中十分之一奉獻給祢
[00:16:19.760 --> 00:16:21.360]  也不錯啊
[00:16:21.360 --> 00:16:21.760]  神啊
[00:16:21.760 --> 00:16:22.160]  祢也好
[00:16:22.160 --> 00:16:22.960]  我也好
[00:16:23.960 --> 00:16:25.960]  祢讓我做這件生意吧
[00:16:25.960 --> 00:16:27.760]  沒錯
[00:16:27.760 --> 00:16:30.160]  當我們領受神給我們的金錢的時候
[00:16:30.160 --> 00:16:32.360]  我們可以帶著感謝的心奉獻
[00:16:32.360 --> 00:16:34.760]  但當你求神賜予的時候
[00:16:34.760 --> 00:16:35.760]  你要小心
[00:16:35.760 --> 00:16:37.160]  你的動機
