
[00:00:00.000 --> 00:00:07.080]  彼得前書第四章當然就是彼得在年老的時候所寫的書信
[00:03:23.520 --> 00:03:27.520]  誰死是不痛苦的?
[00:03:27.520 --> 00:03:30.520]  誰死之前是不痛苦的?
[00:03:30.520 --> 00:03:32.520]  為什麼你老是說,為什麼這麼痛苦?
[00:03:32.520 --> 00:03:34.520]  今年沒有,下一年有
[00:03:34.520 --> 00:03:36.520]  這是人生的一個必然
[00:03:36.520 --> 00:03:41.520]  當我們這樣想的時候,我們轉了一個生命的角度去看這個問題
[00:03:41.520 --> 00:03:45.520]  如果你這樣了解的話,你看見彼得就厲害了
[00:03:45.520 --> 00:03:48.520]  彼得我先跟大家講第一節到第十一節
[00:03:48.520 --> 00:03:50.520]  我講第十二節
[00:03:50.520 --> 00:03:53.520]  第十二節是彼得前書裡面一個很出名的說話
[00:03:53.520 --> 00:03:57.520]  你想清楚,真的是很深刻的體會
[00:03:57.520 --> 00:04:00.520]  第十二節那裡說,親愛的朋友,親愛的基督徒
[00:04:00.520 --> 00:04:04.520]  你們有火焰的試煉臨到你們
[00:04:04.520 --> 00:04:06.520]  很難受的事情
[00:04:06.520 --> 00:04:11.520]  不要以為奇怪,好像遭遇非常的事
[00:04:11.520 --> 00:04:13.520]  彼得的意思是正常的
[00:04:13.520 --> 00:04:17.520]  有很難受的事情發生在你身上
[00:04:17.520 --> 00:04:20.520]  你不要以為奇怪,像剛才說的
[00:04:20.520 --> 00:04:23.520]  這個根本在我們生命裡必然會有的
[00:04:23.520 --> 00:04:25.520]  生命一代一代的過去
[00:04:25.520 --> 00:04:28.520]  有生命的取代,有生命的死亡
[00:04:28.520 --> 00:04:30.520]  怎麼會沒有痛苦呢?
[00:04:30.520 --> 00:04:32.520]  這個世界根本就是會有痛苦
[00:04:32.520 --> 00:04:34.520]  你問為什麼會有痛苦
[00:04:34.520 --> 00:04:36.520]  彼得說第一個我們的態度就是
[00:04:36.520 --> 00:04:38.520]  你不要以為奇怪,怎麼會這麼苦呢?
[00:04:38.520 --> 00:04:40.520]  有什麼奇怪呢?
[00:04:40.520 --> 00:04:42.520]  怎麼會不會呢?
[00:04:42.520 --> 00:04:44.520]  為什麼我會生病呢?為什麼你不會生病呢?
[00:04:44.520 --> 00:04:46.520]  是不是?
[00:04:46.520 --> 00:04:48.520]  好像到了我這個年紀的時候
[00:04:48.520 --> 00:04:50.520]  為什麼我會有這個不舒服那個不舒服呢?
[00:04:50.520 --> 00:04:53.520]  當然有了,沒有才奇怪嘛,你明白嗎?
[00:04:53.520 --> 00:04:55.520]  你要倒過來這樣想
[00:04:55.520 --> 00:04:57.520]  我不是悲觀
[00:04:57.520 --> 00:04:59.520]  不過這個是生命裡面
[00:04:59.520 --> 00:05:02.520]  聖經就說這個才是正常的
[00:05:02.520 --> 00:05:04.520]  如果你從這個角度
[00:05:04.520 --> 00:05:07.520]  你就會開始心有不甘
[00:05:07.520 --> 00:05:08.520]  不用這麼憤怒
[00:05:08.520 --> 00:05:10.520]  全世界只有你一個很苦嗎?
[00:05:10.520 --> 00:05:12.520]  不是的嘛
[00:05:12.520 --> 00:05:14.520]  這個是一個事實
[00:05:14.520 --> 00:05:18.520]  好了,如果我們從這個角度去理解的時候
[00:05:18.520 --> 00:05:20.520]  夠不夠呢?當然不夠
[00:05:20.520 --> 00:05:24.520]  這個是佛教其他地方都會告訴我們的一個看法
[00:05:24.520 --> 00:05:26.520]  有一樣東西彼得柔說了
[00:05:26.520 --> 00:05:28.520]  也是不容易明白
[00:05:28.520 --> 00:05:31.520]  不過我們應該要留心去想想
[00:05:31.520 --> 00:05:33.520]  第十九節
[00:05:33.520 --> 00:05:35.520]  十九節他就說
[00:05:35.520 --> 00:05:41.520]  所以那些信著神的旨意而受苦的人
[00:05:41.520 --> 00:05:45.520]  就要繼續積極地去行善去做
[00:05:45.520 --> 00:05:46.520]  不要放棄
[00:05:46.520 --> 00:05:51.520]  而且將自己的生命交託給那位信術的創造者
[00:05:51.520 --> 00:05:53.520]  就是我們的神
[00:05:53.520 --> 00:05:55.520]  這裡有一句話
[00:05:55.520 --> 00:05:56.520]  你有沒有留意呢?
[00:05:56.520 --> 00:05:58.520]  如果你留心讀的時候
[00:05:58.520 --> 00:05:59.520]  他說
[00:05:59.520 --> 00:06:02.520]  信著神的旨意而受苦
[00:06:02.520 --> 00:06:03.520]  原來受苦
[00:06:03.520 --> 00:06:05.520]  這個基督教就不同了
[00:06:05.520 --> 00:06:08.520]  受苦的背後有神的旨意
[00:06:08.520 --> 00:06:12.520]  就是說有神的計劃讓我們受苦
[00:06:12.520 --> 00:06:14.520]  不是神令我們受苦
[00:06:14.520 --> 00:06:15.520]  聽清楚
[00:06:15.520 --> 00:06:17.520]  神從來不會令人受苦
[00:06:17.520 --> 00:06:18.520]  神是愛我們
[00:06:18.520 --> 00:06:20.520]  不過就是這個世界
[00:06:20.520 --> 00:06:23.520]  它自然地我們走不掉的痛苦的時候
[00:06:23.520 --> 00:06:29.520]  有些時候它是讓我們在這個痛苦當中
[00:06:29.520 --> 00:06:33.520]  有時候我們心裡最不喜歡的就是
[00:06:33.520 --> 00:06:34.520]  為什麼我求神
[00:06:34.520 --> 00:06:36.520]  神都沒有將這個痛苦拿走
[00:06:36.520 --> 00:06:37.520]  沒錯
[00:06:37.520 --> 00:06:40.520]  神是可以有這個能力將這個痛苦拿走
[00:06:40.520 --> 00:06:42.520]  為什麼在這個痛苦上面
[00:06:42.520 --> 00:06:44.520]  他沒有拿走這個痛苦呢?
[00:06:44.520 --> 00:06:45.520]  聖經說
[00:06:45.520 --> 00:06:49.520]  有神的計劃在這裡
[00:06:49.520 --> 00:06:50.520]  這是什麼計劃
[00:06:50.520 --> 00:06:52.520]  我沒辦法代你回答
[00:06:52.520 --> 00:06:53.520]  神才知道
[00:06:53.520 --> 00:06:55.520]  可能你自己也不知道
[00:06:55.520 --> 00:06:56.520]  在我過去人生
[00:06:56.520 --> 00:06:57.520]  現在65歲
[00:06:57.520 --> 00:07:00.520]  在我過去人生裡有很多痛苦的日子
[00:07:00.520 --> 00:07:01.520]  這些痛苦日子裡
[00:07:01.520 --> 00:07:02.520]  到了現在65歲
[00:07:02.520 --> 00:07:03.520]  回頭看
[00:07:03.520 --> 00:07:04.520]  能不能明白為什麼
[00:07:04.520 --> 00:07:06.520]  我也明白不了為什麼
[00:07:06.520 --> 00:07:07.520]  有些我明白了
[00:07:07.520 --> 00:07:08.520]  回頭看
[00:07:08.520 --> 00:07:11.520]  原來發生了一些事情的時候
[00:07:11.520 --> 00:07:12.520]  產生了一個結果
[00:07:12.520 --> 00:07:15.520]  帶來一些我意想不到的事情
[00:07:15.520 --> 00:07:17.520]  在我的文章裡也寫了很多
[00:07:17.520 --> 00:07:18.520]  有些有
[00:07:18.520 --> 00:07:20.520]  但是有很多根本不知道
[00:07:20.520 --> 00:07:21.520]  不知道為什麼
[00:07:21.520 --> 00:07:22.520]  不過
[00:07:22.520 --> 00:07:24.520]  聖經有一個很特別的角度
[00:07:24.520 --> 00:07:26.520]  就是希望當我們面對
[00:07:26.520 --> 00:07:29.520]  或者你現在面對這些傷痛的時候
[00:07:29.520 --> 00:07:31.520]  難過痛苦的時候
[00:07:31.520 --> 00:07:33.520]  你知道
[00:07:33.520 --> 00:07:34.520]  第一
[00:07:34.520 --> 00:07:36.520]  你不要以為奇怪
[00:07:36.520 --> 00:07:37.520]  第二
[00:07:37.520 --> 00:07:39.520]  這些事情
[00:07:39.520 --> 00:07:40.520]  有意思的
[00:07:40.520 --> 00:07:42.520]  因為神是知道
[00:07:42.520 --> 00:07:44.520]  並且他有一個計劃在這裡
[00:07:44.520 --> 00:07:46.520]  但是有計劃在這裡
[00:07:46.520 --> 00:07:48.520]  也很難忍受的
[00:07:48.520 --> 00:07:49.520]  是不是
[00:07:49.520 --> 00:07:51.520]  那怎麼可以面對呢
[00:07:51.520 --> 00:07:54.520]  這個我們就看回第四章前面的十一節
[00:07:54.520 --> 00:07:56.520]  我想和大家很簡單的
[00:07:56.520 --> 00:07:59.520]  將這兩章當中
[00:07:59.520 --> 00:08:03.520]  我認為是很重要的提醒
[00:08:03.520 --> 00:08:05.520]  來和我們一起思想
[00:08:05.520 --> 00:08:08.520]  也寫在我們這個大綱裡
[00:08:08.520 --> 00:08:10.520]  第一
[00:08:10.520 --> 00:08:13.520]  我們面對痛苦的時候
[00:08:13.520 --> 00:08:14.520]  聖經說
[00:08:14.520 --> 00:08:16.520]  我們有武器
[00:08:16.520 --> 00:08:19.520]  可以去抵擋的
[00:08:19.520 --> 00:08:21.520]  第一節那裡很有意思的
[00:08:21.520 --> 00:08:22.520]  他說基督
[00:08:22.520 --> 00:08:25.520]  耶穌既然在肉身受過苦
[00:08:25.520 --> 00:08:30.520]  你們也應當以同樣的心智
[00:08:30.520 --> 00:08:33.520]  去裝備自己
[00:08:33.520 --> 00:08:35.520]  同樣的心智
[00:08:35.520 --> 00:08:37.520]  就是和耶穌一樣的心智
[00:08:37.520 --> 00:08:39.520]  耶穌是什麼心智呢
[00:08:39.520 --> 00:08:42.520]  就是他在肉身受苦的心智
[00:08:42.520 --> 00:08:44.520]  這是心智來的
[00:08:44.520 --> 00:08:46.520]  是一個目標來的
[00:08:46.520 --> 00:08:47.520]  去做什麼呢
[00:08:47.520 --> 00:08:49.520]  去裝備自己
[00:08:49.520 --> 00:08:50.520]  Arm yourself
[00:08:50.520 --> 00:08:52.520]  去裝備自己做什麼呢
[00:08:52.520 --> 00:08:53.520]  很簡單
[00:08:53.520 --> 00:08:55.520]  裝備自己面對痛苦
[00:08:55.520 --> 00:08:58.520]  原來我們受痛苦的時候
[00:08:58.520 --> 00:09:00.520]  有一個武器
[00:09:00.520 --> 00:09:02.520]  去裝備自己
[00:09:02.520 --> 00:09:04.520]  就好像耶穌基督
[00:09:04.520 --> 00:09:06.520]  那個受苦的心智
[00:09:06.520 --> 00:09:07.520]  你聽得明白嗎
[00:09:07.520 --> 00:09:09.520]  可能還不能完全把握
[00:09:09.520 --> 00:09:11.520]  我先講這個大題目
[00:09:11.520 --> 00:09:14.520]  就是說耶穌怎樣受苦的心智
[00:09:14.520 --> 00:09:16.520]  成為我們的榜樣
[00:09:16.520 --> 00:09:19.520]  我們學耶穌去裝備自己
[00:09:19.520 --> 00:09:21.520]  去面對痛苦
[00:09:21.520 --> 00:09:22.520]  剛才我們說
[00:09:22.520 --> 00:09:23.520]  我喜歡不喜歡
[00:09:23.520 --> 00:09:24.520]  我都會面對痛苦
[00:09:24.520 --> 00:09:26.520]  或者你現在正在痛苦當中
[00:09:26.520 --> 00:09:28.520]  如果在痛苦當中的時候
[00:09:28.520 --> 00:09:29.520]  那你怎樣去面對呢
[00:09:29.520 --> 00:09:31.520]  要裝備自己去面對
[00:09:31.520 --> 00:09:33.520]  那怎樣裝備呢
[00:09:33.520 --> 00:09:36.520]  就好像耶穌基督受苦的心智
[00:09:36.520 --> 00:09:39.520]  那耶穌基督怎樣受苦呢
[00:09:39.520 --> 00:09:41.520]  這裡就是說
[00:09:41.520 --> 00:09:45.520]  他在聖經裡面告訴你
[00:09:45.520 --> 00:09:47.520]  他也是來這個世間
[00:09:47.520 --> 00:09:49.520]  是透過受苦
[00:09:49.520 --> 00:09:54.520]  去戰勝罪和死亡
[00:09:54.520 --> 00:09:56.520]  有些人讀這節聖經的時候
[00:09:56.520 --> 00:09:58.520]  可能翻譯不是很清楚
[00:09:58.520 --> 00:10:00.520]  他覺得很特別的
[00:10:00.520 --> 00:10:01.520]  括弧裡面說
[00:10:01.520 --> 00:10:03.520]  因為在肉身受過苦的
[00:10:03.520 --> 00:10:05.520]  就已經與罪斷絕
[00:10:05.520 --> 00:10:07.520]  這個不是說一個普遍的規律
[00:10:07.520 --> 00:10:09.520]  肉身受過苦就沒有罪了
[00:10:09.520 --> 00:10:11.520]  那我受苦也挺值得的
[00:10:11.520 --> 00:10:14.520]  受苦之後我就沒有罪了
[00:10:14.520 --> 00:10:16.520]  不是說這個規律聖經是沒有的
[00:10:16.520 --> 00:10:19.520]  基督教信仰沒有這個看法的
[00:10:19.520 --> 00:10:21.520]  不過這句話
[00:10:21.520 --> 00:10:23.520]  其實原文你讀的時候
[00:10:23.520 --> 00:10:24.520]  就比較清楚一點
[00:10:24.520 --> 00:10:25.520]  中文難譯一點
[00:10:25.520 --> 00:10:27.520]  就是還有一個單數
[00:10:27.520 --> 00:10:31.520]  就是說因為那位在肉身受苦的
[00:10:31.520 --> 00:10:34.520]  就可以已經與罪斷絕
[00:10:34.520 --> 00:10:36.520]  這個是說耶穌基督
[00:10:36.520 --> 00:10:38.520]  這句話只是說耶穌基督
[00:10:38.520 --> 00:10:40.520]  那你說耶穌基督當然是
[00:10:40.520 --> 00:10:41.520]  他肉身受苦
[00:10:41.520 --> 00:10:43.520]  然後他死亡
[00:10:43.520 --> 00:10:45.520]  就將罪割斷
[00:10:45.520 --> 00:10:46.520]  戰勝罪惡
[00:10:46.520 --> 00:10:48.520]  這個是耶穌基督最特別的
[00:10:48.520 --> 00:10:50.520]  但是為什麼他這麼特別的說
[00:10:50.520 --> 00:10:53.520]  是有一點點的隱喻和提醒我們
[00:10:53.520 --> 00:10:55.520]  耶穌來這個世界
[00:10:55.520 --> 00:10:57.520]  不只是要解決罪的問題
[00:10:57.520 --> 00:10:59.520]  耶穌來這個世界
[00:10:59.520 --> 00:11:03.520]  他就透過他的肉身受苦
[00:11:03.520 --> 00:11:06.520]  成為一種力量
[00:11:06.520 --> 00:11:10.520]  去幫助我們同樣面對肉身的受苦
[00:11:10.520 --> 00:11:12.520]  或者我們心靈裡面的受苦
[00:11:12.520 --> 00:11:13.520]  就是說我們的受苦
[00:11:13.520 --> 00:11:15.520]  耶穌都試過
[00:11:15.520 --> 00:11:17.520]  耶穌有辦法去對抗
[00:11:17.520 --> 00:11:18.520]  耶穌用什麼
[00:11:18.520 --> 00:11:21.520]  耶穌就是他會用他自己那種
[00:11:21.520 --> 00:11:23.520]  面對苦難的
[00:11:23.520 --> 00:11:25.520]  甘於苦難那種的自制力
[00:11:25.520 --> 00:11:28.520]  這個我們有時候很少用這樣的角度去看耶穌基督
[00:11:28.520 --> 00:11:30.520]  但是給的很有意思的
[00:11:30.520 --> 00:11:31.520]  你看回耶穌基督的時候
[00:11:31.520 --> 00:11:32.520]  回顧他的生命
[00:11:32.520 --> 00:11:35.520]  他的生命裡面就是面對很多的痛苦
[00:11:35.520 --> 00:11:38.520]  其實耶穌不需要面對痛苦的
[00:11:38.520 --> 00:11:40.520]  他來到這個世界
[00:11:40.520 --> 00:11:42.520]  不需要因為他是神
[00:11:42.520 --> 00:11:44.520]  但是耶穌同樣的和我們一樣
[00:11:44.520 --> 00:11:46.520]  他面對很多的比如說隱憂
[00:11:46.520 --> 00:11:47.520]  試探
[00:11:47.520 --> 00:11:48.520]  但是他不犯罪
[00:11:48.520 --> 00:11:49.520]  這個不容易的
[00:11:49.520 --> 00:11:50.520]  死定的
[00:11:50.520 --> 00:11:52.520]  要很大的力量去對付
[00:11:52.520 --> 00:11:54.520]  當然更大的
[00:11:54.520 --> 00:11:56.520]  就是當他面對痛苦的時候
[00:11:56.520 --> 00:11:57.520]  人家對他的攻擊
[00:11:57.520 --> 00:11:59.520]  他不會還手
[00:11:59.520 --> 00:12:02.520]  在很不公平的審判之下
[00:12:02.520 --> 00:12:04.520]  人家去掌摑他
[00:12:04.520 --> 00:12:06.520]  人家去誣告他
[00:12:06.520 --> 00:12:08.520]  他也不自辯
[00:12:08.520 --> 00:12:10.520]  甚至釘他十字架的時候
[00:12:10.520 --> 00:12:12.520]  主耶穌說
[00:12:12.520 --> 00:12:14.520]  你以為我不可以叫天父
[00:12:14.520 --> 00:12:17.520]  差一點十二刑的天使來拯救我嗎
[00:12:17.520 --> 00:12:19.520]  但是我要走上這條路
[00:12:19.520 --> 00:12:21.520]  在赫西瑪利園他痛苦
[00:12:21.520 --> 00:12:24.520]  因為他要面對人生裡面最大的抉擇
[00:12:24.520 --> 00:12:26.520]  因為很恐怖的一個死亡
[00:12:26.520 --> 00:12:27.520]  他祈禱神
[00:12:27.520 --> 00:12:29.520]  天父說如果可以的話
[00:12:29.520 --> 00:12:32.520]  讓這些苦杯離開我
[00:12:32.520 --> 00:12:35.520]  聖經說他的汗好像血一樣滴下來
[00:12:35.520 --> 00:12:37.520]  很痛苦很困難
[00:12:37.520 --> 00:12:38.520]  但是他面對痛苦
[00:12:38.520 --> 00:12:40.520]  最後說出那句話
[00:12:40.520 --> 00:12:42.520]  原地的旨意成就在我身上
[00:12:42.520 --> 00:12:44.520]  不要照我的意思
[00:12:44.520 --> 00:12:46.520]  這個就是耶穌的榜樣
[00:12:46.520 --> 00:12:48.520]  耶穌是有這樣的心智
[00:12:48.520 --> 00:12:51.520]  不怕受苦的心智
[00:12:51.520 --> 00:12:53.520]  去抗衡去面對痛苦
[00:12:53.520 --> 00:12:55.520]  這個就是第一個
[00:12:55.520 --> 00:12:57.520]  如果你問是秘訣也好
[00:12:57.520 --> 00:12:58.520]  方法也好
[00:12:58.520 --> 00:12:59.520]  兵器也好
[00:12:59.520 --> 00:13:00.520]  這個就是兵器
[00:13:00.520 --> 00:13:03.520]  就是一種人的自制力
[00:13:03.520 --> 00:13:05.520]  有時候我們很多時候
[00:13:05.520 --> 00:13:07.520]  做基督徒就
[00:13:07.520 --> 00:13:10.520]  總是說神給我安慰
[00:13:10.520 --> 00:13:12.520]  這個也是很真實的
[00:13:12.520 --> 00:13:13.520]  但是很少說這件事
[00:13:13.520 --> 00:13:15.520]  今天我就特意要說這件事
[00:13:15.520 --> 00:13:18.520]  今天我們很多時候被痛苦打倒
[00:13:18.520 --> 00:13:21.520]  是因為我們根本沒有這種面對痛苦的力量
[00:13:23.520 --> 00:13:26.520]  你看看這個世界上有兩個人
[00:13:26.520 --> 00:13:28.520]  同樣的面對痛苦
[00:13:28.520 --> 00:13:29.520]  兩個人一樣病
[00:13:29.520 --> 00:13:32.520]  一個人就在咒詛生命
[00:13:32.520 --> 00:13:34.520]  不單止他痛苦
[00:13:34.520 --> 00:13:36.520]  周圍的人也痛苦
[00:13:36.520 --> 00:13:38.520]  陪他一起痛苦
[00:13:38.520 --> 00:13:40.520]  直到他離開這個世界
[00:13:40.520 --> 00:13:41.520]  但是有些人
[00:13:41.520 --> 00:13:43.520]  有另外一個人同樣的病
[00:13:43.520 --> 00:13:46.520]  但是生命竟然可以發出火花
[00:13:46.520 --> 00:13:48.520]  甚至可以鼓勵到他身邊的人
[00:13:48.520 --> 00:13:49.520]  生命變得燦爛
[00:13:49.520 --> 00:13:50.520]  雖然是很短暫
[00:13:50.520 --> 00:13:52.520]  他又去離開世界
[00:13:52.520 --> 00:13:53.520]  你看看
[00:13:53.520 --> 00:13:54.520]  不是那個苦的分別
[00:13:54.520 --> 00:13:56.520]  而是兩個不同的人
[00:13:56.520 --> 00:13:57.520]  究竟不同在哪裡
[00:13:57.520 --> 00:13:59.520]  因為他用了不同的心態
[00:13:59.520 --> 00:14:02.520]  或者不同的心智所說的
[00:14:02.520 --> 00:14:05.520]  不同的裝備去面對痛苦
[00:14:05.520 --> 00:14:07.520]  究竟這個裝備是什麼呢?
[00:14:07.520 --> 00:14:08.520]  聖經說
[00:14:08.520 --> 00:14:10.520]  就好像耶穌那樣
[00:14:10.520 --> 00:14:12.520]  他不怕受苦
[00:14:12.520 --> 00:14:14.520]  這個今天我想和大家說的就是
[00:14:14.520 --> 00:14:15.520]  我們面對痛苦的時候
[00:14:15.520 --> 00:14:17.520]  為什麼我們被痛苦打倒
[00:14:17.520 --> 00:14:18.520]  剛才說了
[00:14:18.520 --> 00:14:20.520]  面對痛苦你就走不掉的
[00:14:20.520 --> 00:14:22.520]  今天不會,明天可能也會
[00:14:22.520 --> 00:14:25.520]  問題就是你能不能夠有這個
[00:14:25.520 --> 00:14:29.520]  面對痛苦的力量
[00:14:29.520 --> 00:14:31.520]  說到那個自制力
[00:14:31.520 --> 00:14:32.520]  這個自制力
[00:14:32.520 --> 00:14:33.520]  為什麼今天我們要說
[00:14:33.520 --> 00:14:36.520]  其實很多時候我們被痛苦打倒
[00:14:36.520 --> 00:14:39.520]  是因為我們是一個很脆弱的人
[00:14:39.520 --> 00:14:42.520]  我知道這樣說不是很客氣
[00:14:42.520 --> 00:14:43.520]  但事實上
[00:14:43.520 --> 00:14:44.520]  我想告訴你
[00:14:44.520 --> 00:14:46.520]  我們這個現代化的社會
[00:14:46.520 --> 00:14:49.520]  和一個高度消費主義的社會
[00:14:49.520 --> 00:14:54.520]  其實不斷在培育我們越來越脆弱
[00:14:54.520 --> 00:14:57.520]  在意志上越來越薄弱
[00:14:57.520 --> 00:14:58.520]  是不是?
[00:14:58.520 --> 00:15:00.520]  我們捱不住的
[00:15:00.520 --> 00:15:01.520]  為什麼呢?
[00:15:01.520 --> 00:15:03.520]  因為這個消費的社會
[00:15:03.520 --> 00:15:04.520]  它要做我們生意的時候
[00:15:04.520 --> 00:15:06.520]  一定是給一些最快
[00:15:06.520 --> 00:15:09.520]  可以令我們最不痛苦的出路
[00:15:09.520 --> 00:15:11.520]  那你肯給錢嘛
[00:15:11.520 --> 00:15:12.520]  是不是?
[00:15:12.520 --> 00:15:13.520]  如果你賣藥
[00:15:13.520 --> 00:15:14.520]  說你頭痛
[00:15:14.520 --> 00:15:15.520]  吃了之後
[00:15:15.520 --> 00:15:17.520]  大概三天左右就會好一點
[00:15:17.520 --> 00:15:18.520]  你有沒有人買呢?
[00:15:18.520 --> 00:15:20.520]  沒有人買的
[00:15:20.520 --> 00:15:21.520]  現在的藥就是
[00:15:21.520 --> 00:15:23.520]  為什麼一直追著要出的時候
[00:15:23.520 --> 00:15:24.520]  為什麼你出錢買呢?
[00:15:24.520 --> 00:15:25.520]  因為你一吃下去
[00:15:25.520 --> 00:15:27.520]  特效藥即時不痛
[00:15:27.520 --> 00:15:28.520]  你想痛
[00:15:28.520 --> 00:15:29.520]  你不想痛嗎?
[00:15:29.520 --> 00:15:30.520]  即時可以不痛
[00:15:30.520 --> 00:15:32.520]  以前沒有藥的時候
[00:15:32.520 --> 00:15:34.520]  病你幾天
[00:15:34.520 --> 00:15:35.520]  捱
[00:15:35.520 --> 00:15:36.520]  為什麼呢?
[00:15:36.520 --> 00:15:37.520]  因為藥沒用
[00:15:37.520 --> 00:15:38.520]  你撿幾劑
[00:15:38.520 --> 00:15:40.520]  吃了之後又是差不多
[00:15:40.520 --> 00:15:41.520]  於是就說
[00:15:41.520 --> 00:15:42.520]  再繼續發燒
[00:15:42.520 --> 00:15:43.520]  媽媽說
[00:15:43.520 --> 00:15:45.520]  你找些凍水淋一淋
[00:15:45.520 --> 00:15:47.520]  抹一抹腋下
[00:15:47.520 --> 00:15:48.520]  抹一抹額頭
[00:15:48.520 --> 00:15:49.520]  讓它沒那麼熱
[00:15:49.520 --> 00:15:50.520]  那就繼續燒
[00:15:50.520 --> 00:15:51.520]  燒三天
[00:15:51.520 --> 00:15:52.520]  是不是?
[00:15:52.520 --> 00:15:53.520]  現在多簡單
[00:15:53.520 --> 00:15:55.520]  弄一粒就沒事了
[00:15:55.520 --> 00:15:56.520]  是不是?
[00:15:56.520 --> 00:15:57.520]  什麼都要超快
[00:15:57.520 --> 00:15:58.520]  超方便
[00:15:58.520 --> 00:15:59.520]  是不是?
[00:15:59.520 --> 00:16:00.520]  一按個鍵
[00:16:00.520 --> 00:16:01.520]  它自然幫你電腦搞定了
[00:16:01.520 --> 00:16:03.520]  終於就出來
[00:16:03.520 --> 00:16:05.520]  一個整鍋飯又香又成
[00:16:05.520 --> 00:16:06.520]  是不是?
[00:16:06.520 --> 00:16:07.520]  多少水什麼都知道
