
[00:00:00.000 --> 00:00:03.800]  (字幕: 請按讚、分享、留言及訂閱頻道)
[00:06:18.400 --> 00:06:22.160]  能夠做到所謂推心置腹的朋友
[00:06:22.160 --> 00:06:23.720]  不是談兩次就可以
[00:06:23.720 --> 00:06:26.600]  或者不是有共同信仰就可以
[00:06:26.600 --> 00:06:28.200]  是需要長時間
[00:06:28.200 --> 00:06:29.840]  我聽他生命的故事
[00:06:29.840 --> 00:06:32.120]  他又聽我生命的故事
[00:06:32.120 --> 00:06:35.520]  其實是一種很簡單的事實
[00:06:35.520 --> 00:06:38.440]  我們不可以花這麼多時間去寫監
[00:06:38.440 --> 00:06:41.160]  不可以一天睡醒的十六小時
[00:06:41.160 --> 00:06:43.160]  整天都找人聊天
[00:06:43.160 --> 00:06:44.760]  沒有
[00:06:44.760 --> 00:06:47.400]  就算教會傳道人的工作
[00:06:47.400 --> 00:06:49.120]  就是要找弟兄姐妹聊天
[00:06:49.120 --> 00:06:51.680]  他都不可能跟每一個弟兄姐妹
[00:06:51.680 --> 00:06:54.120]  都花這麼多時間去跟他們聊
[00:06:54.120 --> 00:06:57.480]  事實上時間的限制
[00:06:57.480 --> 00:07:01.520]  已經令我們不可能跟每一個人這麼親密
[00:07:01.520 --> 00:07:04.680]  再加上其實我們做了信徒
[00:07:04.680 --> 00:07:06.960]  雖然是所謂有新的生命
[00:07:06.960 --> 00:07:11.400]  但這個新的生命不是代表要把舊生命丟掉
[00:07:11.400 --> 00:07:15.040]  是更新或是所謂的聖化我的生命
[00:07:15.040 --> 00:07:19.200]  但不是否定我過去的生命
[00:07:19.200 --> 00:07:23.320]  或者不是完全否定信主之前的我
[00:07:23.320 --> 00:07:25.640]  舉個例子來說
[00:07:25.640 --> 00:07:28.080]  我是一個喜歡行山的人
[00:07:28.080 --> 00:07:29.760]  另一個人喜歡行山
[00:07:29.760 --> 00:07:30.680]  弟兄姐妹也好
[00:07:30.680 --> 00:07:31.600]  他喜歡行山
[00:07:31.600 --> 00:07:33.800]  自然我們會容易談得來
[00:07:33.800 --> 00:07:35.120]  哪個山容易行
[00:07:35.120 --> 00:07:36.040]  哪個山難行
[00:07:36.040 --> 00:07:37.640]  怎樣一起行山
[00:07:37.640 --> 00:07:39.360]  當然容易些
[00:07:39.360 --> 00:07:42.640]  但你可以想像有個姐妹
[00:07:42.640 --> 00:07:46.520]  她對馬來服飾很有研究
[00:07:46.520 --> 00:07:50.240]  就遇上我這種對服飾完全沒有研究的人
[00:07:50.240 --> 00:07:51.760]  自然很多事情談不來
[00:07:51.760 --> 00:07:53.000]  對不上嘴形
[00:07:53.000 --> 00:07:55.640]  這些我覺得不是罪
[00:07:55.640 --> 00:07:59.960]  神造我們就是讓我們對某一些人
[00:07:59.960 --> 00:08:02.120]  可以容易溝通得到
[00:08:02.120 --> 00:08:03.160]  對另一些人
[00:08:03.160 --> 00:08:07.240]  我們可能總是有些東西差了點
[00:08:07.240 --> 00:08:08.320]  隔了點
[00:08:08.320 --> 00:08:09.320]  但沒關係
[00:08:09.320 --> 00:08:11.640]  我們談不來的人
[00:08:11.640 --> 00:08:13.840]  他就跟另一些人談
[00:08:13.840 --> 00:08:19.840]  其實我覺得這是教我們謙虛的功課
[00:08:19.840 --> 00:08:22.640]  這個世界哪裏有人
[00:08:22.640 --> 00:08:25.640]  可以跟所有人
[00:08:25.640 --> 00:08:27.840]  都那麼了解都談得來
[00:08:27.840 --> 00:08:28.840]  沒有這樣的人
[00:08:28.840 --> 00:08:32.480]  所以我們無謂強迫自己做些人
[00:08:32.480 --> 00:08:33.680]  謙虛接受
[00:08:33.680 --> 00:08:38.560]  有些人很難跟他建立親密關係
[00:08:38.560 --> 00:08:41.200]  於是上主會安排其他人
[00:08:41.200 --> 00:08:43.920]  跟那些人建立親密關係
[00:08:43.920 --> 00:08:47.640]  如果有時見到弟兄姊妹
[00:08:47.640 --> 00:08:50.880]  好像有些面左左的感受
[00:08:50.880 --> 00:08:52.720]  那又怎樣呢?
[00:08:52.720 --> 00:08:56.040]  我覺得從兩方面去看
[00:08:56.040 --> 00:08:59.840]  第一方面我覺得我們接受
[00:08:59.840 --> 00:09:04.000]  其實人總有一些自己的偏見
[00:09:04.000 --> 00:09:07.920]  例如一個很社會化
[00:09:07.920 --> 00:09:11.520]  很容易跟人交往的人
[00:09:11.520 --> 00:09:13.280]  很自然會覺得
[00:09:13.280 --> 00:09:16.600]  可能會覺得一些經常不說話
[00:09:16.600 --> 00:09:18.480]  喜歡躲在一旁的人
[00:09:18.480 --> 00:09:20.760]  好像覺得他們很古怪
[00:09:20.760 --> 00:09:23.440]  我們有某一種性格
[00:09:23.440 --> 00:09:25.920]  我們很自然會覺得
[00:09:25.920 --> 00:09:28.320]  跟我們不同性格的人
[00:09:28.320 --> 00:09:30.240]  好像有些問題
[00:09:30.240 --> 00:09:32.640]  這是一種很自然的傾向
[00:09:32.640 --> 00:09:35.360]  覺得我們要鼓勵自己
[00:09:35.360 --> 00:09:38.680]  嘗試跟不同的人接觸一下
[00:09:38.680 --> 00:09:42.040]  即是延長 擴闊自己的空間
[00:09:42.040 --> 00:09:47.440]  例如我是一個所謂讀書的人
[00:09:47.440 --> 00:09:49.640]  你叫我跟一些
[00:09:49.640 --> 00:09:52.560]  三行建築工人聊天
[00:09:52.560 --> 00:09:54.800]  他的生活我不明白
[00:09:54.800 --> 00:09:56.840]  我的生活他也不會明白
[00:09:56.840 --> 00:09:58.840]  所以其實我跟一個建築工人
[00:09:58.840 --> 00:10:01.960]  是很難做到所謂推心置腹的朋友
[00:10:01.960 --> 00:10:05.600]  但教會如果有些建築工人 弟兄
[00:10:05.600 --> 00:10:08.960]  我有機會會主動跟弟兄聊天
[00:10:08.960 --> 00:10:10.480]  了解一下他
[00:10:10.480 --> 00:10:14.400]  對我來說這是很重要的操練
[00:10:14.400 --> 00:10:17.160]  即是擴闊一下我的胸懷
[00:10:17.160 --> 00:10:19.200]  我不會完全了解到他
[00:10:19.200 --> 00:10:21.000]  但起碼讓我自己
[00:10:21.000 --> 00:10:24.480]  不要經常活在自己的世界裏面
[00:10:24.480 --> 00:10:25.760]  記住一件事
[00:10:25.760 --> 00:10:27.920]  上主鼓勵我們
[00:10:27.920 --> 00:10:30.600]  要跟弟兄姊妹建立關係
[00:10:30.600 --> 00:10:33.680]  不是單單教同聲同氣
[00:10:33.680 --> 00:10:37.160]  也是要有一個視野看到
[00:10:37.160 --> 00:10:39.320]  無論是什麼背景的人
[00:10:39.320 --> 00:10:41.400]  只要他是上主的兒女
[00:10:41.400 --> 00:10:43.280]  其實我們都是一家人
[00:10:43.280 --> 00:10:45.720]  家人相處幾時也不容易
[00:10:45.720 --> 00:10:48.520]  但這是我們需要學習的功課
[00:10:48.520 --> 00:10:50.680]  我們希望大家一起努力吧
[00:10:50.680 --> 00:10:52.680]  多謝您收睇時局新聞,再會!
[00:10:52.680 --> 00:10:54.680]  (字幕製作/時間軸:秋月AutumnMoon)
[00:10:54.680 --> 00:10:56.680]  (字幕製作/時間軸:秋月AutumnMoon)

