
[00:00:00.000 --> 00:00:04.280]  我們中間最大多數都是信主的弟兄姊妹
[00:01:22.400 --> 00:01:24.000]  怎樣拯救我們的時候
[00:01:24.000 --> 00:01:26.400]  同樣不斷地提醒我們
[00:01:26.400 --> 00:01:27.600]  鼓勵我們
[00:01:27.600 --> 00:01:28.600]  我們要留心
[00:01:28.600 --> 00:01:31.800]  不要濫用了神的恩惠
[00:01:31.800 --> 00:01:34.800]  要小心珍惜神的恩惠
[00:01:34.800 --> 00:01:38.000]  不要容許自己繼續在罪裡面
[00:01:38.000 --> 00:01:40.800]  免得神的管教再一次淋到
[00:01:40.800 --> 00:01:44.000]  我們全部在一個危險的裡面
[00:01:44.000 --> 00:01:45.600]  當我們體會到這個福音的
[00:01:45.600 --> 00:01:47.600]  重要的訊息的時候
[00:01:47.600 --> 00:01:48.400]  你會體會到
[00:01:48.400 --> 00:01:50.800]  今天當我們讀到以色列記的時候
[00:01:50.800 --> 00:01:52.000]  聖經就是這樣來到
[00:01:52.000 --> 00:01:54.400]  去不斷地鼓勵我們
[00:01:54.400 --> 00:01:57.200]  不要忘記神一切的恩惠
[00:01:57.200 --> 00:01:58.200]  因此留心
[00:01:58.200 --> 00:01:59.200]  保守自己
[00:01:59.200 --> 00:02:02.200]  繼續在神自己的恩慈裡面
[00:02:02.200 --> 00:02:04.600]  在神的光明裡面
[00:02:04.600 --> 00:02:05.600]  所以你讀到聖經
[00:02:05.600 --> 00:02:07.800]  以色列記第九章的時候
[00:02:07.800 --> 00:02:08.800]  聖經就講到
[00:02:08.800 --> 00:02:09.800]  在當時以色列人
[00:02:09.800 --> 00:02:12.600]  他們建造聖殿的過程中
[00:02:12.600 --> 00:02:14.400]  發現沒錯他們轉向神了
[00:02:14.400 --> 00:02:17.000]  一起重新建造聖殿了
[00:02:17.000 --> 00:02:18.800]  但是竟然發現
[00:02:18.800 --> 00:02:22.600]  罪再次在過程中出現
[00:02:22.600 --> 00:02:27.000]  大家再看回九章第一節
[00:02:27.000 --> 00:02:28.600]  完成這些事以後
[00:02:28.600 --> 00:02:30.600]  眾領袖前來見我
[00:02:30.600 --> 00:02:34.800]  說:以色列文祭司和利尚人
[00:02:34.800 --> 00:02:38.200]  沒有從當地的民族中分別出來
[00:02:38.200 --> 00:02:40.600]  他們隨從當地很多的民族
[00:02:40.600 --> 00:02:43.800]  行可憎的事
[00:02:43.800 --> 00:02:45.600]  聖經提到當時
[00:02:45.600 --> 00:02:47.600]  他們完成了一些事
[00:02:47.600 --> 00:02:50.800]  相信是在前面第七第八章有提到
[00:02:50.800 --> 00:02:52.600]  就是一位以色列人
[00:02:52.600 --> 00:02:54.600]  他蒙皇的吩咐
[00:02:54.600 --> 00:02:57.600]  他就回到耶路撒冷的地方
[00:02:57.600 --> 00:02:59.000]  做兩件事情
[00:02:59.000 --> 00:03:00.800]  大家會記得第一件事情
[00:03:00.800 --> 00:03:03.400]  就是在當地設立一些法官
[00:03:03.400 --> 00:03:06.800]  一些官吏來治理那個地區
[00:03:06.800 --> 00:03:09.800]  第二要來教導百姓
[00:03:09.800 --> 00:03:12.200]  明白神的律法
[00:03:12.200 --> 00:03:15.400]  從當時開始到現在第九章的時候
[00:03:15.400 --> 00:03:18.800]  大概經過了四個半月的時間
[00:03:18.800 --> 00:03:19.600]  在這段時間
[00:03:19.600 --> 00:03:23.600]  相信很多百姓重新明白了神的律法
[00:03:23.600 --> 00:03:26.000]  在這個時候他們很清楚察覺到
[00:03:26.000 --> 00:03:28.400]  神的話也光照了他們的心
[00:03:28.400 --> 00:03:32.200]  他們知道他們中間有罪
[00:03:32.200 --> 00:03:35.600]  這些領袖就主動告訴以色列知道
[00:03:35.600 --> 00:03:36.800]  也就告訴他們知道
[00:03:36.800 --> 00:03:38.400]  告訴以色列知道
[00:03:38.400 --> 00:03:39.600]  不單止是百姓
[00:03:39.600 --> 00:03:41.800]  甚至是那些領袖
[00:03:41.800 --> 00:03:43.200]  那些祭司
[00:03:43.200 --> 00:03:44.800]  那些利尚人
[00:03:44.800 --> 00:03:47.800]  竟然帶頭犯罪
[00:03:47.800 --> 00:03:49.400]  他們怎樣犯罪呢
[00:03:49.400 --> 00:03:52.800]  大家看回第二節
[00:03:52.800 --> 00:03:55.000]  他們為自己和自己的兒子
[00:03:55.000 --> 00:03:58.600]  娶到這些外族人的女子為妻
[00:03:58.600 --> 00:04:01.800]  和當地人有通婚的情況
[00:04:01.800 --> 00:04:06.800]  以至聖潔的種族與當地的民族混雜了
[00:04:06.800 --> 00:04:10.400]  而且百姓和這些領袖和官長
[00:04:10.400 --> 00:04:15.600]  在不忠的事情的罪魁
[00:04:15.600 --> 00:04:18.600]  聖經說到他們與一些外族的女子
[00:04:18.600 --> 00:04:22.000]  來通婚或是集婚
[00:04:22.000 --> 00:04:23.600]  這是在聖經裡
[00:04:23.600 --> 00:04:25.600]  神透過很多不同的先知
[00:04:25.600 --> 00:04:28.400]  曾經不斷地來吩咐他們
[00:04:28.400 --> 00:04:30.600]  絕不可行的事情
[00:04:30.600 --> 00:04:36.600]  你再讀下去第十一節
[00:04:36.600 --> 00:04:37.600]  聖經說到
[00:04:37.600 --> 00:04:40.400]  「你們,臣你曾經直著
[00:04:40.400 --> 00:04:44.000]  你的僕人眾先知所吩咐的
[00:04:44.000 --> 00:04:47.600]  你說,你要進去要得遺孽的地方
[00:04:47.600 --> 00:04:49.000]  是污穢的
[00:04:49.000 --> 00:04:52.400]  是充滿了當地民族的污穢
[00:04:52.400 --> 00:04:54.200]  他們可憎的事
[00:04:54.200 --> 00:04:56.600]  使者地從這邊到那邊
[00:04:56.600 --> 00:04:59.600]  都充滿了他們的不潔」
[00:04:59.600 --> 00:05:00.600]  然後十二節就說
[00:05:00.600 --> 00:05:03.400]  「所以你們不可
[00:05:03.400 --> 00:05:07.000]  將你們的女兒嫁給他們的兒子
[00:05:07.000 --> 00:05:09.600]  同樣不可以為你們的兒子
[00:05:09.600 --> 00:05:13.000]  娶他們的女兒」
[00:05:13.000 --> 00:05:14.600]  聖經提及到當時
[00:05:14.600 --> 00:05:17.000]  因為他們當地的民族
[00:05:17.000 --> 00:05:19.400]  是敬拜各種各樣的
[00:05:19.400 --> 00:05:23.000]  邪靈、假神、偶像
[00:05:23.000 --> 00:05:25.000]  聖經就提到這個地方
[00:05:25.000 --> 00:05:28.400]  是充滿著各樣的污穢和不潔
[00:05:28.400 --> 00:05:29.400]  因此吩咐他們
[00:05:29.400 --> 00:05:32.200]  不要跟他們有聯婚
[00:05:32.200 --> 00:05:33.800]  因為在過程當中
[00:05:33.800 --> 00:05:36.000]  這些本地人的
[00:05:36.000 --> 00:05:37.600]  那種生命的不潔
[00:05:37.600 --> 00:05:43.000]  會去沾染這些神的損迷
[00:05:43.000 --> 00:05:44.000]  大家都會記得的
[00:05:44.000 --> 00:05:46.000]  在當聖經提及到
[00:05:46.000 --> 00:05:48.400]  以色列人他們離開埃及地
[00:05:48.400 --> 00:05:50.200]  神帶領他們離開埃及
[00:05:50.200 --> 00:05:52.200]  進入迦南的時候
[00:05:52.200 --> 00:05:55.800]  在《生命記》有記載第七章提及
[00:05:55.800 --> 00:05:57.800]  神就同樣地吩咐他們
[00:05:57.800 --> 00:05:59.200]  你們絕不可以
[00:05:59.200 --> 00:06:02.200]  娶當地的女子為妻
[00:06:02.200 --> 00:06:03.600]  然後聖經解釋
[00:06:03.600 --> 00:06:07.200]  他說因為他們會引誘你的心
[00:06:07.200 --> 00:06:11.000]  轉移去敬拜其他的假神
[00:06:11.000 --> 00:06:15.600]  以致你們會轉離開你們的上帝
[00:06:15.600 --> 00:06:17.000]  如果你們這樣做
[00:06:17.000 --> 00:06:18.200]  聖經就說
[00:06:18.200 --> 00:06:21.400]  神就說我的怒氣就會發作
[00:06:21.400 --> 00:06:25.800]  是速速地滅絕你們
[00:06:25.800 --> 00:06:27.400]  大家都會記起
[00:06:27.400 --> 00:06:30.000]  聖經提及一個所羅門王
[00:06:30.000 --> 00:06:32.200]  他是敬畏上帝的
[00:06:32.200 --> 00:06:35.400]  神使用他去建造聖殿
[00:06:35.400 --> 00:06:38.400]  但所羅門王到了晚年的時候
[00:06:38.400 --> 00:06:40.800]  聖經就說他寵愛很多
[00:06:40.800 --> 00:06:43.400]  愛族的一些公主
[00:06:43.400 --> 00:06:45.800]  作為他的妃嬪
[00:06:45.800 --> 00:06:48.400]  聖經就提到他這些妃嬪
[00:06:48.400 --> 00:06:50.600]  誘惑了他的心
[00:06:50.600 --> 00:06:53.600]  去追隨一些假神
[00:06:53.600 --> 00:06:57.800]  因此神的怒氣就淋到他
[00:06:57.800 --> 00:06:59.400]  大家知道後來
[00:06:59.400 --> 00:07:03.400]  以色列國分裂正因為這個原因
[00:07:03.400 --> 00:07:05.400]  分裂成為北面的以色列
[00:07:05.400 --> 00:07:08.000]  和南面的猶大
[00:07:08.000 --> 00:07:11.400]  是因為這位曾經是夢神賜福的人
[00:07:11.400 --> 00:07:13.800]  領受了很多神的恩惠
[00:07:13.800 --> 00:07:19.400]  但他竟然聽從了這些妃嬪給他的引誘
[00:07:19.400 --> 00:07:22.400]  而他離開神
[00:07:22.400 --> 00:07:24.800]  聖經就常常一路講述一件事
[00:07:24.800 --> 00:07:28.000]  就是人夢受神的恩惠之後
[00:07:28.000 --> 00:07:29.200]  要很小心
[00:07:29.200 --> 00:07:32.200]  不要讓自己轉離開上帝
[00:07:32.200 --> 00:07:35.200]  以致再一次陷在罪當中
[00:07:35.200 --> 00:07:38.800]  神的管教會再一次的臨到
[00:07:38.800 --> 00:07:41.400]  所以你見到當時讀的第十二節
[00:07:41.400 --> 00:07:43.000]  神就告訴他們知道
[00:07:43.000 --> 00:07:46.200]  你們要避開
[00:07:46.200 --> 00:07:51.600]  免得嫁娶了他們的女兒、兒子之後
[00:07:51.600 --> 00:07:54.800]  帶來對自己的一種影響
[00:07:54.800 --> 00:07:58.000]  其實十二節中間你再留意
[00:07:58.000 --> 00:08:04.600]  聖經就說:你們永遠不可尋求他們的平安和他們的利益
[00:08:04.600 --> 00:08:09.200]  這樣你們就可以強盛吃這地的美物
[00:08:09.200 --> 00:08:12.600]  把這地留給你們的子孫作產業
[00:08:12.600 --> 00:08:15.200]  直到永遠
[00:08:15.200 --> 00:08:18.800]  聖經不是說你不可以為人家求福氣
[00:08:18.800 --> 00:08:23.000]  而是說不要為了得到他們的利益
[00:08:23.000 --> 00:08:24.800]  得到他們的好處
[00:08:24.800 --> 00:08:28.000]  你就放棄了你的原則
[00:08:28.000 --> 00:08:29.800]  為了得到他們的利益
[00:08:29.800 --> 00:08:33.400]  你就忘記了去聽從神
[00:08:33.400 --> 00:08:35.600]  以為得到一些好處
[00:08:35.600 --> 00:08:37.600]  但神就告訴他們知道
[00:08:37.600 --> 00:08:42.000]  你反而會失去了神要給你的應許
[00:08:42.000 --> 00:08:45.800]  但你何時留意去聽從我的說話
[00:08:45.800 --> 00:08:49.400]  聖經就說:你可以吃這地的美物
[00:08:49.400 --> 00:08:53.800]  而你的子孫可以繼續承受這一切的恩惠
[00:08:53.800 --> 00:08:56.800]  直到永遠
[00:08:56.800 --> 00:09:00.800]  好像有些時候失去了一些表面的利益
[00:09:00.800 --> 00:09:02.600]  或者短暫的利益
[00:09:02.600 --> 00:09:07.800]  但神的應許是要把真實的好處和祝福
[00:09:07.800 --> 00:09:11.000]  賜給聽從的人
[00:09:11.000 --> 00:09:13.400]  聖經裡面就是這樣來說出
[00:09:13.400 --> 00:09:17.000]  甚麼是真正的利益、真正的好處
[00:09:17.000 --> 00:09:20.400]  我想大家再揭一揭去新約一處經文
[00:09:20.400 --> 00:09:23.600]  是同一段經文是互相呼應的
[00:09:23.600 --> 00:09:32.600]  聖經哥倫多後書第六章
[00:09:32.600 --> 00:09:45.600]  聖經哥倫多後書第六章新約一千七百三十五頁
[00:09:45.600 --> 00:09:48.800]  第六章的第十六節
[00:09:48.800 --> 00:09:50.600]  或者第十四節先
[00:09:50.600 --> 00:09:55.400]  六章十四節和合本這樣說
[00:09:55.400 --> 00:10:01.600]  「你們和不信的緣不相配,不要同父一額」
[00:10:01.600 --> 00:10:05.600]  「異」和「不異」有甚麼相交呢?
[00:10:05.600 --> 00:10:09.800]  「光明」和「黑暗」有甚麼相通呢?
[00:10:09.800 --> 00:10:12.800]  「基督」和「比列」就是撒旦
[00:10:12.800 --> 00:10:15.800]  有甚麼相和呢?
[00:10:15.800 --> 00:10:17.000]  是沒有的
[00:10:17.000 --> 00:10:19.000]  聖經一直這樣說
[00:10:19.000 --> 00:10:22.000]  是不會有一種關係
[00:10:22.000 --> 00:10:26.800]  「光明」和「黑暗」是互相排斥的
[00:10:26.800 --> 00:10:31.400]  而聖經就提及信和不信的緣不相配的
[00:10:31.400 --> 00:10:33.800]  不要同父一額
[00:10:33.800 --> 00:10:39.800]  當然聖經裡面有提及到很多一種夥伴的關係
[00:10:39.800 --> 00:10:42.200]  有人看《燕子聖經》的時候就會說
[00:10:42.200 --> 00:10:44.600]  這裡說其他的夥伴關係
[00:10:44.600 --> 00:10:48.000]  不是說婚姻的事情
[00:10:48.000 --> 00:10:49.800]  但當你小心讀經文的時候
[00:10:49.800 --> 00:10:56.200]  你會知道聖經裡面一定包括了婚姻的關係
[00:10:56.200 --> 00:10:59.600]  當時大家知道聖經是用希臘文來寫的
[00:10:59.600 --> 00:11:01.200]  原文希臘文
[00:11:01.200 --> 00:11:08.000]  希臘文裡面很清楚常常用父額這個字來指向婚姻
[00:11:08.000 --> 00:11:11.000]  而當時的拉丁文字裡面
[00:11:11.000 --> 00:11:15.800]  也是聖經裡面受到這方面的影響
[00:11:15.800 --> 00:11:19.000]  拉丁文字裡面的婚姻的字眼
[00:11:19.000 --> 00:11:23.000]  和父額的字眼是同一個字根
[00:11:23.000 --> 00:11:26.800]  因此今天很多的夫婦信仰的學者
[00:11:26.800 --> 00:11:29.600]  很多重要的這方面的研究
[00:11:29.600 --> 00:11:35.800]  都指出這段經文一定是包括了婚姻
[00:11:35.800 --> 00:11:38.200]  當聖經給我們方向的時候
[00:11:38.200 --> 00:11:40.200]  但更加重要的是你留心
[00:11:40.200 --> 00:11:46.000]  是說你的生命不可以和不潔的去聯合一起
[00:11:46.000 --> 00:11:49.200]  所以是下面的第十六節
[00:11:49.200 --> 00:11:53.400]  「神的電和偶像有什麼相同呢?
[00:11:53.400 --> 00:11:57.000]  因為我們是永生神的電
[00:11:57.000 --> 00:12:00.800]  就如神曾說:我要在他們中間居住
[00:12:00.800 --> 00:12:03.000]  在他們中間來往
[00:12:03.000 --> 00:12:05.000]  我要作他們的神
[00:12:05.000 --> 00:12:07.600]  他們要作我的子民」
[00:12:07.600 --> 00:12:10.400]  第十七節我請大家一起讀出來
[00:12:10.400 --> 00:12:15.400]  「又說:你們無要從他們中間出來
[00:12:15.400 --> 00:12:17.200]  與他們分別
[00:12:17.200 --> 00:12:19.800]  不要沾不潔淨的物
[00:12:19.800 --> 00:12:22.600]  我就收納你們」
[00:12:22.600 --> 00:12:24.800]  聖經就提及
[00:12:24.800 --> 00:12:31.000]  他說神的電和偶像有什麼關係呢?
[00:12:31.000 --> 00:12:33.400]  是截然不同的
[00:12:33.400 --> 00:12:36.600]  是敬拜那位天地獨一的真神
[00:12:36.600 --> 00:12:41.600]  與偶像人手所做的沒有關係
[00:12:41.600 --> 00:12:43.400]  聖經就接續說
[00:12:43.400 --> 00:12:45.800]  哪一個是神的電呢?
[00:12:45.800 --> 00:12:47.600]  聖經清楚在此說
[00:12:47.600 --> 00:12:51.800]  「因為我們是永生神的電」
[00:12:51.800 --> 00:12:52.600]  各位聽眾
[00:12:52.600 --> 00:12:55.600]  就算你感覺自己有很多的軟弱
[00:12:55.600 --> 00:12:59.600]  可能你有很多限制不足的地方
[00:12:59.600 --> 00:13:01.200]  但無論如何
[00:13:01.200 --> 00:13:06.800]  你仍然與很多很多的人有所分別
[00:13:06.800 --> 00:13:09.200]  不是我們要抬高自己
[00:13:09.200 --> 00:13:10.600]  但你會知道
[00:13:10.600 --> 00:13:12.200]  屬神的人
[00:13:12.200 --> 00:13:15.800]  是有神居住在我們生命中
[00:13:15.800 --> 00:13:17.000]  分別就是
[00:13:17.000 --> 00:13:20.000]  上帝他住在你的生命裏面
[00:13:20.000 --> 00:13:22.800]  你是神的電
[00:13:22.800 --> 00:13:27.600]  因此你是與眾不同
[00:13:27.600 --> 00:13:30.800]  而當你領受這個神給你的應許的時候
[00:13:30.800 --> 00:13:31.800]  你就體會到
[00:13:31.800 --> 00:13:34.200]  既然我是神的電
[00:13:34.200 --> 00:13:39.200]  神吩咐我要從這個世界分別出來
[00:13:39.200 --> 00:13:41.600]  不要沾不結的物
[00:13:41.600 --> 00:13:43.800]  神就清楚認定
[00:13:43.800 --> 00:13:45.600]  我們是祂的兒女
[00:13:45.600 --> 00:13:48.800]  祂是我們的父
[00:13:48.800 --> 00:13:49.800]  所以你會看到
[00:13:49.800 --> 00:13:51.200]  當聖經裏面講述到
[00:13:51.200 --> 00:13:55.800]  以色列人他們回到耶路撒冷重建聖殿的時候
[00:13:55.800 --> 00:13:59.200]  在聖經裏面特別講及一件事情
[00:13:59.200 --> 00:14:02.200]  就是你們要出來
[00:14:02.200 --> 00:14:03.200]  很清楚地講
[00:14:03.200 --> 00:14:04.800]  你們離開吧
[00:14:04.800 --> 00:14:08.800]  《聖經現創》書的其中的四十九章
[00:14:08.800 --> 00:14:10.000]  五十二章
[00:14:10.000 --> 00:14:10.400]  對不起
[00:14:10.400 --> 00:14:11.800]  裏面所提及的
[00:14:11.800 --> 00:14:14.200]  正正是講這件事情
[00:14:14.200 --> 00:14:17.200]  就是你們離開吧
[00:14:17.200 --> 00:14:19.600]  從巴比倫出來
[00:14:19.600 --> 00:14:22.200]  不要沾不結的物
[00:14:22.200 --> 00:14:23.400]  這個巴比倫
[00:14:23.400 --> 00:14:25.600]  不單止是講當時的地方
[00:14:25.600 --> 00:14:28.600]  更加是講巴比倫所象徵的
[00:14:28.600 --> 00:14:34.000]  各種世界上的不潔和污穢的事情
[00:14:34.000 --> 00:14:36.600]  這段經文也同時是講述
[00:14:36.600 --> 00:14:38.600]  預言將來
[00:14:38.600 --> 00:14:43.000]  以色列人重新從巴比倫出來的時候
[00:14:43.000 --> 00:14:44.200]  正是今天我們讀的
[00:14:44.200 --> 00:14:48.600]  以色拉記的經文所提及的事情
[00:14:48.600 --> 00:14:51.000]  我很記得很多頂尖智慧
[00:14:51.000 --> 00:14:52.800]  很多時候都和我們分享到
[00:14:52.800 --> 00:14:55.200]  他們自己的經歷
[00:14:55.200 --> 00:14:55.600]  沒錯
[00:14:55.600 --> 00:14:58.000]  在這個世界裏面遇到的事情
[00:14:58.000 --> 00:15:00.600]  有時候不容易能夠可以
[00:15:00.600 --> 00:15:03.200]  真的分別出來
[00:15:03.200 --> 00:15:05.000]  我很記得一位弟兄
[00:15:05.000 --> 00:15:07.200]  好幾年之前分享了一件事情
[00:15:07.200 --> 00:15:09.200]  他提到他和一班的同事
[00:15:09.200 --> 00:15:10.600]  一起去到內地
[00:15:10.600 --> 00:15:12.600]  來做公幹
[00:15:12.600 --> 00:15:14.400]  上司一起去
[00:15:14.400 --> 00:15:16.200]  完成了一些工作之後
[00:15:16.200 --> 00:15:19.800]  晚上老闆就請他們全部去酒吧
[00:15:19.800 --> 00:15:21.800]  喝東西
[00:15:21.800 --> 00:15:23.600]  一邊喝酒的時候
[00:15:23.600 --> 00:15:25.200]  大家都很開心
[00:15:25.200 --> 00:15:28.400]  老闆突然間可能因為做了整個生意
[00:15:28.400 --> 00:15:31.000]  所以就很高興就和他們說
[00:15:31.000 --> 00:15:35.800]  今晚每個人給你一個陪女
[00:15:35.800 --> 00:15:39.400]  大家可以快樂
[00:15:39.400 --> 00:15:43.000]  大家聽見的時候很多同事很高興
[00:15:43.000 --> 00:15:46.200]  但這位弟兄一聽的時候知道是什麼事
[00:15:46.200 --> 00:15:48.000]  他的心很掙扎
[00:15:48.000 --> 00:15:51.000]  他知道如果老闆這麼開心
[00:15:51.000 --> 00:15:54.000]  這樣來提出拒絕他
[00:15:54.000 --> 00:15:56.600]  他一定很不開心
[00:15:56.600 --> 00:15:59.200]  好像不給他面子
[00:15:59.200 --> 00:16:03.000]  但這位弟兄就說當時心裏默默的祈禱
[00:16:03.000 --> 00:16:08.200]  然後他知道他不可以選擇這件事情
[00:16:08.200 --> 00:16:12.600]  所以他就很放心地和他上司說
[00:16:12.600 --> 00:16:16.200]  老闆多謝你的意思
[00:16:16.200 --> 00:16:17.600]  我是焦土
[00:16:17.600 --> 00:16:20.600]  我不做這些事
[00:16:20.600 --> 00:16:22.400]  你可以想像當時他的上司
[00:16:22.400 --> 00:16:25.400]  很憤怒地去指罵他
[00:16:25.400 --> 00:16:28.200]  但他說對不起
[00:16:28.200 --> 00:16:30.800]  我不做的
[00:16:30.800 --> 00:16:34.800]  這件事情令他很受當時的同事取笑
[00:16:34.800 --> 00:16:37.000]  但後來他回來之後
[00:16:37.000 --> 00:16:39.400]  他就說我很感謝神
[00:16:39.400 --> 00:16:46.200]  給我力量可以不答應這個邀請
[00:16:46.200 --> 00:16:48.000]  很多弟兄姊妹在不同的生活上
[00:16:48.000 --> 00:16:51.400]  都會體會到有很多不同的事情
[00:16:51.400 --> 00:16:53.400]  每個人都覺得很自然
[00:16:53.400 --> 00:16:56.800]  應該做、值得做、無所謂的事情
[00:16:56.800 --> 00:16:58.800]  正經的啟示錄大家會留意到
[00:16:58.800 --> 00:17:01.400]  十三章曾經提及一件事
[00:17:01.400 --> 00:17:04.600]  這件事提及到在末世的時候
[00:17:04.600 --> 00:17:08.200]  有一個情況就是迪基督出現
[00:17:08.200 --> 00:17:09.200]  迪基督出現的時候
[00:17:09.200 --> 00:17:11.800]  其中一件事就是每樣
[00:17:11.800 --> 00:17:13.400]  無論是哪一個人
[00:17:13.400 --> 00:17:15.800]  無論是富貴的、貧窮的
[00:17:15.800 --> 00:17:17.200]  無論是哪一個都好
[00:17:17.200 --> 00:17:21.400]  在他們的右手或額頭上
[00:17:21.400 --> 00:17:24.000]  是有一個印記
[00:17:24.000 --> 00:17:27.600]  這個印記如果沒有這個印記
[00:17:27.600 --> 00:17:30.800]  他就不可以做買賣
[00:17:30.800 --> 00:17:33.800]  因此一些人如果不肯接受這個印記
[00:17:33.800 --> 00:17:37.600]  他就會失去了很多經濟上的好處
[00:17:37.600 --> 00:17:39.600]  生活上都會很困擾
[00:17:39.600 --> 00:17:45.600]  他會不能夠得到一般人可以得到的好處
[00:17:45.600 --> 00:17:47.600]  今天很多人猜想
[00:17:47.600 --> 00:17:50.200]  或者會是一個發展
[00:17:50.200 --> 00:17:52.600]  將來會在一些皮下
[00:17:52.600 --> 00:17:56.600]  植入一些晶片
[00:17:56.600 --> 00:17:59.400]  如果你不是植入這些晶片
[00:17:59.400 --> 00:18:04.600]  你就未必能夠做到這些買賣生意
[00:18:04.600 --> 00:18:08.400]  今天有很多報道已經提及到這些發展
[00:18:08.400 --> 00:18:11.400]  但其中一個關鍵的地方你會發覺就是
[00:18:11.400 --> 00:18:15.400]  所有人如果要得到這些好處
[00:18:15.400 --> 00:18:20.400]  這些利益你必須接受這個做法
[00:18:20.400 --> 00:18:24.000]  今天其實有很多人都會面對一個挑戰
[00:18:24.000 --> 00:18:27.600]  就是如果不跟隨這些做法
[00:18:27.600 --> 00:18:30.400]  會有很大的損失
[00:18:30.400 --> 00:18:34.600]  我想回到上星期一位弟兄也分享到
[00:18:34.600 --> 00:18:39.400]  他認識另一位弟兄在內地做生意
[00:18:39.400 --> 00:18:43.000]  這位弟兄也很清楚有一個自己
[00:18:43.000 --> 00:18:45.600]  從神給他的信念就是
[00:18:45.600 --> 00:18:47.800]  他說我做內地的生意
[00:18:47.800 --> 00:18:49.800]  我盡自己的努力
[00:18:49.800 --> 00:18:53.000]  我一定不去賄賂
[00:18:53.000 --> 00:18:56.600]  一定不參與那些貪污的事情
[00:18:56.600 --> 00:18:58.400]  當你這樣說的時候
[00:18:58.400 --> 00:19:02.000]  另一位朋友在身邊就馬上回應
[00:19:02.000 --> 00:19:06.200]  他說你這樣做你一定做不成生意
[00:19:06.200 --> 00:19:07.400]  你在大陸做生意
[00:19:07.400 --> 00:19:11.600]  你不去參與這些你怎麼做?
[00:19:11.600 --> 00:19:15.000]  這位弟兄就說我現在仍然做到
[00:19:15.000 --> 00:19:21.000]  但如果有一天真的做不到就做不到
[00:19:21.000 --> 00:19:22.600]  很簡單一句說話
[00:19:22.600 --> 00:19:25.000]  但我聽到的時候就知道這位弟兄
[00:19:25.000 --> 00:19:29.000]  在心裏面的確是有了一種心理準備
[00:19:29.000 --> 00:19:30.800]  就算是有虧損
[00:19:30.800 --> 00:19:34.000]  都不願意去做得罪神的事情
[00:19:34.000 --> 00:19:37.600]  不做違背神心意的事情
[00:19:37.600 --> 00:19:39.600]  在很多今天的弟兄姊妹
[00:19:39.600 --> 00:19:42.200]  同樣面對著這些挑戰
[00:19:42.200 --> 00:19:45.400]  但聖經仍然這樣鼓勵我們的心
[00:19:45.400 --> 00:19:48.800]  你要知道你是神的電
[00:19:48.800 --> 00:19:52.800]  從他們中間出來與他們分別
[00:19:52.800 --> 00:19:55.400]  不要沾不潔淨的物
[00:19:55.400 --> 00:19:58.800]  就成為真正神的兒女
[00:19:58.800 --> 00:20:06.000]  我們回到以色列記第九章
[00:20:06.000 --> 00:20:09.400]  他們知道上帝要他們分別出來
[00:20:09.400 --> 00:20:11.600]  但當時的人犯了罪之後
[00:20:11.600 --> 00:20:13.200]  以色列聽見這件事
[00:20:13.200 --> 00:20:15.400]  他心裏面很難過
[00:20:15.400 --> 00:20:18.000]  他很認真地面對罪
