
[00:00:00.000 --> 00:00:04.280]  請提到神將祂的平安和喜樂賜給我們
[00:01:52.960 --> 00:01:55.720]  他做得到,為甚麼我不做得到
[00:01:55.720 --> 00:01:57.800]  有些時候是一種試探
[00:01:57.800 --> 00:01:59.680]  要學校他們
[00:01:59.680 --> 00:02:02.080]  好像他們這樣
[00:02:02.080 --> 00:02:03.160]  我自己記得
[00:02:03.160 --> 00:02:04.840]  我自己在小時候
[00:02:04.840 --> 00:02:07.680]  有一件很不光彩的事情
[00:02:07.680 --> 00:02:09.360]  不過今天有這麼多小朋友在
[00:02:09.360 --> 00:02:11.680]  我也照樣說
[00:02:11.680 --> 00:02:12.480]  是甚麼事情呢?
[00:02:12.480 --> 00:02:13.240]  就是一件事情
[00:02:13.240 --> 00:02:14.240]  在我小學的時候
[00:02:14.240 --> 00:02:16.400]  當時的微信耶穌
[00:02:16.400 --> 00:02:19.520]  我很想在小息的時候有東西吃
[00:02:19.520 --> 00:02:22.320]  但當時未必有零用錢
[00:02:22.320 --> 00:02:24.000]  但同學們走過來告訴我
[00:02:24.000 --> 00:02:25.800]  有東西吃,不用給錢
[00:02:25.800 --> 00:02:27.520]  養著一條雪條
[00:02:27.520 --> 00:02:29.480]  你們喜歡吃雪條嗎?
[00:02:29.480 --> 00:02:33.320]  不喜歡
[00:02:33.320 --> 00:02:34.440]  他就告訴我
[00:02:34.440 --> 00:02:35.760]  不用錢的
[00:02:35.760 --> 00:02:37.960]  我就說為甚麼會不用錢呢?
[00:02:37.960 --> 00:02:39.920]  慢慢我留意下就發覺
[00:02:39.920 --> 00:02:42.400]  原來他們的方法是這樣的
[00:02:42.400 --> 00:02:45.280]  一大班小朋友湧去小食店
[00:02:45.280 --> 00:02:48.960]  那個校工都沒有機會去收錢
[00:02:48.960 --> 00:02:51.600]  一邊拿一邊遞食物出去
[00:02:51.600 --> 00:02:53.720]  一邊收錢
[00:02:53.720 --> 00:02:55.560]  大家湧過去的時候
[00:02:55.560 --> 00:02:57.600]  我就學習別人的方法
[00:02:57.600 --> 00:02:59.760]  當然說出來
[00:02:59.760 --> 00:03:02.360]  其實是不應該的事
[00:03:02.360 --> 00:03:03.160]  就是怎樣做呢?
[00:03:03.160 --> 00:03:04.920]  就是走過去
[00:03:04.920 --> 00:03:06.040]  拿著一張紙幣
[00:03:06.040 --> 00:03:07.560]  放在手上
[00:03:07.560 --> 00:03:09.960]  然後伸手就拿雪條
[00:03:09.960 --> 00:03:11.040]  拿完之後
[00:03:11.040 --> 00:03:12.360]  這樣就很逼人
[00:03:12.360 --> 00:03:14.040]  就退下退下
[00:03:14.040 --> 00:03:15.600]  就退出來
[00:03:15.600 --> 00:03:16.520]  就不用給錢
[00:03:16.520 --> 00:03:18.880]  就有雪條吃
[00:03:18.880 --> 00:03:22.240]  如是者試過好幾次都是這樣
[00:03:22.240 --> 00:03:24.320]  但當時學了這班同學
[00:03:24.320 --> 00:03:25.520]  他們所做的事情
[00:03:25.520 --> 00:03:28.440]  雖然得到一些即時的滿足
[00:03:28.440 --> 00:03:30.840]  但自己後來就很清楚知道
[00:03:30.840 --> 00:03:33.600]  是不應該做的事情
[00:03:33.600 --> 00:03:34.880]  別人的好處
[00:03:34.880 --> 00:03:37.800]  會有時候試探自己
[00:03:37.800 --> 00:03:41.000]  去學習他們所做的
[00:03:41.000 --> 00:03:41.920]  不單止這樣
[00:03:41.920 --> 00:03:44.040]  其實很多時候我們生活上
[00:03:44.040 --> 00:03:47.760]  有些時候見到一些惡人做一些惡事
[00:03:47.760 --> 00:03:49.840]  我們想做一些事情
[00:03:49.840 --> 00:03:52.040]  去向他報復
[00:03:52.040 --> 00:03:54.760]  甚至做一些更惡的事情
[00:03:54.760 --> 00:03:56.040]  大家看看聖經
[00:03:56.040 --> 00:03:57.440]  剛才讀的第一、第二節
[00:03:57.440 --> 00:04:00.120]  你再去到第七節再看看
[00:04:00.120 --> 00:04:05.120]  37章第七節
[00:04:05.120 --> 00:04:06.960]  在中間一句話
[00:04:06.960 --> 00:04:10.000]  「不要因那凡事順利的
[00:04:10.000 --> 00:04:13.640]  和那惡謀得逞的心懷不平」
[00:04:13.640 --> 00:04:14.880]  第八節
[00:04:14.880 --> 00:04:19.200]  「要抑制怒氣消除烈怒一切都
[00:04:19.200 --> 00:04:21.440]  不要心懷不平
[00:04:21.440 --> 00:04:24.800]  那只會導致你作惡」
[00:04:24.800 --> 00:04:26.120]  如果你很憤怒
[00:04:26.120 --> 00:04:27.400]  你很不平
[00:04:27.400 --> 00:04:31.080]  有時候你會不自覺地走他所走的路
[00:04:31.080 --> 00:04:33.240]  用惡去對惡
[00:04:33.240 --> 00:04:35.440]  甚至用更大的邪惡
[00:04:35.440 --> 00:04:39.200]  來控制對方的惡
[00:04:39.200 --> 00:04:41.480]  我永遠不忘記一位長老
[00:04:41.480 --> 00:04:44.160]  很多年前跟我分享他的經歷
[00:04:44.160 --> 00:04:45.920]  他說他有一個晚上
[00:04:45.920 --> 00:04:47.960]  突然在教會裡有一位弟兄
[00:04:47.960 --> 00:04:49.360]  打電話給他
[00:04:49.360 --> 00:04:50.960]  深夜的時候
[00:04:50.960 --> 00:04:52.000]  這位弟兄告訴他
[00:04:52.000 --> 00:04:53.400]  長老
[00:04:53.400 --> 00:04:55.720]  我知道你很關心我
[00:04:55.720 --> 00:04:57.760]  我知道我一定要跟你通個電話
[00:04:57.760 --> 00:04:59.920]  我才去做這件事
[00:04:59.920 --> 00:05:02.520]  長老說你做什麼事?
[00:05:02.520 --> 00:05:08.600]  他說我的太太跟了一個男的朋友
[00:05:08.600 --> 00:05:10.280]  走了
[00:05:10.280 --> 00:05:12.280]  我很憤怒
[00:05:12.280 --> 00:05:13.400]  我認識這個朋友
[00:05:13.400 --> 00:05:16.360]  他竟然引誘了我太太走
[00:05:16.360 --> 00:05:17.920]  所以我已經決定了
[00:05:17.920 --> 00:05:21.960]  我今晚就去殺了他
[00:05:21.960 --> 00:05:23.880]  這位長老一聽見的時候
[00:05:23.880 --> 00:05:25.480]  當然心裡很擔心
[00:05:25.480 --> 00:05:27.160]  一直來到跟他說
[00:05:27.160 --> 00:05:29.120]  你想清楚
[00:05:29.120 --> 00:05:31.160]  但是對方不肯受他的勸告
[00:05:31.160 --> 00:05:32.240]  他說無論如何
[00:05:32.240 --> 00:05:35.880]  讓我來你家裡為你祈禱
[00:05:35.880 --> 00:05:37.400]  對方就接受了
[00:05:37.400 --> 00:05:40.520]  那晚他馬上坐的士去他家裡
[00:05:40.520 --> 00:05:41.360]  去到家裡的時候
[00:05:41.360 --> 00:05:43.600]  看到這位弟兄滿面淚溶
[00:05:43.600 --> 00:05:45.440]  很大的憤恨
[00:05:45.440 --> 00:05:47.280]  然後弟兄在當中告訴他
[00:05:47.280 --> 00:05:50.200]  知道我如何如何預備去殺人
[00:05:50.200 --> 00:05:52.080]  這位長老就一直勸告他
[00:05:52.080 --> 00:05:53.880]  最後他沒有辦法
[00:05:53.880 --> 00:05:54.680]  他只能夠說
[00:05:54.680 --> 00:05:56.880]  不如我們看聖經
[00:05:56.880 --> 00:05:57.920]  看聖經的時候
[00:05:57.920 --> 00:06:01.920]  他們就一起揭開聖經的羅馬書第十二章
[00:06:01.920 --> 00:06:03.320]  在其中的第十七節
[00:06:03.320 --> 00:06:04.040]  他們讀的時候
[00:06:04.040 --> 00:06:06.080]  十九節的時候
[00:06:06.080 --> 00:06:08.000]  聖經就這樣說
[00:06:08.000 --> 00:06:11.840]  他說不要自己伸冤
[00:06:11.840 --> 00:06:14.800]  寧可讓步聽憑主路
[00:06:14.800 --> 00:06:18.720]  因為主說伸冤在我
[00:06:18.720 --> 00:06:21.880]  我必報應
[00:06:21.880 --> 00:06:22.480]  這句話
[00:06:22.480 --> 00:06:24.360]  當然弟兄在讀的時候
[00:06:24.360 --> 00:06:26.240]  他就繼續流淚
[00:06:26.240 --> 00:06:28.080]  然後他就問長老
[00:06:28.080 --> 00:06:30.040]  長老
[00:06:30.040 --> 00:06:33.960]  這句話真不真
[00:06:33.960 --> 00:06:35.000]  長老告訴他
[00:06:35.000 --> 00:06:37.880]  這句話是神確實的應許
[00:06:37.880 --> 00:06:40.000]  是他真實永恆的話
[00:06:40.000 --> 00:06:43.440]  你相信神會為你伸冤
[00:06:43.440 --> 00:06:45.600]  因此弟兄在那時候
[00:06:45.600 --> 00:06:47.520]  整個人就軟化下來
[00:06:47.520 --> 00:06:48.760]  他說好
[00:06:48.760 --> 00:06:50.760]  我交給神
[00:06:50.760 --> 00:06:54.600]  然後他就放下了他殺人的動機
[00:06:54.600 --> 00:06:56.240]  當我聽到長老講這件事的時候
[00:06:56.240 --> 00:06:59.000]  我心裏就覺得很震驚
[00:06:59.000 --> 00:07:02.480]  竟然有人願意在那時候
[00:07:02.480 --> 00:07:07.920]  放下他自己一個很強烈的殺人動機
[00:07:07.920 --> 00:07:11.520]  只因為他知道神會為他伸冤
[00:07:11.520 --> 00:07:12.200]  各位聽眾
[00:07:12.200 --> 00:07:14.320]  留心你心中有可能的憤怒
[00:07:14.320 --> 00:07:18.600]  不要讓它成為叫你作惡的情緒
[00:07:18.600 --> 00:07:20.680]  你知道神會掌管著
[00:07:20.680 --> 00:07:21.720]  為什麼呢?
[00:07:21.720 --> 00:07:22.840]  聖經就跟著說
[00:07:22.840 --> 00:07:24.040]  剛才讀的第二節
[00:07:24.040 --> 00:07:25.720]  你看到
[00:07:25.720 --> 00:07:26.720]  為什麼不要羨慕
[00:07:26.720 --> 00:07:28.320]  不要妒忌他們呢?
[00:07:28.320 --> 00:07:31.640]  因為他們好像草快要枯乾
[00:07:31.640 --> 00:07:35.440]  像即將凋萎的青草
[00:07:35.440 --> 00:07:38.320]  在中東地區一帶很乾旱
[00:07:38.320 --> 00:07:41.080]  他們很多時候會發現一片草叢
[00:07:41.080 --> 00:07:42.520]  很翠綠
[00:07:42.520 --> 00:07:43.520]  但早上一日
[00:07:43.520 --> 00:07:45.120]  熱頭一出的時候
[00:07:45.120 --> 00:07:47.200]  猛烈一曬的太陽
[00:07:47.200 --> 00:07:48.960]  曬著這些青草
[00:07:48.960 --> 00:07:51.040]  然後刮下熱風
[00:07:51.040 --> 00:07:51.960]  在當日
[00:07:51.960 --> 00:07:55.560]  這些草就會枯萎了
[00:07:55.560 --> 00:07:57.400]  很短的時間就會枯萎
[00:07:57.400 --> 00:07:58.400]  這些草
[00:07:58.400 --> 00:08:00.600]  聖經就說你們看一下這些草
[00:08:00.600 --> 00:08:02.840]  他說惡人也是這樣
[00:08:02.840 --> 00:08:06.960]  你看聖經第九節
[00:08:06.960 --> 00:08:10.280]  因為作惡的必被剪除
[00:08:10.280 --> 00:08:11.520]  第十節
[00:08:11.520 --> 00:08:12.600]  再過不久
[00:08:12.600 --> 00:08:14.520]  惡人就不存在了
[00:08:14.520 --> 00:08:16.520]  你到他的地方尋找
[00:08:16.520 --> 00:08:17.400]  你想找他
[00:08:17.400 --> 00:08:20.760]  發覺已經消失了
[00:08:20.760 --> 00:08:23.080]  神會監察惡人
[00:08:23.080 --> 00:08:25.040]  或者他有眼前的利益
[00:08:25.040 --> 00:08:26.520]  你不要羨慕
[00:08:26.520 --> 00:08:27.440]  因為這些一切
[00:08:27.440 --> 00:08:28.640]  包括他自己
[00:08:28.640 --> 00:08:31.000]  都會被剪除
[00:08:31.000 --> 00:08:33.080]  這正是聖經對我們提醒
[00:08:33.080 --> 00:08:36.960]  不要羨慕惡人所得的福氣
[00:08:36.960 --> 00:08:37.960]  然後聖經就說
[00:08:37.960 --> 00:08:38.800]  如果不羨慕
[00:08:38.800 --> 00:08:39.920]  那怎麼做呢
[00:08:39.920 --> 00:08:43.200]  在第三節說
[00:08:43.200 --> 00:08:45.520]  你們要倚靠耶和華
[00:08:45.520 --> 00:08:47.280]  並要行善
[00:08:47.280 --> 00:08:48.720]  你要住在地上
[00:08:48.720 --> 00:08:51.320]  以信實為糧食
[00:08:51.320 --> 00:08:53.280]  不要去窒道
[00:08:53.280 --> 00:08:54.560]  但卻可以做的
[00:08:54.560 --> 00:08:57.520]  就是堅持你的良善
[00:08:57.520 --> 00:08:59.040]  因為相信神是
[00:08:59.040 --> 00:09:01.040]  行公義審判的神
[00:09:01.040 --> 00:09:02.880]  去信靠祂
[00:09:02.880 --> 00:09:04.760]  這個信心的表現
[00:09:04.760 --> 00:09:07.760]  就是堅持你的良善
[00:09:07.760 --> 00:09:08.680]  在過程當中
[00:09:08.680 --> 00:09:10.320]  以神的信實為糧
[00:09:10.320 --> 00:09:11.920]  知道神是信實的
[00:09:11.920 --> 00:09:13.440]  祂會去應許
[00:09:13.440 --> 00:09:17.560]  賜福給凡是行事正直的人
[00:09:17.560 --> 00:09:18.600]  行事正直的人
[00:09:18.600 --> 00:09:20.040]  神一定會賜福的
[00:09:20.040 --> 00:09:22.240]  因此你相信神的話
[00:09:22.240 --> 00:09:23.480]  就好像讓這個信念
[00:09:23.480 --> 00:09:24.880]  成為你的糧食
[00:09:24.880 --> 00:09:27.160]  維持著你的善行
[00:09:27.160 --> 00:09:28.880]  你的生命
[00:09:28.880 --> 00:09:30.880]  以祂的信實為你的糧食
[00:09:30.880 --> 00:09:32.400]  因此面對著很多
[00:09:32.400 --> 00:09:34.320]  很多不公義的事情的時候
[00:09:34.320 --> 00:09:36.480]  仍然堅持你的良善
[00:09:36.480 --> 00:09:39.200]  因為你知道神是信實的
[00:09:39.200 --> 00:09:40.160]  各位弟兄姊妹
[00:09:40.160 --> 00:09:41.680]  神是信實的
[00:09:41.680 --> 00:09:43.040]  所以我想你將這句話
[00:09:43.040 --> 00:09:44.200]  放在心中
[00:09:44.200 --> 00:09:46.000]  神是信實的
[00:09:46.000 --> 00:09:47.760]  不如你和你旁邊的人說一聲
[00:09:47.760 --> 00:09:48.280]  記住
[00:09:48.280 --> 00:09:50.280]  神是信實的
[00:09:50.280 --> 00:09:53.680]  神是信實的
[00:09:53.680 --> 00:09:54.160]  沒錯
[00:09:54.160 --> 00:09:55.480]  神是信實的
[00:09:55.480 --> 00:09:57.800]  因此我們可以堅持著
[00:09:57.800 --> 00:10:00.400]  行善土神的歡喜
[00:10:00.400 --> 00:10:02.000]  然後聖經還告訴我們
[00:10:02.000 --> 00:10:03.400]  不僅繼續行善
[00:10:03.400 --> 00:10:04.560]  第四節說
[00:10:04.560 --> 00:10:07.040]  「你要以耶和華為樂
[00:10:07.040 --> 00:10:11.240]  它就把你心裡所求的賜給你」
[00:10:11.240 --> 00:10:12.760]  以神為樂
[00:10:12.760 --> 00:10:15.520]  一般的人在世界上
[00:10:15.520 --> 00:10:18.240]  都是以自己為樂
[00:10:18.240 --> 00:10:19.600]  是什麼意思呢?
[00:10:19.600 --> 00:10:22.080]  一切都是為自己的
[00:10:22.080 --> 00:10:23.200]  是不是?
[00:10:23.200 --> 00:10:26.640]  一切都是靠自己的
[00:10:26.640 --> 00:10:28.840]  這是一般人生活的方式
[00:10:28.840 --> 00:10:33.600]  所以以自己能夠操控自己的生活為樂
[00:10:33.600 --> 00:10:34.840]  但敬畏神的人
[00:10:34.840 --> 00:10:36.080]  認識神的人
[00:10:36.080 --> 00:10:37.960]  他們以神為樂
[00:10:37.960 --> 00:10:41.760]  以聽從神為他們最快樂的事情
[00:10:41.760 --> 00:10:45.200]  願意去按神的心意來生活
[00:10:45.200 --> 00:10:48.120]  有人說這樣太多拘束了
[00:10:48.120 --> 00:10:49.720]  不是太好
[00:10:49.720 --> 00:10:50.480]  大家有沒有留意到
[00:10:50.480 --> 00:10:54.200]  最近在中國常常說的火車
[00:10:54.200 --> 00:10:55.520]  是什麼呢?
[00:10:55.520 --> 00:10:56.960]  是高鐵
[00:10:56.960 --> 00:10:59.160]  我們心裡都想坐一坐
[00:10:59.160 --> 00:11:01.160]  怎麼可以這麼快呢?
[00:11:01.160 --> 00:11:02.280]  他們高速的時候
[00:11:02.280 --> 00:11:03.640]  三百多公里
[00:11:03.640 --> 00:11:06.000]  放在茶杯的桌面上
[00:11:06.000 --> 00:11:08.440]  竟然沒有皺紋在水面上
[00:11:08.440 --> 00:11:10.960]  嘩!這麼厲害
[00:11:10.960 --> 00:11:14.080]  很多人都很羨慕這些高速的火車
[00:11:14.080 --> 00:11:15.560]  但如果高速火車
[00:11:15.560 --> 00:11:18.640]  假設他們有思想
[00:11:18.640 --> 00:11:20.200]  他說怎麼止高速呢?
[00:11:20.200 --> 00:11:23.200]  我還可以上山下海
[00:11:23.200 --> 00:11:24.720]  我可以不受約束
[00:11:24.720 --> 00:11:26.120]  沒有任何的路軌
[00:11:26.120 --> 00:11:27.520]  需要限制我們
[00:11:27.520 --> 00:11:30.680]  我們沒有路軌都可以隨便走
[00:11:30.680 --> 00:11:33.320]  你猜後果是怎樣?
[00:11:33.320 --> 00:11:37.200]  後果是毀滅
[00:11:37.200 --> 00:11:41.840]  如果不按照創造者對他的設計
[00:11:41.840 --> 00:11:43.720]  他隨意奔走
[00:11:43.720 --> 00:11:46.480]  他只會帶來自己的毀滅
[00:11:46.480 --> 00:11:48.160]  我所說的就是
[00:11:48.160 --> 00:11:50.800]  我們的創造主知道我們的生命
[00:11:50.800 --> 00:11:53.760]  怎樣能夠帶給我們真正的好處
[00:11:53.760 --> 00:11:56.000]  他讓我們有聖經的真理
[00:11:56.000 --> 00:11:58.040]  叫我們行在其中
[00:11:58.040 --> 00:12:00.000]  如果我們不願意去聽從
[00:12:00.000 --> 00:12:02.840]  帶來的就是自己的毀滅
[00:12:02.840 --> 00:12:04.640]  神不是要約束我們
[00:12:04.640 --> 00:12:08.120]  只是知道什麼是給我們真正的祝福
[00:12:08.120 --> 00:12:11.600]  他定義我們行公義行正直
[00:12:11.600 --> 00:12:15.000]  是要讓我們真正的蒙福
[00:12:15.000 --> 00:12:17.120]  所以以耶和華為樂
[00:12:17.120 --> 00:12:19.000]  是他對我們的心意
[00:12:19.000 --> 00:12:23.360]  然後他所說的
[00:12:23.360 --> 00:12:27.520]  「他就把你心裡所求的賜給你」
[00:12:27.520 --> 00:12:28.720]  以神為樂的人
[00:12:28.720 --> 00:12:34.520]  神將一切你心中所渴望的賜給你
[00:12:34.520 --> 00:12:36.840]  大家新年的時候常常有很多的「揮春」
[00:12:36.840 --> 00:12:41.160]  其中一句揮春很多人都想要的
[00:12:41.160 --> 00:12:43.880]  「心想事成」
[00:12:43.880 --> 00:12:45.120]  哇,多好啊
[00:12:45.120 --> 00:12:48.440]  想要什麼就能得到什麼
[00:12:48.440 --> 00:12:52.760]  但你想想如果所有人的心想事成都成全
[00:12:52.760 --> 00:12:56.000]  你猜這個世界會怎樣呢?
[00:12:56.000 --> 00:12:59.440]  我很想要他的跑車
[00:12:59.440 --> 00:13:04.200]  我最想他離開一間豪宅讓我住進去
[00:13:04.200 --> 00:13:07.560]  我想要他的太太
[00:13:07.560 --> 00:13:09.680]  如果所有人心想事成
[00:13:09.680 --> 00:13:11.680]  這個世界很危險
[00:13:11.680 --> 00:13:12.680]  但正如師兄所說
[00:13:12.680 --> 00:13:15.880]  沒錯,神願意把我們心裡所求的賜給我們
[00:13:15.880 --> 00:13:19.120]  但大前提就是以神為樂
[00:13:19.120 --> 00:13:21.120]  當你能夠以神為樂的時候
[00:13:21.120 --> 00:13:22.480]  神是不吝嗇的
[00:13:22.480 --> 00:13:25.640]  他很樂意把最美善的賜給你
[00:13:25.640 --> 00:13:28.280]  但關鍵就是他怕
[00:13:28.280 --> 00:13:30.560]  當我們得到恩典的時候
[00:13:30.560 --> 00:13:34.360]  而恩典代替了神自己
[00:13:34.360 --> 00:13:38.080]  這些恩典就成為了對我們的奏奏
[00:13:38.080 --> 00:13:42.480]  如果你不能堅定地以神為你最重要的
[00:13:42.480 --> 00:13:44.920]  其他一切的物質、一切的好處
[00:13:44.920 --> 00:13:48.120]  會成為你的捆綁
[00:13:48.120 --> 00:13:52.040]  一位教徒姊妹曾經這樣跟我們分享
[00:13:52.040 --> 00:13:57.240]  她說:我一生最盼望能夠有一個好的男朋友
[00:13:57.240 --> 00:13:59.480]  我希望有一個好的丈夫
[00:13:59.480 --> 00:14:03.160]  因此常常為這件事祈禱尋求神的幫助
[00:14:03.160 --> 00:14:05.080]  在過程當中一直等候
[00:14:05.080 --> 00:14:07.680]  突然出現一個男孩
[00:14:07.680 --> 00:14:12.320]  這個男孩很有才華、很聰明
[00:14:12.320 --> 00:14:14.400]  但他仍未相信主
[00:14:14.400 --> 00:14:16.760]  在過程當中很快就大家認識
[00:14:16.760 --> 00:14:18.720]  很快就拍拖
[00:14:18.720 --> 00:14:24.760]  很快就有男士不斷提出要求有關係
[00:14:24.760 --> 00:14:26.920]  這位姊妹心裏面有很大的掙扎
[00:14:26.920 --> 00:14:29.120]  她不想失去這個男朋友
[00:14:29.120 --> 00:14:31.360]  自己內心一直祈禱
[00:14:31.360 --> 00:14:34.160]  但最後她很清楚地跟男朋友說
[00:14:34.160 --> 00:14:36.280]  她說:對不起
[00:14:36.280 --> 00:14:39.720]  我寧願聽從神的意思
[00:14:39.720 --> 00:14:44.960]  不想滿足你這個時候的要求
[00:14:44.960 --> 00:14:46.560]  這個男朋友很不高興
[00:14:46.560 --> 00:14:48.640]  終於放棄了她
[00:14:48.640 --> 00:14:49.600]  但感謝神
[00:14:49.600 --> 00:14:51.320]  神在一段日子之後
[00:14:51.320 --> 00:14:54.240]  賜給這位姊妹另一位弟兄
[00:14:54.240 --> 00:14:58.080]  是真正能夠同心、跟隨神的弟兄
[00:14:58.080 --> 00:14:59.760]  神所掛心的就是
[00:14:59.760 --> 00:15:01.880]  何時我們不以神為樂
[00:15:01.880 --> 00:15:04.160]  以遵從祂為最大的快樂
[00:15:04.160 --> 00:15:06.520]  我們會跌入很多的陷阱中
[00:15:06.520 --> 00:15:09.240]  所以為何亞伯拉罕獻以殺的時候
[00:15:09.240 --> 00:15:13.200]  神要知道他的心是否沒有留下其他好處
[00:15:13.200 --> 00:15:15.920]  不願意給神
[00:15:15.920 --> 00:15:17.560]  因此神賜福給她
[00:15:17.560 --> 00:15:20.160]  萬代因為她得福
[00:15:20.160 --> 00:15:20.880]  各位弟兄姊妹
[00:15:20.880 --> 00:15:24.760]  你心裏面最渴望甚麼
[00:15:24.760 --> 00:15:26.840]  你放膽向神求
[00:15:26.840 --> 00:15:29.040]  但你心裏面知道
[00:15:29.040 --> 00:15:33.320]  如果這件事叫你不能以神為樂
[00:15:33.320 --> 00:15:35.680]  你就安然地放下它
[00:15:35.680 --> 00:15:37.880]  神不會虧待你
[00:15:37.880 --> 00:15:40.200]  神不會賜福給你
[00:15:40.200 --> 00:15:42.320]  在生活上一些物質的需要
[00:15:42.320 --> 00:15:43.320]  你有缺乏的
[00:15:43.320 --> 00:15:45.000]  你放膽向神求
[00:15:45.000 --> 00:15:46.960]  神不會吝嗇
[00:15:46.960 --> 00:15:48.920]  我想和大家分享一件往年的事
[00:15:48.920 --> 00:15:51.120]  最近突然想起一件事
[00:15:51.120 --> 00:15:52.200]  就是很多年前
[00:15:52.200 --> 00:15:53.760]  當我在加拿大生活的時候
[00:15:53.760 --> 00:15:55.360]  當時讀神學
[00:15:55.360 --> 00:15:58.000]  我自己就去到一個地方住
[00:15:58.000 --> 00:16:00.960]  這個地方是一間屋的下層的土庫
[00:16:00.960 --> 00:16:02.280]  一個basement
[00:16:02.280 --> 00:16:03.760]  當然地方沒有那麼理想
[00:16:03.760 --> 00:16:05.960]  不過當時做學生不緊要
[00:16:05.960 --> 00:16:07.080]  去到的時候發覺
[00:16:07.080 --> 00:16:09.320]  客廳的地毯很霉爛
[00:16:09.320 --> 00:16:10.840]  房屋的地毯
[00:16:10.840 --> 00:16:13.200]  我和太太就祈禱
[00:16:13.200 --> 00:16:14.080]  天父說
[00:16:14.080 --> 00:16:15.520]  我們都很想有弟兄姊妹
[00:16:15.520 --> 00:16:17.600]  能夠來到我們當中
[00:16:17.600 --> 00:16:20.400]  如果有地毯坐在地上一起圍著聊天
[00:16:20.400 --> 00:16:22.080]  是很開心的事情
[00:16:22.080 --> 00:16:26.240]  所以求你將一塊地毯賜給我們
[00:16:26.240 --> 00:16:28.560]  我們就出去試試買
[00:16:28.560 --> 00:16:29.800]  周圍看的時候
[00:16:29.800 --> 00:16:31.560]  回來就想一想
[00:16:31.560 --> 00:16:32.920]  還是不好
[00:16:32.920 --> 00:16:34.920]  我們負擔不起
[00:16:34.920 --> 00:16:36.600]  地毯也不便宜
[00:16:36.600 --> 00:16:38.280]  所以我們就放棄了
[00:16:38.280 --> 00:16:39.440]  但過了幾天
[00:16:39.440 --> 00:16:40.680]  很奇怪的事情
[00:16:40.680 --> 00:16:42.560]  就是業主突然找人
[00:16:42.560 --> 00:16:44.520]  托著一條大的地毯
[00:16:44.520 --> 00:16:47.360]  兩個男士托來搬來給我們
[00:16:47.360 --> 00:16:51.680]  那張地毯你猜有多大張呢?
[00:16:51.680 --> 00:16:53.080]  他告訴我們
[00:16:53.080 --> 00:16:55.400]  可以給你們用作房間的地毯
