
[00:00:00.000 --> 00:00:03.000]  不知道大家近來多不多看電視
[00:03:31.000 --> 00:03:36.000]  例如猶太人、耶路撒冷、以土馬、約旦、荷爾蒙、推羅西頓
[00:03:36.000 --> 00:03:39.000]  不同的地方來跟隨耶穌
[00:03:39.000 --> 00:03:41.000]  如果從地圖當中
[00:03:41.000 --> 00:03:44.000]  按照三章八節的經文
[00:03:44.000 --> 00:03:48.000]  這些地方就在加利利的南邊、西邊和北邊
[00:03:48.000 --> 00:03:52.000]  周圍的人聽到耶穌的名聲
[00:03:52.000 --> 00:03:53.000]  能夠醫病、講鬼
[00:03:53.000 --> 00:03:57.000]  四方八面的來到耶穌的庚前去找祂
[00:03:57.000 --> 00:03:58.000]  找祂做什麼?
[00:03:58.000 --> 00:04:03.000]  三章第十節,很多災病的人都用擠湧去摸祂
[00:04:03.000 --> 00:04:06.000]  盼望病得醫治
[00:04:06.000 --> 00:04:09.000]  因為群眾太多
[00:04:09.000 --> 00:04:10.000]  搞到什麼呢?
[00:04:10.000 --> 00:04:12.000]  在經文也提到
[00:04:12.000 --> 00:04:16.000]  每個人都期望耶穌醫他
[00:04:16.000 --> 00:04:19.000]  所以耶穌應節不暇
[00:04:19.000 --> 00:04:21.000]  搞到連飯都沒得吃
[00:04:21.000 --> 00:04:23.000]  好像六章三十一節一樣
[00:04:23.000 --> 00:04:28.000]  接著耶穌的家人在第二十一節
[00:04:28.000 --> 00:04:31.000]  作了一個評語
[00:04:31.000 --> 00:04:32.000]  評語是
[00:04:32.000 --> 00:04:36.000]  耶穌的親屬聽見就出來拉住他
[00:04:36.000 --> 00:04:38.000]  因為他們說什麼?
[00:04:38.000 --> 00:04:39.000]  耶穌瘋了
[00:04:39.000 --> 00:04:41.000]  癲狂了
[00:04:41.000 --> 00:04:43.000]  癲狂這個字
[00:04:43.000 --> 00:04:46.000]  其實跟三十一節的字一樣
[00:04:46.000 --> 00:04:49.000]  就是站在外邊
[00:04:49.000 --> 00:04:50.000]  站在外邊
[00:04:50.000 --> 00:04:51.000]  也就是說
[00:04:51.000 --> 00:04:53.000]  耶穌的家人說
[00:04:53.000 --> 00:04:57.000]  你的腦子、思想已經出來了
[00:04:57.000 --> 00:05:01.000]  簡單來說就是
[00:05:01.000 --> 00:05:03.000]  可能沉迷
[00:05:03.000 --> 00:05:05.000]  失去理智
[00:05:05.000 --> 00:05:08.000]  做的事情很瘋狂
[00:05:08.000 --> 00:05:12.000]  根本不合乎邏輯、理性
[00:05:12.000 --> 00:05:16.000]  對耶穌的家人來說
[00:05:16.000 --> 00:05:18.000]  他看著耶穌不斷地去服事
[00:05:18.000 --> 00:05:20.000]  不斷地去醫病、講鬼
[00:05:20.000 --> 00:05:22.000]  好像上了身
[00:05:22.000 --> 00:05:26.000]  顧著身邊的人的需要
[00:05:26.000 --> 00:05:28.000]  不顧自己的身體狀況
[00:05:28.000 --> 00:05:30.000]  也不顧家人
[00:05:30.000 --> 00:05:34.000]  所以家人就作出了這樣的評語
[00:05:34.000 --> 00:05:37.000]  有時候我們對人的行為
[00:05:37.000 --> 00:05:38.000]  也是這樣的
[00:05:38.000 --> 00:05:40.000]  看見他這麼沉迷、著迷
[00:05:40.000 --> 00:05:45.000]  我們樓下就是很著名的投注站
[00:05:45.000 --> 00:05:46.000]  看見人們進去
[00:05:46.000 --> 00:05:48.000]  每個星期都進去
[00:05:48.000 --> 00:05:52.000]  自己的腳不用閉上眼睛也能進去
[00:05:52.000 --> 00:05:54.000]  人們這麼著迷
[00:05:54.000 --> 00:05:59.000]  很多人就是沉迷於這些不良的嗜好
[00:05:59.000 --> 00:06:04.000]  不過這些著迷也未必是負面的
[00:06:04.000 --> 00:06:08.000]  我們每個星期都要去拜祭耶穌
[00:06:08.000 --> 00:06:10.000]  我們也會侍奉
[00:06:10.000 --> 00:06:14.000]  甚至每個定時定候都會回小組
[00:06:14.000 --> 00:06:15.000]  作服事
[00:06:15.000 --> 00:06:17.000]  我們是不是著迷呢?
[00:06:17.000 --> 00:06:19.000]  神智不清呢?
[00:06:19.000 --> 00:06:24.000]  在家人對耶穌作了評語之後
[00:06:24.000 --> 00:06:26.000]  到民事作評語
[00:06:26.000 --> 00:06:27.000]  評語是甚麼呢?
[00:06:27.000 --> 00:06:29.000]  第22節
[00:06:29.000 --> 00:06:32.000]  他們覺得耶穌只能夠講鬼
[00:06:32.000 --> 00:06:35.000]  是因為他靠著別西卜講鬼
[00:06:35.000 --> 00:06:39.000]  別西卜也是撒旦的另一個名字
[00:06:39.000 --> 00:06:43.000]  就是說耶穌為甚麼有能力將污鬼講出來呢?
[00:06:43.000 --> 00:06:46.000]  就是因為撒旦讓他有能力
[00:06:46.000 --> 00:06:48.000]  靈界也有能力
[00:06:48.000 --> 00:06:50.000]  超自然的靈界能力
[00:06:50.000 --> 00:06:52.000]  臨在耶穌身上
[00:06:52.000 --> 00:06:54.000]  以至他能夠講鬼
[00:06:54.000 --> 00:06:58.000]  這不是第一次民事挑戰耶穌
[00:06:58.000 --> 00:07:01.000]  我們在第二章已經看到
[00:07:01.000 --> 00:07:02.000]  第二章上一次
[00:07:02.000 --> 00:07:04.000]  蝕師講道的時候
[00:07:04.000 --> 00:07:06.000]  民事發起人質疑
[00:07:06.000 --> 00:07:11.000]  耶穌為甚麼跟罪人和壞人吃飯
[00:07:11.000 --> 00:07:12.000]  二章十八節
[00:07:12.000 --> 00:07:15.000]  他們質疑為甚麼耶穌的叛徒不禁食
[00:07:15.000 --> 00:07:16.000]  二章二十三節
[00:07:16.000 --> 00:07:19.000]  為甚麼門徒在安息日可以擲墨水來吃
[00:07:19.000 --> 00:07:20.000]  三章五節
[00:07:20.000 --> 00:07:26.000]  為甚麼在安息日可以醫好一個受苦的人的病
[00:07:26.000 --> 00:07:28.000]  以至到在三章六節
[00:07:28.000 --> 00:07:33.000]  法利塞人和他們不妥的希律一黨的人
[00:07:33.000 --> 00:07:36.000]  原本兩個派別是水火不容的
[00:07:36.000 --> 00:07:38.000]  都走在一起
[00:07:38.000 --> 00:07:39.000]  有一個共同的目標
[00:07:39.000 --> 00:07:42.000]  就是要除滅耶穌
[00:07:42.000 --> 00:07:45.000]  對於民事的控訴
[00:07:45.000 --> 00:07:48.000]  耶穌是靠鬼魔來講鬼
[00:07:48.000 --> 00:07:51.000]  耶穌有兩個回應
[00:07:51.000 --> 00:07:53.000]  祂首先在二十三到二十六節
[00:07:53.000 --> 00:07:56.000]  講了三個弱字
[00:07:56.000 --> 00:07:57.000]  簡單來說
[00:07:57.000 --> 00:07:58.000]  很簡單
[00:07:58.000 --> 00:08:00.000]  這段經文大家一看就知道
[00:08:00.000 --> 00:08:06.000]  如果一個組織自相殘殺
[00:08:06.000 --> 00:08:11.000]  他怎麼能夠生存呢
[00:08:11.000 --> 00:08:13.000]  如果教會有內訌
[00:08:13.000 --> 00:08:14.000]  人事糾紛
[00:08:14.000 --> 00:08:18.000]  有很多的執事和教務不和
[00:08:18.000 --> 00:08:21.000]  這間教會怎麼能有良好的發展呢
[00:08:21.000 --> 00:08:23.000]  很簡單的道理
[00:08:23.000 --> 00:08:24.000]  同樣的
[00:08:24.000 --> 00:08:29.000]  如果我耶穌是從撒旦那裡領受權柄的能力
[00:08:29.000 --> 00:08:30.000]  去到講鬼的
[00:08:30.000 --> 00:08:33.000]  撒旦的國度怎麼能擲墨得住呢
[00:08:33.000 --> 00:08:36.000]  這是第一個理由
[00:08:36.000 --> 00:08:37.000]  第二個理由
[00:08:37.000 --> 00:08:39.000]  去講術呢
[00:08:39.000 --> 00:08:42.000]  二十七節
[00:08:42.000 --> 00:08:46.000]  如果一個人去到壯士家
[00:08:46.000 --> 00:08:48.000]  什麼叫壯士家呢
[00:08:48.000 --> 00:08:51.000]  你當是一個二百磅身高六尺
[00:08:51.000 --> 00:08:53.000]  經常去健身很健碩的男人
[00:08:53.000 --> 00:08:54.000]  在家裡
[00:08:54.000 --> 00:08:56.000]  如果你想打劫這個男人的家
[00:08:56.000 --> 00:08:58.000]  你怎麼打劫他呢
[00:08:58.000 --> 00:09:01.000]  除非你先綁住他
[00:09:01.000 --> 00:09:02.000]  五花大綁之後
[00:09:02.000 --> 00:09:04.000]  然後你搜掠他家裡
[00:09:04.000 --> 00:09:06.000]  這樣你就能拿到東西
[00:09:06.000 --> 00:09:08.000]  耶穌說什麼呢
[00:09:08.000 --> 00:09:10.000]  他只能夠講鬼
[00:09:10.000 --> 00:09:12.000]  不單是他的權柄不是來自撒旦
[00:09:12.000 --> 00:09:14.000]  而是他的權柄
[00:09:14.000 --> 00:09:16.000]  他的能力是超越過撒旦
[00:09:16.000 --> 00:09:17.000]  高過撒旦
[00:09:17.000 --> 00:09:18.000]  強過撒旦
[00:09:18.000 --> 00:09:22.000]  這樣才能夠捆綁撒旦的權勢
[00:09:22.000 --> 00:09:24.000]  就這麼簡單
[00:09:24.000 --> 00:09:28.000]  按照這兩個範疇去思想的時候
[00:09:28.000 --> 00:09:32.000]  耶穌就繼續嚴厲地去責備
[00:09:32.000 --> 00:09:34.000]  民事的控訴
[00:09:34.000 --> 00:09:36.000]  他說二十八到三十節
[00:09:36.000 --> 00:09:40.000]  他說樣樣罪神都可以赦免
[00:09:40.000 --> 00:09:43.000]  就算你做了最壞的事
[00:09:43.000 --> 00:09:45.000]  甚至你指著神來罵
[00:09:45.000 --> 00:09:46.000]  都可以赦免
[00:09:46.000 --> 00:09:51.000]  唯獨一件事是永遠都不會赦免的
[00:09:51.000 --> 00:09:52.000]  是什麼事呢
[00:09:52.000 --> 00:09:54.000]  就是褻瀆聖靈
[00:09:54.000 --> 00:09:59.000]  這是很嚴厲的警告
[00:09:59.000 --> 00:10:00.000]  樣樣罪神都可以赦免
[00:10:00.000 --> 00:10:03.000]  唯有一樣罪是不可以
[00:10:03.000 --> 00:10:06.000]  永遠都不會赦免的
[00:10:06.000 --> 00:10:07.000]  是什麼呢
[00:10:07.000 --> 00:10:08.000]  就是褻瀆聖靈
[00:10:08.000 --> 00:10:10.000]  什麼叫褻瀆聖靈呢
[00:10:10.000 --> 00:10:13.000]  三十節給我們一個很重要的解釋
[00:10:13.000 --> 00:10:14.000]  三十節
[00:10:14.000 --> 00:10:15.000]  耶穌說
[00:10:15.000 --> 00:10:17.000]  「這話是因為他們說」
[00:10:17.000 --> 00:10:19.000]  民事說什麼呢
[00:10:19.000 --> 00:10:23.000]  民事說耶穌是被鬼附著的
[00:10:23.000 --> 00:10:31.000]  我們從第一章到現在第三章的末段
[00:10:31.000 --> 00:10:34.000]  民事和法理賽人都見過很多
[00:10:34.000 --> 00:10:37.000]  耶穌所施行的神蹟、騎士
[00:10:37.000 --> 00:10:40.000]  和祂所宣講天國道理的教導
[00:10:40.000 --> 00:10:44.000]  按照對舊約律法
[00:10:44.000 --> 00:10:48.000]  很認識很深的律法教法師
[00:10:48.000 --> 00:10:50.000]  這些專家
[00:10:50.000 --> 00:10:51.000]  從這些現象
[00:10:51.000 --> 00:10:52.000]  他們會見到
[00:10:52.000 --> 00:10:54.000]  應該得出一個結論
[00:10:54.000 --> 00:10:56.000]  結論是什麼呢
[00:10:56.000 --> 00:10:59.000]  耶穌就是舊約所預言
[00:10:59.000 --> 00:11:02.000]  要因祂來到彌賽亞
[00:11:02.000 --> 00:11:03.000]  救主
[00:11:03.000 --> 00:11:05.000]  是不是
[00:11:05.000 --> 00:11:07.000]  所有的跡象
[00:11:07.000 --> 00:11:08.000]  祂所
[00:11:08.000 --> 00:11:09.000]  這個人
[00:11:09.000 --> 00:11:12.000]  耶穌所展現的樣式
[00:11:12.000 --> 00:11:13.000]  祂的權柄
[00:11:13.000 --> 00:11:14.000]  祂的所謂聖靈
[00:11:14.000 --> 00:11:16.000]  所賦予祂的能力
[00:11:16.000 --> 00:11:19.000]  能夠產生這麼多的現象
[00:11:19.000 --> 00:11:21.000]  應該得出這個結論
[00:11:21.000 --> 00:11:23.000]  但不是
[00:11:23.000 --> 00:11:25.000]  民事和法理賽人說什麼呢
[00:11:25.000 --> 00:11:28.000]  這個人是被鬼附著的
[00:11:29.000 --> 00:11:31.000]  被鬼所附著的
[00:11:31.000 --> 00:11:35.000]  他們不單轉向耶穌基督自己
[00:11:35.000 --> 00:11:37.000]  不單不相信祂
[00:11:37.000 --> 00:11:43.000]  並且持續一次又一次拒絕耶穌基督
[00:11:43.000 --> 00:11:46.000]  帶來的是一個後果
[00:11:46.000 --> 00:11:49.000]  就是他們的罪不能夠赦免
[00:11:49.000 --> 00:11:53.000]  並且他們的罪帶來什麼呢
[00:11:53.000 --> 00:11:56.000]  永遠與神隔絕
[00:11:56.000 --> 00:11:57.000]  永遠與神隔絕
[00:11:57.000 --> 00:12:01.000]  這是世界上最差的消息
[00:12:01.000 --> 00:12:07.000]  有什麼比一個人與神永遠隔絕更差呢
[00:12:07.000 --> 00:12:12.000]  其實神對罪是看得很著緊的
[00:12:12.000 --> 00:12:14.000]  很著緊
[00:12:14.000 --> 00:12:18.000]  在夏文雅九章43到47節
[00:12:18.000 --> 00:12:20.000]  基文會說到什麼呢
[00:12:20.000 --> 00:12:23.000]  倘若有一隻手叫你跌倒
[00:12:23.000 --> 00:12:24.000]  那又怎樣呢
[00:12:24.000 --> 00:12:25.000]  斬了它
[00:12:25.000 --> 00:12:27.000]  有一隻腳叫你跌倒
[00:12:27.000 --> 00:12:28.000]  那又怎樣呢
[00:12:28.000 --> 00:12:29.000]  又斬了它
[00:12:29.000 --> 00:12:31.000]  有一隻眼叫你跌倒
[00:12:31.000 --> 00:12:32.000]  那又怎樣呢
[00:12:32.000 --> 00:12:34.000]  搞什麼呢
[00:12:34.000 --> 00:12:37.000]  耶穌說了這麼噁心的教案
[00:12:37.000 --> 00:12:41.000]  如果有一樣東西阻礙你進入天國
[00:12:41.000 --> 00:12:43.000]  你一定要除掉
[00:12:43.000 --> 00:12:48.000]  沒有一樣東西比人進入天國更重要
[00:12:48.000 --> 00:12:52.000]  有什麼東西難阻礙我們與神的關係呢
[00:12:52.000 --> 00:12:54.000]  就是罪本身
[00:12:54.000 --> 00:12:57.000]  如果有人罪不去處理
[00:12:57.000 --> 00:13:00.000]  並且持續地去犯的時候
[00:13:00.000 --> 00:13:02.000]  你就是在冒犯上帝
[00:13:02.000 --> 00:13:03.000]  在得罪上帝
[00:13:03.000 --> 00:13:08.000]  正如在帖撒維加前書第五章19-20節所說
[00:13:08.000 --> 00:13:11.000]  消滅聖靈的感動
[00:13:11.000 --> 00:13:13.000]  聖靈多次勸導你
[00:13:13.000 --> 00:13:15.000]  提醒你不要做
[00:13:15.000 --> 00:13:16.000]  你做錯了
[00:13:16.000 --> 00:13:17.000]  我有赦罪之恩
[00:13:17.000 --> 00:13:18.000]  你悔改吧
[00:13:18.000 --> 00:13:20.000]  不要再做了
[00:13:20.000 --> 00:13:21.000]  不要再做了
[00:13:21.000 --> 00:13:23.000]  我教了三四次了
[00:13:23.000 --> 00:13:25.000]  你不要再做了
[00:13:25.000 --> 00:13:32.000]  為什麼舊約、以色列和猶大國滅亡
[00:13:32.000 --> 00:13:36.000]  就因為他們一次又一次不聽先知的話
[00:13:36.000 --> 00:13:41.000]  這是很清晰的舊約律法的教導
[00:13:41.000 --> 00:13:45.000]  說了神差派很多先知
[00:13:45.000 --> 00:13:49.000]  勸導人悔改、迴轉、歸向耶和華神
[00:13:49.000 --> 00:13:52.000]  一次又一次不聽先知
[00:13:52.000 --> 00:13:55.000]  敬拜偶像並且當神沒到
[00:13:55.000 --> 00:13:59.000]  到最後的一個境地
[00:13:59.000 --> 00:14:01.000]  有些罪
[00:14:01.000 --> 00:14:02.000]  有些狀況
[00:14:02.000 --> 00:14:04.000]  神不再原諒我們
[00:14:04.000 --> 00:14:05.000]  是有的
[00:14:05.000 --> 00:14:07.000]  會發生的
[00:14:07.000 --> 00:14:10.000]  彼得後書二章24-25節
[00:14:10.000 --> 00:14:13.000]  或者神不會再憐憫
[00:14:13.000 --> 00:14:15.000]  赦免他們的過犯
[00:14:17.000 --> 00:14:23.000]  接著說完對民事法理賽人的控訴審判之後
[00:14:23.000 --> 00:14:26.000]  轉向他的家人
[00:14:26.000 --> 00:14:31.000]  31節
[00:14:31.000 --> 00:14:33.000]  耶穌的母親和弟兄
[00:14:33.000 --> 00:14:34.000]  包括他的姐姐
[00:14:34.000 --> 00:14:41.000]  因為六章三節都說了耶穌之後的約瑟和瑪利亞
[00:14:41.000 --> 00:14:43.000]  生了不同的兄弟
[00:14:43.000 --> 00:14:44.000]  即弟弟妹妹
[00:14:44.000 --> 00:14:46.000]  他們繼續見耶穌
[00:14:46.000 --> 00:14:48.000]  31節見耶穌
[00:14:48.000 --> 00:14:52.000]  因為人太多
[00:14:52.000 --> 00:14:53.000]  圍著耶穌
[00:14:53.000 --> 00:14:55.000]  所以家人不能進去
[00:14:55.000 --> 00:15:00.000]  家人就托人去叫耶穌
[00:15:00.000 --> 00:15:02.000]  告訴耶穌
[00:15:02.000 --> 00:15:04.000]  我們的親友都在
[00:15:04.000 --> 00:15:05.000]  在外面
[00:15:05.000 --> 00:15:06.000]  你出來見我
[00:15:10.000 --> 00:15:14.000]  猶太的傳統和華人的傳統很相近
[00:15:14.000 --> 00:15:16.000]  很著重親情
[00:15:16.000 --> 00:15:19.000]  家庭倫理關係很重要
[00:15:19.000 --> 00:15:21.000]  家庭教育是由家庭開始
[00:15:21.000 --> 00:15:23.000]  父權的社會
[00:15:23.000 --> 00:15:27.000]  父親是很重要的地位
[00:15:27.000 --> 00:15:30.000]  當家人托人去找耶穌
[00:15:30.000 --> 00:15:33.000]  叫耶穌出來見家人的時候
[00:15:33.000 --> 00:15:38.000]  群眾期待一個很合理和正常的答案
[00:15:38.000 --> 00:15:41.000]  就是耶穌出來見他們
[00:15:41.000 --> 00:15:44.000]  耶穌會出來見家人
[00:15:44.000 --> 00:15:46.000]  但不是
[00:15:46.000 --> 00:15:48.000]  耶穌沒有這樣做
[00:15:48.000 --> 00:15:50.000]  第33節
[00:15:50.000 --> 00:15:56.000]  在當中和群眾圍著他
[00:15:56.000 --> 00:15:57.000]  就說了一條問題
[00:15:57.000 --> 00:15:59.000]  誰是我的母親
[00:15:59.000 --> 00:16:01.000]  誰是我的弟兄
[00:16:01.000 --> 00:16:04.000]  他看著的是什麼人呢
[00:16:04.000 --> 00:16:06.000]  剛才說三章八節
[00:16:06.000 --> 00:16:08.000]  四方八面的人
[00:16:08.000 --> 00:16:09.000]  有猶太人
[00:16:09.000 --> 00:16:11.000]  有外邦人
[00:16:11.000 --> 00:16:14.000]  有很多不知名的
[00:16:14.000 --> 00:16:16.000]  在社會上毫不重要的人
[00:16:16.000 --> 00:16:18.000]  他說了一句話
[00:16:18.000 --> 00:16:19.000]  誰是我的母親
[00:16:19.000 --> 00:16:21.000]  誰是我的弟兄
[00:16:21.000 --> 00:16:24.000]  他指著周圍的人
[00:16:24.000 --> 00:16:27.000]  凡是遵循天父旨意的
[00:16:27.000 --> 00:16:29.000]  你就是我的母親
[00:16:29.000 --> 00:16:32.000]  你就是我的弟兄
[00:16:35.000 --> 00:16:38.000]  我相信在座很多人聽完之後
[00:16:38.000 --> 00:16:41.000]  都不知道耶穌在說什麼
[00:16:41.000 --> 00:16:45.000]  為什麼耶穌會這樣說呢
[00:16:45.000 --> 00:16:48.000]  耶穌很明顯是在說一個關係
[00:16:48.000 --> 00:16:51.000]  母親弟兄是在說關係
[00:16:51.000 --> 00:16:53.000]  剛才說
[00:16:53.000 --> 00:17:02.000]  神的心意是最著重人與神之間的關係
[00:17:02.000 --> 00:17:05.000]  人之外不是受人的服侍
[00:17:05.000 --> 00:17:07.000]  乃是服侍人並且寫記
[00:17:07.000 --> 00:17:08.000]  作多人的屬價
[00:17:08.000 --> 00:17:14.000]  為什麼耶穌要釘十字架呢
[00:17:14.000 --> 00:17:19.000]  既然藉著他在十字架上所流的血
[00:17:19.000 --> 00:17:20.000]  成就了和平
[00:17:20.000 --> 00:17:23.000]  便藉著他使萬物
[00:17:23.000 --> 00:17:26.000]  無論是天上的地上的
[00:17:26.000 --> 00:17:28.000]  都叫自己和好了
[00:17:28.000 --> 00:17:30.000]  哥羅西書一章十九二十節
[00:17:30.000 --> 00:17:34.000]  十字架有一個很重要的目的
[00:17:34.000 --> 00:17:38.000]  就是讓我們與天父和好
[00:17:38.000 --> 00:17:41.000]  耶穌釘十字架是藉著他的死
[00:17:41.000 --> 00:17:42.000]  讓我們與天父和好
[00:17:42.000 --> 00:17:47.000]  修復這個關係
[00:17:47.000 --> 00:17:53.000]  這個關係對我們來說是神的眼中最重要的
[00:17:53.000 --> 00:17:59.000]  沒有一樣東西比我們與神的關係重見重要
[00:17:59.000 --> 00:18:04.000]  這個關係重見不是因為我們是亞伯拉罕的子孫
[00:18:04.000 --> 00:18:07.000]  不是因為我們有很多的功德
[00:18:07.000 --> 00:18:09.000]  守了很多的律法
[00:18:09.000 --> 00:18:11.000]  包括守國禮
[00:18:11.000 --> 00:18:15.000]  而是我們能夠與這個關係的修復重見
[00:18:15.000 --> 00:18:20.000]  就是因為我們相信耶穌基督
[00:18:20.000 --> 00:18:21.000]  相信耶穌基督
[00:18:21.000 --> 00:18:24.000]  除他以外別無拯救
[00:18:24.000 --> 00:18:27.000]  因為在天下人間沒有可以靠著別的名
[00:18:27.000 --> 00:18:32.000]  可以靠著許得救
[00:18:32.000 --> 00:18:35.000]  我們在第一回前幾個星期都說了
[00:18:35.000 --> 00:18:36.000]  一章十四十五節
[00:18:36.000 --> 00:18:38.000]  耶穌一宣說第一句話
[00:18:38.000 --> 00:18:41.000]  他說天國近了 神的國近了
[00:18:41.000 --> 00:18:44.000]  你們當悔改上福音
[00:18:44.000 --> 00:18:46.000]  耶穌說叫人
[00:18:46.000 --> 00:18:48.000]  誰是我的弟兄姊妹
[00:18:48.000 --> 00:18:50.000]  誰和我有親密關係
[00:18:50.000 --> 00:18:52.000]  就是遵行神旨意的人
[00:18:52.000 --> 00:18:54.000]  遵行天父旨意的人
[00:18:54.000 --> 00:18:56.000]  什麼叫遵行天父旨意
[00:18:56.000 --> 00:19:00.000]  當悔改上福音
[00:19:00.000 --> 00:19:03.000]  這個就是天父的旨意
[00:19:03.000 --> 00:19:06.000]  每一個人聽到一個寶貴的福音
[00:19:06.000 --> 00:19:07.000]  一個好消息的時候
[00:19:07.000 --> 00:19:09.000]  他內心應該有個轉向
[00:19:09.000 --> 00:19:14.000]  就是悔改和相信耶穌基督
[00:19:14.000 --> 00:19:17.000]  不再在罪終糾纏
[00:19:17.000 --> 00:19:19.000]  而是轉向上帝的恩典
[00:19:19.000 --> 00:19:22.000]  投靠他 信靠他
[00:19:22.000 --> 00:19:25.000]  讓他成為神寶貴的兒女
[00:19:25.000 --> 00:19:27.000]  在神的心意當中
[00:19:27.000 --> 00:19:29.000]  最得赦免 同神復和
[00:19:29.000 --> 00:19:30.000]  這是極為重要的
[00:19:30.000 --> 00:19:34.000]  這也是神的心意
[00:19:34.000 --> 00:19:39.000]  其實在上文三章十三節
[00:19:39.000 --> 00:19:42.000]  也說了這個情景
[00:19:42.000 --> 00:19:44.000]  耶穌為選十二個門徒
[00:19:44.000 --> 00:19:45.000]  然後他做了什麼
[00:19:45.000 --> 00:19:46.000]  經文說到
[00:19:46.000 --> 00:19:51.000]  第一 要他們常和自己同在
[00:19:51.000 --> 00:19:54.000]  第二 猜怕他們什麼
[00:19:54.000 --> 00:19:56.000]  誤導 講鬼
[00:19:56.000 --> 00:19:58.000]  先有關係的Being
[00:19:58.000 --> 00:20:00.000]  我們和神先有關係
[00:20:00.000 --> 00:20:01.000]  然後才有Doing
[00:20:01.000 --> 00:20:05.000]  去做上帝起義的工作
[00:20:05.000 --> 00:20:08.000]  沒有一個人 包括我在外
[00:20:08.000 --> 00:20:10.000]  沒有一個人靠自己的能力
[00:20:10.000 --> 00:20:12.000]  去成就主的功
[00:20:12.000 --> 00:20:13.000]  不可以的
[00:20:13.000 --> 00:20:16.000]  靠自己是不可以的
[00:20:16.000 --> 00:20:18.000]  不是靠自己
[00:20:18.000 --> 00:20:20.000]  非勢力 非財能
