
[00:00:00.000 --> 00:00:06.900]  我歡迎各位參加第三次的佛靈講座
[00:03:15.500 --> 00:03:17.400]  願意開放自己
[00:03:17.400 --> 00:03:23.400]  多方面的學習、研究
[00:03:23.400 --> 00:03:28.400]  得到更大的引力
[00:03:28.400 --> 00:03:35.200]  這是我們華人教會所需要的領袖的途徑
[00:03:35.200 --> 00:03:39.700]  有人有前兩樣的資格
[00:03:39.700 --> 00:03:42.500]  信仰好、靈性品格好
[00:03:42.500 --> 00:03:45.100]  但是心空很狹窄
[00:03:45.100 --> 00:03:50.100]  所以神很難充分的使用它
[00:03:50.100 --> 00:03:54.800]  很容易發生偏差、忌諱
[00:03:54.800 --> 00:03:59.000]  現在堂會的層面需要領袖
[00:03:59.000 --> 00:04:02.600]  宗派的層面需要領袖
[00:04:02.600 --> 00:04:08.100]  機構、神學、教育都需要領袖
[00:04:08.100 --> 00:04:11.500]  整體的華人教會需要領袖
[00:04:11.500 --> 00:04:18.200]  靠著一代一代興起合併使用的領袖
[00:04:18.200 --> 00:04:24.300]  來成為華人教會的广闊的渠道
[00:04:24.300 --> 00:04:27.600]  因為出於這樣的動機
[00:04:27.600 --> 00:04:35.000]  所以我就講這個題目
[00:04:35.000 --> 00:04:40.300]  昨晚我講了65分鐘
[00:04:40.300 --> 00:04:45.300]  今晚有少許強烈
[00:04:45.300 --> 00:04:49.800]  但是對一個講座來說
[00:04:49.800 --> 00:04:52.800]  過幾小時不算太強
[00:04:52.800 --> 00:04:55.500]  請你心理上準備一下
[00:04:55.500 --> 00:05:01.200]  你抱著不算太強
[00:05:01.200 --> 00:05:08.300]  這樣就不算太強了
[00:05:08.300 --> 00:05:13.600]  原本我計劃從十方面來講
[00:05:13.600 --> 00:05:17.500]  但是如果時間差得太遠
[00:05:17.500 --> 00:05:23.100]  我不用講太遠
[00:05:23.100 --> 00:05:27.800]  今晚我要提的第一點
[00:05:27.800 --> 00:05:33.400]  就是神學和靈性的對立
[00:05:33.400 --> 00:05:38.400]  統一和超越
[00:05:38.400 --> 00:05:43.800]  在宗教革命之後的一段時間裡
[00:05:43.800 --> 00:05:47.100]  因為當時的處境問題
[00:05:47.100 --> 00:05:51.500]  所以在講台上宣講的時候
[00:05:51.500 --> 00:05:56.700]  都注重神學上的辯論
[00:05:56.700 --> 00:06:01.300]  因此忽略了靈性的栽培
[00:06:01.300 --> 00:06:07.900]  產生了靈性富幹、荒涼的境況
[00:06:07.900 --> 00:06:13.500]  因此就產生了勁權主義興起
[00:06:13.500 --> 00:06:17.500]  要補償這方面的缺少
[00:06:17.500 --> 00:06:21.500]  因此成為一種的對立
[00:06:21.500 --> 00:06:27.600]  神學、靈性的栽培
[00:06:27.600 --> 00:06:34.500]  但是其實這種對立慢慢被消除
[00:06:34.500 --> 00:06:42.100]  其實勁權主義有很多的貢獻
[00:06:42.100 --> 00:06:48.900]  事實上勁權主義不是真正反對神學知識的
[00:06:48.900 --> 00:06:55.100]  我們要記得勁權主義是一間大學的背景
[00:06:55.100 --> 00:06:58.400]  在裡面發展發揮的
[00:06:58.400 --> 00:07:04.400]  所以它是有知識的因素在裡面
[00:07:04.400 --> 00:07:07.400]  但是任何一種的生活運動
[00:07:07.400 --> 00:07:12.800]  都可能慢慢發生
[00:07:12.800 --> 00:07:20.500]  就失去了平衡
[00:07:20.500 --> 00:07:25.000]  神引導這方面的缺少
[00:07:25.000 --> 00:07:27.600]  我們看見在教會歷史裡面
[00:07:27.600 --> 00:07:30.300]  神都興起一些人物
[00:07:30.300 --> 00:07:33.900]  來帶領一些思想的路線
[00:07:33.900 --> 00:07:39.500]  比如說古代的奧古斯丁
[00:07:39.500 --> 00:07:48.200]  他將學識和信仰、勁權結合在一起
[00:07:48.200 --> 00:07:54.300]  我們又想到宗教革命時期
[00:07:54.300 --> 00:07:57.700]  約翰·加爾文
[00:07:57.700 --> 00:08:05.100]  他是一個很有神學深度的領袖
[00:08:05.100 --> 00:08:08.500]  但是他很勁權
[00:08:08.500 --> 00:08:13.200]  又很明顯地很好的配合
[00:08:13.200 --> 00:08:17.000]  我們又想到
[00:08:17.000 --> 00:08:20.800]  就算是勁權運動的領袖斯班尼
[00:08:20.800 --> 00:08:27.000]  都是有知識、有神學的基礎
[00:08:27.000 --> 00:08:32.500]  來配合這個靈性的栽培
[00:08:32.500 --> 00:08:38.500]  我們更加想到約翰·維斯里
[00:08:38.500 --> 00:08:42.800]  當他帶領英國大復興運動的時候
[00:08:42.800 --> 00:08:47.900]  他很主動神學方面的帶領
[00:08:47.900 --> 00:08:50.200]  所以佈到熱誠
[00:08:50.200 --> 00:08:55.000]  因此配合神學的基礎
[00:08:55.000 --> 00:09:00.200]  就引致英國的大復興
[00:09:00.200 --> 00:09:03.100]  有人說如果沒有一次的復興
[00:09:03.100 --> 00:09:06.300]  英國難免難逃
[00:09:06.300 --> 00:09:13.500]  法國大革命式流血的革命
[00:09:13.500 --> 00:09:15.500]  感謝神
[00:09:15.500 --> 00:09:21.700]  我們看到近代
[00:09:21.700 --> 00:09:30.500]  所謂向知識份子傳呼音的使徒
[00:09:30.500 --> 00:09:33.000]  Francis Schaeffer
[00:09:33.000 --> 00:09:36.900]  他在瑞士成立的Library
[00:09:36.900 --> 00:09:41.300]  就是要將知識、神學
[00:09:41.300 --> 00:09:46.100]  熟練的深度來配合為一
[00:09:46.100 --> 00:09:48.100]  幫助了很多人
[00:09:48.100 --> 00:09:51.300]  他的著作都是引起來
[00:09:51.300 --> 00:09:53.900]  另一方面的研究
[00:09:53.900 --> 00:09:57.500]  繼續前進的路線
[00:09:57.500 --> 00:10:00.900]  有很大的貢獻
[00:10:00.900 --> 00:10:02.700]  我們想到
[00:10:02.700 --> 00:10:07.500]  好像Carl Henry這樣的神學家
[00:10:07.500 --> 00:10:11.200]  他帶來呼音信仰的
[00:10:11.200 --> 00:10:16.300]  研究神學的新的運動
[00:10:16.300 --> 00:10:23.700]  這個因素是呼音信仰、復興
[00:10:23.700 --> 00:10:31.600]  或者興起、發展的重要因素之一
[00:10:31.600 --> 00:10:36.100]  我要用一個人物來做總代表
[00:10:36.100 --> 00:10:40.400]  就是Jonathan Edwards
[00:10:40.400 --> 00:10:43.400]  他在北美大醒覺
[00:10:43.400 --> 00:10:49.600]  The Great Awakening的最主要領袖之一
[00:10:49.600 --> 00:10:57.400]  他是一個很有神學修養的領袖
[00:10:57.400 --> 00:11:01.200]  他是美國一間最著名的大學
[00:11:01.200 --> 00:11:06.500]  一直到現在都是最著名的大學之一的創辦人
[00:11:06.500 --> 00:11:12.400]  但是他的學術上的成就
[00:11:12.400 --> 00:11:16.200]  他都配合他的堅定的
[00:11:16.200 --> 00:11:21.400]  聖經基礎的信仰和堅決
[00:11:21.400 --> 00:11:24.700]  他心中有負擔
[00:11:24.700 --> 00:11:29.200]  為了要得到一次大的復興
[00:11:29.200 --> 00:11:31.900]  來來很切的祈禱
[00:11:31.900 --> 00:11:37.000]  靠神來帶來一次大復興的祈禱
[00:11:37.000 --> 00:11:44.900]  生日、生夜不吃、不喝、不睡、不睡
[00:11:44.900 --> 00:11:48.400]  帶來祈禱
[00:11:48.400 --> 00:11:52.600]  教會歷史的記載
[00:11:52.600 --> 00:11:54.900]  以後沒有多久的時間
[00:11:54.900 --> 00:11:59.400]  一個大的復興要來臨
[00:11:59.400 --> 00:12:04.300]  他是一個近視眼的學者
[00:12:04.300 --> 00:12:09.900]  他講道是讀他的講章的
[00:12:09.900 --> 00:12:15.600]  如果今天有個人是住埋頭近視讀講章
[00:12:15.600 --> 00:12:21.200]  我很難想像可以引起復興的
[00:12:21.200 --> 00:12:26.200]  但是他的健全、他的祈禱
[00:12:26.200 --> 00:12:31.800]  他的很靈性和很學術的結合
[00:12:31.800 --> 00:12:38.600]  這樣的領導引起很大很大的復興
[00:12:38.600 --> 00:12:44.300]  所以這是一個很好的神學和靈性
[00:12:44.300 --> 00:12:47.000]  是可以融合的
[00:12:47.000 --> 00:12:49.400]  可以結合為一的
[00:12:49.400 --> 00:12:51.700]  不是對立的
[00:12:51.700 --> 00:12:58.200]  所以歷史的記錄向我們證實了什麼
[00:12:58.200 --> 00:13:11.000]  這個都是華人神學教育的精確的讀記
[00:13:11.000 --> 00:13:14.700]  第二方面我要提的
[00:13:14.700 --> 00:13:21.500]  就是禮拜儀式上的對立
[00:13:21.500 --> 00:13:28.600]  統一和超越
[00:13:28.600 --> 00:13:33.200]  我們知道那個對立是很明顯的
[00:13:33.200 --> 00:13:38.100]  原本天主教是十分主動儀式的
[00:13:38.100 --> 00:13:42.300]  後來聖公會都是很主動儀式的
[00:13:42.300 --> 00:13:47.000]  但是聖公會後來有High Church、Low Church
[00:13:47.000 --> 00:13:52.400]  Low Church就不是那麼主動儀式
[00:13:52.400 --> 00:13:58.200]  以後我們看見在考古歷史裡面
[00:13:58.200 --> 00:14:03.300]  是十七世紀
[00:14:03.300 --> 00:14:07.300]  從洗牌興起的Anabaptists
[00:14:07.300 --> 00:14:13.300]  興起的時候他們對儀式沒有興趣
[00:14:13.300 --> 00:14:15.700]  他們不注意的
[00:14:15.700 --> 00:14:20.300]  以後十九世紀的弟兄妹
[00:14:20.300 --> 00:14:23.200]  例如Plymouth Brethren
[00:14:23.200 --> 00:14:27.800]  他們都是反儀式的
[00:14:27.800 --> 00:14:32.000]  反成績的
[00:14:32.000 --> 00:14:36.200]  中國的小群教會最會說
[00:14:36.200 --> 00:14:40.200]  就是從弟兄妹的思想背景
[00:14:40.200 --> 00:14:43.100]  傳統的路線下來的
[00:14:43.100 --> 00:14:51.800]  加上中國的特色去融合進去
[00:14:51.800 --> 00:14:55.500]  都是很反對儀式的
[00:14:55.500 --> 00:14:57.300]  黃明道先生
[00:14:57.300 --> 00:14:59.300]  我們所有的華人基督徒
[00:14:59.300 --> 00:15:03.400]  很尊重他精神的領袖
[00:15:03.400 --> 00:15:07.500]  他是很反對任何的儀式的
[00:15:07.500 --> 00:15:10.000]  他在北京的幾多套會堂
[00:15:10.000 --> 00:15:13.600]  就是最偉大的地方
[00:15:13.600 --> 00:15:18.300]  四肥都是什麼都沒有的
[00:15:18.300 --> 00:15:20.000]  十字架都沒有的
[00:15:20.000 --> 00:15:23.600]  他反對裝十字架
[00:15:23.600 --> 00:15:25.100]  他的意思是說
[00:15:25.100 --> 00:15:29.200]  這些一切都是外表的
[00:15:29.200 --> 00:15:35.400]  很容易對人有誤導的作用
[00:15:35.400 --> 00:15:39.300]  所以我們應該將所有的注意力
[00:15:39.300 --> 00:15:42.000]  集中在整個話語上
[00:15:42.000 --> 00:15:46.900]  講道、行道、傳道
[00:15:46.900 --> 00:15:51.000]  他有他的見地
[00:15:51.000 --> 00:15:54.800]  都影響了很多華人
[00:15:54.800 --> 00:15:59.700]  所以敬拜儀式的這件事情
[00:15:59.700 --> 00:16:00.900]  是有對立的
[00:16:00.900 --> 00:16:04.100]  很強的對立
[00:16:04.100 --> 00:16:12.100]  但是我們漸漸看見一種統一的現象
[00:16:12.100 --> 00:16:15.100]  我相信這是好的印象
[00:16:15.100 --> 00:16:18.400]  這種統一的追求努力
[00:16:18.400 --> 00:16:24.500]  其實是建立在聖經本身的感度上
[00:16:24.500 --> 00:16:27.700]  我們看舊約時代
[00:16:27.700 --> 00:16:29.600]  以色列人的信仰
[00:16:29.600 --> 00:16:34.100]  是充滿象徵式的儀式的
[00:16:34.100 --> 00:16:37.400]  他們有二十四班的師班
[00:16:37.400 --> 00:16:40.400]  來到聖殿這邊
[00:16:40.400 --> 00:16:43.700]  唱詩讚美神
[00:16:43.700 --> 00:16:45.000]  他們獻祭
[00:16:45.000 --> 00:16:52.000]  有個很莊嚴的儀式來向神獻上感謝
[00:16:52.000 --> 00:16:56.300]  應祭的心去到觀玉神
[00:16:56.300 --> 00:16:59.900]  在聖殿裡面到處雕刻
[00:16:59.900 --> 00:17:05.600]  好像鋼板樹
[00:17:05.600 --> 00:17:10.100]  好像四貫物等等
[00:17:10.100 --> 00:17:13.600]  沒有象徵的意義的
[00:17:13.600 --> 00:17:15.500]  隨處可見
[00:17:15.500 --> 00:17:17.900]  充滿在聖殿裡面
[00:17:17.900 --> 00:17:25.100]  人有一種特殊的感覺
[00:17:25.100 --> 00:17:27.200]  在新約
[00:17:27.200 --> 00:17:30.700]  這個儀式或者象徵的
[00:17:30.700 --> 00:17:35.700]  一種的因素都很明顯的
[00:17:35.700 --> 00:17:39.300]  聖山是主自己設立的
[00:17:39.300 --> 00:17:41.400]  是一種儀式
[00:17:41.400 --> 00:17:43.300]  象徵的方式
[00:17:43.300 --> 00:17:49.100]  來表達主與我們之間的關係
[00:17:49.100 --> 00:17:50.800]  很寶貴
[00:17:50.800 --> 00:17:52.300]  很深入
[00:17:52.300 --> 00:17:54.900]  這個是儀式
[00:17:54.900 --> 00:17:57.900]  洗禮是儀式
[00:17:57.900 --> 00:18:02.900]  是用外面的水來表達
[00:18:02.900 --> 00:18:08.300]  舊人與主同水同米總同活
[00:18:08.300 --> 00:18:10.900]  是這個淑女的過程
[00:18:10.900 --> 00:18:17.900]  所以這些都是聖經本身給我們看見的
[00:18:17.900 --> 00:18:27.500]  漸漸就有一種統一的學習追求實踐
[00:18:27.500 --> 00:18:31.400]  我記得有一次去到溫哥華
[00:18:31.400 --> 00:18:34.800]  在宣導會裡面
[00:18:34.800 --> 00:18:40.100]  那時候是陳宗道做牧師
[00:18:40.100 --> 00:18:42.900]  我一進去就看見
[00:18:42.900 --> 00:18:45.300]  港台旁邊
[00:18:45.300 --> 00:18:57.200]  大的金燈台的藝術設計
[00:18:57.200 --> 00:19:00.600]  那是舊約的金燈台
[00:19:00.600 --> 00:19:03.200]  但是我就感受到
[00:19:03.200 --> 00:19:05.100]  我坐在那裡
[00:19:05.100 --> 00:19:06.600]  聽一下廣東話
[00:19:06.600 --> 00:19:09.000]  看看金燈台
[00:19:09.000 --> 00:19:11.000]  我是有感受的
[00:19:11.000 --> 00:19:13.600]  我是有領會的
[00:19:13.600 --> 00:19:15.900]  很有意思
[00:19:15.900 --> 00:19:18.200]  有一次我去西洋教會
[00:19:18.200 --> 00:19:21.200]  看到大佛堂裡面很多的旗幟
[00:19:21.200 --> 00:19:26.000]  我們將神的五個名字寫出來
[00:19:26.000 --> 00:19:27.300]  也有說伊拉
[00:19:27.300 --> 00:19:31.200]  也有說奈西等等
[00:19:31.200 --> 00:19:39.700]  將神的表示神特性的星期
[00:19:39.700 --> 00:19:42.600]  圓掛在那裡
[00:19:42.600 --> 00:19:46.000]  所以你去聽去看
[00:19:46.000 --> 00:19:47.200]  你所聽到的
[00:19:47.200 --> 00:19:50.300]  你眼目所接觸的
[00:19:50.300 --> 00:19:57.000]  是有熟齡意義的一些藝術的表達
[00:19:57.000 --> 00:19:59.300]  所以如果在那邊堂上
[00:19:59.300 --> 00:20:03.500]  有一套說以色列人的紅海
[00:20:03.500 --> 00:20:04.400]  的情況
[00:20:04.400 --> 00:20:10.400]  這樣去引發你對神的信心
[00:20:10.400 --> 00:20:13.700]  所以這些裝飾
[00:20:13.700 --> 00:20:15.600]  這些設計
[00:20:15.600 --> 00:20:21.700]  都是有它的熟齡的作用
[00:20:21.700 --> 00:20:24.200]  如果將舊約
[00:20:24.200 --> 00:20:27.800]  和新約
[00:20:27.800 --> 00:20:30.300]  曾經所說的那些敬拜的意思
[00:20:30.300 --> 00:20:32.000]  全部都還了
[00:20:32.000 --> 00:20:34.200]  我可以想像出來
[00:20:34.200 --> 00:20:37.000]  將以色列人節日的時候
[00:20:37.000 --> 00:20:41.400]  最後一個禮拜的時候
[00:20:41.400 --> 00:20:42.400]  大家開始了
[00:20:42.400 --> 00:20:43.300]  有人在後面
[00:20:43.300 --> 00:20:49.400]  最後大家馬上就感覺到呼叫了
[00:20:49.400 --> 00:20:51.400]  Calling to worship
[00:20:51.400 --> 00:20:56.700]  大家就好像馬上有熟練的性格
[00:20:56.700 --> 00:20:58.700]  注意、集中
[00:20:58.700 --> 00:21:02.200]  等候、照見神
[00:21:02.200 --> 00:21:03.400]  舊約
[00:21:03.400 --> 00:21:05.700]  有人舉手、祈禱
[00:21:05.700 --> 00:21:09.300]  有人拍手、敬拜
[00:21:09.300 --> 00:21:12.200]  如果我們在聚會中
[00:21:12.200 --> 00:21:16.100]  有人舉手、祈禱
[00:21:16.100 --> 00:21:24.100]  這個不過是恢復舊約的做法
[00:21:24.100 --> 00:21:26.100]  我們看電視班
[00:21:26.100 --> 00:21:29.300]  有些人是絕對反對示班的
[00:21:29.300 --> 00:21:32.600]  但是舊約、聖殿
[00:21:32.600 --> 00:21:33.900]  不只是一班示班
[00:21:33.900 --> 00:21:35.600]  有二十四班
[00:21:35.600 --> 00:21:36.300]  如果反對
[00:21:36.300 --> 00:21:41.900]  你們反對二十四重的反對才行
[00:21:41.900 --> 00:21:43.000]  我看見
[00:21:43.000 --> 00:21:46.800]  只要你的焦點是神
[00:21:46.800 --> 00:21:50.100]  你的心靈的對象是神
[00:21:50.100 --> 00:21:52.700]  你們都是滿有意義
[00:21:52.700 --> 00:21:54.500]  滿有幫助
[00:21:54.500 --> 00:21:57.300]  是非常難的
[00:21:57.300 --> 00:22:02.300]  是聖經來的
[00:22:02.300 --> 00:22:05.100]  這個示班者、示班徒
[00:22:05.100 --> 00:22:08.100]  有人反對的
[00:22:08.100 --> 00:22:11.100]  但是舊約
[00:22:11.100 --> 00:22:12.800]  約瑟法王
[00:22:12.800 --> 00:22:16.300]  是他軍隊前面的示班者、禮徒
[00:22:16.300 --> 00:22:19.100]  他們是聖經裡面說的禮徒
[00:22:19.100 --> 00:22:21.500]  所以我們這樣看的時候
[00:22:21.500 --> 00:22:23.700]  我們可以融合
[00:22:23.700 --> 00:22:24.700]  把這些東西
[00:22:24.700 --> 00:22:29.300]  你的意識與屬靈的本質
[00:22:29.300 --> 00:22:31.900]  來融合為一
[00:22:31.900 --> 00:22:34.000]  這個是心態
[00:22:34.000 --> 00:22:36.500]  如果你心態不通
[00:22:36.500 --> 00:22:37.300]  關閉
[00:22:37.300 --> 00:22:40.400]  這些一切都是可反對的
[00:22:40.400 --> 00:22:41.800]  可批評的
[00:22:41.800 --> 00:22:44.400]  但是你的心態開了
[00:22:44.400 --> 00:22:48.000]  要用一個通的眼光
[00:22:48.000 --> 00:22:50.900]  一個了解的眼光
[00:22:50.900 --> 00:22:52.500]  一個悟性的眼光
[00:22:52.500 --> 00:22:54.500]  去看、去想的時候
[00:22:54.500 --> 00:23:01.100]  你感覺滿有意義
[00:23:01.100 --> 00:23:07.500]  我記得第一次參加聖公會的聚會
[00:23:07.500 --> 00:23:13.800]  在倫敦All Souls Church
[00:23:13.800 --> 00:23:17.700]  是John Stout的教會
[00:23:17.700 --> 00:23:20.300]  我去參加
[00:23:20.300 --> 00:23:22.300]  我不是第一次去聖公會
[00:23:22.300 --> 00:23:29.500]  是那次在英國第一次去
[00:23:29.500 --> 00:23:32.300]  我知道他們是用Prayer Book
[00:23:32.300 --> 00:23:35.200]  一切祈禱是讀的
[00:23:35.200 --> 00:23:38.100]  人好的經文
[00:23:38.100 --> 00:23:40.800]  人好的祈禱文
[00:23:40.800 --> 00:23:43.100]  但是我就跟著
[00:23:43.100 --> 00:23:45.800]  跟著他的祈禱文來祈禱
[00:23:45.800 --> 00:23:49.700]  我要體會他的祈禱文的意義
[00:23:49.700 --> 00:23:50.900]  我就跟著
[00:23:50.900 --> 00:23:51.700]  跟著
[00:23:51.700 --> 00:23:52.700]  跟著
[00:23:52.700 --> 00:23:55.600]  就感覺很有意思
[00:23:55.600 --> 00:23:58.800]  很寶貴
[00:23:58.800 --> 00:24:01.100]  雖然是印出來的
[00:24:01.100 --> 00:24:03.100]  每次都可以這樣讀
[00:24:03.100 --> 00:24:06.000]  如果你的心在裡面
[00:24:06.000 --> 00:24:08.900]  它是有意義的
[00:24:08.900 --> 00:24:11.900]  我覺得第一次在聖公會這樣讀
[00:24:11.900 --> 00:24:13.600]  是在Sydney
[00:24:13.600 --> 00:24:16.100]  澳洲雪梨
[00:24:16.100 --> 00:24:21.000]  St. Andrews 座堂
[00:24:21.000 --> 00:24:27.900]  我是第一次在聖公會這樣看的
[00:24:27.900 --> 00:24:32.200]  我跟著上面
[00:24:32.200 --> 00:24:33.600]  跟著那旗的人
[00:24:33.600 --> 00:24:34.200]  很近
[00:24:34.200 --> 00:24:36.000]  前面我跟著他
[00:24:36.000 --> 00:24:37.900]  我都不知道什麼時候
[00:24:37.900 --> 00:24:39.600]  他轉彎向那邊
[00:24:39.600 --> 00:24:41.900]  我又轉彎向這邊的
[00:24:41.900 --> 00:24:43.800]  我走錯了
[00:24:43.800 --> 00:24:47.100]  很近的
[00:24:47.100 --> 00:24:49.200]  很不好意思
[00:24:49.200 --> 00:24:51.400]  他有意識
[00:24:51.400 --> 00:24:54.100]  但是我感覺到
[00:24:54.100 --> 00:24:57.500]  那間教會是信仰
[00:24:57.500 --> 00:25:02.100]  凌晨都很追求的一個教會
[00:25:02.100 --> 00:25:04.500]  所以我感覺
[00:25:04.500 --> 00:25:09.200]  好像自己教會一樣
[00:25:09.200 --> 00:25:11.500]  雖然有這麼多分裂
[00:25:11.500 --> 00:25:15.400]  但是當你投入敬拜神
[00:25:15.400 --> 00:25:19.300]  一生為罪證的時候
[00:25:19.300 --> 00:25:23.300]  一切都可以跳過了
[00:25:23.300 --> 00:25:26.400]  所以我們要學習
[00:25:26.400 --> 00:25:32.400]  欣賞所有不同的崇拜的儀式
[00:25:32.400 --> 00:25:39.700]  我們盡量投入那個Spirit中間去
[00:25:39.700 --> 00:25:41.900]  這個是很重要的
[00:25:41.900 --> 00:25:44.800]  心空開闊
[00:25:44.800 --> 00:25:48.200]  來到打開我的容量
[00:25:48.200 --> 00:25:52.400]  來到讓神用同方式
[00:25:52.400 --> 00:25:57.200]  將祂的恩典流入我的心中
[00:25:57.200 --> 00:26:02.100]  這是一個忘福的途徑
[00:26:02.100 --> 00:26:03.600]  所以它有對立
[00:26:03.600 --> 00:26:04.900]  有同一
[00:26:04.900 --> 00:26:06.000]  有超越
[00:26:06.000 --> 00:26:10.200]  它超越機動性的平衡
[00:26:10.200 --> 00:26:13.100]  我們去欣賞
[00:26:13.100 --> 00:26:15.000]  就是機動性的
[00:26:15.000 --> 00:26:17.100]  任何的形式
[00:26:17.100 --> 00:26:19.300]  你可以
[00:26:19.300 --> 00:26:23.100]  有些靈陰派的人
[00:26:23.100 --> 00:26:26.200]  他習慣了他那種敬拜
[00:26:26.200 --> 00:26:28.500]  來到我們中間
[00:26:28.500 --> 00:26:33.200]  他沒有辦法敬拜的
[00:26:33.200 --> 00:26:36.100]  我見到不少這樣的
[00:26:36.100 --> 00:26:39.700]  表現是他已經被綁住了
[00:26:39.700 --> 00:26:41.700]  已經是他的身體
[00:26:41.700 --> 00:26:45.700]  已經是被他的習慣所限制了
[00:26:45.700 --> 00:26:50.000]  不可以跟靈陰派以外的人
[00:26:50.000 --> 00:26:52.500]  來同心敬拜讚美
[00:26:52.500 --> 00:26:55.300]  他讚美不出來的
[00:26:55.300 --> 00:26:57.700]  他的敬拜讚美不發得出來
[00:26:57.700 --> 00:27:01.700]  一定要去那個形式他才可以
[00:27:01.700 --> 00:27:03.700]  這個都是不成熟
[00:27:03.700 --> 00:27:07.200]  不成熟
[00:27:07.200 --> 00:27:09.700]  但當我參加聚會
[00:27:09.700 --> 00:27:12.200]  如果有人在拍手
[00:27:12.200 --> 00:27:13.900]  我馬上心想
[00:27:13.900 --> 00:27:16.900]  不要叫這件事難了我
[00:27:16.900 --> 00:27:19.200]  叫歌唱敬拜
[00:27:19.200 --> 00:27:22.000]  我可以一起拍手
[00:27:22.000 --> 00:27:23.700]  我的手可以用紙拍的
[00:27:23.700 --> 00:27:25.000]  可以用紙拍
[00:27:25.000 --> 00:27:27.200]  我的手可以用紙舉起
[00:27:27.200 --> 00:27:28.800]  我不是靈陰派
[00:27:28.800 --> 00:27:32.100]  但我可以在靈陰派的聚會裏面
[00:27:32.100 --> 00:27:35.200]  跟他們一起敬拜神
[00:27:35.200 --> 00:27:38.400]  我知道他們的特點
[00:27:38.400 --> 00:27:40.300]  知道他們的限制
[00:27:40.300 --> 00:27:41.800]  知道他們的優點
[00:27:41.800 --> 00:27:43.800]  都知道他們的缺點
[00:27:43.800 --> 00:27:46.300]  但你們不要緊
[00:27:46.300 --> 00:27:48.300]  敬拜的時候是對著神
[00:27:48.300 --> 00:27:49.200]  對著神
[00:27:49.200 --> 00:27:51.700]  不是對著人
[00:27:51.700 --> 00:27:55.500]  所以這種的超越是很重要的
[00:27:55.500 --> 00:27:58.200]  將來在天堂
[00:27:58.200 --> 00:28:00.400]  去到宗派的人都有
[00:28:00.400 --> 00:28:02.200]  那你怎樣呢
[00:28:02.200 --> 00:28:04.400]  你賣這個跟我不同
[00:28:04.400 --> 00:28:06.300]  賣那個跟我不同
