
[00:00:00.000 --> 00:00:02.920]  我們會繼續在這個季度一起思想
[00:01:43.560 --> 00:01:47.440]  而且叫你們的喜樂可以滿足
[00:01:47.440 --> 00:01:50.320]  主應許了將祂的喜樂
[00:01:50.320 --> 00:01:52.120]  存在我們的心裡面
[00:01:52.120 --> 00:01:54.720]  有時候我們都忘記了
[00:01:55.640 --> 00:01:58.120]  有時候不知不覺在憂愁當中
[00:01:58.120 --> 00:02:02.160]  以為自己就在一種悲哀的裡面
[00:02:02.160 --> 00:02:05.520]  但不知道原來主已經將喜樂
[00:02:05.520 --> 00:02:07.400]  藏在我們的心裡面
[00:02:07.400 --> 00:02:09.760]  當我們今天讀到《路加福音》的時候
[00:02:09.760 --> 00:02:11.480]  同樣你會看到
[00:02:11.480 --> 00:02:13.360]  主耶穌很清楚讓我們知道
[00:02:13.360 --> 00:02:15.040]  我們可以快樂
[00:02:15.040 --> 00:02:17.280]  因為主將祂的救恩
[00:02:17.280 --> 00:02:19.640]  已經賜在我們生命中
[00:02:19.640 --> 00:02:23.280]  我們可以因此常常都可以快樂
[00:02:23.280 --> 00:02:25.560]  《路加福音》第十章第十七節
[00:02:25.560 --> 00:02:27.040]  大家剛才讀經文的時候
[00:02:27.040 --> 00:02:28.920]  你留意到聖經開始
[00:02:28.920 --> 00:02:29.960]  是說主耶穌
[00:02:29.960 --> 00:02:33.160]  祂差遣了七十二個門徒
[00:02:33.160 --> 00:02:35.840]  出去傳道奉主的命
[00:02:35.840 --> 00:02:38.320]  來醫治各樣的疾病
[00:02:38.320 --> 00:02:39.520]  他們回來
[00:02:39.520 --> 00:02:41.960]  告訴主耶穌他們的經歷
[00:02:41.960 --> 00:02:44.320]  聖經在第十七節這樣說
[00:02:44.320 --> 00:02:48.640]  「那七十二個人歡歡喜喜地回來說
[00:02:48.640 --> 00:02:50.120]  主呀因祢的名
[00:02:50.120 --> 00:02:53.440]  連鬼也服了我們」
[00:02:53.440 --> 00:02:57.120]  他們經歷到神的能力彰顯出來
[00:02:57.120 --> 00:02:59.200]  竟然他們自己
[00:02:59.200 --> 00:03:02.520]  當奉主的命來到去見證主的時候
[00:03:02.520 --> 00:03:05.280]  竟然鬼也服了他們
[00:03:05.280 --> 00:03:06.760]  他們又驚又喜
[00:03:06.760 --> 00:03:08.320]  我們是誰呢
[00:03:08.320 --> 00:03:12.520]  竟然這些惡的勢力會聽從了他們
[00:03:12.520 --> 00:03:13.960]  所以他們很歡喜快樂
[00:03:13.960 --> 00:03:16.760]  告訴主耶穌聽到這種情況
[00:03:16.760 --> 00:03:18.240]  最初聽見的時候
[00:03:18.240 --> 00:03:20.680]  都和應他們這種感受
[00:03:20.680 --> 00:03:23.000]  但是隨即他們就說
[00:03:23.000 --> 00:03:26.040]  「我看見撒旦像閃電一樣
[00:03:26.040 --> 00:03:28.040]  從天墜落
[00:03:28.040 --> 00:03:29.920]  我已經給你們權柄
[00:03:29.920 --> 00:03:31.920]  去踐踏蛇和蠍子
[00:03:31.920 --> 00:03:34.640]  勝過仇敵的一切能力
[00:03:34.640 --> 00:03:39.240]  絕對沒有甚麼能傷害你們了」
[00:03:39.240 --> 00:03:41.000]  主耶穌在當時馬上就說
[00:03:41.000 --> 00:03:43.560]  「我看見撒旦從天上墜落
[00:03:43.560 --> 00:03:45.320]  好像閃電一樣
[00:03:45.320 --> 00:03:48.120]  意味著很急速地墜落
[00:03:48.120 --> 00:03:49.080]  從天上墜落
[00:03:49.080 --> 00:03:52.000]  也意味著從一個很高的地位
[00:03:52.000 --> 00:03:55.120]  在那個時候他跌下來
[00:03:55.120 --> 00:03:59.240]  也表示著撒旦的權勢潰敗了
[00:03:59.240 --> 00:04:02.440]  在那個時候他受到控制
[00:04:02.440 --> 00:04:04.160]  是因為一群門徒
[00:04:04.160 --> 00:04:07.000]  他們奉主耶穌的名字出去
[00:04:07.000 --> 00:04:09.960]  他們去傳揚主的福音
[00:04:09.960 --> 00:04:13.600]  他們去得勝惡的勢力
[00:04:13.600 --> 00:04:15.000]  當然大家知道
[00:04:15.000 --> 00:04:17.320]  惡勢力被得勝
[00:04:17.320 --> 00:04:20.640]  是因為主耶穌十字架的救恩
[00:04:20.640 --> 00:04:24.600]  所以你們記得當啟示錄聖經提到第十二章的時候
[00:04:24.600 --> 00:04:28.000]  撒旦從天上被摔在地上
[00:04:28.000 --> 00:04:31.280]  是因為羔羊的補血
[00:04:31.280 --> 00:04:34.520]  是因為聖徒所見證的道
[00:04:34.520 --> 00:04:37.440]  因為主耶穌所承傳的十字架的救恩
[00:04:37.440 --> 00:04:41.160]  勝過了惡者的權勢
[00:04:41.160 --> 00:04:44.320]  但這個時候當門徒他們奉主的名
[00:04:44.320 --> 00:04:46.280]  出去作見證的時候
[00:04:46.280 --> 00:04:49.680]  同樣彰顯出那種得勝惡的勢力
[00:04:49.680 --> 00:04:52.000]  不能勝過他們
[00:04:52.000 --> 00:04:53.880]  聖經告訴我們
[00:04:53.880 --> 00:04:55.920]  主耶穌繼續告訴他們
[00:04:55.920 --> 00:04:59.440]  我已經將權柄賜給你們
[00:04:59.440 --> 00:05:02.240]  這種權柄不單單是一種能力
[00:05:02.240 --> 00:05:05.880]  更加是一種被頒授
[00:05:05.880 --> 00:05:10.240]  帶著能力的一種生命地位
[00:05:10.240 --> 00:05:13.200]  聖經用一個字眼叫做權柄
[00:05:13.200 --> 00:05:16.400]  這種權柄是他們可以運用出來
[00:05:16.400 --> 00:05:19.320]  而能夠勝過很多惡的勢力
[00:05:19.320 --> 00:05:22.480]  很多敵對神的勢力
[00:05:22.480 --> 00:05:24.520]  而他們在其中經歷到
[00:05:24.520 --> 00:05:27.600]  他們感謝不絕
[00:05:27.600 --> 00:05:31.480]  當地的姐妹在我們不同的服侍裡面
[00:05:31.480 --> 00:05:33.880]  你會見到神賜給你恩賜
[00:05:33.880 --> 00:05:35.600]  賜給你力量
[00:05:35.600 --> 00:05:37.600]  奉主的名能夠作成很多
[00:05:37.600 --> 00:05:40.960]  你自己都想不到可以作成的事情
[00:05:40.960 --> 00:05:42.840]  我想特別說一件事情
[00:05:42.840 --> 00:05:44.280]  很多年之前我很記得
[00:05:44.280 --> 00:05:48.040]  有一次晚上突然間接到一個電話
[00:05:48.040 --> 00:05:51.080]  一位弟兄打電話給我
[00:05:51.080 --> 00:05:57.360]  說他爸爸有些很奇怪的表現
[00:05:57.360 --> 00:05:58.880]  因為我接觸過他父親
[00:05:58.880 --> 00:06:01.080]  知道他父親的一些情況
[00:06:01.080 --> 00:06:04.720]  原來他父親有一些靈界的騷擾
[00:06:04.720 --> 00:06:08.960]  當時有一些顯徵的情況出現
[00:06:08.960 --> 00:06:10.320]  我知道在那個時候
[00:06:10.320 --> 00:06:13.120]  很需要別人的幫助去祈禱
[00:06:13.120 --> 00:06:18.680]  我就預備去他家裡為他祈禱
[00:06:18.680 --> 00:06:21.240]  在那個時候我都會跟這位弟兄說
[00:06:21.240 --> 00:06:22.840]  我說你放心
[00:06:22.840 --> 00:06:25.000]  你奉主耶穌的名字
[00:06:25.000 --> 00:06:28.960]  去驅趕、搞擾你爸爸的惡者
[00:06:28.960 --> 00:06:31.760]  你為他祈禱
[00:06:31.760 --> 00:06:35.520]  在那個時候我就自己預備出門
[00:06:35.520 --> 00:06:38.440]  很快的那段時間
[00:06:38.440 --> 00:06:40.920]  突然間這位弟兄打電話來
[00:06:40.920 --> 00:06:45.120]  他說:孫彭斯,平定了
[00:06:45.120 --> 00:06:47.840]  我說:真的?平定了?
[00:06:47.840 --> 00:06:50.840]  他說:我真的奉主耶穌的名字
[00:06:50.840 --> 00:06:53.760]  去吩咐那些惡勢力離開
[00:06:53.760 --> 00:06:57.360]  爸爸突然間平定了
[00:06:57.360 --> 00:07:01.480]  或者很晚了,暫時不要來晚了
[00:07:01.480 --> 00:07:03.480]  在那個時候我心裡都很驚訝
[00:07:03.480 --> 00:07:04.720]  一位弟兄
[00:07:04.720 --> 00:07:08.400]  他也未必有很多這方面的經驗
[00:07:08.400 --> 00:07:11.120]  但是他很誠實地奉主耶穌的名字
[00:07:11.120 --> 00:07:12.600]  來祈禱的時候
[00:07:12.600 --> 00:07:15.240]  看到上帝怎樣聽他的祈禱
[00:07:15.240 --> 00:07:18.240]  來幫助他爸爸平定下來
[00:07:18.240 --> 00:07:20.680]  面對著這些惡勢力的時候
[00:07:20.680 --> 00:07:24.720]  卻經歷到神自己的能力幫助他們
[00:07:24.720 --> 00:07:27.600]  當主耶穌吩咐我們出去
[00:07:27.600 --> 00:07:29.880]  叫萬民作祂的門徒的時候
[00:07:29.880 --> 00:07:32.280]  你記得主耶穌首先說
[00:07:32.280 --> 00:07:36.480]  天上地下所有權柄都已經賜給我了
[00:07:36.480 --> 00:07:39.480]  所以你們要去
[00:07:39.480 --> 00:07:42.480]  因為祂領受生命的權柄
[00:07:42.480 --> 00:07:45.880]  也賜給祂的兒女有屬靈的權柄
[00:07:45.880 --> 00:07:49.280]  以致我們心裡可以很快樂
[00:07:49.280 --> 00:07:51.400]  因為我們可以經歷到神的能力
[00:07:51.400 --> 00:07:54.480]  怎樣透過我們的生命來彰顯出來
[00:07:54.480 --> 00:07:57.040]  事實上第一次每當我們上到這裡的時候
[00:07:57.040 --> 00:07:59.000]  我們何等不配
[00:07:59.000 --> 00:08:01.640]  因為在神的救恩計劃當中
[00:08:01.640 --> 00:08:06.400]  你和我是有份去承傳神的計劃
[00:08:06.400 --> 00:08:09.680]  也擔當了一個很重要的位置
[00:08:09.680 --> 00:08:11.680]  在過程裡面你會發覺
[00:08:11.680 --> 00:08:14.680]  當你奉主耶穌的名字去侍奉神
[00:08:14.680 --> 00:08:16.280]  去見證神的時候
[00:08:16.280 --> 00:08:19.680]  你會看到很多生命轉向上帝
[00:08:19.680 --> 00:08:21.280]  因此
[00:08:21.280 --> 00:08:23.200]  無怪乎這一群的門徒
[00:08:23.200 --> 00:08:24.600]  他們回來之後
[00:08:24.600 --> 00:08:25.600]  他們很快樂
[00:08:25.600 --> 00:08:27.000]  歡喜快樂地告訴主
[00:08:27.000 --> 00:08:30.200]  連鬼都服了我們
[00:08:30.200 --> 00:08:32.600]  但是這個時候耶穌再繼續說
[00:08:32.600 --> 00:08:36.400]  大家留意聖經第二十節
[00:08:36.400 --> 00:08:40.680]  聖經說:然而不要因為鬼服了你們就歡喜
[00:08:40.680 --> 00:08:46.000]  卻要因為你們的名字記錄在天上而歡喜
[00:08:46.000 --> 00:08:50.880]  這個時候他們經歷了很重要的屬靈的果效
[00:08:50.880 --> 00:08:53.600]  體驗了很多偉大的事情
[00:08:53.600 --> 00:08:55.200]  但是主耶穌特別提醒他們
[00:08:55.200 --> 00:08:56.680]  你們要小心
[00:08:56.680 --> 00:08:59.400]  不要因此誇口
[00:08:59.400 --> 00:09:06.400]  以為自己的成就是喜樂的最後原因
[00:09:06.400 --> 00:09:09.200]  不要以為這些愛在的成果
[00:09:09.200 --> 00:09:11.200]  或者一些表現
[00:09:11.200 --> 00:09:13.600]  是你快樂的真正原因
[00:09:13.600 --> 00:09:15.200]  沒錯可以快樂
[00:09:15.200 --> 00:09:17.600]  但是更重要要快樂的
[00:09:17.600 --> 00:09:22.800]  是因為你們的名字記錄在天上
[00:09:22.800 --> 00:09:27.000]  不要因為一些成果你就快樂
[00:09:27.000 --> 00:09:29.000]  更加要因為你的生命
[00:09:29.000 --> 00:09:31.800]  領受了上帝的同在
[00:09:31.800 --> 00:09:35.600]  主耶穌的救恩將祂自己刺在你生命當中
[00:09:35.600 --> 00:09:37.400]  你得著主耶穌
[00:09:37.400 --> 00:09:40.800]  是你真正快樂的原因
[00:09:40.800 --> 00:09:43.600]  我記得有一次讀到一本見證
[00:09:43.600 --> 00:09:46.200]  提到一位很著名的牧者
[00:09:46.200 --> 00:09:47.600]  Martin Lloyd-Jones
[00:09:47.600 --> 00:09:49.000]  大家可能聽過他的名字
[00:09:49.000 --> 00:09:51.400]  是英國一位著名的牧者
[00:09:51.400 --> 00:09:54.600]  他曾經有很多很重要的著作
[00:09:54.600 --> 00:09:56.800]  還有很多文字
[00:09:56.800 --> 00:09:58.400]  還有他的講道
[00:09:58.400 --> 00:10:01.000]  建立了很多很多的生命
[00:10:01.000 --> 00:10:03.000]  在晚年的時候他患了癌症
[00:10:03.000 --> 00:10:06.200]  有一次他有一位同工去探望他
[00:10:06.200 --> 00:10:08.800]  在探望他的時候就跟他說
[00:10:08.800 --> 00:10:10.800]  「宗善牧師」
[00:10:10.800 --> 00:10:14.800]  「你過去到處做很多不同的工作」
[00:10:14.800 --> 00:10:17.400]  「每個星期很多次的講道」
[00:10:17.400 --> 00:10:23.000]  「你的書本在全世界影響了很多的教會」
[00:10:23.000 --> 00:10:26.800]  「你做了很多重要的基督教的服事工作」
[00:10:26.800 --> 00:10:30.200]  「但是今天你在醫院」
[00:10:30.200 --> 00:10:34.000]  「你躺在這裡做不到什麼」
[00:10:34.000 --> 00:10:36.200]  「經常要在這裡休養」
[00:10:36.200 --> 00:10:39.000]  「最多是做一點點編輯的工作」
[00:10:39.000 --> 00:10:41.800]  「你怎樣適應這個轉變」
[00:10:41.800 --> 00:10:45.000]  「我不是問你怎樣適應這個病」
[00:10:45.000 --> 00:10:50.000]  「而是適應這種生活的不同的情況」
[00:10:50.000 --> 00:10:52.000]  「宗善牧師聽到他的問題」
[00:10:52.000 --> 00:10:54.400]  「停了一會兒」
[00:10:54.400 --> 00:10:55.600]  「沒有什麼要說」
[00:10:55.600 --> 00:10:58.200]  「只是說了一句話」
[00:10:58.200 --> 00:11:00.400]  「他說:然而」
[00:11:00.400 --> 00:11:04.200]  「你們不要因為鬼服了你們而歡喜」
[00:11:04.200 --> 00:11:05.800]  「而是因為你們的名字」
[00:11:05.800 --> 00:11:09.800]  「記錄在天上而歡喜」
[00:11:09.800 --> 00:11:11.200]  這位同工聽見的時候
[00:11:11.200 --> 00:11:14.200]  他很明白這位牧者所說的
[00:11:14.200 --> 00:11:15.800]  看到他在病床當中
[00:11:15.800 --> 00:11:20.200]  但是沒有一種悲哀的情緒
[00:11:20.200 --> 00:11:24.000]  心裡面仍然是平安地面對自己的病
[00:11:24.000 --> 00:11:26.200]  也看到他很清楚知道
[00:11:26.200 --> 00:11:30.000]  真正的喜樂不是因為有什麼成果、成就
[00:11:30.000 --> 00:11:34.800]  而是因為主耶穌在他的生命裡面
[00:11:34.800 --> 00:11:36.400]  很多時候我們都會體會到
[00:11:36.400 --> 00:11:38.600]  有時候服事主或做某些事情
[00:11:38.600 --> 00:11:40.800]  有些成果、有些成就
[00:11:40.800 --> 00:11:43.400]  我們會很感恩、很快樂
[00:11:43.400 --> 00:11:45.200]  但是有些時候也會經歷到
[00:11:45.200 --> 00:11:48.400]  有些工作未必有果效
[00:11:48.400 --> 00:11:52.600]  有位弟兄教主學
[00:11:52.600 --> 00:11:55.000]  十幾個人上課一起學習
[00:11:55.000 --> 00:11:56.200]  很開心
[00:11:56.200 --> 00:11:59.400]  但是下星期突然發現只剩下七個
[00:11:59.400 --> 00:12:00.800]  然後兩個告訴他
[00:12:00.800 --> 00:12:03.000]  下次我還是不來了
[00:12:03.000 --> 00:12:06.000]  突然間心裡很不開心
[00:12:06.000 --> 00:12:10.800]  有些時候服事的時候未必有果效
[00:12:10.800 --> 00:12:14.600]  是不是那個時候就可以不開心?
[00:12:14.600 --> 00:12:17.200]  這位牧者曾經跟我分享
[00:12:17.200 --> 00:12:21.600]  服事上帝神給我們有些果效
[00:12:21.600 --> 00:12:24.600]  但是那些果效只是bonus
[00:12:24.600 --> 00:12:26.200]  是花紅
[00:12:26.200 --> 00:12:29.200]  有時候有 有時候沒有
[00:12:29.200 --> 00:12:30.600]  如果沒有的時候
[00:12:30.600 --> 00:12:31.800]  最重要的仍然是
[00:12:31.800 --> 00:12:35.600]  你知道你按照主所託付給你的去做
[00:12:35.600 --> 00:12:37.400]  做完主所託付給你的
[00:12:37.400 --> 00:12:40.600]  你就可以開心了
[00:12:40.600 --> 00:12:42.200]  在這些提醒裡面
[00:12:42.200 --> 00:12:44.600]  我自己也體會到一些情況
[00:12:44.600 --> 00:12:50.400]  有時候會有某些成果牽動我自己的情緒
[00:12:50.400 --> 00:12:53.000]  有時候甚至會發覺那些成果
[00:12:53.000 --> 00:12:56.400]  會影響到我是否能夠快樂
[00:12:56.400 --> 00:12:57.600]  我跟大家分享
[00:12:57.600 --> 00:12:59.800]  大家都知道在我們教會
[00:12:59.800 --> 00:13:01.800]  神給我們很多恩典
[00:13:01.800 --> 00:13:04.600]  在過去十多二十年上帝給我們
[00:13:04.600 --> 00:13:07.000]  不斷有很多新受浸
[00:13:07.000 --> 00:13:08.200]  新信主的弟兄姐妹
[00:13:08.200 --> 00:13:10.400]  一路加入我們當中
[00:13:10.400 --> 00:13:12.600]  一路來敬拜神
[00:13:12.600 --> 00:13:15.600]  但是自從2013年開始
[00:13:15.600 --> 00:13:17.800]  可能有些弟兄姐妹會留意
[00:13:17.800 --> 00:13:22.800]  我們教會的人數的增長是停頓了
[00:13:22.800 --> 00:13:27.400]  2013年直到今天都是一樣
[00:13:27.400 --> 00:13:29.400]  我經常想這件事情
[00:13:29.400 --> 00:13:32.200]  究竟是什麼原因
[00:13:32.200 --> 00:13:34.400]  心裡面多了很多掛心
[00:13:34.400 --> 00:13:36.200]  教會有什麼事情
[00:13:36.200 --> 00:13:39.400]  是我們需要更加留心
[00:13:39.400 --> 00:13:41.400]  如何關心弟兄姐妹
[00:13:41.400 --> 00:13:44.600]  傳揚好福音
[00:13:44.600 --> 00:13:45.800]  在這個時候我都察覺自己
[00:13:45.800 --> 00:13:48.800]  快樂好像少了一點
[00:13:48.800 --> 00:13:50.200]  但是在這個過程裡面
[00:13:50.200 --> 00:13:52.600]  我開始問一個問題
[00:13:52.600 --> 00:13:55.800]  我是否因為有一些成果
[00:13:55.800 --> 00:13:58.200]  所以我忠心侍奉神
[00:13:58.200 --> 00:13:59.800]  如果沒有什麼成果
[00:13:59.800 --> 00:14:03.800]  就悲悲哀哀地來服侍神
[00:14:03.800 --> 00:14:05.800]  究竟我的喜樂
[00:14:05.800 --> 00:14:09.000]  是否在乎有沒有成果
[00:14:09.000 --> 00:14:11.200]  會不會我以這些成果
[00:14:11.200 --> 00:14:13.200]  變成了我的偶像
[00:14:13.200 --> 00:14:15.200]  去敬拜這些成果
[00:14:15.200 --> 00:14:18.600]  多於是去敬拜神
[00:14:18.600 --> 00:14:20.800]  一路來到思想這些事情的時候
[00:14:20.800 --> 00:14:23.800]  我很感謝神一直給我提醒
[00:14:23.800 --> 00:14:25.400]  我常常這段時間想著
[00:14:25.400 --> 00:14:27.400]  如何靠主喜樂
[00:14:27.400 --> 00:14:28.600]  所以大家都會留意到
[00:14:28.600 --> 00:14:30.000]  我有幾次提及
[00:14:30.000 --> 00:14:31.800]  靠主喜樂的事情
[00:14:31.800 --> 00:14:33.800]  而靠主喜樂不單只是靠著神
[00:14:33.800 --> 00:14:35.600]  給我們力量喜樂
[00:14:35.600 --> 00:14:38.200]  而是以祂的喜悅
[00:14:38.200 --> 00:14:40.200]  為我最大的喜樂
[00:14:40.200 --> 00:14:42.400]  只要知道是祂的喜悅
[00:14:42.400 --> 00:14:44.400]  我的心就可以快樂
[00:14:44.400 --> 00:14:46.600]  無論有成果還是沒有成果
[00:14:46.600 --> 00:14:48.800]  那個不最重要
[00:14:48.800 --> 00:14:50.000]  然後我就體會到
[00:14:50.000 --> 00:14:52.000]  上帝一直勉勵我的心
[00:14:52.000 --> 00:14:53.200]  去學習
[00:14:53.200 --> 00:14:56.200]  是真的以主喜悅
[00:14:56.200 --> 00:14:59.000]  為我的喜樂的原因
[00:14:59.000 --> 00:15:01.000]  但是當我再思想聖經的時候
[00:15:01.000 --> 00:15:03.000]  今天讀的經文當主提到
[00:15:03.000 --> 00:15:05.000]  祂說你們不要因為
[00:15:05.000 --> 00:15:08.800]  你鬼服了你們就歡喜
[00:15:08.800 --> 00:15:10.400]  更加要因為
[00:15:10.400 --> 00:15:14.400]  你的名字記錄在天上歡喜
[00:15:14.400 --> 00:15:16.400]  不是在地上
[00:15:16.400 --> 00:15:18.400]  在人的面前有什麼地位
[00:15:18.400 --> 00:15:19.800]  有什麼成就
[00:15:19.800 --> 00:15:22.400]  而是你的名字在天上
[00:15:22.400 --> 00:15:24.000]  或者說在上帝的面前
[00:15:24.000 --> 00:15:26.600]  有什麼位置
[00:15:26.600 --> 00:15:29.200]  那個更值得你歡喜
[00:15:29.200 --> 00:15:31.600]  而你知道當你領受了福音之後
[00:15:31.600 --> 00:15:33.600]  上帝已經將最寶貴的
[00:15:33.600 --> 00:15:34.600]  就是祂自己
[00:15:34.600 --> 00:15:37.000]  放在你的生命當中
[00:15:37.000 --> 00:15:39.400]  縱使一切都失去
[00:15:39.400 --> 00:15:41.200]  但你有主
[00:15:41.200 --> 00:15:43.600]  而且主不會離開你
[00:15:43.600 --> 00:15:45.200]  而且你會知道就是
[00:15:45.200 --> 00:15:47.600]  你會永遠在光明裡面
[00:15:47.600 --> 00:15:50.600]  你永遠會在歡樂的生活當中
[00:15:50.600 --> 00:15:52.200]  來活著
[00:15:52.200 --> 00:15:55.000]  因為這是舊恩的應許
[00:15:55.000 --> 00:15:57.400]  而正因為這一份舊恩
[00:15:57.400 --> 00:15:59.400]  就算你不能夠
[00:15:59.400 --> 00:16:02.400]  發揮神給你的權柄來侍奉
[00:16:02.400 --> 00:16:04.200]  產生什麼果效
[00:16:04.200 --> 00:16:06.400]  你仍然可以歡喜
[00:16:06.400 --> 00:16:09.200]  沒錯有這種經歷可以歡喜
[00:16:09.200 --> 00:16:11.000]  但更加要留意
[00:16:11.000 --> 00:16:15.800]  是因為你的名字在天上而歡喜
[00:16:15.800 --> 00:16:17.800]  這正正是你和我
[00:16:17.800 --> 00:16:20.400]  我們可以在神面前長久喜樂的
[00:16:20.400 --> 00:16:23.200]  一個真正的原因
[00:16:23.200 --> 00:16:24.400]  我們再看
[00:16:24.400 --> 00:16:25.400]  聖經裡面再看到
[00:16:25.400 --> 00:16:27.400]  不單止我們在舊恩裡面
[00:16:27.400 --> 00:16:29.000]  有真正喜樂
[00:16:29.000 --> 00:16:30.000]  然後我們發覺
[00:16:30.000 --> 00:16:32.200]  原來喜樂在軟弱的人身上
[00:16:32.200 --> 00:16:34.000]  更加可以領受
[00:16:34.000 --> 00:16:36.000]  更加可以經歷到
[00:16:36.000 --> 00:16:39.000]  在聖經二十一節再看
[00:16:39.000 --> 00:16:40.000]  聖經說
[00:16:40.000 --> 00:16:41.000]  「就在這時候
[00:16:41.000 --> 00:16:43.000]  耶穌因聖靈而歡樂說
[00:16:43.000 --> 00:16:46.000]  『父啊,天地的主,我讚美你
[00:16:46.000 --> 00:16:48.000]  因為你把這些事
[00:16:48.000 --> 00:16:51.000]  向智慧和聰明的人隱藏起來
[00:16:51.000 --> 00:16:53.000]  卻是英孩顯明
[00:16:53.000 --> 00:16:58.000]  父啊,是的,這就是你的美意』」
[00:16:58.000 --> 00:17:00.000]  就在這個時刻
[00:17:00.000 --> 00:17:03.000]  當主想到神的恩典的時候
[00:17:03.000 --> 00:17:04.000]  祂的心很歡樂
[00:17:04.000 --> 00:17:06.000]  聖經說到「在聖靈裡
[00:17:06.000 --> 00:17:08.000]  主耶穌歡樂起來」
[00:17:08.000 --> 00:17:11.000]  這個歡樂是說一種極度的歡樂
[00:17:11.000 --> 00:17:15.000]  是祂想到神如何憐憫這一群小子
[00:17:15.000 --> 00:17:17.000]  大家知道這七十二個人
[00:17:17.000 --> 00:17:20.000]  在當時來說是凡夫就職
[00:17:20.000 --> 00:17:23.000]  沒有什麼特別的社會地位
[00:17:23.000 --> 00:17:26.000]  但是他們經歷到神的能力
[00:17:26.000 --> 00:17:28.000]  在他們身上
[00:17:28.000 --> 00:17:30.000]  然後主為他們歡喜快樂
[00:17:30.000 --> 00:17:32.000]  弟兄姊妹
[00:17:32.000 --> 00:17:35.000]  有些時候你會經歷到
[00:17:35.000 --> 00:17:38.000]  就是突然間好像聖靈讓你想起
[00:17:38.000 --> 00:17:40.000]  很多過去的事情
[00:17:40.000 --> 00:17:42.000]  剛剛昨天惠弟兄說到
[00:17:42.000 --> 00:17:44.000]  他突然間有一段時間想起
[00:17:44.000 --> 00:17:46.000]  過去很多份工作所經歷的事情
[00:17:46.000 --> 00:17:48.000]  突然間一種很大的感動
[00:17:48.000 --> 00:17:50.000]  就是覺得很感恩
[00:17:50.000 --> 00:17:52.000]  神讓他經歷很多保守
[00:17:52.000 --> 00:17:54.000]  心裡面很快樂
[00:17:54.000 --> 00:17:56.000]  有些時候你會發覺
[00:17:56.000 --> 00:17:58.000]  聖靈會提醒你過去所經歷的事情
[00:17:58.000 --> 00:17:59.000]  一想起
[00:17:59.000 --> 00:18:00.000]  很感動
[00:18:00.000 --> 00:18:02.000]  甚至想流淚
[00:18:02.000 --> 00:18:05.000]  但是你又知道那種眼淚不是難過
[00:18:05.000 --> 00:18:07.000]  而是一種很開心
[00:18:07.000 --> 00:18:08.000]  很感恩
[00:18:08.000 --> 00:18:10.000]  很喜樂的一種眼淚
[00:18:10.000 --> 00:18:14.000]  而當中心裡面很想去讚美神
