
[00:00:00.000 --> 00:00:03.800]  我們今天特別思想到聖經的十誡
[00:02:02.640 --> 00:02:04.920]  當他青年的時候 他將這件事告訴我
[00:02:04.920 --> 00:02:11.200]  他說我很感謝我爸爸當時壓死我的色術
[00:02:11.200 --> 00:02:12.720]  當我聽到這個故事的時候
[00:02:12.720 --> 00:02:14.000]  我就體會到
[00:02:14.000 --> 00:02:17.480]  有些時候 一些責罰來到
[00:02:17.480 --> 00:02:20.360]  是因為我們之前不願意去聽
[00:02:20.360 --> 00:02:24.240]  所以這些勸告轉變成一種責罰
[00:02:24.240 --> 00:02:25.920]  而當人願意聽的時候
[00:02:25.920 --> 00:02:28.480]  責罰不一定會想到
[00:02:28.480 --> 00:02:30.160]  當我們說到十誡的時候
[00:02:30.160 --> 00:02:31.680]  我們可能會想到誡命
[00:02:31.680 --> 00:02:33.360]  是一些很嚴厲
[00:02:33.360 --> 00:02:34.640]  好像懲罰性
[00:02:34.640 --> 00:02:37.200]  給我們沒有自由的一些說話
[00:02:37.200 --> 00:02:38.760]  但是正所提的十誡
[00:02:38.760 --> 00:02:41.200]  原來的文字不是一個誡
[00:02:41.200 --> 00:02:43.880]  而是十句說話
[00:02:43.880 --> 00:02:45.920]  或者說十個字
[00:02:45.920 --> 00:02:47.400]  Decalogue
[00:02:47.400 --> 00:02:51.000]  這十個字裏面其實正是表示神對人的愛
[00:02:51.000 --> 00:02:56.480]  很想表達出對人的提醒、勸告、對人的愛
[00:02:56.480 --> 00:02:58.880]  但當人不願意聽的時候
[00:02:58.880 --> 00:03:04.480]  這十句說話成為了一個審判的基礎
[00:03:04.480 --> 00:03:05.960]  人不願意接受的時候
[00:03:05.960 --> 00:03:10.960]  這個誡命成為了神審判人一個原因
[00:03:10.960 --> 00:03:14.360]  因此神最初的原意不是要想審判
[00:03:14.360 --> 00:03:17.440]  而是想人能夠領受祂的慈愛
[00:03:17.440 --> 00:03:20.360]  能夠行在真道當中
[00:03:20.360 --> 00:03:22.040]  因此我們今天思想經文的時候
[00:03:22.040 --> 00:03:23.520]  我們帶著這樣的角度
[00:03:23.520 --> 00:03:25.480]  來了解神的心腸
[00:03:25.480 --> 00:03:27.120]  祂怎樣將神的誡命
[00:03:27.120 --> 00:03:29.480]  祂自己的誡命賜給人
[00:03:29.480 --> 00:03:31.680]  我們首先從幾個綜合的角度
[00:03:31.680 --> 00:03:33.480]  去看看這段經文
[00:03:33.480 --> 00:03:38.480]  大家先看第五章的第22節
[00:03:38.480 --> 00:03:41.200]  第五章第22節最後一節經文
[00:03:41.200 --> 00:03:43.280]  是這一版最後一節
[00:03:43.280 --> 00:03:45.520]  「這些話是耶和華在山上
[00:03:45.520 --> 00:03:47.680]  從火中、雲中、幽暗中
[00:03:47.680 --> 00:03:50.560]  大聲曉喻你們全會中的
[00:03:50.560 --> 00:03:52.920]  此外並沒有天別的話」
[00:03:52.920 --> 00:03:57.280]  祂就把這些話寫在兩塊石板上
[00:03:57.280 --> 00:04:01.360]  首先講的是祂非常重視
[00:04:01.360 --> 00:04:03.480]  祂所頒布的十誡
[00:04:03.480 --> 00:04:05.000]  我請大家攝轉轉經文
[00:04:05.000 --> 00:04:13.240]  來看前面的《出埃及記》第十九章
[00:04:13.240 --> 00:04:16.000]  《出埃及記》第十九章
[00:04:16.000 --> 00:04:24.640]  我們留心第十六節
[00:04:24.640 --> 00:04:26.200]  十九章第十六節
[00:04:26.200 --> 00:04:28.360]  當時神頒布十誡的時候
[00:04:28.360 --> 00:04:30.400]  山上的情景
[00:04:30.400 --> 00:04:31.680]  「到了第三天早晨
[00:04:31.680 --> 00:04:34.840]  在山上有雷光、閃電和蜜雲
[00:04:34.840 --> 00:04:36.560]  並且各星甚大
[00:04:36.560 --> 00:04:40.720]  營中的百姓盡都發戰
[00:04:40.720 --> 00:04:43.200]  摩西率領百姓出營迎接神
[00:04:43.200 --> 00:04:44.840]  都站在山下
[00:04:44.840 --> 00:04:47.000]  西內全山無煙
[00:04:47.000 --> 00:04:50.120]  因為耶和華在火中降於山上
[00:04:50.120 --> 00:04:53.000]  山的煙氣上騰如逍遙一般
[00:04:53.000 --> 00:04:55.440]  遍山大大地震動
[00:04:55.440 --> 00:04:57.480]  各星漸漸地高而又高
[00:04:57.480 --> 00:04:59.040]  摩西就說話
[00:04:59.040 --> 00:05:02.160]  神有聲音答應他」
[00:05:02.160 --> 00:05:04.760]  接著神和摩西講二十一節
[00:05:04.760 --> 00:05:07.080]  「你下去祝福百姓不可闖過來
[00:05:07.080 --> 00:05:08.800]  到我面前觀看
[00:05:08.800 --> 00:05:11.560]  恐怕他們有多人死亡
[00:05:11.560 --> 00:05:13.440]  又叫親近我的祭司致見
[00:05:13.440 --> 00:05:17.120]  恐怕我忽然出來擊殺他們」
[00:05:17.120 --> 00:05:18.960]  一路描寫整個處境
[00:05:18.960 --> 00:05:22.360]  是一個很叫人震驚的情景
[00:05:22.360 --> 00:05:24.560]  神並不是想去威嚇人
[00:05:24.560 --> 00:05:29.200]  而是讓人知道神是輕慢不得的
[00:05:29.200 --> 00:05:32.840]  人不可以輕率神所給人的說話
[00:05:32.840 --> 00:05:36.120]  神也知道祂本身是全然聖潔的
[00:05:36.120 --> 00:05:37.920]  人輕率到祂的面前
[00:05:37.920 --> 00:05:40.880]  不小心自結而接近神
[00:05:40.880 --> 00:05:44.080]  神的聖潔就將他擊殺
[00:05:44.080 --> 00:05:45.240]  因此神很愛他們
[00:05:45.240 --> 00:05:47.200]  提醒他們不要輕率
[00:05:47.200 --> 00:05:49.520]  不要隨便走到我面前
[00:05:49.520 --> 00:05:50.800]  如果神不是慈愛
[00:05:50.800 --> 00:05:54.360]  也不需要這樣事先提醒他們
[00:05:54.360 --> 00:05:56.040]  因此當眾他們很清楚知道
[00:05:56.040 --> 00:05:57.840]  神頒佈誡命的時候
[00:05:57.840 --> 00:06:00.640]  是極其重視這件事情
[00:06:00.640 --> 00:06:06.520]  大家回到新命紀
[00:06:06.520 --> 00:06:08.760]  聖經提到這十誡
[00:06:08.760 --> 00:06:12.440]  就刻在這兩塊石板上
[00:06:12.440 --> 00:06:16.120]  在經文的第五章到第十一章
[00:06:16.120 --> 00:06:19.360]  就將這十誡延伸的教訓
[00:06:19.360 --> 00:06:21.240]  一路講述出來
[00:06:21.240 --> 00:06:24.320]  但相信這些說話沒有寫在十誡上
[00:06:24.320 --> 00:06:27.200]  而只是這裡所列的十條誡命
[00:06:27.200 --> 00:06:29.800]  寫在兩塊石板上
[00:06:29.800 --> 00:06:30.800]  我相信大家也記得
[00:06:30.800 --> 00:06:34.800]  聖經提到神用甚麼寫在十誡
[00:06:34.800 --> 00:06:37.800]  寫十誡在石板上
[00:06:37.800 --> 00:06:40.360]  聖經說是用祂的指頭
[00:06:40.360 --> 00:06:42.160]  當然神的靈
[00:06:42.160 --> 00:06:46.080]  這個指頭未必一定真的有手指的形狀寫出來
[00:06:46.080 --> 00:06:47.920]  但有一個意思就是
[00:06:47.920 --> 00:06:49.120]  神是清楚表示
[00:06:49.120 --> 00:06:52.400]  十誡是祂親自賜予人的
[00:06:52.400 --> 00:06:55.360]  是祂親自造成的
[00:06:55.360 --> 00:06:57.800]  是祂極其重視的一件事情
[00:06:57.800 --> 00:06:58.640]  因此聖經就說
[00:06:58.640 --> 00:07:02.720]  神用指頭寫上這十誡
[00:07:02.720 --> 00:07:06.440]  聖經說十誡之外沒有天別的說話
[00:07:06.440 --> 00:07:08.160]  在剛才二十二節所講
[00:07:08.160 --> 00:07:09.920]  沒有天別的說話
[00:07:09.920 --> 00:07:13.360]  也意味著這是最核心的部分
[00:07:13.360 --> 00:07:16.040]  是有人特別留意的
[00:07:16.040 --> 00:07:17.760]  如果大家記得當主耶穌在
[00:07:17.760 --> 00:07:20.800]  馬來西亞第五章有八福
[00:07:20.800 --> 00:07:23.360]  在八福之後有登山補訓
[00:07:23.360 --> 00:07:25.160]  第五章到第七章
[00:07:25.160 --> 00:07:26.400]  好像這裡的情況
[00:07:26.400 --> 00:07:28.960]  先將主耶穌的說話
[00:07:28.960 --> 00:07:33.160]  一個綱要、一個核心部分說了出來
[00:07:33.160 --> 00:07:35.120]  然後在接下來的登山補訓
[00:07:35.120 --> 00:07:39.160]  就一點一點地延伸地去賢釋
[00:07:39.160 --> 00:07:40.920]  而正如這樣的情況
[00:07:40.920 --> 00:07:44.600]  十誡清楚將神的意思講述出來
[00:07:44.600 --> 00:07:47.200]  然後一步步地去解釋
[00:07:47.200 --> 00:07:48.080]  因此在聖經裏面
[00:07:48.080 --> 00:07:50.720]  說到這十誡是極其重視的
[00:07:50.720 --> 00:07:53.600]  當後來摩西接受了十誡之後
[00:07:53.600 --> 00:07:57.360]  他將這兩塊法板放在哪裏呢?
[00:07:57.360 --> 00:08:00.480]  放在藥櫃裏面
[00:08:00.480 --> 00:08:03.680]  藥櫃正是代表著神的同在
[00:08:03.680 --> 00:08:05.760]  在神同在的地方
[00:08:05.760 --> 00:08:08.720]  神將祂的說話保藏著
[00:08:08.720 --> 00:08:11.560]  保護著在一個重要的位置
[00:08:11.560 --> 00:08:15.000]  要人重視祂自己的說話
[00:08:15.000 --> 00:08:16.200]  大家可能會留意到
[00:08:16.200 --> 00:08:17.840]  在聖經啟示錄第十一章
[00:08:17.840 --> 00:08:24.200]  就提到當七個天使吹號完畢
[00:08:24.200 --> 00:08:26.240]  在聖經啟示錄第十一章就提到
[00:08:26.240 --> 00:08:29.400]  當時神的電門就開了
[00:08:29.400 --> 00:08:30.920]  一打開的時候
[00:08:30.920 --> 00:08:34.720]  人就見到藥櫃
[00:08:34.720 --> 00:08:36.840]  藥櫃在那個時候重新出現
[00:08:36.840 --> 00:08:40.320]  也都清楚表示著神與人同在
[00:08:40.320 --> 00:08:45.480]  也都清楚表示神的說話的重要性
[00:08:45.480 --> 00:08:46.360]  在這些經文裏面
[00:08:46.360 --> 00:08:49.760]  我們看到神很重視祂的十誡
[00:08:49.760 --> 00:08:54.640]  而你和我也都應該很重視這十條誡命
[00:08:54.640 --> 00:08:55.680]  在今天的美國
[00:08:55.680 --> 00:08:58.320]  大家可能會聽到消息
[00:08:58.320 --> 00:09:01.000]  在法院的門口
[00:09:01.000 --> 00:09:05.080]  他們過去是將一些大的石碑
[00:09:05.080 --> 00:09:07.760]  刻了十條誡命在那裏
[00:09:07.760 --> 00:09:09.920]  但是其中一處的地方
[00:09:09.920 --> 00:09:12.760]  這十誡已經被人否定了
[00:09:12.760 --> 00:09:15.800]  不應該放在法院的外面
[00:09:15.800 --> 00:09:18.240]  他們不再覺得神的誡命
[00:09:18.240 --> 00:09:21.680]  是應該成為他們法律的基礎
[00:09:21.680 --> 00:09:26.600]  今天英國時代已經慢慢將十誡放淡
[00:09:26.600 --> 00:09:29.280]  到一個被忽視的地步
[00:09:29.280 --> 00:09:30.720]  第二方面我們再看
[00:09:30.720 --> 00:09:31.480]  在聖經裏面提到
[00:09:31.480 --> 00:09:33.240]  神賜給他們這十句說話
[00:09:33.240 --> 00:09:34.840]  是叫他們領受神的愛
[00:09:34.840 --> 00:09:38.360]  以及繼續保存自己在神的愛當中
[00:09:38.360 --> 00:09:43.480]  大家看第五章第六節
[00:09:43.480 --> 00:09:45.400]  第六節:「我是耶和華,你的神
[00:09:45.400 --> 00:09:49.920]  曾將你從埃及地遺牢之家領出來」
[00:09:49.920 --> 00:09:53.440]  第七節就講到十誡的內容
[00:09:53.440 --> 00:09:54.760]  在頒布十誡之前
[00:09:54.760 --> 00:09:56.680]  神首先提醒你們
[00:09:56.680 --> 00:10:02.600]  不要忘記是我將你們從遺牢的地方釋放出來
[00:10:02.600 --> 00:10:05.960]  或者說不要忘記我愛你們
[00:10:05.960 --> 00:10:07.440]  釋放你們
[00:10:07.440 --> 00:10:09.920]  保守你們到今天
[00:10:09.920 --> 00:10:15.080]  這個牢記是極其重要的
[00:10:15.080 --> 00:10:17.680]  不要忘記接下來的誡命
[00:10:17.680 --> 00:10:19.480]  也是因為神的愛
[00:10:19.480 --> 00:10:22.600]  所以賜給你們
[00:10:22.600 --> 00:10:25.240]  有一班朋友他們去學一種玩意
[00:10:25.240 --> 00:10:29.120]  就是學玩降落傘
[00:10:29.120 --> 00:10:31.000]  當他們預備學習的時候
[00:10:31.000 --> 00:10:34.360]  老師就一直教他們有關基本的功夫
[00:10:34.360 --> 00:10:36.680]  怎樣去扎那個降落傘
[00:10:36.680 --> 00:10:38.560]  怎樣去帶緊
[00:10:38.560 --> 00:10:40.400]  不會鬆脫出來
[00:10:40.400 --> 00:10:41.520]  在空中的時候
[00:10:41.520 --> 00:10:43.400]  什麼時候要拔繩子
[00:10:43.400 --> 00:10:44.920]  就不會太遲
[00:10:44.920 --> 00:10:46.680]  一遲了跌到地上
[00:10:46.680 --> 00:10:48.160]  就連命都沒有了
[00:10:48.160 --> 00:10:50.720]  一直講很多很多的守則
[00:10:50.720 --> 00:10:53.640]  其中一個學員突然就說
[00:10:53.640 --> 00:10:55.440]  他說教練啊
[00:10:55.440 --> 00:10:57.560]  這些步驟很麻煩
[00:10:57.560 --> 00:10:58.760]  這麼複雜
[00:10:58.760 --> 00:11:03.480]  我可不可以不帶那個降落傘下來
[00:11:03.480 --> 00:11:05.720]  可不可以
[00:11:05.720 --> 00:11:06.680]  當然沒有降落傘
[00:11:06.680 --> 00:11:08.520]  好像更加的自由
[00:11:08.520 --> 00:11:10.920]  在空中漂浮
[00:11:10.920 --> 00:11:15.840]  但是這個自由最終帶來的是死亡
[00:11:15.840 --> 00:11:20.080]  人以為沒有一切的一切的規條
[00:11:20.080 --> 00:11:22.200]  就叫他更自由
[00:11:22.200 --> 00:11:25.440]  其實帶來的是死亡
[00:11:25.440 --> 00:11:28.640]  當神將自由給人的時候
[00:11:28.640 --> 00:11:35.200]  同時知道人需要神給我們的引導、指引
[00:11:35.200 --> 00:11:38.200]  以至我們能夠常在他的自由當中
[00:11:38.200 --> 00:11:40.400]  而不至於死亡
[00:11:40.400 --> 00:11:41.880]  神給人十誡
[00:11:41.880 --> 00:11:44.760]  絕對因為神要愛人
[00:11:44.760 --> 00:11:46.920]  不是要規管這麼簡單
[00:11:46.920 --> 00:11:50.040]  絕對不是捆綁
[00:11:50.040 --> 00:11:52.240]  而是將愛顯明出來
[00:11:52.240 --> 00:11:55.560]  而神也都期望人回應他的十誡
[00:11:55.560 --> 00:11:57.160]  是以愛去回應
[00:11:57.160 --> 00:12:00.080]  帶著愛神、愛人的心來回應
[00:12:00.080 --> 00:12:01.920]  正如我們過去讀的今句
[00:12:01.920 --> 00:12:07.680]  誡命的總綱就是愛神、愛人這兩方面
[00:12:07.680 --> 00:12:08.680]  我們再看另一方面
[00:12:08.680 --> 00:12:13.920]  我們看到神揀選這班以色列人成為他的子民
[00:12:13.920 --> 00:12:16.960]  要他們不再做奴僕
[00:12:16.960 --> 00:12:22.040]  是因為他們曾經在埃及地成為奴僕
[00:12:22.040 --> 00:12:23.400]  因此我們試下留心下
[00:12:23.400 --> 00:12:25.200]  下面的十條誡命
[00:12:25.200 --> 00:12:31.280]  其實都是要幫他們遠離過去的奴僕的狀態
[00:12:31.280 --> 00:12:35.120]  在第一屆第七節提到
[00:12:35.120 --> 00:12:36.280]  不可以有別的神
[00:12:36.280 --> 00:12:39.200]  第二屆提到不可以挑剔偶像
[00:12:39.200 --> 00:12:40.280]  大家記得
[00:12:40.280 --> 00:12:42.520]  以色列人在迦南地的時候
[00:12:42.520 --> 00:12:44.880]  他們敬拜很多的假神
[00:12:44.880 --> 00:12:47.040]  很多的偶像
[00:12:47.040 --> 00:12:51.520]  所以神將他們從埃及地釋放出來之後
[00:12:51.520 --> 00:12:55.480]  三個月在西乃山頒佈十誡
[00:12:55.480 --> 00:13:00.040]  是要他們不再進入奴隸的狀況
[00:13:00.040 --> 00:13:00.640]  沒錯
[00:13:00.640 --> 00:13:04.360]  出了埃及仍然可以成為奴僕
[00:13:04.360 --> 00:13:07.480]  出了埃及如果沒有改變他們的生命狀況
[00:13:07.480 --> 00:13:09.280]  他們仍然是奴僕
[00:13:09.280 --> 00:13:10.960]  這一神第一句說話
[00:13:10.960 --> 00:13:13.960]  你們不可以有其他的假神
[00:13:13.960 --> 00:13:16.160]  我之外沒有其他的神
[00:13:16.160 --> 00:13:18.840]  是對應著他們過去拜偶像
[00:13:18.840 --> 00:13:20.520]  拜假神的情況
[00:13:20.520 --> 00:13:22.600]  要他們釋放出來
[00:13:22.600 --> 00:13:25.560]  你再看回第四屆提到
[00:13:25.560 --> 00:13:28.320]  要守安息日
[00:13:28.320 --> 00:13:32.840]  以色列人在埃及地方
[00:13:32.840 --> 00:13:35.080]  他們做甚麼?
[00:13:35.080 --> 00:13:36.960]  做苦工
[00:13:36.960 --> 00:13:38.840]  他們被人剝削
[00:13:38.840 --> 00:13:39.920]  他們沒有自由
[00:13:39.920 --> 00:13:40.960]  不要說有假期
[00:13:40.960 --> 00:13:42.600]  不要說有休息
[00:13:42.600 --> 00:13:43.760]  但神提醒他們
[00:13:43.760 --> 00:13:46.640]  你們要尊重生命
[00:13:46.640 --> 00:13:49.520]  是我將工作能力賜給你們
[00:13:49.520 --> 00:13:52.200]  你們不要去剝削人
[00:13:52.200 --> 00:13:54.240]  又被剝削的情況
[00:13:54.240 --> 00:13:56.840]  自己剝削自己的情況
[00:13:56.840 --> 00:13:59.200]  因此提到要守安息日
[00:13:59.200 --> 00:14:01.840]  然後又提到你們要去敬愛
[00:14:01.840 --> 00:14:03.880]  孝敬你們的父母
[00:14:03.880 --> 00:14:09.440]  在聖經的第十六節提到
[00:14:09.440 --> 00:14:10.800]  在當時埃及地
[00:14:10.800 --> 00:14:13.000]  他們忽視了家庭
[00:14:13.000 --> 00:14:14.840]  不理會家庭的情況
[00:14:14.840 --> 00:14:18.200]  所以神就吩咐他們要孝敬父母
[00:14:18.200 --> 00:14:21.040]  然後去到第十八節
[00:14:21.040 --> 00:14:22.920]  提及到不可姦淫
[00:14:22.920 --> 00:14:25.720]  要求他們夫婦之間有忠貞
[00:14:25.720 --> 00:14:29.640]  因為埃及地沒有這些忠貞的教導
[00:14:29.640 --> 00:14:32.560]  去到最後第九節、第十節
[00:14:32.560 --> 00:14:35.640]  要除去不義的事情
[00:14:35.640 --> 00:14:38.080]  不要作假見證任何人
[00:14:38.080 --> 00:14:41.120]  在埃及地太多不公不義的事情
[00:14:41.120 --> 00:14:43.360]  神將第九節賜給他們
[00:14:43.360 --> 00:14:46.520]  第十節提到你們要小心
[00:14:46.520 --> 00:14:48.920]  不要有貪戀
[00:14:48.920 --> 00:14:52.040]  不要有貪圖人的房屋
[00:14:52.040 --> 00:14:53.600]  不單單行為
[00:14:53.600 --> 00:14:56.640]  更加是你們自己的意念
[00:14:56.640 --> 00:14:59.280]  你的意欲
[00:14:59.280 --> 00:15:01.840]  將這些意念除去
[00:15:01.840 --> 00:15:03.280]  當講完十誡之後
[00:15:03.280 --> 00:15:05.600]  其實思想到不單單行為的事情
[00:15:05.600 --> 00:15:08.360]  更加是心靈裏面的意欲
[00:15:08.360 --> 00:15:12.200]  提醒他們不要這樣做
[00:15:12.200 --> 00:15:13.920]  大家可能會想起聖經
[00:15:13.920 --> 00:15:16.320]  加勒提書第五章
[00:15:16.320 --> 00:15:18.240]  第一節提到
[00:15:18.240 --> 00:15:21.560]  「弟兄姊妹,基督耶穌釋放了我們
[00:15:21.560 --> 00:15:24.840]  叫我們得以自由
[00:15:24.840 --> 00:15:29.280]  所以要站立得穩
[00:15:29.280 --> 00:15:33.880]  不要再被奴僕的欺騙來脅制我們」
[00:15:33.880 --> 00:15:38.160]  弟兄提醒我們得了自由之後要留心
[00:15:38.160 --> 00:15:41.320]  要保守自己在神的自由當中
[00:15:41.320 --> 00:15:44.960]  不要再進入這些罪的奴僕的欺騙裏面
[00:15:44.960 --> 00:15:47.680]  這些控制的裏面
[00:15:47.680 --> 00:15:50.280]  弟兄接著在五章又提到
[00:15:50.280 --> 00:15:51.520]  大家不用翻了
[00:15:51.520 --> 00:15:53.760]  加勒提書第五章十三節
[00:15:53.760 --> 00:15:57.280]  聖經說你們不要將自由
[00:15:57.280 --> 00:15:59.720]  當作放縱的機會
[00:15:59.720 --> 00:16:02.240]  放縱情慾的機會
[00:16:02.240 --> 00:16:05.480]  自由不是要放縱情慾的
[00:16:05.480 --> 00:16:10.720]  而是叫你們用愛心彼此服侍
[00:16:10.720 --> 00:16:16.080]  聖經的服侍字眼是彼此作奴僕
[00:16:16.080 --> 00:16:19.200]  是帶著愛心自由的
[00:16:19.200 --> 00:16:21.320]  去作別人的奴僕
[00:16:21.320 --> 00:16:23.680]  自由的去服侍別人
[00:16:23.680 --> 00:16:28.320]  這正是你用自由的一個重要的方向
[00:16:28.320 --> 00:16:31.280]  因此當時聖經給舊約的人
[00:16:31.280 --> 00:16:33.760]  以色列人的十戒
[00:16:33.760 --> 00:16:36.560]  是清楚讓他們知道不要再做奴僕
[00:16:36.560 --> 00:16:39.440]  你要出來成為神的子民
[00:16:39.440 --> 00:16:42.600]  在神面前享受神給我們的自由
[00:16:42.600 --> 00:16:44.040]  而今天你和我
[00:16:44.040 --> 00:16:49.560]  亦領受這個勉勵和提醒
[00:16:49.560 --> 00:16:52.160]  我們接著大家試著一齊思想
[00:16:52.160 --> 00:16:53.800]  這十戒的經文
[00:16:53.800 --> 00:16:57.800]  我們簡單地來看看這十戒的內容
[00:16:57.800 --> 00:17:00.400]  在第七節
[00:17:00.400 --> 00:17:02.840]  聖經說第一戒
[00:17:02.840 --> 00:17:04.160]  除了我以外
[00:17:04.160 --> 00:17:07.160]  你不可有別的神
[00:17:07.160 --> 00:17:10.040]  神是獨一的神
[00:17:10.040 --> 00:17:12.520]  因此除了耶和華上帝之外
[00:17:12.520 --> 00:17:15.360]  不可以有其他的神
[00:17:15.360 --> 00:17:18.240]  但你發覺這個社會常常會告訴我們
[00:17:18.240 --> 00:17:20.600]  我們這個社會是多元化社會
[00:17:20.600 --> 00:17:23.280]  你們教徒常常說你的神是獨一的
[00:17:23.280 --> 00:17:25.280]  你們很霸道
[00:17:25.280 --> 00:17:26.880]  不知道有沒有人告訴你
[00:17:26.880 --> 00:17:29.120]  說你很霸道
[00:17:29.120 --> 00:17:33.600]  有人曾經跟我說你們教徒很霸道
[00:17:33.600 --> 00:17:35.200]  但我心裡會想
[00:17:35.200 --> 00:17:37.640]  如果有很多位神
[00:17:37.640 --> 00:17:39.720]  因為我們對神的觀念就是
[00:17:39.720 --> 00:17:42.640]  神應該有絕對的主權
[00:17:42.640 --> 00:17:45.760]  祂不需要受別人的指派控制
[00:17:45.760 --> 00:17:48.480]  不需要別人去指教祂做什麼事情
[00:17:48.480 --> 00:17:51.280]  祂完全有完全的知識
[00:17:51.280 --> 00:17:53.600]  絕對的主權
[00:17:53.600 --> 00:17:56.040]  但怎麼可能有幾位神
[00:17:56.040 --> 00:17:59.880]  同時有絕對的主權
[00:17:59.880 --> 00:18:02.800]  在理性上我們是無法通過這件事情的
[00:18:02.800 --> 00:18:03.920]  而聖經上
[00:18:03.920 --> 00:18:07.840]  因為上帝清楚地宣告祂是獨一的神
[00:18:07.840 --> 00:18:10.080]  大家看一看聖經的舊約
[00:18:10.080 --> 00:18:17.880]  以賽亞書第四十三章
[00:18:17.880 --> 00:18:21.320]  以賽亞書第四十三章
[00:18:21.320 --> 00:18:23.960]  其中的第十一節
[00:18:23.960 --> 00:18:31.120]  聖經七百九十二頁
[00:18:31.120 --> 00:18:32.840]  以賽亞書第四十三章
[00:18:32.840 --> 00:18:35.400]  第十一節開始
[00:18:35.400 --> 00:18:37.600]  神說:唯有我是耶和華
[00:18:37.600 --> 00:18:40.840]  除了我以外沒有救主
[00:18:40.840 --> 00:18:44.520]  我曾指示、我曾請救、我曾說明
[00:18:44.520 --> 00:18:47.680]  並且在你們中間沒有別神
[00:18:47.680 --> 00:18:50.160]  所以耶和華說:你們是我的見證
[00:18:50.160 --> 00:18:52.120]  我也是神
[00:18:52.120 --> 00:18:53.560]  自從有日子以來
[00:18:53.560 --> 00:18:55.280]  我就是神
[00:18:55.280 --> 00:18:58.400]  誰也不能救人脫離我手
[00:18:58.400 --> 00:19:02.840]  我要行事誰能阻止呢?
[00:19:02.840 --> 00:19:05.640]  在聖經多處的經文
[00:19:05.640 --> 00:19:09.400]  神都是清楚地宣告祂是獨一的神
[00:19:09.400 --> 00:19:10.600]  不是祂要霸道
[00:19:10.600 --> 00:19:15.640]  而是祂知道人不能單單來敬拜祂的時候
[00:19:15.640 --> 00:19:19.400]  人就失去了神要給我們的恩惠
[00:19:19.400 --> 00:19:23.640]  而祂就這樣來勉勵我們、提醒我們
[00:19:23.640 --> 00:19:25.720]  到了第二屆的時候
[00:19:25.720 --> 00:19:29.120]  聖經說:不可為自己挑剔偶像
[00:19:29.120 --> 00:19:31.320]  也不可做什麼形象
[00:19:31.320 --> 00:19:34.400]  仿佛上天下地和地底下水中的白物
[00:19:34.400 --> 00:19:35.720]  一直這樣說
[00:19:35.720 --> 00:19:38.440]  而到了第九節聖經中間說
