
[00:00:00.000 --> 00:00:02.000]  我們今天的題目
[00:01:31.000 --> 00:01:32.000]  祂有立場
[00:01:32.000 --> 00:01:33.000]  有標準
[00:01:33.000 --> 00:01:36.000]  這個是我們的主一開始的時候
[00:01:36.000 --> 00:01:38.000]  所表現出祂的角度
[00:01:38.000 --> 00:01:40.000]  果然一開始說的時候
[00:01:40.000 --> 00:01:42.000]  我們看到推也推拉教會
[00:01:42.000 --> 00:01:44.000]  在這種這樣的角度下
[00:01:44.000 --> 00:01:47.000]  我們主對祂有評價
[00:01:47.000 --> 00:01:50.000]  評價裡面有欣賞
[00:01:50.000 --> 00:01:51.000]  其實老實說
[00:01:51.000 --> 00:01:53.000]  如果你比較這七封信裡面
[00:01:53.000 --> 00:01:56.000]  推也推拉教會主的欣賞
[00:01:56.000 --> 00:01:57.000]  是最長的
[00:01:57.000 --> 00:01:59.000]  祂有愛心
[00:01:59.000 --> 00:02:01.000]  祂有信心
[00:02:01.000 --> 00:02:02.000]  祂服侍
[00:02:02.000 --> 00:02:04.000]  祂忍耐四樣東西
[00:02:04.000 --> 00:02:08.000]  很多被主讚賞的教會
[00:02:08.000 --> 00:02:09.000]  都沒有這麼多
[00:02:09.000 --> 00:02:11.000]  譬如說這個士美娜的教會
[00:02:11.000 --> 00:02:14.000]  就差不多沒有失敗
[00:02:14.000 --> 00:02:15.000]  沒有弱點
[00:02:15.000 --> 00:02:16.000]  祂說出來
[00:02:16.000 --> 00:02:17.000]  但祂只不過是說過
[00:02:17.000 --> 00:02:18.000]  祂患難
[00:02:18.000 --> 00:02:20.000]  和祂忍耐至死忠心
[00:02:20.000 --> 00:02:22.000]  兩句話
[00:02:22.000 --> 00:02:24.000]  所以推也推拉教會
[00:02:24.000 --> 00:02:27.000]  在評價裡面相當高
[00:02:27.000 --> 00:02:28.000]  不過我們要看見
[00:02:28.000 --> 00:02:29.000]  很重要
[00:02:29.000 --> 00:02:32.000]  然而我們的主仍然有二十字
[00:02:32.000 --> 00:02:34.000]  有長處
[00:02:34.000 --> 00:02:35.000]  有欣賞
[00:02:35.000 --> 00:02:38.000]  但不等於不需要責備
[00:02:38.000 --> 00:02:40.000]  這個就是我們的神
[00:02:40.000 --> 00:02:43.000]  我們的主那種特色
[00:02:43.000 --> 00:02:45.000]  祂看得很清楚
[00:02:45.000 --> 00:02:47.000]  人有時候因為見到一個人好
[00:02:47.000 --> 00:02:48.000]  所以就無所謂
[00:02:48.000 --> 00:02:50.000]  他有些弱點就算了
[00:02:50.000 --> 00:02:51.000]  不說了
[00:02:51.000 --> 00:02:54.000]  有時候我們對一個人覺得他不好
[00:02:54.000 --> 00:02:55.000]  看見很多的弱點
[00:02:55.000 --> 00:02:57.000]  又忘記了他有長處
[00:02:57.000 --> 00:02:58.000]  我們主不是
[00:02:58.000 --> 00:02:59.000]  祂有責備
[00:02:59.000 --> 00:03:01.000]  有一個很嚴厲的責備
[00:03:01.000 --> 00:03:02.000]  然後祂說
[00:03:02.000 --> 00:03:03.000]  因為你們怎樣呢
[00:03:03.000 --> 00:03:06.000]  你們是容許容讓那個
[00:03:06.000 --> 00:03:09.000]  假的先知耶駒別在你們當中
[00:03:09.000 --> 00:03:12.000]  然後如果大家記得我上一個月
[00:03:12.000 --> 00:03:13.000]  和大家說這個
[00:03:13.000 --> 00:03:15.000]  所多瑪俄摩拉的時候
[00:03:15.000 --> 00:03:16.000]  都提到說
[00:03:16.000 --> 00:03:18.000]  有墮落的階梯
[00:03:18.000 --> 00:03:19.000]  墮落一條路
[00:03:19.000 --> 00:03:21.000]  在這裡同樣都是一樣
[00:03:21.000 --> 00:03:23.000]  他說第20節那裡說
[00:03:23.000 --> 00:03:26.000]  首先你容讓了錯誤在這裡
[00:03:26.000 --> 00:03:29.000]  容讓了這個假先知耶駒別在這裡
[00:03:29.000 --> 00:03:31.000]  然後他就引誘
[00:03:31.000 --> 00:03:33.000]  你容讓他在這裡
[00:03:33.000 --> 00:03:34.000]  他就會發展他的勢力
[00:03:34.000 --> 00:03:37.000]  就引誘其他的人去支持他的看法
[00:03:37.000 --> 00:03:38.000]  而引誘之後
[00:03:38.000 --> 00:03:41.000]  第27節就有些人會跟了他
[00:03:41.000 --> 00:03:43.000]  容讓引誘就抓了他
[00:03:43.000 --> 00:03:44.000]  抓了他就會跟他
[00:03:44.000 --> 00:03:46.000]  於是整個教會
[00:03:46.000 --> 00:03:49.000]  落入很大的挫敗當中
[00:03:49.000 --> 00:03:50.000]  挫失當中
[00:03:50.000 --> 00:03:53.000]  而且神非常之嚴厲
[00:03:53.000 --> 00:03:54.000]  他說他這種淫行
[00:03:54.000 --> 00:03:56.000]  他這種偶像
[00:03:56.000 --> 00:03:57.000]  為什麼呢
[00:03:57.000 --> 00:03:59.000]  首先我們說
[00:03:59.000 --> 00:04:00.000]  耶駒別是誰
[00:04:00.000 --> 00:04:01.000]  我們就不是很知道
[00:04:01.000 --> 00:04:03.000]  因為沒有歷史的記載
[00:04:03.000 --> 00:04:04.000]  但是我們都知道
[00:04:04.000 --> 00:04:05.000]  耶駒別是舊約裡面
[00:04:05.000 --> 00:04:07.000]  一個很出名的女人
[00:04:07.000 --> 00:04:08.000]  特別壞的
[00:04:08.000 --> 00:04:11.000]  因為她是阿哈王的太太
[00:04:11.000 --> 00:04:15.000]  她就將那些異教偶像淫亂
[00:04:15.000 --> 00:04:17.000]  引入以色列國
[00:04:17.000 --> 00:04:19.000]  令整個國家墮落
[00:04:19.000 --> 00:04:20.000]  這個就叫耶駒別
[00:04:20.000 --> 00:04:21.000]  所以那個女人
[00:04:21.000 --> 00:04:23.000]  真名不是叫耶駒別
[00:04:23.000 --> 00:04:25.000]  沒有人叫自己的女兒
[00:04:25.000 --> 00:04:27.000]  做耶駒別這麼蠢
[00:04:27.000 --> 00:04:30.000]  你姓潘都不會改你女兒的名字
[00:04:30.000 --> 00:04:33.000]  叫潘金蓮
[00:04:33.000 --> 00:04:34.000]  姓秦都不會改你兒子的名字
[00:04:34.000 --> 00:04:36.000]  叫秦檜
[00:04:36.000 --> 00:04:37.000]  沒有人這麼糊塗
[00:04:37.000 --> 00:04:39.000]  所以這個肯定不是
[00:04:39.000 --> 00:04:40.000]  不是她真名
[00:04:40.000 --> 00:04:42.000]  不過聖經那裡說
[00:04:42.000 --> 00:04:44.000]  宗教會都知道的
[00:04:44.000 --> 00:04:45.000]  23節
[00:04:45.000 --> 00:04:46.000]  所以這個人很出名
[00:04:46.000 --> 00:04:49.000]  但為什麼會容讓她呢
[00:04:49.000 --> 00:04:51.000]  一間教會為什麼呢
[00:04:51.000 --> 00:04:52.000]  可能是因為這個人
[00:04:52.000 --> 00:04:54.000]  她有很多長處
[00:04:54.000 --> 00:04:56.000]  可能說話很好聽
[00:04:56.000 --> 00:04:59.000]  可能教主有很多人去
[00:04:59.000 --> 00:05:01.000]  可能她有其他長處
[00:05:01.000 --> 00:05:03.000]  所以教會就容讓她
[00:05:03.000 --> 00:05:05.000]  算了算了這樣
[00:05:05.000 --> 00:05:08.000]  而且有一個很大的陷阱
[00:05:08.000 --> 00:05:11.000]  很多時候一個人或者一間教會
[00:05:11.000 --> 00:05:14.000]  她的長處也是她的弱點
[00:05:14.000 --> 00:05:17.000]  你看看我們主所寫的幾封信裡面
[00:05:17.000 --> 00:05:18.000]  以弗所教會
[00:05:18.000 --> 00:05:21.000]  以弗所教會就是一個戰鬥型的教會
[00:05:21.000 --> 00:05:22.000]  她很真
[00:05:22.000 --> 00:05:23.000]  你抓得很緊
[00:05:23.000 --> 00:05:25.000]  很精明的
[00:05:25.000 --> 00:05:26.000]  她能夠揭穿那些假信徒
[00:05:26.000 --> 00:05:30.000]  不過結果就是失去了起初的愛心
[00:05:30.000 --> 00:05:32.000]  這間教會推瓦推拉
[00:05:32.000 --> 00:05:34.000]  就很有愛心的
[00:05:34.000 --> 00:05:36.000]  很忍耐的
[00:05:36.000 --> 00:05:38.000]  不過就容讓這些錯誤
[00:05:38.000 --> 00:05:41.000]  在他們教會裡面繼續存在
[00:05:41.000 --> 00:05:44.000]  以致產生很大的後果
[00:05:44.000 --> 00:05:45.000]  其實很嚴厲
[00:05:45.000 --> 00:05:46.000]  剛才我們說
[00:05:46.000 --> 00:05:47.000]  他說如果你這樣的話
[00:05:47.000 --> 00:05:50.000]  你看看這個人和跟隨他的人
[00:05:50.000 --> 00:05:52.000]  就會自食其果的
[00:05:52.000 --> 00:05:57.000]  他會將他們的錯誤
[00:05:57.000 --> 00:06:00.000]  成為他們的懲罰
[00:06:00.000 --> 00:06:01.000]  有一句話
[00:06:01.000 --> 00:06:02.000]  很多人都不明白
[00:06:02.000 --> 00:06:03.000]  23節那裡說
[00:06:03.000 --> 00:06:05.000]  要死亡擊殺他們的兒女
[00:06:05.000 --> 00:06:07.000]  大部分的學者都不相信
[00:06:07.000 --> 00:06:10.000]  這句話是自免的意思
[00:06:10.000 --> 00:06:12.000]  兒女是他們的跟隨者
[00:06:12.000 --> 00:06:14.000]  擊殺也不一定要殺
[00:06:14.000 --> 00:06:16.000]  不過恐怕是神說
[00:06:16.000 --> 00:06:19.000]  我要和他的關係斷絕
[00:06:19.000 --> 00:06:21.000]  如果你淫行的話
[00:06:21.000 --> 00:06:22.000]  他就有一天大患難
[00:06:22.000 --> 00:06:25.000]  在床上可能是因為這樣的緣故
[00:06:25.000 --> 00:06:26.000]  他有病
[00:06:26.000 --> 00:06:27.000]  性病之類
[00:06:27.000 --> 00:06:31.000]  是他自己所犯罪所帶來的結果
[00:06:31.000 --> 00:06:32.000]  無論如何
[00:06:32.000 --> 00:06:33.000]  很嚴厲
[00:06:33.000 --> 00:06:36.000]  一間上帝很欣賞的教會
[00:06:36.000 --> 00:06:38.000]  但是上帝也可以對他很嚴厲
[00:06:38.000 --> 00:06:41.000]  這個我相信就是神自己的標準
[00:06:41.000 --> 00:06:43.000]  神自己的原則
[00:06:43.000 --> 00:06:45.000]  不會因為他好
[00:06:45.000 --> 00:06:48.000]  所以他就不斥責
[00:06:48.000 --> 00:06:51.000]  這是第一個方面
[00:06:51.000 --> 00:06:53.000]  第二個方面
[00:06:53.000 --> 00:06:55.000]  我們的主不單止知道
[00:06:55.000 --> 00:06:57.000]  人的長處弱點
[00:06:57.000 --> 00:06:59.000]  他也要求我們
[00:06:59.000 --> 00:07:01.000]  也知道我們的長處弱點在哪裡
[00:07:01.000 --> 00:07:03.000]  所以第25節開始就說
[00:07:03.000 --> 00:07:05.000]  既然你知道的話
[00:07:05.000 --> 00:07:07.000]  你知道我的性格的話
[00:07:07.000 --> 00:07:10.000]  你就要持守你有的東西
[00:07:10.000 --> 00:07:12.000]  直到見過面
[00:07:12.000 --> 00:07:14.000]  遵行我的旨意
[00:07:14.000 --> 00:07:15.000]  到底
[00:07:15.000 --> 00:07:17.000]  持守到底
[00:07:17.000 --> 00:07:19.000]  頂尖妹這個真的很重要
[00:07:19.000 --> 00:07:21.000]  我們每個人都有長處
[00:07:21.000 --> 00:07:23.000]  但是也有弱點
[00:07:23.000 --> 00:07:25.000]  主不斷看到我們
[00:07:25.000 --> 00:07:26.000]  他不會將我們擾亂
[00:07:26.000 --> 00:07:28.000]  請我們也不要擾亂主
[00:07:28.000 --> 00:07:31.000]  如果你要知道你自己的長處在哪裡
[00:07:31.000 --> 00:07:33.000]  神給你特別有恩賜
[00:07:33.000 --> 00:07:34.000]  有很多人是愛心
[00:07:34.000 --> 00:07:37.000]  有些人是信仰上有勇氣
[00:07:37.000 --> 00:07:39.000]  這些都是你的長處
[00:07:39.000 --> 00:07:40.000]  你要持守
[00:07:40.000 --> 00:07:43.000]  不要失去
[00:07:43.000 --> 00:07:45.000]  如果你失去的話
[00:07:45.000 --> 00:07:48.000]  你就是一個最大的失敗
[00:07:48.000 --> 00:07:50.000]  在我們的信仰裡面
[00:07:50.000 --> 00:07:52.000]  最大的危機
[00:07:52.000 --> 00:07:55.000]  有時不一定是我們犯錯誤
[00:07:55.000 --> 00:07:56.000]  或者失敗
[00:07:56.000 --> 00:07:58.000]  我們也會犯錯誤失敗
[00:07:58.000 --> 00:08:00.000]  在信仰裡面最大的危機是什麼呢
[00:08:00.000 --> 00:08:02.000]  是退步
[00:08:02.000 --> 00:08:03.000]  沒有持守
[00:08:03.000 --> 00:08:05.000]  慢慢慢慢不知不覺
[00:08:05.000 --> 00:08:06.000]  一路退步
[00:08:06.000 --> 00:08:07.000]  就好像教會一樣
[00:08:07.000 --> 00:08:09.000]  退步了
[00:08:09.000 --> 00:08:11.000]  本來他有很好的好處
[00:08:11.000 --> 00:08:13.000]  他有愛心有忍耐
[00:08:13.000 --> 00:08:14.000]  有侍奉
[00:08:14.000 --> 00:08:16.000]  但是他退步了
[00:08:16.000 --> 00:08:18.000]  有時候我們看到一些人
[00:08:18.000 --> 00:08:19.000]  嘩 怎麼會這樣
[00:08:19.000 --> 00:08:20.000]  這麼愛主
[00:08:20.000 --> 00:08:22.000]  突然間出這種事情發生
[00:08:22.000 --> 00:08:24.000]  原來他的工作是這樣的
[00:08:24.000 --> 00:08:25.000]  原來他騙了這麼多錢
[00:08:25.000 --> 00:08:27.000]  我告訴你不是一朝一夕
[00:08:27.000 --> 00:08:29.000]  已經一路退步退步
[00:08:29.000 --> 00:08:30.000]  爛到出齊
[00:08:30.000 --> 00:08:32.000]  沒辦法再扛得住
[00:08:32.000 --> 00:08:34.000]  突然間這個就是我們
[00:08:34.000 --> 00:08:35.000]  在神面前的心
[00:08:35.000 --> 00:08:36.000]  我不知道你有沒有想
[00:08:36.000 --> 00:08:38.000]  或者你問你自己
[00:08:38.000 --> 00:08:39.000]  我有什麼長處
[00:08:39.000 --> 00:08:41.000]  感謝主我知道我的長處
[00:08:41.000 --> 00:08:43.000]  但我要同樣的知道我的弱點
[00:08:43.000 --> 00:08:46.000]  所以我們主說你要將來所做的
[00:08:46.000 --> 00:08:47.000]  比現在更多
[00:08:47.000 --> 00:08:50.000]  就是說你要補足你的弱點
[00:08:50.000 --> 00:08:52.000]  我記得我剛剛信主之後
[00:08:52.000 --> 00:08:54.000]  第二三年左右
[00:08:54.000 --> 00:08:56.000]  有一個很好的同學
[00:08:56.000 --> 00:08:57.000]  有一個很愛主的同學
[00:08:57.000 --> 00:08:58.000]  在大學裡面
[00:08:58.000 --> 00:09:00.000]  他現在就退休了
[00:09:00.000 --> 00:09:01.000]  他做了很多年的
[00:09:01.000 --> 00:09:03.000]  基督教的中學的校長
[00:09:03.000 --> 00:09:05.000]  我到現在都記得
[00:09:05.000 --> 00:09:07.000]  他有一次跟我說他溫偉耀
[00:09:07.000 --> 00:09:09.000]  我想跟你說幾句話
[00:09:09.000 --> 00:09:10.000]  我說好啊
[00:09:10.000 --> 00:09:14.000]  他說你很純情
[00:09:14.000 --> 00:09:16.000]  不過狂主觀
[00:09:16.000 --> 00:09:17.000]  我到現在都記得
[00:09:17.000 --> 00:09:19.000]  我不是念仇
[00:09:19.000 --> 00:09:21.000]  我是記得這兩句話
[00:09:21.000 --> 00:09:22.000]  我都很愕然
[00:09:22.000 --> 00:09:24.000]  老實說聽起來不是很喜歡聽
[00:09:24.000 --> 00:09:26.000]  但我很感謝他
[00:09:26.000 --> 00:09:27.000]  他將我的長處
[00:09:27.000 --> 00:09:29.000]  將我的弱點說了出來
[00:09:29.000 --> 00:09:30.000]  由那時候開始
[00:09:30.000 --> 00:09:31.000]  我不知道我在神面前
[00:09:31.000 --> 00:09:32.000]  一直提醒我自己
[00:09:32.000 --> 00:09:33.000]  弟兄姊妹如果我做錯了
[00:09:33.000 --> 00:09:36.000]  你提醒我
[00:09:36.000 --> 00:09:37.000]  我是純情
[00:09:37.000 --> 00:09:38.000]  現在六十多歲了
[00:09:38.000 --> 00:09:39.000]  純什麼情
[00:09:39.000 --> 00:09:42.000]  不過我對信仰有一種真誠
[00:09:42.000 --> 00:09:44.000]  不放棄
[00:09:44.000 --> 00:09:45.000]  誠懇
[00:09:45.000 --> 00:09:48.000]  我要說我一生都要抓住這個
[00:09:48.000 --> 00:09:49.000]  堅持這個到底
[00:09:49.000 --> 00:09:50.000]  聖經說
[00:09:50.000 --> 00:09:52.000]  要直到見主的面
[00:09:52.000 --> 00:09:54.000]  這個是神給我的恩典
[00:09:54.000 --> 00:09:56.000]  如果這是我的長處的話
[00:09:56.000 --> 00:09:58.000]  我就要一直堅持到底
[00:09:58.000 --> 00:10:00.000]  希望到我見主那一天
[00:10:00.000 --> 00:10:01.000]  神都說
[00:10:01.000 --> 00:10:03.000]  你的信仰是單純的
[00:10:03.000 --> 00:10:04.000]  你是真誠的
[00:10:04.000 --> 00:10:06.000]  但是我記得他說
[00:10:06.000 --> 00:10:08.000]  我是狂主觀
[00:10:08.000 --> 00:10:09.000]  是的
[00:10:09.000 --> 00:10:10.000]  那時候我是很主觀
[00:10:10.000 --> 00:10:11.000]  我認為我自己的經歷
[00:10:11.000 --> 00:10:13.000]  就是全世界唯一的經歷
[00:10:13.000 --> 00:10:14.000]  有些和我經歷不同的
[00:10:14.000 --> 00:10:16.000]  和我宗派不同的
[00:10:16.000 --> 00:10:17.000]  我覺得那些人不屬靈的
[00:10:17.000 --> 00:10:18.000]  不愛主的
[00:10:18.000 --> 00:10:20.000]  我多謝他這樣提我
[00:10:20.000 --> 00:10:21.000]  因為他是來自另外一個宗派
[00:10:21.000 --> 00:10:23.000]  是我認為很不屬靈的宗派
[00:10:23.000 --> 00:10:24.000]  坦白說
[00:10:24.000 --> 00:10:26.000]  我那時候不知道他是不是基督徒
[00:10:26.000 --> 00:10:27.000]  但是由那天開始
[00:10:27.000 --> 00:10:28.000]  我提醒我自己
[00:10:28.000 --> 00:10:29.000]  我應該多點了解
[00:10:29.000 --> 00:10:31.000]  和我看法不同的人
[00:10:31.000 --> 00:10:33.000]  不明白他們
[00:10:33.000 --> 00:10:35.000]  批評他們是不合理
[00:10:35.000 --> 00:10:36.000]  這個叫主觀
[00:10:36.000 --> 00:10:37.000]  所以由那天開始
[00:10:37.000 --> 00:10:38.000]  我真的提醒我自己
[00:10:38.000 --> 00:10:39.000]  沒有那麼主觀
[00:10:39.000 --> 00:10:40.000]  我不知道現在還有沒有
[00:10:40.000 --> 00:10:41.000]  像以前那麼主觀
[00:10:41.000 --> 00:10:43.000]  不過如果我贈認是主觀的話
[00:10:43.000 --> 00:10:45.000]  請你來提醒我
[00:10:45.000 --> 00:10:47.000]  我一直是願意開放我自己
[00:10:47.000 --> 00:10:49.000]  明白我不是一定要贊成
[00:10:49.000 --> 00:10:51.000]  但是我知道
[00:10:51.000 --> 00:10:53.000]  我應該去了解
[00:10:53.000 --> 00:10:56.000]  這個是我在神面前的提醒
[00:10:56.000 --> 00:11:00.000]  所以聖經說你要持守你的長處
[00:11:00.000 --> 00:11:03.000]  一直到底
[00:11:03.000 --> 00:11:04.000]  已經得著的
[00:11:04.000 --> 00:11:06.000]  你要把握住
[00:11:06.000 --> 00:11:08.000]  最後我們發覺很有意思
[00:11:08.000 --> 00:11:10.000]  我們的主說我知道
[00:11:10.000 --> 00:11:12.000]  好像一說出來的時候
[00:11:12.000 --> 00:11:13.000]  我看清楚你
[00:11:13.000 --> 00:11:14.000]  於是你有長處
[00:11:14.000 --> 00:11:15.000]  有弱點
[00:11:15.000 --> 00:11:18.000]  我都不會放過
[00:11:18.000 --> 00:11:20.000]  好像一種很強的警戒
[00:11:20.000 --> 00:11:23.000]  但其實我們的主並不是要警戒我們
[00:11:23.000 --> 00:11:26.000]  他知道同時也有另外一個意思
[00:11:26.000 --> 00:11:30.000]  他是要鼓勵和祝福我們
[00:11:30.000 --> 00:11:33.000]  所以主說我知道你的行為
[00:11:33.000 --> 00:11:34.000]  然後他去讚他們
[00:11:34.000 --> 00:11:35.000]  有愛心
[00:11:35.000 --> 00:11:36.000]  有忍耐
[00:11:36.000 --> 00:11:39.000]  神知道我們的美德
[00:11:39.000 --> 00:11:41.000]  主說我也知道你努力的
[00:11:41.000 --> 00:11:42.000]  因為你以後所做的
[00:11:42.000 --> 00:11:46.000]  要比現在會更多
[00:11:46.000 --> 00:11:48.000]  有進步
[00:11:48.000 --> 00:11:50.000]  而且第24節說
[00:11:50.000 --> 00:11:51.000]  我告訴你
[00:11:51.000 --> 00:11:55.000]  我不會將別的重擔放在你們身上
[00:11:55.000 --> 00:11:57.000]  我知道你們的限制
[00:11:57.000 --> 00:11:58.000]  你做不到的
[00:11:58.000 --> 00:12:00.000]  我不會強迫你做
[00:12:00.000 --> 00:12:01.000]  你聽我們的主
[00:12:01.000 --> 00:12:02.000]  他知道的
[00:12:02.000 --> 00:12:04.000]  他知道我們努力
[00:12:04.000 --> 00:12:06.000]  我們做了多少的努力
[00:12:06.000 --> 00:12:07.000]  他是知道的
[00:12:07.000 --> 00:12:08.000]  我們有沒有進步
[00:12:08.000 --> 00:12:09.000]  他是知道的
[00:12:09.000 --> 00:12:10.000]  縱然我們有弱點
[00:12:10.000 --> 00:12:11.000]  我們有軟弱
[00:12:11.000 --> 00:12:12.000]  我們有限制
[00:12:12.000 --> 00:12:14.000]  但是主說我也知道
[00:12:14.000 --> 00:12:15.000]  你努力過
[00:12:15.000 --> 00:12:16.000]  我是知道的
[00:12:16.000 --> 00:12:18.000]  我是不會不知道
[00:12:18.000 --> 00:12:19.000]  這個是我們的主
[00:12:19.000 --> 00:12:24.000]  令我們最感動和安慰的地方
[00:12:24.000 --> 00:12:25.000]  沒錯
[00:12:25.000 --> 00:12:28.000]  我們的主的眼目好像火焰一樣
[00:12:28.000 --> 00:12:30.000]  所以我們在他面前
[00:12:30.000 --> 00:12:33.000]  要清楚自己的長處
[00:12:33.000 --> 00:12:35.000]  要知道自己的弱點
[00:12:35.000 --> 00:12:38.000]  尤其是不要在軟弱上
[00:12:38.000 --> 00:12:41.000]  容讓軟弱出現
[00:12:41.000 --> 00:12:43.000]  可能大家還記得我上一次說
[00:12:43.000 --> 00:12:47.000]  一種叫做彈開的策略
[00:12:47.000 --> 00:12:49.000]  放鬆
[00:12:49.000 --> 00:12:50.000]  你容讓一件事的時候
[00:12:50.000 --> 00:12:52.000]  他就會增加
[00:12:52.000 --> 00:12:53.000]  因為他最初開始的時候
[00:12:53.000 --> 00:12:54.000]  是勢孤力弱
[00:12:54.000 --> 00:12:57.000]  他當然要找其他的支持
[00:12:57.000 --> 00:12:59.000]  在那時候你不要容讓他的時候
[00:12:59.000 --> 00:13:01.000]  他的力量就會消失
[00:13:01.000 --> 00:13:03.000]  但你容讓這個誘惑
[00:13:03.000 --> 00:13:05.000]  容讓這個錯誤在你的生命裡面
[00:13:05.000 --> 00:13:08.000]  教會容讓一個這樣的錯誤的時候
[00:13:08.000 --> 00:13:10.000]  慢慢慢慢他就會引誘
[00:13:10.000 --> 00:13:12.000]  拉其他支持者
[00:13:12.000 --> 00:13:15.000]  因為其他支持者就會有人跟隨他
[00:13:15.000 --> 00:13:17.000]  這個是墮落的階梯
[00:13:17.000 --> 00:13:19.000]  頂子妹聖經教導我們
[00:13:19.000 --> 00:13:23.000]  提醒我們不可以走這條路
[00:13:23.000 --> 00:13:24.000]  感謝主
[00:13:24.000 --> 00:13:26.000]  我們的主知道這一切
[00:13:26.000 --> 00:13:28.000]  祂又知道我們的努力
[00:13:28.000 --> 00:13:30.000]  祂又知道我們有限制
[00:13:30.000 --> 00:13:33.000]  所以祂不將更多的重擔交給我們
[00:13:33.000 --> 00:13:36.000]  我們有的我們持守
[00:13:36.000 --> 00:13:38.000]  那就已經夠了
[00:13:38.000 --> 00:13:40.000]  願今日我們復活主
[00:13:40.000 --> 00:13:43.000]  給推瓦推拉教會的信
[00:13:43.000 --> 00:13:46.000]  再一次提醒我們
[00:13:46.000 --> 00:13:49.000]  成為我們以後的目標
[00:13:49.000 --> 00:13:51.000]  成為我們在這個社會裡面
[00:13:51.000 --> 00:13:52.000]  成為我們自己個人
[00:13:52.000 --> 00:13:54.000]  做基督徒的原則
[00:13:54.000 --> 00:13:56.000]  成為我們教會的方向
[00:13:56.000 --> 00:13:57.000]  一個標準
[00:13:57.000 --> 00:13:58.000]  我們一起祈禱

