
[00:00:00.000 --> 00:00:04.000]  差不多到了耶穌被釘十字架的前一幕
[00:04:12.000 --> 00:04:17.000]  他發覺耶穌不是很跟著這個方向去
[00:04:17.000 --> 00:04:21.000]  所以就將耶穌交給當時的公會
[00:04:21.000 --> 00:04:25.000]  其實是想逼耶穌去做盡頭
[00:04:25.000 --> 00:04:29.000]  以至一個既然你的生命都要盡頭的時候
[00:04:29.000 --> 00:04:33.000]  你就會帶領我們去一個武裝的革命
[00:04:33.000 --> 00:04:36.000]  這個真是猶大的一個想法
[00:04:36.000 --> 00:04:38.000]  但是當耶穌被定罪的時候
[00:04:38.000 --> 00:04:42.000]  他發覺不是按照他的劇本去發生
[00:04:42.000 --> 00:04:49.000]  他後悔當他那時候將30塊錢交回給一班的祭司
[00:04:49.000 --> 00:04:55.000]  但是一班的祭司說你自己的事你自己去承擔
[00:04:55.000 --> 00:04:58.000]  當時猶大就將這些錢丟了
[00:04:58.000 --> 00:05:00.000]  就這樣我們不知道
[00:05:00.000 --> 00:05:02.000]  就出去結束了自己的生命
[00:05:02.000 --> 00:05:07.000]  後來一班的宗教領袖就將這些錢去買了一塊田
[00:05:07.000 --> 00:05:11.000]  去作為一個外鄉人來到的時候死了
[00:05:11.000 --> 00:05:13.000]  沒有人再殮葬他
[00:05:13.000 --> 00:05:16.000]  所以就放在一個地方
[00:05:16.000 --> 00:05:20.000]  所以這個做法都是當時一些猶大人的做法
[00:05:20.000 --> 00:05:24.000]  就是這些錢不可以放進去聖殿裏面
[00:05:24.000 --> 00:05:27.000]  這是不公義的錢
[00:05:27.000 --> 00:05:31.000]  所以他們就用了一個方法去處理這些金錢
[00:05:31.000 --> 00:05:38.000]  接著耶穌來到比拉多的面前受審
[00:05:38.000 --> 00:05:42.000]  當時比拉多很直接問耶穌一個問題
[00:05:42.000 --> 00:05:46.000]  你是不是猶大人的王呢?
[00:05:46.000 --> 00:05:52.000]  比拉多他所關注的不是耶穌有沒有在宗教裏面褻瀆上帝
[00:05:52.000 --> 00:05:54.000]  他關心的不是這個問題
[00:05:54.000 --> 00:05:57.000]  因為這些不是他所要去處理的事
[00:05:57.000 --> 00:06:00.000]  他要問的就是耶穌你是不是猶大人的王
[00:06:00.000 --> 00:06:05.000]  當然耶穌在那裏沉默無聲
[00:06:05.000 --> 00:06:06.000]  他沒有回應
[00:06:06.000 --> 00:06:11.000]  其實當時來說一個法官去做一個審案的時候
[00:06:11.000 --> 00:06:13.000]  那個犯人是要做一個辯護的
[00:06:13.000 --> 00:06:14.000]  要為自己
[00:06:14.000 --> 00:06:15.000]  就是定你有沒有罪
[00:06:15.000 --> 00:06:17.000]  你要為自己辯護的
[00:06:17.000 --> 00:06:18.000]  然後辯護完之後
[00:06:18.000 --> 00:06:22.000]  法官跟一些顧問就退下商議
[00:06:22.000 --> 00:06:23.000]  定你有沒有罪
[00:06:23.000 --> 00:06:25.000]  耶穌在那裏不出聲
[00:06:25.000 --> 00:06:27.000]  其實對自己不利的
[00:06:27.000 --> 00:06:30.000]  但是為什麼耶穌不出聲呢?
[00:06:30.000 --> 00:06:33.000]  因為耶穌其實已經知道自己的時間到了
[00:06:33.000 --> 00:06:38.000]  我來到就是要去為人的罪去釘在十字架上
[00:06:38.000 --> 00:06:42.000]  所以沒有為自己去辯解去辯護
[00:06:42.000 --> 00:06:48.000]  在另一個角度去說
[00:06:48.000 --> 00:06:50.000]  比拉多去說耶穌是猶大人的王
[00:06:50.000 --> 00:06:55.000]  跟耶穌自己承認是猶大人的王是有不同的
[00:06:55.000 --> 00:06:59.000]  比拉多是強調一個政治上的角度去說
[00:06:59.000 --> 00:07:01.000]  你是不是猶大人的王
[00:07:01.000 --> 00:07:02.000]  意思就是說
[00:07:02.000 --> 00:07:07.000]  你是不是想做一些推翻政府的工作
[00:07:07.000 --> 00:07:10.000]  但是耶穌在那裏說
[00:07:10.000 --> 00:07:11.000]  我是猶大人的王
[00:07:11.000 --> 00:07:14.000]  在宗教上上帝讓我來
[00:07:14.000 --> 00:07:16.000]  在一個屬靈的層面上
[00:07:16.000 --> 00:07:18.000]  我是要做不單止猶大人的王
[00:07:18.000 --> 00:07:21.000]  是要做地上每一個人的王
[00:07:21.000 --> 00:07:30.000]  最後比拉多是將耶穌的罪名寫在牌子上
[00:07:30.000 --> 00:07:33.000]  這是猶大人的王
[00:07:33.000 --> 00:07:38.000]  其實當時來說是一個罪名的指控
[00:07:38.000 --> 00:07:39.000]  這是猶大人的王
[00:07:39.000 --> 00:07:42.000]  但是當我們看回整個事件的時候
[00:07:42.000 --> 00:07:44.000]  比拉多這樣做
[00:07:44.000 --> 00:07:49.000]  正正是要應驗上帝在耶穌身上的工作
[00:07:49.000 --> 00:07:52.000]  這個人就是猶大人的王
[00:07:52.000 --> 00:07:54.000]  耶穌就是那個救主
[00:07:54.000 --> 00:07:59.000]  在一個時間裏面
[00:07:59.000 --> 00:08:03.000]  可以說當耶穌什麼都不說
[00:08:03.000 --> 00:08:06.000]  就好像《耳塞書》53章第七節
[00:08:06.000 --> 00:08:09.000]  許將陽高臂牽道宰殺之地
[00:08:09.000 --> 00:08:14.000]  休將陽默然無聲
[00:08:14.000 --> 00:08:16.000]  這個時刻很沉默
[00:08:16.000 --> 00:08:21.000]  就應驗了《耳塞書》53章講尼泊爾的一段預言
[00:08:21.000 --> 00:08:24.000]  到最後可以說
[00:08:24.000 --> 00:08:29.000]  比拉多其實是對耶穌有一份敬意
[00:08:29.000 --> 00:08:31.000]  和對猶大人的一個反感
[00:08:31.000 --> 00:08:34.000]  在這兩個的心情裏面
[00:08:34.000 --> 00:08:38.000]  其實比拉多是想釋放耶穌的一天
[00:08:38.000 --> 00:08:41.000]  比拉多應該去聽過耶穌的一些事蹟
[00:08:41.000 --> 00:08:42.000]  他怎樣走過神階
[00:08:42.000 --> 00:08:44.000]  怎樣宣講上帝的真理
[00:08:44.000 --> 00:08:47.000]  他應該對耶穌有某程度的認識
[00:08:47.000 --> 00:08:50.000]  在這兩個衝擊裏面
[00:08:50.000 --> 00:08:51.000]  對他來說
[00:08:51.000 --> 00:08:53.000]  其實他是想釋放耶穌
[00:08:53.000 --> 00:08:56.000]  但是耶穌的沉默
[00:08:56.000 --> 00:08:58.000]  正正是要表示
[00:08:58.000 --> 00:09:03.000]  他來到是甘諸去完成上帝給他的這份使命
[00:09:03.000 --> 00:09:07.000]  在當時羅馬的法律裏面
[00:09:07.000 --> 00:09:09.000]  在一個節期當中
[00:09:09.000 --> 00:09:12.000]  在當時猶大的儒節裏面
[00:09:12.000 --> 00:09:15.000]  其實他可以釋放一個人
[00:09:15.000 --> 00:09:16.000]  一個犯人
[00:09:16.000 --> 00:09:24.000]  在當時比拉多就希望群眾
[00:09:24.000 --> 00:09:26.000]  要去釋放耶穌
[00:09:26.000 --> 00:09:29.000]  但是比拉多在這裏就說
[00:09:29.000 --> 00:09:32.000]  究竟你們想釋放耶穌
[00:09:32.000 --> 00:09:34.000]  還是釋放巴拉伯
[00:09:34.000 --> 00:09:37.000]  巴拉伯曾經有一個形容
[00:09:37.000 --> 00:09:41.000]  就是一個犯罪的人
[00:09:41.000 --> 00:09:46.000]  但是巴拉伯可能是當時一個憤慮黨的人
[00:09:46.000 --> 00:09:53.000]  他都是因為做了一些違反當時羅馬法律的事
[00:09:53.000 --> 00:09:55.000]  所以被抓了
[00:09:55.000 --> 00:09:57.000]  但是另一個角度
[00:09:57.000 --> 00:10:01.000]  這個身份其實猶大人當中喜不喜歡呢
[00:10:01.000 --> 00:10:03.000]  其實在某些猶大人裏面
[00:10:03.000 --> 00:10:08.000]  覺得這個巴拉伯其實是一個英雄
[00:10:08.000 --> 00:10:14.000]  因為這班人是要幫助我們建立自己的國家
[00:10:14.000 --> 00:10:17.000]  所以當時有一班群眾
[00:10:17.000 --> 00:10:20.000]  其實是多麼的擁戴巴拉伯
[00:10:20.000 --> 00:10:24.000]  到最後在過程裏面
[00:10:24.000 --> 00:10:25.000]  大家知道結局
[00:10:25.000 --> 00:10:28.000]  一班群眾寧願釋放巴拉伯
[00:10:28.000 --> 00:10:32.000]  都將耶穌上帝差太尼的兒子
[00:10:32.000 --> 00:10:36.000]  釘在十字架上
[00:10:36.000 --> 00:10:39.000]  在這個過程裏面
[00:10:39.000 --> 00:10:41.000]  其實發生了一件事
[00:10:41.000 --> 00:10:45.000]  就是比拉多的太太在一個夢中
[00:10:45.000 --> 00:10:46.000]  就是發了一個夢
[00:10:46.000 --> 00:10:48.000]  當時情況是怎樣
[00:10:48.000 --> 00:10:49.000]  不是很清楚
[00:10:49.000 --> 00:10:51.000]  不過就因為她發了一個夢
[00:10:51.000 --> 00:10:53.000]  她就可能上帝告訴她
[00:10:53.000 --> 00:10:56.000]  耶穌其實是一個異人
[00:10:56.000 --> 00:10:58.000]  是一個很特別上帝差別的人
[00:10:58.000 --> 00:11:03.000]  你不要對他有任何的應罰
[00:11:03.000 --> 00:11:05.000]  在這個時間裏面
[00:11:05.000 --> 00:11:06.000]  在審判的過程裏面
[00:11:06.000 --> 00:11:08.000]  發生了一件這樣的事
[00:11:08.000 --> 00:11:12.000]  也許這個時間給更多空間
[00:11:12.000 --> 00:11:17.000]  讓當時的宗教領袖去慫恿當時的群眾
[00:11:17.000 --> 00:11:19.000]  就是跟他說
[00:11:19.000 --> 00:11:21.000]  耶穌是一個褻瀆上帝的人
[00:11:21.000 --> 00:11:24.000]  所以我們要將他置之死地
[00:11:24.000 --> 00:11:26.000]  應該要釋放巴拉伯
[00:11:26.000 --> 00:11:30.000]  巴拉伯反而是民族的一個英雄
[00:11:30.000 --> 00:11:34.000]  就在這個小的插曲裏面
[00:11:34.000 --> 00:11:35.000]  最後的結果
[00:11:35.000 --> 00:11:39.000]  最後比拉多就去問一班群眾
[00:11:39.000 --> 00:11:43.000]  究竟你要我釋放哪一個呢
[00:11:43.000 --> 00:11:45.000]  在這個時候
[00:11:45.000 --> 00:11:49.000]  一班群眾就做了一個決定
[00:11:49.000 --> 00:11:52.000]  就是說我們要釋放巴拉伯
[00:11:52.000 --> 00:11:56.000]  我們要將耶穌釘在十字架上
[00:11:56.000 --> 00:12:00.000]  在這個時候比拉多可以說
[00:12:00.000 --> 00:12:03.000]  雖然他自己想釋放耶穌
[00:12:03.000 --> 00:12:08.000]  他也知道一班宗教領袖其實是想利用他
[00:12:08.000 --> 00:12:11.000]  因為在經文裏面已經說到
[00:12:11.000 --> 00:12:14.000]  他知道一班宗教領袖是習道耶穌
[00:12:14.000 --> 00:12:18.000]  所以才將他拉來到這個地方審訊
[00:12:18.000 --> 00:12:21.000]  這一班猶太人宗教領袖
[00:12:21.000 --> 00:12:24.000]  想利用自己去置耶穌於死地
[00:12:24.000 --> 00:12:27.000]  其實比拉多是知道一個這樣的過程
[00:12:27.000 --> 00:12:30.000]  所以他很想釋放耶穌
[00:12:30.000 --> 00:12:34.000]  不過在群眾的壓力裏面
[00:12:34.000 --> 00:12:40.000]  所以最後他就將耶穌釘在十字架上
[00:12:40.000 --> 00:12:43.000]  不過比拉多在之前也說了一句話
[00:12:43.000 --> 00:12:50.000]  他說這個人的罪和耶穌的刑罰
[00:12:50.000 --> 00:12:52.000]  你們要承擔這個結果
[00:12:52.000 --> 00:12:55.000]  你們承擔這個結果
[00:12:55.000 --> 00:12:58.000]  其實這句話如果大家留意
[00:12:58.000 --> 00:13:00.000]  這句話是在何時說過的呢?
[00:13:00.000 --> 00:13:02.000]  就是剛剛在之前
[00:13:02.000 --> 00:13:06.000]  祭司去跟猶太人說的時候
[00:13:06.000 --> 00:13:08.000]  是說過同一番的說話
[00:13:08.000 --> 00:13:12.000]  當猶太人將錢交回給一班祭司的時候
[00:13:12.000 --> 00:13:14.000]  祭司就說我們不會收
[00:13:14.000 --> 00:13:17.000]  你所做的你自己承擔
[00:13:17.000 --> 00:13:21.000]  在這裏比拉多同樣用這句話說
[00:13:21.000 --> 00:13:26.000]  就是說你們所作的你們要承擔這個責任
[00:13:26.000 --> 00:13:28.000]  比拉多在洗手
[00:13:28.000 --> 00:13:31.000]  表明我在你們這個錯誤
[00:13:31.000 --> 00:13:33.000]  罪惡的事情裏面我是沒有份的
[00:13:33.000 --> 00:13:35.000]  群眾怎樣說呢?
[00:13:35.000 --> 00:13:41.000]  群眾就說就讓他的血歸到我們和我們的子孫身上
[00:13:41.000 --> 00:13:44.000]  這個說得很準
[00:13:44.000 --> 00:13:46.000]  如果這個是錯
[00:13:46.000 --> 00:13:47.000]  這個是罪
[00:13:47.000 --> 00:13:48.000]  我們得罪上帝
[00:13:48.000 --> 00:13:53.000]  就讓他的血流到我們和我們的子孫身上
[00:13:53.000 --> 00:14:01.000]  這個說話可以說是再推前一步
[00:14:01.000 --> 00:14:04.000]  讓比拉多你要做一個決定
[00:14:04.000 --> 00:14:06.000]  作出一個宣判
[00:14:06.000 --> 00:14:10.000]  在這裏可以說他們這番說話
[00:14:10.000 --> 00:14:15.000]  也許正是應驗在之後的歷史當中
[00:14:15.000 --> 00:14:17.000]  就是在幾十年之後
[00:14:17.000 --> 00:14:21.000]  耶路撒冷的居民因著一些事情
[00:14:21.000 --> 00:14:26.000]  叛亂羅馬軍隊進入耶路撒冷城
[00:14:26.000 --> 00:14:28.000]  去殺了很多猶太人
[00:14:28.000 --> 00:14:35.000]  也可以說之後猶太人將分散在世界各地不同的地方
[00:14:35.000 --> 00:14:38.000]  直至到上一個世紀
[00:14:38.000 --> 00:14:44.000]  所說的話應驗在自己和自己的子孫後代身上
[00:14:44.000 --> 00:14:49.000]  接著比拉多定了案之後
[00:14:49.000 --> 00:14:52.000]  有一班兵兵出場
[00:14:52.000 --> 00:14:54.000]  做什麼呢?
[00:14:54.000 --> 00:14:56.000]  就是將耶穌鞭打
[00:14:56.000 --> 00:15:03.000]  耶穌鞭打的過程其實是很不容易的刑罰
[00:15:03.000 --> 00:15:06.000]  因為這條鞭不是一條普通的鞭
[00:15:06.000 --> 00:15:08.000]  在當時來說
[00:15:08.000 --> 00:15:12.000]  去鞭打一些犯人
[00:15:12.000 --> 00:15:14.000]  其實最多只是40下
[00:15:14.000 --> 00:15:17.000]  40下其實很多犯人都頂不住
[00:15:17.000 --> 00:15:19.000]  這40下已經死了
[00:15:19.000 --> 00:15:25.000]  因為在鞭裡面是加裝了一些工具
[00:15:25.000 --> 00:15:28.000]  所以打一下皮開肉爛
[00:15:28.000 --> 00:15:29.000]  有人形容
[00:15:29.000 --> 00:15:30.000]  如果說白一點
[00:15:30.000 --> 00:15:32.000]  就是有些身體的內臟都勾出來
[00:15:32.000 --> 00:15:36.000]  所以是相當殘忍的刑罰
[00:15:36.000 --> 00:15:41.000]  將耶穌打到虛弱到很不堪的時候
[00:15:41.000 --> 00:15:44.000]  才會將他釘在十字架上
[00:15:44.000 --> 00:15:45.000]  另一方面
[00:15:45.000 --> 00:15:48.000]  一些兵兵也去諷刺耶穌
[00:15:48.000 --> 00:15:50.000]  你是猶太人的王
[00:15:50.000 --> 00:15:52.000]  你也都默然的去承認
[00:15:52.000 --> 00:15:56.000]  所以就將自己的衣服
[00:15:56.000 --> 00:15:58.000]  讓耶穌去穿著
[00:15:58.000 --> 00:16:01.000]  然後用荊棘編作冠冕
[00:16:01.000 --> 00:16:03.000]  放在耶穌的頭上
[00:16:03.000 --> 00:16:04.000]  還跪在那裡
[00:16:04.000 --> 00:16:07.000]  恭喜猶太人的王
[00:16:07.000 --> 00:16:11.000]  當然所有的動作都是一個反諷
[00:16:11.000 --> 00:16:12.000]  諷刺耶穌
[00:16:12.000 --> 00:16:14.000]  如果你是猶太人的王
[00:16:14.000 --> 00:16:17.000]  你怎麼會落到如此的地步呢?
[00:16:17.000 --> 00:16:24.000]  你怎麼會被我們這些基層的人戲弄呢?
[00:16:24.000 --> 00:16:26.000]  所以其實這些行動
[00:16:26.000 --> 00:16:28.000]  都是去羞辱耶穌
[00:16:28.000 --> 00:16:32.000]  最後吐唾沫在耶穌的身上
[00:16:32.000 --> 00:16:39.000]  才將耶穌帶去十字架一個地方
[00:16:39.000 --> 00:16:41.000]  在這裡整個過程
[00:16:41.000 --> 00:16:44.000]  可以說耶穌
[00:16:44.000 --> 00:16:46.000]  大家可以想像一下整個過程
[00:16:46.000 --> 00:16:49.000]  通常我們釘十字架
[00:16:49.000 --> 00:16:50.000]  耶穌釘十字架
[00:16:50.000 --> 00:16:52.000]  就是最後一刻的那一幕
[00:16:52.000 --> 00:16:54.000]  有時候我們很少去想
[00:16:54.000 --> 00:16:58.000]  整個一幕一幕的過程
[00:16:58.000 --> 00:17:00.000]  其實一幕一幕的過程
[00:17:00.000 --> 00:17:02.000]  是相當相當的重要
[00:17:02.000 --> 00:17:04.000]  我們更深的去體會
[00:17:04.000 --> 00:17:07.000]  耶穌所走過的每一段路
[00:17:07.000 --> 00:17:09.000]  以至我們更深的去看見
[00:17:09.000 --> 00:17:12.000]  耶穌對我們每一個人的愛
[00:17:12.000 --> 00:17:16.000]  耶穌在這裡最後都被一群人用杖
[00:17:16.000 --> 00:17:19.000]  代表一個君王的權杖
[00:17:19.000 --> 00:17:21.000]  他們用一些樹枝
[00:17:21.000 --> 00:17:24.000]  一次又一次的去打耶穌
[00:17:24.000 --> 00:17:27.000]  整個過程對耶穌的嘲弄
[00:17:27.000 --> 00:17:31.000]  可以說對他身體上的糟蹋
[00:17:31.000 --> 00:17:33.000]  也對他心靈上的蹂躪
[00:17:33.000 --> 00:17:35.000]  讓耶穌整個人
[00:17:35.000 --> 00:17:37.000]  可以說如果一個人來說
[00:17:37.000 --> 00:17:40.000]  一般人都落到最低點的地步
[00:17:40.000 --> 00:17:43.000]  但耶穌就是默然承受所有的事
[00:17:43.000 --> 00:17:46.000]  而這個人就是愛我們的耶穌
[00:17:46.000 --> 00:17:49.000]  也是愛我們的上帝
[00:17:49.000 --> 00:17:51.000]  整個事件可以說
[00:17:51.000 --> 00:17:54.000]  過程就是這樣發生在耶穌的身上
[00:17:54.000 --> 00:17:56.000]  在這個過程當中
[00:17:56.000 --> 00:17:58.000]  究竟我們可以看到什麼呢
[00:17:58.000 --> 00:18:01.000]  對我們有什麼提醒呢
[00:18:01.000 --> 00:18:03.000]  另一方面我們去問
[00:18:03.000 --> 00:18:04.000]  第一個問題
[00:18:04.000 --> 00:18:08.000]  誰人將耶穌釘在十字架上呢
[00:18:08.000 --> 00:18:13.000]  誰人將耶穌釘在十字架上呢
[00:18:13.000 --> 00:18:14.000]  第一
[00:18:14.000 --> 00:18:16.000]  我們去看
[00:18:16.000 --> 00:18:18.000]  是群眾
[00:18:18.000 --> 00:18:22.000]  因為一群宗教領袖去慫恿一群群眾
[00:18:22.000 --> 00:18:26.000]  而一群群眾去給壓力給彼拉多
[00:18:26.000 --> 00:18:29.000]  讓彼拉多要定耶穌的罪
[00:18:29.000 --> 00:18:31.000]  所以一群群眾
[00:18:31.000 --> 00:18:33.000]  其實是第一個
[00:18:33.000 --> 00:18:35.000]  你可以說是作用者
[00:18:35.000 --> 00:18:38.000]  不過更早的可以說是一群宗教領袖
[00:18:38.000 --> 00:18:42.000]  就是一群人去將耶穌推向死地
[00:18:42.000 --> 00:18:44.000]  但是我們再想
[00:18:44.000 --> 00:18:46.000]  這一群群眾
[00:18:46.000 --> 00:18:48.000]  就算包含了宗教領袖
[00:18:48.000 --> 00:18:50.000]  他們有沒有這樣的權力
[00:18:50.000 --> 00:18:52.000]  去將耶穌定罪
[00:18:52.000 --> 00:18:54.000]  以至被釘在十字架上呢
[00:18:54.000 --> 00:18:55.000]  其實沒有的
[00:18:55.000 --> 00:18:59.000]  不過他們製造一個壓力
[00:18:59.000 --> 00:19:02.000]  讓彼拉多做這個行動
[00:19:02.000 --> 00:19:05.000]  所以其實某程度我們可以說
[00:19:05.000 --> 00:19:06.000]  從歷史去說
[00:19:06.000 --> 00:19:11.000]  是彼拉多去將耶穌釘在十字架上
[00:19:11.000 --> 00:19:14.000]  但是我們又再深一層去想
[00:19:14.000 --> 00:19:16.000]  究竟彼拉多有沒有權力
[00:19:16.000 --> 00:19:19.000]  去將耶穌釘在十字架上呢
[00:19:19.000 --> 00:19:21.000]  和政治上是有的
[00:19:21.000 --> 00:19:23.000]  因為他是一個巡撫
[00:19:23.000 --> 00:19:25.000]  他是有這樣的權力的
[00:19:25.000 --> 00:19:27.000]  不過如果大家再想想
[00:19:27.000 --> 00:19:29.000]  其實之前耶穌說過
[00:19:29.000 --> 00:19:32.000]  當有丁丁來捉拿耶穌的時候
[00:19:32.000 --> 00:19:33.000]  耶穌怎麼說呢
[00:19:33.000 --> 00:19:36.000]  當時有個門徒拿著一把刀
[00:19:36.000 --> 00:19:39.000]  斬了大祭司一個人的右耳
[00:19:39.000 --> 00:19:42.000]  耶穌就叫他收刀入朝
[00:19:42.000 --> 00:19:44.000]  耶穌就說
[00:19:44.000 --> 00:19:48.000]  如果我要不讓他們捉
[00:19:48.000 --> 00:19:50.000]  如果我要對抗的話
[00:19:50.000 --> 00:19:52.000]  我祈禱
[00:19:52.000 --> 00:19:56.000]  上帝豈不會差帶十二型的天使來保護我呢
[00:19:56.000 --> 00:19:58.000]  大家記不記得這句話
[00:19:58.000 --> 00:20:00.000]  所以當時耶穌就說
[00:20:00.000 --> 00:20:03.000]  其實如果我不想被他們捉
[00:20:03.000 --> 00:20:06.000]  如果我想去勝過他們
[00:20:06.000 --> 00:20:08.000]  你以為我沒有這個能力嗎
[00:20:08.000 --> 00:20:09.000]  我有的
[00:20:09.000 --> 00:20:10.000]  不過我不做
[00:20:10.000 --> 00:20:14.000]  因為我是甘於將自己交給他們
[00:20:14.000 --> 00:20:17.000]  置於死地
[00:20:17.000 --> 00:20:23.000]  所以表面上是彼拉多將耶穌釘在十字架上
[00:20:23.000 --> 00:20:24.000]  但其實都不是
[00:20:24.000 --> 00:20:25.000]  是誰呢
[00:20:25.000 --> 00:20:29.000]  大家知不知道誰將耶穌釘在十字架上呢
[00:20:29.000 --> 00:20:31.000]  其實是上帝
[00:20:31.000 --> 00:20:35.000]  是上帝將耶穌釘在十字架上
[00:20:35.000 --> 00:20:38.000]  所以在二十六章至二十八章
[00:20:38.000 --> 00:20:40.000]  我經常在這裡說了很多次
[00:20:40.000 --> 00:20:43.000]  其實這三章聖經數很短
[00:20:43.000 --> 00:20:44.000]  但記載了很多事
[00:20:44.000 --> 00:20:47.000]  不單只是記載耶穌被釘十字架這件事
[00:20:47.000 --> 00:20:54.000]  記載了很多在旁邊發生的事
[00:20:54.000 --> 00:21:00.000]  在猶大一群叛徒出賣耶穌
[00:21:00.000 --> 00:21:04.000]  未被審問的時候
[00:21:04.000 --> 00:21:05.000]  耶穌就說
[00:21:05.000 --> 00:21:07.000]  神要擊打木人
[00:21:07.000 --> 00:21:09.000]  讓就分散
[00:21:09.000 --> 00:21:12.000]  最後真是一件事就發生了
[00:21:12.000 --> 00:21:14.000]  跟彼得說雞叫兩片耳仙
