
[00:00:00.000 --> 00:00:04.720]  我們來到啟示錄七教會的第五間教會
[00:01:24.280 --> 00:01:27.960]  很多時候我們會看一件事情的目的
[00:01:27.960 --> 00:01:29.760]  只要目的是良善的
[00:01:29.760 --> 00:01:31.440]  手段是沒有所謂的
[00:01:31.440 --> 00:01:33.920]  是不是真的沒有所謂呢?
[00:01:33.920 --> 00:01:36.400]  當然我們的上帝
[00:01:36.400 --> 00:01:38.800]  祂是完全的上帝
[00:01:38.800 --> 00:01:42.520]  祂不會容許在目的上良善
[00:01:42.520 --> 00:01:45.640]  卻是接受手段有詭詐
[00:01:45.640 --> 00:01:48.040]  無論是目的或是手段
[00:01:48.040 --> 00:01:49.800]  都要合神的心意
[00:01:49.800 --> 00:01:51.800]  先討神的歡喜
[00:01:51.800 --> 00:01:54.240]  因此當我們行道的時候
[00:01:54.240 --> 00:01:55.760]  我們順道提醒自己
[00:01:55.760 --> 00:01:58.800]  不單是表面得到別人的讚賞、肯定
[00:01:58.800 --> 00:02:00.880]  而是誠實地去行
[00:02:00.880 --> 00:02:02.880]  神要我們行的事
[00:02:02.880 --> 00:02:04.960]  無論個人如是
[00:02:04.960 --> 00:02:07.160]  教會也都應該如此
[00:02:07.160 --> 00:02:10.840]  而聖經提到英國的推亞、推拉教會
[00:02:10.840 --> 00:02:13.720]  他們在很多事上值得我們照鏡
[00:02:13.720 --> 00:02:15.440]  也都值得我們學習
[00:02:15.440 --> 00:02:17.160]  我們一起先看聖經
[00:02:17.160 --> 00:02:19.760]  看第十六、第二章第十八節
[00:02:19.760 --> 00:02:22.600]  首先聖經提醒
[00:02:22.760 --> 00:02:26.560]  神責備他們在真理上有一些妥協的地方
[00:02:26.560 --> 00:02:29.520]  對他們有一個很特別的責備和提醒
[00:02:29.520 --> 00:02:31.080]  十八節說
[00:02:31.080 --> 00:02:34.520]  「你要寫信給推亞、推拉教會的使者說
[00:02:34.520 --> 00:02:36.720]  那眼目如火焰
[00:02:36.720 --> 00:02:39.600]  腳像光明銅的神之子說」
[00:02:39.600 --> 00:02:43.560]  神以一個特別的形態
[00:02:43.560 --> 00:02:45.120]  你都向他們講述
[00:02:45.120 --> 00:02:47.200]  提到這位人子
[00:02:47.200 --> 00:02:48.480]  這位神子
[00:02:48.480 --> 00:02:50.880]  祂眼目如火焰
[00:02:51.520 --> 00:02:55.000]  當聖經提到神是祂的眼目如火焰的時候
[00:02:55.000 --> 00:02:58.320]  也都表示祂是明察秋毫
[00:02:58.320 --> 00:03:00.560]  祂有銳利的目光
[00:03:00.560 --> 00:03:02.280]  不單看見人的表面
[00:03:02.280 --> 00:03:04.600]  也都看見人的內心
[00:03:04.600 --> 00:03:07.840]  一切內心的隱藏的意念
[00:03:07.840 --> 00:03:09.400]  神都知道
[00:03:09.400 --> 00:03:13.840]  沒有任何的虛假可以逃避祂的知道
[00:03:13.840 --> 00:03:17.040]  祂明白一切的動機
[00:03:17.040 --> 00:03:17.720]  因此聖經說
[00:03:17.720 --> 00:03:19.640]  「神的眼目如火焰
[00:03:19.640 --> 00:03:23.320]  能夠分辨一切的是與非
[00:03:23.320 --> 00:03:25.360]  正與邪」
[00:03:25.360 --> 00:03:26.800]  而祂這樣告訴我們
[00:03:26.800 --> 00:03:29.040]  我知道你的行為
[00:03:29.040 --> 00:03:29.920]  一講到行為的時候
[00:03:29.920 --> 00:03:31.320]  想回剛才所講
[00:03:31.320 --> 00:03:33.480]  不單神的眼睛如火焰
[00:03:33.480 --> 00:03:37.200]  祂的腳像光明銅
[00:03:37.200 --> 00:03:39.920]  大家會想起《迦太書》裡面提及
[00:03:39.920 --> 00:03:42.200]  在其中第五章就提到
[00:03:42.200 --> 00:03:44.040]  這位上帝提醒我們
[00:03:44.040 --> 00:03:47.960]  我們當順著聖靈而行
[00:03:47.960 --> 00:03:50.360]  當聖經上提到行的時候
[00:03:50.360 --> 00:03:54.040]  其實是指著腳走路的行
[00:03:54.040 --> 00:03:55.240]  這隻腳也都表示著
[00:03:55.240 --> 00:03:59.440]  人的很多生命的行為是怎樣的
[00:03:59.440 --> 00:04:00.720]  上帝自己說
[00:04:00.720 --> 00:04:02.920]  祂的腳是光明銅
[00:04:02.920 --> 00:04:04.280]  也都意味著
[00:04:04.280 --> 00:04:06.200]  在一切祂所行的事上
[00:04:06.200 --> 00:04:08.160]  是絕對光明的
[00:04:08.160 --> 00:04:09.840]  祂行事正直
[00:04:09.840 --> 00:04:11.800]  沒有詭詐
[00:04:11.800 --> 00:04:13.880]  沒有幽暗
[00:04:13.880 --> 00:04:16.560]  在神的裡面沒有假冒
[00:04:16.560 --> 00:04:19.400]  一切都是真實的
[00:04:19.400 --> 00:04:21.400]  而且在祂的生命當中
[00:04:21.400 --> 00:04:24.960]  散發出那種榮耀和聖潔
[00:04:24.960 --> 00:04:28.640]  因此是光明銅的腳
[00:04:28.640 --> 00:04:30.320]  這位上帝提醒我們
[00:04:30.320 --> 00:04:31.960]  祂的眼如火焰
[00:04:31.960 --> 00:04:33.720]  腳像光明銅
[00:04:33.720 --> 00:04:35.120]  因此祂所說的話
[00:04:35.120 --> 00:04:37.120]  我們特別要留心聽
[00:04:37.120 --> 00:04:39.000]  在下面講第十九節
[00:04:39.000 --> 00:04:40.600]  我知道你的行為
[00:04:40.600 --> 00:04:43.400]  愛心、信心、勤勞、忍耐
[00:04:43.400 --> 00:04:46.000]  又知道你幕後所行的善事
[00:04:46.000 --> 00:04:49.920]  比起初所行的更多
[00:04:49.920 --> 00:04:51.280]  神知道他們的情況
[00:04:51.280 --> 00:04:52.680]  而讚賞他們
[00:04:52.680 --> 00:04:54.280]  不是人的讚賞
[00:04:54.280 --> 00:04:56.680]  神的讚賞是真實的
[00:04:56.680 --> 00:04:58.040]  讚賞他們甚麼呢?
[00:04:58.040 --> 00:04:59.960]  他們有好的行為
[00:04:59.960 --> 00:05:02.080]  他們會很勤勞工作
[00:05:02.080 --> 00:05:02.920]  這裡所講勤勞
[00:05:02.920 --> 00:05:04.520]  你看看旁邊的新譯本
[00:05:04.520 --> 00:05:06.880]  是講他們的服事
[00:05:06.880 --> 00:05:08.800]  對人的服事是很真誠
[00:05:08.800 --> 00:05:11.240]  是願意很勤勞付代價
[00:05:11.240 --> 00:05:13.040]  來幫助別人
[00:05:13.040 --> 00:05:15.760]  同時他們有愛心
[00:05:15.760 --> 00:05:17.240]  大家也記得
[00:05:17.240 --> 00:05:19.680]  我們曾經講過以弗所教會
[00:05:19.680 --> 00:05:20.960]  他們有行為
[00:05:20.960 --> 00:05:22.720]  也勞碌地工作
[00:05:22.720 --> 00:05:25.200]  但他們缺乏甚麼?
[00:05:25.200 --> 00:05:27.280]  缺乏愛心
[00:05:27.280 --> 00:05:29.720]  原來可以有好的行為
[00:05:29.720 --> 00:05:31.880]  而沒有愛心
[00:05:31.880 --> 00:05:33.640]  但對於推亞推拉教會來說
[00:05:33.640 --> 00:05:35.640]  神讚賞他們有好的行為
[00:05:35.640 --> 00:05:38.400]  也有背後真誠的愛心
[00:05:38.400 --> 00:05:40.840]  是值得神稱讚他們
[00:05:40.840 --> 00:05:42.960]  信心、勤勞、忍耐
[00:05:42.960 --> 00:05:45.080]  能夠忍耐著不放棄
[00:05:45.080 --> 00:05:47.200]  一直堅持行善
[00:05:47.200 --> 00:05:49.960]  而且他們現今有的善行
[00:05:49.960 --> 00:05:54.120]  比以前更多
[00:05:54.120 --> 00:05:55.440]  不單以前行善
[00:05:55.440 --> 00:05:57.520]  而且不斷地行善
[00:05:57.520 --> 00:06:00.560]  是繼續蒙恩成長
[00:06:00.560 --> 00:06:02.080]  當我看這段經文時
[00:06:02.080 --> 00:06:03.960]  我心想
[00:06:03.960 --> 00:06:05.680]  如果有一天
[00:06:05.680 --> 00:06:09.120]  神向北村家有這些讚賞
[00:06:09.120 --> 00:06:12.000]  我們的心就會很感恩
[00:06:12.000 --> 00:06:13.040]  但願這些讚賞
[00:06:13.040 --> 00:06:15.240]  都成為了對我們的讚賞
[00:06:15.240 --> 00:06:18.120]  亦鼓勵我們向這些方向追求
[00:06:18.120 --> 00:06:20.160]  有美好的善行
[00:06:20.160 --> 00:06:22.200]  也有真誠的愛心
[00:06:22.200 --> 00:06:23.720]  來服侍神
[00:06:23.720 --> 00:06:25.760]  而且不是一天、兩天
[00:06:25.760 --> 00:06:30.920]  是忍耐著不斷地成長追求
[00:06:30.920 --> 00:06:32.720]  當曾經讚賞完
[00:06:32.720 --> 00:06:34.040]  推亞推拉教會之後
[00:06:34.040 --> 00:06:35.000]  突然去到二十節
[00:06:35.000 --> 00:06:36.240]  有一個很大的轉變
[00:06:36.240 --> 00:06:39.480]  大家看看二十節
[00:06:39.480 --> 00:06:41.680]  「然而有一件事我要責備你
[00:06:41.680 --> 00:06:45.680]  就是你容讓那自稱是先知的婦人而洗別
[00:06:45.680 --> 00:06:47.200]  教導我的僕人
[00:06:47.200 --> 00:06:48.800]  引誘他們行奸淫
[00:06:48.800 --> 00:06:50.840]  吃剩偶像之物
[00:06:50.840 --> 00:06:52.480]  我曾給他悔改的機會
[00:06:52.480 --> 00:06:56.680]  他卻不肯悔改他的淫行」
[00:06:56.680 --> 00:06:58.480]  當時神責備教會一件事
[00:06:58.480 --> 00:07:01.520]  就是教會容讓某些人
[00:07:01.520 --> 00:07:03.360]  他們有罪過
[00:07:03.360 --> 00:07:06.320]  而且教導人犯罪
[00:07:06.320 --> 00:07:08.320]  當然不是全間教會的事情
[00:07:08.320 --> 00:07:10.120]  而是一部分的人
[00:07:10.120 --> 00:07:11.520]  但神責備教會
[00:07:11.520 --> 00:07:14.800]  他們容讓他們這樣做
[00:07:14.800 --> 00:07:17.200]  或許不是教會整體這樣做
[00:07:17.200 --> 00:07:20.280]  但當教會容讓這件事發生的時候
[00:07:20.280 --> 00:07:23.320]  都要面對神的責備
[00:07:23.320 --> 00:07:25.600]  大家會記得在舊世聖經有提及
[00:07:25.600 --> 00:07:28.600]  神的約慧被擄去的事情
[00:07:28.600 --> 00:07:30.240]  大家有印象
[00:07:30.240 --> 00:07:32.400]  為何被擄去?
[00:07:32.400 --> 00:07:33.440]  其中一個原因就是
[00:07:33.440 --> 00:07:36.520]  當時的以利這位祭司
[00:07:36.520 --> 00:07:39.560]  他兩個兒子犯罪
[00:07:39.560 --> 00:07:41.360]  當他們犯罪的時候
[00:07:41.360 --> 00:07:45.160]  以利有沒有責備他們?
[00:07:45.160 --> 00:07:48.080]  聖經說以利有責備他們
[00:07:48.080 --> 00:07:50.880]  但他沒有禁止他們
[00:07:50.880 --> 00:07:53.520]  當兩個兒子繼續犯罪的時候
[00:07:53.520 --> 00:07:56.840]  祭司以利就容讓他們繼續犯罪
[00:07:56.840 --> 00:07:58.920]  因此神就責備他們
[00:07:58.920 --> 00:08:04.640]  也將祭司的職份拿走了
[00:08:04.640 --> 00:08:08.720]  而且容許後來約慧被擄去
[00:08:08.720 --> 00:08:10.680]  有時候教會要面對一個問題
[00:08:10.680 --> 00:08:13.440]  就算不是自己犯的錯
[00:08:13.440 --> 00:08:16.840]  但容讓一些錯誤繼續在教會出現
[00:08:16.840 --> 00:08:19.800]  也是面對神的責備
[00:08:19.800 --> 00:08:22.200]  當時神就責備推亞特拉教會
[00:08:22.200 --> 00:08:24.400]  你容讓假先知耶駛別
[00:08:24.400 --> 00:08:26.280]  用錯誤的道理去教導人
[00:08:26.280 --> 00:08:30.440]  引誘他們犯罪、行奸淫吃、拜偶像的物品
[00:08:30.440 --> 00:08:32.600]  大家記得耶駛別是誰嗎?
[00:08:32.600 --> 00:08:35.240]  一個舊約很出名的人物
[00:08:35.240 --> 00:08:39.160]  這個名稱一聽到就會想起很多事情
[00:08:39.160 --> 00:08:42.440]  耶駛別當時是阿哈王的太太
[00:08:42.440 --> 00:08:43.920]  是皇后
[00:08:43.920 --> 00:08:48.840]  但她引誘皇帝去拜巴力和亞瑟拉
[00:08:48.840 --> 00:08:52.640]  因此她面對神很嚴重對她的審判
[00:08:52.640 --> 00:08:55.120]  後來她是怎樣死的?
[00:08:55.120 --> 00:09:01.680]  她的屍體被拋在城門的門前
[00:09:01.680 --> 00:09:05.200]  然後有野狗來吃她的肉
[00:09:05.200 --> 00:09:07.360]  一個很嚴重的審判
[00:09:07.360 --> 00:09:09.880]  當時在新約教會的時候
[00:09:09.880 --> 00:09:12.560]  推亞特拉教會有一些好像耶駛別的人
[00:09:12.560 --> 00:09:14.320]  他們做了一件事
[00:09:14.320 --> 00:09:15.320]  我想問問大家
[00:09:15.320 --> 00:09:20.640]  耶駛別當時當然是說他的一個行為
[00:09:20.640 --> 00:09:22.120]  未必是同名
[00:09:22.120 --> 00:09:25.080]  但有一個這樣的人在當中做的工作
[00:09:25.080 --> 00:09:27.160]  這個城市叫推亞特拉
[00:09:27.160 --> 00:09:30.560]  大家記得在《士堂傳》第十五章
[00:09:30.560 --> 00:09:33.160]  有一個賣紫色布匹的人
[00:09:33.160 --> 00:09:35.280]  他叫做甚麼名字?
[00:09:35.280 --> 00:09:36.640]  女帝雅
[00:09:36.640 --> 00:09:39.360]  有人叫做Lydia
[00:09:39.360 --> 00:09:42.800]  女帝雅是一個敬畏神的人
[00:09:42.800 --> 00:09:48.640]  但當時他來自一個城市叫做推亞特拉
[00:09:48.640 --> 00:09:50.000]  他賣紫色布匹
[00:09:50.000 --> 00:09:54.040]  因為這個城市有很多商業活動
[00:09:54.040 --> 00:09:55.960]  而且他們有一些植物
[00:09:55.960 --> 00:09:59.080]  可以提煉一些紫色的顏料
[00:09:59.080 --> 00:10:02.360]  因此用來去票驗一些布匹出賣
[00:10:02.360 --> 00:10:04.960]  是一些很貴重的布匹
[00:10:04.960 --> 00:10:07.280]  因此他們賺很多錢
[00:10:07.280 --> 00:10:13.040]  所以提到這個城市是一個很有商業背景的城市
[00:10:13.040 --> 00:10:14.880]  考古學曾經做了一些研究
[00:10:14.880 --> 00:10:18.360]  發覺這個城市裡面不單止商業茂盛
[00:10:18.360 --> 00:10:20.600]  也有很多工業的發展
[00:10:20.600 --> 00:10:24.480]  更加發現他們有很多工商業的工會成立
[00:10:24.480 --> 00:10:28.640]  這些工會好像今天有很多的會社
[00:10:28.640 --> 00:10:33.720]  很多的商人、工商業的人士加入了這些工會
[00:10:33.720 --> 00:10:36.520]  而基督徒也會參與這個工會
[00:10:36.520 --> 00:10:38.840]  如果誰不參與就會被排斥
[00:10:38.840 --> 00:10:41.640]  可能失去了一些做生意的機會
[00:10:41.640 --> 00:10:43.600]  但問題在哪裏呢?
[00:10:43.600 --> 00:10:46.160]  問題就是誰參加這些工會
[00:10:46.160 --> 00:10:52.240]  他們要參與這個工會經常做的拜偶像的儀式
[00:10:52.240 --> 00:10:54.880]  而且會行一些淫亂
[00:10:54.880 --> 00:10:57.600]  有些很荒唐的宴會
[00:10:57.600 --> 00:11:00.920]  成為了這些工會的特色
[00:11:00.920 --> 00:11:03.640]  因此有些基督徒當時參與的時候很掙扎
[00:11:03.640 --> 00:11:05.440]  不知道應不應該參與
[00:11:05.440 --> 00:11:08.760]  但當時的「假先知耶駛別」
[00:11:08.760 --> 00:11:11.720]  就教導人一個道理
[00:11:11.720 --> 00:11:13.880]  在耶穌基督裡面有自由的
[00:11:13.880 --> 00:11:16.360]  你可以放心去參加
[00:11:16.360 --> 00:11:21.400]  因此就陷害了弟兄姊妹在罪惡當中
[00:11:21.400 --> 00:11:23.160]  當時的神澤弼教會
[00:11:23.160 --> 00:11:26.800]  為什麼你容許它來教導弟兄姊妹
[00:11:26.800 --> 00:11:30.680]  以致很多人跌在這些罪惡的裏面呢?
[00:11:30.680 --> 00:11:33.920]  但是當時的人會感覺這樣做的時候
[00:11:33.920 --> 00:11:37.120]  就可以繼續得到賺錢的機會
[00:11:37.120 --> 00:11:38.760]  這個我請大家看一看後面
[00:11:38.760 --> 00:11:41.520]  十三章第十六節
[00:11:41.520 --> 00:11:50.600]  在啟示律第十三章第十一節開始就提及
[00:11:50.600 --> 00:11:53.120]  當時有一個獸
[00:11:53.120 --> 00:11:56.800]  是從地裏面出來的獸
[00:11:56.800 --> 00:12:00.160]  這隻獸有羔羊的角
[00:12:00.160 --> 00:12:03.360]  而它講話的聲音好像龍一樣
[00:12:03.360 --> 00:12:07.000]  聖經就說它有能力叫火從天上降下來
[00:12:07.000 --> 00:12:08.680]  大家想起誰?
[00:12:08.680 --> 00:12:10.960]  以利亞才知道
[00:12:10.960 --> 00:12:15.080]  它扮演了一些從神來的人物
[00:12:15.080 --> 00:12:17.600]  但它其實是來自撒旦
[00:12:17.600 --> 00:12:20.040]  它行神跡迷惑了很多人
[00:12:20.040 --> 00:12:24.560]  聖經就在第十六節這樣說
[00:12:24.560 --> 00:12:27.400]  「他又叫眾人無論大小貧富
[00:12:27.400 --> 00:12:28.920]  自主的為奴的
[00:12:28.920 --> 00:12:31.000]  都在右手上或在額上
[00:12:31.000 --> 00:12:32.680]  受一個人的印記
[00:12:32.680 --> 00:12:34.560]  至於那受印記有了壽命
[00:12:34.560 --> 00:12:36.840]  或受名數目的
[00:12:36.840 --> 00:12:39.920]  都不得做買賣」
[00:12:39.920 --> 00:12:41.200]  誰想做買賣
[00:12:41.200 --> 00:12:42.480]  想做生意賺錢
[00:12:42.480 --> 00:12:43.760]  必須有他的名字
[00:12:43.760 --> 00:12:45.960]  或受的名字
[00:12:45.960 --> 00:12:47.840]  數目的名字
[00:12:47.840 --> 00:12:52.120]  刻在他的手上或額頭上
[00:12:52.120 --> 00:12:53.440]  我不知道大家有沒有留意到
[00:12:53.440 --> 00:12:56.000]  很多近年的研究發現
[00:12:56.000 --> 00:12:57.240]  在歐洲國家
[00:12:57.240 --> 00:13:00.360]  已經有不少人開始研究晶片
[00:13:00.360 --> 00:13:03.920]  能夠將你一個人的各種資料輸入
[00:13:03.920 --> 00:13:06.800]  然後藉在你的皮膚底下
[00:13:06.800 --> 00:13:08.240]  所以你照一照
[00:13:08.240 --> 00:13:09.800]  就不用看你的身份證
[00:13:09.800 --> 00:13:13.040]  就知道很多你有關的資料
[00:13:13.040 --> 00:13:14.200]  有些國家開始研究
[00:13:14.200 --> 00:13:16.480]  會不會藉一些晶片在人的手上
[00:13:16.480 --> 00:13:18.280]  以至去百貨公司
[00:13:18.280 --> 00:13:20.040]  去超級市場買物品
[00:13:20.040 --> 00:13:21.800]  你不用帶錢包
[00:13:21.800 --> 00:13:22.760]  照一照
[00:13:22.760 --> 00:13:26.440]  就在你的銀行戶口扣錢
[00:13:26.440 --> 00:13:27.760]  這些發展讓我們想起
[00:13:27.760 --> 00:13:30.160]  我們不知道是否就是這樣
[00:13:30.160 --> 00:13:33.840]  但會相信在末世的時候
[00:13:33.840 --> 00:13:39.240]  惡者是會控制著經濟的發展
[00:13:39.240 --> 00:13:41.120]  任何人想做生意
[00:13:41.120 --> 00:13:43.280]  想得到經濟利益
[00:13:43.280 --> 00:13:50.160]  必須有受的名字印在手上或額上
[00:13:50.160 --> 00:13:51.120]  各位電影姊妹
[00:13:51.120 --> 00:13:52.720]  當我們想到一些事情的時候
[00:13:52.720 --> 00:13:54.800]  我們就會很小心
[00:13:54.800 --> 00:13:58.680]  想起很多不同的世上給我們的試探
[00:13:58.680 --> 00:14:02.240]  我最近聽到一位朋友告訴我
[00:14:02.240 --> 00:14:03.240]  在一個國家裏面
[00:14:03.240 --> 00:14:05.240]  有一些華人的教會
[00:14:05.240 --> 00:14:06.520]  當中有華人的信徒
[00:14:06.520 --> 00:14:08.440]  他們是做生意的
[00:14:08.440 --> 00:14:09.560]  他們賺到的錢
[00:14:09.560 --> 00:14:11.760]  他們很有心奉獻給教會
[00:14:11.760 --> 00:14:13.920]  支持教會的工作
[00:14:13.920 --> 00:14:16.760]  但他們怎樣能夠做到生意呢?
[00:14:16.760 --> 00:14:19.280]  是因為賄賂
[00:14:19.280 --> 00:14:25.000]  給一些錢給一些過關口的人
[00:14:25.000 --> 00:14:27.080]  讓他們可以給他們的貨品
[00:14:27.080 --> 00:14:30.120]  是順利的過關
[00:14:30.120 --> 00:14:31.720]  賄賂一些官員
[00:14:31.720 --> 00:14:34.200]  以至他們能夠做到生意
[00:14:34.200 --> 00:14:35.240]  而賺到錢
[00:14:35.240 --> 00:14:38.000]  可以奉獻給教會
[00:14:38.000 --> 00:14:39.120]  我相信這些金錢
[00:14:39.120 --> 00:14:41.080]  未必是神所喜悅的
[00:14:41.080 --> 00:14:42.160]  因為聖經清楚說
[00:14:42.160 --> 00:14:45.000]  神厭惡賄賂的事
[00:14:45.000 --> 00:14:46.720]  神自己不會賄賂人
[00:14:46.720 --> 00:14:48.200]  亦不會喜悅人
[00:14:48.200 --> 00:14:49.360]  去賄賂人
[00:14:49.360 --> 00:14:53.240]  而做一些屈港正直的事情
[00:14:53.240 --> 00:14:54.240]  我聽到一位姊妹
[00:14:54.240 --> 00:14:55.200]  早幾年跟我說
[00:14:55.200 --> 00:14:56.760]  她說她自己有很大的掙扎
[00:14:56.760 --> 00:14:58.680]  因為在國內一個城市
[00:14:58.680 --> 00:15:00.120]  她做一些貿易
[00:15:00.120 --> 00:15:03.640]  賣一些機器給一些廠家
[00:15:03.640 --> 00:15:06.680]  但同行很多人賣機器的時候
[00:15:06.680 --> 00:15:08.360]  都用二手機器
[00:15:08.360 --> 00:15:11.440]  當新機器賣給工廠
[00:15:11.440 --> 00:15:13.640]  當然價錢可以低一點
[00:15:13.640 --> 00:15:15.280]  但她自己不肯這樣做
[00:15:15.280 --> 00:15:18.600]  她要賣正式新的機器給別人
[00:15:18.600 --> 00:15:21.320]  因此很多人不跟她做生意
[00:15:21.320 --> 00:15:23.480]  覺得她的價錢比較高
[00:15:23.480 --> 00:15:26.760]  亦沒有自己私人的利益
[00:15:26.760 --> 00:15:27.640]  在這樣的情況下
[00:15:27.640 --> 00:15:30.120]  這位姊妹面對著很大的壓力
[00:15:30.120 --> 00:15:31.880]  但過了一段時間之後
[00:15:31.880 --> 00:15:34.920]  突然間省中央發現這些事
[00:15:34.920 --> 00:15:36.760]  就開始調查
[00:15:36.760 --> 00:15:38.600]  後來就發覺有幾個廠家
[00:15:38.600 --> 00:15:40.720]  幾個外來的商人
[00:15:40.720 --> 00:15:43.200]  是專賣這些二手機器
[00:15:43.200 --> 00:15:44.760]  當是新機器
[00:15:44.760 --> 00:15:46.120]  一些將他們的名字
[00:15:46.120 --> 00:15:48.440]  列在黑名單裏面
[00:15:48.440 --> 00:15:52.240]  表示不再從這些公司做生意
[00:15:52.240 --> 00:15:54.080]  但這位姊妹的公司
[00:15:54.080 --> 00:15:57.480]  政府就發覺她一直都是正直地做事
[00:15:57.480 --> 00:15:59.280]  因此就推崇她
[00:15:59.280 --> 00:16:03.840]  請廠家可以自由跟商人做生意
[00:16:03.840 --> 00:16:07.360]  因此這位姊妹突然間有很多生意
[00:16:07.360 --> 00:16:08.480]  她很感謝神
[00:16:08.480 --> 00:16:10.000]  我聽見她也很感謝神
[00:16:10.000 --> 00:16:11.480]  知道神恩待她
[00:16:11.480 --> 00:16:13.640]  給她祝福
[00:16:13.640 --> 00:16:16.040]  但同時我知道有很多弟兄姊妹
[00:16:16.040 --> 00:16:18.320]  當他們在工作上
[00:16:18.320 --> 00:16:20.320]  良善待人
[00:16:20.320 --> 00:16:22.200]  正直處事的時候
[00:16:22.200 --> 00:16:24.200]  不一定是順利
[00:16:24.200 --> 00:16:28.040]  都很可能面對著很多艱難和苦難
[00:16:28.040 --> 00:16:29.720]  早前有位弟兄
[00:16:29.720 --> 00:16:31.720]  亦都說了另一件事
[00:16:31.720 --> 00:16:32.720]  他就提及
[00:16:32.720 --> 00:16:36.160]  他在國內牽涉一宗官司
[00:16:36.160 --> 00:16:39.040]  有人拿了他們的貨
[00:16:39.040 --> 00:16:40.280]  不肯給錢
[00:16:40.280 --> 00:16:42.680]  牽涉百多萬的金錢
[00:16:42.680 --> 00:16:43.600]  因此在官司裏面
[00:16:43.600 --> 00:16:45.560]  一直求神保守
[00:16:45.560 --> 00:16:46.560]  感謝神
[00:16:46.560 --> 00:16:50.600]  最終官司判對方輸
[00:16:50.600 --> 00:16:55.040]  要求對方將百多萬賠償給這位弟兄
[00:16:55.040 --> 00:16:56.640]  這位弟兄當時很感謝神
[00:16:56.640 --> 00:16:57.640]  但他問了一個問題
[00:16:57.640 --> 00:17:00.760]  我如何向對方索取這筆錢
[00:17:00.760 --> 00:17:01.560]  雖然是他輸
[00:17:01.560 --> 00:17:03.840]  但沒有把握會拿回這筆錢
[00:17:03.840 --> 00:17:05.680]  就跟法官說
[00:17:05.680 --> 00:17:06.840]  法官說
[00:17:06.840 --> 00:17:07.680]  可以的
[00:17:07.680 --> 00:17:09.960]  我介紹律師給你
[00:17:09.960 --> 00:17:15.200]  律師可以幫你索取這筆錢
[00:17:15.200 --> 00:17:16.080]  這位弟兄就說
[00:17:16.080 --> 00:17:18.320]  我可否自己找律師呢
[00:17:18.320 --> 00:17:19.200]  法官說可以找
[00:17:19.200 --> 00:17:22.320]  但不會成功
[00:17:22.320 --> 00:17:24.400]  這位弟兄再追問
[00:17:24.400 --> 00:17:26.760]  要請你介紹律師
[00:17:26.760 --> 00:17:29.600]  有什麼條件呢
[00:17:29.600 --> 00:17:32.840]  法官私下跟他說
[00:17:32.840 --> 00:17:34.360]  你得到的錢
[00:17:34.360 --> 00:17:39.320]  百分之四十要給我
[00:17:39.320 --> 00:17:40.320]  這位弟兄聽見
[00:17:40.320 --> 00:17:44.600]  就明白為何他要介紹律師
[00:17:44.600 --> 00:17:45.520]  當他聽見的時候
[00:17:45.520 --> 00:17:47.520]  他心裡很掙扎
[00:17:47.520 --> 00:17:48.720]  百分之四十
[00:17:48.720 --> 00:17:51.560]  大家猜想到是多少
