
[00:00:00.000 --> 00:00:02.400]  大家會知道在今個季度
[00:02:11.900 --> 00:02:16.900]  很有限制、很多瑕疵的被造者聯成一體呢?
[00:02:18.900 --> 00:02:24.900]  英文的字眼「Oneness」是表示義者成為一的意思
[00:02:24.900 --> 00:02:27.900]  我記得第一次看到一幅相片
[00:02:27.900 --> 00:02:31.900]  這幅相片是一對新人剛結婚拍的照片
[00:02:31.900 --> 00:02:35.900]  女的是一位臨床心理學家
[00:02:35.900 --> 00:02:38.900]  很漂亮、很能幹的一位女士
[00:02:38.900 --> 00:02:42.900]  男的是一位剛戒毒的人士
[00:02:42.900 --> 00:02:44.900]  是過去的吸毒者
[00:02:44.900 --> 00:02:47.900]  現在是無業的、沒有工作的
[00:02:48.900 --> 00:02:49.900]  這種情況
[00:02:49.900 --> 00:02:52.900]  人家眼光來看好像不是很配合
[00:02:52.900 --> 00:02:53.900]  但小心再看
[00:02:53.900 --> 00:02:58.900]  原來知道這個女的是男的以前的輔導員
[00:02:58.900 --> 00:03:02.900]  是幫助這位男士戒毒的
[00:03:02.900 --> 00:03:04.900]  然後他們大家深了感情
[00:03:04.900 --> 00:03:05.900]  後來結婚
[00:03:05.900 --> 00:03:10.900]  在當中重要的因素就是愛將他們連在一起
[00:03:10.900 --> 00:03:15.900]  我們似乎都不是太明白中間有什麼事情經歷了
[00:03:15.900 --> 00:03:19.900]  但更加讓我們驚訝的不是這些事情
[00:03:19.900 --> 00:03:24.900]  而是永恆的主宰和你和我聯成一體
[00:03:24.900 --> 00:03:28.900]  這正是聖經所說的極大的奧秘
[00:03:28.900 --> 00:03:33.900]  這個奧秘值得我們小心思想、小心明白
[00:03:33.900 --> 00:03:37.900]  首先大家看看基督耶穌和教會的關係是怎樣的呢?
[00:03:37.900 --> 00:03:39.900]  大家先看看23節
[00:03:39.900 --> 00:03:42.900]  23節
[00:03:42.900 --> 00:03:46.900]  因為丈夫是妻子的頭 如同基督是教會的頭
[00:03:46.900 --> 00:03:50.900]  他是教會全體的救主
[00:03:50.900 --> 00:03:53.900]  聖經提到耶穌基督是教會的頭
[00:03:53.900 --> 00:03:57.900]  也是教會全體的救主
[00:03:57.900 --> 00:03:59.900]  這裡提到主耶穌是我們的救主
[00:03:59.900 --> 00:04:01.900]  這個真理大家都會熟悉
[00:04:01.900 --> 00:04:03.900]  我們不需要多說
[00:04:03.900 --> 00:04:05.900]  但理解之餘
[00:04:05.900 --> 00:04:08.900]  你是否感受到那種恩情?
[00:04:10.900 --> 00:04:13.900]  我想大家有些時候如果有機會想起過去
[00:04:13.900 --> 00:04:16.900]  你的朋友、親人曾經對你有恩
[00:04:16.900 --> 00:04:18.900]  當他們說那些事情的時候
[00:04:18.900 --> 00:04:21.900]  你的心也會有一種溫暖、一種感動
[00:04:21.900 --> 00:04:24.900]  我想起我自己在中學時期
[00:04:24.900 --> 00:04:25.900]  我中一信耶穌
[00:04:25.900 --> 00:04:27.900]  我很感謝神
[00:04:27.900 --> 00:04:32.900]  但同時我感謝當時有一個中五的哥哥
[00:04:32.900 --> 00:04:34.900]  他在小息期間
[00:04:34.900 --> 00:04:38.900]  午膳時間就來到我們課室門口
[00:04:38.900 --> 00:04:39.900]  當時他不認識我們
[00:04:39.900 --> 00:04:40.900]  我們也不認識他
[00:04:40.900 --> 00:04:43.900]  他就在我們廣東話裡說
[00:04:43.900 --> 00:04:44.900]  「蒲下蒲下」
[00:04:44.900 --> 00:04:46.900]  到處供奉、到處看
[00:04:46.900 --> 00:04:49.900]  我們覺得他好像在騷擾我們
[00:04:49.900 --> 00:04:51.900]  但他似乎不怕尷尬
[00:04:51.900 --> 00:04:53.900]  他就來跟我們聊天
[00:04:53.900 --> 00:04:54.900]  跟我們聊天
[00:04:54.900 --> 00:04:56.900]  慢慢我們認識了他之後
[00:04:56.900 --> 00:04:58.900]  他就邀請我們
[00:04:58.900 --> 00:05:01.900]  邀請我回去教徒團體
[00:05:01.900 --> 00:05:04.900]  就因為這樣我信了耶穌
[00:05:04.900 --> 00:05:07.900]  就因為這樣我來到北角宣道會
[00:05:07.900 --> 00:05:10.900]  就因為這樣我做了牧師
[00:05:10.900 --> 00:05:13.900]  如果不是那位弟兄
[00:05:13.900 --> 00:05:15.900]  他不怕面懵
[00:05:15.900 --> 00:05:17.900]  走來跟我們聊天
[00:05:17.900 --> 00:05:20.900]  我想今天我的情況是很不同
[00:05:20.900 --> 00:05:23.900]  所以每當我回到這位弟兄的時候
[00:05:23.900 --> 00:05:25.900]  我的心也有一種感動
[00:05:25.900 --> 00:05:28.900]  有一種恩情在我心裡
[00:05:28.900 --> 00:05:31.900]  這些是大家很多時候都會經歷到的事情
[00:05:31.900 --> 00:05:33.900]  但在上主耶穌的時候
[00:05:33.900 --> 00:05:36.900]  不單單他有些地方幫助我們
[00:05:36.900 --> 00:05:40.900]  我們可以說他是我們的救命恩人
[00:05:40.900 --> 00:05:42.900]  如果不是因為耶穌的救恩
[00:05:42.900 --> 00:05:44.900]  你想想如果今天你不相信耶穌
[00:05:44.900 --> 00:05:47.900]  你猜你現在會怎樣?
[00:05:47.900 --> 00:05:48.900]  如果不是他拯救你
[00:05:48.900 --> 00:05:51.900]  從黑暗裡把你找出來
[00:05:51.900 --> 00:05:53.900]  給你人生的方向
[00:05:53.900 --> 00:05:54.900]  給你有力量
[00:05:54.900 --> 00:05:56.900]  你會怎樣?
[00:05:56.900 --> 00:05:57.900]  所以聖經上說
[00:05:57.900 --> 00:06:01.900]  基督耶穌是教會的救主
[00:06:01.900 --> 00:06:02.900]  不要看作平常
[00:06:02.900 --> 00:06:04.900]  我知道的
[00:06:04.900 --> 00:06:07.900]  我們要開始去感受那種恩情
[00:06:07.900 --> 00:06:09.900]  去知道主愛我
[00:06:09.900 --> 00:06:11.900]  祂拯救我
[00:06:11.900 --> 00:06:12.900]  另一方面聖經提到
[00:06:12.900 --> 00:06:14.900]  主耶穌是我們的頭
[00:06:14.900 --> 00:06:16.900]  聖經說到這個頭
[00:06:16.900 --> 00:06:18.900]  是有很豐富的含義
[00:06:18.900 --> 00:06:21.900]  當然也包含了一個領導的意思
[00:06:21.900 --> 00:06:23.900]  主愛我們愛到底
[00:06:23.900 --> 00:06:25.900]  甚至做我們的頭
[00:06:25.900 --> 00:06:27.900]  你可以想一想
[00:06:27.900 --> 00:06:28.900]  如果有一個媽媽
[00:06:28.900 --> 00:06:30.900]  她生了一個嬰兒之後
[00:06:30.900 --> 00:06:32.900]  她跟嬰兒說
[00:06:32.900 --> 00:06:33.900]  我把你生出來了
[00:06:33.900 --> 00:06:35.900]  我給你一個生命
[00:06:35.900 --> 00:06:36.900]  從今以後
[00:06:36.900 --> 00:06:37.900]  我放手了
[00:06:37.900 --> 00:06:40.900]  請你自己處理好自己
[00:06:40.900 --> 00:06:42.900]  當然嬰兒要感謝媽媽
[00:06:42.900 --> 00:06:44.900]  把生命給他
[00:06:44.900 --> 00:06:46.900]  但是他很需要媽媽
[00:06:46.900 --> 00:06:49.900]  繼續地帶領他
[00:06:49.900 --> 00:06:51.900]  如果媽媽愛他的話
[00:06:51.900 --> 00:06:54.900]  他會繼續地承擔他
[00:06:54.900 --> 00:06:56.900]  做他的母親
[00:06:56.900 --> 00:06:59.900]  因為主耶穌愛我們到底
[00:06:59.900 --> 00:07:02.900]  因此他同時願意成為我們的頭
[00:07:02.900 --> 00:07:05.900]  也意味著他永恆地承擔我們
[00:07:05.900 --> 00:07:07.900]  一生地引導我們
[00:07:07.900 --> 00:07:10.900]  在永恆當中與我們同在
[00:07:10.900 --> 00:07:11.900]  因此那個頭
[00:07:11.900 --> 00:07:14.900]  不是在當中好像弄權的意思
[00:07:14.900 --> 00:07:17.900]  而是表示他一種更完全
[00:07:17.900 --> 00:07:19.900]  更徹底的愛
[00:07:19.900 --> 00:07:21.900]  來幫助我們
[00:07:21.900 --> 00:07:23.900]  帶領我們
[00:07:23.900 --> 00:07:24.900]  因此聖經提到
[00:07:24.900 --> 00:07:27.900]  基督耶穌是我們的頭
[00:07:27.900 --> 00:07:28.900]  但是同時頭的意思
[00:07:28.900 --> 00:07:30.900]  不單單是說一種領導
[00:07:30.900 --> 00:07:33.900]  同時聖經含有一種很豐富
[00:07:33.900 --> 00:07:36.900]  就是祂是我們的源頭
[00:07:36.900 --> 00:07:38.900]  也就是說是我們生命的源頭
[00:07:38.900 --> 00:07:41.900]  英文說Life Source
[00:07:41.900 --> 00:07:42.900]  是我們生命的源頭
[00:07:42.900 --> 00:07:43.900]  一切我們所需要的
[00:07:43.900 --> 00:07:45.900]  祂供應我們
[00:07:45.900 --> 00:07:48.900]  豐盛因為從祂那裡源源不絕
[00:07:48.900 --> 00:07:50.900]  流入我們的生命當中
[00:07:50.900 --> 00:07:52.900]  流入教會當中
[00:07:52.900 --> 00:07:55.900]  這是源頭的一個含義
[00:07:55.900 --> 00:07:56.900]  當聖經提到
[00:07:56.900 --> 00:07:58.900]  基督是我們的頭的時候
[00:07:58.900 --> 00:08:01.900]  當然我們就是祂的身體
[00:08:01.900 --> 00:08:07.900]  如果你看回剛才聖經的二十三節
[00:08:07.900 --> 00:08:08.900]  最後一句話
[00:08:08.900 --> 00:08:11.900]  「祂又是教會全體的救主」
[00:08:11.900 --> 00:08:13.900]  這裡另一個翻譯可以做
[00:08:13.900 --> 00:08:18.900]  「祂又是救主
[00:08:18.900 --> 00:08:22.900]  教會是祂的身體」
[00:08:22.900 --> 00:08:23.900]  祂是我們的救主
[00:08:23.900 --> 00:08:26.900]  而我們就是祂的身體
[00:08:26.900 --> 00:08:29.900]  如果你再看第三十節
[00:08:29.900 --> 00:08:33.900]  「因我們是祂身上的肢體」
[00:08:33.900 --> 00:08:35.900]  我們是祂的身體
[00:08:35.900 --> 00:08:39.900]  可以想像就是頭一定會很緊張
[00:08:39.900 --> 00:08:41.900]  很愛惜祂的身體
[00:08:41.900 --> 00:08:44.900]  最近天氣乾燥寒冷
[00:08:44.900 --> 00:08:48.900]  皮膚的診所有很多很多的病人
[00:08:48.900 --> 00:08:50.900]  因為皮膚炎很普遍
[00:08:50.900 --> 00:08:52.900]  當你的皮膚很癢
[00:08:52.900 --> 00:08:53.900]  很多問題的時候
[00:08:53.900 --> 00:08:57.900]  你要很小心地塗藥膏保養著它
[00:08:57.900 --> 00:08:59.900]  因為是你的身體
[00:08:59.900 --> 00:09:00.900]  聖經提到
[00:09:00.900 --> 00:09:02.900]  主是以我們
[00:09:02.900 --> 00:09:03.900]  以教會
[00:09:03.900 --> 00:09:08.900]  祂所拯救的子民為祂的身體
[00:09:08.900 --> 00:09:11.900]  意味著祂會很留心地看顧著
[00:09:11.900 --> 00:09:13.900]  上來再看回聖經
[00:09:13.900 --> 00:09:16.900]  在第二十九節
[00:09:16.900 --> 00:09:19.900]  「從來沒有人恨惡自己的身子」
[00:09:19.900 --> 00:09:21.900]  總是大家一起讀
[00:09:21.900 --> 00:09:28.900]  「保養固息,正像基督待教會一樣」
[00:09:28.900 --> 00:09:31.900]  這位主會保養固息他的教會
[00:09:31.900 --> 00:09:35.900]  保養是表示一種提供養分
[00:09:35.900 --> 00:09:37.900]  供應養尿
[00:09:37.900 --> 00:09:40.900]  讓身體得到滋潤的意思
[00:09:40.900 --> 00:09:43.900]  固息是表示一種保護著
[00:09:43.900 --> 00:09:45.900]  不會讓他受傷害
[00:09:45.900 --> 00:09:47.900]  固息著他的意思
[00:09:47.900 --> 00:09:49.900]  這位主在我們的頭
[00:09:49.900 --> 00:09:50.900]  在我們的身體
[00:09:50.900 --> 00:09:52.900]  因此祂保養固息我們
[00:09:52.900 --> 00:09:54.900]  常常地看顧我們
[00:09:54.900 --> 00:09:57.900]  有時候我看到一些詩歌
[00:09:57.900 --> 00:09:58.900]  我們唱頌的時候
[00:09:58.900 --> 00:10:01.900]  主耶穌說「你是屬我的」
[00:10:01.900 --> 00:10:04.900]  每一次我讀到一些經文
[00:10:04.900 --> 00:10:06.900]  和有關的詩歌的時候
[00:10:06.900 --> 00:10:08.900]  我心裡都有一份感動
[00:10:08.900 --> 00:10:09.900]  主耶穌告訴我
[00:10:09.900 --> 00:10:10.900]  告訴你知道
[00:10:10.900 --> 00:10:11.900]  告訴我們聽
[00:10:11.900 --> 00:10:14.900]  你們是屬於我的
[00:10:14.900 --> 00:10:17.900]  有些人說我很孤單
[00:10:17.900 --> 00:10:19.900]  我是大地的孤兒
[00:10:19.900 --> 00:10:20.900]  沒有人理我
[00:10:20.900 --> 00:10:23.900]  但縱使他認為沒有人理
[00:10:23.900 --> 00:10:27.900]  當他成為基督的兒女的時候
[00:10:27.900 --> 00:10:28.900]  他清楚知道
[00:10:28.900 --> 00:10:29.900]  就算沒有人認識他
[00:10:29.900 --> 00:10:33.900]  他仍然是屬於主耶穌
[00:10:33.900 --> 00:10:37.900]  這幾年教會有很多年長者信主
[00:10:37.900 --> 00:10:39.900]  很多年長者信主的時候
[00:10:39.900 --> 00:10:40.900]  有種深刻的體會
[00:10:40.900 --> 00:10:42.900]  就算家庭沒有人照顧他
[00:10:42.900 --> 00:10:44.900]  可能是獨居的長者
[00:10:44.900 --> 00:10:46.900]  但他們常常想到
[00:10:46.900 --> 00:10:47.900]  不要緊有什麼事情
[00:10:47.900 --> 00:10:48.900]  向主耶穌祈禱
[00:10:48.900 --> 00:10:50.900]  主耶穌幫助我
[00:10:50.900 --> 00:10:53.900]  很多很多的見證他們說出來
[00:10:53.900 --> 00:10:54.900]  為什麼在困難當中
[00:10:54.900 --> 00:10:56.900]  主耶穌幫助他們
[00:10:56.900 --> 00:10:59.900]  因為主耶穌看顧他們
[00:10:59.900 --> 00:11:03.900]  以他們為他所屬的子民
[00:11:03.900 --> 00:11:04.900]  當聖經提到
[00:11:04.900 --> 00:11:05.900]  既然我們屬於他的時候
[00:11:05.900 --> 00:11:07.900]  就理當去馴服他
[00:11:07.900 --> 00:11:09.900]  大家看第二十四節
[00:11:11.900 --> 00:11:12.900]  二十四節
[00:11:12.900 --> 00:11:14.900]  教會怎樣馴服基督
[00:11:14.900 --> 00:11:19.900]  妻子也要怎樣凡事馴服丈夫
[00:11:19.900 --> 00:11:22.900]  如果做父母的會明白
[00:11:22.900 --> 00:11:23.900]  如果有些事情
[00:11:23.900 --> 00:11:25.900]  你勸告你的子女
[00:11:25.900 --> 00:11:27.900]  如果你明白
[00:11:27.900 --> 00:11:28.900]  如果他這樣做的時候
[00:11:28.900 --> 00:11:30.900]  他一定會吃苦頭
[00:11:30.900 --> 00:11:33.900]  當他們不聽你的話的時候
[00:11:33.900 --> 00:11:35.900]  而最終他們真的吃苦頭
[00:11:35.900 --> 00:11:37.900]  或者受到傷害
[00:11:37.900 --> 00:11:39.900]  或者被人欺騙等等
[00:11:39.900 --> 00:11:41.900]  你猜你的心情會怎樣
[00:11:41.900 --> 00:11:44.900]  我也試過
[00:11:44.900 --> 00:11:46.900]  心情是很不舒服的
[00:11:46.900 --> 00:11:49.900]  很不想他面對這些苦楚
[00:11:49.900 --> 00:11:52.900]  很不想他這麼大的難過
[00:11:52.900 --> 00:11:53.900]  但沒辦法
[00:11:53.900 --> 00:11:54.900]  他沒有聽我說
[00:11:54.900 --> 00:11:56.900]  當主耶穌說
[00:11:56.900 --> 00:11:57.900]  我是你們的頭
[00:11:57.900 --> 00:11:59.900]  你們要馴服我
[00:11:59.900 --> 00:12:01.900]  並不是說他在一些特別的位置
[00:12:01.900 --> 00:12:02.900]  作威作福
[00:12:02.900 --> 00:12:04.900]  指派我們到處走
[00:12:04.900 --> 00:12:05.900]  不是
[00:12:05.900 --> 00:12:06.900]  而是他知道
[00:12:06.900 --> 00:12:08.900]  如果你馴服他的時候
[00:12:08.900 --> 00:12:10.900]  他會蒙福
[00:12:10.900 --> 00:12:13.900]  反之如果你違背他的時候
[00:12:13.900 --> 00:12:15.900]  你就會受害
[00:12:15.900 --> 00:12:18.900]  他絕對不想見到你受害
[00:12:18.900 --> 00:12:21.900]  而當教會馴服基督的時候
[00:12:21.900 --> 00:12:26.900]  教會就更能夠真實與主聯為一體
[00:12:26.900 --> 00:12:28.900]  是什麼意思呢?
[00:12:28.900 --> 00:12:29.900]  如果大家記得
[00:12:29.900 --> 00:12:33.900]  當主耶穌接受施洗約翰的洗禮的時候
[00:12:33.900 --> 00:12:36.900]  施洗約翰是否拒絕他?
[00:12:36.900 --> 00:12:38.900]  他說我不可以為你施洗
[00:12:38.900 --> 00:12:39.900]  主耶穌說
[00:12:39.900 --> 00:12:41.900]  我理當盡諸般的義
[00:12:41.900 --> 00:12:43.900]  很明顯的意思就是說
[00:12:43.900 --> 00:12:46.900]  他本身馴服神對他的心意
[00:12:46.900 --> 00:12:49.900]  義代替不義
[00:12:49.900 --> 00:12:51.900]  你要承擔罪的後果
[00:12:51.900 --> 00:12:54.900]  因此當他受洗的時候
[00:12:54.900 --> 00:12:58.900]  其實好像是代表著其他的人來受洗
[00:12:58.900 --> 00:13:01.900]  他也接受一個好像是赦罪的洗禮
[00:13:01.900 --> 00:13:03.900]  他本身不需要
[00:13:03.900 --> 00:13:04.900]  但他代替了我們
[00:13:04.900 --> 00:13:06.900]  因此他願意馴服神
[00:13:06.900 --> 00:13:08.900]  接受這個洗禮
[00:13:08.900 --> 00:13:13.900]  也是延伸至將來他的十字架
[00:13:13.900 --> 00:13:16.900]  當他從水裡上來的時候
[00:13:16.900 --> 00:13:19.900]  他聽見什麼話?
[00:13:19.900 --> 00:13:21.900]  「這是我的愛子
[00:13:21.900 --> 00:13:24.900]  我所喜悅的」
[00:13:24.900 --> 00:13:26.900]  當他馴服神的時候
[00:13:26.900 --> 00:13:31.900]  那一瞬間那種深刻的關係就呈現出來
[00:13:31.900 --> 00:13:33.900]  是我的愛子
[00:13:33.900 --> 00:13:34.900]  我喜悅的
[00:13:34.900 --> 00:13:35.900]  因為他順從我
[00:13:35.900 --> 00:13:38.900]  成就我對他的心意
[00:13:38.900 --> 00:13:42.900]  馴服建立了和神更深入的關係
[00:13:42.900 --> 00:13:45.900]  因此恩典沿著這個關係
[00:13:45.900 --> 00:13:49.900]  就湧流在我們的生命當中
[00:13:49.900 --> 00:13:52.900]  我們的教會不單止個別來說
[00:13:52.900 --> 00:13:53.900]  整體來說
[00:13:53.900 --> 00:13:55.900]  上上強調要高舉耶穌基督
[00:13:55.900 --> 00:13:56.900]  為什麼?
[00:13:56.900 --> 00:13:58.900]  因為我們知道如果教會不馴服
[00:13:58.900 --> 00:14:00.900]  承應給我們耶穌基督的吩咐
[00:14:00.900 --> 00:14:04.900]  教會就不會和基督耶穌有真正的關係
[00:14:04.900 --> 00:14:07.900]  也都不會能夠承受到
[00:14:07.900 --> 00:14:11.900]  祂要給我們的各種的豐富
[00:14:11.900 --> 00:14:13.900]  因此聖經說
[00:14:13.900 --> 00:14:15.900]  基督是教會的救主
[00:14:15.900 --> 00:14:17.900]  又是教會的頭
[00:14:17.900 --> 00:14:20.900]  而我們要順從基督
[00:14:20.900 --> 00:14:24.900]  這正是聖經對我們諸般的勉勵
[00:14:24.900 --> 00:14:26.900]  我們再看第二方面
[00:14:26.900 --> 00:14:29.900]  耶穌基督的寫記建立了一個完美的教會
[00:14:29.900 --> 00:14:34.900]  我們再看在下面的二十五節
[00:14:34.900 --> 00:14:35.900]  二十五節
[00:14:35.900 --> 00:14:38.900]  「你們作丈夫的要愛你們的妻子
[00:14:38.900 --> 00:14:40.900]  正如基督愛教會
[00:14:40.900 --> 00:14:43.900]  為教會寫記」
[00:14:43.900 --> 00:14:45.900]  主的愛到一個地步
[00:14:45.900 --> 00:14:46.900]  樂意捨棄自己的生命
[00:14:46.900 --> 00:14:48.900]  是我們熟悉的真理
[00:14:48.900 --> 00:14:51.900]  但是祂寫記的一個目的
[00:14:51.900 --> 00:14:55.900]  是為了叫教會得到聖潔
[00:14:55.900 --> 00:14:57.900]  或者說成性
[00:14:57.900 --> 00:15:00.900]  讓教會能夠成為聖潔
[00:15:00.900 --> 00:15:01.900]  而聖經就說
[00:15:01.900 --> 00:15:03.900]  在二十六節說
[00:15:03.900 --> 00:15:09.900]  「用水藉著渡把教會洗淨成為聖潔」
[00:15:09.900 --> 00:15:13.900]  水和渡是兩個關鍵的地方
[00:15:13.900 --> 00:15:14.900]  什麼是水呢?
[00:15:14.900 --> 00:15:15.900]  一般的理解
[00:15:15.900 --> 00:15:18.900]  水是代表著洗禮
[00:15:18.900 --> 00:15:21.900]  洗禮是什麼含義呢?
[00:15:21.900 --> 00:15:22.900]  簡單來說
[00:15:22.900 --> 00:15:23.900]  第一
[00:15:23.900 --> 00:15:26.900]  洗禮是代表著主對我們的罪
[00:15:26.900 --> 00:15:27.900]  潔淨我們
[00:15:27.900 --> 00:15:28.900]  赦免我們
[00:15:28.900 --> 00:15:30.900]  在水裡浸了下去的時候
[00:15:30.900 --> 00:15:32.900]  還在清洗舊的生命
[00:15:32.900 --> 00:15:36.900]  然後重新一個新開始
[00:15:36.900 --> 00:15:37.900]  第二
[00:15:37.900 --> 00:15:41.900]  洗禮是在表達一種神賜下的聖靈
[00:15:41.900 --> 00:15:42.900]  剛才我們說
[00:15:42.900 --> 00:15:44.900]  主耶穌從水裡上來的時候
[00:15:44.900 --> 00:15:46.900]  不單聽見聲音
[00:15:46.900 --> 00:15:52.900]  還有聖靈好像甲子降臨在祂身上
[00:15:52.900 --> 00:15:55.900]  《哲堂傳》一章第三十八節
[00:15:55.900 --> 00:15:56.900]  在我們常常讀的經文說到
[00:15:56.900 --> 00:15:59.900]  彼得說你們要信主
[00:15:59.900 --> 00:16:01.900]  奉主的名受洗
[00:16:01.900 --> 00:16:05.900]  然後叫你們的罪得到赦免
[00:16:05.900 --> 00:16:10.900]  就必領受所應許的聖靈
[00:16:10.900 --> 00:16:13.900]  因此水裡所表達的
[00:16:13.900 --> 00:16:15.900]  神賜罪的恩惠
[00:16:15.900 --> 00:16:19.900]  神賜下聖靈在我們生命當中
[00:16:19.900 --> 00:16:22.900]  然後更加藉著祂的真道
[00:16:22.900 --> 00:16:26.900]  神要藉著祂的真道結證教會
[00:16:26.900 --> 00:16:28.900]  叫我們透過祂的真理
[00:16:28.900 --> 00:16:32.900]  整個教會的生命調向神
[00:16:32.900 --> 00:16:36.900]  得著耶穌基督給我們一種新的生命
[00:16:36.900 --> 00:16:37.900]  因此聖經清楚說
[00:16:37.900 --> 00:16:40.900]  要用水藉著道
[00:16:40.900 --> 00:16:43.900]  叫教會得到結證
[00:16:43.900 --> 00:16:47.900]  我們過去05年和今年都不斷強調
[00:16:47.900 --> 00:16:51.900]  要以神的真道成為我們追求的目標
[00:16:51.900 --> 00:16:52.900]  所以你看到我們的主題
[00:16:52.900 --> 00:16:55.900]  要來扎根聖言
[00:16:55.900 --> 00:16:58.900]  如果神的聖道不在我們當中
[00:16:58.900 --> 00:17:01.900]  我們也沒有盼望能夠改變
[00:17:01.900 --> 00:17:02.900]  聖經因此強調
[00:17:02.900 --> 00:17:04.900]  要將我們的生命改變
[00:17:04.900 --> 00:17:07.900]  是透過神的道
[00:17:07.900 --> 00:17:08.900]  你再看聖經說
[00:17:08.900 --> 00:17:11.900]  叫教會得到結證成為聖結
[00:17:11.900 --> 00:17:13.900]  27節可以獻給自己
[00:17:13.900 --> 00:17:16.900]  作為榮耀的教會
[00:17:16.900 --> 00:17:18.900]  榮耀這個字很多時候是說
[00:17:18.900 --> 00:17:21.900]  很華麗、潔淨的白衣裳
[00:17:21.900 --> 00:17:23.900]  一想起白衣裳
[00:17:23.900 --> 00:17:25.900]  你想起婚禮的是誰?
[00:17:25.900 --> 00:17:27.900]  是新娘子
[00:17:27.900 --> 00:17:29.900]  穿著婚紗
[00:17:29.900 --> 00:17:33.900]  我常常在教會裡有機會主持婚禮的時候
[00:17:33.900 --> 00:17:35.900]  見到新娘子走過來
[00:17:35.900 --> 00:17:38.900]  我們會想起聖經這個比喻
[00:17:38.900 --> 00:17:42.900]  是表達著神要結證教會成為
[00:17:42.900 --> 00:17:47.900]  榮耀的、光明潔淨的群體
[00:17:47.900 --> 00:17:49.900]  要獻給自己
[00:17:49.900 --> 00:17:50.900]  獻給自己
[00:17:50.900 --> 00:17:53.900]  特別是說將來的情況
[00:17:53.900 --> 00:17:55.900]  在主耶穌再回來的時候
[00:17:55.900 --> 00:17:58.900]  教會要成為聖結的身輔
[00:17:58.900 --> 00:18:02.900]  獻給這位創造生命的主
[00:18:02.900 --> 00:18:04.900]  大家一起翻看啟示錄
[00:18:04.900 --> 00:18:09.900]  在啟示錄第十九章
[00:18:09.900 --> 00:18:12.900]  第七節和第八節
[00:18:12.900 --> 00:18:15.900]  我請大家一起讀一讀這兩節經文
[00:18:15.900 --> 00:18:16.900]  第七節
[00:18:16.900 --> 00:18:19.900]  我們要歡喜快樂
[00:18:19.900 --> 00:18:22.900]  張榮耀歸給他
[00:18:22.900 --> 00:18:26.900]  因為羔羊婚娶的時候到了
[00:18:26.900 --> 00:18:29.900]  新婦也自己預備好了
[00:18:29.900 --> 00:18:33.900]  就蒙恩德村光明潔白的細蠻衣
