
[00:00:00.000 --> 00:00:06.000]  大家好,我是范俊豪牧師
[00:08:35.760 --> 00:08:37.520]  讓人成長
[00:08:37.520 --> 00:08:40.120]  所以這本書其實是一本很豐富的書
[00:08:40.120 --> 00:08:42.000]  不單止是講知識
[00:08:42.000 --> 00:08:44.000]  也和我們談信仰
[00:08:44.000 --> 00:08:48.320]  幫我們離開因為恐懼而相信
[00:08:48.320 --> 00:08:51.320]  而走上因為愛真理的緣故
[00:08:51.320 --> 00:08:53.040]  可以鍥而不捨
[00:08:53.040 --> 00:08:54.960]  捨身忘記的
[00:08:54.960 --> 00:08:57.280]  讓我們在愛當中
[00:08:57.280 --> 00:08:59.000]  一路一路的成長
[00:08:59.000 --> 00:09:00.560]  不單止是知識
[00:09:00.560 --> 00:09:02.000]  也是信仰
[00:09:02.000 --> 00:09:04.040]  所以這本《The Name of Rose》
[00:09:04.040 --> 00:09:05.600]  《玫瑰的名字》
[00:09:05.600 --> 00:09:08.720]  有很多很多豐富的解讀
[00:09:08.720 --> 00:09:10.960]  在這裡我只不過是透過信仰
[00:09:10.960 --> 00:09:12.280]  和知識的追尋
[00:09:12.280 --> 00:09:14.080]  和大家簡單分享
[00:09:14.080 --> 00:09:16.600]  希望大家都能夠在當中裏面
[00:09:16.600 --> 00:09:19.440]  找到更多更多的奧秘
[00:09:19.440 --> 00:09:22.760]  拆解更多的謎團
[00:09:22.760 --> 00:09:24.760]  我们下期再见吧!

