
[00:00:00.000 --> 00:00:04.800]  剛才大家讀到一些宗教改革的歷史的時候
[00:02:51.000 --> 00:02:55.000]  領受神給我們救恩的恩惠
[00:02:55.000 --> 00:02:57.000]  今天我們讀一段聖經
[00:02:57.000 --> 00:02:59.000]  這段聖經有些地方很值得我們一起
[00:02:59.000 --> 00:03:01.000]  在今天思想
[00:03:01.000 --> 00:03:02.000]  大家不如再打開聖經
[00:03:02.000 --> 00:03:05.000]  加拿大書第二章的經文
[00:03:05.000 --> 00:03:11.000]  在加拿大書第二章
[00:03:11.000 --> 00:03:12.000]  大家會留意到
[00:03:12.000 --> 00:03:15.000]  當時保羅他去到耶路撒冷
[00:03:15.000 --> 00:03:17.000]  和當時的使徒
[00:03:17.000 --> 00:03:19.000]  和當時初期教會的領袖
[00:03:19.000 --> 00:03:25.000]  來分享他自己所領受神給他啟示的真理
[00:03:25.000 --> 00:03:27.000]  彼此間有一個團契
[00:03:27.000 --> 00:03:29.000]  但是當他上到的時候
[00:03:29.000 --> 00:03:32.000]  同時他留意到一群猶太人
[00:03:32.000 --> 00:03:35.000]  其中一些稱自己是基督徒
[00:03:35.000 --> 00:03:39.000]  但是他們有一個很重要的堅持
[00:03:39.000 --> 00:03:42.000]  就是人要得到救恩
[00:03:42.000 --> 00:03:44.000]  信耶穌是不足夠的
[00:03:44.000 --> 00:03:48.000]  是必須同時要去遵守舊約的律法
[00:03:48.000 --> 00:03:50.000]  包括國禮
[00:03:50.000 --> 00:03:52.000]  才可以得救
[00:03:52.000 --> 00:03:54.000]  保羅留意到有一群人
[00:03:54.000 --> 00:03:57.000]  在觀察保羅所做的事情
[00:03:57.000 --> 00:04:00.000]  是否按他們的信念來做
[00:04:00.000 --> 00:04:02.000]  但是聖經就特別強調
[00:04:02.000 --> 00:04:04.000]  保羅他堅持真理
[00:04:04.000 --> 00:04:06.000]  不願意來妥協
[00:04:06.000 --> 00:04:09.000]  大家留意聖經第三節
[00:04:09.000 --> 00:04:13.000]  第二章第三節
[00:04:13.000 --> 00:04:15.000]  「與我同行的提多
[00:04:15.000 --> 00:04:17.000]  雖然是希臘人
[00:04:17.000 --> 00:04:20.000]  也沒有強迫他受國禮
[00:04:20.000 --> 00:04:23.000]  這是因為有些混進來的假弟兄
[00:04:23.000 --> 00:04:25.000]  暗暗地來偵查
[00:04:25.000 --> 00:04:29.000]  我們在基督耶穌裡享有的自由
[00:04:29.000 --> 00:04:32.000]  為的是要核製我們」
[00:04:32.000 --> 00:04:33.000]  第五節
[00:04:33.000 --> 00:04:37.000]  「對這些人我們一點也沒有讓步妥協」
[00:04:37.000 --> 00:04:38.000]  原因是
[00:04:38.000 --> 00:04:41.000]  為了要使福音的真理
[00:04:41.000 --> 00:04:44.000]  存留在你們中間
[00:04:44.000 --> 00:04:48.000]  為了能夠讓真理不會被扭曲了
[00:04:48.000 --> 00:04:50.000]  不會被改變了
[00:04:50.000 --> 00:04:53.000]  保羅堅持著不做一件事情
[00:04:53.000 --> 00:04:55.000]  什麼事情
[00:04:55.000 --> 00:04:57.000]  是他帶同一位弟兄
[00:04:57.000 --> 00:05:00.000]  一位外邦的弟兄提多
[00:05:00.000 --> 00:05:02.000]  他本身是外邦人
[00:05:02.000 --> 00:05:05.000]  因此沒有受過猶太人的國禮
[00:05:05.000 --> 00:05:08.000]  但猶太人就有一種壓力
[00:05:08.000 --> 00:05:13.000]  要求保羅要幫提多來受國禮
[00:05:13.000 --> 00:05:16.000]  但保羅在過程當中很明白
[00:05:16.000 --> 00:05:20.000]  背後其實他們想去控制他們
[00:05:20.000 --> 00:05:21.000]  這裡聖經所說
[00:05:21.000 --> 00:05:27.000]  是要來叫他們失去了在耶穌基督裡的自由
[00:05:27.000 --> 00:05:29.000]  要去核製他們
[00:05:29.000 --> 00:05:32.000]  或者叫他們做路僕
[00:05:32.000 --> 00:05:34.000]  耶穌基督裡的自由
[00:05:34.000 --> 00:05:39.000]  俗話說就是人因為憑著信心領受了福音
[00:05:39.000 --> 00:05:42.000]  領受神給我們自由的能力
[00:05:42.000 --> 00:05:44.000]  不去犯罪
[00:05:44.000 --> 00:05:47.000]  可以自由地不犯罪
[00:05:47.000 --> 00:05:50.000]  但這個完全是出於神的恩典
[00:05:50.000 --> 00:05:53.000]  不是因為人自己的努力
[00:05:53.000 --> 00:05:55.000]  然後得到的
[00:05:55.000 --> 00:05:57.000]  如果人什麼時候回頭
[00:05:57.000 --> 00:05:59.000]  依靠人的努力
[00:05:59.000 --> 00:06:03.000]  其實就成為了律法的奴隸
[00:06:03.000 --> 00:06:06.000]  要按照律法的要求來行事
[00:06:06.000 --> 00:06:08.000]  但其實自己行不了
[00:06:08.000 --> 00:06:11.000]  因此一生在律法的一種控制裡
[00:06:11.000 --> 00:06:15.000]  失去那種在基督裡的自由
[00:06:15.000 --> 00:06:19.000]  或者說能夠行善的自由
[00:06:19.000 --> 00:06:22.000]  但保羅就留意到這種情況
[00:06:22.000 --> 00:06:24.000]  當對方這樣要求的時候
[00:06:24.000 --> 00:06:28.000]  其實背後是要他們做一種奴隸
[00:06:28.000 --> 00:06:31.000]  所以保羅堅持著不肯讓步
[00:06:31.000 --> 00:06:33.000]  背後其實也是清楚地表達出
[00:06:33.000 --> 00:06:35.000]  他對真理的堅持
[00:06:35.000 --> 00:06:37.000]  正如他所說
[00:06:37.000 --> 00:06:41.000]  他說不讓真理被改變
[00:06:41.000 --> 00:06:45.000]  要使福音的真理存留在你們中間
[00:06:45.000 --> 00:06:49.000]  因為福音的真理什麼時候改變了
[00:06:49.000 --> 00:06:52.000]  就不是福音了
[00:06:52.000 --> 00:06:57.000]  我們常常聽到恩順清二這句話
[00:06:57.000 --> 00:06:59.000]  你知道這句話裡面
[00:06:59.000 --> 00:07:02.000]  是基於在宗教改革裡面
[00:07:02.000 --> 00:07:05.000]  強調的一個很重要的推動
[00:07:05.000 --> 00:07:08.000]  就是唯獨聖經
[00:07:08.000 --> 00:07:11.000]  恩順清二裡面有一個很重要的訊息
[00:07:11.000 --> 00:07:14.000]  就是當我們很多時候想起神的公義的時候
[00:07:14.000 --> 00:07:17.000]  就覺得神是審判人的
[00:07:17.000 --> 00:07:19.000]  是懲罰人的神
[00:07:19.000 --> 00:07:21.000]  特別是馬丁路德本身他承認
[00:07:21.000 --> 00:07:23.000]  在他青年的時候
[00:07:23.000 --> 00:07:26.000]  他常常感覺到一想起神的公義的時候
[00:07:26.000 --> 00:07:28.000]  就很害怕
[00:07:28.000 --> 00:07:30.000]  他覺得神很嚴厲要審判人
[00:07:30.000 --> 00:07:31.000]  他是公義的上帝
[00:07:31.000 --> 00:07:35.000]  沒有人能夠符合他的要求
[00:07:35.000 --> 00:07:37.000]  但當他一直小心讀聖經的時候
[00:07:37.000 --> 00:07:39.000]  他很清楚地明白一件事情
[00:07:39.000 --> 00:07:41.000]  這裡所說的公義
[00:07:41.000 --> 00:07:45.000]  更加可以包含了稱義
[00:07:45.000 --> 00:07:49.000]  是神的公義同時也是被稱為義
[00:07:49.000 --> 00:07:52.000]  但中間的義是福音的義
[00:07:52.000 --> 00:07:56.000]  是意味著福音帶來了赦罪
[00:07:56.000 --> 00:07:59.000]  而律法是定罪
[00:07:59.000 --> 00:08:02.000]  因此當提到稱義的時候
[00:08:02.000 --> 00:08:04.000]  明白這是神自己的義
[00:08:04.000 --> 00:08:06.000]  不是我的義
[00:08:06.000 --> 00:08:08.000]  是因信耶穌基督
[00:08:08.000 --> 00:08:12.000]  而領受了神賜給人的義
[00:08:12.000 --> 00:08:14.000]  因此這樣去了解的時候
[00:08:14.000 --> 00:08:18.000]  就知道公義是一種恩典
[00:08:18.000 --> 00:08:21.000]  是神賜給人的一種恩典
[00:08:21.000 --> 00:08:23.000]  不需要恐懼害怕
[00:08:23.000 --> 00:08:26.000]  只是帶著一份敬虔的心
[00:08:26.000 --> 00:08:29.000]  去接受去領受
[00:08:29.000 --> 00:08:31.000]  上帝賜給人
[00:08:31.000 --> 00:08:35.000]  而人自己做不到的那種義
[00:08:35.000 --> 00:08:38.000]  當聖經提到恩信稱義
[00:08:38.000 --> 00:08:41.000]  正正在說的一種極其重要的訊息
[00:08:41.000 --> 00:08:45.000]  就是在基督耶穌的救恩裡面
[00:08:45.000 --> 00:08:50.000]  人可以白白地領受這份恩惠
[00:08:50.000 --> 00:08:54.000]  當聖經提及保羅在初期教會的時候
[00:08:54.000 --> 00:08:56.000]  面對這種情況
[00:08:56.000 --> 00:08:59.000]  他很清楚來到這裡不妥協
[00:08:59.000 --> 00:09:02.000]  但同時他也知道他要留意
[00:09:02.000 --> 00:09:06.000]  如何和這些教會領袖來到這裡
[00:09:06.000 --> 00:09:07.000]  大家有團契
[00:09:07.000 --> 00:09:10.000]  所以大家也再留意聖經所提及
[00:09:10.000 --> 00:09:12.000]  第五節之後聖經就說
[00:09:12.000 --> 00:09:17.000]  「至於那些被認為有名望的人
[00:09:17.000 --> 00:09:21.000]  無論他們從前怎麼樣都與我無關
[00:09:21.000 --> 00:09:24.000]  臣不以外貌來取人」
[00:09:24.000 --> 00:09:25.000]  然後他就說
[00:09:25.000 --> 00:09:30.000]  「一班使徒並沒有給我增加什麼」
[00:09:30.000 --> 00:09:31.000]  然後第七節
[00:09:31.000 --> 00:09:35.000]  他說「因為看見我受托全福音級
[00:09:35.000 --> 00:09:37.000]  沒有受割禮的人」
[00:09:37.000 --> 00:09:40.000]  就好像彼得是受托付全福音級
[00:09:40.000 --> 00:09:42.000]  受割禮的人
[00:09:42.000 --> 00:09:45.000]  向著不同的人有不同的托付
[00:09:45.000 --> 00:09:49.000]  然後大家再留意第九節
[00:09:49.000 --> 00:09:53.000]  「他又知道我蒙了神的恩
[00:09:53.000 --> 00:09:55.000]  因此那幾位使徒
[00:09:55.000 --> 00:09:59.000]  就向保羅和巴拿巴伸出右手
[00:09:59.000 --> 00:10:01.000]  互相許諾
[00:10:01.000 --> 00:10:04.000]  或者說一種右手相交之禮
[00:10:04.000 --> 00:10:07.000]  他們分別去到不同的對象
[00:10:07.000 --> 00:10:10.000]  來傳福音」
[00:10:10.000 --> 00:10:14.000]  當時這些使徒是很有名望的
[00:10:14.000 --> 00:10:16.000]  但是保羅很清楚知道
[00:10:16.000 --> 00:10:19.000]  真理不在乎人的身份地位
[00:10:19.000 --> 00:10:22.000]  不在乎所謂的外貌
[00:10:22.000 --> 00:10:25.000]  保羅帶著一份很謙卑的心
[00:10:25.000 --> 00:10:28.000]  願意和他們一起有團契
[00:10:28.000 --> 00:10:33.000]  但是同時他也帶著一份內心的剛強
[00:10:33.000 --> 00:10:36.000]  他很清楚知道他不需要自卑
[00:10:36.000 --> 00:10:40.000]  不需要去遷就某一些的身份地位
[00:10:40.000 --> 00:10:42.000]  然後他就說
[00:10:42.000 --> 00:10:45.000]  「神不以外貌取人」
[00:10:45.000 --> 00:10:48.000]  然後很坦然地將他的領受
[00:10:48.000 --> 00:10:52.000]  和這些使徒分享
[00:10:52.000 --> 00:10:54.000]  使徒亦都清楚知道
[00:10:54.000 --> 00:10:56.000]  領受救恩不需要行律法
[00:10:56.000 --> 00:10:58.000]  這是之前耶路撒冷會議
[00:10:58.000 --> 00:11:01.000]  很清楚聖經所講述的事情
[00:11:01.000 --> 00:11:03.000]  使徒們很明白
[00:11:03.000 --> 00:11:06.000]  因此他們並沒有加添保羅什麼
[00:11:06.000 --> 00:11:08.000]  聖經所說
[00:11:08.000 --> 00:11:10.000]  反而他們很清楚知道
[00:11:10.000 --> 00:11:13.000]  神將恩典賜給保羅
[00:11:13.000 --> 00:11:16.000]  吩咐他向外邦人傳福音
[00:11:16.000 --> 00:11:19.000]  因此他們有彼此相交之禮
[00:11:19.000 --> 00:11:22.000]  這裏相交之禮其實是一個意思
[00:11:22.000 --> 00:11:24.000]  原文是在講團契
[00:11:24.000 --> 00:11:26.000]  他們有彼此的團契
[00:11:26.000 --> 00:11:30.000]  他們彼此的配合來作主的功
[00:11:30.000 --> 00:11:32.000]  沒錯在真理的立場上
[00:11:32.000 --> 00:11:34.000]  大家是一致的
[00:11:34.000 --> 00:11:36.000]  大家清楚沒有妥協
[00:11:36.000 --> 00:11:39.000]  同心堅持福音的真理
[00:11:39.000 --> 00:11:41.000]  但在恩典上
[00:11:41.000 --> 00:11:44.000]  他們知道神給人有不同的恩典
[00:11:44.000 --> 00:11:49.000]  這不是在講福音的救恩的恩典
[00:11:49.000 --> 00:11:53.000]  而是神託付人有不同的福事
[00:11:53.000 --> 00:11:54.000]  正如大家讀聖經
[00:11:54.000 --> 00:11:56.000]  讀到哥林多前書十二章的時候
[00:11:56.000 --> 00:11:58.000]  聖經提及到
[00:11:58.000 --> 00:12:01.000]  因此緣有分別
[00:12:01.000 --> 00:12:04.000]  但聖靈有多少?
[00:12:04.000 --> 00:12:06.000]  只有一位
[00:12:06.000 --> 00:12:08.000]  即使緣是有分別的
[00:12:08.000 --> 00:12:11.000]  但主卻是一位
[00:12:11.000 --> 00:12:13.000]  他們很看清楚
[00:12:13.000 --> 00:12:17.000]  神有對不同的人有不同的恩典託付
[00:12:17.000 --> 00:12:20.000]  因此他們彼此團契互相祝福
[00:12:20.000 --> 00:12:24.000]  然後保羅就去到外邦人當中
[00:12:24.000 --> 00:12:26.000]  傳揚救恩的工作
[00:12:26.000 --> 00:12:30.000]  然後彼得和其他使徒
[00:12:30.000 --> 00:12:32.000]  繼續向著猶太人
[00:12:32.000 --> 00:12:34.000]  受割禮的人傳福音
[00:12:34.000 --> 00:12:37.000]  彼此的配搭肯定
[00:12:37.000 --> 00:12:39.000]  這次我們看到聖經裡
[00:12:39.000 --> 00:12:41.000]  強調福音的真理
[00:12:41.000 --> 00:12:43.000]  是不可以妥協
[00:12:43.000 --> 00:12:45.000]  但同樣另一方面
[00:12:45.000 --> 00:12:47.000]  留意到在恩典上
[00:12:47.000 --> 00:12:52.000]  大家彼此的尊重、肯定、配搭
[00:12:52.000 --> 00:12:55.000]  來侍奉神
[00:12:55.000 --> 00:12:57.000]  剛才我們提到
[00:12:57.000 --> 00:13:01.000]  路德在1517年做了什麼事情?
[00:13:01.000 --> 00:13:03.000]  在威登堡的大教堂
[00:13:03.000 --> 00:13:07.000]  貼了一幅95條的輪綱
[00:13:07.000 --> 00:13:10.000]  當時很多人以為他想推翻教會
[00:13:10.000 --> 00:13:12.000]  要建立新的教會
[00:13:12.000 --> 00:13:14.000]  但你小心讀有關歷史的事情的時候
[00:13:14.000 --> 00:13:17.000]  就發覺其實路德完全沒有想過
[00:13:17.000 --> 00:13:18.000]  要推翻教會
[00:13:18.000 --> 00:13:21.000]  他只是想為這件事情
[00:13:21.000 --> 00:13:23.000]  公開來作一些辯論
[00:13:23.000 --> 00:13:26.000]  希望能糾正教會一些的錯失
[00:13:26.000 --> 00:13:28.000]  當時大家如果記得
[00:13:28.000 --> 00:13:30.000]  剛才短片所說到
[00:13:30.000 --> 00:13:33.000]  是關乎一些金錢的問題
[00:13:33.000 --> 00:13:34.000]  什麼金錢呢?
[00:13:34.000 --> 00:13:38.000]  就是當時教廷提出一個教導
[00:13:38.000 --> 00:13:41.000]  有所謂叫做大赦
[00:13:41.000 --> 00:13:43.000]  或者後來翻譯為贖罪券
[00:13:43.000 --> 00:13:45.000]  Indulgence
[00:13:45.000 --> 00:13:46.000]  這些叫贖罪券
[00:13:46.000 --> 00:13:47.000]  是告訴人
[00:13:47.000 --> 00:13:50.000]  當你在世上犯了罪的時候
[00:13:50.000 --> 00:13:51.000]  你要面對在世上
[00:13:51.000 --> 00:13:53.000]  神給你很多的刑罰
[00:13:53.000 --> 00:13:55.000]  很多的苦難
[00:13:55.000 --> 00:13:56.000]  甚至在你死後
[00:13:56.000 --> 00:13:59.000]  還有一個地方叫做所謂煉獄
[00:13:59.000 --> 00:14:01.000]  在這個地方裏面
[00:14:01.000 --> 00:14:03.000]  你要受盡各樣的苦楚
[00:14:03.000 --> 00:14:06.000]  各樣的艱難
[00:14:06.000 --> 00:14:09.000]  然後你才可以去到天國
[00:14:09.000 --> 00:14:11.000]  去天家
[00:14:11.000 --> 00:14:14.000]  但是這件事情後來的發展
[00:14:14.000 --> 00:14:15.000]  你記得剛才所提及
[00:14:15.000 --> 00:14:18.000]  這位當時的教皇
[00:14:18.000 --> 00:14:21.000]  這個Leo第十
[00:14:21.000 --> 00:14:24.000]  這位的Leo第十的教皇
[00:14:24.000 --> 00:14:27.000]  因為他要建築一個大的
[00:14:27.000 --> 00:14:29.000]  聖彼得大教堂
[00:14:29.000 --> 00:14:33.000]  因此他們發覺教堂不足夠的金錢
[00:14:33.000 --> 00:14:34.000]  而當時這位教皇
[00:14:34.000 --> 00:14:36.000]  他就下令
[00:14:36.000 --> 00:14:39.000]  讓當時的其他不同地區的主教
[00:14:39.000 --> 00:14:42.000]  可以透過金錢來去推銷
[00:14:42.000 --> 00:14:45.000]  去推售贖罪券
[00:14:45.000 --> 00:14:47.000]  當這樣做的時候
[00:14:47.000 --> 00:14:48.000]  當時很多人就以為
[00:14:48.000 --> 00:14:50.000]  只要我買到這些贖罪券
[00:14:50.000 --> 00:14:53.000]  我就可以得到赦罪
[00:14:53.000 --> 00:14:55.000]  甚至很多很貧窮的農民
[00:14:55.000 --> 00:14:58.000]  當時他們甚至不吃不喝
[00:14:58.000 --> 00:15:01.000]  不吃不穿的話
[00:15:01.000 --> 00:15:04.000]  拿些錢拿去買贖罪券
[00:15:04.000 --> 00:15:05.000]  因為他們想
[00:15:05.000 --> 00:15:07.000]  他們的家人他們的親人很痛苦
[00:15:07.000 --> 00:15:10.000]  在煉獄當中受盡各樣的苦難
[00:15:10.000 --> 00:15:11.000]  所以買了贖罪券之後
[00:15:11.000 --> 00:15:15.000]  就讓家人可以離開煉獄
[00:15:15.000 --> 00:15:19.000]  以致他們可以重新得到一種平安
[00:15:19.000 --> 00:15:21.000]  因此在過程當中
[00:15:21.000 --> 00:15:23.000]  教廷就將德國人民
[00:15:23.000 --> 00:15:26.000]  很多的金錢掠奪了過來
[00:15:26.000 --> 00:15:28.000]  這些事情當時的人
[00:15:28.000 --> 00:15:30.000]  以為是出於聖經的真理
[00:15:30.000 --> 00:15:34.000]  也沒有人來提出一種反對
[00:15:34.000 --> 00:15:36.000]  在過程當中
[00:15:36.000 --> 00:15:38.000]  路德他很清楚讀聖經
[00:15:38.000 --> 00:15:40.000]  知道聖經從沒有講及到
[00:15:40.000 --> 00:15:43.000]  人可以透過自己的功績
[00:15:43.000 --> 00:15:45.000]  或者說金錢
[00:15:45.000 --> 00:15:48.000]  來去買贖罪
[00:15:48.000 --> 00:15:50.000]  也沒有所謂煉獄的教導
[00:15:50.000 --> 00:15:52.000]  而他在過程當中就很清楚
[00:15:52.000 --> 00:15:54.000]  將這95條的信息提出來
[00:15:54.000 --> 00:15:57.000]  挑戰一個錯誤
[00:15:57.000 --> 00:16:00.000]  要人去回轉歸向神
[00:16:00.000 --> 00:16:01.000]  各位聽眾
[00:16:01.000 --> 00:16:04.000]  我們讀到這些歷史的時候
[00:16:04.000 --> 00:16:06.000]  你會留意到
[00:16:06.000 --> 00:16:10.000]  人當真正去回歸聖經的時候
[00:16:10.000 --> 00:16:13.000]  就能夠去逃避出
[00:16:13.000 --> 00:16:17.000]  人的慾望所帶來的錯誤的教導
[00:16:17.000 --> 00:16:21.000]  而因此帶來了真正的救贖之恩
[00:16:21.000 --> 00:16:23.000]  而我們今天在我們人生的
[00:16:23.000 --> 00:16:25.000]  跟隨主的路上
[00:16:25.000 --> 00:16:27.000]  也要常常記得
[00:16:27.000 --> 00:16:29.000]  唯讀聖經
[00:16:29.000 --> 00:16:31.000]  回復到聖經的真理
[00:16:31.000 --> 00:16:34.000]  否則我們會失去了恩典
[00:16:34.000 --> 00:16:35.000]  我們再看
[00:16:35.000 --> 00:16:39.000]  我們再看下一個段的信息提及另一件事情
[00:16:39.000 --> 00:16:40.000]  大家留意到
[00:16:40.000 --> 00:16:41.000]  《聖經》第二章
[00:16:41.000 --> 00:16:44.000]  下一個第十二、第三節
[00:16:44.000 --> 00:16:45.000]  提到一件事情
[00:16:45.000 --> 00:16:46.000]  就是彼得當時
[00:16:46.000 --> 00:16:49.000]  他和外邦人一起吃飯
[00:16:49.000 --> 00:16:51.000]  《聖經》的意思是說
[00:16:51.000 --> 00:16:55.000]  彼得當時是常常和外邦人吃飯的
[00:16:55.000 --> 00:16:57.000]  因為他很清楚知道
[00:16:57.000 --> 00:17:00.000]  外邦人是不需要行割禮
[00:17:00.000 --> 00:17:02.000]  而可以得救的
[00:17:02.000 --> 00:17:05.000]  但是當看到有些猶太人來到的時候
[00:17:05.000 --> 00:17:08.000]  看到他們出現
[00:17:08.000 --> 00:17:12.000]  竟然彼得就避開這些外邦人
[00:17:12.000 --> 00:17:13.000]  當他這樣做的時候
[00:17:13.000 --> 00:17:18.000]  保羅就當面責備他
[00:17:18.000 --> 00:17:19.000]  因為保羅很清楚知道
[00:17:19.000 --> 00:17:24.000]  這個行動是有很多很重要的含義
[00:17:24.000 --> 00:17:25.000]  第一
[00:17:25.000 --> 00:17:27.000]  當他避開外邦人的時候
[00:17:27.000 --> 00:17:30.000]  是意味著外邦人的信徒
[00:17:30.000 --> 00:17:34.000]  是和猶太人的信徒是兩個等級
[00:17:34.000 --> 00:17:36.000]  猶太人是高級的
[00:17:36.000 --> 00:17:38.000]  外邦的信徒是次等的
[00:17:38.000 --> 00:17:42.000]  因此不可以和外邦人的信徒一起吃飯
[00:17:42.000 --> 00:17:45.000]  第二個含義就是
[00:17:45.000 --> 00:17:49.000]  單單信耶穌是不足夠得救的
[00:17:49.000 --> 00:17:51.000]  是必須好像猶太人那樣
[00:17:51.000 --> 00:17:53.000]  去守律法
[00:17:53.000 --> 00:17:56.000]  去用人的力量去遵從神的律法
[00:17:56.000 --> 00:17:59.000]  去受割禮才可以得救
[00:17:59.000 --> 00:18:01.000]  因此在這個過程裏
[00:18:01.000 --> 00:18:05.000]  這種行動是將科幽的真理扭曲了
[00:18:05.000 --> 00:18:06.000]  所以你明白
[00:18:06.000 --> 00:18:08.000]  為什麼保羅當時要公開責備
[00:18:08.000 --> 00:18:10.000]  因為不單止彼得本身
[00:18:10.000 --> 00:18:12.000]  連巴拿巴
[00:18:12.000 --> 00:18:13.000]  連其他的猶太人
[00:18:13.000 --> 00:18:15.000]  都和他一起
[00:18:15.000 --> 00:18:16.000]  聖經所說的裝假
[00:18:16.000 --> 00:18:18.000]  都避開這個情景
[00:18:18.000 --> 00:18:20.000]  都陷入那種錯誤裏面
[00:18:20.000 --> 00:18:23.000]  你看看聖經第十四節
[00:18:23.000 --> 00:18:26.000]  保羅說
[00:18:26.000 --> 00:18:28.000]  但我一見他們所行的
[00:18:28.000 --> 00:18:29.000]  什麼?
[00:18:29.000 --> 00:18:32.000]  不合福音的真理
[00:18:32.000 --> 00:18:34.000]  就當眾對羈髮說
[00:18:34.000 --> 00:18:36.000]  然後責備他所做的
[00:18:36.000 --> 00:18:38.000]  是錯誤的
[00:18:38.000 --> 00:18:42.000]  大家不要以為責備很容易
[00:18:42.000 --> 00:18:44.000]  你可以想像
[00:18:44.000 --> 00:18:46.000]  保羅其實很尊敬彼得
[00:18:46.000 --> 00:18:50.000]  因為彼得在他在先作為基督耶穌的使徒
[00:18:50.000 --> 00:18:54.000]  第二就是巴拿巴是誰?
[00:18:54.000 --> 00:18:58.000]  其實是保羅的mentor
[00:18:58.000 --> 00:19:02.000]  在某一方面來說是一個他的引導者
[00:19:02.000 --> 00:19:04.000]  你記得最初
[00:19:04.000 --> 00:19:07.000]  當素羅成為保羅之後
[00:19:07.000 --> 00:19:10.000]  在大素他經歷神的工作
[00:19:10.000 --> 00:19:12.000]  但沒有人敢接觸他
[00:19:12.000 --> 00:19:14.000]  是誰帶他出來?
