
[00:00:00.000 --> 00:00:03.800]  (字幕:我是聖結石,歡迎訂閱)
[00:03:15.080 --> 00:03:19.160]  所以如果有人有這樣的感覺的話
[00:03:19.160 --> 00:03:21.760]  我覺得我們又可以尊重這些人
[00:03:21.760 --> 00:03:25.360]  我們又無謂去審判這些人
[00:03:25.360 --> 00:03:27.160]  但是反過來說
[00:03:27.160 --> 00:03:29.120]  紋身對你沒有特別意義
[00:03:29.120 --> 00:03:30.440]  好像對我來說
[00:03:30.440 --> 00:03:33.680]  我不覺得我紋了一些東西在我身上
[00:03:33.680 --> 00:03:34.960]  我太太就
[00:03:34.960 --> 00:03:36.840]  我特別愛我太太
[00:03:36.840 --> 00:03:39.520]  我自己是沒有這種感受的
[00:03:39.520 --> 00:03:42.800]  我就不會無緣無故去紋一下
[00:03:42.800 --> 00:03:45.360]  即是刺一些紋在我身上
[00:03:45.360 --> 00:03:47.760]  不要單單為了時尚
[00:03:47.760 --> 00:03:48.840]  即是別人做
[00:03:48.840 --> 00:03:49.640]  那我又做
[00:03:49.640 --> 00:03:51.720]  我覺得這個就不太適合
[00:03:51.720 --> 00:03:54.760]  但是如果真的有某一些記憶
[00:03:54.760 --> 00:03:57.320]  對你是有很深刻印象
[00:03:57.320 --> 00:04:01.280]  而你又有一種很深的意欲
[00:04:01.280 --> 00:04:03.880]  即是希望在你的身體上
[00:04:03.880 --> 00:04:06.000]  印記了這份記憶
[00:04:06.000 --> 00:04:09.280]  或者是你生命中的某一部分
[00:04:09.280 --> 00:04:12.680]  我覺得其實又無可厚非
[00:04:12.680 --> 00:04:14.440]  不過真的要這樣做的時候
[00:04:14.440 --> 00:04:17.400]  就記得找一些好的紋身店
[00:04:17.400 --> 00:04:21.480]  即是盡量減低皮膚感染的機會
[00:04:21.480 --> 00:04:22.400]  當然另一方面
[00:04:22.400 --> 00:04:23.520]  對別人
[00:04:23.520 --> 00:04:24.840]  即是你有其他弟兄姊妹
[00:04:24.840 --> 00:04:26.640]  或者其他人有紋身
[00:04:26.640 --> 00:04:29.320]  我們就更加無謂去審判
[00:04:29.320 --> 00:04:30.560]  因為人家有紋身
[00:04:30.560 --> 00:04:32.520]  所以就說那個人有問題
[00:04:32.520 --> 00:04:33.600]  或者什麼
[00:04:33.600 --> 00:04:35.800]  有時候你看到別人有紋身
[00:04:35.800 --> 00:04:37.440]  其實都是一個好的
[00:04:37.440 --> 00:04:39.440]  一個所謂對話的開始
[00:04:39.440 --> 00:04:40.320]  你可以問人
[00:04:40.320 --> 00:04:43.240]  為什麼你身上有這個紋身
[00:04:43.240 --> 00:04:45.760]  從這一點開始展開對話
[00:04:45.760 --> 00:04:47.320]  其實都可以幫助我們
[00:04:47.320 --> 00:04:49.840]  更深入去了解對方
[00:04:49.840 --> 00:04:51.280]  所以總結來說
[00:04:51.280 --> 00:04:53.840]  我又不會勸人去紋身
[00:04:53.840 --> 00:04:55.160]  不過如果有人覺得
[00:04:55.160 --> 00:04:56.680]  這個是對他很重要的
[00:04:56.680 --> 00:04:59.840]  我又不覺得真的犯了什麼規矩
[00:04:59.840 --> 00:05:02.440]  我們再來看看大家有什麼問題
[00:05:02.440 --> 00:05:03.240]  有人問
[00:05:03.240 --> 00:05:07.200]  順主前紋了的其他宗教相關
[00:05:07.200 --> 00:05:10.120]  或者古靈精怪的公仔
[00:05:10.120 --> 00:05:13.720]  順主之後要不要弄走它
[00:05:13.720 --> 00:05:16.680]  我想跟這個問題
[00:05:16.680 --> 00:05:20.600]  其實要跟身體和心靈的結合開始
[00:05:20.600 --> 00:05:22.840]  其實我們基督徒相信
[00:05:22.840 --> 00:05:25.320]  只是一個所謂
[00:05:25.320 --> 00:05:26.320]  physical的東西
[00:05:26.320 --> 00:05:27.840]  就是一個公仔
[00:05:27.840 --> 00:05:30.240]  本身就沒有什麼特別的東西
[00:05:30.240 --> 00:05:32.400]  就算那個公仔是佛祖
[00:05:32.400 --> 00:05:34.960]  不過它都是一個公仔
[00:05:34.960 --> 00:05:38.440]  不過又不是代表所有的公仔都無所謂
[00:05:38.440 --> 00:05:40.640]  因為每一個公仔
[00:05:40.640 --> 00:05:43.440]  其實就代表某一種記憶
[00:05:43.440 --> 00:05:45.120]  或者代表我們生命過去
[00:05:45.120 --> 00:05:47.160]  走過的某一些片段
[00:05:47.160 --> 00:05:49.960]  而這種記憶或者片段
[00:05:49.960 --> 00:05:53.120]  如果常存在我們的心靈裏面
[00:05:53.120 --> 00:05:55.560]  其實又會對我們有影響
[00:05:55.560 --> 00:05:59.640]  所以我們未順主之前
[00:05:59.640 --> 00:06:02.120]  所有的那些紋身
[00:06:02.120 --> 00:06:02.960]  可不可以
[00:06:02.960 --> 00:06:05.520]  或者應不應該取消它
[00:06:05.520 --> 00:06:07.120]  其實我想就涉及
[00:06:07.120 --> 00:06:12.920]  那個紋身對我們在順主之前的意義是什麼
[00:06:12.920 --> 00:06:14.400]  舉個例子來說
[00:06:14.400 --> 00:06:15.320]  就這樣舉個例子
[00:06:15.320 --> 00:06:17.120]  譬如你未信耶穌之前
[00:06:17.120 --> 00:06:18.240]  你信佛的
[00:06:18.240 --> 00:06:20.240]  所以你刻了一個黃大仙像
[00:06:20.240 --> 00:06:22.520]  舉例在你的身上
[00:06:22.520 --> 00:06:25.160]  你現在知道黃大仙是偶像
[00:06:25.160 --> 00:06:26.480]  沒有用的
[00:06:26.480 --> 00:06:28.480]  在這個情況下
[00:06:28.480 --> 00:06:29.960]  我就會鼓勵你
[00:06:29.960 --> 00:06:34.000]  真的嘗試把黃大仙的公仔
[00:06:34.000 --> 00:06:36.040]  在你身上弄走
[00:06:36.040 --> 00:06:41.800]  不是公仔本身有什麼邪惡的力量
[00:06:41.800 --> 00:06:44.160]  而是你做這個決定
[00:06:44.160 --> 00:06:46.560]  把這個公仔弄走
[00:06:46.560 --> 00:06:50.320]  其實是反映心靈的一種堅決的決定
[00:06:50.320 --> 00:06:52.080]  所謂No turning back
[00:06:52.080 --> 00:06:56.720]  我要把過去我拜黃大仙的這段經歷
[00:06:56.720 --> 00:07:00.000]  或者以前所迷信的東西放下
[00:07:00.000 --> 00:07:01.160]  從這個角度
[00:07:01.160 --> 00:07:04.960]  這種決心透過弄走紋身去表達
[00:07:04.960 --> 00:07:06.960]  是一件好事
[00:07:06.960 --> 00:07:09.800]  當然有些可能會例外的
[00:07:09.800 --> 00:07:11.440]  舉個例子來說
[00:07:11.440 --> 00:07:12.720]  你以前拜黃大仙
[00:07:12.720 --> 00:07:14.000]  不過你信了耶穌
[00:07:14.000 --> 00:07:16.360]  不過你覺得神的使命
[00:07:16.360 --> 00:07:20.080]  就是你專門要向信黃大仙的人傳福音
[00:07:20.080 --> 00:07:22.680]  所以你向信徒傳的時候
[00:07:22.680 --> 00:07:23.360]  你讓人看看
[00:07:23.360 --> 00:07:25.400]  當年我也拜過黃大仙
[00:07:25.400 --> 00:07:27.400]  如果你有些很特別的使命
[00:07:27.400 --> 00:07:28.960]  你要留下來
[00:07:28.960 --> 00:07:29.880]  亦都可以
[00:07:29.880 --> 00:07:31.880]  不過一般情況之下
[00:07:31.880 --> 00:07:33.320]  我想如果那個記憶
[00:07:33.320 --> 00:07:36.160]  或者那段生命的故事
[00:07:36.160 --> 00:07:38.920]  不是上主所喜悅的事情
[00:07:38.920 --> 00:07:42.120]  把這個記憶或者記號
[00:07:42.120 --> 00:07:43.840]  在身上除掉
[00:07:43.840 --> 00:07:45.840]  我覺得是一件好事
[00:07:45.840 --> 00:07:48.560]  但是一些古靈精怪的玩偶
[00:07:48.560 --> 00:07:53.480]  我覺得通常沒有什麼特別問題
[00:07:53.480 --> 00:07:57.440]  即是你身上有個鬼滅之刃
[00:07:57.440 --> 00:08:02.320]  有個主角的玩偶在你身上
[00:08:02.320 --> 00:08:03.600]  我自己的看法
[00:08:03.600 --> 00:08:06.080]  鬼滅之刃是一套卡通片
[00:08:06.080 --> 00:08:09.840]  你看鬼滅之刃是不會教鬼的
[00:08:09.840 --> 00:08:13.560]  所以你很欣賞鬼滅之刃的主角
[00:08:13.560 --> 00:08:15.560]  他那種勇氣
[00:08:15.560 --> 00:08:18.400]  那種永不放棄的精神
[00:08:18.400 --> 00:08:20.440]  所以你信了耶穌之後
[00:08:20.440 --> 00:08:22.960]  其實你都很珍惜
[00:08:22.960 --> 00:08:24.840]  這個鬼滅主人的主角
[00:08:24.840 --> 00:08:27.760]  那種對邪惡力量
[00:08:27.760 --> 00:08:30.600]  要搏鬥到底的堅持
[00:08:30.600 --> 00:08:35.440]  其實這個玩偶都可以繼續有正面提升
[00:08:35.440 --> 00:08:38.000]  不過又要加多一個角度
[00:08:38.000 --> 00:08:40.840]  基督徒做的事情
[00:08:40.840 --> 00:08:43.680]  不應該叫人叛道
[00:08:43.680 --> 00:08:47.360]  所以譬如你有個鬼滅之刃玩偶
[00:08:47.360 --> 00:08:50.960]  如果你教會弟兄姊妹
[00:08:50.960 --> 00:08:52.400]  覺得有沒有搞錯
[00:08:52.400 --> 00:08:54.800]  信了耶穌還做這個玩偶
[00:08:54.800 --> 00:08:57.400]  或者甚至你有家人都覺得
[00:08:57.400 --> 00:08:58.960]  之前就容忍你
[00:08:58.960 --> 00:09:01.320]  現在信了耶穌不會做這些事
[00:09:01.320 --> 00:09:03.240]  如果周圍的人
[00:09:03.240 --> 00:09:07.520]  你的玩偶令到周圍的人都覺得很不舒服
[00:09:07.520 --> 00:09:11.720]  這就是為了對鄰舍的愛心
[00:09:11.720 --> 00:09:16.240]  你亦都可以考慮趕走
[00:09:16.240 --> 00:09:20.280]  或者消滅這個紋身
[00:09:20.280 --> 00:09:22.040]  總括來說
[00:09:22.040 --> 00:09:25.600]  重點都不是紋身本身
[00:09:25.600 --> 00:09:26.920]  我再講一次
[00:09:26.920 --> 00:09:29.040]  紋身的玩偶本身
[00:09:29.040 --> 00:09:32.000]  就不是有什麼法力或者邪惡力量
[00:09:32.000 --> 00:09:34.120]  不過如果那個玩偶
[00:09:34.120 --> 00:09:37.440]  帶著我們生命某一部分的記憶
[00:09:37.440 --> 00:09:40.920]  那些記憶如果需要弄走
[00:09:40.920 --> 00:09:42.360]  如果我們不弄走
[00:09:42.360 --> 00:09:45.520]  可能會成為我們生命的干擾
[00:09:45.520 --> 00:09:49.320]  所以如果是和不好的東西聯繫
[00:09:49.320 --> 00:09:51.840]  就適宜把它弄走
[00:09:51.840 --> 00:09:53.520]  如果只是一個玩偶
[00:09:53.520 --> 00:09:56.520]  可能代表我們一些很開心的經歷
[00:09:56.520 --> 00:10:01.240]  或者一些正面的、渴望的表達
[00:10:01.240 --> 00:10:03.040]  我覺得這些玩偶
[00:10:03.040 --> 00:10:04.440]  順了主之後
[00:10:04.440 --> 00:10:06.160]  沒有其他人特別反對
[00:10:06.160 --> 00:10:07.960]  繼續留在你的身上
[00:10:07.960 --> 00:10:11.640]  我覺得這個亦都可以這樣去做
[00:10:12.560 --> 00:10:14.560]  (CC字幕製作:貝爾)
[00:10:14.560 --> 00:10:16.560]  (CC字幕製作:貝爾)
[00:10:16.560 --> 00:10:18.560]  (CC字幕製作:貝爾)
[00:10:18.560 --> 00:10:20.560]  (CC字幕製作:貝爾)
[00:10:20.560 --> 00:10:22.560]  (CC字幕製作:貝爾)

