
[00:00:00.000 --> 00:00:01.120]  在今天的崇拜裏
[00:01:33.320 --> 00:01:38.320]  如果我們將起初的信念堅持到底
[00:01:38.320 --> 00:01:41.800]  就有份著耶穌基督的人了
[00:01:41.800 --> 00:01:47.640]  這聖經就講到我們要天天的互相勸勉
[00:01:47.640 --> 00:01:51.360]  我們互相用神的話來勸勉
[00:01:51.360 --> 00:01:53.120]  天天都要這樣做
[00:01:53.120 --> 00:01:55.920]  這是神在他提醒我們的
[00:01:55.920 --> 00:01:58.400]  我也有兩個月沒有在這裏講到
[00:01:58.400 --> 00:02:01.640]  所以今天無論如何都要互相勸勉一下
[00:02:01.640 --> 00:02:02.280]  好不好?
[00:02:02.280 --> 00:02:05.160]  我們把握機會
[00:02:05.160 --> 00:02:06.400]  聖經說天天
[00:02:06.400 --> 00:02:09.000]  那我兩個月一次也很合理
[00:02:09.000 --> 00:02:11.280]  所以今天不是我勸勉你
[00:02:11.280 --> 00:02:13.160]  也不只是你勸勉我
[00:02:13.160 --> 00:02:15.800]  我們大家一起給聖經來勸勉
[00:02:15.800 --> 00:02:16.320]  好不好?
[00:02:16.320 --> 00:02:20.320]  那究竟在這裏勸勉些什麼很重要
[00:02:20.320 --> 00:02:22.840]  第十二節到第十四節裏面
[00:02:22.840 --> 00:02:25.080]  這個最重要的信息裏面
[00:02:25.080 --> 00:02:29.240]  強調了兩種的堅持
[00:02:29.240 --> 00:02:32.000]  兩種的堅持
[00:02:32.000 --> 00:02:33.320]  很重要的
[00:02:33.320 --> 00:02:36.880]  而且這兩種堅持是兩個剛剛相反的方向
[00:02:36.880 --> 00:02:39.080]  那你說有些什麼堅持呢?
[00:02:39.080 --> 00:02:39.880]  第一
[00:02:39.880 --> 00:02:41.040]  聖經提醒我們
[00:02:41.040 --> 00:02:43.200]  如果你要得到神的喜悅
[00:02:43.200 --> 00:02:45.320]  神所喜歡的堅持
[00:02:45.320 --> 00:02:46.600]  就是十四節裏說
[00:02:46.600 --> 00:02:49.840]  要將起初的信念堅持到底
[00:02:49.840 --> 00:02:50.880]  是不是?
[00:02:50.880 --> 00:02:54.000]  起初的信念堅持到底
[00:02:54.000 --> 00:02:56.760]  這是神所喜歡的堅持
[00:02:56.760 --> 00:02:58.880]  還有一種堅持
[00:02:58.880 --> 00:03:01.640]  也是這段聖經說得更多的
[00:03:01.640 --> 00:03:05.760]  就是令到神發怒的堅持
[00:03:05.760 --> 00:03:06.840]  是什麼呢?
[00:03:06.840 --> 00:03:09.280]  堅持心裡剛硬
[00:03:09.280 --> 00:03:11.880]  堅持剛硬
[00:03:11.880 --> 00:03:15.400]  是令到神發怒得很厲害的
[00:03:15.400 --> 00:03:17.480]  待會我們多花時間說這件事
[00:03:17.480 --> 00:03:20.000]  因為這裏是這段聖經裏面的核心
[00:03:20.000 --> 00:03:24.200]  尤其是以色列人在抗疫裏面所做的事情
[00:03:24.200 --> 00:03:26.360]  不過我們先說
[00:03:26.360 --> 00:03:29.360]  神其實是喜歡我們有堅持
[00:03:29.360 --> 00:03:33.400]  始終今天是農曆年的一個開始
[00:03:33.400 --> 00:03:34.840]  未來一年裏面
[00:03:34.840 --> 00:03:37.240]  希望我們有這一種堅持
[00:03:37.240 --> 00:03:37.960]  好不好?
[00:03:37.960 --> 00:03:40.120]  有這一種堅持
[00:03:40.120 --> 00:03:42.600]  就是堅持我們一直對神
[00:03:42.600 --> 00:03:45.200]  那種簡簡單單
[00:03:45.200 --> 00:03:46.680]  真真實實的
[00:03:46.680 --> 00:03:48.840]  起初的信心
[00:03:48.840 --> 00:03:50.720]  無論你信了多少年
[00:03:50.720 --> 00:03:53.640]  已經變成一個什麼樣的人
[00:03:53.640 --> 00:03:56.480]  但我希望你和我對神的心
[00:03:56.480 --> 00:03:57.920]  是沒有改變的
[00:03:57.920 --> 00:03:59.440]  在過去這個月裏面
[00:03:59.440 --> 00:04:01.160]  我們都聽到很多的消息
[00:04:01.160 --> 00:04:04.080]  很多很愛主的年長的
[00:04:04.080 --> 00:04:05.520]  神大用的僕人
[00:04:05.520 --> 00:04:07.360]  都紛紛離開世界
[00:04:07.360 --> 00:04:08.600]  有中國的
[00:04:08.600 --> 00:04:09.800]  有外國的
[00:04:09.800 --> 00:04:11.480]  有蓋培里博士
[00:04:11.480 --> 00:04:14.880]  也有我們中國的牧者
[00:04:14.880 --> 00:04:17.320]  我們所敬佩的黃永信牧師
[00:04:17.320 --> 00:04:20.520]  寫《獻給無名的傳道者》的
[00:04:20.520 --> 00:04:22.360]  邊雲波弟兄
[00:04:22.360 --> 00:04:24.400]  這些都紛紛離開世界
[00:04:24.400 --> 00:04:26.320]  我思想他們的時候
[00:04:26.320 --> 00:04:27.840]  回念他們的時候
[00:04:27.840 --> 00:04:31.160]  我看見他們最令我們佩服的地方在哪裏
[00:04:31.160 --> 00:04:33.480]  令我們心裏面感動的地方在哪裏
[00:04:33.480 --> 00:04:35.080]  就是這些長者
[00:04:35.080 --> 00:04:37.560]  他們一生做了很多大事
[00:04:37.560 --> 00:04:40.240]  很多人會陳述他們所做的大事
[00:04:40.240 --> 00:04:42.800]  但最重要的是他們的生命
[00:04:42.800 --> 00:04:44.840]  仍然是誠誠實實
[00:04:44.840 --> 00:04:46.400]  謙謙卑卑
[00:04:46.400 --> 00:04:47.920]  恭恭敬敬的
[00:04:47.920 --> 00:04:49.320]  繼續去侍奉神
[00:04:49.320 --> 00:04:50.840]  這是他們生命裏面
[00:04:50.840 --> 00:04:53.560]  其實是最得神喜悅的地方
[00:04:53.560 --> 00:04:55.000]  我最近看了一篇文章
[00:04:55.000 --> 00:04:56.720]  是葛培里博士的女兒
[00:04:56.720 --> 00:04:58.440]  回憶她父親的時候
[00:04:58.440 --> 00:04:59.680]  他所寫的說話
[00:04:59.680 --> 00:05:03.120]  我心裏面都受到很大的提醒和感動
[00:05:03.120 --> 00:05:05.680]  他說你們很多人看葛培里
[00:05:05.680 --> 00:05:07.520]  是一個億萬人
[00:05:07.520 --> 00:05:10.720]  在大場面裏面所見到的人
[00:05:10.720 --> 00:05:12.400]  在政治上影響的人
[00:05:12.400 --> 00:05:14.520]  但對我來說他是我的Daddy
[00:05:14.520 --> 00:05:16.280]  我每天在生活裏面
[00:05:16.280 --> 00:05:17.880]  我在家裏面見到他
[00:05:17.880 --> 00:05:20.280]  我爸爸就是一個很普通的人
[00:05:20.280 --> 00:05:22.120]  就是很簡單的一件事
[00:05:22.120 --> 00:05:23.680]  他在台上說的
[00:05:23.680 --> 00:05:25.680]  他自己生活裏面就是這樣做
[00:05:25.680 --> 00:05:28.600]  他所告訴人他要相信的
[00:05:28.600 --> 00:05:30.640]  在信仰上的標準
[00:05:30.640 --> 00:05:32.440]  他自己就是這樣實行
[00:05:32.440 --> 00:05:34.240]  一個誠誠實實
[00:05:34.240 --> 00:05:35.480]  謙謙卑卑的人
[00:05:35.480 --> 00:05:36.760]  幾十年而一日
[00:05:36.760 --> 00:05:39.560]  沒錯他影響了整個世界的政治
[00:05:39.560 --> 00:05:40.960]  他所說的話
[00:05:40.960 --> 00:05:42.600]  有很多人對他有不同的看法
[00:05:42.600 --> 00:05:43.800]  有不同的批評
[00:05:43.800 --> 00:05:45.840]  有些人無論如何
[00:05:45.840 --> 00:05:47.960]  這些令我們心裏面感動的人
[00:05:47.960 --> 00:05:49.280]  就好像黃詠信牧師
[00:05:49.280 --> 00:05:50.320]  邊王波弟兄
[00:05:50.320 --> 00:05:53.080]  我自己個人都比較有認識的
[00:05:53.080 --> 00:05:56.080]  這些人你在私底下和他生活的時候
[00:05:56.080 --> 00:05:57.280]  就是這麼簡單
[00:05:57.280 --> 00:06:00.320]  他可以做很大的事
[00:06:00.320 --> 00:06:01.680]  但私底下裏面
[00:06:01.680 --> 00:06:04.160]  就是這樣很簡單很真實的
[00:06:04.160 --> 00:06:06.080]  誠誠實實的跟隨神
[00:06:06.080 --> 00:06:07.560]  相信神
[00:06:07.560 --> 00:06:09.400]  沒有任何的架子
[00:06:09.400 --> 00:06:10.640]  自己開車
[00:06:10.640 --> 00:06:12.000]  千州過省
[00:06:12.000 --> 00:06:13.920]  黃詠信牧師就是這樣
[00:06:13.920 --> 00:06:15.280]  自己搬行李
[00:06:15.280 --> 00:06:16.080]  就是這樣
[00:06:16.080 --> 00:06:17.640]  去愛神愛人
[00:06:17.640 --> 00:06:18.840]  就是這麼簡單
[00:06:18.840 --> 00:06:20.880]  堅持這一種
[00:06:20.880 --> 00:06:22.680]  不是因為你變了
[00:06:22.680 --> 00:06:24.360]  因為你的成就多了
[00:06:24.360 --> 00:06:27.360]  或者甚至在教會裏面的侍奉久了
[00:06:27.360 --> 00:06:28.440]  厲害了
[00:06:28.440 --> 00:06:30.080]  別人讚你多了
[00:06:30.080 --> 00:06:31.600]  你變了
[00:06:31.600 --> 00:06:33.280]  求神提醒我們
[00:06:33.280 --> 00:06:34.920]  始終如一
[00:06:34.920 --> 00:06:36.760]  這個是神最關心的
[00:06:36.760 --> 00:06:39.000]  不是你在這個世界上做了什麼大事
[00:06:39.000 --> 00:06:40.160]  或者你的侍奉
[00:06:40.160 --> 00:06:42.760]  有什麼所謂別人看見的成就
[00:06:42.760 --> 00:06:44.920]  今天我們不詳細說這一種
[00:06:44.920 --> 00:06:48.360]  神所喜歡的堅持
[00:06:48.360 --> 00:06:49.720]  我們說另外一種
[00:06:49.720 --> 00:06:50.560]  聖經裏面
[00:06:50.560 --> 00:06:52.680]  今天這段聖經特別強調的
[00:06:52.680 --> 00:06:55.640]  另外一種堅持是神所很討厭
[00:06:55.640 --> 00:06:57.320]  甚至發怒的
[00:06:57.320 --> 00:06:58.840]  這段聖經裏面有些字眼
[00:06:58.840 --> 00:07:00.800]  待會我會提醒大家
[00:07:00.800 --> 00:07:03.680]  一起我們記得的幾個很重要的字眼
[00:07:03.680 --> 00:07:05.800]  因為它重複出現
[00:07:05.800 --> 00:07:06.920]  有些重複出現兩次
[00:07:06.920 --> 00:07:08.440]  有些重複出現三次
[00:07:08.440 --> 00:07:11.440]  但有一個字是重複出現六次的
[00:07:11.440 --> 00:07:12.400]  很重要的
[00:07:12.400 --> 00:07:13.120]  不是同一個字
[00:07:13.120 --> 00:07:14.720]  但意思是一樣的
[00:07:14.720 --> 00:07:16.320]  就是神很生氣
[00:07:16.320 --> 00:07:17.280]  神發怒
[00:07:17.280 --> 00:07:19.400]  神在烈怒中說話
[00:07:19.400 --> 00:07:22.680]  或者神說你為什麼這樣去激怒我
[00:07:22.680 --> 00:07:24.520]  用你的背影去激怒我
[00:07:24.520 --> 00:07:26.120]  究竟是什麼事
[00:07:26.120 --> 00:07:27.840]  因為以色列人
[00:07:27.840 --> 00:07:30.840]  包括在十二節到十四節說到
[00:07:30.840 --> 00:07:31.800]  不單是以色列人
[00:07:31.800 --> 00:07:33.200]  在歷世歷代的基督徒
[00:07:33.200 --> 00:07:34.600]  都有不少的人
[00:07:34.600 --> 00:07:36.320]  好像當時以色列一樣
[00:07:36.320 --> 00:07:37.720]  同樣的態度
[00:07:37.720 --> 00:07:39.680]  所做的事是激怒了神
[00:07:39.680 --> 00:07:43.440]  因為他們堅持這麼剛硬
[00:07:43.440 --> 00:07:46.320]  心裡剛硬
[00:07:46.320 --> 00:07:49.520]  在這段聖經裏面
[00:07:49.520 --> 00:07:50.960]  如果你數一下的時候
[00:07:50.960 --> 00:07:52.600]  是出現了三次的
[00:07:52.600 --> 00:07:55.480]  心裡剛硬
[00:07:55.480 --> 00:07:58.520]  堅持心硬
[00:07:58.520 --> 00:08:01.160]  我知道在弟兄姊妹心裏面說我有嗎?
[00:08:01.160 --> 00:08:01.760]  我沒有
[00:08:01.760 --> 00:08:02.880]  我不敢
[00:08:02.880 --> 00:08:04.080]  但是
[00:08:04.080 --> 00:08:09.040]  在聖經裏面就用了以色列人在抗野所發生的事
[00:08:09.040 --> 00:08:11.440]  提醒我們做一個對比
[00:08:11.440 --> 00:08:15.680]  今天我們去聆聽神的話的時候
[00:08:15.680 --> 00:08:16.760]  問問自己
[00:08:16.760 --> 00:08:18.840]  究竟我們有沒有像以色列一樣
[00:08:18.840 --> 00:08:21.880]  我們心裏面剛硬
[00:08:21.880 --> 00:08:25.040]  堅持剛硬究竟是什麼意思
[00:08:25.040 --> 00:08:29.760]  我想跟大家提出有三個字眼
[00:08:29.760 --> 00:08:31.880]  在我們這段聖經裏面
[00:08:31.880 --> 00:08:35.360]  重複出現兩次或三次的字眼
[00:08:35.360 --> 00:08:38.080]  我覺得聖經裏面用這些字眼
[00:08:38.080 --> 00:08:39.640]  是值得提醒我們
[00:08:39.640 --> 00:08:41.400]  什麼叫做心裡剛硬
[00:08:41.400 --> 00:08:43.480]  什麼叫堅持心裡剛硬
[00:08:43.480 --> 00:08:45.920]  就好像以色列人在抗野一樣
[00:08:45.920 --> 00:08:49.320]  也好像有時候在我們的生活當中一樣
[00:08:49.320 --> 00:08:51.720]  第一
[00:08:51.720 --> 00:08:55.960]  以色列人堅持不相信神
[00:08:55.960 --> 00:08:56.960]  第十二節
[00:08:56.960 --> 00:08:57.960]  第十九節
[00:08:57.960 --> 00:08:59.800]  重複了兩次
[00:08:59.800 --> 00:09:02.640]  第十二節說你們邪惡不信
[00:09:02.640 --> 00:09:06.800]  他們中間有人存著邪惡不信的心
[00:09:06.800 --> 00:09:07.680]  十九節
[00:09:07.680 --> 00:09:11.160]  他們不能夠進入神給他們
[00:09:11.160 --> 00:09:14.360]  應許安息的應許之地
[00:09:14.360 --> 00:09:18.280]  因為他們不信的緣故
[00:09:18.280 --> 00:09:19.200]  第一
[00:09:19.200 --> 00:09:26.880]  他們是堅持不相信神
[00:09:26.880 --> 00:09:27.880]  不過大家留意
[00:09:27.880 --> 00:09:30.400]  這段聖經不是給未信耶穌
[00:09:30.400 --> 00:09:32.080]  不認識神的人說
[00:09:32.080 --> 00:09:35.680]  是對信了耶穌的人說
[00:09:35.680 --> 00:09:39.440]  信了耶穌的人都可以不信神
[00:09:39.440 --> 00:09:40.240]  這是第一個
[00:09:40.240 --> 00:09:44.120]  我今天想和大家互相勸勉提醒
[00:09:44.120 --> 00:09:45.040]  我不信神
[00:09:45.040 --> 00:09:46.200]  我信
[00:09:46.200 --> 00:09:46.960]  是
[00:09:46.960 --> 00:09:48.440]  你的頭腦上才信
[00:09:48.440 --> 00:09:50.080]  你和那些未信耶穌的朋友
[00:09:50.080 --> 00:09:51.840]  帶他們來報道會的朋友不同
[00:09:51.840 --> 00:09:53.400]  他們不是很認識神
[00:09:53.400 --> 00:09:54.400]  他們不信神
[00:09:54.400 --> 00:09:56.040]  因為他們也不明白
[00:09:56.040 --> 00:09:58.320]  但是神說你認識我
[00:09:58.320 --> 00:10:00.280]  你認識我也不信我
[00:10:00.280 --> 00:10:03.760]  這就是我們基督徒不信神的荒謬
[00:10:03.760 --> 00:10:06.520]  也令到神很憤怒的地方
[00:10:06.520 --> 00:10:08.280]  神說整整四十年
[00:10:08.280 --> 00:10:09.000]  剛才我讀聖經
[00:10:09.000 --> 00:10:09.880]  大家記得嗎?
[00:10:09.880 --> 00:10:11.440]  整整四十年在抗議裡面
[00:10:11.440 --> 00:10:12.320]  我怎麼做事
[00:10:12.320 --> 00:10:13.800]  你們都知道
[00:10:13.800 --> 00:10:15.080]  我是怎麼大能的神
[00:10:15.080 --> 00:10:16.760]  你們見過的
[00:10:16.760 --> 00:10:19.240]  你們現在還是這樣挑戰我
[00:10:19.240 --> 00:10:21.440]  這樣不相信我
[00:10:21.440 --> 00:10:23.760]  你們怎麼可以這樣做
[00:10:23.760 --> 00:10:25.680]  這裏特別我相信是
[00:10:25.680 --> 00:10:28.160]  引用在《斯丙乙九十五篇》裡面
[00:10:28.160 --> 00:10:30.840]  指著兩件在抗議裡面的事件
[00:10:30.840 --> 00:10:31.720]  大家可能記得
[00:10:31.720 --> 00:10:32.400]  第一個
[00:10:32.400 --> 00:10:35.120]  在馬薩的抗議的地方裡面
[00:10:35.120 --> 00:10:37.560]  以色列人沒有水喝
[00:10:37.560 --> 00:10:39.920]  在《出埃及記》第十七章裡面
[00:10:39.920 --> 00:10:42.440]  就說到這件事
[00:10:42.440 --> 00:10:43.480]  沒有水喝的時候
[00:10:43.480 --> 00:10:45.920]  以色列人就發怨言
[00:10:45.920 --> 00:10:47.840]  就說為什麼我們死在這裡
[00:10:47.840 --> 00:10:50.360]  為什麼神要帶我們出去埃及
[00:10:50.360 --> 00:10:52.080]  我寧願死在這裡
[00:10:52.080 --> 00:10:57.000]  於是他用石頭要打死神的僕人摩西
[00:10:57.000 --> 00:10:58.800]  這是第一件事件
[00:10:58.800 --> 00:11:00.600]  另外一件事件是記載在
[00:11:00.600 --> 00:11:02.960]  《出埃及記》第十三十四章裡面說到
[00:11:02.960 --> 00:11:05.680]  其實以色列人在抗議很快就去到
[00:11:05.680 --> 00:11:08.520]  加南的英許之地的邊緣
[00:11:08.520 --> 00:11:11.920]  於是他們派探子進去看看加南什麼環境
[00:11:11.920 --> 00:11:14.360]  於是探子走回來的時候
[00:11:14.360 --> 00:11:16.560]  大部分的探子說不行
[00:11:16.560 --> 00:11:18.840]  加南那些地方的人很厲害
[00:11:18.840 --> 00:11:19.520]  很高
[00:11:19.520 --> 00:11:20.320]  牛高馬大
[00:11:20.320 --> 00:11:22.080]  而且他們的文化很高
[00:11:22.080 --> 00:11:23.360]  我們打不過他們
[00:11:23.360 --> 00:11:24.800]  他們看我們好像裝猛
[00:11:24.800 --> 00:11:27.240]  我們看自己大概都是裝猛而已
[00:11:27.240 --> 00:11:28.560]  聖經那裡這樣說
[00:11:28.560 --> 00:11:31.560]  除了約書亞和加納
[00:11:31.560 --> 00:11:35.160]  兩個說不要緊的
[00:11:35.160 --> 00:11:37.080]  既然神給我們有英許
[00:11:37.080 --> 00:11:38.160]  我們就進去吧
[00:11:38.160 --> 00:11:39.280]  兩個不同的看法
[00:11:39.280 --> 00:11:40.680]  但大部分都不肯
[00:11:40.680 --> 00:11:44.400]  然後聖經說那些以色列人就大聲地哭
[00:11:44.400 --> 00:11:45.560]  很生氣
[00:11:45.560 --> 00:11:48.400]  摩西你帶我們來這個門口
[00:11:48.400 --> 00:11:49.720]  來騙我們
[00:11:49.720 --> 00:11:53.520]  你那個神是帶我們離開埃及
[00:11:53.520 --> 00:11:54.640]  我寧願死在埃及
[00:11:54.640 --> 00:11:56.400]  現在連屍體都沒有了
[00:11:56.400 --> 00:11:58.720]  人家強敵當前我們怎麼打
[00:11:58.720 --> 00:12:00.440]  於是他們就在那裡叛變
[00:12:00.440 --> 00:12:01.960]  他們是賣冤神
[00:12:01.960 --> 00:12:04.480]  他們又用石頭去扔死我
[00:12:04.480 --> 00:12:05.840]  就是這兩件事件裡面
[00:12:05.840 --> 00:12:06.720]  神說我起來了
[00:12:06.720 --> 00:12:07.800]  我發怒
[00:12:07.800 --> 00:12:10.560]  他們永不得到我們的安息
[00:12:10.560 --> 00:12:13.640]  這一群人全部要死在狂野
[00:12:13.640 --> 00:12:16.000]  我們很想跟大家看看
[00:12:16.000 --> 00:12:20.000]  這個神是很認真的一件很嚴重的事件
[00:12:20.000 --> 00:12:22.280]  他們不信
[00:12:22.280 --> 00:12:26.760]  你和我有時對神的不信
[00:12:26.760 --> 00:12:31.000]  不是因為我們不認識神
[00:12:31.000 --> 00:12:33.560]  不是因為我們不知道有神
[00:12:33.560 --> 00:12:36.040]  不是因為我們沒有經歷過神
[00:12:36.040 --> 00:12:38.840]  荒謬之處就是我們知道神
[00:12:38.840 --> 00:12:39.680]  我們經歷神
[00:12:39.680 --> 00:12:40.960]  我們聽過神
[00:12:40.960 --> 00:12:44.160]  但竟然我們仍然可以不相信祂
[00:12:44.440 --> 00:12:46.320]  基督徒也可以不信神
[00:12:46.320 --> 00:12:47.520]  這是第一個信息
[00:12:47.520 --> 00:12:50.280]  希伯來書的作者提醒我們的荒謬
[00:12:50.280 --> 00:12:51.720]  第二件事
[00:12:51.720 --> 00:12:53.720]  這樣的情況下
[00:12:53.720 --> 00:12:55.720]  你說神為什麼這麼憤怒
[00:12:55.720 --> 00:12:57.440]  祂憤怒什麼呢?
[00:12:57.440 --> 00:13:00.800]  聖經這裡提醒我們
[00:13:00.800 --> 00:13:02.440]  神最憤怒的
[00:13:02.440 --> 00:13:04.720]  不單單是他們對神的不相信
[00:13:04.720 --> 00:13:06.800]  有時我們也有信心的軟弱
[00:13:06.800 --> 00:13:08.920]  是他們的態度
[00:13:08.920 --> 00:13:12.160]  這個態度聖經又用了兩次的時間
[00:13:12.160 --> 00:13:14.120]  用了很特別的字眼
[00:13:14.320 --> 00:13:16.720]  神說:你試探我
[00:13:16.720 --> 00:13:20.040]  我們試探神
[00:13:20.040 --> 00:13:22.720]  第八節第九節說
[00:13:22.720 --> 00:13:24.360]  你們不要硬著心
[00:13:24.360 --> 00:13:26.520]  好像以色列在抗野那樣
[00:13:26.520 --> 00:13:27.360]  惹祂發怒
[00:13:27.360 --> 00:13:29.960]  試探祂的日子一樣
[00:13:29.960 --> 00:13:31.120]  在哪裡
[00:13:31.120 --> 00:13:32.600]  你們的祖先
[00:13:32.600 --> 00:13:37.120]  以試驗來試探我
[00:13:37.120 --> 00:13:39.040]  試探神
[00:13:39.040 --> 00:13:40.000]  重覆兩次
[00:13:40.000 --> 00:13:41.520]  試探神
[00:13:41.520 --> 00:13:44.640]  這是另一個令我們困惑的字眼
[00:13:44.640 --> 00:13:45.920]  試探
[00:13:45.920 --> 00:13:48.800]  我們時常聽到魔鬼試探
[00:13:48.800 --> 00:13:50.440]  我們基督徒也有
[00:13:50.440 --> 00:13:54.440]  現在這裡說的是我們基督徒
[00:13:54.440 --> 00:13:57.240]  我們信神的人去試探神
[00:13:57.240 --> 00:13:59.960]  我們怎樣試探神
[00:13:59.960 --> 00:14:02.640]  我們試探祂什麼
[00:14:02.640 --> 00:14:04.880]  只是憑這個字
[00:14:04.880 --> 00:14:06.600]  可能我們有一點點摸不著頭腦
[00:14:06.600 --> 00:14:08.280]  我們會試探神嗎?
[00:14:08.280 --> 00:14:09.280]  聖經說會
[00:14:09.280 --> 00:14:10.280]  如果不是聖經不會說
[00:14:10.280 --> 00:14:11.320]  我會很生氣
[00:14:11.320 --> 00:14:13.320]  因為你們試探我
[00:14:13.320 --> 00:14:14.880]  什麼意思
[00:14:14.880 --> 00:14:17.240]  我相信如果這段聖經沒有詳細說
[00:14:17.240 --> 00:14:18.880]  我們回到聖經裡
[00:14:18.880 --> 00:14:20.880]  是它引用的經文裡
[00:14:20.880 --> 00:14:22.480]  有兩句話
[00:14:22.480 --> 00:14:25.360]  我想跟大家特別提醒我們自己
[00:14:25.360 --> 00:14:26.680]  第一
[00:14:26.680 --> 00:14:29.920]  所謂試探神
[00:14:29.920 --> 00:14:32.120]  在詩篇95篇
[00:14:32.120 --> 00:14:33.440]  就是這裡引用的詩篇
[00:14:33.440 --> 00:14:34.320]  大家知道
[00:14:34.320 --> 00:14:35.240]  如果你看聖經
[00:14:35.240 --> 00:14:37.880]  你對照舊約詩篇95篇
[00:14:37.880 --> 00:14:39.160]  你會看到這裡
[00:14:39.160 --> 00:14:41.600]  希伯來書第八節一直到第十一節
[00:14:41.600 --> 00:14:42.920]  基本差不多
[00:14:42.920 --> 00:14:46.560]  一句一句是跟足詩篇95篇
[00:14:46.560 --> 00:14:48.200]  但是詩篇95篇那裡
[00:14:48.200 --> 00:14:49.120]  第九節
[00:14:49.120 --> 00:14:51.920]  加多了一句話提醒我們
[00:14:51.920 --> 00:14:54.480]  詩篇95篇那裡
[00:14:54.480 --> 00:14:55.240]  神說
[00:14:55.240 --> 00:14:57.760]  你見過我的作為
[00:14:57.760 --> 00:15:01.240]  但仍然去試探我
[00:15:01.240 --> 00:15:02.640]  來考驗我
[00:15:02.640 --> 00:15:03.840]  這算什麼
[00:15:03.840 --> 00:15:06.800]  就是說我們見過神的作為
[00:15:06.800 --> 00:15:09.680]  以色列人是親眼見過神的作為
[00:15:09.680 --> 00:15:12.880]  但是仍然去試探的意思就是說
[00:15:12.880 --> 00:15:15.160]  你仍然這樣對我
[00:15:15.160 --> 00:15:17.200]  這是一個態度的問題
[00:15:17.200 --> 00:15:18.960]  不是他信不過這麼簡單
[00:15:18.960 --> 00:15:20.800]  是一個態度的問題
[00:15:20.800 --> 00:15:22.000]  第二
[00:15:22.000 --> 00:15:25.120]  剛才說到《出海及記》第十七章那裡
[00:15:25.120 --> 00:15:28.120]  就是剛才說到沒有水喝那裡
[00:15:28.120 --> 00:15:29.920]  沒有水喝
[00:15:29.920 --> 00:15:33.560]  然後以色列人在發脾氣
[00:15:33.560 --> 00:15:36.480]  要扔死摩西用石頭
[00:15:36.760 --> 00:15:38.120]  對耶和華發怨言
[00:15:38.120 --> 00:15:39.880]  說我們為什麼要死在曠野
[00:15:39.880 --> 00:15:42.000]  我不如死在埃及好過了
[00:15:42.000 --> 00:15:43.640]  你帶我們出來做什麼
[00:15:43.640 --> 00:15:44.960]  當他們這樣說的時候
[00:15:44.960 --> 00:15:46.040]  聖經說
[00:15:46.040 --> 00:15:48.840]  為什麼你們這樣對神
[00:15:48.840 --> 00:15:50.520]  摩西所說的話說
[00:15:50.520 --> 00:15:52.640]  為什麼你們試探耶和華
[00:15:52.640 --> 00:15:53.640]  第七節
[00:15:53.640 --> 00:15:58.560]  耶和華不在認為耶和華不在我們中間
[00:15:58.560 --> 00:16:01.000]  其實你明明知道神在這裡
[00:16:01.000 --> 00:16:04.840]  你硬說祂不在這裡
[00:16:04.840 --> 00:16:06.440]  你當祂不在這裡
[00:16:06.440 --> 00:16:07.520]  剛才說
[00:16:07.520 --> 00:16:09.680]  你明明看見神的作為
