
[00:00:00.000 --> 00:00:02.000]  我們今天思想的講題是
[00:02:55.000 --> 00:02:58.000]  聖經說,我知道,不過還沒完
[00:02:58.000 --> 00:03:00.000]  還沒停在這裡
[00:03:00.000 --> 00:03:02.000]  要繼續continue
[00:03:02.000 --> 00:03:06.000]  繼續在他裡面過應該有的生活
[00:03:06.000 --> 00:03:09.000]  所以信耶穌已經是一個開始
[00:03:09.000 --> 00:03:12.000]  信耶穌就說我可以上天堂了,等上天堂
[00:03:12.000 --> 00:03:15.000]  不是,如果你以為信耶穌就完結了
[00:03:15.000 --> 00:03:17.000]  這個是最大的損失
[00:03:17.000 --> 00:03:19.000]  因為有一個好戲在後頭
[00:03:19.000 --> 00:03:23.000]  不單止將來可以在天國裏面和耶穌基督在一起
[00:03:23.000 --> 00:03:24.000]  豐盛的生命
[00:03:24.000 --> 00:03:26.000]  現在你信耶穌之後
[00:03:26.000 --> 00:03:28.000]  你繼續在他裏面生活的時候
[00:03:28.000 --> 00:03:30.000]  就有豐盛的生命
[00:03:30.000 --> 00:03:31.000]  怎樣豐盛呢?
[00:03:31.000 --> 00:03:35.000]  第七節就總結了兩個表達出來
[00:03:35.000 --> 00:03:37.000]  我覺得很精彩的
[00:03:37.000 --> 00:03:40.000]  第七節說,如果你這樣的時候在他裏面生活
[00:03:40.000 --> 00:03:43.000]  可以在耶穌基督裏面紮根建造
[00:03:43.000 --> 00:03:45.000]  於是怎樣呢?
[00:03:45.000 --> 00:03:47.000]  新譯本也比較清楚
[00:03:47.000 --> 00:03:50.000]  有兩個表現你會經驗得到
[00:03:50.000 --> 00:03:52.000]  在耶穌基督裏面紮根建造之後
[00:03:52.000 --> 00:03:54.000]  兩個經驗,第一個經驗
[00:03:54.000 --> 00:03:58.000]  你就是有信心的力量
[00:03:58.000 --> 00:04:01.000]  你有信心的力量
[00:04:01.000 --> 00:04:03.000]  新譯本也叫信心堅定
[00:04:03.000 --> 00:04:05.000]  其實原文更好,英文也好
[00:04:05.000 --> 00:04:08.000]  strengthened in faith
[00:04:08.000 --> 00:04:11.000]  有信心所併發出來的力量
[00:04:11.000 --> 00:04:12.000]  這是第一點
[00:04:12.000 --> 00:04:15.000]  第二點,滿有感謝的心
[00:04:15.000 --> 00:04:17.000]  英文更加好,有時真的不太好意思
[00:04:17.000 --> 00:04:18.000]  不是西化
[00:04:18.000 --> 00:04:20.000]  英文也有
[00:04:20.000 --> 00:04:22.000]  overflow
[00:04:22.000 --> 00:04:24.000]  overflow with thanksgiving
[00:04:24.000 --> 00:04:28.000]  充滿,overflow是一種很興奮的
[00:04:28.000 --> 00:04:33.000]  你想清楚這兩個的生命情調
[00:04:33.000 --> 00:04:35.000]  是不是我們真的很嚮往的
[00:04:35.000 --> 00:04:36.000]  第一
[00:04:36.000 --> 00:04:42.000]  因為信心而帶來的每天的生命力量與我們同行
[00:04:42.000 --> 00:04:45.000]  每天滿有力量,因為我們有信心
[00:04:45.000 --> 00:04:48.000]  第二,我們的生命裏面充滿了感謝
[00:04:48.000 --> 00:04:50.000]  因為看到神的手,基督的手
[00:04:50.000 --> 00:04:52.000]  一直在我們生命裏面無錯不在
[00:04:52.000 --> 00:04:55.000]  心裏充滿感謝,有一種興奮
[00:04:55.000 --> 00:04:58.000]  帶著感謝的興奮心情來過日子
[00:04:58.000 --> 00:05:00.000]  每天生活裏面有信心的力量
[00:05:00.000 --> 00:05:02.000]  這個我想起都流口水
[00:05:02.000 --> 00:05:04.000]  和我們香港人有多不同
[00:05:04.000 --> 00:05:06.000]  每天都是這樣埋怨
[00:05:06.000 --> 00:05:10.000]  我們看電視,訪問時都是埋怨
[00:05:10.000 --> 00:05:12.000]  不是罵政府,是罵纜車
[00:05:12.000 --> 00:05:13.000]  什麼都罵
[00:05:13.000 --> 00:05:16.000]  沒有來是感激的心,沒有感恩的心
[00:05:16.000 --> 00:05:18.000]  我覺得這樣的人很mean
[00:05:18.000 --> 00:05:20.000]  很刻薄
[00:05:20.000 --> 00:05:23.000]  可能我們基督徒也快要刻薄了
[00:05:23.000 --> 00:05:25.000]  這裏不是這樣的
[00:05:25.000 --> 00:05:27.000]  我們每天帶著感恩的心
[00:05:27.000 --> 00:05:29.000]  興奮的心情,你說多好
[00:05:29.000 --> 00:05:31.000]  還有我們充滿了力量
[00:05:31.000 --> 00:05:33.000]  這個力量不是從你和我來的
[00:05:33.000 --> 00:05:35.000]  這個力量是從信心而來的力量
[00:05:35.000 --> 00:05:37.000]  面對任何的問題,任何的環境
[00:05:37.000 --> 00:05:40.000]  仍然很有力的生活
[00:05:40.000 --> 00:05:41.000]  不是像我們這樣
[00:05:41.000 --> 00:05:44.000]  香港人的特色就是做到盡力
[00:05:44.000 --> 00:05:46.000]  下班時看你的樣子你就知道了
[00:05:46.000 --> 00:05:48.000]  哪有力量啊
[00:05:48.000 --> 00:05:52.000]  有些人還沒上班就開始打哭,更糟糕
[00:05:52.000 --> 00:05:55.000]  什麼叫力量啊,我們忘記了
[00:05:55.000 --> 00:05:56.000]  是不是啊
[00:05:56.000 --> 00:05:59.000]  如果你真的明白在基督裏面的風聲
[00:05:59.000 --> 00:06:00.000]  兩句這麼簡單描述
[00:06:00.000 --> 00:06:02.000]  你就口水都流了
[00:06:02.000 --> 00:06:04.000]  充滿了信心的力量
[00:06:04.000 --> 00:06:08.000]  和充滿了感恩的心境的興奮過日子
[00:06:08.000 --> 00:06:10.000]  多好啊
[00:06:10.000 --> 00:06:11.000]  多好啊
[00:06:11.000 --> 00:06:13.000]  是不是很大的禮物啊
[00:06:13.000 --> 00:06:15.000]  千萬不要以為信耶穌就完事了
[00:06:15.000 --> 00:06:17.000]  還沒有啊,還有很長一段時間
[00:06:17.000 --> 00:06:20.000]  就是在基督裏面有一切的風聲
[00:06:20.000 --> 00:06:24.000]  這個風聲就是有這種生命的力量
[00:06:24.000 --> 00:06:26.000]  和感恩的心境
[00:06:26.000 --> 00:06:28.000]  好了
[00:06:28.000 --> 00:06:29.000]  怎樣才得到呢
[00:06:29.000 --> 00:06:30.000]  為什麼我沒有呢
[00:06:30.000 --> 00:06:32.000]  你要聽清楚了
[00:06:32.000 --> 00:06:33.000]  聖經很好
[00:06:33.000 --> 00:06:34.000]  聖經就是神的華語
[00:06:34.000 --> 00:06:37.000]  從來沒有高言大字說空談
[00:06:37.000 --> 00:06:38.000]  有理由的
[00:06:38.000 --> 00:06:40.000]  你留心看這段聖經
[00:06:40.000 --> 00:06:41.000]  你回去讀完再讀吧
[00:06:41.000 --> 00:06:42.000]  我讀了很多次了
[00:06:42.000 --> 00:06:43.000]  你回去再讀吧
[00:06:43.000 --> 00:06:45.000]  今天你可能第一次讀
[00:06:45.000 --> 00:06:46.000]  不要緊
[00:06:46.000 --> 00:06:48.000]  你留心看這十四節聖經
[00:06:48.000 --> 00:06:50.000]  今天所讀的十四節聖經
[00:06:50.000 --> 00:06:51.000]  分開三段
[00:06:51.000 --> 00:06:52.000]  頭四節
[00:06:52.000 --> 00:06:54.000]  心尾四節
[00:06:54.000 --> 00:06:56.000]  都是在說同一樣東西
[00:06:56.000 --> 00:07:00.000]  中間的六節
[00:07:00.000 --> 00:07:02.000]  就是說到一個豐盛的生命
[00:07:02.000 --> 00:07:03.000]  我會再講
[00:07:03.000 --> 00:07:04.000]  再講深入一點
[00:07:04.000 --> 00:07:05.000]  再闊一點
[00:07:05.000 --> 00:07:07.000]  再清楚一點
[00:07:07.000 --> 00:07:08.000]  不過我們先說
[00:07:08.000 --> 00:07:10.000]  得到這個豐盛的生命
[00:07:10.000 --> 00:07:12.000]  最主要的關鍵
[00:07:12.000 --> 00:07:13.000]  就是前面四節
[00:07:13.000 --> 00:07:15.000]  心尾四節
[00:07:15.000 --> 00:07:17.000]  這兩段四節聖經裏面說什麼
[00:07:17.000 --> 00:07:18.000]  很簡單
[00:07:18.000 --> 00:07:19.000]  兩個信息
[00:07:19.000 --> 00:07:20.000]  一個信息
[00:07:20.000 --> 00:07:21.000]  第一
[00:07:21.000 --> 00:07:23.000]  如果我們得到豐盛的生命的時候
[00:07:23.000 --> 00:07:25.000]  我們就要擺脫
[00:07:25.000 --> 00:07:29.000]  不要被我們周圍的異端
[00:07:29.000 --> 00:07:32.000]  所搶奪了
[00:07:32.000 --> 00:07:33.000]  然後
[00:07:33.000 --> 00:07:36.000]  我們第二步就是回歸基督
[00:07:36.000 --> 00:07:37.000]  就是這麼簡單的道理
[00:07:37.000 --> 00:07:40.000]  不過很重要
[00:07:40.000 --> 00:07:43.000]  聖經用了幾恐怖的描述字眼
[00:07:43.000 --> 00:07:44.000]  我想你看留心
[00:07:44.000 --> 00:07:47.000]  第八節
[00:07:47.000 --> 00:07:49.000]  九號聖經告訴我們
[00:07:49.000 --> 00:07:51.000]  原來我們周圍的世俗
[00:07:51.000 --> 00:07:52.000]  我們的傳統
[00:07:52.000 --> 00:07:53.000]  我們周圍思想上
[00:07:53.000 --> 00:07:54.000]  文化上
[00:07:54.000 --> 00:07:56.000]  宗教上的異端
[00:07:56.000 --> 00:08:00.000]  會把你擄去
[00:08:00.000 --> 00:08:01.000]  擄略
[00:08:01.000 --> 00:08:03.000]  抓了你去
[00:08:03.000 --> 00:08:05.000]  我們周圍的思想
[00:08:05.000 --> 00:08:06.000]  我們的習慣
[00:08:06.000 --> 00:08:08.000]  我們的文化風俗
[00:08:08.000 --> 00:08:10.000]  甚至我們周圍的思想異端
[00:08:10.000 --> 00:08:13.000]  我將你和我擄了去
[00:08:13.000 --> 00:08:15.000]  所以我們本來應該有豐盛
[00:08:15.000 --> 00:08:16.000]  我們沒有
[00:08:16.000 --> 00:08:17.000]  擄了去
[00:08:17.000 --> 00:08:18.000]  那擄了去有什麼情況呢
[00:08:18.000 --> 00:08:19.000]  由聖經呢
[00:08:19.000 --> 00:08:21.000]  心裏又再說一句
[00:08:21.000 --> 00:08:22.000]  很重要的字眼
[00:08:22.000 --> 00:08:23.000]  第十八節
[00:08:23.000 --> 00:08:24.000]  八節講完
[00:08:24.000 --> 00:08:25.000]  第十八節
[00:08:25.000 --> 00:08:29.000]  不要被人奪去你的獎賞
[00:08:29.000 --> 00:08:31.000]  原來聖經很清楚說
[00:08:31.000 --> 00:08:32.000]  我們周圍的
[00:08:32.000 --> 00:08:34.000]  這些思想上的
[00:08:34.000 --> 00:08:36.000]  文化上的異端
[00:08:36.000 --> 00:08:38.000]  是會將我們擄去
[00:08:38.000 --> 00:08:41.000]  將我們應該有的獎賞
[00:08:41.000 --> 00:08:42.000]  就是那些豐盛的生命
[00:08:42.000 --> 00:08:43.000]  搶了去
[00:08:43.000 --> 00:08:44.000]  有時你知
[00:08:44.000 --> 00:08:45.000]  有時你不知
[00:08:45.000 --> 00:08:47.000]  但你要知道一件很恐怖的事
[00:08:47.000 --> 00:08:49.000]  就是你喜歡不喜歡都好
[00:08:49.000 --> 00:08:51.000]  周圍有東西搶著你去
[00:08:51.000 --> 00:08:53.000]  難怪你應該有豐盛的生命
[00:08:53.000 --> 00:08:54.000]  你沒有
[00:08:54.000 --> 00:08:56.000]  你不知道原來那些人搶著你去
[00:08:56.000 --> 00:08:57.000]  什麼搶著你去
[00:08:57.000 --> 00:08:59.000]  就是周圍的這些異端
[00:08:59.000 --> 00:09:01.000]  擄了你去
[00:09:01.000 --> 00:09:03.000]  搶奪了你應該有的獎賞
[00:09:03.000 --> 00:09:05.000]  那這些異端是什麼異端呢
[00:09:05.000 --> 00:09:06.000]  我一定要問
[00:09:06.000 --> 00:09:07.000]  我們知道敵人是什麼
[00:09:07.000 --> 00:09:09.000]  然後我們就可以對付
[00:09:09.000 --> 00:09:11.000]  小心不要被他搶了去
[00:09:11.000 --> 00:09:13.000]  不要被他擄掠了去
[00:09:13.000 --> 00:09:15.000]  這些敵人是什麼呢
[00:09:15.000 --> 00:09:16.000]  當然
[00:09:16.000 --> 00:09:18.000]  如果我們看哥羅西書
[00:09:18.000 --> 00:09:19.000]  第一世紀的時候
[00:09:19.000 --> 00:09:21.000]  他有當時那些異端
[00:09:21.000 --> 00:09:23.000]  那些異端
[00:09:23.000 --> 00:09:25.000]  保羅描述了
[00:09:25.000 --> 00:09:27.000]  由第八節
[00:09:27.000 --> 00:09:29.000]  十七 十八 甚至十六節
[00:09:29.000 --> 00:09:31.000]  都有描述了這些異端
[00:09:31.000 --> 00:09:33.000]  簡單來說
[00:09:33.000 --> 00:09:34.000]  如果你研究哥羅西書
[00:09:34.000 --> 00:09:36.000]  你就知道這些異端是當時
[00:09:36.000 --> 00:09:38.000]  教會和信徒所面對周圍
[00:09:38.000 --> 00:09:40.000]  世俗和宗教的
[00:09:40.000 --> 00:09:42.000]  風氣的異端
[00:09:42.000 --> 00:09:44.000]  或者簡稱為早期的
[00:09:44.000 --> 00:09:46.000]  諾斯底主義
[00:09:46.000 --> 00:09:48.000]  Nox-ticism
[00:09:48.000 --> 00:09:51.000]  我自己預備這篇講道的時候
[00:09:51.000 --> 00:09:53.000]  就衡量我們北宣家給我講道的時間
[00:09:53.000 --> 00:09:55.000]  是很有限的
[00:09:55.000 --> 00:09:56.000]  那我就掙扎
[00:09:56.000 --> 00:09:59.000]  究竟應該和大家講諾斯底主義呢
[00:09:59.000 --> 00:10:02.000]  還是講二十一世紀的異端
[00:10:02.000 --> 00:10:03.000]  想來想去
[00:10:03.000 --> 00:10:05.000]  還是講二十一世紀的異端
[00:10:05.000 --> 00:10:06.000]  就靠近一點
[00:10:06.000 --> 00:10:07.000]  是不是
[00:10:07.000 --> 00:10:08.000]  二千年前的事
[00:10:08.000 --> 00:10:10.000]  你有空回去慢慢研究
[00:10:10.000 --> 00:10:12.000]  是好事來的
[00:10:12.000 --> 00:10:13.000]  好研究 很值得的
[00:10:13.000 --> 00:10:15.000]  不過時間不夠的時候
[00:10:15.000 --> 00:10:17.000]  不如我就講現在我們的異端
[00:10:17.000 --> 00:10:19.000]  那你說現在的異端和聖經不同
[00:10:19.000 --> 00:10:20.000]  不是的
[00:10:20.000 --> 00:10:22.000]  異端是幾千年都差不多的
[00:10:22.000 --> 00:10:26.000]  以前的異端和現在的異端
[00:10:26.000 --> 00:10:27.000]  有什麼相同點
[00:10:27.000 --> 00:10:30.000]  都是聖經裡面所講的同樣特質
[00:10:30.000 --> 00:10:32.000]  就是用人的傳統
[00:10:32.000 --> 00:10:34.000]  透過人的價值
[00:10:34.000 --> 00:10:36.000]  所建立的哲學
[00:10:36.000 --> 00:10:37.000]  思想的系統
[00:10:37.000 --> 00:10:39.000]  由這些哲學的思想系統
[00:10:39.000 --> 00:10:42.000]  我總結了剛才聖經裡面所講的話
[00:10:42.000 --> 00:10:44.000]  就是定了很多
[00:10:44.000 --> 00:10:45.000]  是一些規矩
[00:10:45.000 --> 00:10:47.000]  很多的標準
[00:10:47.000 --> 00:10:49.000]  這些標準其實不是真的標準
[00:10:49.000 --> 00:10:50.000]  是騙你的
[00:10:50.000 --> 00:10:55.000]  然後教你迷戀你眼前所見到的東西
[00:10:55.000 --> 00:10:58.000]  然後刺激你的慾念
[00:10:58.000 --> 00:11:00.000]  將你的慾念擴大的時候
[00:11:00.000 --> 00:11:02.000]  令你自高自大
[00:11:02.000 --> 00:11:03.000]  以為很快樂
[00:11:03.000 --> 00:11:04.000]  其實就被他蒙蔽了
[00:11:04.000 --> 00:11:05.000]  講了一大堆
[00:11:05.000 --> 00:11:06.000]  是不是和今天差不多
[00:11:06.000 --> 00:11:08.000]  就是了 異端
[00:11:08.000 --> 00:11:10.000]  今天有什麼異端嗎
[00:11:10.000 --> 00:11:11.000]  有 什麼叫異端啊
[00:11:11.000 --> 00:11:12.000]  我相信我說
[00:11:12.000 --> 00:11:14.000]  好 今天你有什麼異端
[00:11:14.000 --> 00:11:16.000]  我們會數到很多的異端出來
[00:11:16.000 --> 00:11:17.000]  很多異端的宗教
[00:11:17.000 --> 00:11:19.000]  如果大陸裡面更多
[00:11:19.000 --> 00:11:20.000]  周圍都是異端
[00:11:20.000 --> 00:11:21.000]  玲玲教
[00:11:21.000 --> 00:11:23.000]  令立王
[00:11:23.000 --> 00:11:25.000]  東方閃電
[00:11:25.000 --> 00:11:26.000]  很多大陸的異端
[00:11:26.000 --> 00:11:29.000]  現在我們香港也有很多異端
[00:11:29.000 --> 00:11:31.000]  很多異教
[00:11:31.000 --> 00:11:32.000]  我們就說
[00:11:32.000 --> 00:11:33.000]  可不可以想起這些異端
[00:11:33.000 --> 00:11:35.000]  沒錯 這些都是我一想起就想起異端
[00:11:35.000 --> 00:11:38.000]  想起石安教會的異端
[00:11:38.000 --> 00:11:39.000]  我告訴你
[00:11:39.000 --> 00:11:41.000]  這些異端不是很影響你的
[00:11:41.000 --> 00:11:43.000]  你不認識他 他又不認識你
[00:11:43.000 --> 00:11:45.000]  其實和你沒有什麼關係
[00:11:45.000 --> 00:11:47.000]  所以我不說那些
[00:11:47.000 --> 00:11:49.000]  你多可修過那些人
[00:11:49.000 --> 00:11:53.000]  送給你的異端的蛋漿
[00:11:53.000 --> 00:11:54.000]  那些資料
[00:11:54.000 --> 00:11:55.000]  沒有什麼
[00:11:55.000 --> 00:11:57.000]  我想說一個
[00:11:57.000 --> 00:11:58.000]  你和我可能沒有留意
[00:11:58.000 --> 00:12:01.000]  但是真正在你和我信徒
[00:12:01.000 --> 00:12:05.000]  今天每天見到身邊的異端的宗教
[00:12:05.000 --> 00:12:06.000]  是什麼 你知不知道
[00:12:06.000 --> 00:12:08.000]  你問我 我告訴你
[00:12:08.000 --> 00:12:10.000]  那個宗教不是
[00:12:10.000 --> 00:12:15.000]  一些我們所見到的新興宗教
[00:12:15.000 --> 00:12:17.000]  甚至不是佛教 道教
[00:12:17.000 --> 00:12:18.000]  這些我們都不信
[00:12:18.000 --> 00:12:21.000]  香港人最多相信的宗教
[00:12:21.000 --> 00:12:23.000]  最多教徒的宗教
[00:12:23.000 --> 00:12:25.000]  你知不知道是什麼教
[00:12:25.000 --> 00:12:29.000]  我就找了一個名字出來
[00:12:29.000 --> 00:12:31.000]  我覺得這個名字相當好
[00:12:31.000 --> 00:12:32.000]  這個名字想都想不到
[00:12:32.000 --> 00:12:33.000]  原來那個人說出來的
[00:12:33.000 --> 00:12:35.000]  一個十九世紀的人
[00:12:35.000 --> 00:12:37.000]  就叫做馬克思
[00:12:37.000 --> 00:12:38.000]  說出來的
[00:12:38.000 --> 00:12:39.000]  真是奇怪
[00:12:39.000 --> 00:12:41.000]  馬克思靠馬克思
[00:12:41.000 --> 00:12:44.000]  有很多東西我都不贊成他的
[00:12:44.000 --> 00:12:47.000]  不過他有一樣東西說得很精彩
[00:12:47.000 --> 00:12:49.000]  在他描述
[00:12:49.000 --> 00:12:51.000]  這個資本主義社會
[00:12:51.000 --> 00:12:52.000]  這個消費社會
[00:12:52.000 --> 00:12:55.000]  將來以商品掛帥的社會的時候
[00:12:55.000 --> 00:12:58.000]  他說將來就有一種宗教的情操出現
[00:12:58.000 --> 00:12:59.000]  他給了一個名字
[00:12:59.000 --> 00:13:02.000]  叫做商品拜密教
[00:13:02.000 --> 00:13:04.000]  好東西這個名字
[00:13:04.000 --> 00:13:05.000]  信什麼教 香港最多人信的
[00:13:05.000 --> 00:13:08.000]  叫商品拜密教
[00:13:09.000 --> 00:13:11.000]  這個教無所不在
[00:13:11.000 --> 00:13:13.000]  在你和我周圍
[00:13:13.000 --> 00:13:14.000]  你知不知道都好
[00:13:14.000 --> 00:13:17.000]  不斷會將你擄去
[00:13:17.000 --> 00:13:19.000]  會搶奪你那個
[00:13:19.000 --> 00:13:21.000]  應該有的屬靈的獎賞
[00:13:21.000 --> 00:13:22.000]  你說是嗎
[00:13:22.000 --> 00:13:24.000]  很多人信的嗎
[00:13:24.000 --> 00:13:25.000]  當然了
[00:13:25.000 --> 00:13:26.000]  我們北宣家夠多人來
[00:13:26.000 --> 00:13:27.000]  排隊了
[00:13:27.000 --> 00:13:28.000]  每個禮拜很多人湧去
[00:13:28.000 --> 00:13:30.000]  但是香港還有很多地方
[00:13:30.000 --> 00:13:33.000]  一樣是星期天很多人湧去的
[00:13:33.000 --> 00:13:35.000]  是吧
[00:13:35.000 --> 00:13:36.000]  你知道嗎
[00:13:36.000 --> 00:13:37.000]  你知道了
[00:13:37.000 --> 00:13:40.000]  在銅鑼灣的時代廣場就夠多人了
[00:13:40.000 --> 00:13:42.000]  你看看時代廣場的門口站
[00:13:42.000 --> 00:13:44.000]  和北宣家差不多的樣子
[00:13:44.000 --> 00:13:48.000]  星期天一家大小男女老幼湧進去
[00:13:48.000 --> 00:13:49.000]  是吧
[00:13:49.000 --> 00:13:50.000]  湧進去的時候
[00:13:50.000 --> 00:13:52.000]  小朋友上二樓
[00:13:52.000 --> 00:13:54.000]  有他的主要學
[00:13:54.000 --> 00:13:55.000]  不過不是主要學
[00:13:55.000 --> 00:13:56.000]  去買他要買的東西
[00:13:56.000 --> 00:13:57.000]  吃他的雪糕
[00:13:57.000 --> 00:13:58.000]  是吧
[00:13:58.000 --> 00:13:59.000]  然後大爸爸去三樓
[00:13:59.000 --> 00:14:01.000]  媽媽去四樓
[00:14:01.000 --> 00:14:02.000]  奉獻錢之後
[00:14:02.000 --> 00:14:04.000]  就拿著他很大的滿足感
[00:14:04.000 --> 00:14:06.000]  滿足的期望就離開
[00:14:06.000 --> 00:14:08.000]  不是宗教嗎
[00:14:08.000 --> 00:14:10.000]  是商品拜密教
[00:14:10.000 --> 00:14:13.000]  你和我就是在這個宗教的環境裡
[00:14:13.000 --> 00:14:15.000]  不斷被它們拿走
[00:14:15.000 --> 00:14:17.000]  這些宗教不斷地告訴你
[00:14:17.000 --> 00:14:19.000]  這是好東西
[00:14:19.000 --> 00:14:21.000]  這些價值是好的
[00:14:21.000 --> 00:14:23.000]  你要追隨這些東西
[00:14:23.000 --> 00:14:26.000]  給你很多這樣的規條和標準
[00:14:26.000 --> 00:14:28.000]  為什麼你這麼肥
[00:14:28.000 --> 00:14:30.000]  你不行的
[00:14:30.000 --> 00:14:31.000]  你這麼肥
[00:14:31.000 --> 00:14:33.000]  你怎麼可以見人
[00:14:33.000 --> 00:14:34.000]  你變瘦了
[00:14:34.000 --> 00:14:36.000]  這些標準是人幫你定出來的
[00:14:36.000 --> 00:14:38.000]  於是慢慢地整
[00:14:38.000 --> 00:14:39.000]  你發覺是喔
[00:14:39.000 --> 00:14:41.000]  我也要減一下
[00:14:41.000 --> 00:14:45.000]  這個是我們周圍最厲害的異端
[00:14:45.000 --> 00:14:46.000]  你知道嗎
[00:14:46.000 --> 00:14:48.000]  這個異端是你知道不知道
[00:14:48.000 --> 00:14:50.000]  你喜歡不喜歡
[00:14:50.000 --> 00:14:51.000]  都不斷地搶奪你
[00:14:51.000 --> 00:14:53.000]  因為你沒得防備
[00:14:53.000 --> 00:14:54.000]  從早上起
[00:14:54.000 --> 00:14:56.000]  你開個電視看新聞
[00:14:56.000 --> 00:14:57.000]  那些廣告已經在告訴你
[00:14:57.000 --> 00:14:59.000]  然後你回到公司的時候
[00:14:59.000 --> 00:15:00.000]  你的同事聊天的時候
[00:15:00.000 --> 00:15:01.000]  都在告訴你
[00:15:01.000 --> 00:15:02.000]  是吧
[00:15:02.000 --> 00:15:04.000]  你下午出去吃飯的時候
[00:15:04.000 --> 00:15:05.000]  你周圍的廣告
[00:15:05.000 --> 00:15:06.000]  周圍貼的東西
[00:15:06.000 --> 00:15:08.000]  那間店鋪在告訴你
[00:15:08.000 --> 00:15:11.000]  你走過店鋪的廚倉
[00:15:11.000 --> 00:15:12.000]  在告訴你
[00:15:12.000 --> 00:15:13.000]  回到家的時候
[00:15:13.000 --> 00:15:15.000]  你家人在告訴你
[00:15:15.000 --> 00:15:17.000]  從早到晚你根本沒得走
[00:15:17.000 --> 00:15:18.000]  這個異端
