
[00:00:00.000 --> 00:00:24.000]  各位弟兄姊妹,在今年的五月,我有機會到南韓的漢城去,參加之後兩千年菩薩佈道會議,
[00:06:44.000 --> 00:06:50.000]  在這裡耶穌告訴我們一個很有意義的比喻,
[00:06:50.000 --> 00:06:57.000]  有一個王擺設宴席,
[00:06:57.000 --> 00:07:00.000]  他請什麼人來呢?
[00:07:00.000 --> 00:07:04.000]  不分善惡,
[00:07:04.000 --> 00:07:08.000]  只要願意來的,就可以來,
[00:07:08.000 --> 00:07:12.000]  善惡都包括在其中,
[00:07:12.000 --> 00:07:15.000]  但是有一個條件,
[00:07:15.000 --> 00:07:17.000]  就是要來的人,
[00:07:17.000 --> 00:07:25.000]  每一個人都接受王為他預備的禮服,
[00:07:25.000 --> 00:07:29.000]  在這個比喻裡面我們看見,
[00:07:29.000 --> 00:07:32.000]  在世界上各樣的人,
[00:07:32.000 --> 00:07:39.000]  在人的眼中有善有惡,
[00:07:39.000 --> 00:07:45.000]  但是在神的眼中都是一樣,
[00:07:45.000 --> 00:07:48.000]  都是罪人,
[00:07:48.000 --> 00:07:54.000]  都是虧缺了天賦榮耀的人,
[00:07:54.000 --> 00:08:02.000]  所以這些人他們有一個共同的特點,
[00:08:02.000 --> 00:08:06.000]  就是都知道自己不好,
[00:08:06.000 --> 00:08:10.000]  都知道自己有需要,
[00:08:10.000 --> 00:08:16.000]  不管在人的眼中看他們如何如何,
[00:08:16.000 --> 00:08:21.000]  但是他們都知道自己不好,
[00:08:21.000 --> 00:08:27.000]  神的國度裡面的每一個人都有這個特點,
[00:08:27.000 --> 00:08:31.000]  就是知道自己不好,
[00:08:31.000 --> 00:08:35.000]  感覺自己有虧欠,
[00:08:35.000 --> 00:08:38.000]  感覺自己有弱點,
[00:08:38.000 --> 00:08:40.000]  有污點,
[00:08:40.000 --> 00:08:43.000]  有失敗的地方,
[00:08:43.000 --> 00:08:49.000]  沒有符合神的原則,
[00:08:49.000 --> 00:08:53.000]  沒有榮耀神的名,
[00:08:53.000 --> 00:09:00.000]  就好像保羅在《羅馬書》三章二十三節所說的,
[00:09:00.000 --> 00:09:03.000]  世人都犯了罪,
[00:09:03.000 --> 00:09:08.000]  虧缺了神的榮耀,
[00:09:08.000 --> 00:09:10.000]  我們想到保羅,
[00:09:10.000 --> 00:09:19.000]  他原來在猶太人當中是一個很出色的猶太教徒,
[00:09:19.000 --> 00:09:24.000]  他在菲利比書第三章這樣說,
[00:09:24.000 --> 00:09:33.000]  他做猶太教徒的時候是一個無可指責的人,
[00:09:33.000 --> 00:09:40.000]  就是在人的眼中看為一個很出色的教徒,
[00:09:40.000 --> 00:09:45.000]  他的道德標準相當高,
[00:09:45.000 --> 00:09:50.000]  比許許多多的人更高,
[00:09:50.000 --> 00:09:55.000]  但是有一天他的心眼開了,
[00:09:55.000 --> 00:10:04.000]  他就寫出來《羅馬書》第七章十七節十八節的話,
[00:10:04.000 --> 00:10:12.000]  他說:我知道應該做的,我沒有去做,
[00:10:12.000 --> 00:10:18.000]  我知道我不應該做的,我反倒去做,
[00:10:18.000 --> 00:10:22.000]  直到自己沒有自由,
[00:10:22.000 --> 00:10:26.000]  在同一章二十四節,
[00:10:26.000 --> 00:10:29.000]  他說我真是苦,
[00:10:29.000 --> 00:10:36.000]  誰能救我脫離這個取死的身體呢?
[00:10:36.000 --> 00:10:45.000]  一個在人的眼中看有相當高的道德標準的人,
[00:10:45.000 --> 00:10:49.000]  在神的光照之下,
[00:10:49.000 --> 00:10:54.000]  發現自己是一個不好的人,
[00:10:54.000 --> 00:10:56.000]  一個不自由的人,
[00:10:56.000 --> 00:10:59.000]  一個有缺欠的人,
[00:10:59.000 --> 00:11:02.000]  在神的角度裏面,
[00:11:02.000 --> 00:11:08.000]  每個人都有相同的特點,
[00:11:08.000 --> 00:11:10.000]  知道自己不好,
[00:11:10.000 --> 00:11:14.000]  也願意更好,
[00:11:14.000 --> 00:11:20.000]  在基督裏發現一條更好的道路,
[00:11:20.000 --> 00:11:27.000]  他們就願意投入在基督的國度裏面,
[00:11:27.000 --> 00:11:32.000]  聖靈的工作就是叫人為罪為義為審判,
[00:11:32.000 --> 00:11:38.000]  自己責備自己,
[00:11:38.000 --> 00:11:42.000]  當一個人自己責備自己的時候,
[00:11:42.000 --> 00:11:49.000]  你就知道聖靈已經開始在他的心中工作了,
[00:11:49.000 --> 00:11:57.000]  平常人的指責的指頭都是指著他人,
[00:11:57.000 --> 00:12:05.000]  但聖靈工作的時候,這個指頭轉回來指自己,
[00:12:05.000 --> 00:12:10.000]  他就在神的面前謙卑下來,
[00:12:10.000 --> 00:12:22.000]  他就會很坦誠地說:求神開恩可憐我這個罪人,
[00:12:22.000 --> 00:12:27.000]  這個人進入神的國,
[00:12:27.000 --> 00:12:32.000]  他穿上了神為他預備的禮服,
[00:12:32.000 --> 00:12:37.000]  那就是在基督裏的「義」,
[00:12:37.000 --> 00:12:40.000]  這就是「義袍」,
[00:12:40.000 --> 00:12:43.000]  這是恩典,
[00:12:43.000 --> 00:12:50.000]  因為基督十字架的救贖,我們得以稱義,
[00:12:50.000 --> 00:12:56.000]  這是基本的國度的原則,
[00:12:56.000 --> 00:12:59.000]  都是恩典,
[00:12:59.000 --> 00:13:03.000]  第二個基本的原則,
[00:13:03.000 --> 00:13:08.000]  那就是生命與生活的原則,
[00:13:08.000 --> 00:13:14.000]  我們翻到十八章一節到三節,
[00:13:14.000 --> 00:13:19.000]  請大家翻到馬達福音十八章,我們從一節到三節,
[00:13:19.000 --> 00:13:21.000]  馬達福音十八章一節,
[00:13:21.000 --> 00:13:28.000]  「當時門徒進前來問耶穌說:天國裡誰是最大的?
[00:13:28.000 --> 00:13:33.000]  耶穌便叫一個小孩子來,使他站在他們當中,說:
[00:13:33.000 --> 00:13:40.000]  我實在告訴你們,你們若不迴轉變成小孩子的樣式,斷不得進天國。」
[00:13:40.000 --> 00:13:43.000]  這裡講到一個天國的比喻,
[00:13:43.000 --> 00:13:47.000]  一個實物教材,
[00:13:47.000 --> 00:13:50.000]  是一個實物教材,
[00:13:50.000 --> 00:13:53.000]  就將一個小孩子放在門徒的面前,
[00:13:53.000 --> 00:13:57.000]  他頂著小朋友放在門徒的面前,對他們說:
[00:13:57.000 --> 00:14:06.000]  「如果你們不迴轉變成小孩子的樣式,
[00:14:06.000 --> 00:14:11.000]  你們斷不能進天國,
[00:14:11.000 --> 00:14:15.000]  這是生命的改變,
[00:14:15.000 --> 00:14:21.000]  這是一個進入國度的條件。」
[00:14:21.000 --> 00:14:25.000]  在馬達福音第七章,
[00:14:25.000 --> 00:14:30.000]  十七節到十八節,主耶穌說:
[00:14:30.000 --> 00:14:34.000]  「好樹接好果子,
[00:14:34.000 --> 00:14:38.000]  壞樹接壞果子,
[00:14:38.000 --> 00:14:41.000]  好樹不能接壞果子,
[00:14:41.000 --> 00:14:45.000]  壞樹也不能接好果子,
[00:14:45.000 --> 00:14:51.000]  你從它的果子就可以認出這棵樹是好還是壞。」
[00:14:51.000 --> 00:14:54.000]  從它的果子就認出這棵樹是好還是壞。
[00:14:54.000 --> 00:14:58.000]  主耶穌到世上來,
[00:14:58.000 --> 00:15:04.000]  祂不是講道德說仁義而已,
[00:15:04.000 --> 00:15:08.000]  因為主耶穌知道,
[00:15:08.000 --> 00:15:16.000]  世上的人所需要的不是仁義道德的道理,
[00:15:16.000 --> 00:15:22.000]  因為世上已經有好些仁義的道理了,
[00:15:22.000 --> 00:15:26.000]  人類所缺少的不是道理,
[00:15:26.000 --> 00:15:29.000]  那是生命。
[00:15:29.000 --> 00:15:34.000]  主耶穌到世上來,是要叫人藉著對祂的信心,
[00:15:34.000 --> 00:15:40.000]  得到祂的生命。
[00:15:40.000 --> 00:15:43.000]  當我們有信心的時候,
[00:15:43.000 --> 00:15:49.000]  我們就和祖的生命結連起來,
[00:15:49.000 --> 00:15:56.000]  就好像我們按電的鈕,
[00:15:56.000 --> 00:16:02.000]  電就通了,燈就亮了。
[00:16:02.000 --> 00:16:06.000]  我們的信心的作用就是這樣,
[00:16:06.000 --> 00:16:13.000]  我們有了信心,我們就和耶穌基督結連起來,
[00:16:13.000 --> 00:16:18.000]  祂的生命就進到我們裡面,
[00:16:18.000 --> 00:16:23.000]  這是一個人的重生,
[00:16:23.000 --> 00:16:26.000]  這是生命的改變,
[00:16:26.000 --> 00:16:30.000]  一個生命新的開始,
[00:16:30.000 --> 00:16:36.000]  這是生靈藉著我們信心作成的工作,
[00:16:36.000 --> 00:16:43.000]  基督教的信仰的特點也在這裡,
[00:16:43.000 --> 00:16:49.000]  這也是基督的國度的很重要的原則。
[00:16:49.000 --> 00:16:52.000]  所以主耶穌說,
[00:16:52.000 --> 00:16:59.000]  人若不重生就不能見神的國,
[00:16:59.000 --> 00:17:04.000]  當然也更不能進神的國,
[00:17:04.000 --> 00:17:11.000]  有信而得到主的生命在裡面的時候,
[00:17:11.000 --> 00:17:18.000]  這個人就跨過了天國的門檻,
[00:17:18.000 --> 00:17:22.000]  進入基督的國度,
[00:17:22.000 --> 00:17:30.000]  這是生命與生活的一個原則,
[00:17:30.000 --> 00:17:36.000]  在十三章二十四節到三十節,
[00:17:36.000 --> 00:17:43.000]  在這裡主耶穌提到天國的另外一個比喻,
[00:17:43.000 --> 00:17:48.000]  祂把同樣的信息告訴我們,
[00:17:48.000 --> 00:17:52.000]  主耶穌說天國好像一個田地的族人,
[00:17:52.000 --> 00:17:59.000]  祂把好種子撒在地裡,
[00:17:59.000 --> 00:18:03.000]  在夜間睡覺的時候,
[00:18:03.000 --> 00:18:11.000]  有敵人來把白子也撒在那一枝當中,
[00:18:11.000 --> 00:18:17.000]  後來麥子白子一起長起來,
[00:18:17.000 --> 00:18:21.000]  夫人發現的時候,
[00:18:21.000 --> 00:18:24.000]  就對主人說,
[00:18:24.000 --> 00:18:27.000]  這兩樣都出現了,我們怎麼辦呢?
[00:18:27.000 --> 00:18:30.000]  要我們把這個白子拔出來嗎?
[00:18:30.000 --> 00:18:31.000]  這兩樣都出現了,
[00:18:31.000 --> 00:18:34.000]  那我們要把這個白子割出來嗎?
[00:18:34.000 --> 00:18:37.000]  主人說不要,
[00:18:37.000 --> 00:18:42.000]  用兩樣一起增長,
[00:18:42.000 --> 00:18:45.000]  一直等到最後收割的時候,
[00:18:45.000 --> 00:18:53.000]  再把麥子白子分開,
[00:18:53.000 --> 00:18:58.000]  白子的結果就是燒掉,
[00:18:58.000 --> 00:19:06.000]  麥子的結果是收存在永生的倉庫裡,
[00:19:06.000 --> 00:19:09.000]  在這個比喻裡我們看見,
[00:19:09.000 --> 00:19:14.000]  族人說要的是麥子,
[00:19:14.000 --> 00:19:16.000]  不是白子,
[00:19:16.000 --> 00:19:23.000]  麥子的生命長成麥穗,
[00:19:23.000 --> 00:19:27.000]  這是族人的目的,
[00:19:27.000 --> 00:19:30.000]  在教會裡頭,
[00:19:30.000 --> 00:19:33.000]  有麥子有白子,
[00:19:33.000 --> 00:19:37.000]  我們很難分得清楚,
[00:19:37.000 --> 00:19:40.000]  但是有一個標準,
[00:19:40.000 --> 00:19:45.000]  我相信是可以正確地分辨,
[00:19:45.000 --> 00:19:52.000]  就是有生命在生活上表現出來的人,
[00:19:52.000 --> 00:20:01.000]  大概就是屬於國度的人,
[00:20:01.000 --> 00:20:07.000]  雖然我們不能百分之百地做判別,
[00:20:07.000 --> 00:20:10.000]  但是大致上不會錯,
[00:20:10.000 --> 00:20:18.000]  如果一個人沒有生命在生活上的表現,
[00:20:18.000 --> 00:20:22.000]  我們不能不說他是白子,
[00:20:22.000 --> 00:20:27.000]  我們很難說他是真的麥子,
[00:20:27.000 --> 00:20:37.000]  所以這個生命生活的表現是一個很重要的原則,
[00:20:37.000 --> 00:20:44.000]  第二十一章三十三到四十三節,
[00:20:44.000 --> 00:20:47.000]  三十三節,你們再聽一個比喻,
[00:20:47.000 --> 00:20:50.000]  有個家主栽了一個葡萄園,
[00:20:50.000 --> 00:20:53.000]  周圍圈上泥巴,
[00:20:53.000 --> 00:20:56.000]  裡面挖了一個壓酒池,
[00:20:56.000 --> 00:20:57.000]  蓋了一座樓,
[00:20:57.000 --> 00:21:00.000]  遭給員戶就往外國去了,
[00:21:00.000 --> 00:21:02.000]  收果子的時候近了,
[00:21:02.000 --> 00:21:05.000]  就打發僕人到員戶那裡去收果子,
[00:21:05.000 --> 00:21:08.000]  員戶拿著僕人打了一個,殺了一個,
[00:21:08.000 --> 00:21:10.000]  用石頭打死一個,
[00:21:10.000 --> 00:21:12.000]  主人又打發別的僕人去,
[00:21:12.000 --> 00:21:13.000]  比先前更多,
[00:21:13.000 --> 00:21:15.000]  員戶還是照樣待他們,
[00:21:15.000 --> 00:21:17.000]  後來打發他的兒子到他們那裡去,
[00:21:17.000 --> 00:21:20.000]  二師說:他們必尊敬我的兒子,
[00:21:20.000 --> 00:21:23.000]  不了,員戶看見他的兒子就彼此說:
[00:21:23.000 --> 00:21:26.000]  這是承受產業的,來吧,我們殺他,
[00:21:26.000 --> 00:21:28.000]  佔他的產業,
[00:21:28.000 --> 00:21:32.000]  他們就拿著他推出葡萄園外,殺了,
[00:21:32.000 --> 00:21:36.000]  原主來的時候要怎樣處置這些員戶呢?
[00:21:36.000 --> 00:21:39.000]  他們說:要下毒手除滅那些惡人,
[00:21:39.000 --> 00:21:43.000]  將葡萄園另租給那按時候交果子的員戶。
[00:21:43.000 --> 00:21:45.000]  耶穌說:經上寫著,
[00:21:45.000 --> 00:21:47.000]  將人所起的石頭,
[00:21:47.000 --> 00:21:50.000]  以作房國的頭塊石頭,
[00:21:50.000 --> 00:21:52.000]  這是主所做的,
[00:21:52.000 --> 00:21:54.000]  在我們眼中看為稀奇,
[00:21:54.000 --> 00:21:56.000]  這經你們沒有念過嗎?
[00:21:56.000 --> 00:21:57.000]  所以我告訴你們,
[00:21:57.000 --> 00:22:00.000]  神的國必從你們奪去,
[00:22:00.000 --> 00:22:02.000]  至給那能結果子的百姓。
[00:22:02.000 --> 00:22:07.000]  這最後的一句話是重心,
[00:22:07.000 --> 00:22:11.000]  主耶穌講完這個比喻以後,
[00:22:11.000 --> 00:22:14.000]  祂做了一個結論,
[00:22:14.000 --> 00:22:17.000]  祂說:我告訴你們,
[00:22:17.000 --> 00:22:22.000]  神的國必從你們奪去,
[00:22:22.000 --> 00:22:28.000]  至給那些能結果子的百姓。
[00:22:28.000 --> 00:22:34.000]  神的國從不結果子的人取去,
[00:22:34.000 --> 00:22:39.000]  給那些能結果子的人。
[00:22:39.000 --> 00:22:46.000]  所以結果子是神的國的基本原則,
[00:22:46.000 --> 00:22:52.000]  耶穌到無花果樹前找果子,
[00:22:52.000 --> 00:22:57.000]  但是找來找去找不到果子,
[00:22:57.000 --> 00:23:04.000]  最後那棵無花果樹受了咒咒,
[00:23:04.000 --> 00:23:10.000]  神的國是結果子的國,
[00:23:10.000 --> 00:23:16.000]  這個基本原則永遠不能更改,
[00:23:16.000 --> 00:23:18.000]  所以我們在這個國度裏面,
[00:23:18.000 --> 00:23:23.000]  一定要有一個這個基本的了解,
[00:23:23.000 --> 00:23:28.000]  我這個國度的子民,
[00:23:28.000 --> 00:23:32.000]  是不是一個結果子的人,
[00:23:32.000 --> 00:23:39.000]  在我的樹上能不能找到果子,
[00:23:39.000 --> 00:23:46.000]  這是一個最基本,最簡單的基本的一個原則,
[00:23:46.000 --> 00:23:52.000]  我們無論如何不能繞過這個原則,
[00:23:52.000 --> 00:23:55.000]  所以我們要掌握它,
[00:23:55.000 --> 00:23:59.000]  神的國是結果子的國,
[00:23:59.000 --> 00:24:01.000]  如果我是在這個國度裏面,
[00:24:01.000 --> 00:24:07.000]  我一定要追求結果子,
[00:24:07.000 --> 00:24:11.000]  第三個基本的原則,
[00:24:11.000 --> 00:24:18.000]  那就是做賜福棄命的原則,
[00:24:18.000 --> 00:24:26.000]  我們看十八章二十三節到三十五節,
[00:24:26.000 --> 00:24:29.000]  馬達非音十八章二十三節,
[00:24:29.000 --> 00:24:32.000]  天國好長一個王,要和他僕人算帳,
[00:24:32.000 --> 00:24:38.000]  才算的時候,有人帶了一個欠一千萬銀子的來,
[00:24:38.000 --> 00:24:41.000]  因為他沒有什麼償還之物,
[00:24:41.000 --> 00:24:44.000]  主人吩咐把他和他妻子兒女,
[00:24:44.000 --> 00:24:47.000]  並一切所有的都賣了償還,
[00:24:47.000 --> 00:24:51.000]  那僕人就服服拜他,說主啊,寬容我,
[00:24:51.000 --> 00:24:53.000]  將來我都要還清,
[00:24:53.000 --> 00:24:55.000]  那僕人的主人就動了持心,
[00:24:55.000 --> 00:24:59.000]  把他釋放了,並且免了他的債,
[00:24:59.000 --> 00:25:02.000]  那僕人出來,遇見他的一個同伴,
[00:25:02.000 --> 00:25:05.000]  獻他十兩銀子,便抽著他,
[00:25:05.000 --> 00:25:09.000]  捏著他的喉嚨說,你把所欠的還我,
[00:25:09.000 --> 00:25:13.000]  他的同伴就服服要求他,說寬容我吧,
[00:25:13.000 --> 00:25:15.000]  將來我必還清,他不肯,
[00:25:15.000 --> 00:25:17.000]  竟許把他下在監裏,
[00:25:17.000 --> 00:25:19.000]  等他還了所欠的債,
[00:25:19.000 --> 00:25:22.000]  眾同伴看見他所做的事就甚憂愁,
[00:25:22.000 --> 00:25:25.000]  去把這事都告訴了主人,
[00:25:25.000 --> 00:25:27.000]  於是主人叫他來對他說,
[00:25:27.000 --> 00:25:30.000]  你這惡奴才,你要求我,
[00:25:30.000 --> 00:25:32.000]  我就把你所欠的都免了,
[00:25:32.000 --> 00:25:34.000]  也不應當連恤你的同伴,
[00:25:34.000 --> 00:25:36.000]  像我連恤你嗎?
[00:25:36.000 --> 00:25:39.000]  主人就大怒,把他交給蔣盈的,
[00:25:39.000 --> 00:25:41.000]  等他還清了所欠的債,
[00:25:41.000 --> 00:25:44.000]  你們若,你們各人若不從心裏
[00:25:44.000 --> 00:25:46.000]  饒恕你們的弟兄,
[00:25:46.000 --> 00:25:48.000]  我天父也要這樣待你們了。
[00:25:48.000 --> 00:25:51.000]  我們特別注意第三十三節,
[00:25:51.000 --> 00:25:54.000]  你不應當連恤你的同伴,
[00:25:54.000 --> 00:25:57.000]  像我連恤你嗎?
[00:25:57.000 --> 00:26:00.000]  這個婦人蒙了主人的連恤,
[00:26:00.000 --> 00:26:03.000]  主人對她的恩典慈愛很大,
[00:26:03.000 --> 00:26:06.000]  把她欠的大筆的款項都免掉,
[00:26:06.000 --> 00:26:09.000]  將她所欠大筆的本項都免了,
[00:26:09.000 --> 00:26:12.000]  主人對她的恩典慈愛很大,
[00:26:12.000 --> 00:26:15.000]  把她欠的大筆的款項都免掉,
[00:26:15.000 --> 00:26:18.000]  將她所欠大筆的本項都免了,
[00:26:18.000 --> 00:26:21.000]  主人對她有一個期望,
[00:26:21.000 --> 00:26:24.000]  要她同樣地對待她的同伴,
[00:26:24.000 --> 00:26:27.000]  要她同樣地對待她的同伴,
[00:26:27.000 --> 00:26:30.000]  把她從主人所領受的,
[00:26:30.000 --> 00:26:33.000]  能夠用在別人的身上,
[00:26:33.000 --> 00:26:36.000]  這是主講國度的時候一個比喻,
[00:26:36.000 --> 00:26:39.000]  這是主講國度的時候一個比喻,
[00:26:39.000 --> 00:26:42.000]  天國好運,
[00:26:42.000 --> 00:26:45.000]  天國好運,
[00:26:45.000 --> 00:26:48.000]  主講國度的時候一個比喻,
[00:26:48.000 --> 00:26:51.000]  天國好像這樣的一件事,
[00:26:51.000 --> 00:26:54.000]  天國好像這樣的一件事,
[00:26:54.000 --> 00:26:57.000]  天國的一個基本原則,
[00:26:57.000 --> 00:27:00.000]  就是每一個蒙恩的人,
[00:27:00.000 --> 00:27:03.000]  要做一個恩典的出口,
[00:27:03.000 --> 00:27:06.000]  天國裏面有一個基本原則,
[00:27:06.000 --> 00:27:09.000]  就是每一個蒙恩的人,
[00:27:09.000 --> 00:27:12.000]  要做一個恩典的出口,
[00:27:12.000 --> 00:27:15.000]  我們成了天父的子民,
[00:27:15.000 --> 00:27:18.000]  我們成為天國的子民,
[00:27:18.000 --> 00:27:21.000]  我們蒙了永遠的恩典,
[00:27:21.000 --> 00:27:24.000]  神給我們的慈愛憐憫是數不盡的,
[00:27:24.000 --> 00:27:27.000]  神給我們的慈愛憐憫是數不盡的,
[00:27:27.000 --> 00:27:30.000]  那麼我們這些蒙恩典的人,
[00:27:30.000 --> 00:27:33.000]  我們應該怎樣呢?
[00:27:33.000 --> 00:27:36.000]  我們就是停止在單單接受恩典嗎?
[00:27:36.000 --> 00:27:39.000]  我們是不是停止在單單接受恩典呢?
[00:27:39.000 --> 00:27:42.000]  那不是主的意見,
[00:27:42.000 --> 00:27:45.000]  國度的王要每一個接受了恩典的人,
[00:27:45.000 --> 00:27:48.000]  成為一個恩典的出口,
[00:27:48.000 --> 00:27:51.000]  國度的王要每一個接受恩典的人,
[00:27:51.000 --> 00:27:54.000]  成為一個恩典的出口,
[00:27:54.000 --> 00:27:57.000]  在這裏我們看得很清楚,
[00:27:57.000 --> 00:28:00.000]  所以我們在基督國度裏的人身上有一個使命,
[00:28:00.000 --> 00:28:03.000]  所以我們在基督國度裏的人身上有一個使命,
[00:28:03.000 --> 00:28:06.000]  我們要接受恩典以後,
[00:28:06.000 --> 00:28:09.000]  把恩典流出去,
[00:28:09.000 --> 00:28:12.000]  我們要接受恩典之後,把這個恩典流出去,
[00:28:12.000 --> 00:28:15.000]  接受了主的憐憫以後,把憐憫流出去,
[00:28:15.000 --> 00:28:18.000]  接受了主的憐憫之後,把這個憐憫流出去,
[00:28:18.000 --> 00:28:21.000]  今天下午我見到一位83歲的弟兄,
[00:28:21.000 --> 00:28:24.000]  今天下午我見到一位83歲的弟兄,
[00:28:24.000 --> 00:28:27.000]  我今天下午見到一位83歲的弟兄,
[00:28:27.000 --> 00:28:30.000]  這位弟兄他做了一件事,
[00:28:30.000 --> 00:28:33.000]  這位弟兄他做了一件事,
[00:28:33.000 --> 00:28:36.000]  他把他的財產差不多完全奉獻,
[00:28:36.000 --> 00:28:39.000]  他把他的財產差不多完全奉獻,
[00:28:39.000 --> 00:28:42.000]  差不多完全奉獻,
