
[00:00:00.000 --> 00:00:02.160]  為何同樣是基督徒
[00:04:50.000 --> 00:04:52.000]  應該好像一隻風箏
[00:04:52.000 --> 00:04:54.000]  被聖經的啟示
[00:04:54.000 --> 00:04:57.280]  這個承索緊緊牽引著
[00:04:57.280 --> 00:05:01.360]  但同時又可以乘著這個理智的風
[00:05:01.360 --> 00:05:06.080]  在現代社會的高空裏面自由翱翔
[00:05:06.080 --> 00:05:11.200]  面對現代社會的倫理問題等等
[00:05:11.200 --> 00:05:15.280]  John Stott提出我們要懂得做文化的轉化
[00:05:15.280 --> 00:05:17.680]  Cultural Transposition
[00:05:17.680 --> 00:05:22.480]  意思就是我們既要保留聖經裏面
[00:05:22.480 --> 00:05:24.480]  永恆不變的真理
[00:05:24.480 --> 00:05:28.320]  但亦要將第一世紀的文化外衣
[00:05:28.320 --> 00:05:33.040]  轉化成我們現代人適用的方式
[00:05:33.040 --> 00:05:37.520]  所以福音派會用頭腦思考
[00:05:37.520 --> 00:05:39.520]  而不是絕對盲目搜究
[00:05:39.520 --> 00:05:48.960]  重點是究竟有什麼是福音派不能妥協的底線呢?
[00:05:48.960 --> 00:05:52.960]  書中提及十字架的舊因
[00:05:52.960 --> 00:06:00.160]  David Edwards提出傳統上Piano Substitution的說法
[00:06:00.160 --> 00:06:05.600]  即是上帝因為震怒而懲罰無辜的耶穌
[00:06:05.600 --> 00:06:09.760]  這種理解他認為在道德上是很難接受的
[00:06:09.760 --> 00:06:14.880]  因為這樣會將上帝描述成一位很殘暴的君王
[00:06:14.880 --> 00:06:18.240]  John Stott在這個位置絕對沒有讓步
[00:06:18.240 --> 00:06:21.440]  但他糾正了一個很重要的誤解
[00:06:21.440 --> 00:06:30.080]  John Stott很反對我們將十字架當成三個獨立角色的法庭戲
[00:06:30.080 --> 00:06:32.640]  即是有一個憤怒的法官
[00:06:32.640 --> 00:06:35.120]  然後有一個有罪的犯人
[00:06:35.120 --> 00:06:38.560]  然後有一個無辜的受害者
[00:06:38.560 --> 00:06:44.800]  他說上帝絕對不是一個虐待狂
[00:06:44.800 --> 00:06:50.960]  John Stott指出十字架真正的意思是神聖的自我替代
[00:06:50.960 --> 00:06:53.760]  Divine Self Substitution
[00:06:53.760 --> 00:06:57.840]  即是三一的真神因為出於他極大的愛
[00:06:57.840 --> 00:07:01.120]  他親自在基督裡面代替了我們
[00:07:01.120 --> 00:07:03.120]  承擔了罪的代價
[00:07:03.120 --> 00:07:06.560]  滿足上帝他自己的聖潔的本性
[00:07:06.560 --> 00:07:11.440]  這是由上帝親自成就的代替性救贖
[00:07:11.440 --> 00:07:14.960]  是福音的核心,絕對不能妥協
[00:07:14.960 --> 00:07:22.640]  不過在書中最震撼的位置其實是之後的一場對話
[00:07:22.640 --> 00:07:27.040]  John Stott他再三查考了聖經之後
[00:07:27.040 --> 00:07:30.960]  其實他修正了他對地獄的看法
[00:07:30.960 --> 00:07:36.640]  John Stott他聽完David Edwards對地獄的論述之後
[00:07:36.640 --> 00:07:40.240]  他再三很細心地查考了聖經
[00:07:40.240 --> 00:07:44.080]  結果是非常出人意表的
[00:07:44.080 --> 00:07:53.040]  可以說John Stott是反過來向保守派投下了一顆神學的震撼彈
[00:07:53.040 --> 00:07:55.920]  他說基於聖經的用詞
[00:07:55.920 --> 00:08:00.400]  地獄火的主要功用是燒毀和消滅
[00:08:00.400 --> 00:08:06.880]  所以他傾向相信地獄未必有永遠意識地受折磨
[00:08:06.880 --> 00:08:10.160]  而是靈魂徹底消滅
[00:08:10.160 --> 00:08:12.480]  Annihilationism
[00:08:12.480 --> 00:08:15.280]  惡人最終會歸於無尤
[00:08:15.280 --> 00:08:25.520]  他在書中亦懇請福音派接受這個觀點作為一個合乎聖經的正當立場
[00:08:25.520 --> 00:08:33.840]  我想這正正是John Stott作為福音派領袖所展現出的一個莫大的勇氣
[00:08:33.840 --> 00:08:38.480]  福音派信仰絕對不是一成不變
[00:08:38.480 --> 00:08:42.320]  是願意降伏在聖經之下
[00:08:42.320 --> 00:08:48.000]  而正正是因為我們願意降伏在聖經之下
[00:08:48.000 --> 00:08:51.760]  當聖經沒有一些很清晰的說法的時候
[00:08:51.760 --> 00:08:56.960]  我們反而要對這些未知的奧秘保持謙卑
[00:08:56.960 --> 00:08:58.960]  亦都可以這樣說
[00:08:58.960 --> 00:09:03.840]  正正是因為我們願意降伏在聖經之下
[00:09:03.840 --> 00:09:10.720]  當聖經沒有說明某些立場的時候
[00:09:10.720 --> 00:09:15.360]  我們應該願意修訂自己的立場
[00:09:15.360 --> 00:09:20.480]  根據聖經、基於聖經去修訂自己的立場
[00:09:20.480 --> 00:09:26.880]  所以John Stott正正展示了這種對話的勇氣和態度
[00:09:26.880 --> 00:09:31.360]  今日想跟大家推薦這本書「當代神學對話」
[00:09:31.360 --> 00:09:33.360]  我們下次再見
[00:09:33.840 --> 00:09:36.840]  (字幕由 Amara.org 社群提供)
