
[00:00:00.000 --> 00:00:10.700]  今天的信息的題目是「與主同釘十字架和背十字架」
[00:02:38.000 --> 00:02:43.700]  這兩方面的全被的真理
[00:02:43.700 --> 00:02:49.500]  我們絕對不可以單單接受第一部分
[00:02:49.500 --> 00:02:51.600]  主為我死了
[00:02:51.600 --> 00:02:53.500]  我罪得赦免
[00:02:53.500 --> 00:02:56.200]  我的救了
[00:02:56.200 --> 00:02:59.900]  從此以外別無他求
[00:02:59.900 --> 00:03:02.100]  心滿意足
[00:03:02.100 --> 00:03:04.700]  就此停止
[00:03:04.700 --> 00:03:07.600]  很多基督徒是如此
[00:03:07.600 --> 00:03:10.800]  但這不是神的計劃
[00:03:10.800 --> 00:03:13.000]  不是神的旨意
[00:03:13.000 --> 00:03:16.100]  神要我們進一步
[00:03:16.100 --> 00:03:21.100]  與基督同釘十字架
[00:03:21.100 --> 00:03:23.400]  與主同釘十字架
[00:03:23.400 --> 00:03:28.600]  就是與主同死
[00:03:28.600 --> 00:03:33.000]  與主同死同活
[00:03:33.000 --> 00:03:34.800]  神的旨意
[00:03:34.800 --> 00:03:40.300]  就是要我們和基督完全合一
[00:03:40.300 --> 00:03:42.100]  聖經提到
[00:03:42.100 --> 00:03:47.500]  我們與基督合一的七方面
[00:03:47.500 --> 00:03:50.800]  我們與基督同死
[00:03:50.800 --> 00:03:53.700]  與基督同復活
[00:03:53.700 --> 00:03:56.000]  與基督同心
[00:03:56.000 --> 00:03:58.300]  與基督同躬
[00:03:58.300 --> 00:04:00.500]  與基督同行
[00:04:00.500 --> 00:04:05.100]  與基督同樣式
[00:04:05.100 --> 00:04:10.000]  與基督同榮一同的榮耀
[00:04:10.000 --> 00:04:12.000]  有一節聖經
[00:04:12.000 --> 00:04:13.600]  很寶貴
[00:04:13.600 --> 00:04:22.100]  在希伯來書第二章第十節
[00:04:22.100 --> 00:04:27.300]  這裡有一句話
[00:04:27.300 --> 00:04:34.300]  要領許多兒子進榮耀裡
[00:04:34.300 --> 00:04:38.300]  神的獨生子耶穌
[00:04:38.300 --> 00:04:41.700]  到世界上來做人
[00:04:41.700 --> 00:04:46.200]  目的是要很多人
[00:04:46.200 --> 00:04:49.600]  成為神的兒女
[00:04:49.600 --> 00:04:54.000]  神的獨生子一個人來
[00:04:54.000 --> 00:04:59.300]  結果帶領千千萬萬的人
[00:04:59.300 --> 00:05:01.700]  做了神的兒女
[00:05:01.700 --> 00:05:06.000]  和他一同進榮耀裡去
[00:05:06.000 --> 00:05:07.600]  一個來
[00:05:07.600 --> 00:05:11.100]  千萬的人去
[00:05:11.100 --> 00:05:13.800]  這是何等奇妙
[00:05:13.800 --> 00:05:15.100]  我再說
[00:05:15.100 --> 00:05:17.200]  神的計劃
[00:05:17.200 --> 00:05:21.100]  就是要他的兒子做人
[00:05:21.100 --> 00:05:26.100]  為要使人做神的兒子
[00:05:26.100 --> 00:05:28.800]  就這個意義來講
[00:05:28.800 --> 00:05:33.400]  主耶穌是神的長子
[00:05:33.400 --> 00:05:36.300]  我們是祂的弟兄
[00:05:36.300 --> 00:05:41.900]  這是我們平常少提到的一個意義
[00:05:41.900 --> 00:05:46.400]  但是是希伯來書第二章的一個很重要的意義
[00:05:46.400 --> 00:05:48.600]  第十七節說
[00:05:48.600 --> 00:05:53.600]  所以他凡事該與他的弟兄相同
[00:05:53.600 --> 00:05:55.600]  我們的主
[00:05:55.600 --> 00:05:57.600]  和我們
[00:05:57.600 --> 00:06:00.600]  凡事相同
[00:06:00.600 --> 00:06:04.600]  我們和主完全合而為一
[00:06:04.600 --> 00:06:08.600]  這是聖經裡面一個很中心的信息
[00:06:09.600 --> 00:06:11.600]  今天我們的重點
[00:06:11.600 --> 00:06:17.600]  是在「與主同釘十字架,背十字架」
[00:06:17.600 --> 00:06:19.600]  我再說
[00:06:19.600 --> 00:06:22.600]  「與主同釘十字架」
[00:06:22.600 --> 00:06:25.600]  就是與主同死
[00:06:25.600 --> 00:06:27.600]  與主同死之後
[00:06:27.600 --> 00:06:30.600]  我們與主同生
[00:06:30.600 --> 00:06:33.600]  我們與主同死之後
[00:06:33.600 --> 00:06:36.600]  我們與主同生
[00:06:36.600 --> 00:06:38.600]  與主同死之後
[00:06:38.600 --> 00:06:40.600]  然後與主同活
[00:06:40.600 --> 00:06:42.600]  現在我們要問
[00:06:42.600 --> 00:06:47.600]  與主同死是什麼意思呢?
[00:06:47.600 --> 00:06:49.600]  三個意思
[00:06:49.600 --> 00:06:50.600]  第一
[00:06:50.600 --> 00:06:53.600]  我們與主一同向自己死
[00:06:53.600 --> 00:06:56.600]  我們與主向自己死
[00:06:56.600 --> 00:06:57.600]  第二
[00:06:57.600 --> 00:07:01.600]  我們與主向罪惡死
[00:07:01.600 --> 00:07:03.600]  我們與主向罪惡死
[00:07:03.600 --> 00:07:04.600]  第三
[00:07:04.600 --> 00:07:09.600]  我們與主向世界死
[00:07:09.600 --> 00:07:12.600]  我們現在看第一方面
[00:07:12.600 --> 00:07:16.600]  與主一同向自己死
[00:07:16.600 --> 00:07:20.600]  當主面對十字架的時候
[00:07:20.600 --> 00:07:22.600]  祂做了一個禱告
[00:07:22.600 --> 00:07:28.600]  祂說「父啊,不要照我的意思
[00:07:28.600 --> 00:07:31.600]  只要照你的意思
[00:07:31.600 --> 00:07:35.600]  就把自己完全放下
[00:07:35.600 --> 00:07:40.600]  以父的意思為祂的意思
[00:07:40.600 --> 00:07:42.600]  我們也是如此
[00:07:42.600 --> 00:07:44.600]  我們對主說
[00:07:44.600 --> 00:07:48.600]  主啊,不再是我
[00:07:48.600 --> 00:07:52.600]  那是祢在我裡面活著
[00:07:52.600 --> 00:07:55.600]  向自己死
[00:07:55.600 --> 00:07:59.600]  這樣把自我中心就除去了
[00:07:59.600 --> 00:08:05.600]  就變成了基督中心
[00:08:05.600 --> 00:08:08.600]  我們要看《解釋聖經》
[00:08:08.600 --> 00:08:15.600]  《加拉太書》第二章第20節
[00:08:15.600 --> 00:08:17.600]  在這一節裡面
[00:08:17.600 --> 00:08:21.600]  我要提到三個重點
[00:08:21.600 --> 00:08:25.600]  是我過去少提的
[00:08:25.600 --> 00:08:28.600]  但是這三個重點很重要
[00:08:28.600 --> 00:08:32.600]  我們應該清楚地明白
[00:08:32.600 --> 00:08:37.600]  《加拉太書》第二章第20節
[00:08:37.600 --> 00:08:39.600]  第一句說
[00:08:39.600 --> 00:08:46.600]  我已經與基督同釘十字架
[00:08:46.600 --> 00:08:51.600]  就希臘文的文法來講
[00:08:51.600 --> 00:08:57.600]  這裡所說的是完全過去式
[00:08:57.600 --> 00:09:03.600]  是一件過去做成了的事
[00:09:03.600 --> 00:09:11.600]  當主耶穌在兩千年前釘十字架的時候
[00:09:11.600 --> 00:09:18.600]  我在那個時候與主同釘十字架
[00:09:18.600 --> 00:09:21.600]  就巴羅來說
[00:09:21.600 --> 00:09:25.600]  巴羅是在主離開世界以後才做使徒
[00:09:25.600 --> 00:09:32.600]  但是巴羅在這裡說
[00:09:32.600 --> 00:09:37.600]  當主釘十字架的時候
[00:09:37.600 --> 00:09:42.600]  我已經與他同釘十字架
[00:09:42.600 --> 00:09:44.600]  過去式
[00:09:44.600 --> 00:09:50.600]  為什麼巴羅用過去式來形容這個真理呢
[00:09:50.600 --> 00:09:54.600]  難道巴羅說這個話的當時
[00:09:54.600 --> 00:09:56.600]  他沒有與基督同釘十字架嗎
[00:09:56.600 --> 00:09:59.600]  難道巴羅說這句話的時候
[00:09:59.600 --> 00:10:01.600]  他沒有與主同釘十字架嗎
[00:10:01.600 --> 00:10:04.600]  到底巴羅是什麼意思呢
[00:10:04.600 --> 00:10:08.600]  這裡有一個很重要的意義
[00:10:08.600 --> 00:10:11.600]  意思就是說
[00:10:11.600 --> 00:10:16.600]  當主釘十字架的時候
[00:10:16.600 --> 00:10:18.600]  還沒有信他的人
[00:10:18.600 --> 00:10:26.600]  但是在神的計劃和旨意裡
[00:10:26.600 --> 00:10:30.600]  已經預備好了一個真理
[00:10:30.600 --> 00:10:35.600]  就是將來那些信主的人
[00:10:35.600 --> 00:10:40.600]  要與主同釘十字架
[00:10:40.600 --> 00:10:44.600]  這是一個地位上的真理
[00:10:44.600 --> 00:10:49.600]  聖經裡有很多地位的真理
[00:10:49.600 --> 00:10:53.600]  正義是一個地位的真理
[00:10:53.600 --> 00:10:57.600]  赦罪是一個地位的真理
[00:10:57.600 --> 00:11:02.600]  在工作裡禱告是一個地位的真理
[00:11:02.600 --> 00:11:06.600]  這些地位神預備好了
[00:11:06.600 --> 00:11:09.600]  等我們來接受
[00:11:09.600 --> 00:11:11.600]  在客觀方面
[00:11:11.600 --> 00:11:14.600]  神先預備好
[00:11:14.600 --> 00:11:19.600]  但是在我們主觀的經驗方面
[00:11:19.600 --> 00:11:22.600]  是要經過兩步
[00:11:22.600 --> 00:11:27.600]  第一步認識這個地位的真理
[00:11:27.600 --> 00:11:29.600]  這是神的旨意
[00:11:29.600 --> 00:11:33.600]  這是神對我的計劃
[00:11:33.600 --> 00:11:39.600]  第二步在事實上來取用
[00:11:39.600 --> 00:11:43.600]  來投入這個真理裡
[00:11:43.600 --> 00:11:45.600]  讓這個真理這個地位
[00:11:45.600 --> 00:11:50.600]  變成自己的經驗
[00:11:50.600 --> 00:11:53.600]  這是第一個要點
[00:11:53.600 --> 00:11:54.600]  很重要的
[00:11:54.600 --> 00:11:56.600]  各位弟兄姊妹
[00:11:56.600 --> 00:11:59.600]  讓我們了解
[00:11:59.600 --> 00:12:01.600]  神的計劃
[00:12:01.600 --> 00:12:03.600]  神的心意
[00:12:03.600 --> 00:12:07.600]  是要我們這些蒙恩的人
[00:12:07.600 --> 00:12:12.600]  要和基督同釘十字架
[00:12:12.600 --> 00:12:14.600]  我們了解以後
[00:12:14.600 --> 00:12:17.600]  我們就要進到這個地位裡
[00:12:17.600 --> 00:12:22.600]  來實踐它
[00:12:22.600 --> 00:12:26.600]  讓它變成我們的經驗
[00:12:26.600 --> 00:12:30.600]  追求的第二個要點
[00:12:30.600 --> 00:12:33.600]  我們看第二句
[00:12:33.600 --> 00:12:38.600]  並且我如今在肉身活著
[00:12:38.600 --> 00:12:43.600]  是因信神的兒子而活
[00:12:43.600 --> 00:12:47.600]  基督在我裡面活著
[00:12:47.600 --> 00:12:51.600]  這是什麼時候發生呢
[00:12:51.600 --> 00:12:55.600]  當我與主同死的時候
[00:12:55.600 --> 00:12:58.600]  我與主同死了
[00:12:58.600 --> 00:13:02.600]  主就在我裡面開始活了
[00:13:02.600 --> 00:13:05.600]  我就與主同活了
[00:13:05.600 --> 00:13:08.600]  如果我不與主同死
[00:13:08.600 --> 00:13:12.600]  我就不能與主同活
[00:13:12.600 --> 00:13:16.600]  當我們願意與主同死的時候
[00:13:16.600 --> 00:13:18.600]  有一個目的
[00:13:18.600 --> 00:13:21.600]  就是為了要與主同活
[00:13:21.600 --> 00:13:26.600]  我們不是停止在與主同死的地步
[00:13:26.600 --> 00:13:27.600]  不然的話
[00:13:27.600 --> 00:13:29.600]  那就很可憐
[00:13:29.600 --> 00:13:31.600]  很悲慘
[00:13:31.600 --> 00:13:32.600]  我死了
[00:13:32.600 --> 00:13:33.600]  否定自己了
[00:13:33.600 --> 00:13:35.600]  不再是我了
[00:13:35.600 --> 00:13:36.600]  就停在這裡了
[00:13:36.600 --> 00:13:37.600]  我就沒有了
[00:13:37.600 --> 00:13:39.600]  什麼都沒有了
[00:13:39.600 --> 00:13:41.600]  那就真是個悲劇
[00:13:41.600 --> 00:13:44.600]  不是停在這裡
[00:13:44.600 --> 00:13:48.600]  我們所以不再是我
[00:13:48.600 --> 00:13:51.600]  我們所以否定自己
[00:13:51.600 --> 00:13:53.600]  有一個目的
[00:13:53.600 --> 00:13:56.600]  就是要與主同活
[00:13:56.600 --> 00:14:00.600]  讓基督在我們裡面活著
[00:14:00.600 --> 00:14:02.600]  活出祂的生命
[00:14:02.600 --> 00:14:05.600]  活出祂的樣式
[00:14:05.600 --> 00:14:08.600]  我們和主同活
[00:14:08.600 --> 00:14:11.600]  如果達成這個目的
[00:14:11.600 --> 00:14:15.600]  一切的代價都是值得的
[00:14:15.600 --> 00:14:17.600]  都是有意義的
[00:14:17.600 --> 00:14:21.600]  都是我們很興奮地去做的
[00:14:21.600 --> 00:14:23.600]  感謝主
[00:14:23.600 --> 00:14:26.600]  這裡有一個榮耀的事實
[00:14:26.600 --> 00:14:29.600]  不是保羅的理論
[00:14:29.600 --> 00:14:33.600]  不是保羅巴不得的盼望
[00:14:33.600 --> 00:14:35.600]  乃是祂的經驗
[00:14:35.600 --> 00:14:37.600]  是祂的見證
[00:14:37.600 --> 00:14:39.600]  擺在我們面前
[00:14:39.600 --> 00:14:43.600]  當我們向自己死的時候
[00:14:43.600 --> 00:14:46.600]  否定自我的時候
[00:14:46.600 --> 00:14:52.600]  就開始進入一個榮耀的改變裡面
[00:14:52.600 --> 00:14:55.600]  一個奇妙的交換
[00:14:55.600 --> 00:14:58.600]  基督取代了我
[00:14:58.600 --> 00:15:02.600]  祂在我裡面活著
[00:15:02.600 --> 00:15:09.600]  這是保羅所傳講的最高的信息
[00:15:09.600 --> 00:15:14.600]  這是基督教最中心的意義
[00:15:14.600 --> 00:15:17.600]  這是十字架的目的
[00:15:17.600 --> 00:15:20.600]  當這個目的達成之後
[00:15:20.600 --> 00:15:23.600]  信徒就改變了
[00:15:23.600 --> 00:15:25.600]  一個很大的改變
[00:15:25.600 --> 00:15:27.600]  一個徹底的改變
[00:15:27.600 --> 00:15:29.600]  一個基本的改變
[00:15:29.600 --> 00:15:32.600]  一個榮耀的改變
[00:15:32.600 --> 00:15:35.600]  新的可能性
[00:15:35.600 --> 00:15:38.600]  在我們裡面就開始了
[00:15:38.600 --> 00:15:41.600]  不再是我活著
[00:15:41.600 --> 00:15:44.600]  是基督在我裡面活著
[00:15:44.600 --> 00:15:47.600]  但是在這個過程裡
[00:15:47.600 --> 00:15:50.600]  有一個要點
[00:15:50.600 --> 00:15:52.600]  就是我要講的第二個要點
[00:15:52.600 --> 00:15:53.600]  保羅說
[00:15:53.600 --> 00:15:57.600]  我如今這樣活著
[00:15:57.600 --> 00:16:02.600]  是因信神的兒子而活
[00:16:02.600 --> 00:16:07.600]  這個信是一個秘訣
[00:16:07.600 --> 00:16:10.600]  我們與主的結連
[00:16:10.600 --> 00:16:13.600]  是透過信心
[00:16:13.600 --> 00:16:15.600]  神的工作
[00:16:15.600 --> 00:16:16.600]  一切的工作
[00:16:16.600 --> 00:16:19.600]  都是透過信心
[00:16:19.600 --> 00:16:22.600]  我們的教是因著信
[00:16:22.600 --> 00:16:27.600]  我們做基督徒的生活是因著信
[00:16:27.600 --> 00:16:30.600]  最後永遠的救恩
[00:16:30.600 --> 00:16:33.600]  也是因著信
[00:16:33.600 --> 00:16:36.600]  信信信
[00:16:36.600 --> 00:16:40.600]  有信以至於信
[00:16:40.600 --> 00:16:43.600]  永遠離不開信
[00:16:43.600 --> 00:16:47.600]  我們因信與主同死
[00:16:47.600 --> 00:16:51.600]  我們因信與主同活
[00:16:51.600 --> 00:16:56.600]  這個信在我們裡面有一個活潑的作用
[00:16:56.600 --> 00:17:00.600]  什麼時候我們離開了信
[00:17:00.600 --> 00:17:03.600]  我們就和神隔開了
[00:17:03.600 --> 00:17:08.600]  這個隔膜是一個致命的隔膜
[00:17:08.600 --> 00:17:10.600]  感謝神
[00:17:10.600 --> 00:17:15.600]  保羅把這個字清楚地點出來
[00:17:15.600 --> 00:17:17.600]  三個要點
[00:17:17.600 --> 00:17:19.600]  最後一句
[00:17:19.600 --> 00:17:22.600]  祂是愛我
[00:17:22.600 --> 00:17:26.600]  為我捨己
[00:17:26.600 --> 00:17:30.600]  主所以肯為我捨己
[00:17:30.600 --> 00:17:33.600]  是因為愛我
[00:17:33.600 --> 00:17:36.600]  祂為我釘在十字架上
[00:17:36.600 --> 00:17:38.600]  為我死
[00:17:38.600 --> 00:17:40.600]  因為愛我
[00:17:40.600 --> 00:17:42.600]  我這方面
[00:17:42.600 --> 00:17:45.600]  對神的愛有個回應
[00:17:45.600 --> 00:17:48.600]  因為愛主
[00:17:48.600 --> 00:17:51.600]  我願意為祂捨己
[00:17:51.600 --> 00:17:55.600]  我願意和主同死
[00:17:55.600 --> 00:18:00.600]  也願意為主捨己
[00:18:00.600 --> 00:18:02.600]  這是第三個要點
[00:18:02.600 --> 00:18:05.600]  絕對不可少的因素
[00:18:05.600 --> 00:18:08.600]  祂是愛我
[00:18:08.600 --> 00:18:11.600]  為我捨己
[00:18:11.600 --> 00:18:14.600]  我是愛祂
[00:18:14.600 --> 00:18:17.600]  為祂捨己
[00:18:17.600 --> 00:18:20.600]  一個不愛主的人
[00:18:20.600 --> 00:18:23.600]  不可能為主捨己
[00:18:23.600 --> 00:18:24.600]  進一步說
[00:18:24.600 --> 00:18:30.600]  一個沒有了解和接受主愛的人
[00:18:30.600 --> 00:18:33.600]  也絕對不可能愛主
[00:18:33.600 --> 00:18:36.600]  一個不愛主的人
[00:18:36.600 --> 00:18:40.600]  絕對不可能捨己
[00:18:40.600 --> 00:18:42.600]  三個要點
[00:18:42.600 --> 00:18:43.600]  第一
[00:18:43.600 --> 00:18:45.600]  地位的真理
[00:18:45.600 --> 00:18:46.600]  第二
[00:18:46.600 --> 00:18:47.600]  信
[00:18:47.600 --> 00:18:48.600]  第三
[00:18:48.600 --> 00:18:50.600]  愛
[00:18:50.600 --> 00:18:58.600]  這樣我們就能夠和主一同向自己死了
[00:18:58.600 --> 00:19:02.600]  與主同死的第二方面
[00:19:02.600 --> 00:19:04.600]  是向罪死
[00:19:04.600 --> 00:19:07.600]  《加拉太書》第五章
[00:19:07.600 --> 00:19:11.600]  二十二節到二十四節
[00:19:11.600 --> 00:19:13.600]  這三節裏面
[00:19:13.600 --> 00:19:18.600]  也提到與主同死同活
[00:19:18.600 --> 00:19:20.600]  現在先看同死
[00:19:20.600 --> 00:19:22.600]  二十四節
[00:19:22.600 --> 00:19:24.600]  凡屬基督耶穌的人
[00:19:24.600 --> 00:19:25.600]  是已經把肉體
[00:19:25.600 --> 00:19:27.600]  連肉體的邪情私慾
[00:19:27.600 --> 00:19:33.600]  釘在十字架上了
[00:19:33.600 --> 00:19:36.600]  邪情私慾釘在十字架上
[00:19:36.600 --> 00:19:41.600]  這就是把罪釘在十字架上
[00:19:41.600 --> 00:19:43.600]  誰的罪呢
[00:19:43.600 --> 00:19:45.600]  不是社會的罪
[00:19:45.600 --> 00:19:47.600]  不是別人的罪
[00:19:47.600 --> 00:19:50.600]  是我的罪
[00:19:50.600 --> 00:19:53.600]  把我一切的罪
[00:19:53.600 --> 00:19:57.600]  與主同釘十字架
[00:19:57.600 --> 00:20:00.600]  這裏邪情兩個字很值得我們注意
[00:20:00.600 --> 00:20:03.600]  邪情這兩個字很值得我們注意
[00:20:03.600 --> 00:20:05.600]  有邪就有正
[00:20:05.600 --> 00:20:07.600]  有邪就有正
[00:20:07.600 --> 00:20:08.600]  邪情
[00:20:08.600 --> 00:20:09.600]  邪情
[00:20:09.600 --> 00:20:11.600]  另有正情
[00:20:11.600 --> 00:20:14.600]  邪情就暗示有些是正情
[00:20:14.600 --> 00:20:16.600]  神創造我們
[00:20:16.600 --> 00:20:19.600]  給我們感情
[00:20:19.600 --> 00:20:22.600]  中國人說
[00:20:22.600 --> 00:20:26.600]  七情六慾
[00:20:26.600 --> 00:20:28.600]  這是神創造的
[00:20:28.600 --> 00:20:34.600]  神不是創造我們做無情的人
[00:20:34.600 --> 00:20:39.600]  如果一個人信了耶穌就無情了
[00:20:39.600 --> 00:20:41.600]  那就不得了
[00:20:41.600 --> 00:20:44.600]  那就是悲劇
[00:20:44.600 --> 00:20:49.600]  我們裏面有感情
[00:20:49.600 --> 00:20:52.600]  有七情六慾
[00:20:52.600 --> 00:20:54.600]  但是
[00:20:54.600 --> 00:21:01.600]  正情和邪情之間有一個分別
[00:21:01.600 --> 00:21:02.600]  正情
[00:21:02.600 --> 00:21:11.600]  是在神所定的範圍裏面有這些感情
[00:21:11.600 --> 00:21:12.600]  邪情
[00:21:12.600 --> 00:21:18.600]  就是跑到正確的範圍以外
[00:21:18.600 --> 00:21:22.600]  來放縱這些感情
[00:21:22.600 --> 00:21:25.600]  我具體一點講
[00:21:25.600 --> 00:21:28.600]  神創造人
[00:21:28.600 --> 00:21:32.600]  給人一個範圍
[00:21:32.600 --> 00:21:34.600]  在這個範圍裏面
[00:21:34.600 --> 00:21:42.600]  我們有我們的理智意志感情的生活
[00:21:42.600 --> 00:21:45.600]  這個圈子裏面是幸福的圈子
[00:21:45.600 --> 00:21:55.600]  在這個圈子裏面一切都是合度的
[00:21:55.600 --> 00:21:58.600]  我舉例子
[00:21:58.600 --> 00:22:00.600]  發怒
[00:22:00.600 --> 00:22:05.600]  這是喜怒哀樂裏面的一樣
[00:22:05.600 --> 00:22:07.600]  怒
[00:22:07.600 --> 00:22:10.600]  有它正確的範圍
[00:22:10.600 --> 00:22:13.600]  比方說易怒
[00:22:13.600 --> 00:22:20.600]  你看見有不公平的事裏面生氣
[00:22:20.600 --> 00:22:24.600]  你就仗義發言
[00:22:24.600 --> 00:22:26.600]  你說正義的話
[00:22:26.600 --> 00:22:29.600]  這個怒氣是好的
[00:22:29.600 --> 00:22:31.600]  是神賜給人的
[00:22:31.600 --> 00:22:35.600]  如果一個人沒有這個怒氣
[00:22:35.600 --> 00:22:37.600]  他就很危險
[00:22:37.600 --> 00:22:39.600]  失去他的價值
[00:22:39.600 --> 00:22:41.600]  但是
[00:22:41.600 --> 00:22:46.600]  什麼時候就超越這個合理的範圍呢?
[00:22:46.600 --> 00:22:49.600]  隨便發脾氣
[00:22:49.600 --> 00:22:53.600]  如果易怒變成隨便發脾氣
[00:22:53.600 --> 00:22:56.600]  那就是邪情
[00:22:56.600 --> 00:22:59.600]  那個要釘十字架
[00:22:59.600 --> 00:23:01.600]  再說
[00:23:01.600 --> 00:23:05.600]  人身體的情慾
[00:23:05.600 --> 00:23:08.600]  有它的正確的範圍
[00:23:08.600 --> 00:23:10.600]  神定的範圍
[00:23:10.600 --> 00:23:12.600]  是婚姻的範圍
[00:23:12.600 --> 00:23:16.600]  在婚姻的生活裏面
[00:23:16.600 --> 00:23:20.600]  人可以有他的情慾
[00:23:20.600 --> 00:23:24.600]  但是在婚姻的範圍以外
[00:23:24.600 --> 00:23:28.600]  就不是真的情了
[00:23:28.600 --> 00:23:33.600]  就成了淫亂
[00:23:33.600 --> 00:23:37.600]  就是色情
[00:23:37.600 --> 00:23:40.600]  今天的世界上
[00:23:40.600 --> 00:23:42.600]  有很多的罪惡
[00:23:42.600 --> 00:23:45.600]  是從色而來的
[00:23:45.600 --> 00:23:47.600]  是淫亂
[00:23:47.600 --> 00:23:51.600]  所以我們中國人說的一點也不錯
[00:23:51.600 --> 00:23:55.600]  萬惡淫為首
[00:23:55.600 --> 00:24:01.600]  淫亂造成了世界很多的問題
[00:24:01.600 --> 00:24:06.600]  那就是跑到神的範圍以外去
[00:24:06.600 --> 00:24:07.600]  結果呢?
[00:24:07.600 --> 00:24:10.600]  夫婦的感情破壞
[00:24:10.600 --> 00:24:13.600]  家庭的幸福破壞
[00:24:13.600 --> 00:24:16.600]  社會的道德破壞
[00:24:16.600 --> 00:24:21.600]  人就被捲進痛苦裏面
[00:24:21.600 --> 00:24:25.600]  很多的人因此墮落
[00:24:25.600 --> 00:24:31.600]  你看今天香港正在談電影、電視的色情暴力的問題
[00:24:31.600 --> 00:24:43.600]  這兩樣對整個人類的作用何等可怕
[00:24:43.600 --> 00:24:47.600]  和神的真理相違反
[00:24:47.600 --> 00:24:53.600]  邪情、私慾
[00:24:53.600 --> 00:24:57.600]  要釘死在十字架上
[00:24:57.600 --> 00:25:02.600]  這是第二方面的與主同死
[00:25:02.600 --> 00:25:04.600]  第三方面
[00:25:04.600 --> 00:25:09.600]  我們與主一同向世界死
[00:25:09.600 --> 00:25:12.600]  加拉太書第六章
[00:25:12.600 --> 00:25:14.600]  第十四節
[00:25:14.600 --> 00:25:27.600]  但我斷不以別的誇口,只誇我們主耶穌基督的十字架,因這十字架就我而論,世界已經釘在十字架上。
[00:25:27.600 --> 00:25:32.600]  世界已經釘在十字架上
[00:25:32.600 --> 00:25:34.600]  世界是什麼呢?
[00:25:34.600 --> 00:25:37.600]  我們看下面一卷書
[00:25:37.600 --> 00:25:39.600]  二不所書
[00:25:39.600 --> 00:25:41.600]  第二章
[00:25:41.600 --> 00:25:44.600]  第一節到第三節
[00:25:44.600 --> 00:25:48.600]  你們死在過犯罪惡之中,他叫你們活過來
[00:25:48.600 --> 00:25:51.600]  但是你們在其中行事為人
[00:25:51.600 --> 00:25:53.600]  隨從今世的風俗
[00:25:53.600 --> 00:25:56.600]  順從空中掌權者的手領
[00:25:56.600 --> 00:26:00.600]  就是現今在活逆之子心中運行的邪靈
[00:26:00.600 --> 00:26:04.600]  我們從前也都在他們中間放縱肉體的私慾
[00:26:04.600 --> 00:26:07.600]  隨著肉體和心中所喜好的去行
[00:26:07.600 --> 00:26:11.600]  本為可怒之子和別人一樣
[00:26:11.600 --> 00:26:14.600]  這裡提到今世的風俗
[00:26:14.600 --> 00:26:17.600]  這裡提到今生的風俗
[00:26:17.600 --> 00:26:19.600]  這就是世界
[00:26:19.600 --> 00:26:20.600]  是世界
[00:26:20.600 --> 00:26:21.600]  有什麼因素呢?
[00:26:21.600 --> 00:26:22.600]  有什麼因素呢?
[00:26:22.600 --> 00:26:23.600]  三個因素
[00:26:23.600 --> 00:26:24.600]  有三個因素
[00:26:24.600 --> 00:26:25.600]  第一
