
[00:00:00.000 --> 00:00:04.480]  大概兩個星期前在中國內地的地方
[00:03:30.960 --> 00:03:33.240]  是有神特別安排的時間
[00:03:33.240 --> 00:03:36.680]  有它的位置,有它要發生的時刻
[00:03:36.680 --> 00:03:39.520]  或者我們簡單看看第二節
[00:03:39.520 --> 00:03:43.520]  「生有時,死有時」
[00:03:43.520 --> 00:03:47.840]  很明顯人生的長與短在神的掌權當中
[00:03:47.840 --> 00:03:52.920]  有一個時候是適合人的出生
[00:03:52.920 --> 00:03:56.200]  有一個時候是適合人的離開
[00:03:56.200 --> 00:03:59.000]  有一個時候是給生存
[00:03:59.000 --> 00:04:01.480]  有一個時候是給死亡
[00:04:01.480 --> 00:04:03.200]  聖經再說
[00:04:03.200 --> 00:04:08.160]  「哉眾有時,拔出所中的也有時」
[00:04:08.160 --> 00:04:09.800]  有些時候去哉眾
[00:04:09.800 --> 00:04:14.360]  也有時候是給拔出哉眾的東西
[00:04:14.360 --> 00:04:17.320]  或者將句說形容在我們的生活
[00:04:17.320 --> 00:04:19.360]  我們的事業上
[00:04:19.360 --> 00:04:21.920]  有些時候是需要建立事業
[00:04:21.920 --> 00:04:26.400]  或者有些時候都是適合去結束事業
[00:04:26.400 --> 00:04:31.400]  每一件事情有它獨特的時間安排
[00:04:31.400 --> 00:04:33.560]  或者我們跳去看第六節
[00:04:33.560 --> 00:04:37.320]  「尋找有時,捨棄有時」
[00:04:37.320 --> 00:04:39.920]  保存有時,拋棄有時
[00:04:39.920 --> 00:04:43.080]  去尋找一樣的事情
[00:04:43.080 --> 00:04:45.560]  是有一個特別的時間
[00:04:45.560 --> 00:04:49.480]  也有一個時間是讓一件事情被捨棄
[00:04:49.480 --> 00:04:55.600]  今天很多人不斷想尋找一個安殊的居所
[00:04:55.600 --> 00:04:59.520]  有機會找到一個安殊的居所很歡喜
[00:04:59.520 --> 00:05:01.600]  但可能同時也有一個時間
[00:05:01.600 --> 00:05:04.040]  是要捨棄這個居所
[00:05:04.040 --> 00:05:06.000]  有些時候要保存
[00:05:06.000 --> 00:05:07.720]  有些時候要拋棄
[00:05:07.720 --> 00:05:11.800]  前陣子我思想要放棄一些書
[00:05:11.800 --> 00:05:15.160]  當我將書預備拋棄的時候
[00:05:15.160 --> 00:05:18.040]  發覺曾經有一些是我以前很珍貴
[00:05:18.040 --> 00:05:19.600]  很重視的書
[00:05:19.600 --> 00:05:21.680]  但今天似乎要拋棄
[00:05:21.680 --> 00:05:23.520]  所有的事情
[00:05:23.520 --> 00:05:25.240]  人生的每一點每一滴
[00:05:25.240 --> 00:05:27.000]  有它的時間
[00:05:27.000 --> 00:05:32.200]  都在自己一個巨大的計劃當中
[00:05:32.200 --> 00:05:34.720]  包含了一切的事情
[00:05:35.480 --> 00:05:37.840]  不單止包含了一些事情
[00:05:37.840 --> 00:05:40.800]  而且聖經說這些事情是美好的
[00:05:40.800 --> 00:05:43.320]  大家先看看聖經第十一節
[00:05:43.320 --> 00:05:46.480]  第十一節
[00:05:46.480 --> 00:05:47.680]  聖經說
[00:05:47.680 --> 00:05:52.880]  「他使萬事各按其時成為美好」
[00:05:52.880 --> 00:05:55.240]  不單止有一個時間給他
[00:05:55.240 --> 00:05:59.640]  而是提出這個時間是美好的
[00:05:59.640 --> 00:06:00.800]  是適合的
[00:06:00.800 --> 00:06:04.520]  當然我們大家在日常生活當中體會
[00:06:04.520 --> 00:06:06.680]  很多事情你覺得是不美好的
[00:06:06.680 --> 00:06:09.640]  我被別人搶了錢包
[00:06:09.640 --> 00:06:10.640]  打了錢包
[00:06:10.640 --> 00:06:11.640]  是不是美好呢?
[00:06:11.640 --> 00:06:12.880]  我遇到意外
[00:06:12.880 --> 00:06:13.880]  是不是美好呢?
[00:06:13.880 --> 00:06:15.800]  很多事情我們不會明白
[00:06:15.800 --> 00:06:16.920]  為什麼會發生
[00:06:16.920 --> 00:06:18.920]  甚至你不會明白
[00:06:18.920 --> 00:06:21.640]  為什麼耶穌會被別人出賣
[00:06:21.640 --> 00:06:23.520]  為什麼有一個猶大
[00:06:23.520 --> 00:06:25.040]  可以出賣耶穌
[00:06:25.040 --> 00:06:26.720]  叫耶穌釘十字架
[00:06:26.720 --> 00:06:29.480]  但在神自己的計劃當中
[00:06:29.480 --> 00:06:31.480]  這些似乎是邪惡的事情
[00:06:31.480 --> 00:06:34.080]  竟然成全了舊因
[00:06:34.480 --> 00:06:37.080]  主耶穌釘十字架帶給我們救贖
[00:06:37.080 --> 00:06:39.600]  大家記得
[00:06:39.600 --> 00:06:42.080]  當保羅說有一根刺在他身上的時候
[00:06:42.080 --> 00:06:43.440]  是不是美好呢?
[00:06:43.440 --> 00:06:45.480]  當然不是美好
[00:06:45.480 --> 00:06:46.360]  因為聖經說
[00:06:46.360 --> 00:06:48.160]  是撒旦的差役
[00:06:48.160 --> 00:06:50.200]  去攻擊保羅
[00:06:50.200 --> 00:06:51.880]  將一根刺
[00:06:51.880 --> 00:06:55.200]  相信是說他身體一些長期的病患
[00:06:55.200 --> 00:06:57.200]  加在他身上
[00:06:57.200 --> 00:07:00.520]  但神竟然能夠讓一根刺
[00:07:00.520 --> 00:07:03.760]  成為保羅人生一個最大的體驗
[00:07:03.880 --> 00:07:05.280]  就是神的能力
[00:07:05.280 --> 00:07:08.560]  在他的軟弱身上顯得完全
[00:07:08.560 --> 00:07:13.440]  因為上帝不僅能夠成就美善的事
[00:07:13.440 --> 00:07:16.560]  也能夠讓一些好像邪惡的事情
[00:07:16.560 --> 00:07:19.800]  都成為了我們生命的美事
[00:07:19.800 --> 00:07:22.840]  這正是神的智慧
[00:07:22.840 --> 00:07:24.640]  神的奇妙的地方
[00:07:24.640 --> 00:07:26.360]  因為聖經清楚說
[00:07:26.360 --> 00:07:28.360]  神按各樣的事情
[00:07:28.360 --> 00:07:31.400]  各按其時成為美好
[00:07:31.680 --> 00:07:35.240]  好像我們看到一幅編織的很美的圖畫
[00:07:35.240 --> 00:07:38.240]  但當你從後面去看的時候
[00:07:38.240 --> 00:07:39.680]  看到很多線頭
[00:07:39.680 --> 00:07:42.600]  看到很多中橫交錯的線條
[00:07:42.600 --> 00:07:44.920]  但你不知道是什麼意思
[00:07:44.920 --> 00:07:46.760]  只覺得一片混亂
[00:07:46.760 --> 00:07:49.160]  因為你看不到前面
[00:07:49.160 --> 00:07:52.280]  那幅很美很美的圖案畫
[00:07:52.280 --> 00:07:55.480]  有些時候我們的經歷也是這樣
[00:07:55.480 --> 00:07:56.560]  這個世界
[00:07:56.560 --> 00:07:57.560]  聖經說
[00:07:57.560 --> 00:08:00.160]  願是在神的掌權當中
[00:08:00.160 --> 00:08:02.160]  不是罪惡掌權
[00:08:02.160 --> 00:08:06.680]  人不能夠去破壞神的計劃
[00:08:06.680 --> 00:08:09.240]  而再看聖經第十四節
[00:08:09.240 --> 00:08:12.000]  第十四節說
[00:08:12.000 --> 00:08:14.360]  我知道神所作的一切
[00:08:14.360 --> 00:08:16.360]  都必永存
[00:08:16.360 --> 00:08:17.960]  神要成全的計劃
[00:08:17.960 --> 00:08:21.080]  無可增添無可減少
[00:08:21.080 --> 00:08:22.960]  一切按照他的計劃
[00:08:22.960 --> 00:08:24.680]  成全萬有
[00:08:24.680 --> 00:08:26.240]  在當中
[00:08:26.240 --> 00:08:29.080]  聖經清楚將一個很特別的
[00:08:29.080 --> 00:08:32.280]  超越我們所能夠完全理解的真理
[00:08:32.280 --> 00:08:33.280]  擺出來
[00:08:33.280 --> 00:08:36.480]  就是神掌管整個的天地
[00:08:36.480 --> 00:08:38.600]  我們再看
[00:08:38.600 --> 00:08:39.480]  在過程當中
[00:08:39.480 --> 00:08:40.040]  我們發現
[00:08:40.040 --> 00:08:42.560]  神容許人經歷很多的勞碌
[00:08:42.560 --> 00:08:44.200]  很多的煩惱
[00:08:44.200 --> 00:08:45.720]  大家看第九節
[00:08:45.720 --> 00:08:49.440]  作公的人在自己的勞碌上
[00:08:49.440 --> 00:08:51.440]  得著什麼益處呢?
[00:08:51.440 --> 00:08:54.280]  接著提及神給人有擔子
[00:08:54.280 --> 00:08:57.400]  要人在其中經歷煩惱
[00:08:58.480 --> 00:09:00.840]  有些問題好像周而復始
[00:09:00.840 --> 00:09:01.720]  不斷發生
[00:09:01.720 --> 00:09:04.320]  好像不太明白其中的意義
[00:09:04.320 --> 00:09:05.680]  在當中很煩惱
[00:09:05.680 --> 00:09:07.040]  不明白為什麼
[00:09:07.040 --> 00:09:08.520]  第十一節
[00:09:08.520 --> 00:09:11.400]  在第二句說話說
[00:09:11.400 --> 00:09:13.920]  他又把永恆的意識
[00:09:13.920 --> 00:09:15.920]  放在人的心裡
[00:09:15.920 --> 00:09:17.440]  雖然這樣
[00:09:17.440 --> 00:09:19.400]  人還是不能察覺神
[00:09:19.400 --> 00:09:22.240]  自始至終的作為
[00:09:22.240 --> 00:09:25.840]  神將永恆放在人的心裡
[00:09:25.840 --> 00:09:28.360]  因為我們是按照神的形象做的
[00:09:29.080 --> 00:09:31.800]  我們所見到的是短暫的事情
[00:09:31.800 --> 00:09:34.080]  我們看到片面的事情
[00:09:34.080 --> 00:09:36.440]  但內心有一種永恆的意識
[00:09:36.440 --> 00:09:39.800]  很想明白究竟最初的原因在哪裡
[00:09:39.800 --> 00:09:42.240]  最終的終局在哪裡
[00:09:42.240 --> 00:09:46.000]  內心有一種很大的渴求
[00:09:46.000 --> 00:09:47.720]  很想能夠明白
[00:09:47.720 --> 00:09:49.560]  究竟為什麼會這樣
[00:09:49.560 --> 00:09:52.200]  永恆的真理是怎樣的呢?
[00:09:52.200 --> 00:09:54.760]  但是神沒有讓人知道
[00:09:54.760 --> 00:09:56.240]  永恆的真理
[00:09:56.240 --> 00:09:57.880]  沒有讓人知道
[00:09:57.880 --> 00:10:00.480]  整個大的計劃是怎樣的
[00:10:00.480 --> 00:10:02.600]  你說為什麼會這樣?
[00:10:02.600 --> 00:10:04.480]  又將永恆放在我們心裡
[00:10:04.480 --> 00:10:07.320]  又不讓我們明白永恆的真理
[00:10:07.320 --> 00:10:10.680]  原因聖經在第十四節
[00:10:10.680 --> 00:10:13.080]  第十四節
[00:10:13.080 --> 00:10:14.960]  下半句這樣說
[00:10:14.960 --> 00:10:17.240]  神這樣作
[00:10:17.240 --> 00:10:20.360]  為要使人在他面前存
[00:10:20.360 --> 00:10:21.680]  什麼的心?
[00:10:21.680 --> 00:10:23.720]  敬畏的心
[00:10:23.720 --> 00:10:27.280]  神要讓人知道自己的有限
[00:10:27.920 --> 00:10:29.880]  讓人知道自己不是神
[00:10:29.880 --> 00:10:32.400]  不是我可以主宰自己人生
[00:10:32.400 --> 00:10:33.960]  十誡的第一誡
[00:10:33.960 --> 00:10:35.160]  大家一定會記得
[00:10:35.160 --> 00:10:36.960]  在我以外
[00:10:36.960 --> 00:10:39.080]  不可有別的神
[00:10:39.080 --> 00:10:40.960]  要清楚知道
[00:10:40.960 --> 00:10:43.120]  唯獨祂是上帝
[00:10:43.120 --> 00:10:45.080]  因此去信靠祂
[00:10:45.080 --> 00:10:46.280]  去敬畏祂
[00:10:46.280 --> 00:10:47.640]  去聽從祂
[00:10:47.640 --> 00:10:50.240]  人在敬畏上帝的過程中
[00:10:50.240 --> 00:10:52.200]  得到真正的祝福
[00:10:52.200 --> 00:10:54.680]  因為神很盼望
[00:10:54.680 --> 00:10:58.080]  人知道如何去敬畏上帝
[00:10:58.080 --> 00:11:00.240]  讓人在一些無助
[00:11:00.240 --> 00:11:04.880]  好像未能釐清未來的心境中
[00:11:04.880 --> 00:11:08.000]  知道智慧是從哪裡來的呢?
[00:11:08.000 --> 00:11:10.840]  是從敬畏神而來
[00:11:10.840 --> 00:11:12.360]  因此你記得
[00:11:12.360 --> 00:11:16.720]  敬畏神就是智慧的開端
[00:11:16.720 --> 00:11:19.280]  在當中你會發覺
[00:11:19.280 --> 00:11:22.200]  上帝很盼望我們能夠全心全意地
[00:11:22.200 --> 00:11:23.960]  去仰望祂
[00:11:23.960 --> 00:11:25.360]  去倚靠祂
[00:11:25.360 --> 00:11:27.520]  當我讀完這段經文時
[00:11:27.520 --> 00:11:29.160]  心裡有種很大的感動
[00:11:29.160 --> 00:11:31.240]  感動到
[00:11:31.240 --> 00:11:33.000]  一個人
[00:11:33.000 --> 00:11:36.120]  為何神要我們去親近上帝
[00:11:36.120 --> 00:11:37.960]  去親近上帝
[00:11:37.960 --> 00:11:40.200]  不是要尋找一些感情的滿足
[00:11:40.200 --> 00:11:41.960]  不單是有這種的滿足
[00:11:41.960 --> 00:11:44.760]  而是更能夠明白神的心意
[00:11:44.760 --> 00:11:45.960]  你貼近祂
[00:11:45.960 --> 00:11:47.880]  知道祂的旨意如何
[00:11:47.880 --> 00:11:49.360]  在生活上
[00:11:49.360 --> 00:11:50.360]  敬畏神
[00:11:50.360 --> 00:11:53.120]  按祂的意思來行事為人
[00:11:54.120 --> 00:11:55.760]  以至在生活上
[00:11:55.760 --> 00:11:58.640]  你可以得著神給你各樣的恩惠
[00:11:58.640 --> 00:12:01.800]  這些神常常勉勵我們的心
[00:12:01.800 --> 00:12:03.320]  要聽從祂
[00:12:03.320 --> 00:12:05.000]  尋求祂
[00:12:05.000 --> 00:12:08.120]  以至能夠得著祂要給我們的恩惠
[00:12:08.120 --> 00:12:10.720]  當人有敬畏神的心
[00:12:10.720 --> 00:12:12.440]  對各樣的事情
[00:12:12.440 --> 00:12:14.120]  會有不同的看法
[00:12:14.120 --> 00:12:15.920]  你再看完下面的經文
[00:12:15.920 --> 00:12:18.440]  在第十二節
[00:12:18.440 --> 00:12:19.600]  聖經就提
[00:12:19.600 --> 00:12:21.600]  「我曉得人生最好的事
[00:12:21.600 --> 00:12:23.200]  尋樂享福」
[00:12:23.200 --> 00:12:25.000]  如果你看回和合本
[00:12:25.000 --> 00:12:26.000]  第十二節
[00:12:26.000 --> 00:12:30.400]  「我知道世人莫強於終身喜樂行善」
[00:12:30.400 --> 00:12:32.200]  為何會喜樂呢?
[00:12:32.200 --> 00:12:35.720]  因為知道一切都在神的掌權中
[00:12:35.720 --> 00:12:39.120]  祂叫「各事各安其事」
[00:12:39.120 --> 00:12:40.480]  成為美好
[00:12:40.480 --> 00:12:42.200]  雖然我不太明白
[00:12:42.200 --> 00:12:45.280]  但知道有神的美好的旨意在背後
[00:12:45.280 --> 00:12:47.120]  因此在困難當中
[00:12:47.240 --> 00:12:49.680]  仍然靠主喜樂
[00:12:49.680 --> 00:12:52.400]  敬畏神的人
[00:12:52.400 --> 00:12:56.440]  他可以心裡有一種動力去行善
[00:12:56.440 --> 00:13:00.200]  知道這位上帝是掌管一切的
[00:13:00.200 --> 00:13:02.240]  因為敬畏祂
[00:13:02.240 --> 00:13:04.360]  就嘗試在日常生活當中
[00:13:04.360 --> 00:13:06.320]  把握著機會去行善
[00:13:06.320 --> 00:13:10.600]  行善是包括了道德性的一種行為
[00:13:10.600 --> 00:13:13.920]  為了能夠敬畏上帝
[00:13:13.920 --> 00:13:16.800]  因此心可以安穩在神的面前
[00:13:17.800 --> 00:13:19.040]  第三,你再看
[00:13:19.040 --> 00:13:20.360]  在第十三節
[00:13:20.360 --> 00:13:22.880]  「人人有吃有喝
[00:13:22.880 --> 00:13:25.920]  在自己一切勞碌中自得其樂」
[00:13:25.920 --> 00:13:28.160]  能夠帶著感謝的心
[00:13:28.160 --> 00:13:29.760]  來享受食物
[00:13:29.760 --> 00:13:31.480]  各位弟兄姊妹
[00:13:31.480 --> 00:13:34.720]  我們不需要去自討苦吃
[00:13:34.720 --> 00:13:37.520]  神是歡迎我們能夠去享受
[00:13:37.520 --> 00:13:40.400]  祂所賜給我們的生活和食物
[00:13:40.400 --> 00:13:41.680]  因為敬畏神
[00:13:41.680 --> 00:13:43.840]  明白將來在神的掌權當中
[00:13:43.840 --> 00:13:46.280]  所以可以安心地享受食物
[00:13:47.040 --> 00:13:48.840]  同時在工作當中
[00:13:48.840 --> 00:13:50.720]  沒錯有些時候勞碌
[00:13:50.720 --> 00:13:53.640]  但你嘗試去尋找一些
[00:13:53.640 --> 00:13:56.280]  能夠可以討神喜悅的工作
[00:13:56.280 --> 00:13:57.760]  在工作的時候
[00:13:57.760 --> 00:13:59.760]  帶著敬畏神的心去做
[00:13:59.760 --> 00:14:02.800]  因此在當中可以自得其樂
[00:14:02.800 --> 00:14:07.120]  可以作出有意義的工作
[00:14:07.120 --> 00:14:10.080]  當人敬畏神的時候
[00:14:10.080 --> 00:14:12.040]  他的心就體會到
[00:14:12.040 --> 00:14:13.600]  世上的日子
[00:14:13.600 --> 00:14:15.480]  雖然不太完全明白
[00:14:15.840 --> 00:14:18.840]  但仍然有其忠神給我們的恩賜
[00:14:18.840 --> 00:14:20.840]  在當中快樂的生活
[00:14:20.840 --> 00:14:22.880]  各位弟兄姊妹
[00:14:22.880 --> 00:14:24.360]  生命的價值
[00:14:24.360 --> 00:14:28.240]  是在於人知道敬畏神
[00:14:28.240 --> 00:14:31.240]  當你敬畏神的時候
[00:14:31.240 --> 00:14:33.120]  你會珍惜你的生命
[00:14:33.120 --> 00:14:35.840]  也會珍惜別人的生命
[00:14:35.840 --> 00:14:40.880]  你更加會知道去善用你的生命
[00:14:40.880 --> 00:14:44.560]  求神將一顆敬畏的心
[00:14:44.560 --> 00:14:45.800]  賜給你
[00:14:45.800 --> 00:14:47.020]  賜給我
[00:14:47.020 --> 00:14:49.020]  我們一起祈禱

