
[00:00:00.000 --> 00:00:04.480]  舊約裏面的土地神學是否一直被忽略呢?
[00:03:28.640 --> 00:03:32.760]  上帝呼召亞伯拉罕要離開他的本族、本家
[00:03:32.760 --> 00:03:35.760]  其實裏面亞伯拉罕
[00:03:36.160 --> 00:03:40.920]  其實上帝是呼召他離開他熟悉的地方
[00:03:40.920 --> 00:03:43.920]  進入一個未知的土地裏面
[00:03:43.920 --> 00:03:48.600]  所以這個土地一開始其實不是亞伯拉罕所擁有
[00:03:48.600 --> 00:03:50.320]  不是他的一個Possession
[00:03:50.320 --> 00:03:52.320]  而是一個英許
[00:03:52.320 --> 00:03:55.920]  就是因為他沒有擁有這個土地
[00:03:55.920 --> 00:03:58.920]  所以才被呼召去信任
[00:03:58.920 --> 00:04:03.520]  然後故事就帶到去曠野
[00:04:03.520 --> 00:04:07.320]  就說以色列人在曠野裏面甚麼資源都沒有
[00:04:07.320 --> 00:04:09.320]  每天都在吃瑪拿
[00:04:09.320 --> 00:04:12.520]  伯格曼就覺得這個經驗其實是
[00:04:12.520 --> 00:04:15.920]  教導著以色列人一個很重要的事
[00:04:15.920 --> 00:04:21.920]  甚麼事呢?就是生命不是靠可以控制
[00:04:21.920 --> 00:04:23.920]  不是靠可以累積
[00:04:23.920 --> 00:04:25.920]  而是靠因典
[00:04:25.920 --> 00:04:26.920]  就好像瑪拿一樣
[00:04:26.920 --> 00:04:28.920]  瑪拿是不能團積的
[00:04:28.920 --> 00:04:31.920]  只可以領受每一天去拿
[00:04:31.920 --> 00:04:37.920]  所以這個和現代社會是一個很不同的生活方式
[00:04:37.920 --> 00:04:41.920]  之後故事就說到約旦河
[00:04:41.920 --> 00:04:43.920]  去到約旦河邊界的時候
[00:04:43.920 --> 00:04:45.920]  以色列人又再次被提醒
[00:04:45.920 --> 00:04:51.920]  進入這個土地就不只是一個祝福這麼簡單
[00:04:51.920 --> 00:04:52.920]  也有份責任
[00:04:52.920 --> 00:04:54.920]  土地是因典
[00:04:54.920 --> 00:04:58.920]  但同時也會有一個Temptation
[00:04:58.920 --> 00:05:02.920]  就是很容易被引誘
[00:05:02.920 --> 00:05:08.920]  很多時候人進入這個土地就會忘記了那份恩典
[00:05:08.920 --> 00:05:13.920]  以為所有這一切都是靠自己去努力得來
[00:05:13.920 --> 00:05:16.920]  所以在這塊土地裏面
[00:05:16.920 --> 00:05:18.920]  以色列人就要守律法
[00:05:18.920 --> 00:05:19.920]  要守安息日
[00:05:19.920 --> 00:05:20.920]  要照顧弟兄姊妹
[00:05:20.920 --> 00:05:22.920]  要照顧弱小
[00:05:22.920 --> 00:05:24.920]  如果不是的話
[00:05:24.920 --> 00:05:27.920]  土地就很容易被扭曲成一個壓迫的工具
[00:05:28.920 --> 00:05:34.920]  之後Bergman就帶領我們去到第二段的故事裏面
[00:05:34.920 --> 00:05:38.920]  就是說以色列怎樣由本來在管理這個大地
[00:05:38.920 --> 00:05:40.920]  慢慢走到去秘魯
[00:05:40.920 --> 00:05:42.920]  XR的階段裏面
[00:05:42.920 --> 00:05:46.920]  就是在說以色列人真正擁有了這片土地之後
[00:05:46.920 --> 00:05:48.920]  反而問題是越來越嚴重
[00:05:48.920 --> 00:05:49.920]  為什麼呢?
[00:05:49.920 --> 00:05:53.920]  就是原本的君王制度是為了管理這片土地
[00:05:53.920 --> 00:05:59.920]  但是慢慢變成了一個自我保障的系統
[00:05:59.920 --> 00:06:04.920]  以色列王慢慢依賴了軍事的力量
[00:06:04.920 --> 00:06:05.920]  依賴財富
[00:06:05.920 --> 00:06:06.920]  依賴權力
[00:06:06.920 --> 00:06:10.920]  以為這樣就可以消除那些不確定性
[00:06:10.920 --> 00:06:13.920]  以為這樣就會越來越安全
[00:06:13.920 --> 00:06:16.920]  Bergman其實想說
[00:06:16.920 --> 00:06:21.920]  正正是因為這種對安全的迷思
[00:06:21.920 --> 00:06:26.920]  就會把人變成了資源
[00:06:26.920 --> 00:06:30.920]  然後把土地變成了商品
[00:06:30.920 --> 00:06:35.920]  Bergman特別指出在《獵王記》上有一章
[00:06:35.920 --> 00:06:40.920]  在阿哈和拿伯的葡萄園故事裏面去分析
[00:06:40.920 --> 00:06:43.920]  他就說對拿伯來說
[00:06:43.920 --> 00:06:45.920]  土地是一個heritage
[00:06:45.920 --> 00:06:46.920]  是他的產業
[00:06:46.920 --> 00:06:49.920]  是神所託付給他的
[00:06:49.920 --> 00:06:51.920]  但是對阿哈來說
[00:06:51.920 --> 00:06:55.920]  土地其實只不過是一個可以交易的東西
[00:06:55.920 --> 00:06:57.920]  是一些可以交易的資產
[00:06:57.920 --> 00:07:02.920]  他們對於土地的理解其實是完全南轅北轍的
[00:07:02.920 --> 00:07:09.920]  而這個差異最終當然變成了以暴力去解決
[00:07:09.920 --> 00:07:17.920]  所以在聖經裏面我們見到先知一而再再而三的警告
[00:07:17.920 --> 00:07:21.920]  當土地不再被視為恩典的時候
[00:07:21.920 --> 00:07:26.920]  而是被視為可以操控的對象的時候
[00:07:26.920 --> 00:07:31.920]  亡國和秘魯就指日可待
[00:07:31.920 --> 00:07:34.920]  Bergman就帶我們進入第三段的故事裏面
[00:07:34.920 --> 00:07:38.920]  就是在秘魯的狀況下
[00:07:38.920 --> 00:07:40.920]  很有趣的是
[00:07:40.920 --> 00:07:45.920]  Bergman說秘魯其實不是故事的終點
[00:07:45.920 --> 00:07:48.920]  反而失去了土地
[00:07:48.920 --> 00:07:52.920]  是開啟了新的英許
[00:07:52.920 --> 00:07:55.920]  他引用到先知耶利米
[00:07:55.920 --> 00:08:00.920]  他說失去這個土地其實不是意外
[00:08:00.920 --> 00:08:07.920]  而是上帝正在拆毀我們一些很錯誤的安全感
[00:08:07.920 --> 00:08:11.920]  而這個邏輯其實去到新約都是繼續延續下去
[00:08:11.920 --> 00:08:14.920]  就好像耶穌說到天國
[00:08:14.920 --> 00:08:17.920]  是在說柔和和謙卑
[00:08:17.920 --> 00:08:20.920]  在登山裏面的八福裏面說到
[00:08:20.920 --> 00:08:26.920]  溫柔的人是承受地圖
[00:08:26.920 --> 00:08:35.920]  所以意思不是要叫我們很軟弱
[00:08:35.920 --> 00:08:43.920]  而是我們不要將它變成一種控制
[00:08:43.920 --> 00:08:49.920]  以為我們可以這樣控制才可以來換取安全感
[00:08:49.920 --> 00:08:52.920]  這是一個很弔詭性的真理
[00:08:52.920 --> 00:08:55.920]  是在說當我們越放手
[00:08:55.920 --> 00:08:58.920]  其實反而是越得著
[00:08:58.920 --> 00:09:01.920]  我們看了這麼多,聽了這麼多
[00:09:01.920 --> 00:09:05.920]  可能都會問其實和我們有什麼關係呢
[00:09:05.920 --> 00:09:07.920]  其實在整本書裏面
[00:09:07.920 --> 00:09:12.920]  Bergman是在挑戰我們對生活的態度
[00:09:12.920 --> 00:09:14.920]  究竟我們日常生活裏面
[00:09:14.920 --> 00:09:17.920]  會不會都是用一種很想控制
[00:09:17.920 --> 00:09:20.920]  很想操控的方式去生活呢?
[00:09:20.920 --> 00:09:23.920]  例如我們就算不說土地
[00:09:23.920 --> 00:09:27.920]  我們會不會對於小時候的成績
[00:09:27.920 --> 00:09:29.920]  慢慢對於前途
[00:09:29.920 --> 00:09:31.920]  或者對於一些關係
[00:09:31.920 --> 00:09:34.920]  我們都很想去控制它呢?
[00:09:34.920 --> 00:09:37.920]  就好像在這本書裏面說到
[00:09:37.920 --> 00:09:44.920]  我們是否當它們是一個必須要控制的土地呢?
[00:09:44.920 --> 00:09:49.920]  而正正就是當我們明白到
[00:09:49.920 --> 00:09:55.920]  真正的安全、真正的歸宿不是去控制
[00:09:55.920 --> 00:10:01.920]  而是我們去明白到原來我們是被零售的
[00:10:01.920 --> 00:10:03.920]  這份是一個因點來的
[00:10:03.920 --> 00:10:06.920]  土地是一份因點來的
[00:10:07.920 --> 00:10:10.920]  而不是來自我們可以完全控制
[00:10:10.920 --> 00:10:13.920]  不是來自我們可以完全掌控一切
[00:10:13.920 --> 00:10:19.920]  明白到原來是對上帝的一份信任和關係的話
[00:10:19.920 --> 00:10:24.920]  那麼我們的生活態度會不會有所轉變呢?
[00:10:24.920 --> 00:10:27.920]  所以去到最後如果要用一句話去總結
[00:10:27.920 --> 00:10:32.920]  Bergman其實是不斷重複告訴我們一件事
[00:10:32.920 --> 00:10:35.920]  當我們捉得越緊的時候
[00:10:35.920 --> 00:10:38.920]  其實反而是越容易失去
[00:10:38.920 --> 00:10:40.920]  而當我們真的去到
[00:10:40.920 --> 00:10:44.920]  看到原來所有的東西都是上帝的因點的時候
[00:10:44.920 --> 00:10:49.920]  我們才會真正得著這份土地、這具家
[00:10:49.920 --> 00:10:53.920]  今日我們的分享就來到這裏
[00:10:53.920 --> 00:10:56.920]  多謝大家,我們下次再見
[00:10:56.920 --> 00:10:59.920]  (字幕由 Amara.org 社群提供)

