
[00:00:00.000 --> 00:00:06.000]  我非常地感謝主在這一次機會能夠到Edmonton來
[00:07:00.500 --> 00:07:03.500]  所以那一個死亡是一個極大的死亡
[00:07:03.500 --> 00:07:05.500]  一個死亡是一個極大的死亡
[00:07:05.500 --> 00:07:07.500]  一個極可怕的死亡
[00:07:07.500 --> 00:07:09.500]  一個極可怕的死亡
[00:07:09.500 --> 00:07:11.500]  一個永遠的死亡
[00:07:11.500 --> 00:07:12.500]  一個永遠的死亡
[00:07:12.500 --> 00:07:16.500]  而這位救主把我們從這個死亡裡救出來
[00:07:16.500 --> 00:07:19.500]  這個救主把我們從這個死亡裡救出來
[00:07:19.500 --> 00:07:21.500]  我們一信主的時候
[00:07:21.500 --> 00:07:22.500]  我們一信主的時候
[00:07:22.500 --> 00:07:23.500]  就得救了
[00:07:23.500 --> 00:07:24.500]  我們就得救了
[00:07:24.500 --> 00:07:25.500]  感謝主
[00:07:25.500 --> 00:07:28.500]  我們得救是本乎恩
[00:07:28.500 --> 00:07:29.500]  我們得救是本乎恩
[00:07:29.500 --> 00:07:31.500]  也是因著信
[00:07:31.500 --> 00:07:33.500]  也是因著信
[00:07:33.500 --> 00:07:35.500]  不是我們自己的行為
[00:07:35.500 --> 00:07:36.500]  不是我們自己的行為
[00:07:36.500 --> 00:07:37.500]  那是恩典
[00:07:37.500 --> 00:07:38.500]  那是恩典
[00:07:38.500 --> 00:07:39.500]  在神的方面是恩典
[00:07:39.500 --> 00:07:41.500]  在神的方面是恩典
[00:07:41.500 --> 00:07:43.500]  在我們這方面是信心
[00:07:43.500 --> 00:07:44.500]  在我們這方面是信心
[00:07:44.500 --> 00:07:46.500]  我們用信心接受神的救恩
[00:07:46.500 --> 00:07:48.500]  我們用信心接受神的救恩
[00:07:48.500 --> 00:07:50.500]  我們立刻得救
[00:07:50.500 --> 00:07:52.500]  我們立刻得救
[00:07:52.500 --> 00:07:55.500]  以真心相信立刻得救
[00:07:55.500 --> 00:07:57.500]  以真心相信立刻得救
[00:07:57.500 --> 00:07:59.500]  從死亡裡出來
[00:07:59.500 --> 00:08:00.500]  從死亡裡出來
[00:08:00.500 --> 00:08:01.500]  進入生命
[00:08:01.500 --> 00:08:02.500]  進入生命
[00:08:02.500 --> 00:08:04.500]  出死入生
[00:08:04.500 --> 00:08:05.500]  出死入生
[00:08:05.500 --> 00:08:06.500]  感謝天父
[00:08:06.500 --> 00:08:07.500]  感謝天父
[00:08:07.500 --> 00:08:08.500]  為我們預備了這位救主
[00:08:08.500 --> 00:08:10.500]  為我們預備了這位救主
[00:08:10.500 --> 00:08:15.500]  祂過去把我們從極大的死亡裡救出來
[00:08:15.500 --> 00:08:17.500]  祂過去把我們從極大的死亡裡救出來
[00:08:17.500 --> 00:08:19.500]  在座的各位
[00:08:19.500 --> 00:08:20.500]  在座的各位
[00:08:20.500 --> 00:08:22.500]  如果你已經信了主
[00:08:22.500 --> 00:08:23.500]  如果你已經信了主
[00:08:23.500 --> 00:08:25.500]  你很了解這句話的意思
[00:08:25.500 --> 00:08:26.500]  你很了解這句話的意思
[00:08:26.500 --> 00:08:29.500]  這是一個極大的救恩
[00:08:29.500 --> 00:08:30.500]  這是一個極大的救恩
[00:08:30.500 --> 00:08:34.500]  因為把我們從極大的死亡裡救出來
[00:08:34.500 --> 00:08:37.500]  因為把我們從極大的死亡裡救出來
[00:08:37.500 --> 00:08:38.500]  第二
[00:08:38.500 --> 00:08:39.500]  第一
[00:08:39.500 --> 00:08:40.500]  現在是
[00:08:40.500 --> 00:08:41.500]  現在是
[00:08:41.500 --> 00:08:45.500]  現在仍要救我們
[00:08:45.500 --> 00:08:46.500]  現在仍要救我們
[00:08:46.500 --> 00:08:48.500]  這個救是什麼意義
[00:08:48.500 --> 00:08:50.500]  這個救又是什麼意義
[00:08:50.500 --> 00:08:53.500]  是救我們脫離罪的詮釋
[00:08:53.500 --> 00:08:55.500]  是救我們脫離罪孽的詮釋
[00:08:55.500 --> 00:08:56.500]  第一個階段
[00:08:56.500 --> 00:08:57.500]  第一個階段
[00:08:57.500 --> 00:09:00.500]  救我們脫離罪的刑罰
[00:09:00.500 --> 00:09:02.500]  第一個階段救我們脫離罪的刑罰
[00:09:02.500 --> 00:09:04.500]  就是極大的死亡
[00:09:04.500 --> 00:09:05.500]  就是極大的死亡
[00:09:05.500 --> 00:09:06.500]  第二個階段
[00:09:06.500 --> 00:09:07.500]  第二個階段
[00:09:07.500 --> 00:09:08.500]  現在
[00:09:08.500 --> 00:09:12.500]  救我們脫離罪的詮釋
[00:09:12.500 --> 00:09:16.500]  我們不再被罪控制
[00:09:16.500 --> 00:09:19.500]  不再被罪捆綁
[00:09:19.500 --> 00:09:22.500]  不再做他的奴隸
[00:09:22.500 --> 00:09:25.500]  我們被釋放出來
[00:09:25.500 --> 00:09:26.500]  現在
[00:09:26.500 --> 00:09:28.500]  在我們的生活中
[00:09:28.500 --> 00:09:31.500]  在我們每天的生活中
[00:09:31.500 --> 00:09:33.500]  在我們的思想中
[00:09:33.500 --> 00:09:34.500]  在我們的言語中
[00:09:34.500 --> 00:09:36.500]  在我們的行動中
[00:09:36.500 --> 00:09:39.500]  在我們的態度中
[00:09:39.500 --> 00:09:44.500]  我們脫離了罪的捆綁
[00:09:44.500 --> 00:09:51.500]  我們生活在一個勝過罪的情況中
[00:09:51.500 --> 00:09:53.500]  這是現在
[00:09:53.500 --> 00:09:54.500]  的得救
[00:09:54.500 --> 00:09:56.500]  過去的得救
[00:09:56.500 --> 00:09:58.500]  不受罪的刑罰
[00:09:58.500 --> 00:10:00.500]  出死入生了
[00:10:00.500 --> 00:10:02.500]  現在的救
[00:10:02.500 --> 00:10:06.500]  脫離了罪惡的詮釋
[00:10:06.500 --> 00:10:10.500]  在我們的詩本裡頭
[00:10:10.500 --> 00:10:13.500]  一百九十首
[00:10:13.500 --> 00:10:15.500]  請大家翻到那裡
[00:10:15.500 --> 00:10:16.500]  一百九十首
[00:10:16.500 --> 00:10:18.500]  生命盛世
[00:10:18.500 --> 00:10:21.500]  他們不是用生命盛世的詩
[00:10:21.500 --> 00:10:24.500]  那我要介紹你們用了
[00:10:24.500 --> 00:10:25.500]  我以為你們用了
[00:10:25.500 --> 00:10:26.500]  不要緊
[00:10:26.500 --> 00:10:28.500]  這個是萬古盆石
[00:10:28.500 --> 00:10:30.500]  你們在這首詩找到嗎
[00:10:30.500 --> 00:10:32.500]  萬古盆石
[00:10:32.500 --> 00:10:34.500]  我們這本詩裡面有沒有萬古盆石呢
[00:10:34.500 --> 00:10:35.500]  九十一首
[00:10:35.500 --> 00:10:36.500]  九十一首
[00:10:36.500 --> 00:10:41.500]  第一節
[00:10:41.500 --> 00:10:43.500]  九十一首第一節
[00:10:43.500 --> 00:10:44.500]  第二行
[00:10:44.500 --> 00:10:45.500]  第二行
[00:10:45.500 --> 00:10:46.500]  請大家一起讀
[00:10:46.500 --> 00:10:48.500]  請大家一起讀
[00:10:48.500 --> 00:10:49.500]  第一節第一行
[00:10:49.500 --> 00:10:52.500]  願你所流血如水
[00:10:52.500 --> 00:10:55.500]  解決我的眾罪業
[00:10:55.500 --> 00:10:56.500]  第三行
[00:10:56.500 --> 00:10:59.500]  恕我免去罪永盈
[00:10:59.500 --> 00:11:02.500]  救我脫離罪權能
[00:11:02.500 --> 00:11:06.500]  你看在第三行提到了兩件事
[00:11:06.500 --> 00:11:08.500]  我看到第三行提到兩件事
[00:11:08.500 --> 00:11:09.500]  第一
[00:11:09.500 --> 00:11:12.500]  免去了罪的永刑
[00:11:12.500 --> 00:11:14.500]  免去了罪的永盈
[00:11:14.500 --> 00:11:15.500]  第二
[00:11:15.500 --> 00:11:18.500]  脫離了罪的權能
[00:11:18.500 --> 00:11:19.500]  脫離了罪的權能
[00:11:19.500 --> 00:11:21.500]  也就是罪的詮釋
[00:11:21.500 --> 00:11:23.500]  也就是罪的權勢
[00:11:23.500 --> 00:11:25.500]  合在一起就是完全的救恩
[00:11:25.500 --> 00:11:27.500]  合在一起就是一個完全的救恩
[00:11:27.500 --> 00:11:29.500]  不能脫離了罪的刑罰
[00:11:29.500 --> 00:11:31.500]  不單脫離了罪的刑罰
[00:11:31.500 --> 00:11:33.500]  也脫離了罪的作用
[00:11:33.500 --> 00:11:34.500]  脫離了罪的作用
[00:11:34.500 --> 00:11:36.500]  脫離了罪的權勢
[00:11:36.500 --> 00:11:37.500]  脫離了罪的權勢
[00:11:37.500 --> 00:11:39.500]  脫離了罪的捆綁
[00:11:39.500 --> 00:11:40.500]  脫離了罪的捆綁
[00:11:40.500 --> 00:11:42.500]  我們的主在十字架上
[00:11:42.500 --> 00:11:43.500]  我們住在十字架上面
[00:11:43.500 --> 00:11:47.500]  祂的肋旁被槍刺傷
[00:11:47.500 --> 00:11:48.500]  流出血
[00:11:48.500 --> 00:11:49.500]  流出血
[00:11:49.500 --> 00:11:50.500]  流出水
[00:11:50.500 --> 00:11:52.500]  雙重的拯救
[00:11:52.500 --> 00:11:53.500]  雙重的拯救
[00:11:53.500 --> 00:11:54.500]  雙重的解禁
[00:11:54.500 --> 00:11:55.500]  雙重的解決
[00:11:55.500 --> 00:11:57.500]  救我們脫離罪的容形
[00:11:57.500 --> 00:11:59.500]  救我們脫離罪的刑罰
[00:11:59.500 --> 00:12:02.500]  也脫離了罪的權勢
[00:12:02.500 --> 00:12:03.500]  也脫離罪的權勢
[00:12:03.500 --> 00:12:07.500]  這就是過去和現在所成就的
[00:12:07.500 --> 00:12:12.500]  這就是過去和現在所成就的
[00:12:12.500 --> 00:12:14.500]  第三個階段
[00:12:14.500 --> 00:12:15.500]  第三個階段
[00:12:15.500 --> 00:12:16.500]  我們再回到靈後
[00:12:16.500 --> 00:12:17.500]  第一章第十節
[00:12:17.500 --> 00:12:21.500]  我們再回到靈後第一章第十節
[00:12:21.500 --> 00:12:22.500]  不聊一句
[00:12:22.500 --> 00:12:23.500]  最後一句
[00:12:23.500 --> 00:12:30.500]  並且我們指望祂將來還要救我們
[00:12:30.500 --> 00:12:32.500]  不論是過去和現在
[00:12:32.500 --> 00:12:34.500]  不單只是過去和現在
[00:12:34.500 --> 00:12:35.500]  也是將來
[00:12:35.500 --> 00:12:37.500]  將來救我們
[00:12:37.500 --> 00:12:38.500]  怎麼救我們呢
[00:12:38.500 --> 00:12:39.500]  將來救我們
[00:12:39.500 --> 00:12:40.500]  怎樣救我們呢
[00:12:40.500 --> 00:12:42.500]  請大家看一看聖經
[00:12:42.500 --> 00:12:45.500]  羅馬書第八章
[00:12:45.500 --> 00:12:47.500]  三十一節
[00:12:47.500 --> 00:12:50.500]  非常重要的一節
[00:12:50.500 --> 00:12:52.500]  非常寶貴的一節
[00:12:52.500 --> 00:12:54.500]  非常寶貴的一節聖經
[00:12:54.500 --> 00:12:56.500]  羅馬書第八章
[00:12:56.500 --> 00:12:57.500]  羅馬書八章
[00:12:57.500 --> 00:12:58.500]  第二十三節
[00:12:58.500 --> 00:13:01.500]  第二十三節
[00:13:01.500 --> 00:13:03.500]  我們再一起讀
[00:13:03.500 --> 00:13:05.500]  羅馬書第八章二十三節
[00:13:05.500 --> 00:13:07.500]  不但如此
[00:13:07.500 --> 00:13:11.500]  就是我們只有聖靈初結果之的
[00:13:11.500 --> 00:13:13.500]  也是自己心裡嘆息
[00:13:13.500 --> 00:13:16.500]  等候得著如此的名分
[00:13:16.500 --> 00:13:19.500]  乃是我們的身體得屬
[00:13:19.500 --> 00:13:21.500]  我們的身體得屬
[00:13:21.500 --> 00:13:23.500]  我們的身體得屬
[00:13:23.500 --> 00:13:25.500]  那就是救恩的完成
[00:13:25.500 --> 00:13:27.500]  那就是救恩的完全
[00:13:27.500 --> 00:13:30.500]  今天我們的肉體敗壞
[00:13:30.500 --> 00:13:32.500]  今天我們的肉體是敗壞的
[00:13:32.500 --> 00:13:33.500]  還有罪性在裡頭
[00:13:33.500 --> 00:13:35.500]  還有罪性在裡頭
[00:13:35.500 --> 00:13:38.500]  就好像這個玫瑰花
[00:13:38.500 --> 00:13:40.500]  就好像這個玫瑰花
[00:13:40.500 --> 00:13:42.500]  有的玫瑰花是從荊棘
[00:13:42.500 --> 00:13:45.500]  用解枝的方法變成的
[00:13:45.500 --> 00:13:46.500]  有的玫瑰花是從荊棘
[00:13:46.500 --> 00:13:48.500]  用接枝的方法變成的
[00:13:48.500 --> 00:13:49.500]  原來是荊棘
[00:13:49.500 --> 00:13:50.500]  原來是荊棘
[00:13:50.500 --> 00:13:54.500]  但是花王把荊棘上面的枝子剪掉
[00:13:54.500 --> 00:13:57.500]  但是花王把荊棘上面的枝子剪掉
[00:13:57.500 --> 00:13:59.500]  然後把玫瑰的枝子
[00:13:59.500 --> 00:14:02.500]  用解枝的方法解上去
[00:14:02.500 --> 00:14:03.500]  然後用玫瑰的枝子
[00:14:03.500 --> 00:14:05.500]  用接枝的方法接上去
[00:14:05.500 --> 00:14:06.500]  以後就開玫瑰花了
[00:14:06.500 --> 00:14:07.500]  以後就開了玫瑰花了
[00:14:07.500 --> 00:14:09.500]  但是花王告訴我們
[00:14:09.500 --> 00:14:11.500]  但是花王告訴我們
[00:14:11.500 --> 00:14:14.500]  下面的枝子要常常修剪
[00:14:14.500 --> 00:14:17.500]  下面的枝子要時時修剪
[00:14:17.500 --> 00:14:18.500]  如果不修剪
[00:14:18.500 --> 00:14:19.500]  如果不修剪的話
[00:14:19.500 --> 00:14:22.500]  荊棘的原來的特性又出現了
[00:14:22.500 --> 00:14:24.500]  荊棘的原來的特性又出現了
[00:14:24.500 --> 00:14:26.500]  玫瑰花開不成了
[00:14:26.500 --> 00:14:27.500]  玫瑰花開不成了
[00:14:27.500 --> 00:14:29.500]  要修剪下面
[00:14:29.500 --> 00:14:30.500]  要修剪下面
[00:14:30.500 --> 00:14:31.500]  為什麼呢
[00:14:31.500 --> 00:14:34.500]  荊棘的本性還存在
[00:14:34.500 --> 00:14:36.500]  荊棘的本性仍然存在
[00:14:36.500 --> 00:14:38.500]  沒有完全消滅
[00:14:38.500 --> 00:14:39.500]  沒有完全消滅
[00:14:39.500 --> 00:14:40.500]  還存在
[00:14:40.500 --> 00:14:41.500]  還存在
[00:14:41.500 --> 00:14:42.500]  所以要常常對付它
[00:14:42.500 --> 00:14:44.500]  所以要時時修剪它
[00:14:44.500 --> 00:14:46.500]  今天我們就是這樣
[00:14:46.500 --> 00:14:47.500]  今天我們就是這樣
[00:14:47.500 --> 00:14:48.500]  我們重生得救
[00:14:48.500 --> 00:14:49.500]  我們重生得救
[00:14:49.500 --> 00:14:51.500]  但是在我們的肉體裡頭
[00:14:51.500 --> 00:14:52.500]  但是在我們的肉體裡頭
[00:14:52.500 --> 00:14:57.500]  還有墮落的最性的餘留部分
[00:14:57.500 --> 00:15:00.500]  還有墮落的最性的餘留部分
[00:15:00.500 --> 00:15:02.500]  它常常要享其作用
[00:15:02.500 --> 00:15:04.500]  它常常要享其作用
[00:15:04.500 --> 00:15:06.500]  我們的靈修是什麼意思
[00:15:06.500 --> 00:15:07.500]  我們的靈修是什麼意思
[00:15:07.500 --> 00:15:09.500]  我們的追求是什麼意思
[00:15:09.500 --> 00:15:10.500]  我們的追求是什麼意思
[00:15:10.500 --> 00:15:12.500]  就是靠著聖靈
[00:15:12.500 --> 00:15:13.500]  就是靠著聖靈
[00:15:13.500 --> 00:15:15.500]  來勝過那個最性的作用
[00:15:15.500 --> 00:15:16.500]  來勝過那個最性的作用
[00:15:16.500 --> 00:15:18.500]  不讓它發作出來
[00:15:18.500 --> 00:15:19.500]  不讓它發作出來
[00:15:19.500 --> 00:15:20.500]  要勝過它
[00:15:20.500 --> 00:15:21.500]  要制服它
[00:15:21.500 --> 00:15:22.500]  要勝過它
[00:15:22.500 --> 00:15:23.500]  要制服它
[00:15:23.500 --> 00:15:25.500]  今天我們是這樣
[00:15:25.500 --> 00:15:26.500]  今天我們是這樣
[00:15:26.500 --> 00:15:28.500]  一個很聖潔的基督徒
[00:15:28.500 --> 00:15:29.500]  一個很聖潔的基督徒
[00:15:29.500 --> 00:15:31.500]  如果他失去了警醒
[00:15:31.500 --> 00:15:33.500]  如果他失去了警醒
[00:15:33.500 --> 00:15:35.500]  如果他沒有密切的交通
[00:15:35.500 --> 00:15:37.500]  如果他沒有密切的交通
[00:15:37.500 --> 00:15:38.500]  他還可能跌倒
[00:15:38.500 --> 00:15:39.500]  他還可能跌倒
[00:15:39.500 --> 00:15:40.500]  他還可能跌倒
[00:15:40.500 --> 00:15:41.500]  他還可能跌倒
[00:15:41.500 --> 00:15:44.500]  這是一個很正確的信息
[00:15:44.500 --> 00:15:46.500]  這是一個很正確的信息
[00:15:46.500 --> 00:15:48.500]  每一個基督徒
[00:15:48.500 --> 00:15:50.500]  了解了這個真理以後
[00:15:50.500 --> 00:15:51.500]  了解了這個真理以後
[00:15:51.500 --> 00:15:52.500]  他會很小心
[00:15:52.500 --> 00:15:53.500]  他會很小心
[00:15:53.500 --> 00:15:54.500]  他會依靠著
[00:15:54.500 --> 00:15:55.500]  他會依靠著
[00:15:55.500 --> 00:15:57.500]  他會謹守警醒
[00:15:57.500 --> 00:15:58.500]  他會謹守警醒
[00:15:58.500 --> 00:16:00.500]  但是將來有一天
[00:16:00.500 --> 00:16:01.500]  但是將來有一天
[00:16:01.500 --> 00:16:02.500]  我們主宰來的時候
[00:16:02.500 --> 00:16:03.500]  我們主宰來的時候
[00:16:03.500 --> 00:16:04.500]  我們被提
[00:16:04.500 --> 00:16:05.500]  我們被提
[00:16:05.500 --> 00:16:06.500]  和祂同在
[00:16:06.500 --> 00:16:07.500]  和祂同在
[00:16:07.500 --> 00:16:08.500]  我們的身體改變
[00:16:08.500 --> 00:16:09.500]  我們的身體會改變
[00:16:09.500 --> 00:16:10.500]  這個屬肉體的身體
[00:16:10.500 --> 00:16:11.500]  這個屬肉體的身體
[00:16:11.500 --> 00:16:12.500]  改變成為屬靈的身體
[00:16:12.500 --> 00:16:13.500]  改變成為屬靈的身體
[00:16:13.500 --> 00:16:14.500]  改變成為屬靈的身體
[00:16:14.500 --> 00:16:15.500]  變成了復活的身體
[00:16:15.500 --> 00:16:16.500]  變成了復活的身體
[00:16:16.500 --> 00:16:17.500]  和主一樣
[00:16:17.500 --> 00:16:18.500]  和主一樣
[00:16:18.500 --> 00:16:19.500]  在哪裡這樣告訴我們
[00:16:19.500 --> 00:16:20.500]  在哪裡這樣告訴我們
[00:16:20.500 --> 00:16:21.500]  就在那裡告訴我們
[00:16:21.500 --> 00:16:22.500]  就在那裡
[00:16:22.500 --> 00:16:23.500]  在哪裡這樣告訴我們
[00:16:23.500 --> 00:16:24.500]  就在那裡
[00:16:24.500 --> 00:16:25.500]  在哪裡告訴我們
[00:16:25.500 --> 00:16:26.500]  我們大家看到菲律賓書
[00:16:26.500 --> 00:16:27.500]  我們大家看到菲律賓書
[00:16:27.500 --> 00:16:28.500]  我看看菲律賓書
[00:16:28.500 --> 00:16:29.500]  我看看菲律賓書
[00:16:29.500 --> 00:16:30.500]  第三章
[00:16:30.500 --> 00:16:31.500]  第三章
[00:16:31.500 --> 00:16:32.500]  第三章
[00:16:32.500 --> 00:16:33.500]  二十一節
[00:16:33.500 --> 00:16:34.500]  二十一節
[00:16:34.500 --> 00:16:35.500]  菲律賓書第三章二十二十一節
[00:16:35.500 --> 00:16:36.500]  菲律賓書第三章二十二十一節
[00:16:36.500 --> 00:16:37.500]  找到以後請大家一起讀
[00:16:37.500 --> 00:16:41.500]  找到以後請大家一起讀
[00:16:41.500 --> 00:16:43.500]  菲律賓書第三章二十二十一節
[00:16:43.500 --> 00:16:47.500]  我們卻是天上的國民
[00:16:47.500 --> 00:16:49.500]  並且等候救主
[00:16:49.500 --> 00:16:53.500]  就是耶穌基督從天降臨
[00:16:53.500 --> 00:16:56.500]  祂要按著那能叫萬有
[00:16:56.500 --> 00:16:58.500]  恢復自己的大能
[00:16:58.500 --> 00:17:02.500]  將我們這卑賤的身體改變形狀
[00:17:02.500 --> 00:17:05.500]  和祂自己榮耀的身體相似
[00:17:05.500 --> 00:17:08.500]  這是我們榮耀的盼望
[00:17:08.500 --> 00:17:09.500]  主要在來
[00:17:09.500 --> 00:17:10.500]  主要在來
[00:17:10.500 --> 00:17:11.500]  在來的時候做什麼
[00:17:11.500 --> 00:17:12.500]  在來的時候做什麼
[00:17:12.500 --> 00:17:13.500]  要改變我們
[00:17:13.500 --> 00:17:14.500]  要改變我們
[00:17:14.500 --> 00:17:15.500]  改變我們的什麼
[00:17:15.500 --> 00:17:16.500]  改變我們的什麼
[00:17:16.500 --> 00:17:17.500]  我們這個身體改變
[00:17:17.500 --> 00:17:18.500]  將我們的身體改變
[00:17:18.500 --> 00:17:19.500]  原來是肉體
[00:17:19.500 --> 00:17:20.500]  原來是肉體
[00:17:20.500 --> 00:17:24.500]  有罪的遺傳在裡面
[00:17:24.500 --> 00:17:25.500]  但是那個時候
[00:17:25.500 --> 00:17:28.500]  我們變成屬靈的身體
