
[00:00:00.000 --> 00:00:05.380]  這一次我有傳講的訊息是要我講的
[00:02:57.880 --> 00:03:00.880]  撒瑪利亞直到地極
[00:03:00.880 --> 00:03:03.880]  做我的見證
[00:03:03.880 --> 00:03:06.880]  直到地極
[00:03:06.880 --> 00:03:07.880]  土神
[00:03:07.880 --> 00:03:09.880]  全球
[00:03:09.880 --> 00:03:11.880]  所有人類
[00:03:11.880 --> 00:03:15.880]  都可以得到神的引導
[00:03:15.880 --> 00:03:18.880]  這是大使命
[00:03:18.880 --> 00:03:22.880]  我們願意成為大使命的教會
[00:03:22.880 --> 00:03:25.880]  成為大使命的前導人
[00:03:25.880 --> 00:03:29.880]  成為大使命的基督徒
[00:03:29.880 --> 00:03:35.880]  我們整個的目標追求努力
[00:03:35.880 --> 00:03:39.880]  就是集中在這個大使命上面
[00:03:39.880 --> 00:03:43.880]  神的託付給你給我
[00:03:43.880 --> 00:03:46.880]  我們真是願意伸出
[00:03:46.880 --> 00:03:49.880]  舉起我們的雙手
[00:03:49.880 --> 00:03:52.880]  舉起我們的心
[00:03:52.880 --> 00:03:55.880]  來奉獻給神
[00:03:55.880 --> 00:04:00.880]  這個忘恩的人願意回應你的愛
[00:04:00.880 --> 00:04:03.880]  回應你的旨意的愛
[00:04:03.880 --> 00:04:11.880]  來投入大使命的神聖工作裡面
[00:04:11.880 --> 00:04:14.880]  全世界等候福音
[00:04:14.880 --> 00:04:21.880]  等候神的救恩降臨在他們的身上
[00:04:21.880 --> 00:04:26.880]  今天我們看過的經文
[00:04:26.880 --> 00:04:29.880]  我們再翻到約翰福音
[00:04:29.880 --> 00:04:36.880]  20章19至22節
[00:04:36.880 --> 00:04:39.880]  在這段經文裡面
[00:04:39.880 --> 00:04:44.880]  我們看見與大使命有關的四件事
[00:04:44.880 --> 00:04:46.880]  是很重要的
[00:04:46.880 --> 00:04:50.880]  我希望承認這四件事
[00:04:50.880 --> 00:04:54.880]  黑暗是我們的心中
[00:04:54.880 --> 00:04:59.880]  也是黑暗是我們的生命生活中
[00:04:59.880 --> 00:05:01.880]  第一件事
[00:05:01.880 --> 00:05:08.880]  大使命必然成功的最大保證
[00:05:08.880 --> 00:05:14.880]  我們要帶著保證感來從事大使命
[00:05:14.880 --> 00:05:17.880]  保證感由何而來呢?
[00:05:17.880 --> 00:05:20.880]  在這次我們看見
[00:05:20.880 --> 00:05:23.880]  耶穌基督為我們的罪死了
[00:05:23.880 --> 00:05:27.880]  但是生日從死裡復活
[00:05:27.880 --> 00:05:32.880]  親自一次、多次、十次
[00:05:32.880 --> 00:05:35.880]  滿途顯現
[00:05:35.880 --> 00:05:42.880]  最滿途原本是懼怕、灰心、絕望
[00:05:42.880 --> 00:05:45.880]  但是見到復活的主的時候
[00:05:45.880 --> 00:05:49.880]  他們完全改變
[00:05:49.880 --> 00:05:53.880]  他們就開始毫無懼怕
[00:05:53.880 --> 00:06:00.880]  毫無保留地到處宣傳復活的主
[00:06:00.880 --> 00:06:04.880]  在《釋圖行傳》裡面十八節記載
[00:06:04.880 --> 00:06:11.880]  滿途講主給了父了、父了、父了
[00:06:11.880 --> 00:06:17.880]  這是他們的神色的中心、重心
[00:06:17.880 --> 00:06:19.880]  為何他們這樣改變?
[00:06:19.880 --> 00:06:21.880]  從絕望到希望
[00:06:21.880 --> 00:06:25.880]  從消沉到積極
[00:06:25.880 --> 00:06:29.880]  從生命代價來到全復活的主
[00:06:29.880 --> 00:06:34.880]  唯一合理的、可能的解釋
[00:06:34.880 --> 00:06:40.880]  就是耶穌基督實在已經有死、復活
[00:06:40.880 --> 00:06:47.880]  以前滿途原本是怕、關著門、鎖著門
[00:06:47.880 --> 00:06:50.880]  是處於秘密、聚集
[00:06:50.880 --> 00:06:56.880]  但是耶穌顯現在他們那裡
[00:06:56.880 --> 00:07:01.880]  將祂自己活生生的顯靈給他們看
[00:07:01.880 --> 00:07:06.880]  將祂手中的丁痕、立旁的槍傷
[00:07:06.880 --> 00:07:08.880]  展示給他們看
[00:07:08.880 --> 00:07:11.880]  聖經說:他們看見之後
[00:07:11.880 --> 00:07:15.880]  就看他們的心情完全改變
[00:07:15.880 --> 00:07:21.880]  因為復活的主就站在他們面前
[00:07:21.880 --> 00:07:23.880]  所以他們願意接受
[00:07:23.880 --> 00:07:27.880]  這位復活的主的託付、使命
[00:07:27.880 --> 00:07:33.880]  他們用喜樂、堅強、有保證感的心情
[00:07:33.880 --> 00:07:36.880]  來接受託付
[00:07:36.880 --> 00:07:39.880]  當時不在場
[00:07:39.880 --> 00:07:42.880]  以後滿途告訴他們
[00:07:42.880 --> 00:07:44.880]  聽這件事他們說:我不相信
[00:07:44.880 --> 00:07:47.880]  如果我不是親眼看見
[00:07:47.880 --> 00:07:49.880]  親手摸過耶穌
[00:07:49.880 --> 00:07:51.880]  我總不相信
[00:07:51.880 --> 00:07:52.880]  總字
[00:07:52.880 --> 00:07:57.880]  我總不相信、我絕對不相信
[00:07:57.880 --> 00:08:00.880]  他們這種表現對我們有幫助
[00:08:00.880 --> 00:08:01.880]  有什麼幫助呢?
[00:08:01.880 --> 00:08:04.880]  就是耶穌復活這件事
[00:08:04.880 --> 00:08:07.880]  不是容易相信、滿途相信的
[00:08:07.880 --> 00:08:10.880]  是最難、理性最強
[00:08:10.880 --> 00:08:14.880]  是懷疑主義者的託馬所相信的
[00:08:14.880 --> 00:08:16.880]  是經過懷疑的過程
[00:08:16.880 --> 00:08:19.880]  以後接受、相信
[00:08:19.880 --> 00:08:22.880]  所以這個接受、這個相信
[00:08:22.880 --> 00:08:30.880]  是有根、有根、是站在事實的基礎上
[00:08:30.880 --> 00:08:32.880]  感謝神
[00:08:32.880 --> 00:08:35.880]  讓我們知道滿途相信耶穌復活
[00:08:35.880 --> 00:08:37.880]  不是順理成章的
[00:08:37.880 --> 00:08:41.880]  是經過這樣的曲折的過程
[00:08:41.880 --> 00:08:44.880]  他們得到最後的結論
[00:08:44.880 --> 00:08:49.880]  信仰的基礎堅定地打好了
[00:08:49.880 --> 00:08:54.880]  最後他們一直無所懼怕
[00:08:54.880 --> 00:09:01.880]  再不退後地到處見證、宣揚復活的主義
[00:09:01.880 --> 00:09:05.880]  這件事真是寶貴
[00:09:05.880 --> 00:09:13.880]  我們今天都是帶著最清楚的、最堅強的保證感
[00:09:13.880 --> 00:09:19.880]  來從事大使命的工作
[00:09:19.880 --> 00:09:21.880]  第二件事
[00:09:21.880 --> 00:09:27.880]  就是大使命工作最強的動機
[00:09:27.880 --> 00:09:31.880]  就是耶穌接到十字架的大愛
[00:09:31.880 --> 00:09:34.880]  祂將祂手中的釘痕
[00:09:34.880 --> 00:09:37.880]  立旁的槍傷給滿途看
[00:09:37.880 --> 00:09:39.880]  滿途看見
[00:09:39.880 --> 00:09:41.880]  他們永遠記得
[00:09:41.880 --> 00:09:44.880]  我親眼
[00:09:44.880 --> 00:09:47.880]  我曾經過一日親眼看見
[00:09:47.880 --> 00:09:49.880]  主手中的釘痕
[00:09:49.880 --> 00:09:50.880]  立旁的槍傷
[00:09:50.880 --> 00:09:53.880]  我知道我深知
[00:09:53.880 --> 00:09:56.880]  因為耶穌為我犧牲自己
[00:09:56.880 --> 00:09:58.880]  死在十字架上
[00:09:58.880 --> 00:10:02.880]  為我為整個世人
[00:10:02.880 --> 00:10:04.880]  這位至愛的主
[00:10:04.880 --> 00:10:06.880]  淒慶我
[00:10:06.880 --> 00:10:08.880]  託付我
[00:10:08.880 --> 00:10:10.880]  信任我
[00:10:10.880 --> 00:10:16.880]  要我去將這個愛的福音傳遍世界
[00:10:16.880 --> 00:10:20.880]  每逢滿途後來
[00:10:20.880 --> 00:10:23.880]  在工作中面對難處的時候
[00:10:23.880 --> 00:10:25.880]  打擊的時候
[00:10:25.880 --> 00:10:27.880]  逼迫的時候
[00:10:27.880 --> 00:10:31.880]  他們會回想這一幕
[00:10:31.880 --> 00:10:36.880]  他們曾經親眼看見耶穌多少一次
[00:10:36.880 --> 00:10:37.880]  多一次
[00:10:37.880 --> 00:10:39.880]  十次這麼多
[00:10:39.880 --> 00:10:40.880]  他們的信心
[00:10:40.880 --> 00:10:43.880]  他們對主的愛的會認的心
[00:10:43.880 --> 00:10:46.880]  就再一次地佩服
[00:10:46.880 --> 00:10:47.880]  堅固
[00:10:47.880 --> 00:10:49.880]  甚至要隔絕
[00:10:49.880 --> 00:10:52.880]  他們再接再厲
[00:10:52.880 --> 00:10:57.880]  來進行福音工作
[00:10:57.880 --> 00:11:00.880]  第三方面
[00:11:00.880 --> 00:11:02.880]  就是大書面的事公
[00:11:02.880 --> 00:11:04.880]  最高的榜樣
[00:11:04.880 --> 00:11:07.880]  耶穌基督在21節說
[00:11:07.880 --> 00:11:10.880]  夫如何淒慶了我
[00:11:10.880 --> 00:11:14.880]  我就要淒慶你們
[00:11:14.880 --> 00:11:18.880]  耶穌基督不是只要我們去做
[00:11:18.880 --> 00:11:20.880]  祂做了先
[00:11:20.880 --> 00:11:23.880]  為我們留下榜樣
[00:11:23.880 --> 00:11:26.880]  祂是第一個宣教士
[00:11:26.880 --> 00:11:27.880]  夫淒慶祂
[00:11:27.880 --> 00:11:29.880]  祂順服我們的旨意
[00:11:29.880 --> 00:11:32.880]  從最高最榮耀的地位
[00:11:32.880 --> 00:11:34.880]  降臂
[00:11:34.880 --> 00:11:36.880]  到最低
[00:11:36.880 --> 00:11:40.880]  最卑微的地步
[00:11:40.880 --> 00:11:42.880]  祂到世上
[00:11:42.880 --> 00:11:44.880]  來到彰顯佛神
[00:11:44.880 --> 00:11:49.880]  來到彰顯祂的大恩大愛
[00:11:49.880 --> 00:11:51.880]  來到將福音
[00:11:51.880 --> 00:11:52.880]  聖咒
[00:11:52.880 --> 00:11:55.880]  給過人類
[00:11:55.880 --> 00:11:58.880]  祂一開始十二歲的時候
[00:11:58.880 --> 00:11:59.880]  祂就說
[00:11:59.880 --> 00:12:00.880]  祢不知
[00:12:00.880 --> 00:12:04.880]  我應當以我父母的事為念嗎
[00:12:04.880 --> 00:12:05.880]  最後
[00:12:05.880 --> 00:12:07.880]  死在十字架上的時候
[00:12:07.880 --> 00:12:09.880]  大聲地呼喊
[00:12:09.880 --> 00:12:10.880]  聖劉
[00:12:10.880 --> 00:12:12.880]  聖劉
[00:12:12.880 --> 00:12:15.880]  從開始到最後
[00:12:15.880 --> 00:12:17.880]  祂整個人生
[00:12:17.880 --> 00:12:20.880]  是被使命感
[00:12:20.880 --> 00:12:23.880]  所充滿
[00:12:23.880 --> 00:12:26.880]  所驅動
[00:12:26.880 --> 00:12:28.880]  感謝神
[00:12:28.880 --> 00:12:29.880]  這是最高
[00:12:29.880 --> 00:12:31.880]  最寶貴的
[00:12:31.880 --> 00:12:38.880]  我們永遠不可以忘記的榜樣
[00:12:38.880 --> 00:12:40.880]  第三
[00:12:40.880 --> 00:12:47.880]  大生命的能力
[00:12:47.880 --> 00:12:50.880]  大生命的能力
[00:12:50.880 --> 00:12:51.880]  第二
[00:12:51.880 --> 00:12:55.880]  亞裔子
[00:12:55.880 --> 00:12:56.880]  說了這話
[00:12:56.880 --> 00:12:58.880]  就向他們吹一口氣說
[00:12:58.880 --> 00:13:02.880]  你們受聖力
[00:13:02.880 --> 00:13:03.880]  這件事呢
[00:13:03.880 --> 00:13:06.880]  是一個講真心的動作
[00:13:06.880 --> 00:13:08.880]  是如心表明
[00:13:08.880 --> 00:13:10.880]  很純潔的時候
[00:13:10.880 --> 00:13:12.880]  聖靈降臨
[00:13:12.880 --> 00:13:15.880]  是你處處如心地表達
[00:13:15.880 --> 00:13:18.880]  這件事實
[00:13:18.880 --> 00:13:20.880]  大生命的能力
[00:13:20.880 --> 00:13:21.880]  能源
[00:13:21.880 --> 00:13:23.880]  是聖力
[00:13:23.880 --> 00:13:26.880]  聖靈降臨在我們的身上
[00:13:26.880 --> 00:13:28.880]  我們就逼得著能力
[00:13:28.880 --> 00:13:30.880]  從最近的地方
[00:13:30.880 --> 00:13:32.880]  到最遠的地方
[00:13:32.880 --> 00:13:33.880]  直到地球
[00:13:33.880 --> 00:13:36.880]  直到圍住耶穌
[00:13:36.880 --> 00:13:37.880]  所見證
[00:13:37.880 --> 00:13:39.880]  這個能力
[00:13:39.880 --> 00:13:40.880]  真實嗎
[00:13:40.880 --> 00:13:42.880]  實在是
[00:13:42.880 --> 00:13:44.880]  最真實不過
[00:13:44.880 --> 00:13:47.880]  這間有三個報告
[00:13:47.880 --> 00:13:50.880]  對我有很大的激勵
[00:13:50.880 --> 00:13:51.880]  第一呢
[00:13:51.880 --> 00:13:52.880]  四個月前
[00:13:52.880 --> 00:13:56.880]  美國的時代週刊
[00:13:56.880 --> 00:13:58.880]  Time Magazine
[00:13:58.880 --> 00:14:02.880]  裡面有一個統計的數字
[00:14:02.880 --> 00:14:05.880]  是中南美洲基督徒
[00:14:05.880 --> 00:14:06.880]  不是天主教徒
[00:14:06.880 --> 00:14:09.880]  基督徒的人數
[00:14:09.880 --> 00:14:13.880]  是四千萬至六千萬之間
[00:14:13.880 --> 00:14:15.880]  我記得五十年代
[00:14:15.880 --> 00:14:17.880]  我在香港的時候
[00:14:17.880 --> 00:14:21.880]  那個時候說南美洲有多少基督徒呢
[00:14:21.880 --> 00:14:23.880]  二十多萬
[00:14:23.880 --> 00:14:26.880]  你看增加了多少倍
[00:14:26.880 --> 00:14:27.880]  四十多年來
[00:14:27.880 --> 00:14:32.880]  增加了二百至三百倍
[00:14:32.880 --> 00:14:34.880]  怎麼可能
[00:14:34.880 --> 00:14:39.880]  就是承受了這個事實
[00:14:39.880 --> 00:14:41.880]  哪裡來的能力
[00:14:41.880 --> 00:14:43.880]  承認能力
[00:14:43.880 --> 00:14:46.880]  第二個統計的數字
[00:14:46.880 --> 00:14:49.880]  越南
[00:14:49.880 --> 00:14:51.880]  越南全國
[00:14:51.880 --> 00:14:54.880]  有七千五百萬人口
[00:14:54.880 --> 00:14:59.880]  其中三千二百萬住在高地
[00:14:59.880 --> 00:15:00.880]  山區
[00:15:00.880 --> 00:15:03.880]  是部落民族
[00:15:03.880 --> 00:15:06.880]  現在他們部落民族的人
[00:15:06.880 --> 00:15:09.880]  有多少人順了住呢
[00:15:09.880 --> 00:15:11.880]  七百萬
[00:15:11.880 --> 00:15:14.880]  我是在一個英文的刊物裡面
[00:15:14.880 --> 00:15:16.880]  看到的報告
[00:15:16.880 --> 00:15:19.880]  五分之一的人口
[00:15:19.880 --> 00:15:21.880]  在山地地區的地方
[00:15:21.880 --> 00:15:22.880]  順了住
[00:15:22.880 --> 00:15:24.880]  不只是順了住
[00:15:24.880 --> 00:15:28.880]  而且有生命生活方式的改變
[00:15:28.880 --> 00:15:29.880]  為什麼呢
[00:15:29.880 --> 00:15:33.880]  他們原本很多人醉酒吸毒
[00:15:33.880 --> 00:15:36.880]  現在順了住改變了
[00:15:36.880 --> 00:15:38.880]  所以很多周圍的人看見
[00:15:38.880 --> 00:15:39.880]  驚奇
[00:15:39.880 --> 00:15:40.880]  為什麼
[00:15:40.880 --> 00:15:42.880]  為什麼你們這幫人
[00:15:42.880 --> 00:15:43.880]  這樣改變
[00:15:43.880 --> 00:15:44.880]  他們就注意
[00:15:44.880 --> 00:15:47.880]  又看又聽又想
[00:15:47.880 --> 00:15:48.880]  他們的心開放
[00:15:48.880 --> 00:15:49.880]  最後接受
[00:15:49.880 --> 00:15:54.880]  接著更多人更多人更多人順住
[00:15:54.880 --> 00:15:56.880]  天地上
[00:15:56.880 --> 00:15:58.880]  我記得
[00:15:58.880 --> 00:15:59.880]  七五年之前
[00:15:59.880 --> 00:16:01.880]  我有很多次去越南
[00:16:01.880 --> 00:16:02.880]  那時候
[00:16:02.880 --> 00:16:04.880]  多少套人數
[00:16:04.880 --> 00:16:06.880]  天地上五萬多
[00:16:06.880 --> 00:16:09.880]  現在五十多萬
[00:16:09.880 --> 00:16:12.880]  所以加上天地的人
[00:16:12.880 --> 00:16:13.880]  山區的人
[00:16:13.880 --> 00:16:15.880]  是七百五十萬
[00:16:15.880 --> 00:16:16.880]  七百五十萬
[00:16:16.880 --> 00:16:20.880]  穿過人口的十幾人
[00:16:20.880 --> 00:16:22.880]  聲令的能力
[00:16:22.880 --> 00:16:26.880]  第三個統計的數字
[00:16:26.880 --> 00:16:28.880]  去年十二月
[00:16:28.880 --> 00:16:31.880]  在美國首都
[00:16:31.880 --> 00:16:33.880]  華盛頓
[00:16:33.880 --> 00:16:36.880]  舉行華人七寸
[00:16:36.880 --> 00:16:38.880]  七九五
[00:16:38.880 --> 00:16:40.880]  有一千八百幾
[00:16:40.880 --> 00:16:41.880]  多少套
[00:16:41.880 --> 00:16:44.880]  從各州進來各套
[00:16:44.880 --> 00:16:46.880]  一個港語
[00:16:46.880 --> 00:16:50.880]  是中治邦博士
[00:16:50.880 --> 00:16:53.880]  他是多次多次去印尼的
[00:16:53.880 --> 00:16:55.880]  他說出來的數字
[00:16:55.880 --> 00:16:58.880]  現在印尼有多少套
[00:16:58.880 --> 00:17:01.880]  四千萬
[00:17:01.880 --> 00:17:04.880]  是一個會教徒的國家
[00:17:04.880 --> 00:17:09.880]  是穿過人口的五分之一
[00:17:09.880 --> 00:17:15.880]  他穿過人口是一億九千二百萬
[00:17:15.880 --> 00:17:17.880]  怎麼可能
[00:17:17.880 --> 00:17:21.880]  但是不可能的成為可能
[00:17:21.880 --> 00:17:22.880]  為什麼
[00:17:22.880 --> 00:17:24.880]  聲令的能力
[00:17:24.880 --> 00:17:25.880]  所以主要所講的
[00:17:25.880 --> 00:17:27.880]  沒錯
[00:17:27.880 --> 00:17:28.880]  完全正確
[00:17:28.880 --> 00:17:29.880]  事實
[00:17:29.880 --> 00:17:31.880]  所以我們一路一路
[00:17:31.880 --> 00:17:33.880]  一千年來
[00:17:33.880 --> 00:17:35.880]  看到他的細微的開始
[00:17:35.880 --> 00:17:38.880]  那神了人耶穌
[00:17:38.880 --> 00:17:40.880]  人對他的信仰
[00:17:40.880 --> 00:17:47.880]  一直發展增長廣播天傳到現在
[00:17:47.880 --> 00:17:50.880]  是
[00:17:50.880 --> 00:17:55.880]  大使明有他最強的能力
[00:17:55.880 --> 00:17:58.880]  所以我們在這些因素之下
[00:17:58.880 --> 00:18:00.880]  我們再接再厲
[00:18:00.880 --> 00:18:02.880]  必須勉勵提醒
[00:18:02.880 --> 00:18:04.880]  同心合一
[00:18:04.880 --> 00:18:07.880]  像福音傳遍天下
[00:18:07.880 --> 00:18:09.880]  每個人投入其中
[00:18:09.880 --> 00:18:16.880]  低頭企圖
[00:18:16.880 --> 00:18:18.880]  天父
[00:18:18.880 --> 00:18:20.880]  在這個時刻
[00:18:20.880 --> 00:18:24.880]  我們願將我們的生舉起來
[00:18:24.880 --> 00:18:26.880]  我們願將我們的生命舉起
[00:18:26.880 --> 00:18:28.880]  當作贈物
[00:18:28.880 --> 00:18:30.880]  奉獻給你
[00:18:30.880 --> 00:18:34.880]  在大使明一個神聖的工作上
[00:18:34.880 --> 00:18:38.880]  得到你的使用
[00:18:38.880 --> 00:18:40.880]  成為你的工具
[00:18:40.880 --> 00:18:43.880]  器皿渠道
[00:18:43.880 --> 00:18:45.880]  完成你的能力
[00:18:45.880 --> 00:18:46.880]  挑冠我們
[00:18:46.880 --> 00:18:48.880]  充滿我們
[00:18:48.880 --> 00:18:50.880]  透過我們
[00:18:50.880 --> 00:18:55.880]  完成大使明的工作
[00:18:55.880 --> 00:18:59.880]  我們再一次被驕傲
[00:18:59.880 --> 00:19:01.880]  被提醒
[00:19:01.880 --> 00:19:03.880]  再一次
[00:19:03.880 --> 00:19:05.880]  與聖神同事
[00:19:05.880 --> 00:19:07.880]  在這裡將自己
[00:19:07.880 --> 00:19:10.880]  給主的愛所得著
[00:19:10.880 --> 00:19:12.880]  我們這樣祈求感謝
[00:19:12.880 --> 00:19:13.880]  奉獻
[00:19:13.880 --> 00:19:15.880]  奉主耶穌基督的聖名

