
[00:00:00.000 --> 00:00:03.260]  在今早的崇拜我們一起繼續思想
[00:06:36.760 --> 00:06:39.040]  如果你富裕的時候或者富有的時候
[00:06:39.040 --> 00:06:42.040]  基本上都是一種幸福
[00:06:42.040 --> 00:06:46.960]  但是聖經這兩句就剛剛相反的跟你講
[00:06:46.960 --> 00:06:51.120]  貧窮可以是成為祝福的
[00:06:51.120 --> 00:06:54.680]  值得你誇口的
[00:06:54.680 --> 00:07:00.160]  富裕反而可以是成為一個卑哀來的
[00:07:00.160 --> 00:07:03.120]  如果富裕的人掉下來
[00:07:03.120 --> 00:07:05.560]  其實才值得誇口的
[00:07:05.560 --> 00:07:08.480]  不是爬上去 一路升上去才誇口的
[00:07:08.480 --> 00:07:11.480]  這兩個很明顯和我們的常理
[00:07:11.480 --> 00:07:14.880]  我們所了解的不同
[00:07:14.880 --> 00:07:17.280]  如果我們這樣要明白聖經
[00:07:17.280 --> 00:07:19.360]  這個就是一個入手點
[00:07:19.360 --> 00:07:22.040]  明白這兩句話為什麼剛剛相反
[00:07:22.040 --> 00:07:24.600]  和我們的常理和我們的了解相反
[00:07:24.600 --> 00:07:27.880]  我們就肯定知道神這兩句話
[00:07:27.880 --> 00:07:31.320]  亞剛這兩句話就不是從一個常理來說
[00:07:31.320 --> 00:07:34.280]  是從另外一個角度來說
[00:07:34.280 --> 00:07:36.640]  另外一個層面來說
[00:07:36.640 --> 00:07:39.040]  這個什麼角度什麼層面呢?
[00:07:39.040 --> 00:07:42.160]  我們可以用一個字眼就是說
[00:07:42.160 --> 00:07:44.040]  聖經提醒我們
[00:07:44.040 --> 00:07:50.200]  在我們人生面對這些經濟的觀點和經驗之外
[00:07:50.200 --> 00:07:55.920]  基督徒可以從一個永恆和終極的角度
[00:07:55.920 --> 00:07:59.680]  看回你現在所面對的經濟問題
[00:07:59.680 --> 00:08:03.080]  這個才是最重要和精彩的
[00:08:03.080 --> 00:08:05.480]  因為如果在接下來的日子裏面
[00:08:05.480 --> 00:08:07.600]  基督徒和其他人一樣
[00:08:07.600 --> 00:08:11.000]  都會在這樣的經濟風浪裏面
[00:08:11.000 --> 00:08:14.040]  浮浮沉沉、高高低低
[00:08:14.040 --> 00:08:19.040]  有時慶幸有時悲哀有時甚至絕望的話
[00:08:19.040 --> 00:08:22.680]  我們作為基督徒有什麼不同呢?
[00:08:22.680 --> 00:08:24.960]  亞各他厲害的地方就是說
[00:08:24.960 --> 00:08:27.200]  我們每個人都會面對這些經濟問題
[00:08:27.200 --> 00:08:30.840]  不過我們基督徒就應該用一個不同的眼光
[00:08:30.840 --> 00:08:33.360]  和一個視野去看
[00:08:33.360 --> 00:08:35.240]  這樣的時候我們就可以
[00:08:35.240 --> 00:08:38.320]  不單止可以不讓它淹沒
[00:08:38.320 --> 00:08:41.400]  並且我們可以有一個新的層面
[00:08:41.400 --> 00:08:44.400]  來過一個得勝的生命
[00:08:44.400 --> 00:08:49.720]  這個才是亞各書最重要的那種深刻的意思
[00:08:49.720 --> 00:08:51.920]  好了,那你說不如你說回頭
[00:08:51.920 --> 00:08:55.600]  為什麼可以從一個基督徒永恆的
[00:08:55.600 --> 00:08:58.040]  你所謂的永恆的終極角度去看
[00:08:58.040 --> 00:09:00.920]  可以看到相反的呢?
[00:09:00.920 --> 00:09:02.640]  接著我們感謝神
[00:09:02.640 --> 00:09:04.560]  正如我們經常說
[00:09:04.560 --> 00:09:06.880]  聖經不會說你這樣看
[00:09:06.880 --> 00:09:08.880]  那就算了,它一定有根據的
[00:09:08.880 --> 00:09:10.600]  它接著也會告訴你
[00:09:10.600 --> 00:09:12.560]  我們再看亞各書下去的時候
[00:09:12.560 --> 00:09:14.960]  發覺真的有
[00:09:14.960 --> 00:09:17.320]  原來它想強調的
[00:09:17.320 --> 00:09:20.000]  就是我們基督徒只能夠因為要這樣看
[00:09:20.000 --> 00:09:22.280]  或者能夠這樣看
[00:09:22.280 --> 00:09:25.520]  是因為原來根本這種這樣的顛覆性
[00:09:25.520 --> 00:09:29.160]  是來自神自己的性格
[00:09:29.160 --> 00:09:31.640]  祂那種逆向的性格和原則
[00:09:31.640 --> 00:09:36.040]  原來神自己根本就是這麼顛覆性的
[00:09:36.040 --> 00:09:38.800]  所以如果我們跟神的角度去看的時候
[00:09:38.800 --> 00:09:40.800]  我們會看到一幅不同的圖畫
[00:09:40.800 --> 00:09:43.520]  好了,那你說究竟神怎樣顛覆性呢?
[00:09:43.520 --> 00:09:46.600]  我們會比較詳細的去講一講
[00:09:46.600 --> 00:09:50.960]  OK?不過這個是我們需要學習操練的
[00:09:50.960 --> 00:09:52.600]  除非你不是基督徒
[00:09:52.600 --> 00:09:54.600]  如果你是願意跟隨神的人
[00:09:54.600 --> 00:09:56.720]  你又想面對這樣的風浪
[00:09:56.720 --> 00:09:58.720]  這樣的經濟的時候
[00:09:58.720 --> 00:10:00.280]  我們就不斷要操練
[00:10:00.280 --> 00:10:02.440]  雖然這個人都很難說
[00:10:02.440 --> 00:10:06.360]  完全擺脫周圍的世界給我們這種常識
[00:10:06.360 --> 00:10:09.600]  但是我們一定要努力去越過這些
[00:10:09.600 --> 00:10:12.240]  去嘗試從神自己的視野
[00:10:12.240 --> 00:10:14.800]  去看回自己怎樣相處
[00:10:14.800 --> 00:10:18.440]  這樣的視野去看我們跟那些貧富不同的人
[00:10:18.440 --> 00:10:20.000]  怎樣相處的時候
[00:10:20.000 --> 00:10:23.920]  這個就是一個真正的學習、操練
[00:10:23.920 --> 00:10:27.080]  而結果就是一種不同的祝福,好嗎?
[00:10:27.080 --> 00:10:30.080]  好,那我們講到這裡
[00:10:30.080 --> 00:10:31.480]  設定了一個方向
[00:10:31.480 --> 00:10:34.040]  那我當然要講到神那種顛覆性
[00:10:34.040 --> 00:10:38.720]  令我們有一種顛覆性對財富的了解
[00:10:38.720 --> 00:10:40.160]  這個我們一定會講
[00:10:40.160 --> 00:10:42.360]  不過亞覺在這裡
[00:10:42.360 --> 00:10:45.160]  我們就順著他的次序
[00:10:45.160 --> 00:10:49.080]  首先他一講完這個令人覺得
[00:10:49.080 --> 00:10:52.080]  是顛覆性的一個看法的時候
[00:10:52.080 --> 00:10:58.560]  他接著給了兩個今生的事實提醒我們
[00:10:58.560 --> 00:11:04.160]  不要像一般人那樣將財富、貧富看得這麼死
[00:11:04.160 --> 00:11:06.240]  這兩個其實都有幫助的
[00:11:06.240 --> 00:11:08.720]  不過最重要當然是來自神自己的角度
[00:11:08.720 --> 00:11:10.080]  一會兒我們一定會講
[00:11:10.080 --> 00:11:12.320]  不過我們先交代了亞覺
[00:11:12.320 --> 00:11:15.760]  還有兩個你看這個現實的今生的世界
[00:11:15.760 --> 00:11:18.320]  你都看到有兩個事實提醒我們
[00:11:18.320 --> 00:11:21.440]  不要將貧富這種這樣的觀點
[00:11:21.440 --> 00:11:24.120]  或者這樣的理解看得這麼死
[00:11:24.120 --> 00:11:26.280]  那什麼觀點呢?剛才我們讀的時候
[00:11:26.280 --> 00:11:28.800]  可能你沒有留意 我再給大家看
[00:11:28.800 --> 00:11:31.600]  其實第十節接著他就講
[00:11:31.600 --> 00:11:37.440]  第一 為什麼貧富不是像我們剛才一般人
[00:11:37.440 --> 00:11:42.080]  看得這麼死 一定是貧就是這種的就坐
[00:11:42.080 --> 00:11:43.840]  富就一定是幸福呢?
[00:11:43.840 --> 00:11:49.280]  因為人生是有變幻的
[00:11:49.280 --> 00:11:53.480]  你所擁有的東西是會失去的
[00:11:53.480 --> 00:11:58.120]  他舉了一個簡單的比喻的說法 大家都記得
[00:11:58.120 --> 00:12:02.600]  他說我們的生命就好像什麼呢?
[00:12:02.600 --> 00:12:06.160]  草上的花 剛才我們讀的時候
[00:12:06.160 --> 00:12:10.400]  必要過去 太陽一出 熱風一吹
[00:12:10.400 --> 00:12:17.200]  草必枯幹 花必凋謝 它的美容就消失
[00:12:17.200 --> 00:12:22.480]  你手頭所有的美容 你手頭所擁有的東西
[00:12:22.480 --> 00:12:25.080]  在我們的印象和在我們的希望裡面
[00:12:25.080 --> 00:12:28.760]  是不會消失的 但是會消失的
[00:12:28.760 --> 00:12:32.120]  但這個不是悲觀 這個是講一個事實
[00:12:32.120 --> 00:12:35.200]  就好像草上的花一樣 今天很美
[00:12:35.200 --> 00:12:37.000]  突然間會沒有的
[00:12:37.000 --> 00:12:40.280]  我相信這個經濟變幻的日子裡面
[00:12:40.280 --> 00:12:42.920]  我們更多人會經驗到這件事
[00:12:42.920 --> 00:12:46.920]  當然不希望你自己會碰到 但是可能你都會碰到
[00:12:46.920 --> 00:12:49.520]  你今天以為很穩定的了 我的經濟 是吧
[00:12:49.520 --> 00:12:53.440]  突然間可能沒有了 突然間想都沒有想過
[00:12:53.440 --> 00:12:57.840]  有時甚至不關你的事的 哎呀 沒了
[00:12:57.840 --> 00:13:01.720]  所以雅各在不同的地方他繼續都說的
[00:13:01.720 --> 00:13:03.840]  第四章14節那裡說
[00:13:03.840 --> 00:13:07.000]  其實明天怎樣你們並不知道
[00:13:07.000 --> 00:13:08.480]  你們的生命是什麼呢?
[00:13:08.480 --> 00:13:13.920]  本來就是過眼雲煙轉瞬之間就消逝了 是吧
[00:13:13.920 --> 00:13:18.680]  雅各不斷提醒我們 你如果看得你以為有的錢
[00:13:18.680 --> 00:13:24.160]  你有的財富是你的安全感保障的話
[00:13:24.160 --> 00:13:25.920]  你其實很危險的
[00:13:25.920 --> 00:13:28.960]  你知道裡面其實可以是空的 可以變幻的
[00:13:28.960 --> 00:13:33.520]  有一天就會熱風一吹 美容就沒有了
[00:13:33.520 --> 00:13:37.040]  所以你要預計有這樣的事實
[00:13:37.040 --> 00:13:40.320]  這種變幻和有限的財富
[00:13:40.320 --> 00:13:44.760]  因為無論如何 錢、財富和你的安全感
[00:13:44.760 --> 00:13:48.360]  不是完全掛鉤的 這是第一樣
[00:13:48.360 --> 00:13:50.560]  第二個今生的事實
[00:13:50.560 --> 00:13:54.800]  就跟著那句話所說的 聖經裡面說
[00:13:54.800 --> 00:14:01.280]  那些富有的人在他奔波的經營當中
[00:14:01.280 --> 00:14:04.040]  是這樣的衰落
[00:14:04.040 --> 00:14:08.320]  意思就是說 富有的時候你覺得很棒
[00:14:08.320 --> 00:14:11.760]  我擁有很多 於是我就很安全
[00:14:11.760 --> 00:14:13.360]  我很快樂 很幸福
[00:14:13.360 --> 00:14:16.680]  這個不是悲觀 也不是奏訟這件事
[00:14:16.680 --> 00:14:19.440]  不過它想說出另外一個第二個事實就是
[00:14:19.440 --> 00:14:21.800]  當我們越富有的時候 越富有的時候
[00:14:21.800 --> 00:14:25.360]  我們當然想越來越多 越來越安全感
[00:14:25.360 --> 00:14:27.160]  但是它指出了另外一個事實
[00:14:27.160 --> 00:14:28.760]  當我們越來越多的時候
[00:14:28.760 --> 00:14:31.280]  我們的生命是越來越虛耗的
[00:14:31.280 --> 00:14:36.200]  不是孫抱土 不是阿Q這樣說 這是事實
[00:14:36.200 --> 00:14:39.720]  如果有經驗的人 你會看到 你會明白的
[00:14:39.720 --> 00:14:44.320]  這個世界沒有免費午餐
[00:14:44.320 --> 00:14:48.640]  它給你這麼多錢 就要你做這麼多事情
[00:14:48.640 --> 00:14:51.240]  你擁有這麼多東西的時候
[00:14:51.240 --> 00:14:53.640]  你有這麼多敵人要搶你的東西
[00:14:53.640 --> 00:14:57.120]  你就很辛苦要擋這個 擋那個
[00:14:57.120 --> 00:14:59.560]  你說哎呀 真的太好了
[00:14:59.560 --> 00:15:01.880]  炒了旁邊幾個都被人炒了
[00:15:01.880 --> 00:15:04.880]  這家公司搞成這樣 幸好剩下我不炒
[00:15:04.880 --> 00:15:07.920]  接著你會發覺那幾個被人炒了的那些工
[00:15:07.920 --> 00:15:10.360]  就是你來做的
[00:15:10.360 --> 00:15:14.280]  它給你這麼多錢 就要拿回你這麼多東西
[00:15:14.280 --> 00:15:17.080]  你的生命是需要消耗的
[00:15:17.080 --> 00:15:19.200]  這個不是說要就座擁有
[00:15:19.200 --> 00:15:21.840]  不過你知道擁有背後那種的
[00:15:21.840 --> 00:15:26.360]  那種的空洞性 那種的變幻性的時候
[00:15:26.360 --> 00:15:28.240]  你就起碼 我相信
[00:15:28.240 --> 00:15:30.080]  亞哥正在部署我們的心境
[00:15:30.080 --> 00:15:32.960]  就是你不要看得這麼死
[00:15:32.960 --> 00:15:37.280]  有錢沒錢 擁有和缺乏
[00:15:37.280 --> 00:15:41.000]  這裡首先你不要看得這麼死
[00:15:41.000 --> 00:15:42.880]  這樣你才可以轉化它
[00:15:42.880 --> 00:15:46.080]  才可以有一種革命性的顛覆性的了解
[00:15:46.080 --> 00:15:47.760]  OK 這是第一樣
[00:15:47.760 --> 00:15:51.720]  這個是一個基礎 簡單的一個起始點
[00:15:51.720 --> 00:15:53.080]  不過剛才我們說
[00:15:53.080 --> 00:15:56.120]  最重要的根據當然就不是說一下這些
[00:15:56.120 --> 00:15:59.000]  人生裡面我們發覺的事實 是不是?
[00:15:59.000 --> 00:16:00.240]  今生的事實
[00:16:00.240 --> 00:16:01.840]  更加重要的就是剛才我們說
[00:16:01.840 --> 00:16:06.360]  我們試一下現在用神自己的永恆
[00:16:06.360 --> 00:16:12.040]  和終極的角度再看我們的財富和貧富的問題
[00:16:12.040 --> 00:16:14.960]  那神怎麼看呢?
[00:16:14.960 --> 00:16:16.160]  我們剛才說
[00:16:16.160 --> 00:16:20.040]  之所以能夠這麼顛覆性的看這個問題
[00:16:20.040 --> 00:16:22.760]  因為神自己就是這麼顛覆性
[00:16:22.760 --> 00:16:24.640]  我想說兩個
[00:16:24.640 --> 00:16:27.960]  神這個我們可以稱之為逆轉的
[00:16:27.960 --> 00:16:31.520]  逆向的性格或者顛覆性的性格
[00:16:31.520 --> 00:16:33.680]  我相信你可能都知道的
[00:16:33.680 --> 00:16:35.080]  不過可能沒有這麼留意
[00:16:35.080 --> 00:16:36.440]  我說出來就發覺
[00:16:36.440 --> 00:16:39.400]  真是很不同我們人的想法
[00:16:39.400 --> 00:16:41.200]  神真是神
[00:16:41.200 --> 00:16:43.680]  和我們人的想法真是很不同
[00:16:43.680 --> 00:16:47.320]  神的標準和神的原則真是和我們很不同
[00:16:47.320 --> 00:16:49.640]  如果我們作為一個跟隨神的人
[00:16:49.640 --> 00:16:52.960]  我們怎麼都要努力去操練去試一下
[00:16:52.960 --> 00:16:54.760]  學一下神怎麼看
[00:16:54.760 --> 00:16:56.960]  我相信我們就會幸福了
[00:16:56.960 --> 00:16:59.200]  真正長遠的祝福
[00:16:59.200 --> 00:17:02.080]  就是我們能夠從神的角度去看
[00:17:02.080 --> 00:17:04.760]  這個我們就要去試一下
[00:17:04.760 --> 00:17:06.360]  看看神怎麼看
[00:17:06.360 --> 00:17:08.960]  好了 我們經常說神顛覆性的
[00:17:08.960 --> 00:17:10.640]  那種性格究竟是什麼呢?
[00:17:10.640 --> 00:17:12.000]  現在就開估了
[00:17:12.000 --> 00:17:13.440]  不是我開估
[00:17:13.440 --> 00:17:15.800]  在聖經裡面說的
[00:17:15.800 --> 00:17:17.560]  神有兩樣東西
[00:17:17.560 --> 00:17:19.160]  是和我們的常識
[00:17:19.160 --> 00:17:23.240]  和我們一般人很認為是的東西是不同的
[00:17:23.240 --> 00:17:24.680]  第一樣
[00:17:24.680 --> 00:17:26.280]  神顛覆性的
[00:17:26.280 --> 00:17:28.800]  逆向性的性格
[00:17:28.800 --> 00:17:37.400]  祂是特別願意看重那些貧乏的人
[00:17:37.400 --> 00:17:41.200]  貧窮的、缺乏的
[00:17:41.200 --> 00:17:43.840]  神是特別愛惜他們的
[00:17:43.840 --> 00:17:46.120]  這個在聖經裡面
[00:17:46.120 --> 00:17:50.000]  讓我們看到是神自己多次強調的
[00:17:50.000 --> 00:17:51.400]  那你問神是不是偏心呢?
[00:17:51.400 --> 00:17:54.320]  專門偏心那些貧窮的、缺乏的
[00:17:54.320 --> 00:17:56.440]  是啊 神是偏心的
[00:17:56.440 --> 00:17:59.960]  那為什麼神這麼偏心呢?
[00:17:59.960 --> 00:18:04.560]  因為這個世界已經是一個不公平的世界
[00:18:04.560 --> 00:18:07.440]  很多人被剝削受苦
[00:18:07.440 --> 00:18:09.800]  已經使他們貧窮的時候
[00:18:09.800 --> 00:18:13.720]  很多時候是因為他們已經是受害者
[00:18:13.720 --> 00:18:19.560]  所以神的慈愛就願意為這些已經缺乏的
[00:18:19.560 --> 00:18:21.080]  不足夠的、無辜的
[00:18:21.080 --> 00:18:24.240]  甚至是就算他做了一點點事給別人
[00:18:24.240 --> 00:18:27.440]  總之他落在一個這樣的缺乏
[00:18:27.440 --> 00:18:31.160]  和貧賤的環境當中的人
[00:18:31.160 --> 00:18:34.120]  神是特別看顧他
[00:18:34.120 --> 00:18:35.960]  補足他
[00:18:35.960 --> 00:18:39.120]  讓他能夠在神的慈愛當中
[00:18:39.120 --> 00:18:40.680]  是啊 這個世界還沒有結束
[00:18:40.680 --> 00:18:42.560]  所以這個不公義的世界
[00:18:42.560 --> 00:18:45.000]  不公平的世界、有人剝削的世界
[00:18:45.000 --> 00:18:47.160]  有人受苦的世界
[00:18:47.160 --> 00:18:51.120]  是必須會存在的
[00:18:51.120 --> 00:18:53.200]  接下來的日子會更多
[00:18:53.200 --> 00:18:54.720]  但是我們要記住神說
[00:18:54.720 --> 00:18:57.760]  在這個不完美的世界裡面
[00:18:57.760 --> 00:19:05.080]  我是特別關顧、看著那些缺乏的、貧賤的
[00:19:05.080 --> 00:19:06.520]  你說真的嗎?
[00:19:06.520 --> 00:19:08.720]  你講的而已 不是我講的
[00:19:08.720 --> 00:19:11.400]  我溫慧瑤哪有資格講這些東西
[00:19:11.400 --> 00:19:13.040]  哪有膽量講這些東西
[00:19:13.040 --> 00:19:14.120]  甚至想不到這些東西
[00:19:14.120 --> 00:19:15.880]  是神自己的
[00:19:15.880 --> 00:19:20.520]  你看看聖經裡面有沒有這樣的意思
[00:19:20.520 --> 00:19:26.040]  有啊
[00:19:26.040 --> 00:19:29.680]  《雅各書》我們先從二章五節說什麼呢?
[00:19:29.680 --> 00:19:32.120]  他說:我親愛的弟兄們,請聽
[00:19:32.120 --> 00:19:35.840]  神不是揀選了世上被認為貧窮的人嗎?
[00:19:35.840 --> 00:19:37.680]  他特意去選那些貧窮的人
[00:19:37.680 --> 00:19:40.680]  因為這些人在信心上的富足
[00:19:40.680 --> 00:19:44.520]  他才能夠承受神的國的人
[00:19:44.520 --> 00:19:48.120]  神的國是應許賜給愛祂的人的
[00:19:48.120 --> 00:19:50.000]  剛才我們讀過那些
[00:19:50.000 --> 00:19:51.320]  其中一節
[00:19:51.320 --> 00:19:54.960]  就是說神是特別去揀選那些貧窮的人
[00:19:54.960 --> 00:19:56.960]  以至在他的國裡面
[00:19:56.960 --> 00:19:59.800]  成為他所看重的
[00:19:59.800 --> 00:20:01.000]  這個就是明白
[00:20:01.000 --> 00:20:02.960]  我們剛才那一節經文
[00:20:02.960 --> 00:20:04.720]  第九節那裡說
[00:20:04.720 --> 00:20:06.800]  卑微的弟兄
[00:20:06.800 --> 00:20:09.160]  能夠升高是值得誇獎的
[00:20:09.160 --> 00:20:10.880]  這個升高
[00:20:10.880 --> 00:20:12.000]  有沒有留意剛才我們說
[00:20:12.000 --> 00:20:13.280]  怎麼升高又可以誇獎
[00:20:13.280 --> 00:20:14.840]  不就是啊 為什麼你不明白呢?
